00000001827d6908 (__TEXT,__text) external _CreateLSTMBreakEngine
000000018286a1d8 (__TEXT,__text) external _ures_openDirect
000000018286a218 (__TEXT,__text) external _ures_openDirectFillIn
000000018286a1f0 (__TEXT,__text) external _ures_openFillIn
000000018286a1c0 (__TEXT,__text) external _ures_openNoDefault
00000001828675fc (__TEXT,__text) external _ures_openU
000000018286a240 (__TEXT,__text) external _ures_openWithCountryFallback
0000000182867fa4 (__TEXT,__text) external _ures_resetIterator
000000018286e558 (__TEXT,__text) external _ures_swap
000000018286fc70 (__TEXT,__text) external _uscript_breaksBetweenLetters
000000018286f348 (__TEXT,__text) external _uscript_closeRun
000000018286f68c (__TEXT,__text) external _uscript_getCode
00000001827e5d4c (__TEXT,__text) external _uscript_getName
000000018286fb24 (__TEXT,__text) external _uscript_getSampleString
0000000182814504 (__TEXT,__text) external _uscript_getScript
0000000182814624 (__TEXT,__text) external _uscript_getScriptExtensions
00000001827e5d5c (__TEXT,__text) external _uscript_getShortName
000000018286fc24 (__TEXT,__text) external _uscript_getUsage
0000000182814598 (__TEXT,__text) external _uscript_hasScript
000000018286fc94 (__TEXT,__text) external _uscript_isCased
000000018286fc48 (__TEXT,__text) external _uscript_isRightToLeft
000000018286f378 (__TEXT,__text) external _uscript_nextRun
000000018286f230 (__TEXT,__text) external _uscript_openRun
000000018286f354 (__TEXT,__text) external _uscript_resetRun
000000018286f2e4 (__TEXT,__text) external _uscript_setRunText
00000001829ded70 (__TEXT,__text) external _usearch_close
00000001829df704 (__TEXT,__text) external _usearch_first
00000001829df994 (__TEXT,__text) external _usearch_following
00000001829df21c (__TEXT,__text) external _usearch_getAttribute
00000001829df3cc (__TEXT,__text) external _usearch_getBreakIterator
00000001829df64c (__TEXT,__text) external _usearch_getCollator
00000001829df37c (__TEXT,__text) external _usearch_getMatchedLength
00000001829df27c (__TEXT,__text) external _usearch_getMatchedStart
00000001829df294 (__TEXT,__text) external _usearch_getMatchedText
00000001829df148 (__TEXT,__text) external _usearch_getOffset
00000001829df6f0 (__TEXT,__text) external _usearch_getPattern
00000001829df4d0 (__TEXT,__text) external _usearch_getText
00000001829dfa10 (__TEXT,__text) external _usearch_last
00000001829df784 (__TEXT,__text) external _usearch_next
00000001829dea24 (__TEXT,__text) external _usearch_open
00000001829deaf0 (__TEXT,__text) external _usearch_openFromCollator
00000001829dfc98 (__TEXT,__text) external _usearch_preceding
00000001829dfa8c (__TEXT,__text) external _usearch_previous
00000001829e0298 (__TEXT,__text) external _usearch_reset
00000001829e03c8 (__TEXT,__text) external _usearch_search
00000001829e1170 (__TEXT,__text) external _usearch_searchBackwards
00000001829df190 (__TEXT,__text) external _usearch_setAttribute
00000001829df394 (__TEXT,__text) external _usearch_setBreakIterator
00000001829df4e8 (__TEXT,__text) external _usearch_setCollator
00000001829df0e0 (__TEXT,__text) external _usearch_setOffset
00000001829df658 (__TEXT,__text) external _usearch_setPattern
00000001829df3dc (__TEXT,__text) external _usearch_setText
000000018286fd7c (__TEXT,__text) external _uset_add
000000018286fd78 (__TEXT,__text) external _uset_addAll
000000018286fe20 (__TEXT,__text) external _uset_addAllCodePoints
000000018286fd80 (__TEXT,__text) external _uset_addRange
000000018286fd84 (__TEXT,__text) external _uset_addString
0000000182870bf4 (__TEXT,__text) external _uset_applyIntPropertyValue
0000000182870af4 (__TEXT,__text) external _uset_applyPattern
0000000182870bf8 (__TEXT,__text) external _uset_applyPropertyAlias
000000018287043c (__TEXT,__text) external _uset_charAt
0000000182870280 (__TEXT,__text) external _uset_clear
000000018286fd48 (__TEXT,__text) external _uset_clone
000000018286fd70 (__TEXT,__text) external _uset_cloneAsThawed
000000018286fd18 (__TEXT,__text) external _uset_close
0000000182870e80 (__TEXT,__text) external _uset_closeOver
0000000182870130 (__TEXT,__text) external _uset_compact
0000000182870134 (__TEXT,__text) external _uset_complement
000000018287027c (__TEXT,__text) external _uset_complementAll
00000001828701dc (__TEXT,__text) external _uset_complementAllCodePoints
0000000182870138 (__TEXT,__text) external _uset_complementRange
000000018287013c (__TEXT,__text) external _uset_complementString
0000000182870290 (__TEXT,__text) external _uset_contains
0000000182870340 (__TEXT,__text) external _uset_containsAll
0000000182870344 (__TEXT,__text) external _uset_containsAllCodePoints
00000001828703ec (__TEXT,__text) external _uset_containsNone
0000000182870294 (__TEXT,__text) external _uset_containsRange
00000001828703f0 (__TEXT,__text) external _uset_containsSome
0000000182870298 (__TEXT,__text) external _uset_containsString
0000000182870420 (__TEXT,__text) external _uset_equals
000000018286fd6c (__TEXT,__text) external _uset_freeze
000000018287047c (__TEXT,__text) external _uset_getItem
0000000182870448 (__TEXT,__text) external _uset_getItemCount
0000000182870444 (__TEXT,__text) external _uset_getRangeCount
0000000182870848 (__TEXT,__text) external _uset_getSerializedRange
0000000182870818 (__TEXT,__text) external _uset_getSerializedRangeCount
0000000182870598 (__TEXT,__text) external _uset_getSerializedSet
000000018287028c (__TEXT,__text) external _uset_hasStrings
0000000182870438 (__TEXT,__text) external _uset_indexOf
0000000182870288 (__TEXT,__text) external _uset_isEmpty
000000018286fd4c (__TEXT,__text) external _uset_isFrozen
000000018286fcdc (__TEXT,__text) external _uset_open
000000018286fcb8 (__TEXT,__text) external _uset_openEmpty
0000000182870928 (__TEXT,__text) external _uset_openPattern
0000000182870a04 (__TEXT,__text) external _uset_openPatternOptions
000000018286fe9c (__TEXT,__text) external _uset_remove
000000018286ffe4 (__TEXT,__text) external _uset_removeAll
000000018286ff44 (__TEXT,__text) external _uset_removeAllCodePoints
0000000182870284 (__TEXT,__text) external _uset_removeAllStrings
000000018286fea0 (__TEXT,__text) external _uset_removeRange
000000018286fea4 (__TEXT,__text) external _uset_removeString
0000000182870cb4 (__TEXT,__text) external _uset_resemblesPattern
000000018286ffe8 (__TEXT,__text) external _uset_retain
000000018287012c (__TEXT,__text) external _uset_retainAll
000000018287008c (__TEXT,__text) external _uset_retainAllCodePoints
000000018286ffec (__TEXT,__text) external _uset_retainString
000000018287057c (__TEXT,__text) external _uset_serialize
00000001828706b8 (__TEXT,__text) external _uset_serializedContains
000000018286fd74 (__TEXT,__text) external _uset_set
000000018287060c (__TEXT,__text) external _uset_setSerializedToOne
0000000182870440 (__TEXT,__text) external _uset_size
0000000182870410 (__TEXT,__text) external _uset_span
0000000182870414 (__TEXT,__text) external _uset_spanBack
000000018287041c (__TEXT,__text) external _uset_spanBackUTF8
0000000182870418 (__TEXT,__text) external _uset_spanUTF8
0000000182870da4 (__TEXT,__text) external _uset_toPattern
00000001829e2334 (__TEXT,__text) external _uspoof_areConfusable
00000001829e2720 (__TEXT,__text) external _uspoof_areConfusableUTF8
00000001829e2484 (__TEXT,__text) external _uspoof_areConfusableUnicodeString
00000001829e2060 (__TEXT,__text) external _uspoof_check
00000001829e2070 (__TEXT,__text) external _uspoof_check2
00000001829e2268 (__TEXT,__text) external _uspoof_check2UTF8
00000001829e2168 (__TEXT,__text) external _uspoof_check2UnicodeString
00000001829e2258 (__TEXT,__text) external _uspoof_checkUTF8
00000001829e2a28 (__TEXT,__text) external _uspoof_checkUnicodeString
00000001829e1d0c (__TEXT,__text) external _uspoof_clone
00000001829e1dac (__TEXT,__text) external _uspoof_close
00000001829e33b0 (__TEXT,__text) external _uspoof_closeCheckResult
00000001829e1f84 (__TEXT,__text) external _uspoof_getAllowedChars
00000001829e1f3c (__TEXT,__text) external _uspoof_getAllowedLocales
00000001829e1fa4 (__TEXT,__text) external _uspoof_getAllowedUnicodeSet
00000001829e3400 (__TEXT,__text) external _uspoof_getCheckResultChecks
00000001829e3478 (__TEXT,__text) external _uspoof_getCheckResultNumerics
00000001829e343c (__TEXT,__text) external _uspoof_getCheckResultRestrictionLevel
00000001829e1e48 (__TEXT,__text) external _uspoof_getChecks
00000001829e312c (__TEXT,__text) external _uspoof_getInclusionSet
00000001829e3244 (__TEXT,__text) external _uspoof_getInclusionUnicodeSet
00000001829e31b8 (__TEXT,__text) external _uspoof_getRecommendedSet
00000001829e32d0 (__TEXT,__text) external _uspoof_getRecommendedUnicodeSet
00000001829e1eb0 (__TEXT,__text) external _uspoof_getRestrictionLevel
00000001829e2d7c (__TEXT,__text) external _uspoof_getSkeleton
00000001829e2f08 (__TEXT,__text) external _uspoof_getSkeletonUTF8
00000001829e1a74 (__TEXT,__text) external _uspoof_open
00000001829e335c (__TEXT,__text) external _uspoof_openCheckResult
00000001829e1b78 (__TEXT,__text) external _uspoof_openFromSerialized
00000001829e3510 (__TEXT,__text) external _uspoof_openFromSource
00000001829e30c0 (__TEXT,__text) external _uspoof_serialize
00000001829e1fc4 (__TEXT,__text) external _uspoof_setAllowedChars
00000001829e1ee8 (__TEXT,__text) external _uspoof_setAllowedLocales
00000001829e1fc8 (__TEXT,__text) external _uspoof_setAllowedUnicodeSet
00000001829e1dfc (__TEXT,__text) external _uspoof_setChecks
00000001829e1e68 (__TEXT,__text) external _uspoof_setRestrictionLevel
00000001829e5b8c (__TEXT,__text) external _uspoof_swap
00000001828734dc (__TEXT,__text) external _usprep_close
0000000182873064 (__TEXT,__text) external _usprep_open
000000018287349c (__TEXT,__text) external _usprep_openByType
00000001828735e0 (__TEXT,__text) external _usprep_prepare
0000000182873f0c (__TEXT,__text) external _usprep_swap
000000018287a39c (__TEXT,__text) external _ustr_hashCharsN
000000018287a3f4 (__TEXT,__text) external _ustr_hashICharsN
000000018287a340 (__TEXT,__text) external _ustr_hashUCharsN
000000018287cbc4 (__TEXT,__text) external _utext_char32At
000000018287cfc0 (__TEXT,__text) external _utext_clone
000000018287d1cc (__TEXT,__text) external _utext_close
000000018287cf90 (__TEXT,__text) external _utext_copy
000000018287cab8 (__TEXT,__text) external _utext_current32
000000018287ce64 (__TEXT,__text) external _utext_equals
000000018287ce58 (__TEXT,__text) external _utext_extract
000000018287cf44 (__TEXT,__text) external _utext_freeze
000000018287c8e0 (__TEXT,__text) external _utext_getNativeIndex
000000018287c9e0 (__TEXT,__text) external _utext_getPreviousNativeIndex
000000018287cf54 (__TEXT,__text) external _utext_hasMetaData
000000018287c8d4 (__TEXT,__text) external _utext_isLengthExpensive
000000018287cf38 (__TEXT,__text) external _utext_isWritable
000000018287c614 (__TEXT,__text) external _utext_moveIndex32
000000018287c8c8 (__TEXT,__text) external _utext_nativeLength
000000018287c724 (__TEXT,__text) external _utext_next32
000000018287cca0 (__TEXT,__text) external _utext_next32From
000000018287d5fc (__TEXT,__text) external _utext_openCharacterIterator
000000018287d430 (__TEXT,__text) external _utext_openConstUnicodeString
000000018287d330 (__TEXT,__text) external _utext_openReplaceable
000000018287d52c (__TEXT,__text) external _utext_openUChars
000000018287d268 (__TEXT,__text) external _utext_openUTF8
000000018287d3f4 (__TEXT,__text) external _utext_openUnicodeString
000000018287c7f8 (__TEXT,__text) external _utext_previous32
000000018287cd74 (__TEXT,__text) external _utext_previous32From
000000018287cf60 (__TEXT,__text) external _utext_replace
000000018287c908 (__TEXT,__text) external _utext_setNativeIndex
000000018287d030 (__TEXT,__text) external _utext_setup
0000000182880260 (__TEXT,__text) external _utf8_appendCharSafeBody
000000018288063c (__TEXT,__text) external _utf8_back1SafeBody
0000000182a43ac8 (__TEXT,__const) external _utf8_countTrailBytes
0000000182880040 (__TEXT,__text) external _utf8_nextCharSafeBody
00000001828803f8 (__TEXT,__text) external _utf8_prevCharSafeBody
00000001829e8bb0 (__TEXT,__text) external _utmscale_fromInt64
00000001829e8b5c (__TEXT,__text) external _utmscale_getTimeScaleValue
00000001829e8c30 (__TEXT,__text) external _utmscale_toInt64
0000000182881a1c (__TEXT,__text) external _utrace_data
0000000182881948 (__TEXT,__text) external _utrace_entry
0000000182881968 (__TEXT,__text) external _utrace_exit
000000018288241c (__TEXT,__text) external _utrace_format
0000000182882500 (__TEXT,__text) external _utrace_functionName
000000018288246c (__TEXT,__text) external _utrace_getFunctions
00000001828824c0 (__TEXT,__text) external _utrace_getLevel
0000000182882448 (__TEXT,__text) external _utrace_setFunctions
00000001828824a0 (__TEXT,__text) external _utrace_setLevel
0000000182881a68 (__TEXT,__text) external _utrace_vformat
00000001829e90e0 (__TEXT,__text) external _utrans_clone
00000001829e9154 (__TEXT,__text) external _utrans_close
00000001829e94c8 (__TEXT,__text) external _utrans_countAvailableIDs
00000001829e94cc (__TEXT,__text) external _utrans_getAvailableID
00000001829e9210 (__TEXT,__text) external _utrans_getID
00000001829e9ad8 (__TEXT,__text) external _utrans_getSourceSet
00000001829e9180 (__TEXT,__text) external _utrans_getUnicodeID
00000001829e8fc4 (__TEXT,__text) external _utrans_open
00000001829e9518 (__TEXT,__text) external _utrans_openIDs
00000001829e90c4 (__TEXT,__text) external _utrans_openInverse
00000001829e8e50 (__TEXT,__text) external _utrans_openU
00000001829e927c (__TEXT,__text) external _utrans_register
00000001829e9394 (__TEXT,__text) external _utrans_setFilter
0000000182969474 (__TEXT,__text) external _utrans_stripRules
00000001829e9980 (__TEXT,__text) external _utrans_toRules
00000001829e959c (__TEXT,__text) external _utrans_trans
00000001829e9654 (__TEXT,__text) external _utrans_transIncremental
00000001829e9844 (__TEXT,__text) external _utrans_transIncrementalUChars
00000001829e96f8 (__TEXT,__text) external _utrans_transUChars
00000001829e931c (__TEXT,__text) external _utrans_unregister
00000001829e9294 (__TEXT,__text) external _utrans_unregisterID
0000000182884cec (__TEXT,__text) external _utrie2_clone
0000000182884f14 (__TEXT,__text) external _utrie2_cloneAsThawed
000000018288447c (__TEXT,__text) external _utrie2_close
0000000182884590 (__TEXT,__text) external _utrie2_enum
0000000182884a4c (__TEXT,__text) external _utrie2_enumForLeadSurrogate
0000000182885304 (__TEXT,__text) external _utrie2_freeze
0000000182885190 (__TEXT,__text) external _utrie2_fromUTrie
0000000182883c58 (__TEXT,__text) external _utrie2_get32
0000000182883e24 (__TEXT,__text) external _utrie2_get32FromLeadSurrogateCodeUnit
0000000182883e8c (__TEXT,__text) external _utrie2_internalU8NextIndex
0000000182883f84 (__TEXT,__text) external _utrie2_internalU8PrevIndex
00000001828844e8 (__TEXT,__text) external _utrie2_isFrozen
0000000182884a80 (__TEXT,__text) external _utrie2_open
0000000182884244 (__TEXT,__text) external _utrie2_openDummy
0000000182884090 (__TEXT,__text) external _utrie2_openFromSerialized
00000001828844f8 (__TEXT,__text) external _utrie2_serialize
0000000182884cb4 (__TEXT,__text) external _utrie2_set32
0000000182885154 (__TEXT,__text) external _utrie2_set32ForLeadSurrogateCodeUnit
0000000182885e3c (__TEXT,__text) external _utrie2_setRange32
00000001828866b0 (__TEXT,__text) external _utrie2_swap
00000001828826c8 (__TEXT,__text) external _utrie_clone
00000001828827d8 (__TEXT,__text) external _utrie_close
00000001828834b8 (__TEXT,__text) external _utrie_defaultGetFoldingOffset
0000000182883734 (__TEXT,__text) external _utrie_enum
000000018288291c (__TEXT,__text) external _utrie_get32
0000000182882844 (__TEXT,__text) external _utrie_getData
000000018288257c (__TEXT,__text) external _utrie_open
0000000182882cdc (__TEXT,__text) external _utrie_serialize
0000000182882870 (__TEXT,__text) external _utrie_set32
0000000182882984 (__TEXT,__text) external _utrie_setRange32
00000001828864d0 (__TEXT,__text) external _utrie_swap
0000000182886aec (__TEXT,__text) external _utrie_swapAnyVersion
00000001828834bc (__TEXT,__text) external _utrie_unserialize
0000000182883590 (__TEXT,__text) external _utrie_unserializeDummy
00000001829f17f0 (__TEXT,__text) external _vzone_clone
00000001829f17c4 (__TEXT,__text) external _vzone_close
00000001829f1d0c (__TEXT,__text) external _vzone_countTransitionRules
00000001829f17f4 (__TEXT,__text) external _vzone_equals
00000001829f1d14 (__TEXT,__text) external _vzone_getDynamicClassID
00000001829f19c8 (__TEXT,__text) external _vzone_getLastModified
00000001829f1d04 (__TEXT,__text) external _vzone_getNextTransition
00000001829f1cdc (__TEXT,__text) external _vzone_getOffset
00000001829f1ce0 (__TEXT,__text) external _vzone_getOffset2
00000001829f1cec (__TEXT,__text) external _vzone_getOffset3
00000001829f1d08 (__TEXT,__text) external _vzone_getPreviousTransition
00000001829f1cf4 (__TEXT,__text) external _vzone_getRawOffset
00000001829f1d10 (__TEXT,__text) external _vzone_getStaticClassID
