00007ffb0559d372 (__TEXT,__text) non-external _DiToMD5
00007ffb4108ae28 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
00007ffb4345ec90 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
00007ffb4108ae30 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
00007ffb4345ec98 (__DATA,__common) external _gIOMemoryMapMetaClass
00007ffb4108ae38 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
00007ffb4345ecc0 (__DATA,__common) external _gIOReportLegendMetaClass
00007ffb4108ae60 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReportLegend_Declaration
00007ffb4345eca0 (__DATA,__common) external _gIOReporterMetaClass
00007ffb4108ae40 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReporter_Declaration
00007ffb4345ecc8 (__DATA,__common) external _gIOServiceMetaClass
00007ffb4345ecd0 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
00007ffb4108ae70 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
00007ffb4345ecd8 (__DATA,__common) external _gIOServiceStateNotificationDispatchSourceMetaClass
00007ffb4108ae78 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceStateNotificationDispatchSource_Declaration
00007ffb4108ae68 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
00007ffb4345eca8 (__DATA,__common) external _gIOSimpleReporterMetaClass
00007ffb4108ae48 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOSimpleReporter_Declaration
00007ffb4345ecb0 (__DATA,__common) external _gIOStateReporterMetaClass
00007ffb4108ae50 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOStateReporter_Declaration
00007ffb4345ed90 (__DATA,__common) external _gIOThreadMetaClass
00007ffb4108af30 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOThread_Declaration
00007ffb4345ece0 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
00007ffb4108ae80 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
00007ffb4345ece8 (__DATA,__common) external _gIOUserClientMetaClass
00007ffb4108ae88 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
00007ffb4345ecf8 (__DATA,__common) external _gIOUserServerMetaClass
00007ffb4108ae98 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
00007ffb4345ed00 (__DATA,__common) external _gIOWorkGroupMetaClass
00007ffb4108aea0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOWorkGroup_Declaration
00007ffb4345ed08 (__DATA,__common) external _gOSActionMetaClass
00007ffb4108aea8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
00007ffb4345ecf0 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
00007ffb4108ae90 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
00007ffb4345ed88 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
00007ffb4108af28 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
00007ffb4345ed10 (__DATA,__common) external _gOSArrayMetaClass
00007ffb4108aeb0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
00007ffb4345ed18 (__DATA,__common) external _gOSBooleanMetaClass
00007ffb4108aeb8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
00007ffb4345ed20 (__DATA,__common) external _gOSBundleMetaClass
00007ffb4108aec0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBundle_Declaration
00007ffb4345ed28 (__DATA,__common) external _gOSCollectionMetaClass
00007ffb4108aec8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
00007ffb4345ed30 (__DATA,__common) external _gOSContainerMetaClass
00007ffb4108aed0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
00007ffb4345ed38 (__DATA,__common) external _gOSDataMetaClass
00007ffb4108aed8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
00007ffb4345ed40 (__DATA,__common) external _gOSDictionaryMetaClass
00007ffb4108aee0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
00007ffb4345ed48 (__DATA,__common) external _gOSMappedFileMetaClass
00007ffb4108aee8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSMappedFile_Declaration
00007ffb4345eb28 (__DATA,__common) non-external (was a private external) _gOSMetaClassBasePrivateLayout
00007ffb4108add8 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBasePrivateLayout_Declaration
00007ffb4345e948 (__DATA,__common) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout
00007ffb4108add0 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout_Declaration
00007ffb4345ed50 (__DATA,__common) external _gOSNumberMetaClass
00007ffb4108aef0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
00007ffb4345ed58 (__DATA,__common) external _gOSObjectMetaClass
00007ffb4108aef8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
00007ffb4345ed60 (__DATA,__common) external _gOSOrderedSetMetaClass
00007ffb4108af00 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSOrderedSet_Declaration
00007ffb4345ed68 (__DATA,__common) external _gOSSerializationMetaClass
00007ffb4108af08 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
00007ffb4345ed70 (__DATA,__common) external _gOSSetMetaClass
00007ffb4108af10 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSet_Declaration
00007ffb4345ed78 (__DATA,__common) external _gOSStringMetaClass
00007ffb4108af18 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSString_Declaration
00007ffb4345ed80 (__DATA,__common) external _g_IOBlockStorageDeviceMetaClass
00007ffb4108af20 (__DATA_CONST,__osclassinfo) non-external (was a private external) _g_IOBlockStorageDevice_Declaration
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getsectiondata (from libSystem)
                 (undefined) external _host_get_io_main (from libSystem)
00007ffb05594e6e (__TEXT,__text) non-external (was a private external) _io_catalog_get_data
00007ffb05594fd6 (__TEXT,__text) non-external (was a private external) _io_catalog_get_gen_count
00007ffb055950da (__TEXT,__text) non-external (was a private external) _io_catalog_module_loaded
00007ffb05595257 (__TEXT,__text) non-external (was a private external) _io_catalog_reset
00007ffb05594b7f (__TEXT,__text) non-external (was a private external) _io_catalog_send_data
00007ffb05594ceb (__TEXT,__text) non-external (was a private external) _io_catalog_terminate
00007ffb05593cfd (__TEXT,__text) non-external (was a private external) _io_connect_add_client
00007ffb05596d6c (__TEXT,__text) non-external (was a private external) _io_connect_async_method
00007ffb05595820 (__TEXT,__text) non-external (was a private external) _io_connect_get_notification_semaphore
00007ffb05593bed (__TEXT,__text) non-external (was a private external) _io_connect_get_service
00007ffb05596743 (__TEXT,__text) non-external (was a private external) _io_connect_map_memory_into_task
00007ffb055969d2 (__TEXT,__text) non-external (was a private external) _io_connect_method
00007ffb05597ac7 (__TEXT,__text) non-external (was a private external) _io_connect_method_var_output
00007ffb0559715f (__TEXT,__text) non-external (was a private external) _io_connect_set_notification_port
00007ffb05593df0 (__TEXT,__text) non-external (was a private external) _io_connect_set_properties
00007ffb055968a6 (__TEXT,__text) non-external (was a private external) _io_connect_unmap_memory_from_task
00007ffb055994e1 (__TEXT,__text) non-external (was a private external) _io_device_tree_entry_exists_with_name
00007ffb05594a7b (__TEXT,__text) non-external (was a private external) _io_iterator_is_valid
00007ffb055926fe (__TEXT,__text) non-external (was a private external) _io_iterator_next
00007ffb0559280e (__TEXT,__text) non-external (was a private external) _io_iterator_reset
00007ffb05592531 (__TEXT,__text) non-external (was a private external) _io_object_conforms_to
00007ffb055963cf (__TEXT,__text) non-external (was a private external) _io_object_get_bundle_identifier
00007ffb05592380 (__TEXT,__text) non-external (was a private external) _io_object_get_class
00007ffb0559459f (__TEXT,__text) non-external (was a private external) _io_object_get_retain_count
00007ffb055961b3 (__TEXT,__text) non-external (was a private external) _io_object_get_superclass
00007ffb05592ca3 (__TEXT,__text) non-external (was a private external) _io_registry_create_iterator
00007ffb05594897 (__TEXT,__text) non-external (was a private external) _io_registry_entry_create_iterator
00007ffb05593031 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path
00007ffb055992d0 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path_ool
00007ffb0559376a (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_child_iterator
00007ffb0559594b (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_location_in_plane
00007ffb05593208 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name
00007ffb05595437 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name_in_plane
00007ffb05593941 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_parent_iterator
00007ffb05593f4b (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path
00007ffb05599079 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path_ool
00007ffb055933b9 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties
00007ffb055984ea (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin
00007ffb055996ae (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin_buf
00007ffb05592aba (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property
00007ffb05598630 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin
00007ffb05599826 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin_buf
00007ffb055934ff (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bytes
00007ffb05595b67 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_recursively
00007ffb0559799f (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_registry_entry_id
00007ffb055943d2 (__TEXT,__text) non-external (was a private external) _io_registry_entry_in_plane
00007ffb05594277 (__TEXT,__text) non-external (was a private external) _io_registry_entry_set_properties
00007ffb05594167 (__TEXT,__text) non-external (was a private external) _io_registry_get_root_entry
00007ffb05592e87 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_enter_entry
00007ffb05592f5c (__TEXT,__text) non-external (was a private external) _io_registry_iterator_exit_entry
00007ffb055983c2 (__TEXT,__text) non-external (was a private external) _io_server_version
00007ffb05597537 (__TEXT,__text) non-external (was a private external) _io_service_add_interest_notification
00007ffb0559728b (__TEXT,__text) non-external (was a private external) _io_service_add_notification
00007ffb05598dfa (__TEXT,__text) non-external (was a private external) _io_service_add_notification_bin
00007ffb0559775e (__TEXT,__text) non-external (was a private external) _io_service_add_notification_ool
00007ffb05593b18 (__TEXT,__text) non-external (was a private external) _io_service_close
00007ffb055981aa (__TEXT,__text) non-external (was a private external) _io_service_get_authorization_id
00007ffb055946a3 (__TEXT,__text) non-external (was a private external) _io_service_get_busy_state
00007ffb05597e77 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service
00007ffb0559887f (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_bin
00007ffb0559804e (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_ool
00007ffb055928e3 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services
00007ffb05598a56 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_bin
00007ffb05595efa (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_ool
00007ffb05595db6 (__TEXT,__text) non-external (was a private external) _io_service_get_state
00007ffb05595653 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table
00007ffb05598c2d (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_bin
00007ffb05596056 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_ool
00007ffb055965eb (__TEXT,__text) non-external (was a private external) _io_service_open_extended
00007ffb05595347 (__TEXT,__text) non-external (was a private external) _io_service_request_probe
00007ffb055982d2 (__TEXT,__text) non-external (was a private external) _io_service_set_authorization_id
00007ffb055947a7 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet
00007ffb05599a9a (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet_with_options
00007ffb05592374 (__TEXT,__text) non-external (was a private external) _iokit_user_client_trap
00007ffb4345e940 (__DATA,__common) external _kOSBooleanFalse
00007ffb4345e938 (__DATA,__common) external _kOSBooleanTrue
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_continuous_time (from libSystem)
                 (undefined) external _mach_error (from libSystem)
                 (undefined) external _mach_error_string (from libSystem)
                 (undefined) external _mach_host_self (from libSystem)
                 (undefined) external _mach_msg2_internal (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_allocate (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_port_mod_refs (from libSystem)
                 (undefined) external _mach_ports_lookup (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_deallocate (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
00007ffb0558364f (__TEXT,__text) external _nanoseconds_to_absolutetime
00007ffb055ad6bc (__TEXT,__text) non-external _nanoseconds_to_absolutetime.cold.1
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_eventlink_activate (from libSystem)
