000000021a8a0e50 (__DATA,__data) non-external _.compoundliteral
00000001e511fe14 (__TEXT,__text) non-external _renumberTargets
                 (undefined) external _round (from libSystem)
                 (undefined) external _roundf (from libSystem)
00000001e50bf378 (__TEXT,__text) non-external _saInliningNodeReplacement
00000001e50d90c4 (__TEXT,__text) non-external _scan_token
00000001e50f57e0 (__TEXT,__text) non-external _serializeASTFields
00000001e50efc08 (__TEXT,__text) non-external _serializeAssignFields
00000001e50f2c84 (__TEXT,__text) non-external _serializeBlockFields
00000001e50f66e8 (__TEXT,__text) non-external _serializeCallFields
00000001e50f30d4 (__TEXT,__text) non-external _serializeCaseStatementFields
00000001e50efd98 (__TEXT,__text) non-external _serializeCommaExprFields
00000001e50ef878 (__TEXT,__text) non-external _serializeConstantFields
00000001e50f31b0 (__TEXT,__text) non-external _serializeDefaultStatementFields
00000001e50efa50 (__TEXT,__text) non-external _serializeEqualFields
00000001e50ef8ec (__TEXT,__text) non-external _serializeFieldAccessFields
00000001e50f12ac (__TEXT,__text) non-external _serializeFieldDeclarationFields
00000001e50ef940 (__TEXT,__text) non-external _serializeFunctionCallFields
00000001e50f0250 (__TEXT,__text) non-external _serializeFunctionPrototypeFields
00000001e50f2798 (__TEXT,__text) non-external _serializeGlobalTypeQualifierFields
00000001e50f45c4 (__TEXT,__text) non-external _serializeIBPartialDerefFields
00000001e50f1354 (__TEXT,__text) non-external _serializeInterfaceBlockFields
00000001e50f18e8 (__TEXT,__text) non-external _serializeKeywordQualifierFields
00000001e50f41e4 (__TEXT,__text) non-external _serializeLValueFields
00000001e50f27e0 (__TEXT,__text) non-external _serializeLayoutPairFields
00000001e50f1c94 (__TEXT,__text) non-external _serializeLayoutQualifierFields
00000001e50f153c (__TEXT,__text) non-external _serializeLayoutTypeFields
00000001e50ef9fc (__TEXT,__text) non-external _serializeMethodCallFields
00000001e50efb2c (__TEXT,__text) non-external _serializeNotEqualFields
00000001e50f3730 (__TEXT,__text) non-external _serializeOffsetFields
00000001e50efce4 (__TEXT,__text) non-external _serializeOpAssignFields
00000001e50f460c (__TEXT,__text) non-external _serializePPStreamOpFields
00000001e50f01e8 (__TEXT,__text) non-external _serializeParameterDeclarationFields
00000001e50f0f00 (__TEXT,__text) non-external _serializePrimitiveTypeFields
00000001e50f0b00 (__TEXT,__text) non-external _serializeQualifiedDeclarationFields
00000001e50f0b54 (__TEXT,__text) non-external _serializeQualifiedDeclarationGroupFields
00000001e50f23ec (__TEXT,__text) non-external _serializeQualifierListFields
00000001e50f3680 (__TEXT,__text) non-external _serializeRawCallFields
00000001e50efd08 (__TEXT,__text) non-external _serializeReadInputFields
00000001e50f328c (__TEXT,__text) non-external _serializeReturnStatementFields
00000001e50f1300 (__TEXT,__text) non-external _serializeStructTypeFields
00000001e50f6a94 (__TEXT,__text) non-external _serializeStructureFields
00000001e50ef9a8 (__TEXT,__text) non-external _serializeSubroutineArrayCallFields
00000001e50f36e8 (__TEXT,__text) non-external _serializeSubroutineRawCallFields
00000001e50f2040 (__TEXT,__text) non-external _serializeSubroutineTypeListFields
00000001e50f5798 (__TEXT,__text) non-external _serializeSubroutineUniformFields
00000001e50f32d4 (__TEXT,__text) non-external _serializeTopLevelFields
00000001e50eefe0 (__TEXT,__text) non-external _serializeTypeConversionFields
00000001e50ef824 (__TEXT,__text) non-external _serializeTypeIdentifierFields
00000001e50f0630 (__TEXT,__text) non-external _serializeVariableDeclarationFields
00000001e50f0754 (__TEXT,__text) non-external _serializeVariableDeclarationGroupFields
00000001e50ef7d0 (__TEXT,__text) non-external _serializeVariableIdentifierFields
00000001e50efd50 (__TEXT,__text) non-external _serializeWriteOutputFields
00000001e50ebcb0 (__TEXT,__text) non-external _serialize_GLPASTNode
00000001e50ee8b8 (__TEXT,__text) non-external _serialize_GLPBufferObject
00000001e50e9a28 (__TEXT,__text) non-external _serialize_GLPFunctionObject
00000001e50edf90 (__TEXT,__text) non-external _serialize_GLPInterfaceBlockObject
00000001e50e99cc (__TEXT,__text) non-external _serialize_GLPLayoutObject
00000001e50ec4fc (__TEXT,__text) non-external _serialize_GLPLayoutPair
00000001e50c7cf4 (__TEXT,__text) non-external (was a private external) _serialize_GLPString
00000001e50f6e40 (__TEXT,__text) non-external _serialize_GLPSubroutineUniformObject
00000001e50e6fbc (__TEXT,__text) non-external (was a private external) _serialize_GLPType
00000001e50ecfac (__TEXT,__text) non-external _serialize_GLPVariableObject
00000001e50c779c (__TEXT,__text) non-external (was a private external) _serialize_pointer
00000001e5084fe0 (__TEXT,__text) non-external _setArrayUsed
                 (undefined) external _setjmp (from libSystem)
00000001e50d79c4 (__TEXT,__text) non-external _simple_str_getch
00000001e50d7ad4 (__TEXT,__text) non-external _simple_str_ungetch
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _sinhf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _snprintf_l (from libSystem)
                 (undefined) external _sprintf_l (from libSystem)
                 (undefined) external _sqrt (from libSystem)
                 (undefined) external _sqrtf (from libSystem)
00000001e507fcac (__TEXT,__text) non-external _std140ArrayStrideForElementType
00000001e507fc7c (__TEXT,__text) non-external _std140MatrixStride
00000001e507fcd0 (__TEXT,__text) non-external _std140MinimumStructAlignment
00000001e507fdc4 (__TEXT,__text) non-external _std140PrimitiveTypeAlign
00000001e507fcd8 (__TEXT,__text) non-external _std140PrimitiveTypeSize
00000001e507fccc (__TEXT,__text) non-external _std140SizeToBytes
00000001e507fbd0 (__TEXT,__text) non-external _std140TypeAlign
00000001e507faf4 (__TEXT,__text) non-external _std140TypeSize
00000001e50d7588 (__TEXT,__text) non-external _str_getch
00000001e50d76b4 (__TEXT,__text) non-external _str_ungetch
                 (undefined) external _strcat (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strndup (from libSystem)
                 (undefined) external _strtod_l (from libSystem)
                 (undefined) external _strtof_l (from libSystem)
                 (undefined) external _strtol_l (from libSystem)
                 (undefined) external _strtoll_l (from libSystem)
                 (undefined) external _strtoul_l (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _tanf (from libSystem)
                 (undefined) external _tanhf (from libSystem)
00000001e50d7c7c (__TEXT,__text) non-external _token_pasted_str_getch
00000001e50d7bc4 (__TEXT,__text) non-external _token_pasted_str_scan
00000001e50d7d44 (__TEXT,__text) non-external _token_pasted_str_ungetch
00000002175b5068 (__DATA_CONST,__const) non-external _tokens
00000001e50ca920 (__TEXT,__text) non-external _topLevelLookUpGLPBindingTypeFromStringHash
00000001e50b9860 (__TEXT,__text) non-external _topLevelLookUpObjectTypeFromStringHash
00000001e50ca168 (__TEXT,__text) non-external _topLevelLookUpUniformBindingTypeFromStringHash
00000001e5102110 (__TEXT,__text) non-external _transformKids
                 (undefined) external _trunc (from libSystem)
                 (undefined) external _truncf (from libSystem)
00000001e50c99cc (__TEXT,__text) non-external _typeFromGLPBinding
00000001e50cad9c (__TEXT,__text) non-external _typeFromGLPUniformBinding
00000001e50ca9cc (__TEXT,__text) non-external _typeFromGLPUniformBlockBinding
00000001e50a7b08 (__TEXT,__text) non-external _uniqueComponentCount
00000001e50d84cc (__TEXT,__text) non-external _unlinkScope
000000021e7ef638 (__AUTH_CONST,__const) non-external (was a private external) _unop
00000002175b3e50 (__DATA_CONST,__const) non-external (was a private external) _vpDclList
                 (undefined) external _vsnprintf_l (from libSystem)
00000001e50f8ad8 (__TEXT,__text) non-external _writeASTNode
00000001e50f9ff4 (__TEXT,__text) non-external _writeAdd
00000001e50f98bc (__TEXT,__text) non-external _writeArrayAccess
00000001e50faf90 (__TEXT,__text) non-external _writeArrayType
00000001e50fa5cc (__TEXT,__text) non-external _writeAssign
00000001e50fbbe0 (__TEXT,__text) non-external _writeAvailabilityDeclaration
00000001e50fa46c (__TEXT,__text) non-external _writeBitwiseAnd
00000001e50f9e94 (__TEXT,__text) non-external _writeBitwiseNot
00000001e50fa4c4 (__TEXT,__text) non-external _writeBitwiseOr
00000001e50fa51c (__TEXT,__text) non-external _writeBitwiseXor
00000001e50fb7bc (__TEXT,__text) non-external _writeBlock
00000001e50fba28 (__TEXT,__text) non-external _writeBreakStatement
00000001e50fb978 (__TEXT,__text) non-external _writeCaseStatement
00000001e50fa72c (__TEXT,__text) non-external _writeCommaExpr
00000001e50f980c (__TEXT,__text) non-external _writeConstant
00000001e50f9bd4 (__TEXT,__text) non-external _writeConstructorCall
00000001e50fba80 (__TEXT,__text) non-external _writeContinueStatement
00000001e50fb9d0 (__TEXT,__text) non-external _writeDefaultStatement
00000001e50fbad8 (__TEXT,__text) non-external _writeDiscardStatement
00000001e50f9f44 (__TEXT,__text) non-external _writeDivide
00000001e50fa2b4 (__TEXT,__text) non-external _writeEqual
00000001e50fb764 (__TEXT,__text) non-external _writeExpressionStatement
00000001e50f9914 (__TEXT,__text) non-external _writeFieldAccess
00000001e50fafe8 (__TEXT,__text) non-external _writeFieldDeclaration
00000001e50f9a1c (__TEXT,__text) non-external _writeFunctionCall
00000001e50fae38 (__TEXT,__text) non-external _writeFunctionDefinition
00000001e50fa864 (__TEXT,__text) non-external _writeFunctionPrototype
00000001e50fb568 (__TEXT,__text) non-external _writeGlobalTypeQualifier
00000001e50fa204 (__TEXT,__text) non-external _writeGreater
00000001e50fa25c (__TEXT,__text) non-external _writeGreaterEqual
00000001e50fc024 (__TEXT,__text) non-external _writeIBPartialDeref
00000001e50fa574 (__TEXT,__text) non-external _writeIfExpr
00000001e50fb870 (__TEXT,__text) non-external _writeIfStatement
00000001e50fb148 (__TEXT,__text) non-external _writeInterfaceBlock
00000001e50fb3bc (__TEXT,__text) non-external _writeKeywordQualifier
00000001e50fbeec (__TEXT,__text) non-external _writeLValue
00000001e50fc3b4 (__TEXT,__text) non-external _writeLayoutObject
00000001e50fb634 (__TEXT,__text) non-external _writeLayoutPair
00000001e50fb460 (__TEXT,__text) non-external _writeLayoutQualifier
00000001e50fb364 (__TEXT,__text) non-external _writeLayoutType
00000001e50fa154 (__TEXT,__text) non-external _writeLess
00000001e50fa1ac (__TEXT,__text) non-external _writeLessEqual
00000001e50fa364 (__TEXT,__text) non-external _writeLogicalAnd
00000001e50f9e3c (__TEXT,__text) non-external _writeLogicalNot
00000001e50fa3bc (__TEXT,__text) non-external _writeLogicalOr
00000001e50fa414 (__TEXT,__text) non-external _writeLogicalXor
00000001e50fb8c8 (__TEXT,__text) non-external _writeLoopStatement
00000001e50f9b24 (__TEXT,__text) non-external _writeMethodCall
00000001e50f9f9c (__TEXT,__text) non-external _writeModulo
00000001e50f9eec (__TEXT,__text) non-external _writeMultiply
00000001e50f9de4 (__TEXT,__text) non-external _writeNegate
00000001e50fa30c (__TEXT,__text) non-external _writeNotEqual
00000001e50fbda4 (__TEXT,__text) non-external _writeOffset
00000001e50fa624 (__TEXT,__text) non-external _writeOpAssign
00000001e50fc07c (__TEXT,__text) non-external _writePPStreamOp
00000001e50fa784 (__TEXT,__text) non-external _writeParameterDeclaration
00000001e50f9c84 (__TEXT,__text) non-external _writePostdecrement
00000001e50f9c2c (__TEXT,__text) non-external _writePostincrement
00000001e50fad30 (__TEXT,__text) non-external _writePrecisionDeclaration
00000001e50f9d34 (__TEXT,__text) non-external _writePredecrement
00000001e50f9cdc (__TEXT,__text) non-external _writePreincrement
00000001e50faee8 (__TEXT,__text) non-external _writePrimitiveType
00000001e50fad88 (__TEXT,__text) non-external _writeQualifiedDeclaration
00000001e50fade0 (__TEXT,__text) non-external _writeQualifiedDeclarationGroup
00000001e50fae90 (__TEXT,__text) non-external _writeQualifiedType
00000001e50fb510 (__TEXT,__text) non-external _writeQualifierList
00000001e50fbfcc (__TEXT,__text) non-external _writeRValue
00000001e50fbc38 (__TEXT,__text) non-external _writeRawCall
00000001e50fa67c (__TEXT,__text) non-external _writeReadInput
00000001e50fbb30 (__TEXT,__text) non-external _writeReturnStatement
00000001e50fc334 (__TEXT,__text) non-external _writeSAInfo
00000001e50fa0a4 (__TEXT,__text) non-external _writeShiftLeft
00000001e50fa0fc (__TEXT,__text) non-external _writeShiftRight
00000001e50fb098 (__TEXT,__text) non-external _writeStructType
00000001e50f9acc (__TEXT,__text) non-external _writeSubroutineArrayCall
00000001e50fbcf4 (__TEXT,__text) non-external _writeSubroutineRawCall
00000001e50fb4b8 (__TEXT,__text) non-external _writeSubroutineTypeList
00000001e50fc284 (__TEXT,__text) non-external _writeSubroutineUniform
00000001e50fa04c (__TEXT,__text) non-external _writeSubtract
00000001e50fb920 (__TEXT,__text) non-external _writeSwitchStatement
00000001e50fbb88 (__TEXT,__text) non-external _writeTopLevel
00000001e50f95d8 (__TEXT,__text) non-external _writeTypeConversion
00000001e50f975c (__TEXT,__text) non-external _writeTypeIdentifier
00000001e50f9d8c (__TEXT,__text) non-external _writeUnaryPlus
00000001e50f99c4 (__TEXT,__text) non-external _writeUndeterminedCall
00000001e50faa94 (__TEXT,__text) non-external _writeVariableDeclaration
00000001e50facd8 (__TEXT,__text) non-external _writeVariableDeclarationGroup
00000001e50f96ac (__TEXT,__text) non-external _writeVariableIdentifier
00000001e50fa6d4 (__TEXT,__text) non-external _writeWriteOutput
