0000000225094298 (__TEXT,__text) non-external _DiToMD5
000000028bf318f0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
0000000290a4ae70 (__DATA,__common) external _gOSObjectMetaClass
000000028bf318f8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
0000000290a4ae78 (__DATA,__common) external _gOSOrderedSetMetaClass
000000028bf31900 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSOrderedSet_Declaration
0000000290a4ae80 (__DATA,__common) external _gOSSerializationMetaClass
000000028bf31908 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
0000000290a4ae88 (__DATA,__common) external _gOSSetMetaClass
000000028bf31910 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSet_Declaration
0000000290a4ae90 (__DATA,__common) external _gOSStringMetaClass
000000028bf31918 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSString_Declaration
0000000290a4ae98 (__DATA,__common) external _g_IOBlockStorageDeviceMetaClass
000000028bf31920 (__DATA_CONST,__osclassinfo) non-external (was a private external) _g_IOBlockStorageDevice_Declaration
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getsectiondata (from libSystem)
                 (undefined) external _host_get_io_main (from libSystem)
000000022508a0a8 (__TEXT,__text) non-external (was a private external) _io_catalog_get_data
000000022508a274 (__TEXT,__text) non-external (was a private external) _io_catalog_get_gen_count
000000022508a3c4 (__TEXT,__text) non-external (was a private external) _io_catalog_module_loaded
000000022508a560 (__TEXT,__text) non-external (was a private external) _io_catalog_reset
0000000225089d60 (__TEXT,__text) non-external (was a private external) _io_catalog_send_data
0000000225089f04 (__TEXT,__text) non-external (was a private external) _io_catalog_terminate
0000000225088c54 (__TEXT,__text) non-external (was a private external) _io_connect_add_client
000000022508c380 (__TEXT,__text) non-external (was a private external) _io_connect_async_method
000000022508abd8 (__TEXT,__text) non-external (was a private external) _io_connect_get_notification_semaphore
0000000225088aec (__TEXT,__text) non-external (was a private external) _io_connect_get_service
000000022508bc98 (__TEXT,__text) non-external (was a private external) _io_connect_map_memory_into_task
00000002250886cc (__TEXT,__text) non-external (was a private external) _io_connect_map_shared_memory
000000022508bf9c (__TEXT,__text) non-external (was a private external) _io_connect_method
000000022508d238 (__TEXT,__text) non-external (was a private external) _io_connect_method_var_output
000000022508c7b4 (__TEXT,__text) non-external (was a private external) _io_connect_set_notification_port
0000000225088d7c (__TEXT,__text) non-external (was a private external) _io_connect_set_properties
000000022508be30 (__TEXT,__text) non-external (was a private external) _io_connect_unmap_memory_from_task
000000022508f07c (__TEXT,__text) non-external (was a private external) _io_device_tree_entry_exists_with_name
0000000225089c10 (__TEXT,__text) non-external (was a private external) _io_iterator_is_valid
0000000225086fb4 (__TEXT,__text) non-external (was a private external) _io_iterator_next
000000022508711c (__TEXT,__text) non-external (was a private external) _io_iterator_reset
0000000225086ddc (__TEXT,__text) non-external (was a private external) _io_object_conforms_to
000000022508b8c4 (__TEXT,__text) non-external (was a private external) _io_object_get_bundle_identifier
0000000225086bf4 (__TEXT,__text) non-external (was a private external) _io_object_get_class
0000000225089648 (__TEXT,__text) non-external (was a private external) _io_object_get_retain_count
000000022508b6a4 (__TEXT,__text) non-external (was a private external) _io_object_get_superclass
0000000225087654 (__TEXT,__text) non-external (was a private external) _io_registry_create_iterator
0000000225089a10 (__TEXT,__text) non-external (was a private external) _io_registry_entry_create_iterator
0000000225087a8c (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path
000000022508ee08 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path_ool
00000002250882ec (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_child_iterator
000000022508ad54 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_location_in_plane
0000000225087ca4 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name
000000022508a7b8 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name_in_plane
00000002250884dc (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_parent_iterator
0000000225088f20 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path
000000022508eb68 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path_ool
0000000225087e8c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties
000000022508dde0 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin
000000022508f254 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin_buf
0000000225087450 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property
000000022508df94 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin
000000022508f424 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin_buf
0000000225088040 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bytes
000000022508af74 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_recursively
000000022508d0b8 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_registry_entry_id
0000000225089470 (__TEXT,__text) non-external (was a private external) _io_registry_entry_in_plane
00000002250892cc (__TEXT,__text) non-external (was a private external) _io_registry_entry_set_properties
0000000225089164 (__TEXT,__text) non-external (was a private external) _io_registry_get_root_entry
0000000225087854 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_enter_entry
0000000225087970 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_exit_entry
000000022508dc60 (__TEXT,__text) non-external (was a private external) _io_server_version
000000022508cbdc (__TEXT,__text) non-external (was a private external) _io_service_add_interest_notification
000000022508c920 (__TEXT,__text) non-external (was a private external) _io_service_add_notification
000000022508e898 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_bin
000000022508ce38 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_ool
00000002250889d0 (__TEXT,__text) non-external (was a private external) _io_service_close
000000022508d9b8 (__TEXT,__text) non-external (was a private external) _io_service_get_authorization_id
0000000225089798 (__TEXT,__text) non-external (was a private external) _io_service_get_busy_state
000000022508d604 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service
000000022508e208 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_bin
000000022508d81c (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_ool
0000000225087238 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services
000000022508e440 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_bin
000000022508b388 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_ool
000000022508b1e8 (__TEXT,__text) non-external (was a private external) _io_service_get_state
000000022508a9d8 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table
000000022508e678 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_bin
000000022508b524 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_ool
000000022508bae4 (__TEXT,__text) non-external (was a private external) _io_service_open_extended
000000022508a68c (__TEXT,__text) non-external (was a private external) _io_service_request_probe
000000022508db38 (__TEXT,__text) non-external (was a private external) _io_service_set_authorization_id
00000002250898e8 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet
000000022508f6bc (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet_with_options
0000000225072a78 (__TEXT,__text) non-external (was a private external) _iokit_user_client_trap
0000000290a4ad50 (__DATA,__common) external _kOSBooleanFalse
0000000290a4ad48 (__DATA,__common) external _kOSBooleanTrue
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_continuous_time (from libSystem)
                 (undefined) external _mach_error (from libSystem)
                 (undefined) external _mach_error_string (from libSystem)
                 (undefined) external _mach_host_self (from libSystem)
                 (undefined) external _mach_msg2_internal (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_allocate (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_port_mod_refs (from libSystem)
                 (undefined) external _mach_ports_lookup (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _mach_timebase_info (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_deallocate (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
0000000225074648 (__TEXT,__text) external _nanoseconds_to_absolutetime
00000002250a5ff0 (__TEXT,__text) non-external _nanoseconds_to_absolutetime.cold.1
00000002250a601c (__TEXT,__text) non-external _nanoseconds_to_absolutetime.cold.2
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_eventlink_activate (from libSystem)
                 (undefined) external _os_eventlink_associate (from libSystem)
                 (undefined) external _os_eventlink_cancel (from libSystem)
                 (undefined) external _os_eventlink_create_with_port (from libSystem)
                 (undefined) external _os_eventlink_disassociate (from libSystem)
                 (undefined) external _os_eventlink_signal (from libSystem)
                 (undefined) external _os_eventlink_signal_and_wait (from libSystem)
                 (undefined) external _os_eventlink_signal_and_wait_until (from libSystem)
                 (undefined) external _os_eventlink_wait (from libSystem)
                 (undefined) external _os_eventlink_wait_until (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_release (from libSystem)
                 (undefined) external _os_unfair_lock_assert_not_owner (from libSystem)
                 (undefined) external _os_unfair_lock_assert_owner (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_trylock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_lock_with_options (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_owned (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_trylock (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_unlock (from libSystem)
                 (undefined) external _os_workgroup_create_with_port (from libSystem)
                 (undefined) external _os_workgroup_join (from libSystem)
                 (undefined) external _os_workgroup_leave (from libSystem)
00000002250a5ed8 (__TEXT,__text) external _panic
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_getschedparam (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_setdetachstate (from libSystem)
                 (undefined) external _pthread_attr_setschedparam (from libSystem)
                 (undefined) external _pthread_attr_setschedpolicy (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_signal (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_key_delete (from libSystem)
                 (undefined) external _pthread_mach_thread_np (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_trylock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
