00000001e55cd43c (__TEXT,__text) non-external _DiToMD5
00000002169e4390 (__DATA,__common) external _gIOEventLinkMetaClass
000000021383a2b8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOEventLink_Declaration
00000002169e43c8 (__DATA,__common) external _gIOHistogramReporterMetaClass
000000021383a2f0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOHistogramReporter_Declaration
00000002169e4398 (__DATA,__common) external _gIOInterruptDispatchSourceMetaClass
000000021383a2c0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
00000002169e43a0 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
000000021383a2c8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
00000002169e43a8 (__DATA,__common) external _gIOMemoryMapMetaClass
000000021383a2d0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
00000002169e43d0 (__DATA,__common) external _gIOReportLegendMetaClass
000000021383a2f8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReportLegend_Declaration
00000002169e43b0 (__DATA,__common) external _gIOReporterMetaClass
000000021383a2d8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReporter_Declaration
00000002169e43d8 (__DATA,__common) external _gIOServiceMetaClass
00000002169e43e0 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
000000021383a308 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
00000002169e43e8 (__DATA,__common) external _gIOServiceStateNotificationDispatchSourceMetaClass
000000021383a310 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceStateNotificationDispatchSource_Declaration
000000021383a300 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
00000002169e43b8 (__DATA,__common) external _gIOSimpleReporterMetaClass
000000021383a2e0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOSimpleReporter_Declaration
00000002169e43c0 (__DATA,__common) external _gIOStateReporterMetaClass
000000021383a2e8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOStateReporter_Declaration
00000002169e44a0 (__DATA,__common) external _gIOThreadMetaClass
000000021383a3c8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOThread_Declaration
00000002169e43f0 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
000000021383a318 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
00000002169e43f8 (__DATA,__common) external _gIOUserClientMetaClass
000000021383a320 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
00000002169e4408 (__DATA,__common) external _gIOUserServerMetaClass
000000021383a330 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
00000002169e4410 (__DATA,__common) external _gIOWorkGroupMetaClass
000000021383a338 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOWorkGroup_Declaration
00000002169e4418 (__DATA,__common) external _gOSActionMetaClass
000000021383a340 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
00000002169e4400 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
000000021383a328 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
00000002169e4498 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
000000021383a3c0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
00000002169e4420 (__DATA,__common) external _gOSArrayMetaClass
000000021383a348 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
00000002169e4428 (__DATA,__common) external _gOSBooleanMetaClass
000000021383a350 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
00000002169e4430 (__DATA,__common) external _gOSBundleMetaClass
000000021383a358 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBundle_Declaration
00000002169e4438 (__DATA,__common) external _gOSCollectionMetaClass
000000021383a360 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
00000002169e4440 (__DATA,__common) external _gOSContainerMetaClass
000000021383a368 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
00000002169e4448 (__DATA,__common) external _gOSDataMetaClass
000000021383a370 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
00000002169e4450 (__DATA,__common) external _gOSDictionaryMetaClass
000000021383a378 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
00000002169e4458 (__DATA,__common) external _gOSMappedFileMetaClass
000000021383a380 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSMappedFile_Declaration
00000002169e4240 (__DATA,__common) non-external (was a private external) _gOSMetaClassBasePrivateLayout
000000021383a278 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBasePrivateLayout_Declaration
00000002169e4060 (__DATA,__common) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout
000000021383a270 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout_Declaration
00000002169e4460 (__DATA,__common) external _gOSNumberMetaClass
000000021383a388 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
00000002169e4468 (__DATA,__common) external _gOSObjectMetaClass
000000021383a390 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
00000002169e4470 (__DATA,__common) external _gOSOrderedSetMetaClass
000000021383a398 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSOrderedSet_Declaration
00000002169e4478 (__DATA,__common) external _gOSSerializationMetaClass
000000021383a3a0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
00000002169e4480 (__DATA,__common) external _gOSSetMetaClass
000000021383a3a8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSet_Declaration
00000002169e4488 (__DATA,__common) external _gOSStringMetaClass
000000021383a3b0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSString_Declaration
00000002169e4490 (__DATA,__common) external _g_IOBlockStorageDeviceMetaClass
000000021383a3b8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _g_IOBlockStorageDevice_Declaration
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getsectiondata (from libSystem)
                 (undefined) external _host_get_io_main (from libSystem)
00000001e55c323c (__TEXT,__text) non-external (was a private external) _io_catalog_get_data
00000001e55c3410 (__TEXT,__text) non-external (was a private external) _io_catalog_get_gen_count
00000001e55c3568 (__TEXT,__text) non-external (was a private external) _io_catalog_module_loaded
00000001e55c370c (__TEXT,__text) non-external (was a private external) _io_catalog_reset
00000001e55c2ee0 (__TEXT,__text) non-external (was a private external) _io_catalog_send_data
00000001e55c3090 (__TEXT,__text) non-external (was a private external) _io_catalog_terminate
00000001e55c1da0 (__TEXT,__text) non-external (was a private external) _io_connect_add_client
00000001e55c5540 (__TEXT,__text) non-external (was a private external) _io_connect_async_method
00000001e55c3d78 (__TEXT,__text) non-external (was a private external) _io_connect_get_notification_semaphore
00000001e55c1c30 (__TEXT,__text) non-external (was a private external) _io_connect_get_service
00000001e55c4e78 (__TEXT,__text) non-external (was a private external) _io_connect_map_memory_into_task
00000001e55c518c (__TEXT,__text) non-external (was a private external) _io_connect_method
00000001e55c63ec (__TEXT,__text) non-external (was a private external) _io_connect_method_var_output
00000001e55c594c (__TEXT,__text) non-external (was a private external) _io_connect_set_notification_port
00000001e55c1ed8 (__TEXT,__text) non-external (was a private external) _io_connect_set_properties
00000001e55c5018 (__TEXT,__text) non-external (was a private external) _io_connect_unmap_memory_from_task
00000001e55c8180 (__TEXT,__text) non-external (was a private external) _io_device_tree_entry_exists_with_name
00000001e55c2d88 (__TEXT,__text) non-external (was a private external) _io_iterator_is_valid
00000001e55c040c (__TEXT,__text) non-external (was a private external) _io_iterator_next
00000001e55c057c (__TEXT,__text) non-external (was a private external) _io_iterator_reset
00000001e55c022c (__TEXT,__text) non-external (was a private external) _io_object_conforms_to
00000001e55c4a9c (__TEXT,__text) non-external (was a private external) _io_object_get_bundle_identifier
00000001e55c0048 (__TEXT,__text) non-external (was a private external) _io_object_get_class
00000001e55c27a0 (__TEXT,__text) non-external (was a private external) _io_object_get_retain_count
00000001e55c487c (__TEXT,__text) non-external (was a private external) _io_object_get_superclass
00000001e55c0aa8 (__TEXT,__text) non-external (was a private external) _io_registry_create_iterator
00000001e55c2b80 (__TEXT,__text) non-external (was a private external) _io_registry_entry_create_iterator
00000001e55c0ef8 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path
00000001e55c7f24 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path_ool
00000001e55c171c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_child_iterator
00000001e55c3efc (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_location_in_plane
00000001e55c10f4 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name
00000001e55c3974 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name_in_plane
00000001e55c1914 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_parent_iterator
00000001e55c2084 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path
00000001e55c7c98 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path_ool
00000001e55c12d8 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties
00000001e55c6f80 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin
00000001e55c8360 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin_buf
00000001e55c089c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property
00000001e55c713c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin
00000001e55c8538 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin_buf
00000001e55c1494 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bytes
00000001e55c411c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_recursively
00000001e55c6264 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_registry_entry_id
00000001e55c25c0 (__TEXT,__text) non-external (was a private external) _io_registry_entry_in_plane
00000001e55c2414 (__TEXT,__text) non-external (was a private external) _io_registry_entry_set_properties
00000001e55c22a4 (__TEXT,__text) non-external (was a private external) _io_registry_get_root_entry
00000001e55c0cb0 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_enter_entry
00000001e55c0dd4 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_exit_entry
00000001e55c6df8 (__TEXT,__text) non-external (was a private external) _io_server_version
00000001e55c5d70 (__TEXT,__text) non-external (was a private external) _io_service_add_interest_notification
00000001e55c5ac0 (__TEXT,__text) non-external (was a private external) _io_service_add_notification
00000001e55c79dc (__TEXT,__text) non-external (was a private external) _io_service_add_notification_bin
00000001e55c5fd8 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_ool
00000001e55c1b0c (__TEXT,__text) non-external (was a private external) _io_service_close
00000001e55c6b40 (__TEXT,__text) non-external (was a private external) _io_service_get_authorization_id
00000001e55c28f8 (__TEXT,__text) non-external (was a private external) _io_service_get_busy_state
00000001e55c679c (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service
00000001e55c73c4 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_bin
00000001e55c6998 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_ool
00000001e55c06a0 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services
00000001e55c75d4 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_bin
00000001e55c454c (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_ool
00000001e55c43a4 (__TEXT,__text) non-external (was a private external) _io_service_get_state
00000001e55c3b94 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table
00000001e55c77e4 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_bin
00000001e55c46f4 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_ool
00000001e55c4cbc (__TEXT,__text) non-external (was a private external) _io_service_open_extended
00000001e55c3840 (__TEXT,__text) non-external (was a private external) _io_service_request_probe
00000001e55c6cc8 (__TEXT,__text) non-external (was a private external) _io_service_set_authorization_id
00000001e55c2a50 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet
00000001e55c87e4 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet_with_options
00000001e55c003c (__TEXT,__text) non-external (was a private external) _iokit_user_client_trap
00000002169e4050 (__DATA,__common) external _kOSBooleanFalse
00000002169e4048 (__DATA,__common) external _kOSBooleanTrue
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_continuous_time (from libSystem)
                 (undefined) external _mach_error (from libSystem)
                 (undefined) external _mach_error_string (from libSystem)
                 (undefined) external _mach_host_self (from libSystem)
                 (undefined) external _mach_msg2_internal (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_allocate (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_port_mod_refs (from libSystem)
                 (undefined) external _mach_ports_lookup (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _mach_timebase_info (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_deallocate (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
