00007ffa1e013e3b (__TEXT,__text) non-external _DiToMD5
00007ffa4193ff10 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOHistogramReporter_Declaration
00007ffa43adbf00 (__DATA,__common) external _gIOInterruptDispatchSourceMetaClass
00007ffa4193fee0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
00007ffa43adbf08 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
00007ffa4193fee8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
00007ffa43adbf10 (__DATA,__common) external _gIOMemoryMapMetaClass
00007ffa4193fef0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
00007ffa43adbf38 (__DATA,__common) external _gIOReportLegendMetaClass
00007ffa4193ff18 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReportLegend_Declaration
00007ffa43adbf18 (__DATA,__common) external _gIOReporterMetaClass
00007ffa4193fef8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReporter_Declaration
00007ffa43adbf40 (__DATA,__common) external _gIOServiceMetaClass
00007ffa43adbf48 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
00007ffa4193ff28 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
00007ffa43adbf50 (__DATA,__common) external _gIOServiceStateNotificationDispatchSourceMetaClass
00007ffa4193ff30 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceStateNotificationDispatchSource_Declaration
00007ffa4193ff20 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
00007ffa43adbf20 (__DATA,__common) external _gIOSimpleReporterMetaClass
00007ffa4193ff00 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOSimpleReporter_Declaration
00007ffa43adbf28 (__DATA,__common) external _gIOStateReporterMetaClass
00007ffa4193ff08 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOStateReporter_Declaration
00007ffa43adc008 (__DATA,__common) external _gIOThreadMetaClass
00007ffa4193ffe8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOThread_Declaration
00007ffa43adbf58 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
00007ffa4193ff38 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
00007ffa43adbf60 (__DATA,__common) external _gIOUserClientMetaClass
00007ffa4193ff40 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
00007ffa43adbf70 (__DATA,__common) external _gIOUserServerMetaClass
00007ffa4193ff50 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
00007ffa43adbf78 (__DATA,__common) external _gIOWorkGroupMetaClass
00007ffa4193ff58 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOWorkGroup_Declaration
00007ffa43adbf80 (__DATA,__common) external _gOSActionMetaClass
00007ffa4193ff60 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
00007ffa43adbf68 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
00007ffa4193ff48 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
00007ffa43adc000 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
00007ffa4193ffe0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
00007ffa43adbf88 (__DATA,__common) external _gOSArrayMetaClass
00007ffa4193ff68 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
00007ffa43adbf90 (__DATA,__common) external _gOSBooleanMetaClass
00007ffa4193ff70 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
00007ffa43adbf98 (__DATA,__common) external _gOSBundleMetaClass
00007ffa4193ff78 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBundle_Declaration
00007ffa43adbfa0 (__DATA,__common) external _gOSCollectionMetaClass
00007ffa4193ff80 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
00007ffa43adbfa8 (__DATA,__common) external _gOSContainerMetaClass
00007ffa4193ff88 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
00007ffa43adbfb0 (__DATA,__common) external _gOSDataMetaClass
00007ffa4193ff90 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
00007ffa43adbfb8 (__DATA,__common) external _gOSDictionaryMetaClass
00007ffa4193ff98 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
00007ffa43adbfc0 (__DATA,__common) external _gOSMappedFileMetaClass
00007ffa4193ffa0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSMappedFile_Declaration
00007ffa43adbfc8 (__DATA,__common) external _gOSNumberMetaClass
00007ffa4193ffa8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
00007ffa43adbfd0 (__DATA,__common) external _gOSObjectMetaClass
00007ffa4193ffb0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
00007ffa43adbfd8 (__DATA,__common) external _gOSOrderedSetMetaClass
00007ffa4193ffb8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSOrderedSet_Declaration
00007ffa43adbfe0 (__DATA,__common) external _gOSSerializationMetaClass
00007ffa4193ffc0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
00007ffa43adbfe8 (__DATA,__common) external _gOSSetMetaClass
00007ffa4193ffc8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSet_Declaration
00007ffa43adbff0 (__DATA,__common) external _gOSStringMetaClass
00007ffa4193ffd0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSString_Declaration
00007ffa43adbff8 (__DATA,__common) external _g_IOBlockStorageDeviceMetaClass
00007ffa4193ffd8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _g_IOBlockStorageDevice_Declaration
                 (undefined) external _getsectiondata (from libSystem)
                 (undefined) external _host_get_io_master (from libSystem)
00007ffa1e00ba81 (__TEXT,__text) non-external (was a private external) _io_catalog_get_data
00007ffa1e00bbe8 (__TEXT,__text) non-external (was a private external) _io_catalog_get_gen_count
00007ffa1e00bce3 (__TEXT,__text) non-external (was a private external) _io_catalog_module_loaded
00007ffa1e00be81 (__TEXT,__text) non-external (was a private external) _io_catalog_reset
00007ffa1e00b7ac (__TEXT,__text) non-external (was a private external) _io_catalog_send_data
00007ffa1e00b8e7 (__TEXT,__text) non-external (was a private external) _io_catalog_terminate
00007ffa1e00a9a5 (__TEXT,__text) non-external (was a private external) _io_connect_add_client
00007ffa1e00d878 (__TEXT,__text) non-external (was a private external) _io_connect_async_method
00007ffa1e00c41a (__TEXT,__text) non-external (was a private external) _io_connect_get_notification_semaphore
00007ffa1e00a889 (__TEXT,__text) non-external (was a private external) _io_connect_get_service
00007ffa1e00d295 (__TEXT,__text) non-external (was a private external) _io_connect_map_memory_into_task
00007ffa1e00d4f5 (__TEXT,__text) non-external (was a private external) _io_connect_method
00007ffa1e00e60d (__TEXT,__text) non-external (was a private external) _io_connect_method_var_output
00007ffa1e00dc3c (__TEXT,__text) non-external (was a private external) _io_connect_set_notification_port
00007ffa1e00aaa1 (__TEXT,__text) non-external (was a private external) _io_connect_set_properties
00007ffa1e00d3cf (__TEXT,__text) non-external (was a private external) _io_connect_unmap_memory_from_task
00007ffa1e010050 (__TEXT,__text) non-external (was a private external) _io_device_tree_entry_exists_with_name
00007ffa1e00b6b1 (__TEXT,__text) non-external (was a private external) _io_iterator_is_valid
00007ffa1e009329 (__TEXT,__text) non-external (was a private external) _io_iterator_next
00007ffa1e009445 (__TEXT,__text) non-external (was a private external) _io_iterator_reset
00007ffa1e009162 (__TEXT,__text) non-external (was a private external) _io_object_conforms_to
00007ffa1e00cf47 (__TEXT,__text) non-external (was a private external) _io_object_get_bundle_identifier
00007ffa1e008fc0 (__TEXT,__text) non-external (was a private external) _io_object_get_class
00007ffa1e00b1ce (__TEXT,__text) non-external (was a private external) _io_object_get_retain_count
00007ffa1e00cd4f (__TEXT,__text) non-external (was a private external) _io_object_get_superclass
00007ffa1e009902 (__TEXT,__text) non-external (was a private external) _io_registry_create_iterator
00007ffa1e00b4c1 (__TEXT,__text) non-external (was a private external) _io_registry_entry_create_iterator
00007ffa1e009cc8 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path
00007ffa1e00fe3b (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path_ool
00007ffa1e00a3c8 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_child_iterator
00007ffa1e00c547 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_location_in_plane
00007ffa1e009e95 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name
00007ffa1e00c079 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name_in_plane
00007ffa1e00a5b3 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_parent_iterator
00007ffa1e00abd9 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path
00007ffa1e00fbde (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path_ool
00007ffa1e00a037 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties
00007ffa1e00f039 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin
00007ffa1e010217 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin_buf
00007ffa1e0096fd (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property
00007ffa1e00f18f (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin
00007ffa1e01039c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin_buf
00007ffa1e00a18d (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bytes
00007ffa1e00c73f (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_recursively
00007ffa1e00e4ee (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_registry_entry_id
00007ffa1e00b007 (__TEXT,__text) non-external (was a private external) _io_registry_entry_in_plane
00007ffa1e00aecf (__TEXT,__text) non-external (was a private external) _io_registry_entry_set_properties
00007ffa1e00adb3 (__TEXT,__text) non-external (was a private external) _io_registry_get_root_entry
00007ffa1e009af2 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_enter_entry
00007ffa1e009bdd (__TEXT,__text) non-external (was a private external) _io_registry_iterator_exit_entry
00007ffa1e00ef1a (__TEXT,__text) non-external (was a private external) _io_server_version
00007ffa1e00dffe (__TEXT,__text) non-external (was a private external) _io_service_add_interest_notification
00007ffa1e00dd62 (__TEXT,__text) non-external (was a private external) _io_service_add_notification
00007ffa1e00f94a (__TEXT,__text) non-external (was a private external) _io_service_add_notification_bin
00007ffa1e00e27b (__TEXT,__text) non-external (was a private external) _io_service_add_notification_ool
00007ffa1e00a79e (__TEXT,__text) non-external (was a private external) _io_service_close
00007ffa1e00ecfe (__TEXT,__text) non-external (was a private external) _io_service_get_authorization_id
00007ffa1e00b2c9 (__TEXT,__text) non-external (was a private external) _io_service_get_busy_state
00007ffa1e00e9d4 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service
00007ffa1e00f3e1 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_bin
00007ffa1e00eba1 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_ool
00007ffa1e009530 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services
00007ffa1e00f5bb (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_bin
00007ffa1e00cad0 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_ool
00007ffa1e00c991 (__TEXT,__text) non-external (was a private external) _io_service_get_state
00007ffa1e00c271 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table
00007ffa1e00f795 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_bin
00007ffa1e00cc2d (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_ool
00007ffa1e00d13f (__TEXT,__text) non-external (was a private external) _io_service_open_extended
00007ffa1e00bf7d (__TEXT,__text) non-external (was a private external) _io_service_request_probe
00007ffa1e00ee1d (__TEXT,__text) non-external (was a private external) _io_service_set_authorization_id
00007ffa1e00b3c4 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet
00007ffa1e008fb4 (__TEXT,__text) non-external (was a private external) _iokit_user_client_trap
00007ffa43adbeb8 (__DATA,__common) external _kOSBooleanFalse
00007ffa43adbeb0 (__DATA,__common) external _kOSBooleanTrue
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_continuous_time (from libSystem)
                 (undefined) external _mach_error (from libSystem)
                 (undefined) external _mach_error_string (from libSystem)
                 (undefined) external _mach_host_self (from libSystem)
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_allocate (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_port_mod_refs (from libSystem)
                 (undefined) external _mach_ports_lookup (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_deallocate (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
00007ffa1dffb6fe (__TEXT,__text) external _nanoseconds_to_absolutetime
00007ffa1e021c5f (__TEXT,__text) non-external _nanoseconds_to_absolutetime.cold.1
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_eventlink_activate (from libSystem)
                 (undefined) external _os_eventlink_associate (from libSystem)
                 (undefined) external _os_eventlink_cancel (from libSystem)
                 (undefined) external _os_eventlink_create_with_port (from libSystem)
                 (undefined) external _os_eventlink_disassociate (from libSystem)
                 (undefined) external _os_eventlink_signal (from libSystem)
                 (undefined) external _os_eventlink_signal_and_wait (from libSystem)
                 (undefined) external _os_eventlink_signal_and_wait_until (from libSystem)
                 (undefined) external _os_eventlink_wait (from libSystem)
                 (undefined) external _os_eventlink_wait_until (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_release (from libSystem)
                 (undefined) external _os_unfair_lock_assert_not_owner (from libSystem)
                 (undefined) external _os_unfair_lock_assert_owner (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
