00007ffa19ff6b5b (__TEXT,__text) non-external _DiToMD5
00007ffa41e74c20 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
00007ffa430e2c00 (__DATA,__common) external _gOSArrayMetaClass
00007ffa41e74ba8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
00007ffa430e2c08 (__DATA,__common) external _gOSBooleanMetaClass
00007ffa41e74bb0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
00007ffa430e2c10 (__DATA,__common) external _gOSBundleMetaClass
00007ffa41e74bb8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBundle_Declaration
00007ffa430e2c18 (__DATA,__common) external _gOSCollectionMetaClass
00007ffa41e74bc0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
00007ffa430e2c20 (__DATA,__common) external _gOSContainerMetaClass
00007ffa41e74bc8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
00007ffa430e2c28 (__DATA,__common) external _gOSDataMetaClass
00007ffa41e74bd0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
00007ffa430e2c30 (__DATA,__common) external _gOSDictionaryMetaClass
00007ffa41e74bd8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
00007ffa430e2c38 (__DATA,__common) external _gOSMappedFileMetaClass
00007ffa41e74be0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSMappedFile_Declaration
00007ffa430e2a20 (__DATA,__common) non-external (was a private external) _gOSMetaClassBasePrivateLayout
00007ffa41e74ad8 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBasePrivateLayout_Declaration
00007ffa430e2840 (__DATA,__common) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout
00007ffa41e74ad0 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout_Declaration
00007ffa430e2c40 (__DATA,__common) external _gOSNumberMetaClass
00007ffa41e74be8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
00007ffa430e2c48 (__DATA,__common) external _gOSObjectMetaClass
00007ffa41e74bf0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
00007ffa430e2c50 (__DATA,__common) external _gOSOrderedSetMetaClass
00007ffa41e74bf8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSOrderedSet_Declaration
00007ffa430e2c58 (__DATA,__common) external _gOSSerializationMetaClass
00007ffa41e74c00 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
00007ffa430e2c60 (__DATA,__common) external _gOSSetMetaClass
00007ffa41e74c08 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSet_Declaration
00007ffa430e2c68 (__DATA,__common) external _gOSStringMetaClass
00007ffa41e74c10 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSString_Declaration
00007ffa430e2c70 (__DATA,__common) external _g_IOBlockStorageDeviceMetaClass
00007ffa41e74c18 (__DATA_CONST,__osclassinfo) non-external (was a private external) _g_IOBlockStorageDevice_Declaration
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getsectiondata (from libSystem)
                 (undefined) external _host_get_io_main (from libSystem)
00007ffa19fee11f (__TEXT,__text) non-external (was a private external) _io_catalog_get_data
00007ffa19fee290 (__TEXT,__text) non-external (was a private external) _io_catalog_get_gen_count
00007ffa19fee3b8 (__TEXT,__text) non-external (was a private external) _io_catalog_module_loaded
00007ffa19fee56e (__TEXT,__text) non-external (was a private external) _io_catalog_reset
00007ffa19fede0e (__TEXT,__text) non-external (was a private external) _io_catalog_send_data
00007ffa19fedf6d (__TEXT,__text) non-external (was a private external) _io_catalog_terminate
00007ffa19fece9c (__TEXT,__text) non-external (was a private external) _io_connect_add_client
00007ffa19ff0159 (__TEXT,__text) non-external (was a private external) _io_connect_async_method
00007ffa19feeb73 (__TEXT,__text) non-external (was a private external) _io_connect_get_notification_semaphore
00007ffa19fecd68 (__TEXT,__text) non-external (was a private external) _io_connect_get_service
00007ffa19fefb1b (__TEXT,__text) non-external (was a private external) _io_connect_map_memory_into_task
00007ffa19fefdac (__TEXT,__text) non-external (was a private external) _io_connect_method
00007ffa19ff0f97 (__TEXT,__text) non-external (was a private external) _io_connect_method_var_output
00007ffa19ff0553 (__TEXT,__text) non-external (was a private external) _io_connect_set_notification_port
00007ffa19fecfa6 (__TEXT,__text) non-external (was a private external) _io_connect_set_properties
00007ffa19fefc78 (__TEXT,__text) non-external (was a private external) _io_connect_unmap_memory_from_task
00007ffa19ff2b0f (__TEXT,__text) non-external (was a private external) _io_device_tree_entry_exists_with_name
00007ffa19fedce6 (__TEXT,__text) non-external (was a private external) _io_iterator_is_valid
00007ffa19feb6d4 (__TEXT,__text) non-external (was a private external) _io_iterator_next
00007ffa19feb808 (__TEXT,__text) non-external (was a private external) _io_iterator_reset
00007ffa19feb4df (__TEXT,__text) non-external (was a private external) _io_object_conforms_to
00007ffa19fef787 (__TEXT,__text) non-external (was a private external) _io_object_get_bundle_identifier
00007ffa19feb310 (__TEXT,__text) non-external (was a private external) _io_object_get_class
00007ffa19fed799 (__TEXT,__text) non-external (was a private external) _io_object_get_retain_count
00007ffa19fef557 (__TEXT,__text) non-external (was a private external) _io_object_get_superclass
00007ffa19febcf7 (__TEXT,__text) non-external (was a private external) _io_registry_create_iterator
00007ffa19fedae2 (__TEXT,__text) non-external (was a private external) _io_registry_entry_create_iterator
00007ffa19fec0df (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path
00007ffa19ff28d8 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path_ool
00007ffa19fec86e (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_child_iterator
00007ffa19feecb4 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_location_in_plane
00007ffa19fec2c5 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name
00007ffa19fee76c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name_in_plane
00007ffa19feca72 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_parent_iterator
00007ffa19fed102 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path
00007ffa19ff2667 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path_ool
00007ffa19fec494 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties
00007ffa19ff1a1b (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin
00007ffa19ff2d04 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin_buf
00007ffa19febae0 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property
00007ffa19ff1b89 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin
00007ffa19ff2e96 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin_buf
00007ffa19fec602 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bytes
00007ffa19feeee4 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_recursively
00007ffa19ff0e55 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_registry_entry_id
00007ffa19fed5a4 (__TEXT,__text) non-external (was a private external) _io_registry_entry_in_plane
00007ffa19fed448 (__TEXT,__text) non-external (was a private external) _io_registry_entry_set_properties
00007ffa19fed314 (__TEXT,__text) non-external (was a private external) _io_registry_get_root_entry
00007ffa19febefb (__TEXT,__text) non-external (was a private external) _io_registry_iterator_enter_entry
00007ffa19febfed (__TEXT,__text) non-external (was a private external) _io_registry_iterator_exit_entry
00007ffa19ff18d9 (__TEXT,__text) non-external (was a private external) _io_server_version
00007ffa19ff0939 (__TEXT,__text) non-external (was a private external) _io_service_add_interest_notification
00007ffa19ff0687 (__TEXT,__text) non-external (was a private external) _io_service_add_notification
00007ffa19ff23bd (__TEXT,__text) non-external (was a private external) _io_service_add_notification_bin
00007ffa19ff0bcd (__TEXT,__text) non-external (was a private external) _io_service_add_notification_ool
00007ffa19fecc76 (__TEXT,__text) non-external (was a private external) _io_service_close
00007ffa19ff169e (__TEXT,__text) non-external (was a private external) _io_service_get_authorization_id
00007ffa19fed8c1 (__TEXT,__text) non-external (was a private external) _io_service_get_busy_state
00007ffa19ff135f (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service
00007ffa19ff1df1 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_bin
00007ffa19ff1545 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_ool
00007ffa19feb8fa (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services
00007ffa19ff1fe3 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_bin
00007ffa19fef2b8 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_ool
00007ffa19fef14c (__TEXT,__text) non-external (was a private external) _io_service_get_state
00007ffa19fee99c (__TEXT,__text) non-external (was a private external) _io_service_match_property_table
00007ffa19ff21d5 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_bin
00007ffa19fef411 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_ool
00007ffa19fef9b7 (__TEXT,__text) non-external (was a private external) _io_service_open_extended
00007ffa19fee66d (__TEXT,__text) non-external (was a private external) _io_service_request_probe
00007ffa19ff17e0 (__TEXT,__text) non-external (was a private external) _io_service_set_authorization_id
00007ffa19fed9e9 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet
00007ffa19ff3126 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet_with_options
00007ffa19feb304 (__TEXT,__text) non-external (was a private external) _iokit_user_client_trap
00007ffa430e2830 (__DATA,__common) external _kOSBooleanFalse
00007ffa430e2828 (__DATA,__common) external _kOSBooleanTrue
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_continuous_time (from libSystem)
                 (undefined) external _mach_error (from libSystem)
                 (undefined) external _mach_error_string (from libSystem)
                 (undefined) external _mach_host_self (from libSystem)
                 (undefined) external _mach_msg2_internal (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_allocate (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_port_mod_refs (from libSystem)
                 (undefined) external _mach_ports_lookup (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_deallocate (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
00007ffa19fdcf88 (__TEXT,__text) external _nanoseconds_to_absolutetime
00007ffa1a005d8f (__TEXT,__text) non-external _nanoseconds_to_absolutetime.cold.1
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_eventlink_activate (from libSystem)
                 (undefined) external _os_eventlink_associate (from libSystem)
                 (undefined) external _os_eventlink_cancel (from libSystem)
                 (undefined) external _os_eventlink_create_with_port (from libSystem)
                 (undefined) external _os_eventlink_disassociate (from libSystem)
                 (undefined) external _os_eventlink_signal (from libSystem)
                 (undefined) external _os_eventlink_signal_and_wait (from libSystem)
                 (undefined) external _os_eventlink_signal_and_wait_until (from libSystem)
                 (undefined) external _os_eventlink_wait (from libSystem)
                 (undefined) external _os_eventlink_wait_until (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_release (from libSystem)
                 (undefined) external _os_unfair_lock_assert_not_owner (from libSystem)
                 (undefined) external _os_unfair_lock_assert_owner (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_trylock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_lock_with_options (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_owned (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_trylock (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_unlock (from libSystem)
                 (undefined) external _os_workgroup_create_with_port (from libSystem)
                 (undefined) external _os_workgroup_join (from libSystem)
                 (undefined) external _os_workgroup_leave (from libSystem)
00007ffa1a005bed (__TEXT,__text) external _panic
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_getschedparam (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_setdetachstate (from libSystem)
                 (undefined) external _pthread_attr_setschedparam (from libSystem)
                 (undefined) external _pthread_attr_setschedpolicy (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_signal (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_key_delete (from libSystem)
                 (undefined) external _pthread_mach_thread_np (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
