
/usr/lib/dyld (for architecture i386):
00075b00 (__TEXT,__const) non-external K_XMM_AR
0000000000080ef0 (__TEXT,__text) non-external ____ZN5dyld417ObjCDataStructOpt5writeERKN4objc11PerfectHashERKN5dyld35ArrayINS5_3MapIPKcNS_6Loader10BindTargetENS5_11HashCStringENS5_12EqualCStringEE5NodeTEEERKNS5_8MultiMapIS9_SB_NS5_16HashCStringMultiENS5_17EqualCStringMultiEEEjj_block_invoke.cold.3
0000000000080f1c (__TEXT,__text) non-external ____ZN5dyld417ObjCDataStructOpt5writeERKN4objc11PerfectHashERKN5dyld35ArrayINS5_3MapIPKcNS_6Loader10BindTargetENS5_11HashCStringENS5_12EqualCStringEE5NodeTEEERKNS5_8MultiMapIS9_SB_NS5_16HashCStringMultiENS5_17EqualCStringMultiEEEjj_block_invoke.cold.4
0000000000080f48 (__TEXT,__text) non-external ____ZN5dyld417ObjCDataStructOpt5writeERKN4objc11PerfectHashERKN5dyld35ArrayINS5_3MapIPKcNS_6Loader10BindTargetENS5_11HashCStringENS5_12EqualCStringEE5NodeTEEERKNS5_8MultiMapIS9_SB_NS5_16HashCStringMultiENS5_17EqualCStringMultiEEEjj_block_invoke.cold.5
000000000002b084 (__TEXT,__text) non-external ____ZN5dyld417PrebuiltLoaderSet13makeLaunchSetER11DiagnosticsRNS_12RuntimeStateERKNS_12MissingPathsE_block_invoke
000000000002b508 (__TEXT,__text) non-external ____ZN5dyld417PrebuiltLoaderSet13makeLaunchSetER11DiagnosticsRNS_12RuntimeStateERKNS_12MissingPathsE_block_invoke.98
000000000003a6f4 (__TEXT,__text) non-external ____ZN5dyld44APIs13getSdkVersionEPK11mach_header_block_invoke
0000000000043748 (__TEXT,__text) non-external ____ZN5dyld44APIs14flatFindSymbolEPKcPPvPPK11mach_header_block_invoke
000000000003b220 (__TEXT,__text) non-external ____ZN5dyld44APIs15forEachPlatformEPKN5dyld39MachOFileEU13block_pointerFvjjjE_block_invoke
000000000003ddb0 (__TEXT,__text) non-external ____ZN5dyld44APIs16dlopen_preflightEPKc_block_invoke
000000000003df44 (__TEXT,__text) non-external ____ZN5dyld44APIs16dlopen_preflightEPKc_block_invoke_2
0000000000043c38 (__TEXT,__text) non-external ____ZN5dyld44APIs17NSAddressOfSymbolEP10__NSSymbol_block_invoke
0000000000043d38 (__TEXT,__text) non-external ____ZN5dyld44APIs17NSModuleForSymbolEP10__NSSymbol_block_invoke
0000000000080900 (__TEXT,__text) non-external ____ZN5dyld44APIs17NSModuleForSymbolEP10__NSSymbol_block_invoke.cold.1
000000000003ad04 (__TEXT,__text) non-external ____ZN5dyld44APIs17dyld_sdk_at_leastEPK11mach_header20dyld_build_version_t_block_invoke
000000000003c4e4 (__TEXT,__text) non-external ____ZN5dyld44APIs17findImageMappedAtEPKvPPKN5dyld311MachOLoadedEPbPPKcPS2_PyPhPPKNS_6LoaderE_block_invoke
000000000003c514 (__TEXT,__text) non-external ____ZN5dyld44APIs17findImageMappedAtEPKvPPKN5dyld311MachOLoadedEPbPPKcPS2_PyPhPPKNS_6LoaderE_block_invoke.79
000000000003c5ac (__TEXT,__text) non-external ____ZN5dyld44APIs17findImageMappedAtEPKvPPKN5dyld311MachOLoadedEPbPPKcPS2_PyPhPPKNS_6LoaderE_block_invoke.84
000000000003b080 (__TEXT,__text) non-external ____ZN5dyld44APIs18linkedDylibVersionEPKN5dyld39MachOFileEPKc_block_invoke
000000000003ae70 (__TEXT,__text) non-external ____ZN5dyld44APIs19dyld_minos_at_leastEPK11mach_header20dyld_build_version_t_block_invoke
000000000003cfc4 (__TEXT,__text) non-external ____ZN5dyld44APIs19findImageContainingEPv_block_invoke
0000000000039b64 (__TEXT,__text) non-external ____ZN5dyld44APIs20_dyld_get_image_nameEj_block_invoke
0000000000039804 (__TEXT,__text) non-external ____ZN5dyld44APIs22_dyld_get_image_headerEj_block_invoke
000000000003a940 (__TEXT,__text) non-external ____ZN5dyld44APIs23dyld_get_min_os_versionEPK11mach_header_block_invoke
000000000004040c (__TEXT,__text) non-external ____ZN5dyld44APIs24_dyld_visit_objc_classesEU13block_pointerFvPKvE_block_invoke
0000000000039eb4 (__TEXT,__text) non-external ____ZN5dyld44APIs25NSVersionOfRunTimeLibraryEPKc_block_invoke
0000000000040128 (__TEXT,__text) non-external ____ZN5dyld44APIs25_dyld_for_each_objc_classEPKcU13block_pointerFvPvbPbE_block_invoke
000000000003c95c (__TEXT,__text) non-external ____ZN5dyld44APIs25_dyld_is_memory_immutableEPKvm_block_invoke
000000000003c9dc (__TEXT,__text) non-external ____ZN5dyld44APIs25_dyld_is_memory_immutableEPKvm_block_invoke_2
0000000000039cbc (__TEXT,__text) non-external ____ZN5dyld44APIs26NSVersionOfLinkTimeLibraryEPKc_block_invoke
00000000000402e0 (__TEXT,__text) non-external ____ZN5dyld44APIs28_dyld_for_each_objc_protocolEPKcU13block_pointerFvPvbPbE_block_invoke
0000000000039a18 (__TEXT,__text) non-external ____ZN5dyld44APIs28_dyld_get_image_vmaddr_slideEj_block_invoke
000000000003efd0 (__TEXT,__text) non-external ____ZN5dyld44APIs30_dyld_register_for_image_loadsEPFvPK11mach_headerPKcbE_block_invoke
000000000003f0bc (__TEXT,__text) non-external ____ZN5dyld44APIs30_dyld_register_for_image_loadsEPFvPK11mach_headerPKcbE_block_invoke_2
000000000003b988 (__TEXT,__text) non-external ____ZN5dyld44APIs33_dyld_register_func_for_add_imageEPFvPK11mach_headerlE_block_invoke
000000000003bb30 (__TEXT,__text) non-external ____ZN5dyld44APIs33_dyld_register_func_for_add_imageEPFvPK11mach_headerlE_block_invoke_2
000000000003f598 (__TEXT,__text) non-external ____ZN5dyld44APIs35_dyld_register_for_bulk_image_loadsEPFvjPPK11mach_headerPPKcE_block_invoke
000000000003f730 (__TEXT,__text) non-external ____ZN5dyld44APIs35_dyld_register_for_bulk_image_loadsEPFvjPPK11mach_headerPPKcE_block_invoke_2
000000000003fd94 (__TEXT,__text) non-external ____ZN5dyld44APIs35dyld_shared_cache_find_iterate_textEPKhPPKcU13block_pointerFvPK33dyld_shared_cache_dylib_text_infoE_block_invoke
000000000003fdb0 (__TEXT,__text) non-external ____ZN5dyld44APIs35dyld_shared_cache_find_iterate_textEPKhPPKcU13block_pointerFvPK33dyld_shared_cache_dylib_text_infoE_block_invoke.176
000000000003bfb8 (__TEXT,__text) non-external ____ZN5dyld44APIs36_dyld_register_func_for_remove_imageEPFvPK11mach_headerlE_block_invoke
000000000003a328 (__TEXT,__text) non-external ____ZN5dyld44APIs37dyld_get_program_min_watch_os_versionEv_block_invoke
000000000003a140 (__TEXT,__text) non-external ____ZN5dyld44APIs37dyld_get_program_sdk_watch_os_versionEv_block_invoke
000000000003a5d0 (__TEXT,__text) non-external ____ZN5dyld44APIs38dyld_get_program_min_bridge_os_versionEv_block_invoke
000000000003a47c (__TEXT,__text) non-external ____ZN5dyld44APIs38dyld_get_program_sdk_bridge_os_versionEv_block_invoke
000000000003e66c (__TEXT,__text) non-external ____ZN5dyld44APIs5dlsymEPvPKc_block_invoke
000000000003ccd8 (__TEXT,__text) non-external ____ZN5dyld44APIs6dladdrEPKvP7dl_info_block_invoke
000000000004e32c (__TEXT,__text) non-external ____ZN5dyld45Atlas6Mapper14mapperForMachOERN3lsl9AllocatorERNS_10FileRecordERKNS2_4UUIDEPKv_block_invoke
000000000004e428 (__TEXT,__text) non-external ____ZN5dyld45Atlas6Mapper14mapperForMachOERN3lsl9AllocatorERNS_10FileRecordERKNS2_4UUIDEPKv_block_invoke.3
000000000001b1f0 (__TEXT,__text) non-external ____ZN5dyld46Loader11forEachPathER11DiagnosticsRNS_12RuntimeStateEPKcRKNS0_11LoadOptionsEU13block_pointerFvS6_NS_13ProcessConfig13PathOverrides4TypeERbE_block_invoke
000000000001ce8c (__TEXT,__text) non-external ____ZN5dyld46Loader12validateFileER11DiagnosticsRKNS_12RuntimeStateEiPKcRKNS0_19CodeSignatureInFileERKNS0_18FileValidationInfoE_block_invoke
0000000000020130 (__TEXT,__text) non-external ____ZN5dyld46Loader16addWeakDefsToMapERNS_12RuntimeStateERKNSt3__14spanIPKS0_Lm18446744073709551615EEE_block_invoke
000000000001ca34 (__TEXT,__text) non-external ____ZN5dyld46Loader24forEachResolvedAtPathVarERNS_12RuntimeStateEPKcRKNS0_11LoadOptionsENS_13ProcessConfig13PathOverrides4TypeERbU13block_pointerFvS4_SA_SB_E_block_invoke
00000000000221a8 (__TEXT,__text) non-external ____ZN5dyld46Loader26getOnDiskBinarySliceOffsetERNS_12RuntimeStateEPKN5dyld313MachOAnalyzerEPKc_block_invoke
0000000000022254 (__TEXT,__text) non-external ____ZN5dyld46Loader26getOnDiskBinarySliceOffsetERNS_12RuntimeStateEPKN5dyld313MachOAnalyzerEPKc_block_invoke_2
0000000000021484 (__TEXT,__text) non-external ____ZN5dyld46Loader27applyInterposingToDyldCacheERNS_12RuntimeStateE_block_invoke
000000000002151c (__TEXT,__text) non-external ____ZN5dyld46Loader27applyInterposingToDyldCacheERNS_12RuntimeStateE_block_invoke_2
000000000001bd7c (__TEXT,__text) non-external ____ZN5dyld46Loader9getLoaderER11DiagnosticsRNS_12RuntimeStateEPKcRKNS0_11LoadOptionsE_block_invoke
000000000001c750 (__TEXT,__text) non-external ____ZN5dyld46Loader9getLoaderER11DiagnosticsRNS_12RuntimeStateEPKcRKNS0_11LoadOptionsE_block_invoke.42
0000000000011288 (__TEXT,__text) non-external ____ZN5dyld46Reaper18finalizeDeadImagesEv_block_invoke
0000000000007e64 (__TEXT,__text) non-external ____ZN5dyld4L10prepareSimERNS_12RuntimeStateEPKc_block_invoke
0000000000007f1c (__TEXT,__text) non-external ____ZN5dyld4L10prepareSimERNS_12RuntimeStateEPKc_block_invoke.76
0000000000006228 (__TEXT,__text) non-external ____ZN5dyld4L10rebaseSelfEPKN5dyld313MachOAnalyzerE_block_invoke
0000000000006270 (__TEXT,__text) non-external ____ZN5dyld4L10rebaseSelfEPKN5dyld313MachOAnalyzerE_block_invoke.3
0000000000049618 (__TEXT,__text) non-external ____ZN5dyld4L12getImageInfoER11DiagnosticsRNS_12RuntimeStateEPKNS_6LoaderERKN6mach_o12MachOFileRefE_block_invoke
00000000000496f4 (__TEXT,__text) non-external ____ZN5dyld4L12getImageInfoER11DiagnosticsRNS_12RuntimeStateEPKNS_6LoaderERKN6mach_o12MachOFileRefE_block_invoke_2
0000000000026918 (__TEXT,__text) non-external ____ZN5dyld4L12hasDataConstEPKN5dyld39MachOFileE_block_invoke
00000000000062b0 (__TEXT,__text) non-external ____ZN5dyld4L17handleDyldInCacheEPKN5dyld39MachOFileEPKNS_10KernelArgsES3__block_invoke
000000000007cd14 (__TEXT,__text) non-external ____ZN5dyld4L17handleDyldInCacheEPKN5dyld39MachOFileEPKNS_10KernelArgsES3__block_invoke.cold.1
0000000000026488 (__TEXT,__text) non-external ____ZN5dyld4L19getObjCPatchClassesEPKN5dyld313MachOAnalyzerERNS0_3MapIPKvbNS_11HashPointerENS_12EqualPointerEEE_block_invoke
00000000000265b4 (__TEXT,__text) non-external ____ZN5dyld4L19getObjCPatchClassesEPKN5dyld313MachOAnalyzerERNS0_3MapIPKvbNS_11HashPointerENS_12EqualPointerEEE_block_invoke.111
00000000000268d4 (__TEXT,__text) non-external ____ZN5dyld4L19getSingletonPatchesEPKN5dyld313MachOAnalyzerERNS0_3MapIPKvbNS_11HashPointerENS_12EqualPointerEEE_block_invoke
000000000004991c (__TEXT,__text) non-external ____ZN5dyld4L19optimizeObjCClassesERNS_12RuntimeStateEPKN4objc14ClassHashTableERKN5dyld33MapItNSt3__14pairI9VMAddressPKNS_6LoaderEEENS_10HashUInt16ENS_11EqualUInt16EEERKNS7_IPKcNSB_10BindTargetENS6_11HashCStringENS6_12EqualCStringEEERNS_12PrebuiltObjC18ObjCOptimizerImageE_block_invoke
0000000000044510 (__TEXT,__text) non-external ____ZN5dyld4L20findCacheInDirAndMapERNS_12RuntimeStateEPKhPKcRm_block_invoke
0000000000049b54 (__TEXT,__text) non-external ____ZN5dyld4L21optimizeObjCProtocolsERNS_12RuntimeStateEPKN4objc17ProtocolHashTableERKN5dyld33MapItNSt3__14pairI9VMAddressPKNS_6LoaderEEENS_10HashUInt16ENS_11EqualUInt16EEERNS_12PrebuiltObjC18ObjCOptimizerImageE_block_invoke
0000000000049c48 (__TEXT,__text) non-external ____ZN5dyld4L21optimizeObjCSelectorsERNS_12RuntimeStateEPKN4objc17SelectorHashTableERKN5dyld33MapIPKcNS_6Loader10BindTargetENS6_11HashCStringENS6_12EqualCStringEEERNS_12PrebuiltObjC18ObjCOptimizerImageE_block_invoke
0000000000049e28 (__TEXT,__text) non-external ____ZN5dyld4L21optimizeObjCSelectorsERNS_12RuntimeStateEPKN4objc17SelectorHashTableERKN5dyld33MapIPKcNS_6Loader10BindTargetENS6_11HashCStringENS6_12EqualCStringEEERNS_12PrebuiltObjC18ObjCOptimizerImageE_block_invoke.103
0000000000049e94 (__TEXT,__text) non-external ____ZN5dyld4L21optimizeObjCSelectorsERNS_12RuntimeStateEPKN4objc17SelectorHashTableERKN5dyld33MapIPKcNS_6Loader10BindTargetENS6_11HashCStringENS6_12EqualCStringEEERNS_12PrebuiltObjC18ObjCOptimizerImageE_block_invoke.105
0000000000049f4c (__TEXT,__text) non-external ____ZN5dyld4L21optimizeObjCSelectorsERNS_12RuntimeStateEPKN4objc17SelectorHashTableERKN5dyld33MapIPKcNS_6Loader10BindTargetENS6_11HashCStringENS6_12EqualCStringEEERNS_12PrebuiltObjC18ObjCOptimizerImageE_block_invoke.109
000000000004a08c (__TEXT,__text) non-external ____ZN5dyld4L21optimizeObjCSelectorsERNS_12RuntimeStateEPKN4objc17SelectorHashTableERKN5dyld33MapIPKcNS_6Loader10BindTargetENS6_11HashCStringENS6_12EqualCStringEEERNS_12PrebuiltObjC18ObjCOptimizerImageE_block_invoke.113
0000000000049ce0 (__TEXT,__text) non-external ____ZN5dyld4L21optimizeObjCSelectorsERNS_12RuntimeStateEPKN4objc17SelectorHashTableERKN5dyld33MapIPKcNS_6Loader10BindTargetENS6_11HashCStringENS6_12EqualCStringEEERNS_12PrebuiltObjC18ObjCOptimizerImageE_block_invoke.93
0000000000049d6c (__TEXT,__text) non-external ____ZN5dyld4L21optimizeObjCSelectorsERNS_12RuntimeStateEPKN4objc17SelectorHashTableERKN5dyld33MapIPKcNS_6Loader10BindTargetENS6_11HashCStringENS6_12EqualCStringEEERNS_12PrebuiltObjC18ObjCOptimizerImageE_block_invoke.98
0000000000048eb8 (__TEXT,__text) non-external ____ZN5dyld4L22checkForDuplicateClassE9VMAddressPKcPKN4objc14ClassHashTableERKN5dyld33MapItNSt3__14pairIS0_PKNS_6LoaderEEENS_10HashUInt16ENS_11EqualUInt16EEERKNS8_IS2_NSB_10BindTargetENS7_11HashCStringENS7_12EqualCStringEEERNS_12PrebuiltObjC18ObjCOptimizerImageE_block_invoke
0000000000049024 (__TEXT,__text) non-external ____ZN5dyld4L23protocolIsInSharedCacheEPKcPKN4objc17ProtocolHashTableERKN5dyld33MapItNSt3__14pairI9VMAddressPKNS_6LoaderEEENS_10HashUInt16ENS_11EqualUInt16EEE_block_invoke
00000000000494bc (__TEXT,__text) non-external ____ZN5dyld4L28writeObjCDataStructHashTableERNS_12RuntimeStateENS_12PrebuiltObjC14ObjCStructKindERN5dyld35ArrayINS2_18ObjCOptimizerImageEEERNS4_17OverflowSafeArrayIhLm4294967295EEERKNS4_3MapIPKcNS_6Loader10BindTargetENS4_11HashCStringENS4_12EqualCStringEEERNS4_8MultiMapISE_SG_NS4_16HashCStringMultiENS4_17EqualCStringMultiEEE_block_invoke
0000000000007b48 (__TEXT,__text) non-external ____ZN5dyld4L7prepareERNS_4APIsEPKN5dyld313MachOAnalyzerE_block_invoke
0000000000007d08 (__TEXT,__text) non-external ____ZN5dyld4L7prepareERNS_4APIsEPKN5dyld313MachOAnalyzerE_block_invoke.36
0000000000007d18 (__TEXT,__text) non-external ____ZN5dyld4L7prepareERNS_4APIsEPKN5dyld313MachOAnalyzerE_block_invoke.41
0000000000007dbc (__TEXT,__text) non-external ____ZN5dyld4L7prepareERNS_4APIsEPKN5dyld313MachOAnalyzerE_block_invoke_2
00000000000580a0 (__TEXT,__text) non-external ____ZNK12objc_visitor7Visitor19findObjCDataSectionEPKc_block_invoke
000000000005877c (__TEXT,__text) non-external ____ZNK12objc_visitor7Visitor24forEachSelectorReferenceEU13block_pointerFv9VMAddressS1_PKcE_block_invoke
0000000000055b94 (__TEXT,__text) non-external ____ZNK15DyldSharedCache10mappedSizeEv_block_invoke
0000000000056c7c (__TEXT,__text) non-external ____ZNK15DyldSharedCache10oldObjcOptEv_block_invoke
0000000000056e1c (__TEXT,__text) non-external ____ZNK15DyldSharedCache11objcOptPtrsEv_block_invoke
00000000000554bc (__TEXT,__text) non-external ____ZNK15DyldSharedCache12forEachRangeEU13block_pointerFvPKcyyjyjjRbEU13block_pointerFvPKS_jE_block_invoke
0000000000055594 (__TEXT,__text) non-external ____ZNK15DyldSharedCache12forEachRangeEU13block_pointerFvPKcyyjyjjRbEU13block_pointerFvPKS_jE_block_invoke_2
0000000000056a80 (__TEXT,__text) non-external ____ZNK15DyldSharedCache27forEachPatchableUseOfExportEjjU13block_pointerFvyN5dyld39MachOFile15PointerMetaDataEybE_block_invoke
00000000000564fc (__TEXT,__text) non-external ____ZNK15DyldSharedCache34forEachPatchableUseOfExportInImageEjjjU13block_pointerFvjN5dyld39MachOFile15PointerMetaDataEybE_block_invoke
0000000000056604 (__TEXT,__text) non-external ____ZNK15DyldSharedCache34forEachPatchableUseOfExportInImageEjjjU13block_pointerFvjN5dyld39MachOFile15PointerMetaDataEybE_block_invoke_2
0000000000082db0 (__TEXT,__text) non-external ____ZNK15DyldSharedCache34forEachPatchableUseOfExportInImageEjjjU13block_pointerFvjN5dyld39MachOFile15PointerMetaDataEybE_block_invoke_2.cold.1
0000000000058ab0 (__TEXT,__text) non-external ____ZNK16metadata_visitor12SwiftVisitor15findTextSectionEPKc_block_invoke
00000000000606a8 (__TEXT,__text) non-external ____ZNK5dyld311MachOLoaded11segmentNameEj_block_invoke
000000000005fb1c (__TEXT,__text) non-external ____ZNK5dyld311MachOLoaded13getLayoutInfoERNS0_10LayoutInfoE_block_invoke
0000000000060a24 (__TEXT,__text) non-external ____ZNK5dyld311MachOLoaded17findClosestSymbolEyPPKcPy_block_invoke
0000000000060208 (__TEXT,__text) non-external ____ZNK5dyld311MachOLoaded17hasExportedSymbolEPKcU13block_pointerFPKS0_S4_jEPPvPb_block_invoke
0000000000060258 (__TEXT,__text) non-external ____ZNK5dyld311MachOLoaded18findExportedSymbolER11DiagnosticsPKcbRNS0_11FoundSymbolEU13block_pointerFPKS0_S8_jE_block_invoke
0000000000060458 (__TEXT,__text) non-external ____ZNK5dyld311MachOLoaded18findExportedSymbolER11DiagnosticsPKcbRNS0_11FoundSymbolEU13block_pointerFPKS0_S8_jE_block_invoke.42
00000000000604d0 (__TEXT,__text) non-external ____ZNK5dyld311MachOLoaded18findExportedSymbolER11DiagnosticsPKcbRNS0_11FoundSymbolEU13block_pointerFPKS0_S8_jE_block_invoke_2
0000000000060b10 (__TEXT,__text) non-external ____ZNK5dyld311MachOLoaded18findSectionContentEPKcS2_Ryb_block_invoke
0000000000060ce8 (__TEXT,__text) non-external ____ZNK5dyld311MachOLoaded21fixupAllChainedFixupsER11DiagnosticsPK28dyld_chained_starts_in_imagemNS_5ArrayIPKvEEU13block_pointerFvPvSA_E_block_invoke
000000000005f5d8 (__TEXT,__text) non-external ____ZNK5dyld311MachOLoaded23getLinkEditLoadCommandsER11DiagnosticsRNS0_12LinkEditInfoE_block_invoke
000000000006100c (__TEXT,__text) non-external ____ZNK5dyld311MachOLoaded27forEachFixupInSegmentChainsER11DiagnosticsPK30dyld_chained_starts_in_segmentbU13block_pointerFvPN6mach_o25ChainedFixupPointerOnDiskES5_RbE_block_invoke
0000000000060550 (__TEXT,__text) non-external ____ZNK5dyld311MachOLoaded8getSlideEv_block_invoke
0000000000067370 (__TEXT,__text) non-external ____ZNK5dyld313MachOAnalyzer11forEachBindER11DiagnosticsU13block_pointerFvPKcRKNS_11MachOLoaded12LinkEditInfoEPKNS_9MachOFile11SegmentInfoEbbjijhyhS4_bbyRbEU13block_pointerFvS4_E_block_invoke
0000000000067238 (__TEXT,__text) non-external ____ZNK5dyld313MachOAnalyzer11forEachBindER11DiagnosticsU13block_pointerFvyihPKcbbyRbEU13block_pointerFvS4_E_block_invoke
0000000000067360 (__TEXT,__text) non-external ____ZNK5dyld313MachOAnalyzer11forEachBindER11DiagnosticsU13block_pointerFvyihPKcbbyRbEU13block_pointerFvS4_E_block_invoke.118
0000000000068df0 (__TEXT,__text) non-external ____ZNK5dyld313MachOAnalyzer11neverUnloadEv_block_invoke
000000000006d08c (__TEXT,__text) non-external ____ZNK5dyld313MachOAnalyzer12withVMLayoutER11DiagnosticsU13block_pointerFvRKN6mach_o6LayoutEE_block_invoke
0000000000065ca8 (__TEXT,__text) non-external ____ZNK5dyld313MachOAnalyzer13forEachRebaseER11DiagnosticsU13block_pointerFvPKcRKNS_11MachOLoaded12LinkEditInfoEPKNS_9MachOFile11SegmentInfoEbjhyNS0_6RebaseERbE_block_invoke
00000000000654ac (__TEXT,__text) non-external ____ZNK5dyld313MachOAnalyzer13forEachRebaseER11DiagnosticsU13block_pointerFvybRbE_block_invoke
0000000000065540 (__TEXT,__text) non-external ____ZNK5dyld313MachOAnalyzer13forEachRebaseER11DiagnosticsU13block_pointerFvybRbE_block_invoke.74
0000000000065988 (__TEXT,__text) non-external ____ZNK5dyld313MachOAnalyzer13forEachRebaseER11DiagnosticsbU13block_pointerFvyRbE_block_invoke
0000000000068850 (__TEXT,__text) non-external ____ZNK5dyld313MachOAnalyzer14hasSwiftOrObjCEPb_block_invoke
0000000000068e84 (__TEXT,__text) non-external ____ZNK5dyld313MachOAnalyzer15withChainStartsER11DiagnosticsyU13block_pointerFvPK28dyld_chained_starts_in_imageE_block_invoke
0000000000083438 (__TEXT,__text) non-external ____ZNK5dyld313MachOAnalyzer15withChainStartsER11DiagnosticsyU13block_pointerFvPK28dyld_chained_starts_in_imageE_block_invoke.cold.1
