00000001dbf4bfe4 (__TEXT,__text) non-external _DiToMD5
00000001dbf5d94c (__TEXT,__text) non-external _clock_get_calendar_nanotime.cold.1
00000001dbf2ced8 (__TEXT,__text) external _clock_get_system_nanotime
00000001dbf5d9a4 (__TEXT,__text) non-external _clock_get_system_nanotime.cold.1
                 (undefined) external _clock_gettime (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
00000001dbf2cf24 (__TEXT,__text) external _clock_interval_to_deadline
                 (undefined) external _close (from libSystem)
00000001dbf2cf70 (__TEXT,__text) external _continuoustime_to_absolutetime
00000001dbf2c304 (__TEXT,__text) external _crc32
                 (undefined) external _csops (from libSystem)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_async_f (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_mach_cancel (from libSystem)
                 (undefined) external _dispatch_mach_connect (from libSystem)
                 (undefined) external _dispatch_mach_create_f (from libSystem)
                 (undefined) external _dispatch_mach_msg_get_msg (from libSystem)
                 (undefined) external _dispatch_main (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat (from libSystem)
00000001e7ef2498 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00000001e7ef27f8 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
00000001e4f8a7f0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
00000001e7ef2800 (__DATA,__common) external _gIOCommandMetaClass
00000001e7ef2808 (__DATA,__common) external _gIOCommandPoolMetaClass
00000001e4f8a800 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommandPool_Declaration
00000001e4f8a7f8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommand_Declaration
00000001e7ef24e0 (__DATA,__common) external _gIODKDebug
00000001e7ef2810 (__DATA,__common) external _gIODMACommandMetaClass
00000001e4f8a808 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
00000001e7ef2818 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
00000001e4f8a810 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODataQueueDispatchSource_Declaration
00000001e7ef2820 (__DATA,__common) external _gIODispatchQueueMetaClass
00000001e4f8a818 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchQueue_Declaration
00000001e7ef2828 (__DATA,__common) external _gIODispatchSourceMetaClass
00000001e4f8a820 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchSource_Declaration
00000001e7ef2830 (__DATA,__common) external _gIOEventLinkMetaClass
00000001e4f8a828 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOEventLink_Declaration
00000001e7ef2838 (__DATA,__common) external _gIOExtensiblePaniclogMetaClass
00000001e4f8a830 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOExtensiblePaniclog_Declaration
00000001e7ef2870 (__DATA,__common) external _gIOHistogramReporterMetaClass
00000001e4f8a868 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOHistogramReporter_Declaration
00000001e7ef2840 (__DATA,__common) external _gIOInterruptDispatchSourceMetaClass
00000001e4f8a838 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
00000001e7ef2848 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
00000001e4f8a840 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
00000001e7ef2850 (__DATA,__common) external _gIOMemoryMapMetaClass
00000001e4f8a848 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
00000001e7ef2878 (__DATA,__common) external _gIOReportLegendMetaClass
00000001e4f8a870 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReportLegend_Declaration
00000001e7ef2858 (__DATA,__common) external _gIOReporterMetaClass
00000001e4f8a850 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReporter_Declaration
00000001e7ef2880 (__DATA,__common) external _gIOServiceMetaClass
00000001e7ef2888 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
00000001e4f8a880 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
00000001e7ef2890 (__DATA,__common) external _gIOServiceStateNotificationDispatchSourceMetaClass
00000001e4f8a888 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceStateNotificationDispatchSource_Declaration
00000001e4f8a878 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
00000001e7ef2860 (__DATA,__common) external _gIOSimpleReporterMetaClass
00000001e4f8a858 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOSimpleReporter_Declaration
00000001e7ef2868 (__DATA,__common) external _gIOStateReporterMetaClass
00000001e4f8a860 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOStateReporter_Declaration
00000001e7ef2948 (__DATA,__common) external _gIOThreadMetaClass
00000001e4f8a940 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOThread_Declaration
00000001e7ef2898 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
00000001e4f8a890 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
00000001e7ef28a0 (__DATA,__common) external _gIOUserClientMetaClass
00000001e4f8a898 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
00000001e7ef28b0 (__DATA,__common) external _gIOUserServerMetaClass
00000001e4f8a8a8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
00000001e7ef28b8 (__DATA,__common) external _gIOWorkGroupMetaClass
00000001e4f8a8b0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOWorkGroup_Declaration
00000001e7ef28c0 (__DATA,__common) external _gOSActionMetaClass
00000001e4f8a8b8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
00000001e7ef28a8 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
00000001e4f8a8a0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
00000001e7ef2940 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
00000001e4f8a938 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
00000001e7ef28c8 (__DATA,__common) external _gOSArrayMetaClass
00000001e4f8a8c0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
00000001e7ef28d0 (__DATA,__common) external _gOSBooleanMetaClass
00000001e4f8a8c8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
00000001e7ef28d8 (__DATA,__common) external _gOSBundleMetaClass
00000001e4f8a8d0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBundle_Declaration
00000001e7ef28e0 (__DATA,__common) external _gOSCollectionMetaClass
00000001e4f8a8d8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
00000001e7ef28e8 (__DATA,__common) external _gOSContainerMetaClass
00000001e4f8a8e0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
00000001e7ef28f0 (__DATA,__common) external _gOSDataMetaClass
00000001e4f8a8e8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
00000001e7ef28f8 (__DATA,__common) external _gOSDictionaryMetaClass
00000001e4f8a8f0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
00000001e7ef2900 (__DATA,__common) external _gOSMappedFileMetaClass
00000001e4f8a8f8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSMappedFile_Declaration
00000001e7ef26e0 (__DATA,__common) non-external (was a private external) _gOSMetaClassBasePrivateLayout
00000001e4f8a7e8 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBasePrivateLayout_Declaration
00000001e7ef2500 (__DATA,__common) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout
00000001e4f8a7e0 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout_Declaration
00000001e7ef2908 (__DATA,__common) external _gOSNumberMetaClass
00000001e4f8a900 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
00000001e7ef2910 (__DATA,__common) external _gOSObjectMetaClass
00000001e4f8a908 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
00000001e7ef2918 (__DATA,__common) external _gOSOrderedSetMetaClass
00000001e4f8a910 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSOrderedSet_Declaration
00000001e7ef2920 (__DATA,__common) external _gOSSerializationMetaClass
00000001e4f8a918 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
00000001e7ef2928 (__DATA,__common) external _gOSSetMetaClass
00000001e4f8a920 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSet_Declaration
00000001e7ef2930 (__DATA,__common) external _gOSStringMetaClass
00000001e4f8a928 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSString_Declaration
00000001e7ef2938 (__DATA,__common) external _g_IOBlockStorageDeviceMetaClass
00000001e4f8a930 (__DATA_CONST,__osclassinfo) non-external (was a private external) _g_IOBlockStorageDevice_Declaration
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getsectiondata (from libSystem)
                 (undefined) external _host_get_io_main (from libSystem)
00000001dbf41d5c (__TEXT,__text) non-external (was a private external) _io_catalog_get_data
00000001dbf41f2c (__TEXT,__text) non-external (was a private external) _io_catalog_get_gen_count
00000001dbf42080 (__TEXT,__text) non-external (was a private external) _io_catalog_module_loaded
00000001dbf42224 (__TEXT,__text) non-external (was a private external) _io_catalog_reset
00000001dbf41a00 (__TEXT,__text) non-external (was a private external) _io_catalog_send_data
00000001dbf41bac (__TEXT,__text) non-external (was a private external) _io_catalog_terminate
00000001dbf408b0 (__TEXT,__text) non-external (was a private external) _io_connect_add_client
00000001dbf440b4 (__TEXT,__text) non-external (was a private external) _io_connect_async_method
00000001dbf428b4 (__TEXT,__text) non-external (was a private external) _io_connect_get_notification_semaphore
00000001dbf40744 (__TEXT,__text) non-external (was a private external) _io_connect_get_service
00000001dbf439bc (__TEXT,__text) non-external (was a private external) _io_connect_map_memory_into_task
00000001dbf43cd0 (__TEXT,__text) non-external (was a private external) _io_connect_method
00000001dbf44f90 (__TEXT,__text) non-external (was a private external) _io_connect_method_var_output
00000001dbf444e8 (__TEXT,__text) non-external (was a private external) _io_connect_set_notification_port
00000001dbf409e0 (__TEXT,__text) non-external (was a private external) _io_connect_set_properties
00000001dbf43b5c (__TEXT,__text) non-external (was a private external) _io_connect_unmap_memory_from_task
00000001dbf46e3c (__TEXT,__text) non-external (was a private external) _io_device_tree_entry_exists_with_name
00000001dbf418ac (__TEXT,__text) non-external (was a private external) _io_iterator_is_valid
00000001dbf3eeb8 (__TEXT,__text) non-external (was a private external) _io_iterator_next
00000001dbf3f024 (__TEXT,__text) non-external (was a private external) _io_iterator_reset
00000001dbf3ecd8 (__TEXT,__text) non-external (was a private external) _io_object_conforms_to
00000001dbf435d8 (__TEXT,__text) non-external (was a private external) _io_object_get_bundle_identifier
00000001dbf3eaec (__TEXT,__text) non-external (was a private external) _io_object_get_class
00000001dbf412d0 (__TEXT,__text) non-external (was a private external) _io_object_get_retain_count
00000001dbf433b0 (__TEXT,__text) non-external (was a private external) _io_object_get_superclass
00000001dbf3f570 (__TEXT,__text) non-external (was a private external) _io_registry_create_iterator
00000001dbf416a4 (__TEXT,__text) non-external (was a private external) _io_registry_entry_create_iterator
00000001dbf3f9b8 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path
00000001dbf46bc0 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path_ool
00000001dbf40234 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_child_iterator
00000001dbf42a34 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_location_in_plane
00000001dbf3fbd8 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name
00000001dbf42484 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name_in_plane
00000001dbf4042c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_parent_iterator
00000001dbf40b8c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path
00000001dbf4690c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path_ool
00000001dbf3fdc4 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties
00000001dbf45b5c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin
00000001dbf4701c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin_buf
00000001dbf3f364 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property
00000001dbf45d14 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin
00000001dbf471f0 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin_buf
00000001dbf3ff7c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bytes
00000001dbf42c5c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_recursively
00000001dbf44e0c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_registry_entry_id
00000001dbf410f0 (__TEXT,__text) non-external (was a private external) _io_registry_entry_in_plane
00000001dbf40f44 (__TEXT,__text) non-external (was a private external) _io_registry_entry_set_properties
00000001dbf40dd8 (__TEXT,__text) non-external (was a private external) _io_registry_get_root_entry
00000001dbf3f778 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_enter_entry
00000001dbf3f898 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_exit_entry
00000001dbf459d8 (__TEXT,__text) non-external (was a private external) _io_server_version
00000001dbf44920 (__TEXT,__text) non-external (was a private external) _io_service_add_interest_notification
00000001dbf4465c (__TEXT,__text) non-external (was a private external) _io_service_add_notification
00000001dbf46634 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_bin
00000001dbf44b84 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_ool
00000001dbf40624 (__TEXT,__text) non-external (was a private external) _io_service_close
00000001dbf45728 (__TEXT,__text) non-external (was a private external) _io_service_get_authorization_id
00000001dbf41424 (__TEXT,__text) non-external (was a private external) _io_service_get_busy_state
