00007ffc427ff470 (__DATA_DIRTY,__common) external _AfterColour
00007ffc08d42338 (__TEXT,__text) external __ZNK4llvm22VPCanonicalIVPHIRecipe5printERNS_11raw_ostreamERKNS_5TwineERNS_13VPSlotTrackerE
00007ffc077797c8 (__TEXT,__text) external __ZNK4llvm23ConvergingVLIWScheduler23createVLIWResourceModelERKNS_19TargetSubtargetInfoEPKNS_16TargetSchedModelE
00007ffc088d0016 (__TEXT,__text) external __ZNK4llvm23DemandedBitsWrapperPass16getAnalysisUsageERNS_13AnalysisUsageE
00007ffc088d0054 (__TEXT,__text) external __ZNK4llvm23DemandedBitsWrapperPass5printERNS_11raw_ostreamEPKNS_6ModuleE
00007ffc08a156a8 (__TEXT,__text) external __ZNK4llvm23DiagnosticInfoInlineAsm5printERNS_17DiagnosticPrinterE
00007ffc0785fb14 (__TEXT,__text) external __ZNK4llvm23DiagnosticInfoMIRParser5printERNS_17DiagnosticPrinterE
00007ffc078601ba (__TEXT,__text) external __ZNK4llvm23DiagnosticInfoMisExpect5printERNS_17DiagnosticPrinterE
00007ffc08cc38a8 (__TEXT,__text) external __ZNK4llvm23InjectTLIMappingsLegacy16getAnalysisUsageERNS_13AnalysisUsageE
00007ffc0798342c (__TEXT,__text) external __ZNK4llvm23ItaniumPartialDemangler10isFunctionEv
00007ffc079838a4 (__TEXT,__text) external __ZNK4llvm23ItaniumPartialDemangler12isCtorOrDtorEv
00007ffc0798392c (__TEXT,__text) external __ZNK4llvm23ItaniumPartialDemangler13isSpecialNameEv
00007ffc07983874 (__TEXT,__text) external __ZNK4llvm23ItaniumPartialDemangler14finishDemangleEPcPm
00007ffc08a4570c (__TEXT,__text) external __ZNK4llvm23ItaniumPartialDemangler15getFunctionNameEPcPm
00007ffc079833da (__TEXT,__text) external __ZNK4llvm23ItaniumPartialDemangler19getFunctionBaseNameEPcPm
00007ffc07983688 (__TEXT,__text) external __ZNK4llvm23ItaniumPartialDemangler21getFunctionParametersEPcPm
00007ffc0798378e (__TEXT,__text) external __ZNK4llvm23ItaniumPartialDemangler21getFunctionReturnTypeEPcPm
00007ffc07983882 (__TEXT,__text) external __ZNK4llvm23ItaniumPartialDemangler21hasFunctionQualifiersEv
00007ffc0798350c (__TEXT,__text) external __ZNK4llvm23ItaniumPartialDemangler26getFunctionDeclContextNameEPcPm
00007ffc07983940 (__TEXT,__text) external __ZNK4llvm23ItaniumPartialDemangler6isDataEv
00007ffc07f54bd4 (__TEXT,__text) external __ZNK4llvm23MCELFObjectTargetWriter23needsRelocateWithSymbolERKNS_8MCSymbolEj
00007ffc072eb918 (__TEXT,__text) external __ZNK4llvm23MemoryDependenceResults13verifyRemovedEPNS_11InstructionE
00007ffc072e5ea8 (__TEXT,__text) external __ZNK4llvm23MemoryDependenceResults24getDefaultBlockScanLimitEv
00007ffc084f7a1c (__TEXT,__text) external __ZNK4llvm23PrettyStackTraceProgram5printERNS_11raw_ostreamE
00007ffc089c59d0 (__TEXT,__text) external __ZNK4llvm23RegAllocEvictionAdvisor11canReassignERKNS_12LiveIntervalENS_8RegisterE
00007ffc076b70de (__TEXT,__text) external __ZNK4llvm23RegAllocEvictionAdvisor13getOrderLimitERKNS_12LiveIntervalERKNS_15AllocationOrderEj
00007ffc076b71ba (__TEXT,__text) external __ZNK4llvm23RegAllocEvictionAdvisor18canAllocatePhysRegEjNS_10MCRegisterE
00007ffc076b7054 (__TEXT,__text) external __ZNK4llvm23RegAllocEvictionAdvisor22isUnusedCalleeSavedRegENS_10MCRegisterE
00007ffc089cbd02 (__TEXT,__text) external __ZNK4llvm23ReplaceWithVeclibLegacy16getAnalysisUsageERNS_13AnalysisUsageE
00007ffc08c7e1da (__TEXT,__text) external __ZNK4llvm23WritableBinaryStreamRef10writeBytesEyNS_8ArrayRefIhEE
00007ffc08492fe6 (__TEXT,__text) external __ZNK4llvm23WritableBinaryStreamRefcvNS_15BinaryStreamRefEEv
00007ffc08a15878 (__TEXT,__text) external __ZNK4llvm24DiagnosticInfoPGOProfile5printERNS_17DiagnosticPrinterE
00007ffc08a17756 (__TEXT,__text) external __ZNK4llvm24DominatorTreeWrapperPass14verifyAnalysisEv
00007ffc08a1775c (__TEXT,__text) external __ZNK4llvm24DominatorTreeWrapperPass5printERNS_11raw_ostreamEPKNS_6ModuleE
00007ffc08ad2798 (__TEXT,__text) external __ZNK4llvm24InstructionCombiningPass16getAnalysisUsageERNS_13AnalysisUsageE
00007ffc088f6f2a (__TEXT,__text) external __ZNK4llvm24LazyValueInfoWrapperPass16getAnalysisUsageERNS_13AnalysisUsageE
00007ffc088f7600 (__TEXT,__text) external __ZNK4llvm24LegacyDivergenceAnalysis11isDivergentEPKNS_5ValueE
00007ffc072b3fd0 (__TEXT,__text) external __ZNK4llvm24LegacyDivergenceAnalysis14isDivergentUseEPKNS_3UseE
00007ffc088f7510 (__TEXT,__text) external __ZNK4llvm24LegacyDivergenceAnalysis16getAnalysisUsageERNS_13AnalysisUsageE
00007ffc088f7554 (__TEXT,__text) external __ZNK4llvm24LegacyDivergenceAnalysis30shouldUseGPUDivergenceAnalysisERKNS_8FunctionERKNS_19TargetTransformInfoE
00007ffc088f7640 (__TEXT,__text) external __ZNK4llvm24LegacyDivergenceAnalysis5printERNS_11raw_ostreamEPKNS_6ModuleE
00007ffc088fa560 (__TEXT,__text) external __ZNK4llvm24LoopAccessLegacyAnalysis16getAnalysisUsageERNS_13AnalysisUsageE
00007ffc072c067a (__TEXT,__text) external __ZNK4llvm24LoopAccessLegacyAnalysis5printERNS_11raw_ostreamEPKNS_6ModuleE
00007ffc08791a64 (__TEXT,__text) external __ZNK4llvm24LoopVectorizationPlanner14getBestPlanForENS_12ElementCountE
00007ffc08990332 (__TEXT,__text) external __ZNK4llvm24MachineConstantPoolEntry14getSectionKindEPKNS_10DataLayoutE
00007ffc089902a0 (__TEXT,__text) external __ZNK4llvm24MachineConstantPoolEntry14getSizeInBytesERKNS_10DataLayoutE
00007ffc075ccfae (__TEXT,__text) external __ZNK4llvm24MachineConstantPoolEntry15needsRelocationEv
00007ffc075ccf3c (__TEXT,__text) external __ZNK4llvm24MachineConstantPoolValue14getSizeInBytesERKNS_10DataLayoutE
00007ffc0898cdd2 (__TEXT,__text) external __ZNK4llvm24MachineDominanceFrontier16getAnalysisUsageERNS_13AnalysisUsageE
00007ffc08996b06 (__TEXT,__text) external __ZNK4llvm24MachineModuleSlotTracker21collectMachineMDNodesERNSt3__16vectorINS1_4pairIjPKNS_6MDNodeEEENS1_9allocatorIS7_EEEE
00007ffc089a5088 (__TEXT,__text) external __ZNK4llvm24MachinePostDominatorTree14verifyAnalysisEv
00007ffc089a5076 (__TEXT,__text) external __ZNK4llvm24MachinePostDominatorTree16getAnalysisUsageERNS_13AnalysisUsageE
00007ffc07608eb8 (__TEXT,__text) external __ZNK4llvm24MachinePostDominatorTree26findNearestCommonDominatorENS_8ArrayRefIPNS_17MachineBasicBlockEEE
00007ffc089a50ce (__TEXT,__text) external __ZNK4llvm24MachinePostDominatorTree5printERNS_11raw_ostreamEPKNS_6ModuleE
00007ffc0766e028 (__TEXT,__text) external __ZNK4llvm24NonRelocatableStringpool21getEntriesForEmissionEv
00007ffc08a16502 (__TEXT,__text) external __ZNK4llvm24OptimizationRemarkMissed9isEnabledEv
00007ffc08551b58 (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile16SectionForGlobalEPKNS_12GlobalObjectENS_11SectionKindERKNS_13TargetMachineE
00007ffc08551e60 (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile16SectionForGlobalEPKNS_12GlobalObjectERKNS_13TargetMachineE
00007ffc08ca807c (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile17getNameWithPrefixERNS_15SmallVectorImplIcEEPKNS_11GlobalValueERKNS_13TargetMachineE
00007ffc08ca7fd4 (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile17getTTypeReferenceEPKNS_15MCSymbolRefExprEjRNS_10MCStreamerE
00007ffc08ca7ed0 (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile19getCallSiteEncodingEv
00007ffc08ca7f06 (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile20emitPersonalityValueERNS_10MCStreamerERKNS_10DataLayoutEPKNS_8MCSymbolE
00007ffc08551404 (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile21emitCGProfileMetadataERNS_10MCStreamerERNS_6ModuleE
00007ffc08ca7f54 (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile21getSectionForConstantERKNS_10DataLayoutENS_11SectionKindEPKNS_8ConstantERNS_5AlignE
00007ffc08ca7f0c (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile22getSectionForJumpTableERKNS_8FunctionERKNS_13TargetMachineE
00007ffc08ca7ef8 (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile23getCFIPersonalitySymbolEPKNS_11GlobalValueERKNS_13TargetMachineEPNS_17MachineModuleInfoE
00007ffc08ca7f8a (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile23getTTypeGlobalReferenceEPKNS_11GlobalValueEjRKNS_13TargetMachineEPNS_17MachineModuleInfoERNS_10MCStreamerE
00007ffc08ca8064 (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile25getDebugThreadLocalSymbolEPKNS_8MCSymbolE
00007ffc08ca7f82 (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile27getUniqueSectionForFunctionERKNS_8FunctionERKNS_13TargetMachineE
00007ffc08551238 (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile28getSymbolWithGlobalValueBaseEPKNS_11GlobalValueENS_9StringRefERKNS_13TargetMachineE
00007ffc08ca7f7a (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile30getSectionForMachineBasicBlockERKNS_8FunctionERKNS_17MachineBasicBlockERKNS_13TargetMachineE
00007ffc08ca7f3c (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile35shouldPutJumpTableInFunctionSectionEbRKNS_8FunctionE
00007ffc08d428de (__TEXT,__text) external __ZNK4llvm24VPWidenCanonicalIVRecipe5printERNS_11raw_ostreamERKNS_5TwineERNS_13VPSlotTrackerE
00007ffc08a2508c (__TEXT,__text) external __ZNK4llvm25ConstrainedFPCmpIntrinsic12getPredicateEv
00007ffc0785fba6 (__TEXT,__text) external __ZNK4llvm25DiagnosticInfoUnsupported5printERNS_17DiagnosticPrinterE
00007ffc088e8596 (__TEXT,__text) external __ZNK4llvm25GPUFunctionAnalysisResult5printERNS_11raw_ostreamE
00007ffc07248af4 (__TEXT,__text) external __ZNK4llvm25GPUFunctionAnalysisResulteqERKS0_
00007ffc0782c1b8 (__TEXT,__text) external __ZNK4llvm25GetElementPtrConstantExpr20getResultElementTypeEv
00007ffc0782c1ae (__TEXT,__text) external __ZNK4llvm25GetElementPtrConstantExpr20getSourceElementTypeEv
00007ffc08d0f5b8 (__TEXT,__text) external __ZNK4llvm25LoopVectorizationLegality14isInductionPhiEPKNS_5ValueE
00007ffc08d0ee08 (__TEXT,__text) external __ZNK4llvm25LoopVectorizationLegality16isConsecutivePtrEPNS_4TypeEPNS_5ValueE
00007ffc08d0f722 (__TEXT,__text) external __ZNK4llvm25LoopVectorizationLegality19isInductionVariableEPKNS_5ValueE
00007ffc087846cc (__TEXT,__text) external __ZNK4llvm25LoopVectorizationLegality20blockCanBePredicatedEPNS_10BasicBlockERNS_15SmallPtrSetImplIPNS_5ValueEEERNS3_IPKNS_11InstructionEEERNS3_IPS8_EE
00007ffc08d0f7c2 (__TEXT,__text) external __ZNK4llvm25LoopVectorizationLegality21blockNeedsPredicationEPNS_10BasicBlockE
00007ffc08d0f782 (__TEXT,__text) external __ZNK4llvm25LoopVectorizationLegality22isFixedOrderRecurrenceEPKNS_7PHINodeE
00007ffc087845d8 (__TEXT,__text) external __ZNK4llvm25LoopVectorizationLegality25isCastedInductionVariableEPKNS_5ValueE
00007ffc08d0f630 (__TEXT,__text) external __ZNK4llvm25LoopVectorizationLegality29getIntOrFpInductionDescriptorEPNS_7PHINodeE
00007ffc08d0f6de (__TEXT,__text) external __ZNK4llvm25LoopVectorizationLegality29getPointerInductionDescriptorEPNS_7PHINodeE
00007ffc07599154 (__TEXT,__text) external __ZNK4llvm25MachineBlockFrequencyInfo11getFunctionEv
00007ffc07598fd6 (__TEXT,__text) external __ZNK4llvm25MachineBlockFrequencyInfo12getBlockFreqEPKNS_17MachineBasicBlockE
00007ffc075991c6 (__TEXT,__text) external __ZNK4llvm25MachineBlockFrequencyInfo12getEntryFreqEv
00007ffc0759917a (__TEXT,__text) external __ZNK4llvm25MachineBlockFrequencyInfo14printBlockFreqERNS_11raw_ostreamENS_14BlockFrequencyE
00007ffc075991a8 (__TEXT,__text) external __ZNK4llvm25MachineBlockFrequencyInfo14printBlockFreqERNS_11raw_ostreamEPKNS_17MachineBasicBlockE
00007ffc07599100 (__TEXT,__text) external __ZNK4llvm25MachineBlockFrequencyInfo15isIrrLoopHeaderEPKNS_17MachineBasicBlockE
00007ffc08987502 (__TEXT,__text) external __ZNK4llvm25MachineBlockFrequencyInfo16getAnalysisUsageERNS_13AnalysisUsageE
00007ffc0898756e (__TEXT,__text) external __ZNK4llvm25MachineBlockFrequencyInfo20getBlockProfileCountEPKNS_17MachineBasicBlockE
00007ffc08987604 (__TEXT,__text) external __ZNK4llvm25MachineBlockFrequencyInfo23getProfileCountFromFreqEy
00007ffc08987544 (__TEXT,__text) external __ZNK4llvm25MachineBlockFrequencyInfo4viewERKNS_5TwineEb
00007ffc08987780 (__TEXT,__text) external __ZNK4llvm25MachineBlockFrequencyInfo7getMBPIEv
00007ffc0898e946 (__TEXT,__text) external __ZNK4llvm25MachineFunctionProperties5printERNS_11raw_ostreamE
00007ffc071dd7d2 (__TEXT,__text) weak external __ZNK4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_13LazyCallGraph3SCCEJRS2_EEENS_8FunctionEJEE6Result21getOuterInvalidationsEv
00007ffc071dd6ca (__TEXT,__text) weak external __ZNK4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_6ModuleEJEEENS_13LazyCallGraph3SCCEJRS4_EE6Result21getOuterInvalidationsEv
00007ffc078dab22 (__TEXT,__text) weak external __ZNK4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_6ModuleEJEEENS_8FunctionEJEE6Result21getOuterInvalidationsEv
00007ffc072c487c (__TEXT,__text) weak external __ZNK4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_8FunctionEJEEENS_4LoopEJRNS_27LoopStandardAnalysisResultsEEE6Result21getOuterInvalidationsEv
00007ffc076f451a (__TEXT,__text) external __ZNK4llvm25PhysicalRegisterUsageInfo5printERNS_11raw_ostreamEPKNS_6ModuleE
00007ffc0891e6ae (__TEXT,__text) external __ZNK4llvm25PredicatedScalarEvolution12getPredicateEv
00007ffc0891c3ba (__TEXT,__text) external __ZNK4llvm25PredicatedScalarEvolution24areAddRecsEqualWithPredsEPKNS_14SCEVAddRecExprES3_
00007ffc0891e8ac (__TEXT,__text) external __ZNK4llvm25PredicatedScalarEvolution5printERNS_11raw_ostreamEj
00007ffc071bfe40 (__TEXT,__text) external __ZNK4llvm26BlockFrequencyInfoImplBase11getLoopNameERKNS0_8LoopDataE
00007ffc071bfcbc (__TEXT,__text) external __ZNK4llvm26BlockFrequencyInfoImplBase12getBlockFreqERKNS0_9BlockNodeE
00007ffc088bab4c (__TEXT,__text) external __ZNK4llvm26BlockFrequencyInfoImplBase12getBlockNameERKNS0_9BlockNodeE
00007ffc088bab64 (__TEXT,__text) external __ZNK4llvm26BlockFrequencyInfoImplBase14printBlockFreqERNS_11raw_ostreamERKNS0_9BlockNodeE
00007ffc071bfec6 (__TEXT,__text) external __ZNK4llvm26BlockFrequencyInfoImplBase14printBlockFreqERNS_11raw_ostreamERKNS_14BlockFrequencyE
00007ffc088ba8d6 (__TEXT,__text) external __ZNK4llvm26BlockFrequencyInfoImplBase20getBlockProfileCountERKNS_8FunctionERKNS0_9BlockNodeEb
00007ffc088bab22 (__TEXT,__text) external __ZNK4llvm26BlockFrequencyInfoImplBase20getFloatingBlockFreqERKNS0_9BlockNodeE
00007ffc088ba900 (__TEXT,__text) external __ZNK4llvm26BlockFrequencyInfoImplBase23getProfileCountFromFreqERKNS_8FunctionEyb
00007ffc076883ae (__TEXT,__text) external __ZNK4llvm26CallEntryPseudoSourceValue10isConstantEPKNS_16MachineFrameInfoE
00007ffc076883be (__TEXT,__text) external __ZNK4llvm26CallEntryPseudoSourceValue8mayAliasEPKNS_16MachineFrameInfoE
00007ffc076883b6 (__TEXT,__text) external __ZNK4llvm26CallEntryPseudoSourceValue9isAliasedEPKNS_16MachineFrameInfoE
00007ffc08cb924a (__TEXT,__text) external __ZNK4llvm26CodeExtractorAnalysisCache29doesBlockContainClobberOfAddrERNS_10BasicBlockEPNS_10AllocaInstE
00007ffc08a168ee (__TEXT,__text) external __ZNK4llvm26DiagnosticInfoISelFallback5printERNS_17DiagnosticPrinterE
00007ffc088f37a6 (__TEXT,__text) external __ZNK4llvm26LazyBlockFrequencyInfoPass16getAnalysisUsageERNS_13AnalysisUsageE
00007ffc088f3782 (__TEXT,__text) external __ZNK4llvm26LazyBlockFrequencyInfoPass5printERNS_11raw_ostreamEPKNS_6ModuleE
00007ffc08d19b64 (__TEXT,__text) external __ZNK4llvm26LoopVectorizationCostModel16isMoreProfitableERKNS_19VectorizationFactorES3_
00007ffc08d14040 (__TEXT,__text) external __ZNK4llvm26LoopVectorizationCostModel17getVectorCallCostEPNS_8CallInstENS_12ElementCountERb
00007ffc08d19ad6 (__TEXT,__text) external __ZNK4llvm26LoopVectorizationCostModel18getVScaleForTuningEv
00007ffc08d146cc (__TEXT,__text) external __ZNK4llvm26LoopVectorizationCostModel22getVectorIntrinsicCostEPNS_8CallInstENS_12ElementCountE
00007ffc08d1834e (__TEXT,__text) external __ZNK4llvm26LoopVectorizationCostModel23isScalarWithPredicationEPNS_11InstructionENS_12ElementCountE
00007ffc087882ce (__TEXT,__text) external __ZNK4llvm26LoopVectorizationCostModel24getScalarizationOverheadEPNS_11InstructionENS_12ElementCountE
00007ffc0878caa2 (__TEXT,__text) external __ZNK4llvm26LoopVectorizationCostModel33isEpilogueVectorizationProfitableENS_12ElementCountE
00007ffc08d19d70 (__TEXT,__text) external __ZNK4llvm26LoopVectorizationCostModel35isCandidateForEpilogueVectorizationERKNS_4LoopENS_12ElementCountE
00007ffc072f6c94 (__TEXT,__text) external __ZNK4llvm26MemorySSAPrinterLegacyPass16getAnalysisUsageERNS_13AnalysisUsageE
00007ffc08a16770 (__TEXT,__text) external __ZNK4llvm26OptimizationRemarkAnalysis9isEnabledEv
00007ffc0891dfe6 (__TEXT,__text) external __ZNK4llvm26ScalarEvolutionWrapperPass14verifyAnalysisEv
00007ffc0891e000 (__TEXT,__text) external __ZNK4llvm26ScalarEvolutionWrapperPass16getAnalysisUsageERNS_13AnalysisUsageE
00007ffc0891dfd8 (__TEXT,__text) external __ZNK4llvm26ScalarEvolutionWrapperPass5printERNS_11raw_ostreamEPKNS_6ModuleE
00007ffc089327ba (__TEXT,__text) external __ZNK4llvm26ScopedNoAliasAAWrapperPass16getAnalysisUsageERNS_13AnalysisUsageE
00007ffc089d0b8a (__TEXT,__text) external __ZNK4llvm26ScoreboardHazardRecognizer10Scoreboard4dumpEv
00007ffc089d0c84 (__TEXT,__text) external __ZNK4llvm26ScoreboardHazardRecognizer12atIssueLimitEv
00007ffc089272c8 (__TEXT,__text) external __ZNK4llvm26StackSafetyInfoWrapperPass16getAnalysisUsageERNS_13AnalysisUsageE
00007ffc089272ee (__TEXT,__text) external __ZNK4llvm26StackSafetyInfoWrapperPass5printERNS_11raw_ostreamEPKNS_6ModuleE
00007ffc08a156f6 (__TEXT,__text) external __ZNK4llvm27DiagnosticInfoResourceLimit5printERNS_17DiagnosticPrinterE
00007ffc08a1580a (__TEXT,__text) external __ZNK4llvm27DiagnosticInfoSampleProfile5printERNS_17DiagnosticPrinterE
00007ffc07688318 (__TEXT,__text) external __ZNK4llvm27FixedStackPseudoSourceValue10isConstantEPKNS_16MachineFrameInfoE
00007ffc089c1900 (__TEXT,__text) external __ZNK4llvm27FixedStackPseudoSourceValue11printCustomERNS_11raw_ostreamE
00007ffc089c18de (__TEXT,__text) external __ZNK4llvm27FixedStackPseudoSourceValue8mayAliasEPKNS_16MachineFrameInfoE
00007ffc089c18be (__TEXT,__text) external __ZNK4llvm27FixedStackPseudoSourceValue9isAliasedEPKNS_16MachineFrameInfoE
00007ffc07270ef6 (__TEXT,__text) external __ZNK4llvm27ImplicitControlFlowTracking20isSpecialInstructionEPKNS_11InstructionE
00007ffc0898c402 (__TEXT,__text) external __ZNK4llvm27MachineCycleInfoWrapperPass16getAnalysisUsageERNS_13AnalysisUsageE
00007ffc0898c414 (__TEXT,__text) external __ZNK4llvm27MachineCycleInfoWrapperPass5printERNS_11raw_ostreamEPKNS_6ModuleE
00007ffc08905996 (__TEXT,__text) external __ZNK4llvm27MemoryDependenceWrapperPass16getAnalysisUsageERNS_13AnalysisUsageE
00007ffc08a27bdc (__TEXT,__text) external __ZNK4llvm27PassManagerPrettyStackEntry5printERNS_11raw_ostreamE
00007ffc0775866e (__TEXT,__text) external __ZNK4llvm27TargetLoweringObjectFileELF17getSectionForLSDAERKNS_8FunctionERKNS_8MCSymbolERKNS_13TargetMachineE
00007ffc0775597a (__TEXT,__text) external __ZNK4llvm27TargetLoweringObjectFileELF18emitModuleMetadataERNS_10MCStreamerERNS_6ModuleE
00007ffc07756310 (__TEXT,__text) external __ZNK4llvm27TargetLoweringObjectFileELF20emitPersonalityValueERNS_10MCStreamerERKNS_10DataLayoutEPKNS_8MCSymbolE
00007ffc0775907c (__TEXT,__text) external __ZNK4llvm27TargetLoweringObjectFileELF20getStaticCtorSectionEjPKNS_8MCSymbolE
00007ffc07759386 (__TEXT,__text) external __ZNK4llvm27TargetLoweringObjectFileELF20getStaticDtorSectionEjPKNS_8MCSymbolE
00007ffc0775893a (__TEXT,__text) external __ZNK4llvm27TargetLoweringObjectFileELF21getSectionForConstantERKNS_10DataLayoutENS_11SectionKindEPKNS_8ConstantERNS_5AlignE
00007ffc07757d58 (__TEXT,__text) external __ZNK4llvm27TargetLoweringObjectFileELF22SelectSectionForGlobalEPKNS_12GlobalObjectENS_11SectionKindERKNS_13TargetMachineE
00007ffc07758430 (__TEXT,__text) external __ZNK4llvm27TargetLoweringObjectFileELF22getSectionForJumpTableERKNS_8FunctionERKNS_13TargetMachineE
00007ffc077593a8 (__TEXT,__text) external __ZNK4llvm27TargetLoweringObjectFileELF22lowerRelativeReferenceEPKNS_11GlobalValueES3_RKNS_13TargetMachineE
00007ffc07756280 (__TEXT,__text) external __ZNK4llvm27TargetLoweringObjectFileELF23getCFIPersonalitySymbolEPKNS_11GlobalValueERKNS_13TargetMachineEPNS_17MachineModuleInfoE
00007ffc07756666 (__TEXT,__text) external __ZNK4llvm27TargetLoweringObjectFileELF23getTTypeGlobalReferenceEPKNS_11GlobalValueEjRKNS_13TargetMachineEPNS_17MachineModuleInfoERNS_10MCStreamerE
00007ffc077596a2 (__TEXT,__text) external __ZNK4llvm27TargetLoweringObjectFileELF23lowerDSOLocalEquivalentEPKNS_18DSOLocalEquivalentERKNS_13TargetMachineE
00007ffc07756882 (__TEXT,__text) external __ZNK4llvm27TargetLoweringObjectFileELF24getExplicitSectionGlobalEPKNS_12GlobalObjectENS_11SectionKindERKNS_13TargetMachineE
00007ffc07759908 (__TEXT,__text) external __ZNK4llvm27TargetLoweringObjectFileELF25getSectionForCommandLinesEv
00007ffc07758052 (__TEXT,__text) external __ZNK4llvm27TargetLoweringObjectFileELF27getUniqueSectionForFunctionERKNS_8FunctionERKNS_13TargetMachineE
00007ffc077589b4 (__TEXT,__text) external __ZNK4llvm27TargetLoweringObjectFileELF30getSectionForMachineBasicBlockERKNS_8FunctionERKNS_17MachineBasicBlockERKNS_13TargetMachineE
00007ffc07758932 (__TEXT,__text) external __ZNK4llvm27TargetLoweringObjectFileELF35shouldPutJumpTableInFunctionSectionEbRKNS_8FunctionE
00007ffc08a3963a (__TEXT,__text) external __ZNK4llvm28DWARFAbbreviationDeclaration13AttributeSpec11getByteSizeERKNS_9DWARFUnitE
00007ffc08a397ba (__TEXT,__text) external __ZNK4llvm28DWARFAbbreviationDeclaration13FixedSizeInfo11getByteSizeERKNS_9DWARFUnitE
00007ffc08a3974e (__TEXT,__text) external __ZNK4llvm28DWARFAbbreviationDeclaration17getAttributeValueEyNS_5dwarf9AttributeERKNS_9DWARFUnitE
00007ffc07935650 (__TEXT,__text) external __ZNK4llvm28DWARFAbbreviationDeclaration18findAttributeIndexENS_5dwarf9AttributeE
00007ffc08a3982a (__TEXT,__text) external __ZNK4llvm28DWARFAbbreviationDeclaration26getFixedAttributesByteSizeERKNS_9DWARFUnitE
00007ffc08a3955a (__TEXT,__text) external __ZNK4llvm28DWARFAbbreviationDeclaration27getAttributeOffsetFromIndexEjyRKNS_9DWARFUnitE
