00007ffa1c0fb082 (__TEXT,__text) non-external _DiToMD5
00007ffa42cab7a0 (__DATA,__common) external _gIOReporterMetaClass
00007ffa41b42fc8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReporter_Declaration
00007ffa42cab7c8 (__DATA,__common) external _gIOServiceMetaClass
00007ffa42cab7d0 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
00007ffa41b42ff8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
00007ffa42cab7d8 (__DATA,__common) external _gIOServiceStateNotificationDispatchSourceMetaClass
00007ffa41b43000 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceStateNotificationDispatchSource_Declaration
00007ffa41b42ff0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
00007ffa42cab7a8 (__DATA,__common) external _gIOSimpleReporterMetaClass
00007ffa41b42fd0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOSimpleReporter_Declaration
00007ffa42cab7b0 (__DATA,__common) external _gIOStateReporterMetaClass
00007ffa41b42fd8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOStateReporter_Declaration
00007ffa42cab890 (__DATA,__common) external _gIOThreadMetaClass
00007ffa41b430b8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOThread_Declaration
00007ffa42cab7e0 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
00007ffa41b43008 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
00007ffa42cab7e8 (__DATA,__common) external _gIOUserClientMetaClass
00007ffa41b43010 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
00007ffa42cab7f8 (__DATA,__common) external _gIOUserServerMetaClass
00007ffa41b43020 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
00007ffa42cab800 (__DATA,__common) external _gIOWorkGroupMetaClass
00007ffa41b43028 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOWorkGroup_Declaration
00007ffa42cab808 (__DATA,__common) external _gOSActionMetaClass
00007ffa41b43030 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
00007ffa42cab7f0 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
00007ffa41b43018 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
00007ffa42cab888 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
00007ffa41b430b0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
00007ffa42cab810 (__DATA,__common) external _gOSArrayMetaClass
00007ffa41b43038 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
00007ffa42cab818 (__DATA,__common) external _gOSBooleanMetaClass
00007ffa41b43040 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
00007ffa42cab820 (__DATA,__common) external _gOSBundleMetaClass
00007ffa41b43048 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBundle_Declaration
00007ffa42cab828 (__DATA,__common) external _gOSCollectionMetaClass
00007ffa41b43050 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
00007ffa42cab830 (__DATA,__common) external _gOSContainerMetaClass
00007ffa41b43058 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
00007ffa42cab838 (__DATA,__common) external _gOSDataMetaClass
00007ffa41b43060 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
00007ffa42cab840 (__DATA,__common) external _gOSDictionaryMetaClass
00007ffa41b43068 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
00007ffa42cab848 (__DATA,__common) external _gOSMappedFileMetaClass
00007ffa41b43070 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSMappedFile_Declaration
00007ffa42cab628 (__DATA,__common) non-external (was a private external) _gOSMetaClassBasePrivateLayout
00007ffa41b42f60 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBasePrivateLayout_Declaration
00007ffa42cab448 (__DATA,__common) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout
00007ffa41b42f58 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout_Declaration
00007ffa42cab850 (__DATA,__common) external _gOSNumberMetaClass
00007ffa41b43078 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
00007ffa42cab858 (__DATA,__common) external _gOSObjectMetaClass
00007ffa41b43080 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
00007ffa42cab860 (__DATA,__common) external _gOSOrderedSetMetaClass
00007ffa41b43088 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSOrderedSet_Declaration
00007ffa42cab868 (__DATA,__common) external _gOSSerializationMetaClass
00007ffa41b43090 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
00007ffa42cab870 (__DATA,__common) external _gOSSetMetaClass
00007ffa41b43098 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSet_Declaration
00007ffa42cab878 (__DATA,__common) external _gOSStringMetaClass
00007ffa41b430a0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSString_Declaration
00007ffa42cab880 (__DATA,__common) external _g_IOBlockStorageDeviceMetaClass
00007ffa41b430a8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _g_IOBlockStorageDevice_Declaration
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getsectiondata (from libSystem)
                 (undefined) external _host_get_io_main (from libSystem)
00007ffa1c0f2b4f (__TEXT,__text) non-external (was a private external) _io_catalog_get_data
00007ffa1c0f2cb7 (__TEXT,__text) non-external (was a private external) _io_catalog_get_gen_count
00007ffa1c0f2dbc (__TEXT,__text) non-external (was a private external) _io_catalog_module_loaded
00007ffa1c0f2f3a (__TEXT,__text) non-external (was a private external) _io_catalog_reset
00007ffa1c0f285d (__TEXT,__text) non-external (was a private external) _io_catalog_send_data
00007ffa1c0f29cb (__TEXT,__text) non-external (was a private external) _io_catalog_terminate
00007ffa1c0f19c2 (__TEXT,__text) non-external (was a private external) _io_connect_add_client
00007ffa1c0f4a2a (__TEXT,__text) non-external (was a private external) _io_connect_async_method
00007ffa1c0f34fc (__TEXT,__text) non-external (was a private external) _io_connect_get_notification_semaphore
00007ffa1c0f18b1 (__TEXT,__text) non-external (was a private external) _io_connect_get_service
00007ffa1c0f4406 (__TEXT,__text) non-external (was a private external) _io_connect_map_memory_into_task
00007ffa1c0f4695 (__TEXT,__text) non-external (was a private external) _io_connect_method
00007ffa1c0f5762 (__TEXT,__text) non-external (was a private external) _io_connect_method_var_output
00007ffa1c0f4e1b (__TEXT,__text) non-external (was a private external) _io_connect_set_notification_port
00007ffa1c0f1ab6 (__TEXT,__text) non-external (was a private external) _io_connect_set_properties
00007ffa1c0f456b (__TEXT,__text) non-external (was a private external) _io_connect_unmap_memory_from_task
00007ffa1c0f7193 (__TEXT,__text) non-external (was a private external) _io_device_tree_entry_exists_with_name
00007ffa1c0f2758 (__TEXT,__text) non-external (was a private external) _io_iterator_is_valid
00007ffa1c0f03d6 (__TEXT,__text) non-external (was a private external) _io_iterator_next
00007ffa1c0f04e7 (__TEXT,__text) non-external (was a private external) _io_iterator_reset
00007ffa1c0f0208 (__TEXT,__text) non-external (was a private external) _io_object_conforms_to
00007ffa1c0f409a (__TEXT,__text) non-external (was a private external) _io_object_get_bundle_identifier
00007ffa1c0f0060 (__TEXT,__text) non-external (was a private external) _io_object_get_class
00007ffa1c0f227b (__TEXT,__text) non-external (was a private external) _io_object_get_retain_count
00007ffa1c0f3e88 (__TEXT,__text) non-external (was a private external) _io_object_get_superclass
00007ffa1c0f0980 (__TEXT,__text) non-external (was a private external) _io_registry_create_iterator
00007ffa1c0f2576 (__TEXT,__text) non-external (was a private external) _io_registry_entry_create_iterator
00007ffa1c0f0d0e (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path
00007ffa1c0f6f82 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path_ool
00007ffa1c0f142b (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_child_iterator
00007ffa1c0f3628 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_location_in_plane
00007ffa1c0f0ee6 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name
00007ffa1c0f311c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name_in_plane
00007ffa1c0f1603 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_parent_iterator
00007ffa1c0f1c20 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path
00007ffa1c0f6d21 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path_ool
00007ffa1c0f108e (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties
00007ffa1c0f618e (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin
00007ffa1c0f7361 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin_buf
00007ffa1c0f0795 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property
00007ffa1c0f62d5 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin
00007ffa1c0f74da (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin_buf
00007ffa1c0f11d5 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bytes
00007ffa1c0f383a (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_recursively
00007ffa1c0f5639 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_registry_entry_id
00007ffa1c0f20ad (__TEXT,__text) non-external (was a private external) _io_registry_entry_in_plane
00007ffa1c0f1f43 (__TEXT,__text) non-external (was a private external) _io_registry_entry_set_properties
00007ffa1c0f1e32 (__TEXT,__text) non-external (was a private external) _io_registry_get_root_entry
00007ffa1c0f0b62 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_enter_entry
00007ffa1c0f0c38 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_exit_entry
00007ffa1c0f6065 (__TEXT,__text) non-external (was a private external) _io_server_version
00007ffa1c0f51cd (__TEXT,__text) non-external (was a private external) _io_service_add_interest_notification
00007ffa1c0f4f45 (__TEXT,__text) non-external (was a private external) _io_service_add_notification
00007ffa1c0f6aa4 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_bin
00007ffa1c0f53f6 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_ool
00007ffa1c0f17db (__TEXT,__text) non-external (was a private external) _io_service_close
00007ffa1c0f5e4b (__TEXT,__text) non-external (was a private external) _io_service_get_authorization_id
00007ffa1c0f2380 (__TEXT,__text) non-external (was a private external) _io_service_get_busy_state
00007ffa1c0f5b15 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service
00007ffa1c0f652c (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_bin
00007ffa1c0f5ced (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_ool
00007ffa1c0f05bd (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services
00007ffa1c0f6702 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_bin
00007ffa1c0f3bd6 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_ool
00007ffa1c0f3a91 (__TEXT,__text) non-external (was a private external) _io_service_get_state
00007ffa1c0f332e (__TEXT,__text) non-external (was a private external) _io_service_match_property_table
00007ffa1c0f68d8 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_bin
00007ffa1c0f3d34 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_ool
00007ffa1c0f42ac (__TEXT,__text) non-external (was a private external) _io_service_open_extended
00007ffa1c0f302b (__TEXT,__text) non-external (was a private external) _io_service_request_probe
00007ffa1c0f5f74 (__TEXT,__text) non-external (was a private external) _io_service_set_authorization_id
00007ffa1c0f2485 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet
00007ffa1c0f7759 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet_with_options
00007ffa1c0f0054 (__TEXT,__text) non-external (was a private external) _iokit_user_client_trap
00007ffa42cab440 (__DATA,__common) external _kOSBooleanFalse
00007ffa42cab438 (__DATA,__common) external _kOSBooleanTrue
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_continuous_time (from libSystem)
                 (undefined) external _mach_error (from libSystem)
                 (undefined) external _mach_error_string (from libSystem)
                 (undefined) external _mach_host_self (from libSystem)
                 (undefined) external _mach_msg2_internal (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_allocate (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_port_mod_refs (from libSystem)
                 (undefined) external _mach_ports_lookup (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_deallocate (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
00007ffa1c0e166f (__TEXT,__text) external _nanoseconds_to_absolutetime
00007ffa1c10b6fc (__TEXT,__text) non-external _nanoseconds_to_absolutetime.cold.1
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_eventlink_activate (from libSystem)
                 (undefined) external _os_eventlink_associate (from libSystem)
                 (undefined) external _os_eventlink_cancel (from libSystem)
                 (undefined) external _os_eventlink_create_with_port (from libSystem)
                 (undefined) external _os_eventlink_disassociate (from libSystem)
                 (undefined) external _os_eventlink_signal (from libSystem)
                 (undefined) external _os_eventlink_signal_and_wait (from libSystem)
                 (undefined) external _os_eventlink_signal_and_wait_until (from libSystem)
                 (undefined) external _os_eventlink_wait (from libSystem)
                 (undefined) external _os_eventlink_wait_until (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_release (from libSystem)
                 (undefined) external _os_unfair_lock_assert_not_owner (from libSystem)
                 (undefined) external _os_unfair_lock_assert_owner (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_trylock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_lock_with_options (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_owned (from libSystem)
