
/System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/Support/assistantd (for architecture x86_64):
00000001002ed0f4 (__TEXT,__text) external _ADAMOSIdentifierCreate
                 (undefined) external _SAPhoneHangUpCallTypeACTIVEValue (from SAObjects)
                 (undefined) external _SAPhoneHangUpCallTypeHELDValue (from SAObjects)
                 (undefined) external _SAPhoneHangUpCallTypeINCOMINGValue (from SAObjects)
                 (undefined) external _SAPhoneHangUpCallTypeOUTGOINGValue (from SAObjects)
                 (undefined) external _SAPhoneHangUpClassIdentifier (from SAObjects)
                 (undefined) external _SAPhoneHeldCallHungUpErrorCode (from SAObjects)
                 (undefined) external _SAPhoneIncomingCallDeclinedErrorCode (from SAObjects)
                 (undefined) external _SAPhoneIncomingCallSearchClassIdentifier (from SAObjects)
                 (undefined) external _SAPhoneIncomingCallTypeFACETIME_AUDIOValue (from SAObjects)
                 (undefined) external _SAPhoneIncomingCallTypeFACETIME_VIDEOValue (from SAObjects)
                 (undefined) external _SAPhoneIncomingCallTypeTELEPHONYValue (from SAObjects)
                 (undefined) external _SAPhoneIncomingCallTypeUNKNOWNValue (from SAObjects)
                 (undefined) external _SAPhoneOutgoingCallHungUpErrorCode (from SAObjects)
                 (undefined) external _SAPhonePhoneSearchHasNoResultsErrorCode (from SAObjects)
                 (undefined) external _SAPhonePhoneSearchHasResultsErrorCode (from SAObjects)
                 (undefined) external _SAPhonePlayVoiceMailClassIdentifier (from SAObjects)
                 (undefined) external _SAPhoneSearchClassIdentifier (from SAObjects)
                 (undefined) external _SAPhoneSearchCompletedClassIdentifier (from SAObjects)
                 (undefined) external _SAPhoneSearchCompletedPhoneSearchResultsPListKey (from SAObjects)
                 (undefined) external _SAPreSynthesizeTTSClassIdentifier (from SAObjects)
                 (undefined) external _SAProximityHintFarValue (from SAObjects)
                 (undefined) external _SAProximityHintImmediateValue (from SAObjects)
                 (undefined) external _SAProximityHintNearbyValue (from SAObjects)
                 (undefined) external _SAProximityHintPrimaryValue (from SAObjects)
                 (undefined) external _SAProximityHintUnknownValue (from SAObjects)
                 (undefined) external _SAQuickStopCategoryAlarmValue (from SAObjects)
                 (undefined) external _SAQuickStopCategoryNoneValue (from SAObjects)
                 (undefined) external _SAQuickStopCategoryTimerValue (from SAObjects)
                 (undefined) external _SAReminderGroupIdentifier (from SAObjects)
                 (undefined) external _SAReminderListSearchClassIdentifier (from SAObjects)
                 (undefined) external _SAReminderSearchClassIdentifier (from SAObjects)
                 (undefined) external _SAReminderSnoozeClassIdentifier (from SAObjects)
                 (undefined) external _SARemoteDeviceBrandNameNikeValue (from SAObjects)
                 (undefined) external _SARemoteDevicePersonalDomainsAuthenticationModeNeverValue (from SAObjects)
                 (undefined) external _SARemoteDevicePersonalDomainsAuthenticationModeSecureRequestsValue (from SAObjects)
                 (undefined) external _SARequestCompletedClassIdentifier (from SAObjects)
                 (undefined) external _SARequestTimeoutErrorCode (from SAObjects)
                 (undefined) external _SARollbackReasonSIRIMINI_ARBITRATIONValue (from SAObjects)
                 (undefined) external _SASAbortSpeechRequestReasonACOUSTIC_ID_DETECTEDValue (from SAObjects)
                 (undefined) external _SASAbortSpeechRequestReasonFALSE_TRIGGER_DETECTEDValue (from SAObjects)
                 (undefined) external _SASBargeInModeOVER_ALARMValue (from SAObjects)
                 (undefined) external _SASBargeInModeOVER_MEDIAValue (from SAObjects)
                 (undefined) external _SASBargeInModeOVER_SIRI_OUTPUTValue (from SAObjects)
                 (undefined) external _SASBargeInModeOVER_TIMERValue (from SAObjects)
                 (undefined) external _SASCodecForString (from SAObjects)
                 (undefined) external _SASCodecOPUS_Mono_16000HzValue (from SAObjects)
                 (undefined) external _SASCodecOPUS_Mono_8000HzValue (from SAObjects)
                 (undefined) external _SASCodecSpeex_NB_Quality7Value (from SAObjects)
                 (undefined) external _SASCodecSpeex_WB_Quality8Value (from SAObjects)
                 (undefined) external _SASDictationNotReadyErrorCode (from SAObjects)
                 (undefined) external _SASExtractSpeechDataAudioOutputTypeAudioFormatLinearPCMValue (from SAObjects)
                 (undefined) external _SASExtractSpeechDataAudioOutputTypeAudioFormatOpusValue (from SAObjects)
                 (undefined) external _SASFinishSpeechEndPointAUTOMATICValue (from SAObjects)
                 (undefined) external _SASFinishSpeechEndPointCAESURAValue (from SAObjects)
                 (undefined) external _SASFinishSpeechEndPointMANUALValue (from SAObjects)
                 (undefined) external _SASFinishSpeechEndPointVADValue (from SAObjects)
                 (undefined) external _SASGroupIdentifier (from SAObjects)
                 (undefined) external _SASRecordingInfoAlertTypeBeepValue (from SAObjects)
                 (undefined) external _SASRecordingInfoAlertTypeHapticValue (from SAObjects)
                 (undefined) external _SASRecordingInfoAlertTypeNoneValue (from SAObjects)
                 (undefined) external _SASRecordingInfoAlertTypeVibrationValue (from SAObjects)
                 (undefined) external _SASSpeechCorrectionStatisticsSourceDictationValue (from SAObjects)
                 (undefined) external _SASStartSpeechAudioSourceBluetoothDoAPDeviceValue (from SAObjects)
                 (undefined) external _SASStartSpeechAudioSourcePListKey (from SAObjects)
                 (undefined) external _SASStartSpeechDictationApplicationNamePListKey (from SAObjects)
                 (undefined) external _SASStartSpeechDictationFieldKeyboardReturnKeyDefaultValue (from SAObjects)
                 (undefined) external _SASStartSpeechDictationFieldKeyboardReturnKeyDoneValue (from SAObjects)
                 (undefined) external _SASStartSpeechDictationFieldKeyboardReturnKeyEmergencyCallValue (from SAObjects)
                 (undefined) external _SASStartSpeechDictationFieldKeyboardReturnKeyGoValue (from SAObjects)
                 (undefined) external _SASStartSpeechDictationFieldKeyboardReturnKeyGoogleValue (from SAObjects)
                 (undefined) external _SASStartSpeechDictationFieldKeyboardReturnKeyJoinValue (from SAObjects)
                 (undefined) external _SASStartSpeechDictationFieldKeyboardReturnKeyNextValue (from SAObjects)
                 (undefined) external _SASStartSpeechDictationFieldKeyboardReturnKeyRouteValue (from SAObjects)
                 (undefined) external _SASStartSpeechDictationFieldKeyboardReturnKeySearchValue (from SAObjects)
                 (undefined) external _SASStartSpeechDictationFieldKeyboardReturnKeySendValue (from SAObjects)
                 (undefined) external _SASStartSpeechDictationFieldKeyboardReturnKeyYahooValue (from SAObjects)
                 (undefined) external _SASStartSpeechDictationFieldKeyboardTypeASCIICapableValue (from SAObjects)
                 (undefined) external _SASStartSpeechDictationFieldKeyboardTypeAlphabetValue (from SAObjects)
                 (undefined) external _SASStartSpeechDictationFieldKeyboardTypeAssistantValue (from SAObjects)
                 (undefined) external _SASStartSpeechDictationFieldKeyboardTypeDecimalPadValue (from SAObjects)
                 (undefined) external _SASStartSpeechDictationFieldKeyboardTypeDefaultValue (from SAObjects)
                 (undefined) external _SASStartSpeechDictationFieldKeyboardTypeEmailAddressValue (from SAObjects)
                 (undefined) external _SASStartSpeechDictationFieldKeyboardTypeNamePhonePadValue (from SAObjects)
                 (undefined) external _SASStartSpeechDictationFieldKeyboardTypeNumberPadValue (from SAObjects)
                 (undefined) external _SASStartSpeechDictationFieldKeyboardTypeNumbersAndPunctuationValue (from SAObjects)
                 (undefined) external _SASStartSpeechDictationFieldKeyboardTypePhonePadValue (from SAObjects)
                 (undefined) external _SASStartSpeechDictationFieldKeyboardTypeTwitterValue (from SAObjects)
                 (undefined) external _SASStartSpeechDictationFieldKeyboardTypeURLValue (from SAObjects)
                 (undefined) external _SASStartSpeechDictationFieldKeyboardTypeWebSearchValue (from SAObjects)
                 (undefined) external _SASStartSpeechDictationFieldLabelPListKey (from SAObjects)
                 (undefined) external _SASStartSpeechHeadsetAddressPListKey (from SAObjects)
                 (undefined) external _SASStartSpeechHeadsetIdPListKey (from SAObjects)
                 (undefined) external _SASStartSpeechHeadsetNamePListKey (from SAObjects)
                 (undefined) external _SASStartSpeechMotionActivityPListKey (from SAObjects)
                 (undefined) external _SASStartSpeechMotionConfidencePListKey (from SAObjects)
                 (undefined) external _SASStartSpeechOriginPListKey (from SAObjects)
                 (undefined) external _SASUpdateAudioInfoAudioSourcePListKey (from SAObjects)
                 (undefined) external _SASUpdateAudioInfoHeadsetAddressPListKey (from SAObjects)
                 (undefined) external _SASUpdateAudioInfoHeadsetIdPListKey (from SAObjects)
                 (undefined) external _SASUpdateAudioInfoHeadsetNamePListKey (from SAObjects)
                 (undefined) external _SASUpdateAudioInfoOriginPListKey (from SAObjects)
                 (undefined) external _SASUpdateAudioInfoProductIdPListKey (from SAObjects)
                 (undefined) external _SASUpdateAudioInfoVendorIdPListKey (from SAObjects)
                 (undefined) external _SASearchTypeVOICE_SEARCHValue (from SAObjects)
                 (undefined) external _SASearchTypeWEB_SEARCHValue (from SAObjects)
                 (undefined) external _SASendInstrumentationPayloadVersionGENERIC_WRAPPER_SUPPORTValue (from SAObjects)
                 (undefined) external _SASetAssistantDataAnchorPListKey (from SAObjects)
                 (undefined) external _SASetRequestOriginLatitudePListKey (from SAObjects)
                 (undefined) external _SASetRequestOriginLongitudePListKey (from SAObjects)
                 (undefined) external _SASetRequestOriginStatusDeniedValue (from SAObjects)
                 (undefined) external _SASetRequestOriginStatusDisabledValue (from SAObjects)
                 (undefined) external _SASetRequestOriginStatusTimeoutValue (from SAObjects)
                 (undefined) external _SASetRequestOriginStatusUnknownValue (from SAObjects)
                 (undefined) external _SASetRequestOriginStatusValidValue (from SAObjects)
                 (undefined) external _SASetRequestOriginStatusWiFiOffValue (from SAObjects)
                 (undefined) external _SASettingConnectedHeadsetNoiseManagementSiriControlUnsupportedErrorCode (from SAObjects)
                 (undefined) external _SASettingConnectedHeadsetNoiseManagementUnsupportedErrorCode (from SAObjects)
                 (undefined) external _SASettingGetAirplaneModeClassIdentifier (from SAObjects)
                 (undefined) external _SASettingGetFlashlightClassIdentifier (from SAObjects)
                 (undefined) external _SASettingGetNoiseManagementClassIdentifier (from SAObjects)
                 (undefined) external _SASettingGetPlaybackAudioRouteClassIdentifier (from SAObjects)
                 (undefined) external _SASettingGetVoiceOverClassIdentifier (from SAObjects)
                 (undefined) external _SASettingGetVoiceTriggerEnabledStateClassIdentifier (from SAObjects)
                 (undefined) external _SASettingGroupIdentifier (from SAObjects)
                 (undefined) external _SASettingNoHeadsetConnectedErrorCode (from SAObjects)
                 (undefined) external _SASettingNoiseManagementOptionAUDIO_TRANSPARENCYValue (from SAObjects)
                 (undefined) external _SASettingNoiseManagementOptionNOISE_CANCELLATIONValue (from SAObjects)
