00000001dd941f98 (__TEXT,__text) non-external _DiToMD5
00000001e13b4608 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
00000001e51d1030 (__DATA,__common) external _gOSMappedFileMetaClass
00000001e13b4610 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSMappedFile_Declaration
00000001e51d0e10 (__DATA,__common) non-external (was a private external) _gOSMetaClassBasePrivateLayout
00000001e13b4500 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBasePrivateLayout_Declaration
00000001e51d0c30 (__DATA,__common) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout
00000001e13b44f8 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout_Declaration
00000001e51d1038 (__DATA,__common) external _gOSNumberMetaClass
00000001e13b4618 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
00000001e51d1040 (__DATA,__common) external _gOSObjectMetaClass
00000001e13b4620 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
00000001e51d1048 (__DATA,__common) external _gOSOrderedSetMetaClass
00000001e13b4628 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSOrderedSet_Declaration
00000001e51d1050 (__DATA,__common) external _gOSSerializationMetaClass
00000001e13b4630 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
00000001e51d1058 (__DATA,__common) external _gOSSetMetaClass
00000001e13b4638 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSet_Declaration
00000001e51d1060 (__DATA,__common) external _gOSStringMetaClass
00000001e13b4640 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSString_Declaration
00000001e51d1068 (__DATA,__common) external _g_IOBlockStorageDeviceMetaClass
00000001e13b4648 (__DATA_CONST,__osclassinfo) non-external (was a private external) _g_IOBlockStorageDevice_Declaration
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getsectiondata (from libSystem)
                 (undefined) external _host_get_io_main (from libSystem)
00000001dd937d98 (__TEXT,__text) non-external (was a private external) _io_catalog_get_data
00000001dd937f64 (__TEXT,__text) non-external (was a private external) _io_catalog_get_gen_count
00000001dd9380b4 (__TEXT,__text) non-external (was a private external) _io_catalog_module_loaded
00000001dd938250 (__TEXT,__text) non-external (was a private external) _io_catalog_reset
00000001dd937a50 (__TEXT,__text) non-external (was a private external) _io_catalog_send_data
00000001dd937bf4 (__TEXT,__text) non-external (was a private external) _io_catalog_terminate
00000001dd936944 (__TEXT,__text) non-external (was a private external) _io_connect_add_client
00000001dd93a068 (__TEXT,__text) non-external (was a private external) _io_connect_async_method
00000001dd9388c8 (__TEXT,__text) non-external (was a private external) _io_connect_get_notification_semaphore
00000001dd9367dc (__TEXT,__text) non-external (was a private external) _io_connect_get_service
00000001dd939988 (__TEXT,__text) non-external (was a private external) _io_connect_map_memory_into_task
00000001dd939c8c (__TEXT,__text) non-external (was a private external) _io_connect_method
00000001dd93af10 (__TEXT,__text) non-external (was a private external) _io_connect_method_var_output
00000001dd93a494 (__TEXT,__text) non-external (was a private external) _io_connect_set_notification_port
00000001dd936a6c (__TEXT,__text) non-external (was a private external) _io_connect_set_properties
00000001dd939b20 (__TEXT,__text) non-external (was a private external) _io_connect_unmap_memory_from_task
00000001dd93cd58 (__TEXT,__text) non-external (was a private external) _io_device_tree_entry_exists_with_name
00000001dd937900 (__TEXT,__text) non-external (was a private external) _io_iterator_is_valid
00000001dd934fa4 (__TEXT,__text) non-external (was a private external) _io_iterator_next
00000001dd93510c (__TEXT,__text) non-external (was a private external) _io_iterator_reset
00000001dd934dcc (__TEXT,__text) non-external (was a private external) _io_object_conforms_to
00000001dd9395b4 (__TEXT,__text) non-external (was a private external) _io_object_get_bundle_identifier
00000001dd934be4 (__TEXT,__text) non-external (was a private external) _io_object_get_class
00000001dd937338 (__TEXT,__text) non-external (was a private external) _io_object_get_retain_count
00000001dd939394 (__TEXT,__text) non-external (was a private external) _io_object_get_superclass
00000001dd935644 (__TEXT,__text) non-external (was a private external) _io_registry_create_iterator
00000001dd937700 (__TEXT,__text) non-external (was a private external) _io_registry_entry_create_iterator
00000001dd935a7c (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path
00000001dd93cae4 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path_ool
00000001dd9362e0 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_child_iterator
00000001dd938a44 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_location_in_plane
00000001dd935c94 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name
00000001dd9384a8 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name_in_plane
00000001dd9364d0 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_parent_iterator
00000001dd936c10 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path
00000001dd93c83c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path_ool
00000001dd935e7c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties
00000001dd93bab4 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin
00000001dd93cf30 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin_buf
00000001dd935440 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property
00000001dd93bc68 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin
00000001dd93d100 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin_buf
00000001dd936030 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bytes
00000001dd938c64 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_recursively
00000001dd93ad90 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_registry_entry_id
00000001dd937160 (__TEXT,__text) non-external (was a private external) _io_registry_entry_in_plane
00000001dd936fbc (__TEXT,__text) non-external (was a private external) _io_registry_entry_set_properties
00000001dd936e54 (__TEXT,__text) non-external (was a private external) _io_registry_get_root_entry
00000001dd935844 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_enter_entry
00000001dd935960 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_exit_entry
00000001dd93b934 (__TEXT,__text) non-external (was a private external) _io_server_version
00000001dd93a8b4 (__TEXT,__text) non-external (was a private external) _io_service_add_interest_notification
00000001dd93a600 (__TEXT,__text) non-external (was a private external) _io_service_add_notification
00000001dd93c56c (__TEXT,__text) non-external (was a private external) _io_service_add_notification_bin
00000001dd93ab10 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_ool
00000001dd9366c0 (__TEXT,__text) non-external (was a private external) _io_service_close
00000001dd93b68c (__TEXT,__text) non-external (was a private external) _io_service_get_authorization_id
00000001dd937488 (__TEXT,__text) non-external (was a private external) _io_service_get_busy_state
00000001dd93b2d8 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service
00000001dd93bedc (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_bin
00000001dd93b4f0 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_ool
00000001dd935228 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services
00000001dd93c114 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_bin
00000001dd939078 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_ool
00000001dd938ed8 (__TEXT,__text) non-external (was a private external) _io_service_get_state
00000001dd9386c8 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table
00000001dd93c34c (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_bin
00000001dd939214 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_ool
00000001dd9397d4 (__TEXT,__text) non-external (was a private external) _io_service_open_extended
00000001dd93837c (__TEXT,__text) non-external (was a private external) _io_service_request_probe
00000001dd93b80c (__TEXT,__text) non-external (was a private external) _io_service_set_authorization_id
00000001dd9375d8 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet
00000001dd93d390 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet_with_options
00000001dd934bd8 (__TEXT,__text) non-external (was a private external) _iokit_user_client_trap
00000001e51d0c20 (__DATA,__common) external _kOSBooleanFalse
00000001e51d0c18 (__DATA,__common) external _kOSBooleanTrue
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_continuous_time (from libSystem)
                 (undefined) external _mach_error (from libSystem)
                 (undefined) external _mach_error_string (from libSystem)
                 (undefined) external _mach_host_self (from libSystem)
                 (undefined) external _mach_msg2_internal (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_allocate (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_port_mod_refs (from libSystem)
                 (undefined) external _mach_ports_lookup (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _mach_timebase_info (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_deallocate (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
00000001dd9227d4 (__TEXT,__text) external _nanoseconds_to_absolutetime
00000001dd953800 (__TEXT,__text) non-external _nanoseconds_to_absolutetime.cold.1
00000001dd95382c (__TEXT,__text) non-external _nanoseconds_to_absolutetime.cold.2
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_eventlink_activate (from libSystem)
                 (undefined) external _os_eventlink_associate (from libSystem)
                 (undefined) external _os_eventlink_cancel (from libSystem)
                 (undefined) external _os_eventlink_create_with_port (from libSystem)
                 (undefined) external _os_eventlink_disassociate (from libSystem)
                 (undefined) external _os_eventlink_signal (from libSystem)
                 (undefined) external _os_eventlink_signal_and_wait (from libSystem)
                 (undefined) external _os_eventlink_signal_and_wait_until (from libSystem)
                 (undefined) external _os_eventlink_wait (from libSystem)
                 (undefined) external _os_eventlink_wait_until (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_release (from libSystem)
                 (undefined) external _os_unfair_lock_assert_not_owner (from libSystem)
                 (undefined) external _os_unfair_lock_assert_owner (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_trylock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_lock_with_options (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_owned (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_trylock (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_unlock (from libSystem)
                 (undefined) external _os_workgroup_create_with_port (from libSystem)
                 (undefined) external _os_workgroup_join (from libSystem)
                 (undefined) external _os_workgroup_leave (from libSystem)
00000001dd953700 (__TEXT,__text) external _panic
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_getschedparam (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_setdetachstate (from libSystem)
                 (undefined) external _pthread_attr_setschedparam (from libSystem)
                 (undefined) external _pthread_attr_setschedpolicy (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_signal (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_key_delete (from libSystem)
                 (undefined) external _pthread_mach_thread_np (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_trylock (from libSystem)
