00000001ba3861b8 (__TEXT,__text) non-external +[DDLog addLogger:]
00000001ba39c0c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$scanCharactersFromSet:intoString:
00000001ba39c0e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$scannerWithString:
00000001ba39c100 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$scheduleInRunLoop:forMode:
00000001ba39c120 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$scheduleTimerToRollLogFileDueToAge
00000001ba39c140 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$scheduledTimerWithTimeInterval:target:selector:userInfo:repeats:
00000001ba39c160 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$searchForTermAfterPreBuffering:
00000001ba39c180 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$second
00000001ba39c1a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$seekToEndOfFile
00000001ba39c1c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$sendResponseHeadersAndBody
00000001ba39c1e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCharactersToBeSkipped:
00000001ba39c200 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setData:
00000001ba39c220 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setDateFormat:
00000001ba39c240 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setDelegate:
00000001ba39c260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setDelegate:delegateQueue:
00000001ba39c280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setDelegate:delegateQueue:synchronously:
00000001ba39c2a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setDelegate:synchronously:
00000001ba39c2c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setDelegateQueue:synchronously:
00000001ba39c2e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setFile:
00000001ba39c300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setFormatterBehavior:
00000001ba39c320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setHeaderField:value:
00000001ba39c340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setIsArchived:
00000001ba39c360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setLength:
00000001ba39c380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setLocale:
00000001ba39c3a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setLogLevel:forClass:
00000001ba39c3c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setObject:forKey:
00000001ba39c3e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setOffset:
00000001ba39c400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setReceiveBufferSize:
00000001ba39c420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setTXTRecordData:
00000001ba39c440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setTimeZone:
00000001ba39c460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setupReadAndWriteSourcesForNewlyConnectedSocket:
00000001ba39c480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setupReadTimerWithTimeout:
00000001ba39c4a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setupWriteTimerWithTimeout:
00000001ba39c4c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$shortValue
00000001ba39c4e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$shouldDie
00000001ba39c500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$shouldManuallyEvaluatePeerTrustForSocket:
00000001ba39c520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$shouldReadMoreBodyDataNow
00000001ba39c540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$socket:didAcceptNewSocket:
00000001ba39c560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$socket:didConnectToHost:port:
00000001ba39c580 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$socket:didReadData:withTag:
00000001ba39c5a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$socket:didReadPartialDataOfLength:tag:
00000001ba39c5c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$socket:didWriteDataWithTag:
00000001ba39c5e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$socket:didWritePartialDataOfLength:tag:
00000001ba39c600 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$socket:shouldTimeoutReadWithTag:elapsed:bytesDone:
00000001ba39c620 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$socket:shouldTimeoutWriteWithTag:elapsed:bytesDone:
00000001ba39c640 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$socket:shouldTrustPeer:
00000001ba39c660 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$socketDidCloseReadStream:
00000001ba39c680 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$socketDidDisconnect:withError:
00000001ba39c6a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$socketDidSecure:
00000001ba39c6c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$sortUsingSelector:
00000001ba39c6e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$sortedArrayUsingSelector:
00000001ba39c700 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$sortedLogFileInfos
00000001ba39c720 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$sslCipherSuites:
00000001ba39c740 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$sslError:
00000001ba39c760 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$sslIdentityAndCertificates
00000001ba39c780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$sslReadWithBuffer:length:
00000001ba39c7a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$sslWriteWithBuffer:length:
00000001ba39c7c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$ssl_continueSSLHandshake
00000001ba39c7e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$ssl_startTLS
00000001ba39c800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$start
00000001ba39c820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$startBonjourThreadIfNeeded
00000001ba39c840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$startConnectTimeout:
00000001ba39c860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$startConnection
00000001ba39c880 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$startReadingRequest
00000001ba39c8a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$startResponseForMethod:URI:
00000001ba39c8c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$startTLS:
00000001ba39c8e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$status
00000001ba39c900 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stop
00000001ba39c920 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stop:
00000001ba39c940 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stopAfterResponding
00000001ba39c960 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringByAppendingPathComponent:
00000001ba39c980 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringByAppendingString:
00000001ba39c9a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringByDeletingLastPathComponent
00000001ba39c9c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringByReplacingOccurrencesOfString:withString:options:range:
00000001ba39c9e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringByResolvingSymlinksInPath
00000001ba39ca00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringByStandardizingPath
00000001ba39ca20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringByTrimmingCharactersInSet:
00000001ba39ca40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringFromDate:
00000001ba39ca60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithCString:encoding:
00000001ba39ca80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithCapacity:
00000001ba39caa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithFormat:
00000001ba39cac0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithString:
00000001ba39cae0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithUTF8String:
00000001ba39cb00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$subarrayWithRange:
00000001ba39cb20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$substringFromIndex:
00000001ba39cb40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$substringToIndex:
00000001ba39cb60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$substringWithRange:
00000001ba39cb80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$supportsMethod:atPath:
00000001ba39cba0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$supportsStreamedRequestBody
00000001ba39cbc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$suspendReadSource
00000001ba39cbe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$suspendWriteSource
00000001ba39cc00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$synchronizeFile
00000001ba39cc20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$timeIntervalSinceNow
00000001ba39cc40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$timeIntervalSinceReferenceDate
00000001ba39cc60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$timeZoneWithAbbreviation:
00000001ba39cc80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$trustedRootsForSocket:
00000001ba39cca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$type
00000001ba39ccc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unlock
00000001ba39cce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unpublishBonjour
00000001ba39cd00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unsignedIntegerValue
00000001ba39cd20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unsignedLongLongValue
00000001ba39cd40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unsortedLogFileInfos
00000001ba39cd60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unsortedLogFilePaths
00000001ba39cd80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$uri
00000001ba39cda0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$url
00000001ba39cdc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$useDigestAccessAuthentication
00000001ba39cde0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$username
00000001ba39ce00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$usingCFStreamForTLS
00000001ba39ce20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$usingSecureTransportForTLS
00000001ba39ce40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$valueWithBytes:objCType:
00000001ba39ce60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$valueWithDDRange:
00000001ba39ce80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$version
00000001ba39cea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$whitespaceCharacterSet
00000001ba39cec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$willRemoveFromLogger:
00000001ba39cee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$willRemoveLogger
00000001ba39cf00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$writeBuffer
00000001ba39cf20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$writeData:
00000001ba39cf40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$writeData:withTimeout:tag:
00000001ba39cf60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$writeData:withTimeout:tag:countBytesWritten:
00000001ba39cf80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$writeQueueSize
00000001ba39cfa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$writeSendfile:atOffset:andLength:withTimeout:tag:countBytesWritten:
00000001ba39cfc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$writeTimeoutError
00000001ba39cfe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$year
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_respondsToSelector (from libobjc)
                 (undefined) external _objc_opt_self (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_setProperty_atomic (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _objc_storeWeak (from libobjc)
                 (undefined) external _objc_unsafeClaimAutoreleasedReturnValue (from libobjc)
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _poll (from libSystem)
                 (undefined) external _pthread_mach_thread_np (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _read (from libSystem)
                 (undefined) external _reallocf (from libSystem)
00000001e58b75a8 (__DATA_DIRTY,__bss) non-external _recentNonceQueue
00000001e58b75b0 (__DATA_DIRTY,__bss) non-external _recentNonces
                 (undefined) external _removexattr (from libSystem)
