00007ffb0054a2f2 (__TEXT,__text) non-external _DiToMD5
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
00007ffb00530990 (__TEXT,__text) external _clock_interval_to_deadline
                 (undefined) external _close (from libSystem)
00007ffb005309be (__TEXT,__text) external _continuoustime_to_absolutetime
00007ffb0052fdf2 (__TEXT,__text) external _crc32
                 (undefined) external _csops (from libSystem)
                 (undefined) external _csr_check (from libSystem)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_async_f (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_mach_cancel (from libSystem)
                 (undefined) external _dispatch_mach_connect (from libSystem)
                 (undefined) external _dispatch_mach_create_f (from libSystem)
                 (undefined) external _dispatch_mach_msg_get_msg (from libSystem)
                 (undefined) external _dispatch_main (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
00007ffb40d69250 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ffb40d695a0 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
00007ffb400261d0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
00007ffb40d695a8 (__DATA,__common) external _gIOCommandMetaClass
00007ffb40d695b0 (__DATA,__common) external _gIOCommandPoolMetaClass
00007ffb400261e0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommandPool_Declaration
00007ffb400261d8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommand_Declaration
00007ffb40d69290 (__DATA,__common) external _gIODKDebug
00007ffb40d695b8 (__DATA,__common) external _gIODMACommandMetaClass
00007ffb400261e8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
00007ffb40d695c0 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
00007ffb400261f0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODataQueueDispatchSource_Declaration
00007ffb40d695c8 (__DATA,__common) external _gIODispatchQueueMetaClass
00007ffb400261f8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchQueue_Declaration
00007ffb40d695d0 (__DATA,__common) external _gIODispatchSourceMetaClass
00007ffb40026200 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchSource_Declaration
00007ffb40d695d8 (__DATA,__common) external _gIOEventLinkMetaClass
00007ffb40026208 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOEventLink_Declaration
00007ffb40d695e0 (__DATA,__common) external _gIOExtensiblePaniclogMetaClass
00007ffb40026210 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOExtensiblePaniclog_Declaration
00007ffb40d69618 (__DATA,__common) external _gIOHistogramReporterMetaClass
00007ffb40026248 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOHistogramReporter_Declaration
00007ffb40d695e8 (__DATA,__common) external _gIOInterruptDispatchSourceMetaClass
00007ffb40026218 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
00007ffb40d695f0 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
00007ffb40026220 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
00007ffb40d695f8 (__DATA,__common) external _gIOMemoryMapMetaClass
00007ffb40026228 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
00007ffb40d69620 (__DATA,__common) external _gIOReportLegendMetaClass
00007ffb40026250 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReportLegend_Declaration
00007ffb40d69600 (__DATA,__common) external _gIOReporterMetaClass
00007ffb40026230 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReporter_Declaration
00007ffb40d69628 (__DATA,__common) external _gIOServiceMetaClass
00007ffb40d69630 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
00007ffb40026260 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
00007ffb40d69638 (__DATA,__common) external _gIOServiceStateNotificationDispatchSourceMetaClass
00007ffb40026268 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceStateNotificationDispatchSource_Declaration
00007ffb40026258 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
00007ffb40d69608 (__DATA,__common) external _gIOSimpleReporterMetaClass
00007ffb40026238 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOSimpleReporter_Declaration
00007ffb40d69610 (__DATA,__common) external _gIOStateReporterMetaClass
00007ffb40026240 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOStateReporter_Declaration
00007ffb40d696f0 (__DATA,__common) external _gIOThreadMetaClass
00007ffb40026320 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOThread_Declaration
00007ffb40d69640 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
00007ffb40026270 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
00007ffb40d69648 (__DATA,__common) external _gIOUserClientMetaClass
00007ffb40026278 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
00007ffb40d69658 (__DATA,__common) external _gIOUserServerMetaClass
00007ffb40026288 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
00007ffb40d69660 (__DATA,__common) external _gIOWorkGroupMetaClass
00007ffb40026290 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOWorkGroup_Declaration
00007ffb40d69668 (__DATA,__common) external _gOSActionMetaClass
00007ffb40026298 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
00007ffb40d69650 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
00007ffb40026280 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
00007ffb40d696e8 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
00007ffb40026318 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
00007ffb40d69670 (__DATA,__common) external _gOSArrayMetaClass
00007ffb400262a0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
00007ffb40d69678 (__DATA,__common) external _gOSBooleanMetaClass
00007ffb400262a8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
00007ffb40d69680 (__DATA,__common) external _gOSBundleMetaClass
00007ffb400262b0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBundle_Declaration
00007ffb40d69688 (__DATA,__common) external _gOSCollectionMetaClass
00007ffb400262b8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
00007ffb40d69690 (__DATA,__common) external _gOSContainerMetaClass
00007ffb400262c0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
00007ffb40d69698 (__DATA,__common) external _gOSDataMetaClass
00007ffb400262c8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
00007ffb40d696a0 (__DATA,__common) external _gOSDictionaryMetaClass
00007ffb400262d0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
00007ffb40d696a8 (__DATA,__common) external _gOSMappedFileMetaClass
00007ffb400262d8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSMappedFile_Declaration
00007ffb40d69488 (__DATA,__common) non-external (was a private external) _gOSMetaClassBasePrivateLayout
00007ffb400261c8 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBasePrivateLayout_Declaration
00007ffb40d692a8 (__DATA,__common) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout
00007ffb400261c0 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout_Declaration
00007ffb40d696b0 (__DATA,__common) external _gOSNumberMetaClass
00007ffb400262e0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
00007ffb40d696b8 (__DATA,__common) external _gOSObjectMetaClass
00007ffb400262e8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
00007ffb40d696c0 (__DATA,__common) external _gOSOrderedSetMetaClass
00007ffb400262f0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSOrderedSet_Declaration
00007ffb40d696c8 (__DATA,__common) external _gOSSerializationMetaClass
00007ffb400262f8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
00007ffb40d696d0 (__DATA,__common) external _gOSSetMetaClass
00007ffb40026300 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSet_Declaration
00007ffb40d696d8 (__DATA,__common) external _gOSStringMetaClass
00007ffb40026308 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSString_Declaration
00007ffb40d696e0 (__DATA,__common) external _g_IOBlockStorageDeviceMetaClass
00007ffb40026310 (__DATA_CONST,__osclassinfo) non-external (was a private external) _g_IOBlockStorageDevice_Declaration
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getsectiondata (from libSystem)
                 (undefined) external _host_get_io_main (from libSystem)
00007ffb00541dbf (__TEXT,__text) non-external (was a private external) _io_catalog_get_data
00007ffb00541f27 (__TEXT,__text) non-external (was a private external) _io_catalog_get_gen_count
00007ffb0054202c (__TEXT,__text) non-external (was a private external) _io_catalog_module_loaded
00007ffb005421aa (__TEXT,__text) non-external (was a private external) _io_catalog_reset
00007ffb00541acd (__TEXT,__text) non-external (was a private external) _io_catalog_send_data
00007ffb00541c3b (__TEXT,__text) non-external (was a private external) _io_catalog_terminate
00007ffb00540c32 (__TEXT,__text) non-external (was a private external) _io_connect_add_client
00007ffb00543c9a (__TEXT,__text) non-external (was a private external) _io_connect_async_method
00007ffb0054276c (__TEXT,__text) non-external (was a private external) _io_connect_get_notification_semaphore
00007ffb00540b21 (__TEXT,__text) non-external (was a private external) _io_connect_get_service
00007ffb00543676 (__TEXT,__text) non-external (was a private external) _io_connect_map_memory_into_task
00007ffb00543905 (__TEXT,__text) non-external (was a private external) _io_connect_method
00007ffb005449d2 (__TEXT,__text) non-external (was a private external) _io_connect_method_var_output
00007ffb0054408b (__TEXT,__text) non-external (was a private external) _io_connect_set_notification_port
00007ffb00540d26 (__TEXT,__text) non-external (was a private external) _io_connect_set_properties
00007ffb005437db (__TEXT,__text) non-external (was a private external) _io_connect_unmap_memory_from_task
00007ffb00546403 (__TEXT,__text) non-external (was a private external) _io_device_tree_entry_exists_with_name
00007ffb005419c8 (__TEXT,__text) non-external (was a private external) _io_iterator_is_valid
00007ffb0053f646 (__TEXT,__text) non-external (was a private external) _io_iterator_next
00007ffb0053f757 (__TEXT,__text) non-external (was a private external) _io_iterator_reset
00007ffb0053f478 (__TEXT,__text) non-external (was a private external) _io_object_conforms_to
00007ffb0054330a (__TEXT,__text) non-external (was a private external) _io_object_get_bundle_identifier
00007ffb0053f2d0 (__TEXT,__text) non-external (was a private external) _io_object_get_class
00007ffb005414eb (__TEXT,__text) non-external (was a private external) _io_object_get_retain_count
00007ffb005430f8 (__TEXT,__text) non-external (was a private external) _io_object_get_superclass
00007ffb0053fbf0 (__TEXT,__text) non-external (was a private external) _io_registry_create_iterator
00007ffb005417e6 (__TEXT,__text) non-external (was a private external) _io_registry_entry_create_iterator
00007ffb0053ff7e (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path
00007ffb005461f2 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path_ool
00007ffb0054069b (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_child_iterator
00007ffb00542898 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_location_in_plane
00007ffb00540156 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name
00007ffb0054238c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name_in_plane
00007ffb00540873 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_parent_iterator
00007ffb00540e90 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path
00007ffb00545f91 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path_ool
00007ffb005402fe (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties
00007ffb005453fe (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin
00007ffb005465d1 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin_buf
00007ffb0053fa05 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property
00007ffb00545545 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin
00007ffb0054674a (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin_buf
00007ffb00540445 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bytes
00007ffb00542aaa (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_recursively
00007ffb005448a9 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_registry_entry_id
00007ffb0054131d (__TEXT,__text) non-external (was a private external) _io_registry_entry_in_plane
00007ffb005411b3 (__TEXT,__text) non-external (was a private external) _io_registry_entry_set_properties
00007ffb005410a2 (__TEXT,__text) non-external (was a private external) _io_registry_get_root_entry
00007ffb0053fdd2 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_enter_entry
00007ffb0053fea8 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_exit_entry
00007ffb005452d5 (__TEXT,__text) non-external (was a private external) _io_server_version
00007ffb0054443d (__TEXT,__text) non-external (was a private external) _io_service_add_interest_notification
00007ffb005441b5 (__TEXT,__text) non-external (was a private external) _io_service_add_notification
00007ffb00545d14 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_bin
00007ffb00544666 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_ool
00007ffb00540a4b (__TEXT,__text) non-external (was a private external) _io_service_close
00007ffb005450bb (__TEXT,__text) non-external (was a private external) _io_service_get_authorization_id
00007ffb005415f0 (__TEXT,__text) non-external (was a private external) _io_service_get_busy_state
00007ffb00544d85 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service
