00007ff80ce2d6f0 (__TEXT,__const) non-external _A1_Table
00007ff843b4f620 (__DATA,__bss) non-external _vImagePremultiplyData_RGBA16F.vPremultiplyData_RGBA16F_CV
00007ff80c3142e0 (__TEXT,__text) external _vImagePremultiplyData_RGBA16Q12
00007ff843b4f640 (__DATA,__bss) non-external _vImagePremultiplyData_RGBA16Q12.vPremultiplyData_RGBA16Q12
00007ff80c35cae0 (__TEXT,__text) external _vImagePremultiplyData_RGBA16U
00007ff843b4f628 (__DATA,__bss) non-external _vImagePremultiplyData_RGBA16U.vPremultiplyData_RGBA16U_CV
00007ff80c2db220 (__TEXT,__text) external _vImagePremultiplyData_RGBA8888
00007ff843b4f010 (__DATA,__bss) non-external _vImagePremultiplyData_RGBA8888.vPremultiplyData_RGBA8888_CV
00007ff80c35c640 (__TEXT,__text) external _vImagePremultiplyData_RGBAFFFF
00007ff843b4f618 (__DATA,__bss) non-external _vImagePremultiplyData_RGBAFFFF.vPremultiplyData_RGBAFFFF_CV
00007ff80c468710 (__TEXT,__text) external _vImagePrepareTemplate_RGBAFFFF
00007ff80c4b07a0 (__TEXT,__text) non-external _vImageRLD_Float
00007ff80c4afed0 (__TEXT,__text) non-external _vImageRLD_Int
00007ff80c51cb90 (__TEXT,__text) external _vImageRemap_Image8U
00007ff843b4fdd8 (__DATA,__bss) non-external _vImageRemap_Image8U.vRemapImage_Planar8_fp16_line8
00007ff843b4fdd0 (__DATA,__bss) non-external _vImageRemap_Image8U.vRemap_Planar8_fp16_line8
00007ff80c4ecf10 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaFirst
00007ff80c3e52c0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaFirst_AVX
00007ff80c5129a0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaFirst_AVX2
00007ff80c580850 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaFirst_SSE4_1
00007ff80c4ecf30 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaFirst_resolver
00007ff80c4f8950 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaFirst_scalar
00007ff843b4ef48 (__DATA,__data) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaFirst_vec
00007ff80c4eceb0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaLast
00007ff80c3e4a60 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaLast_AVX
00007ff80c512140 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaLast_AVX2
00007ff80c57fff0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaLast_SSE4_1
00007ff80c4eced0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaLast_resolver
00007ff80c4f80f0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaLast_scalar
00007ff843b4ef40 (__DATA,__data) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaLast_vec
00007ff80c4ece50 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaFirst
00007ff80c3e41d0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaFirst_AVX
00007ff80c5118b0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaFirst_AVX2
00007ff80c57f760 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaFirst_SSE4_1
00007ff80c4ece70 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaFirst_resolver
00007ff80c4f7860 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaFirst_scalar
00007ff843b4ef38 (__DATA,__data) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaFirst_vec
00007ff80c4ecdf0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaLast
00007ff80c3e3950 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaLast_AVX
00007ff80c511030 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaLast_AVX2
00007ff80c57eee0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaLast_SSE4_1
00007ff80c4ece10 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaLast_resolver
00007ff80c4f6fe0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaLast_scalar
00007ff843b4ef30 (__DATA,__data) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaLast_vec
00007ff80c4ecfd0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaFirst
00007ff80c3e6470 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaFirst_AVX
00007ff80c513b50 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaFirst_AVX2
00007ff80c5819b0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaFirst_SSE4_1
00007ff80c4ecff0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaFirst_resolver
00007ff80c4f9ab0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaFirst_scalar
00007ff843b4ef58 (__DATA,__data) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaFirst_vec
00007ff80c4ecf70 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast
00007ff80c3e5b30 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast_AVX
00007ff80c513210 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast_AVX2
00007ff80c5810c0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast_SSE4_1
00007ff80c4ecf90 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast_resolver
00007ff80c4f91c0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast_scalar
00007ff843b4ef50 (__DATA,__data) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast_vec
00007ff80c4b06b0 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_ARGB8888
00007ff80c4b1710 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_ARGBFFFF
00007ff80c4afe70 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_Planar8
00007ff80c4b0710 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_PlanarF
00007ff80c454030 (__TEXT,__text) external _vImageRotate90_ARGB16F
00007ff80c4556f0 (__TEXT,__text) external _vImageRotate90_ARGB16S
00007ff843b4fc10 (__DATA,__bss) non-external _vImageRotate90_ARGB16S.vRotate_90_ARGB_16U
00007ff80c454b50 (__TEXT,__text) external _vImageRotate90_ARGB16U
00007ff843b4fc08 (__DATA,__bss) non-external _vImageRotate90_ARGB16U.vRotate_90_ARGB_16U
00007ff80c454630 (__TEXT,__text) external _vImageRotate90_ARGB8888
00007ff80c4562f0 (__TEXT,__text) external _vImageRotate90_ARGBFFFF
00007ff80c453af0 (__TEXT,__text) external _vImageRotate90_CbCr16F
00007ff80c466590 (__TEXT,__text) external _vImageRotate90_CbCr16S
00007ff80c466530 (__TEXT,__text) external _vImageRotate90_CbCr16U
00007ff80c466460 (__TEXT,__text) external _vImageRotate90_CbCr8
00007ff80c4665f0 (__TEXT,__text) external _vImageRotate90_CbCrF
00007ff80c453550 (__TEXT,__text) external _vImageRotate90_Planar16F
00007ff80c4663a0 (__TEXT,__text) external _vImageRotate90_Planar16S
00007ff80c4662e0 (__TEXT,__text) external _vImageRotate90_Planar16U
00007ff843b4fc00 (__DATA,__bss) non-external _vImageRotate90_Planar16U.vRotate_90_Planar_UInt16
00007ff80c451e40 (__TEXT,__text) external _vImageRotate90_Planar8
00007ff843b4fbf8 (__DATA,__bss) non-external _vImageRotate90_Planar8.vRotate_90_Planar_UInt8
00007ff80c452a30 (__TEXT,__text) external _vImageRotate90_PlanarF
00007ff80c453b50 (__TEXT,__text) external _vImageRotate_ARGB16F
00007ff80c455210 (__TEXT,__text) external _vImageRotate_ARGB16S
00007ff80c454670 (__TEXT,__text) external _vImageRotate_ARGB16U
00007ff80c454130 (__TEXT,__text) external _vImageRotate_ARGB8888
00007ff80c455dd0 (__TEXT,__text) external _vImageRotate_ARGBFFFF
00007ff80c453610 (__TEXT,__text) external _vImageRotate_CbCr16F
00007ff80c453070 (__TEXT,__text) external _vImageRotate_Planar16F
00007ff80c451970 (__TEXT,__text) external _vImageRotate_Planar8
00007ff80c452520 (__TEXT,__text) external _vImageRotate_PlanarF
00007ff80c45c2d0 (__TEXT,__text) external _vImageScale_ARGB16F
00007ff80c459580 (__TEXT,__text) external _vImageScale_ARGB16S
00007ff80c31a930 (__TEXT,__text) external _vImageScale_ARGB16U
00007ff80c3065c0 (__TEXT,__text) external _vImageScale_ARGB8888
00007ff80c45b0d0 (__TEXT,__text) external _vImageScale_ARGBFFFF
00007ff80c45bcd0 (__TEXT,__text) external _vImageScale_CbCr16F
00007ff80c458f30 (__TEXT,__text) external _vImageScale_CbCr16U
00007ff80c32a7c0 (__TEXT,__text) external _vImageScale_CbCr8
00007ff80c45b6d0 (__TEXT,__text) external _vImageScale_Planar16F
00007ff80c456910 (__TEXT,__text) external _vImageScale_Planar16S
00007ff80c457620 (__TEXT,__text) external _vImageScale_Planar16U
00007ff80c325060 (__TEXT,__text) external _vImageScale_Planar8
00007ff80c458330 (__TEXT,__text) external _vImageScale_PlanarF
00007ff80c45a160 (__TEXT,__text) external _vImageScale_XRGB2101010W
00007ff80c386630 (__TEXT,__text) external _vImageSelectChannels_ARGB8888
00007ff80c386660 (__TEXT,__text) external _vImageSelectChannels_ARGBFFFF
00007ff80c347940 (__TEXT,__text) external _vImageSepConvolve_ARGB8888
00007ff843b4f4d8 (__DATA,__bss) non-external _vImageSepConvolve_ARGB8888.vSepConvolveARGB8bgf
00007ff843b4f4e0 (__DATA,__bss) non-external _vImageSepConvolve_ARGB8888.vSepConvolveARGB8cip
00007ff843b4f4d0 (__DATA,__bss) non-external _vImageSepConvolve_ARGB8888.vSepConvolveARGB8ext
00007ff80c344560 (__TEXT,__text) external _vImageSepConvolve_Planar16F
00007ff843b4f460 (__DATA,__bss) non-external _vImageSepConvolve_Planar16F.vSepConvolve16Fbgf
00007ff843b4f468 (__DATA,__bss) non-external _vImageSepConvolve_Planar16F.vSepConvolve16Fcip
00007ff843b4f458 (__DATA,__bss) non-external _vImageSepConvolve_Planar16F.vSepConvolve16Fext
00007ff80c345a60 (__TEXT,__text) external _vImageSepConvolve_Planar16U
00007ff843b4f490 (__DATA,__bss) non-external _vImageSepConvolve_Planar16U.vSepConvolve16Ubgf
00007ff843b4f498 (__DATA,__bss) non-external _vImageSepConvolve_Planar16U.vSepConvolve16Ucip
00007ff843b4f488 (__DATA,__bss) non-external _vImageSepConvolve_Planar16U.vSepConvolve16Uext
00007ff80c344ff0 (__TEXT,__text) external _vImageSepConvolve_Planar8
00007ff843b4f478 (__DATA,__bss) non-external _vImageSepConvolve_Planar8.vSepConvolve8bgf
00007ff843b4f480 (__DATA,__bss) non-external _vImageSepConvolve_Planar8.vSepConvolve8cip
00007ff843b4f470 (__DATA,__bss) non-external _vImageSepConvolve_Planar8.vSepConvolve8ext
00007ff80c346f80 (__TEXT,__text) external _vImageSepConvolve_Planar8to16S
00007ff843b4f4c0 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16S.vSepConvolve8to16Sbgf
00007ff843b4f4c8 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16S.vSepConvolve8to16Scip
00007ff843b4f4b8 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16S.vSepConvolve8to16Sext
00007ff80c3464e0 (__TEXT,__text) external _vImageSepConvolve_Planar8to16U
00007ff843b4f4a8 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16U.vSepConvolve8to16Ubgf
00007ff843b4f4b0 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16U.vSepConvolve8to16Ucip
00007ff843b4f4a0 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16U.vSepConvolve8to16Uext
00007ff80c343b20 (__TEXT,__text) external _vImageSepConvolve_PlanarF
00007ff843b4f448 (__DATA,__bss) non-external _vImageSepConvolve_PlanarF.vSepConvolveFbgf
00007ff843b4f450 (__DATA,__bss) non-external _vImageSepConvolve_PlanarF.vSepConvolveFcip
00007ff843b4f440 (__DATA,__bss) non-external _vImageSepConvolve_PlanarF.vSepConvolveFext
00007ff80c348250 (__TEXT,__text) external _vImageSquareBoxConvolve_ARGB8888
00007ff843b4f4f0 (__DATA,__bss) non-external _vImageSquareBoxConvolve_ARGB8888.vSquareBoxARGB8888
00007ff80c347e40 (__TEXT,__text) external _vImageSquareBoxConvolve_Planar8
00007ff843b4f4e8 (__DATA,__bss) non-external _vImageSquareBoxConvolve_Planar8.vSquareBoxPlanar8
00007ff80c4b6c50 (__TEXT,__text) external _vImageSymmetricPiecewiseGamma_Planar16Q12
00007ff80c2d3310 (__TEXT,__text) external _vImageSymmetricPiecewiseGamma_PlanarF
00007ff80c4b80f0 (__TEXT,__text) external _vImageSymmetricPiecewisePolynomial_PlanarF
00007ff80c3827e0 (__TEXT,__text) external _vImageTableLookUp_ARGB8888
00007ff80c382b40 (__TEXT,__text) external _vImageTableLookUp_Planar8
00007ff80c3f08a0 (__TEXT,__text) external _vImageTentConvolve_ARGB8888
00007ff80c3efa60 (__TEXT,__text) external _vImageTentConvolve_Planar8
00007ff80c3801a0 (__TEXT,__text) external _vImageTransformHLGLuminanceScaling_Planar16Q12
00007ff843b4f768 (__DATA,__bss) non-external _vImageTransformHLGLuminanceScaling_Planar16Q12.vTransformHLGLuminanceScaling_Planar16Q12
00007ff80c37fce0 (__TEXT,__text) external _vImageTransformHLGLuminanceScaling_PlanarF
00007ff843b4f760 (__DATA,__bss) non-external _vImageTransformHLGLuminanceScaling_PlanarF.vTransformHLGLuminanceScaling_PlanarF
00007ff80c380980 (__TEXT,__text) external _vImageTransformHLGSceneReferredMapping_Planar16Q12
00007ff843b4f778 (__DATA,__bss) non-external _vImageTransformHLGSceneReferredMapping_Planar16Q12.vTransformHLGSceneReferredMapping_Planar16Q12
00007ff80c3804c0 (__TEXT,__text) external _vImageTransformHLGSceneReferredMapping_PlanarF
00007ff843b4f770 (__DATA,__bss) non-external _vImageTransformHLGSceneReferredMapping_PlanarF.vTransformHLGSceneReferredMapping_PlanarF
00007ff80c381160 (__TEXT,__text) external _vImageTransformPQToneMapping_Planar16Q12
00007ff843b4f788 (__DATA,__bss) non-external _vImageTransformPQToneMapping_Planar16Q12.vTransformPQToneMapping_Planar16Q12
00007ff80c380ca0 (__TEXT,__text) external _vImageTransformPQToneMapping_PlanarF
00007ff843b4f780 (__DATA,__bss) non-external _vImageTransformPQToneMapping_PlanarF.vTransformPQToneMapping_PlanarF
00007ff80c37ea80 (__TEXT,__text) external _vImageTransformTRCParametric_Planar16Q12
00007ff843b4f718 (__DATA,__bss) non-external _vImageTransformTRCParametric_Planar16Q12.vTransformTRCParametric_Planar16Q12
00007ff80c37e6d0 (__TEXT,__text) external _vImageTransformTRCParametric_PlanarF
00007ff843b4f710 (__DATA,__bss) non-external _vImageTransformTRCParametric_PlanarF.vTransformTRCParametric_PlanarF
00007ff80c37f6e0 (__TEXT,__text) external _vImageTransformTRC_HLG_EOTF_Planar16Q12
00007ff843b4f748 (__DATA,__bss) non-external _vImageTransformTRC_HLG_EOTF_Planar16Q12.vTransformTRC_HLG_EOTF_Planar16Q12
00007ff80c37f4e0 (__TEXT,__text) external _vImageTransformTRC_HLG_EOTF_PlanarF
00007ff843b4f740 (__DATA,__bss) non-external _vImageTransformTRC_HLG_EOTF_PlanarF.vTransformTRC_HLG_EOTF_PlanarF
00007ff80c37fae0 (__TEXT,__text) external _vImageTransformTRC_HLG_OETF_Planar16Q12
00007ff843b4f758 (__DATA,__bss) non-external _vImageTransformTRC_HLG_OETF_Planar16Q12.vTransformTRC_HLG_OETF_Planar16Q12
00007ff80c37f8e0 (__TEXT,__text) external _vImageTransformTRC_HLG_OETF_PlanarF
00007ff843b4f750 (__DATA,__bss) non-external _vImageTransformTRC_HLG_OETF_PlanarF.vTransformTRC_HLG_OETF_PlanarF
00007ff80c37eee0 (__TEXT,__text) external _vImageTransformTRC_PQ_EOTF_Planar16Q12
00007ff843b4f728 (__DATA,__bss) non-external _vImageTransformTRC_PQ_EOTF_Planar16Q12.vTransformTRC_PQ_EOTF_Planar16Q12
00007ff80c37ece0 (__TEXT,__text) external _vImageTransformTRC_PQ_EOTF_PlanarF
00007ff843b4f720 (__DATA,__bss) non-external _vImageTransformTRC_PQ_EOTF_PlanarF.vTransformTRC_PQ_EOTF_PlanarF
00007ff80c37f2e0 (__TEXT,__text) external _vImageTransformTRC_PQ_OETF_Planar16Q12
00007ff843b4f738 (__DATA,__bss) non-external _vImageTransformTRC_PQ_OETF_Planar16Q12.vTransformTRC_PQ_OETF_Planar16Q12
00007ff80c37f0e0 (__TEXT,__text) external _vImageTransformTRC_PQ_OETF_PlanarF
00007ff843b4f730 (__DATA,__bss) non-external _vImageTransformTRC_PQ_OETF_PlanarF.vTransformTRC_PQ_OETF_PlanarF
00007ff80c35dfd0 (__TEXT,__text) external _vImageUnpremultiplyData_ARGB16Q12
00007ff843b4f668 (__DATA,__bss) non-external _vImageUnpremultiplyData_ARGB16Q12.vUnpremultiplyData_ARGB16Q12_CV
00007ff80c35d820 (__TEXT,__text) external _vImageUnpremultiplyData_ARGB16U
00007ff843b4f650 (__DATA,__bss) non-external _vImageUnpremultiplyData_ARGB16U.vUnpremultiplyData_ARGB16U_CV
00007ff80c2f0bd0 (__TEXT,__text) external _vImageUnpremultiplyData_ARGB8888
00007ff843b4f020 (__DATA,__bss) non-external _vImageUnpremultiplyData_ARGB8888.vUnpremultiplyData_ARGB8888_CV
00007ff80c35da90 (__TEXT,__text) external _vImageUnpremultiplyData_ARGBFFFF
00007ff843b4f658 (__DATA,__bss) non-external _vImageUnpremultiplyData_ARGBFFFF.vUnpremultiplyData_ARGBFFFF_CV
00007ff80c4ec610 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst
00007ff80c3db7a0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst_AVX
00007ff80c509700 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst_AVX2
00007ff80c577800 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst_SSE4_1
00007ff80c4ec630 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst_resolver
00007ff80c4f14b0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst_scalar
00007ff843b4ee80 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst_vec
00007ff80c4ec5b0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast
00007ff80c3db130 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast_AVX
00007ff80c508f30 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast_AVX2
00007ff80c577180 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast_SSE4_1
00007ff80c4ec5d0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast_resolver
00007ff80c4f1100 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast_scalar
00007ff843b4ee78 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast_vec
00007ff80c4ec6d0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst
00007ff80c3dc600 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst_AVX
00007ff80c50a630 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst_AVX2
00007ff80c578440 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst_SSE4_1
00007ff80c4ec6f0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst_resolver
00007ff80c4f1cb0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst_scalar
00007ff843b4ee90 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst_vec
00007ff80c4ec670 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast
00007ff80c3dbe00 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast_AVX
00007ff80c509ee0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast_AVX2
