00007ffa437f86f0 (__DATA,__data) non-external _.compoundliteral
00007ffa192ea098 (__TEXT,__text) non-external _instructionIndexEqualsFunction
00007ffa192ea08f (__TEXT,__text) non-external _instructionIndexHashFunction
00007ffa19267033 (__TEXT,__text) non-external _isBuiltinName
00007ffa192d85bf (__TEXT,__text) non-external _iterateQualifiers
00007ffa1928cb08 (__TEXT,__text) non-external _lAddByte
00007ffa1928c3a7 (__TEXT,__text) non-external _lFloatConst
00007ffa1928c9cc (__TEXT,__text) non-external _lNewBlock
00007ffa1928d070 (__TEXT,__text) non-external _lReadByte
00007ffa19288110 (__TEXT,__text) non-external (was a private external) _lazyCPPSetup
00007ffa192aaa6e (__TEXT,__text) non-external _lazyPrepareVariableObject
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
00007ffa1919c327 (__TEXT,__text) non-external _llvmir_PPStreamAddAddressUsage
00007ffa1919c395 (__TEXT,__text) non-external _llvmir_PPStreamAddAttribBinding
00007ffa1919c497 (__TEXT,__text) non-external _llvmir_PPStreamAddConstant
00007ffa1919c50d (__TEXT,__text) non-external _llvmir_PPStreamAddLabel
00007ffa1919c2f4 (__TEXT,__text) non-external _llvmir_PPStreamAddOperation
00007ffa1919c485 (__TEXT,__text) non-external _llvmir_PPStreamAddOption
00007ffa1919c3fd (__TEXT,__text) non-external _llvmir_PPStreamAddOutputBinding
00007ffa1919c32d (__TEXT,__text) non-external _llvmir_PPStreamAddParamBinding
00007ffa1919c38f (__TEXT,__text) non-external _llvmir_PPStreamAddParamBindingArray
00007ffa1919c321 (__TEXT,__text) non-external _llvmir_PPStreamAddTempUsage
00007ffa1919c51e (__TEXT,__text) non-external _llvmir_PPStreamResolveBranches
00007ffa1919c2eb (__TEXT,__text) non-external _llvmir_PPStreamSetTarget
                 (undefined) external _log2f (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _longjmp (from libSystem)
                 (undefined) external _lroundf (from libSystem)
00007ffa1928a06b (__TEXT,__text) non-external _macro_scan
00007ffa19264ec4 (__TEXT,__text) non-external _makeCopyFunction
00007ffa192aadd9 (__TEXT,__text) non-external _makeIntConstantNode
00007ffa1922d34c (__TEXT,__text) non-external _makePoolNode
                 (undefined) external _malloc (from libSystem)
00007ffa1928a960 (__TEXT,__text) non-external (was a private external) _mem_AddCleanup
00007ffa1928a8af (__TEXT,__text) non-external (was a private external) _mem_Alloc
00007ffa1928a7f3 (__TEXT,__text) non-external (was a private external) _mem_CreatePool
00007ffa1928a870 (__TEXT,__text) non-external (was a private external) _mem_FreePool
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00007ffa1922e9c9 (__TEXT,__text) non-external _mergeTypes
00007ffa437fcdd0 (__DATA,__bss) non-external _message
00007ffa437fcdc0 (__DATA,__bss) non-external _message_lock
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _mprotect (from libSystem)
                 (undefined) external _munmap (from libSystem)
00007ffa437f8678 (__DATA,__data) non-external _mutex
00007ffa1926ef41 (__TEXT,__text) non-external _nameTablePush
00007ffa437fd200 (__DATA,__bss) non-external _nameTableSets
00007ffa1928a74b (__TEXT,__text) non-external _noop
00007ffa1928c3a1 (__TEXT,__text) non-external _noop
00007ffa19266ec6 (__TEXT,__text) non-external _offsetLayout
00007ffa1928840a (__TEXT,__text) non-external _op_add
00007ffa1928839a (__TEXT,__text) non-external _op_and
00007ffa19288468 (__TEXT,__text) non-external _op_cmpl
00007ffa19288428 (__TEXT,__text) non-external _op_div
00007ffa192883a4 (__TEXT,__text) non-external _op_eq
00007ffa192883cb (__TEXT,__text) non-external _op_ge
00007ffa192883be (__TEXT,__text) non-external _op_gt
00007ffa192883e5 (__TEXT,__text) non-external _op_le
00007ffa19288371 (__TEXT,__text) non-external _op_logand
00007ffa19288364 (__TEXT,__text) non-external _op_logor
00007ffa192883d8 (__TEXT,__text) non-external _op_lt
00007ffa1928843e (__TEXT,__text) non-external _op_mod
00007ffa1928841d (__TEXT,__text) non-external _op_mul
00007ffa192883b1 (__TEXT,__text) non-external _op_ne
00007ffa1928845e (__TEXT,__text) non-external _op_neg
00007ffa19288472 (__TEXT,__text) non-external _op_not
00007ffa19288386 (__TEXT,__text) non-external _op_or
00007ffa19288456 (__TEXT,__text) non-external _op_pos
00007ffa192883f2 (__TEXT,__text) non-external _op_shl
00007ffa192883fe (__TEXT,__text) non-external _op_shr
00007ffa19288413 (__TEXT,__text) non-external _op_sub
00007ffa19288390 (__TEXT,__text) non-external _op_xor
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
00007ffa1926dce0 (__TEXT,__text) non-external _outputForInput
00007ffa1925a82c (__TEXT,__text) non-external _packInto
00007ffa192758a0 (__TEXT,__text) non-external _parseInterpolationQualifiers
00007ffa19275704 (__TEXT,__text) non-external _parseLayout
00007ffa1922e900 (__TEXT,__text) non-external _phase1ProcessFunctionPrototype
00007ffa1922e5f9 (__TEXT,__text) non-external _phase1ProcessVariableDeclaration
00007ffa192a99c0 (__TEXT,__text) non-external (was a private external) _phase2AddDef
00007ffa192a9bde (__TEXT,__text) non-external _phase2Process
00007ffa192a9e68 (__TEXT,__text) non-external _phase2ProcessConstant
00007ffa192a9f15 (__TEXT,__text) non-external _phase2ProcessFunctionPrototype
00007ffa192a9f8b (__TEXT,__text) non-external _phase2ProcessInterfaceBlock
00007ffa192aa475 (__TEXT,__text) non-external _phase2ProcessLValue
00007ffa192a9ebf (__TEXT,__text) non-external _phase2ProcessParameterDeclaration
00007ffa192aa031 (__TEXT,__text) non-external _phase2ProcessRawCall
00007ffa192aa212 (__TEXT,__text) non-external _phase2ProcessSubroutineRawCall
00007ffa192aa986 (__TEXT,__text) non-external _phase2ProcessSubroutineUniform
00007ffa192a9f4c (__TEXT,__text) non-external _phase2ProcessVariableDeclaration
00007ffa1922d3b1 (__TEXT,__text) non-external _poolAlloc
00007ffa437fd220 (__DATA,__bss) non-external _poolAllocators
00007ffa1922d42d (__TEXT,__text) non-external _poolFree
00007ffa1922d425 (__TEXT,__text) non-external _poolRealloc
00007ffa1930e040 (__TEXT,__const) non-external _pow_10.down
00007ffa1930df40 (__TEXT,__const) non-external _pow_10.up
                 (undefined) external _powf (from libSystem)
00007ffa4172a420 (__DATA_CONST,__const) non-external (was a private external) _ppstreamOpString
00007ffa19232105 (__TEXT,__text) non-external _primitiveTypeOfDeref
                 (undefined) external _printf (from libSystem)
00007ffa1926da96 (__TEXT,__text) non-external _propagateCopyBindings
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00007ffa1927be30 (__TEXT,__text) non-external (was a private external) _pushdownPrecisionInternal
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_b (from libSystem)
00007ffa19275ee4 (__TEXT,__text) non-external _qualifierContextToString
00007ffa1927497c (__TEXT,__text) non-external _qualifierMaskToSAFlags
00007ffa19275a74 (__TEXT,__text) non-external _qualifierMaskToStringBuffer
00007ffa1928847f (__TEXT,__text) non-external (was a private external) _readCPPline
00007ffa1922d59e (__TEXT,__text) non-external _readTOC
00007ffa1929cd44 (__TEXT,__text) non-external (was a private external) _real_serialize_GLPValue
                 (undefined) external _realloc (from libSystem)
00007ffa192e5f13 (__TEXT,__text) non-external _regEqualsFunction
00007ffa192e5f0b (__TEXT,__text) non-external _regHashFunction
00007ffa1928d2eb (__TEXT,__text) non-external _reget_token
00007ffa1926f0ee (__TEXT,__text) non-external _remap
00007ffa1930f980 (__TEXT,__const) non-external (was a private external) _remapSlotToCode
00007ffa192dbcf7 (__TEXT,__text) non-external _renumberTargets
                 (undefined) external _round (from libSystem)
                 (undefined) external _roundf (from libSystem)
00007ffa19273c2c (__TEXT,__text) non-external _saInliningNodeReplacement
00007ffa1928d1ec (__TEXT,__text) non-external _scan_token
00007ffa192a515c (__TEXT,__text) non-external _serializeASTFields
00007ffa192a65bc (__TEXT,__text) non-external _serializeBinaryOperatorFields
00007ffa192a622c (__TEXT,__text) non-external _serializeCallFields
00007ffa192a65cf (__TEXT,__text) non-external _serializeStructureFields
00007ffa1929dd6c (__TEXT,__text) non-external _serialize_GLPASTNode
00007ffa192a49b4 (__TEXT,__text) non-external _serialize_GLPBufferObject
00007ffa1929b7fa (__TEXT,__text) non-external _serialize_GLPFunctionObject
00007ffa192a40c4 (__TEXT,__text) non-external _serialize_GLPInterfaceBlockObject
00007ffa1929b7c4 (__TEXT,__text) non-external _serialize_GLPLayoutObject
00007ffa192a244c (__TEXT,__text) non-external _serialize_GLPLayoutPair
00007ffa192a65c6 (__TEXT,__text) non-external _serialize_GLPNodeCreationFunc
00007ffa1927cbbc (__TEXT,__text) non-external (was a private external) _serialize_GLPString
00007ffa192a6960 (__TEXT,__text) non-external _serialize_GLPSubroutineUniformObject
00007ffa19298a30 (__TEXT,__text) non-external (was a private external) _serialize_GLPType
00007ffa192a2fe4 (__TEXT,__text) non-external _serialize_GLPVariableObject
00007ffa1927c609 (__TEXT,__text) non-external (was a private external) _serialize_pointer
00007ffa19232143 (__TEXT,__text) non-external _setArrayUsed
                 (undefined) external _setjmp (from libSystem)
00007ffa1928bde2 (__TEXT,__text) non-external _simple_str_getch
00007ffa1928beaa (__TEXT,__text) non-external _simple_str_ungetch
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _sinhf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _snprintf_l (from libSystem)
                 (undefined) external _sprintf_l (from libSystem)
                 (undefined) external _sqrt (from libSystem)
                 (undefined) external _sqrtf (from libSystem)
00007ffa1922d0bc (__TEXT,__text) non-external _std140ArrayStrideForElementType
00007ffa1922d097 (__TEXT,__text) non-external _std140MatrixStride
00007ffa1922d0d5 (__TEXT,__text) non-external _std140MinimumStructAlignment
00007ffa1922d1a4 (__TEXT,__text) non-external _std140PrimitiveTypeAlign
00007ffa1922d0e0 (__TEXT,__text) non-external _std140PrimitiveTypeSize
00007ffa1922d0cd (__TEXT,__text) non-external _std140SizeToBytes
00007ffa1922d011 (__TEXT,__text) non-external _std140TypeAlign
00007ffa1922cf44 (__TEXT,__text) non-external _std140TypeSize
00007ffa1928ba80 (__TEXT,__text) non-external _str_getch
00007ffa1928bb76 (__TEXT,__text) non-external _str_ungetch
                 (undefined) external _strcat (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strndup (from libSystem)
                 (undefined) external _strtod_l (from libSystem)
                 (undefined) external _strtof_l (from libSystem)
                 (undefined) external _strtol_l (from libSystem)
                 (undefined) external _strtoll_l (from libSystem)
                 (undefined) external _strtoul_l (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _tanf (from libSystem)
                 (undefined) external _tanhf (from libSystem)
00007ffa1928c00a (__TEXT,__text) non-external _token_pasted_str_getch
00007ffa1928bf86 (__TEXT,__text) non-external _token_pasted_str_scan
00007ffa1928c087 (__TEXT,__text) non-external _token_pasted_str_ungetch
00007ffa417279d0 (__DATA_CONST,__const) non-external _tokens
00007ffa1927f705 (__TEXT,__text) non-external _topLevelLookUpGLPBindingTypeFromStringHash
00007ffa1926ddde (__TEXT,__text) non-external _topLevelLookUpObjectTypeFromStringHash
00007ffa1927eff3 (__TEXT,__text) non-external _topLevelLookUpUniformBindingTypeFromStringHash
00007ffa192ae2b4 (__TEXT,__text) non-external _transformKids
                 (undefined) external _trunc (from libSystem)
                 (undefined) external _truncf (from libSystem)
00007ffa1927e91a (__TEXT,__text) non-external _typeFromGLPBinding
00007ffa1927fc88 (__TEXT,__text) non-external _typeFromGLPUniformBinding
00007ffa1927f7d3 (__TEXT,__text) non-external _typeFromGLPUniformBlockBinding
00007ffa1925a6f7 (__TEXT,__text) non-external _uniqueComponentCount
00007ffa1928c71e (__TEXT,__text) non-external _unlinkScope
00007ffa41727cf0 (__DATA_CONST,__const) non-external (was a private external) _unop
00007ffa417263c0 (__DATA_CONST,__const) non-external (was a private external) _vpDclList
                 (undefined) external _vsnprintf_l (from libSystem)
00007ffa192a80ec (__TEXT,__text) non-external _writeASTNode
00007ffa192a9932 (__TEXT,__text) non-external _writeLayoutObject
00007ffa192a98d8 (__TEXT,__text) non-external _writeSAInfo
00007ffa192e0edc (__TEXT,__text) non-external _writefn
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
00007ffa192c0299 (__TEXT,__text) non-external _yyFail
00007ffa192c0646 (__TEXT,__text) non-external _yyMemoryExhausted
00007ffa19310650 (__TEXT,__const) non-external _yy_accept
00007ffa193116a0 (__TEXT,__const) non-external _yy_base
00007ffa19310d30 (__TEXT,__const) non-external _yy_chk
00007ffa192bd96a (__TEXT,__text) non-external (was a private external) _yy_create_buffer
00007ffa19311d90 (__TEXT,__const) non-external _yy_def
00007ffa192bdc48 (__TEXT,__text) non-external (was a private external) _yy_delete_buffer
00007ffa19310550 (__TEXT,__const) non-external _yy_ec
00007ffa192be103 (__TEXT,__text) non-external (was a private external) _yy_flush_buffer
00007ffa192bdd64 (__TEXT,__text) non-external _yy_get_next_buffer
00007ffa192bdc9a (__TEXT,__text) non-external _yy_get_previous_state
00007ffa192be098 (__TEXT,__text) non-external _yy_init_buffer
00007ffa19312480 (__TEXT,__const) non-external _yy_meta
00007ffa193124d0 (__TEXT,__const) non-external _yy_nxt
00007ffa192c065b (__TEXT,__text) non-external _yyaddDeferredAction
00007ffa193137e0 (__TEXT,__const) non-external _yycheck
00007ffa192c030e (__TEXT,__text) non-external _yycompressStack
00007ffa19317d30 (__TEXT,__const) non-external _yyconfl
00007ffa19317e90 (__TEXT,__const) non-external _yyconflp
00007ffa193133a0 (__TEXT,__const) non-external _yydefact
00007ffa193178c0 (__TEXT,__const) non-external _yydefgoto
00007ffa192c0421 (__TEXT,__text) non-external _yydestroyGLRState
