00007ffb061ea619 (__TEXT,__text) non-external +[GKBrush brush]
00007ffb0621830f (__TEXT,__text) non-external ___54-[GKRemoteViewController gkServiceViewControllerProxy]_block_invoke.cold.1
00007ffb06204238 (__TEXT,__text) non-external ___54-[UXNavigationController pushViewController:animated:]_block_invoke
00007ffb0620a91d (__TEXT,__text) non-external ___55-[GKAccountViewController processGameKitURLComponents:]_block_invoke
00007ffb0620aaea (__TEXT,__text) non-external ___55-[GKAccountViewController processGameKitURLComponents:]_block_invoke.103
00007ffb06218f49 (__TEXT,__text) non-external ___55-[GKAccountViewController processGameKitURLComponents:]_block_invoke.cold.1
00007ffb0620537c (__TEXT,__text) non-external ___55-[UXNavigationController popToViewController:animated:]_block_invoke
00007ffb061e3346 (__TEXT,__text) non-external ___58+[GKLocalPlayer(AuthenticationUIMacOS) currentLocalPlayer]_block_invoke
00007ffb061d39f2 (__TEXT,__text) non-external ___58+[GKLocalPlayerAuthenticator postURL:postBody:completion:]_block_invoke
00007ffb061df15d (__TEXT,__text) non-external ___58-[GKLocalPlayer(AuthenticationPrivate) _showWelcomeBanner]_block_invoke
00007ffb061f77e0 (__TEXT,__text) non-external ___59-[GKRemoteSignInViewController requestRemoteViewController]_block_invoke
00007ffb062183ca (__TEXT,__text) non-external ___59-[GKRemoteSignInViewController requestRemoteViewController]_block_invoke.cold.1
00007ffb0620e430 (__TEXT,__text) non-external ___59-[GKServerWebViewController webView:didFinishLoadForFrame:]_block_invoke
00007ffb061f6edb (__TEXT,__text) non-external ___60+[GKRemoteViewControllerProxy gkHostViewControllerInterface]_block_invoke
00007ffb0620ce59 (__TEXT,__text) non-external ___60-[GKServerWebViewController startLoadingURL:forLocalPlayer:]_block_invoke
00007ffb061d455e (__TEXT,__text) non-external ___60-[GKTextStyle replayOnBaseStyle:systemContentSizeDidChange:]_block_invoke
00007ffb061d4572 (__TEXT,__text) non-external ___60-[GKTextStyle replayOnBaseStyle:systemContentSizeDidChange:]_block_invoke.76
00007ffb0620ca14 (__TEXT,__text) non-external ___61-[GKServerWebViewController getAccountURLsForPlayer:handler:]_block_invoke
00007ffb0620cb8c (__TEXT,__text) non-external ___61-[GKServerWebViewController getAccountURLsForPlayer:handler:]_block_invoke_2
00007ffb061ed961 (__TEXT,__text) non-external ___61-[UXAlertController(GKAlerts) _gkAddCancelButtonWithNoAction]_block_invoke
00007ffb062060fe (__TEXT,__text) non-external ___62-[UXNavigationController _gkSetContentsNeedUpdateWithHandler:]_block_invoke
00007ffb062063bf (__TEXT,__text) non-external ___62-[UXNavigationController _gkSetContentsNeedUpdateWithHandler:]_block_invoke.294
00007ffb06206471 (__TEXT,__text) non-external ___62-[UXNavigationController _gkSetContentsNeedUpdateWithHandler:]_block_invoke.296
00007ffb0620634c (__TEXT,__text) non-external ___62-[UXNavigationController _gkSetContentsNeedUpdateWithHandler:]_block_invoke_2
00007ffb062063d8 (__TEXT,__text) non-external ___62-[UXNavigationController _gkSetContentsNeedUpdateWithHandler:]_block_invoke_2.295
00007ffb061f70df (__TEXT,__text) non-external ___63+[GKRemoteViewControllerProxy gkServiceViewControllerInterface]_block_invoke
00007ffb0620d521 (__TEXT,__text) non-external ___63-[GKServerWebViewController authenticateAndTryURLRequestAgain:]_block_invoke
00007ffb0620d5b4 (__TEXT,__text) non-external ___63-[GKServerWebViewController authenticateAndTryURLRequestAgain:]_block_invoke_2
00007ffb062117ce (__TEXT,__text) non-external ___64-[GKServerWebViewController alertDidEnd:returnCode:contextInfo:]_block_invoke
00007ffb061ddbe3 (__TEXT,__text) non-external ___65-[NSImage(GKTransferFunction) _gkReadAtSize:ARGBHostEndianBytes:]_block_invoke
00007ffb06201c78 (__TEXT,__text) non-external ___66-[UXNavigationBar observeValueForKeyPath:ofObject:change:context:]_block_invoke
00007ffb061e8d81 (__TEXT,__text) non-external ___67-[GKLocalImageSource cachedImageFromGamedWithSubdirectory:handler:]_block_invoke
00007ffb061e90cd (__TEXT,__text) non-external ___67-[GKLocalImageSource cachedImageFromGamedWithSubdirectory:handler:]_block_invoke.450
00007ffb06217fdf (__TEXT,__text) non-external ___67-[GKLocalImageSource cachedImageFromGamedWithSubdirectory:handler:]_block_invoke.450.cold.1
00007ffb062180c8 (__TEXT,__text) non-external ___67-[GKLocalImageSource cachedImageFromGamedWithSubdirectory:handler:]_block_invoke.450.cold.2
00007ffb061e93f2 (__TEXT,__text) non-external ___67-[GKLocalImageSource cachedImageFromGamedWithSubdirectory:handler:]_block_invoke.457
00007ffb06217efe (__TEXT,__text) non-external ___67-[GKLocalImageSource cachedImageFromGamedWithSubdirectory:handler:]_block_invoke.cold.1
00007ffb0620e7dc (__TEXT,__text) non-external ___67-[GKServerWebViewController webView:didClearWindowObject:forFrame:]_block_invoke
00007ffb061cf981 (__TEXT,__text) non-external ___69-[GKLocalPlayerAuthenticator cancelAuthDueToAuthKitErrorWithHandler:]_block_invoke
00007ffb061cfa14 (__TEXT,__text) non-external ___69-[GKLocalPlayerAuthenticator cancelAuthDueToAuthKitErrorWithHandler:]_block_invoke.87
00007ffb062095dd (__TEXT,__text) non-external ___69-[GKServerWebViewJSRoot alert:message:defaultButton:secondaryButton:]_block_invoke
00007ffb061fc169 (__TEXT,__text) non-external ___69-[NSViewController(GKAdditions) _gkSetContentsNeedUpdateWithHandler:]_block_invoke
00007ffb061fc692 (__TEXT,__text) non-external ___69-[NSViewController(GKAdditions) _gkSetContentsNeedUpdateWithHandler:]_block_invoke.292
00007ffb06218763 (__TEXT,__text) non-external ___69-[NSViewController(GKAdditions) _gkSetContentsNeedUpdateWithHandler:]_block_invoke.292.cold.1
00007ffb061fc8ae (__TEXT,__text) non-external ___69-[NSViewController(GKAdditions) _gkSetContentsNeedUpdateWithHandler:]_block_invoke.298
00007ffb061fc9b9 (__TEXT,__text) non-external ___69-[NSViewController(GKAdditions) _gkSetContentsNeedUpdateWithHandler:]_block_invoke.304
00007ffb061fc9d5 (__TEXT,__text) non-external ___69-[NSViewController(GKAdditions) _gkSetContentsNeedUpdateWithHandler:]_block_invoke.307
00007ffb061fc250 (__TEXT,__text) non-external ___69-[NSViewController(GKAdditions) _gkSetContentsNeedUpdateWithHandler:]_block_invoke_2
00007ffb061fc2f5 (__TEXT,__text) non-external ___69-[NSViewController(GKAdditions) _gkSetContentsNeedUpdateWithHandler:]_block_invoke_3
00007ffb062185e7 (__TEXT,__text) non-external ___69-[NSViewController(GKAdditions) _gkSetContentsNeedUpdateWithHandler:]_block_invoke_3.cold.1
00007ffb062186a5 (__TEXT,__text) non-external ___69-[NSViewController(GKAdditions) _gkSetContentsNeedUpdateWithHandler:]_block_invoke_3.cold.2
00007ffb061ddd54 (__TEXT,__text) non-external ___70+[GKLocalPlayer(AuthenticationPrivate) sharedLocalPlayerAuthenticator]_block_invoke
00007ffb061e6c15 (__TEXT,__text) non-external ___70-[GKNetworkImageSource loadImageForURLString:reference:queue:handler:]_block_invoke
00007ffb061e6d11 (__TEXT,__text) non-external ___70-[GKNetworkImageSource loadImageForURLString:reference:queue:handler:]_block_invoke_2
00007ffb061ea235 (__TEXT,__text) non-external ___71+[GKScreenConfigurationController _scaleForCurrentDisplayConfiguration]_block_invoke
00007ffb061e987e (__TEXT,__text) non-external ___72-[GKLocalImageSource deleteImageUsingGamedWithSubdirectory:withHandler:]_block_invoke
00007ffb061e9a0b (__TEXT,__text) non-external ___72-[GKLocalImageSource deleteImageUsingGamedWithSubdirectory:withHandler:]_block_invoke.465
00007ffb061e99ff (__TEXT,__text) non-external ___72-[GKLocalImageSource deleteImageUsingGamedWithSubdirectory:withHandler:]_block_invoke_2
00007ffb061e9589 (__TEXT,__text) non-external ___73-[GKLocalImageSource cacheImageUsingGamed:cacheSubdirectory:withHandler:]_block_invoke
00007ffb061e9747 (__TEXT,__text) non-external ___73-[GKLocalImageSource cacheImageUsingGamed:cacheSubdirectory:withHandler:]_block_invoke.462
00007ffb061e973b (__TEXT,__text) non-external ___73-[GKLocalImageSource cacheImageUsingGamed:cacheSubdirectory:withHandler:]_block_invoke_2
00007ffb0620cd40 (__TEXT,__text) non-external ___73-[GKServerWebViewController getAuthTokenForPlayer:withCompletionHandler:]_block_invoke
00007ffb061e0cec (__TEXT,__text) non-external ___75-[GKLocalPlayer(AuthenticationPrivate) authenticationDidCompleteWithError:]_block_invoke
00007ffb061ed8ae (__TEXT,__text) non-external ___75-[UXViewController(GKAlerts) _gkPresentAlertForError:title:defaultMessage:]_block_invoke
00007ffb061dc74d (__TEXT,__text) non-external ___77+[NSImage(GKAdditions) _gkloadRemoteImageForURL:queue:withCompletionHandler:]_block_invoke
00007ffb061dc797 (__TEXT,__text) non-external ___77+[NSImage(GKAdditions) _gkloadRemoteImageForURL:queue:withCompletionHandler:]_block_invoke_2
00007ffb061e7f7f (__TEXT,__text) non-external ___77-[GKNetworkImageSource loadImageForURLString:loader:reference:queue:handler:]_block_invoke
00007ffb061e88ef (__TEXT,__text) non-external ___77-[GKNetworkImageSource loadImageForURLString:loader:reference:queue:handler:]_block_invoke.428
00007ffb061e899d (__TEXT,__text) non-external ___77-[GKNetworkImageSource loadImageForURLString:loader:reference:queue:handler:]_block_invoke.429
00007ffb061e8078 (__TEXT,__text) non-external ___77-[GKNetworkImageSource loadImageForURLString:loader:reference:queue:handler:]_block_invoke_2
00007ffb06217d81 (__TEXT,__text) non-external ___77-[GKNetworkImageSource loadImageForURLString:loader:reference:queue:handler:]_block_invoke_2.cold.1
00007ffb061e84ea (__TEXT,__text) non-external ___77-[GKNetworkImageSource loadImageForURLString:loader:reference:queue:handler:]_block_invoke_3
00007ffb061e85a9 (__TEXT,__text) non-external ___77-[GKNetworkImageSource loadImageForURLString:loader:reference:queue:handler:]_block_invoke_4
00007ffb061e8680 (__TEXT,__text) non-external ___77-[GKNetworkImageSource loadImageForURLString:loader:reference:queue:handler:]_block_invoke_5
00007ffb06217e3f (__TEXT,__text) non-external ___77-[GKNetworkImageSource loadImageForURLString:loader:reference:queue:handler:]_block_invoke_5.cold.1
00007ffb0620e715 (__TEXT,__text) non-external ___78-[GKServerWebViewController webView:didFailProvisionalLoadWithError:forFrame:]_block_invoke
00007ffb061e295d (__TEXT,__text) non-external ___79-[GKLocalPlayer(AuthenticationUIMacOS) authenticateLocalPlayer:window:handler:]_block_invoke
00007ffb061e2994 (__TEXT,__text) non-external ___79-[GKLocalPlayer(AuthenticationUIMacOS) authenticateLocalPlayer:window:handler:]_block_invoke_2
00007ffb061f0272 (__TEXT,__text) non-external ___79-[_GKAlert beginDialogModalForWindow:modalDelegate:didEndSelector:contextInfo:]_block_invoke
00007ffb061f038c (__TEXT,__text) non-external ___79-[_GKAlert beginDialogModalForWindow:modalDelegate:didEndSelector:contextInfo:]_block_invoke_2
00007ffb061f6d77 (__TEXT,__text) non-external ___80+[GKRemoteViewControllerProxy requestRemoteViewControllerWithConnectionHandler:]_block_invoke
00007ffb061f6e4b (__TEXT,__text) non-external ___80+[GKRemoteViewControllerProxy requestRemoteViewControllerWithConnectionHandler:]_block_invoke_2
00007ffb061db303 (__TEXT,__text) non-external ___82-[NSString(GKTextStyle) _gkAttributedStringByApplyingStylesForTags:untaggedStyle:]_block_invoke
00007ffb061db31e (__TEXT,__text) non-external ___82-[NSString(GKTextStyle) _gkAttributedStringByApplyingStylesForTags:untaggedStyle:]_block_invoke.399
00007ffb061db356 (__TEXT,__text) non-external ___82-[NSString(GKTextStyle) _gkAttributedStringByApplyingStylesForTags:untaggedStyle:]_block_invoke.401
00007ffb061f0c7d (__TEXT,__text) non-external ___83+[NSImage(GKAdditions_UIKit) _gkloadRemoteImageForURL:queue:withCompletionHandler:]_block_invoke
00007ffb061f0cc7 (__TEXT,__text) non-external ___83+[NSImage(GKAdditions_UIKit) _gkloadRemoteImageForURL:queue:withCompletionHandler:]_block_invoke_2
00007ffb061df601 (__TEXT,__text) non-external ___83-[GKLocalPlayer(AuthenticationPrivate) startAuthenticationForExistingPrimaryPlayer]_block_invoke
00007ffb061d3ee3 (__TEXT,__text) non-external ___84+[GKTextStyle attributedString:byReplayingFromBaseStyle:systemContentSizeDidChange:]_block_invoke
00007ffb061e0f51 (__TEXT,__text) non-external ___84-[GKLocalPlayer(AuthenticationPrivate) validateAccountWithWindow:completionHandler:]_block_invoke
00007ffb061e1285 (__TEXT,__text) non-external ___87-[GKLocalPlayer(AuthenticationPrivate) startLegacyAuthenticationWithCompletionHandler:]_block_invoke
00007ffb061e130e (__TEXT,__text) non-external ___87-[GKLocalPlayer(AuthenticationPrivate) startLegacyAuthenticationWithCompletionHandler:]_block_invoke.384
00007ffb0620987d (__TEXT,__text) non-external ___88-[GKServerWebViewJSRoot reauthenticateWithDisplayTitle:displayString:username:callback:]_block_invoke
00007ffb061deaf6 (__TEXT,__text) non-external ___89-[GKLocalPlayer(AuthenticationPrivate) authenticationShowSignInUIForLocalPlayer:dismiss:]_block_invoke
00007ffb061ed591 (__TEXT,__text) non-external ___93-[UXViewController(GKAlerts) _gkPresentConfirmationAlertWithTitle:message:buttonTitle:block:]_block_invoke
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
00007ffb061d3d0c (__TEXT,__text) non-external ___GKIsAvatarEditingSupported_block_invoke
00007ffb061f263a (__TEXT,__text) non-external ___GKIsVoiceoverEnabled_block_invoke
                 (undefined) external ___NSArray0__struct (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
00007ffb061ecc0d (__TEXT,__text) non-external ____annotateDrawInRectWithContextAndInput_block_invoke
00007ffb402de620 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e14_"NSImage"8?0l
00007ffb402de768 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e17_v16?0"NSError"8l
00007ffb402ddb60 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e17_v16?0"NSTimer"8l
00007ffb402de3f0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e23_v16?0"UXAlertAction"8l
00007ffb402de5e0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e24_v16?0"GKImageContext"8l
00007ffb402de4f0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e27_"GKNetworkImageSource"8?0l
00007ffb402dd750 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e34_v24?0"NSDictionary"8"NSError"16l
00007ffb402ddc00 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e38_v24?0"NSViewController"8"NSError"16l
00007ffb402dde70 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e39_q24?0"SortHueEntry"8"SortHueEntry"16l
00007ffb402dd710 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e44_v24?0"GKAuthenticateResponse"8"NSError"16l
00007ffb402dd880 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00007ffb402de530 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e5_8?0l
00007ffb402de330 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e5_v8?0l
00007ffb402ddf30 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e17_v16?0"NSImage"8l
00007ffb402de3c0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e23_v16?0"UXAlertAction"8l
00007ffb402dd850 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e28_v24?0"NSData"8"NSError"16l
00007ffb402de7d8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e44_v24?0"NSRemoteViewController"8"NSError"16l
00007ffb402de200 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e5_v8?0l
00007ffb402ddd90 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e65_v40?0q8"GKLocalPlayer"16"NSError"24"GKAuthenticateResponse"32l
00007ffb402deb50 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e84_v56?0"NSString"8"NSString"16"NSString"24"NSData"32"NSDictionary"40"NSError"48l
00007ffb402ddba0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e8_v16?0q8l
00007ffb402de280 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32r_e25_v32?0"NSScreen"8Q16^c24l
00007ffb402deac0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32r_e5_v8?0l
00007ffb402de988 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e14_v16?0?<v?>8l
00007ffb402de6e0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e15_v32?08Q16^c24l
00007ffb402de8c8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e17_v16?0"NSError"8l
00007ffb402dd910 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e21_v16?0"GKTextStyle"8l
00007ffb402dde40 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e25_v20?0^{HSVColor=ddd}8I16l
00007ffb402de5b0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e27_"GKNetworkImageSource"8?0l
00007ffb402de898 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e30_v32?0"UXAlertAction"8Q16^c24l
00007ffb402ddab0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e44_v24?0"GKAuthenticateResponse"8"NSError"16l
00007ffb402de848 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e46_v24?0"<GKRemoteViewController>"8"NSError"16l
00007ffb402de580 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_8?0l
00007ffb402ddb00 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00007ffb402de480 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e8_v16?0q8l
00007ffb402dda50 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8__e5_v8?0l
