0000000186668990 (__TEXT,__const) non-external _A1_Table
00000001863d3498 (__TEXT,__text) external _vImageConvert_Planar16Q12toRGB16F
000000018639288c (__TEXT,__text) external _vImageConvert_Planar16Q12toRGB888
000000018639e9a0 (__TEXT,__text) external _vImageConvert_Planar16UtoARGB16U
00000001863cb0d8 (__TEXT,__text) external _vImageConvert_Planar16UtoPlanar8_dithered
000000018639f3bc (__TEXT,__text) external _vImageConvert_Planar16UtoRGB16U
00000001863d12e0 (__TEXT,__text) external _vImageConvert_Planar1toPlanar8
00000001863d1340 (__TEXT,__text) external _vImageConvert_Planar2toPlanar8
00000001863d14c0 (__TEXT,__text) external _vImageConvert_Planar4toPlanar8
00000001864db788 (__TEXT,__text) external _vImageConvert_Planar8To16U
00000001864d8090 (__TEXT,__text) external _vImageConvert_Planar8ToARGBFFFF
00000001863b4954 (__TEXT,__text) external _vImageConvert_Planar8ToBGRX8888
00000001864d85b0 (__TEXT,__text) external _vImageConvert_Planar8ToBGRXFFFF
00000001864d9218 (__TEXT,__text) external _vImageConvert_Planar8ToXRGB8888
00000001864d839c (__TEXT,__text) external _vImageConvert_Planar8ToXRGBFFFF
00000001863cdb4c (__TEXT,__text) external _vImageConvert_Planar8toARGB1555
00000001864d8f1c (__TEXT,__text) external _vImageConvert_Planar8toARGB8888
00000001863d2720 (__TEXT,__text) non-external (was a private external) _vImageConvert_Planar8toIndexed
00000001865df4f8 (__TEXT,__text) non-external _vImageConvert_Planar8toIndexed.cold.1
00000001863d2714 (__TEXT,__text) external _vImageConvert_Planar8toIndexed1
00000001863d2ad4 (__TEXT,__text) external _vImageConvert_Planar8toIndexed2
00000001863d2ae0 (__TEXT,__text) external _vImageConvert_Planar8toIndexed4
00000001863d1740 (__TEXT,__text) external _vImageConvert_Planar8toPlanar1
00000001864dc7dc (__TEXT,__text) external _vImageConvert_Planar8toPlanar16F
00000001863d1c90 (__TEXT,__text) external _vImageConvert_Planar8toPlanar2
00000001863d21d4 (__TEXT,__text) external _vImageConvert_Planar8toPlanar4
00000001864dbf8c (__TEXT,__text) external _vImageConvert_Planar8toPlanarF
0000000186476384 (__TEXT,__text) external _vImageConvert_Planar8toPlanarN
00000001863cdb58 (__TEXT,__text) external _vImageConvert_Planar8toRGB565
00000001864db0d4 (__TEXT,__text) external _vImageConvert_Planar8toRGB888
00000001864d87c4 (__TEXT,__text) external _vImageConvert_PlanarFToARGB8888
00000001864d8cf8 (__TEXT,__text) external _vImageConvert_PlanarFToBGRX8888
00000001864d9b50 (__TEXT,__text) external _vImageConvert_PlanarFToBGRXFFFF
00000001864d8ad0 (__TEXT,__text) external _vImageConvert_PlanarFToXRGB8888
00000001864d9890 (__TEXT,__text) external _vImageConvert_PlanarFToXRGBFFFF
00000001864d95ac (__TEXT,__text) external _vImageConvert_PlanarFtoARGBFFFF
00000001864dce90 (__TEXT,__text) external _vImageConvert_PlanarFtoPlanar16F
00000001863a8dec (__TEXT,__text) external _vImageConvert_PlanarFtoPlanar8
00000001863ca978 (__TEXT,__text) external _vImageConvert_PlanarFtoPlanar8_dithered
0000000186476ea4 (__TEXT,__text) external _vImageConvert_PlanarFtoPlanarN
000000018638499c (__TEXT,__text) external _vImageConvert_PlanarFtoRGBFFF
00000001864767d0 (__TEXT,__text) external _vImageConvert_PlanarNtoPlanar16Q12t
0000000186476248 (__TEXT,__text) external _vImageConvert_PlanarNtoPlanar8
0000000186476d54 (__TEXT,__text) external _vImageConvert_PlanarNtoPlanarF
0000000186390a84 (__TEXT,__text) external _vImageConvert_PlanarToChunky8
00000001863cc040 (__TEXT,__text) external _vImageConvert_PlanarToChunkyF
00000001864d755c (__TEXT,__text) external _vImageConvert_RGB16UToARGB2101010
00000001863d022c (__TEXT,__text) external _vImageConvert_RGB16UToARGB8888
00000001863a2c4c (__TEXT,__text) external _vImageConvert_RGB16UtoARGB16U
00000001863cf17c (__TEXT,__text) external _vImageConvert_RGB16UtoBGRA16U
00000001864db354 (__TEXT,__text) external _vImageConvert_RGB16UtoPlanar16U
00000001863cb318 (__TEXT,__text) external _vImageConvert_RGB16UtoRGB888_dithered
000000018639f994 (__TEXT,__text) external _vImageConvert_RGB16UtoRGBA16U
00000001863cc8c0 (__TEXT,__text) external _vImageConvert_RGB565toARGB1555
00000001863cc190 (__TEXT,__text) external _vImageConvert_RGB565toARGB8888
00000001863cc268 (__TEXT,__text) external _vImageConvert_RGB565toBGRA8888
00000001863cdb60 (__TEXT,__text) external _vImageConvert_RGB565toPlanar8
00000001863cc2d4 (__TEXT,__text) external _vImageConvert_RGB565toRGB888
00000001863cc6a8 (__TEXT,__text) external _vImageConvert_RGB565toRGBA5551
00000001863cc1fc (__TEXT,__text) external _vImageConvert_RGB565toRGBA8888
00000001864d6de4 (__TEXT,__text) external _vImageConvert_RGB888ToARGB2101010
00000001863b1380 (__TEXT,__text) external _vImageConvert_RGB888toARGB8888
00000001863939f0 (__TEXT,__text) external _vImageConvert_RGB888toBGRA8888
00000001863d2b88 (__TEXT,__text) external _vImageConvert_RGB888toPlanar16Q12
0000000186392694 (__TEXT,__text) external _vImageConvert_RGB888toPlanar8
00000001863ccef4 (__TEXT,__text) external _vImageConvert_RGB888toRGB565_dithered
0000000186394680 (__TEXT,__text) external _vImageConvert_RGB888toRGBA8888
00000001863d3df4 (__TEXT,__text) external _vImageConvert_RGBA1010102ToARGB16Q12
0000000186666550 (__TEXT,__const) non-external _vImageConvert_RGBA1010102ToARGB16Q12.identityMap
00000001863d42cc (__TEXT,__text) external _vImageConvert_RGBA1010102ToARGB16U
0000000186666558 (__TEXT,__const) non-external _vImageConvert_RGBA1010102ToARGB16U.identityMap
00000001863d39e8 (__TEXT,__text) external _vImageConvert_RGBA1010102ToARGB8888
0000000186666548 (__TEXT,__const) non-external _vImageConvert_RGBA1010102ToARGB8888.identityMap
00000001863cf520 (__TEXT,__text) external _vImageConvert_RGBA16UtoRGB16U
00000001863cc410 (__TEXT,__text) external _vImageConvert_RGBA5551toRGB565
00000001863cc124 (__TEXT,__text) external _vImageConvert_RGBA5551toRGBA8888
00000001863cd824 (__TEXT,__text) external _vImageConvert_RGBA8888toRGB565
00000001863cd254 (__TEXT,__text) external _vImageConvert_RGBA8888toRGB565_dithered
00000001863f5384 (__TEXT,__text) external _vImageConvert_RGBA8888toRGB888
00000001863cdb54 (__TEXT,__text) external _vImageConvert_RGBA8888toRGBA5551
00000001863ccd44 (__TEXT,__text) external _vImageConvert_RGBA8888toRGBA5551_dithered
00000001863f5a54 (__TEXT,__text) external _vImageConvert_RGBAFFFFtoRGBFFF
00000001864d7cd4 (__TEXT,__text) external _vImageConvert_RGBFFFToARGB2101010
00000001863f5e54 (__TEXT,__text) external _vImageConvert_RGBFFFtoARGBFFFF
00000001863f62f0 (__TEXT,__text) external _vImageConvert_RGBFFFtoBGRAFFFF
000000018638364c (__TEXT,__text) external _vImageConvert_RGBFFFtoPlanarF
00000001863cabe8 (__TEXT,__text) external _vImageConvert_RGBFFFtoRGB888_dithered
00000001863f6114 (__TEXT,__text) external _vImageConvert_RGBFFFtoRGBAFFFF
00000001863f84f0 (__TEXT,__text) external _vImageConvert_XRGB2101010ToARGB16F
00000001863f7640 (__TEXT,__text) external _vImageConvert_XRGB2101010ToARGB16Q12
00000001863f6f40 (__TEXT,__text) external _vImageConvert_XRGB2101010ToARGB16U
00000001863f6840 (__TEXT,__text) external _vImageConvert_XRGB2101010ToARGB8888
00000001863f7ddc (__TEXT,__text) external _vImageConvert_XRGB2101010ToARGBFFFF
000000018652a194 (__TEXT,__text) external _vImageConvert_XRGB2101010WTo420Yp10_CbCr10
000000018652acd8 (__TEXT,__text) external _vImageConvert_XRGB2101010WTo422CbYpCrYp10
0000000186529b3c (__TEXT,__text) external _vImageConvert_XRGB2101010WTo422Yp10_CbCr10
0000000186529534 (__TEXT,__text) external _vImageConvert_XRGB2101010WTo444Yp10_CbCr10
000000018652a764 (__TEXT,__text) external _vImageConvert_XRGB2101010WTo444YpCbCr10
00000001864d6664 (__TEXT,__text) external _vImageConvert_XRGB2101010_A8ToARGB16F
0000000186668b0c (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGB16F.identityMap
00000001864d5ef4 (__TEXT,__text) external _vImageConvert_XRGB2101010_A8ToARGB16Q12
0000000186668b04 (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGB16Q12.identityMap
00000001864d5b48 (__TEXT,__text) external _vImageConvert_XRGB2101010_A8ToARGB16U
0000000186668b00 (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGB16U.identityMap
00000001864d5784 (__TEXT,__text) external _vImageConvert_XRGB2101010_A8ToARGB8888
0000000186668afc (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGB8888.identityMap
00000001864d62a0 (__TEXT,__text) external _vImageConvert_XRGB2101010_A8ToARGBFFFF
0000000186668b08 (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGBFFFF.identityMap
00000001864d9f0c (__TEXT,__text) external _vImageConvert_XRGB8888ToPlanar8
00000001864da58c (__TEXT,__text) external _vImageConvert_XRGBFFFFToPlanarF
00000001863a2288 (__TEXT,__text) external _vImageConvert_YpCbCrToARGB_GenerateConversion
00000001ef188f10 (__AUTH_CONST,__const) non-external (was a private external) _vImageConverter_CGCVImageFormat_vtbl
00000001ef188ea0 (__AUTH_CONST,__const) non-external (was a private external) _vImageConverter_CGImageFormat_vtbl
00000001ef188f80 (__AUTH_CONST,__const) non-external (was a private external) _vImageConverter_CVCGImageFormat_vtbl
000000018637c664 (__TEXT,__text) non-external _vImageConverter_CreateCGPassList
0000000186512d44 (__TEXT,__text) external _vImageConverter_CreateForCGToCVImageFormat
00000001ef18a240 (__AUTH_CONST,__const) non-external _vImageConverter_CreateForCGToCVImageFormat.Convert_BGR888toRGB888_vtbl
0000000186513a38 (__TEXT,__text) external _vImageConverter_CreateForCVToCGImageFormat
00000001ef18a2a0 (__AUTH_CONST,__const) non-external _vImageConverter_CreateForCVToCGImageFormat.Convert_BGR888toRGB888_vtbl
0000000186510228 (__TEXT,__text) external _vImageConverter_CreateWithCGColorConversionInfo
0000000186512c20 (__TEXT,__text) external _vImageConverter_CreateWithCGColorConverter
000000018638ce3c (__TEXT,__text) external _vImageConverter_CreateWithCGImageFormat
000000018637bb90 (__TEXT,__text) external _vImageConverter_CreateWithColorSyncCodeFragment
0000000186507968 (__TEXT,__text) external _vImageConverter_GetDestinationBufferOrder
000000018650794c (__TEXT,__text) external _vImageConverter_GetNumberOfDestinationBuffers
0000000186507940 (__TEXT,__text) external _vImageConverter_GetNumberOfSourceBuffers
0000000186507958 (__TEXT,__text) external _vImageConverter_GetSourceBufferOrder
0000000186381790 (__TEXT,__text) non-external _vImageConverter_Init
00000001863941ec (__TEXT,__text) external _vImageConverter_MustOperateOutOfPlace
00000001865072f8 (__TEXT,__text) external _vImageConverter_Print
000000018638d3e0 (__TEXT,__text) external _vImageConverter_Release
00000001865072e0 (__TEXT,__text) external _vImageConverter_Retain
00000001863fa934 (__TEXT,__text) non-external (was a private external) _vImageConvolve
00000001863fbeb8 (__TEXT,__text) external _vImageConvolveMultiKernel_ARGB8888
00000001863fca54 (__TEXT,__text) external _vImageConvolveMultiKernel_ARGBFFFF
00000001863fc714 (__TEXT,__text) external _vImageConvolveWithBias_ARGB8888
00000001863fcda8 (__TEXT,__text) external _vImageConvolveWithBias_ARGBFFFF
000000018638deb4 (__TEXT,__text) external _vImageConvolveWithBias_Planar8
00000001863fc1f8 (__TEXT,__text) external _vImageConvolveWithBias_PlanarF
00000001863fc66c (__TEXT,__text) external _vImageConvolve_ARGB8888
00000001863fc9d4 (__TEXT,__text) external _vImageConvolve_ARGBFFFF
000000018638de68 (__TEXT,__text) external _vImageConvolve_Planar8
00000001863fc1e4 (__TEXT,__text) external _vImageConvolve_PlanarF
0000000186392e18 (__TEXT,__text) external _vImageCopyBuffer
0000000186522c9c (__TEXT,__text) external _vImageCreateCGImageFromBuffer
0000000186521e14 (__TEXT,__text) non-external _vImageCreateCGImageFromBuffer_loader
000000018646ae5c (__TEXT,__text) external _vImageCreateGammaFunction
0000000186522dec (__TEXT,__text) external _vImageCreateMonochromeColorSpaceWithWhitePointAndTransferFunction
0000000186522b4c (__TEXT,__text) non-external _vImageCreateMonochromeColorSpaceWithWhitePointAndTransferFunction_loader
0000000186522de0 (__TEXT,__text) external _vImageCreateRGBColorSpaceWithPrimariesAndTransferFunction
0000000186522aa4 (__TEXT,__text) non-external _vImageCreateRGBColorSpaceWithPrimariesAndTransferFunction_loader
00000001863828c0 (__TEXT,__text) non-external (was a private external) _vImageDebug_CheckDestBuffer
00000001863827b8 (__TEXT,__text) non-external (was a private external) _vImageDebug_CheckSrcBuffer
0000000186382ae0 (__TEXT,__text) non-external (was a private external) _vImageDebug_CheckTempBuffer
00000001863c748c (__TEXT,__text) external _vImageDecodeVectorHalf
00000001863866b4 (__TEXT,__text) external _vImageDeepmap2Decode
00000001863bde1c (__TEXT,__text) external _vImageDeepmap2DecodeScratchBufferSize
00000001863bdff0 (__TEXT,__text) external _vImageDeepmap2DecodeStreamCreate
00000001863be16c (__TEXT,__text) external _vImageDeepmap2DecodeStreamProcess
00000001863be134 (__TEXT,__text) external _vImageDeepmap2DecodeStreamRelease
00000001863bdf98 (__TEXT,__text) external _vImageDeepmap2DecodeStreamScratchBufferSize
00000001863bd498 (__TEXT,__text) external _vImageDeepmap2Encode
00000001863bdc34 (__TEXT,__text) external _vImageDeepmap2EncodeCreateBuffer
0000000186387518 (__TEXT,__text) external _vImageDeepmap2PixelSize
00000001863b6cf8 (__TEXT,__text) external _vImageDeepmapDecode
00000001863b6ce8 (__TEXT,__text) external _vImageDeepmapDecodeScratchBufferSize
00000001863a1074 (__TEXT,__text) external _vImageDeepmapDecodeStreamCreate
00000001863a11d0 (__TEXT,__text) external _vImageDeepmapDecodeStreamProcess
00000001863a189c (__TEXT,__text) external _vImageDeepmapDecodeStreamRelease
00000001863b70b0 (__TEXT,__text) external _vImageDeepmapDecodeStreamScratchBufferSize
00000001863b6510 (__TEXT,__text) external _vImageDeepmapEncode
00000001863b6b20 (__TEXT,__text) external _vImageDeepmapEncodeCreateBuffer
00000001863a2044 (__TEXT,__text) external _vImageDeepmapPixelSize
000000018646b0c4 (__TEXT,__text) external _vImageDestroyGammaFunction
00000001864a5c38 (__TEXT,__text) external _vImageDestroyResamplingFilter
0000000186462650 (__TEXT,__text) external _vImageDilate_ARGB8888
0000000186463d30 (__TEXT,__text) external _vImageDilate_ARGBFFFF
0000000186390bdc (__TEXT,__text) external _vImageDilate_Planar8
0000000186460f70 (__TEXT,__text) external _vImageDilate_PlanarF
0000000186449574 (__TEXT,__text) external _vImageDownScale_CbCr8
0000000186448f6c (__TEXT,__text) external _vImageDownScale_Planar8
00000001863c6d54 (__TEXT,__text) external _vImageEncodeVectorHalf
00000001865df474 (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.1
00000001865df4a0 (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.2
00000001865df4cc (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.3
00000001863c6cf0 (__TEXT,__text) external _vImageEncodeVectorOptionsCreate
00000001863c6d20 (__TEXT,__text) external _vImageEncodeVectorOptionsFree
00000001863c6d14 (__TEXT,__text) external _vImageEncodeVectorOptionsSetQuantization
0000000186459614 (__TEXT,__text) external _vImageEndsInContrastStretch_ARGB8888
0000000186459ad0 (__TEXT,__text) external _vImageEndsInContrastStretch_ARGBFFFF
00000001864589e4 (__TEXT,__text) external _vImageEndsInContrastStretch_Planar8
0000000186458ddc (__TEXT,__text) external _vImageEndsInContrastStretch_PlanarF
0000000186452938 (__TEXT,__text) external _vImageEqualization_ARGB8888
0000000186452bc0 (__TEXT,__text) external _vImageEqualization_ARGBFFFF
0000000186451b8c (__TEXT,__text) external _vImageEqualization_Planar8
0000000186451d60 (__TEXT,__text) external _vImageEqualization_PlanarF
0000000186462238 (__TEXT,__text) external _vImageErode_ARGB8888
0000000186463918 (__TEXT,__text) external _vImageErode_ARGBFFFF
0000000186460278 (__TEXT,__text) external _vImageErode_Planar8
0000000186460b58 (__TEXT,__text) external _vImageErode_PlanarF
00000001863cdc90 (__TEXT,__text) external _vImageExtractChannel_ARGB16U
00000001863cdb64 (__TEXT,__text) external _vImageExtractChannel_ARGB8888
00000001863cddbc (__TEXT,__text) external _vImageExtractChannel_ARGBFFFF
000000018652d844 (__TEXT,__text) external _vImageExtract_444YpCbCrA10To420Yp10P32_CbCr10P32
000000018652d558 (__TEXT,__text) external _vImageExtract_444YpCbCrA10To420Yp10_CbCr10
000000018652d26c (__TEXT,__text) external _vImageExtract_444YpCbCrA8To420Yp8_CbCr8
00000001863f4c20 (__TEXT,__text) external _vImageFlatten_ARGB16Q12
00000001863d0880 (__TEXT,__text) external _vImageFlatten_ARGB16U
00000001863b051c (__TEXT,__text) external _vImageFlatten_ARGB8888
00000001863cdee8 (__TEXT,__text) external _vImageFlatten_ARGB8888ToRGB888
00000001863d0db0 (__TEXT,__text) external _vImageFlatten_ARGBFFFF
00000001863ce728 (__TEXT,__text) external _vImageFlatten_ARGBFFFFToRGBFFF
00000001863ce468 (__TEXT,__text) external _vImageFlatten_BGRA8888ToRGB888
00000001863ceca8 (__TEXT,__text) external _vImageFlatten_BGRAFFFFToRGBFFF
000000018647be8c (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaFirst
000000018647c048 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaLast
000000018647c1fc (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaFirst
000000018647c384 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast
000000018647bb3c (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst
000000018647bce4 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast
000000018647c504 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst
000000018647c678 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast
00000001863f4ec8 (__TEXT,__text) external _vImageFlatten_RGBA16Q12
00000001863d0b18 (__TEXT,__text) external _vImageFlatten_RGBA16U
000000018639e524 (__TEXT,__text) external _vImageFlatten_RGBA8888
00000001863ce1a8 (__TEXT,__text) external _vImageFlatten_RGBA8888ToRGB888
00000001863d1048 (__TEXT,__text) external _vImageFlatten_RGBAFFFF
00000001863ce9e8 (__TEXT,__text) external _vImageFlatten_RGBAFFFFToRGBFFF
000000018646b0d0 (__TEXT,__text) external _vImageGamma_Planar8toPlanarF
000000018646bee0 (__TEXT,__text) external _vImageGamma_PlanarF
000000018646b418 (__TEXT,__text) external _vImageGamma_PlanarFtoPlanar8
00000001864402d0 (__TEXT,__text) external _vImageGaussianBoxDiffConvolve_Planar8
0000000186522c3c (__TEXT,__text) non-external _vImageGetCPUCount
0000000186522bf4 (__TEXT,__text) non-external _vImageGetLogicalCPUCount
0000000186440598 (__TEXT,__text) external _vImageGetMinimumGeometryTempBufferSize
00000001863fbe60 (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForConvolution
000000018644e660 (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForHistogram
0000000186464fe8 (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForMinMax
00000001864a5c28 (__TEXT,__text) external _vImageGetResamplingFilterExtent
