00007ffb025a9cb2 (__TEXT,__text) non-external _DiToMD5
00007ffb40307f00 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOHistogramReporter_Declaration
00007ffb428602b8 (__DATA,__common) external _gIOInterruptDispatchSourceMetaClass
00007ffb40307ed0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
00007ffb428602c0 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
00007ffb40307ed8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
00007ffb428602c8 (__DATA,__common) external _gIOMemoryMapMetaClass
00007ffb40307ee0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
00007ffb428602f0 (__DATA,__common) external _gIOReportLegendMetaClass
00007ffb40307f08 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReportLegend_Declaration
00007ffb428602d0 (__DATA,__common) external _gIOReporterMetaClass
00007ffb40307ee8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReporter_Declaration
00007ffb428602f8 (__DATA,__common) external _gIOServiceMetaClass
00007ffb42860300 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
00007ffb40307f18 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
00007ffb42860308 (__DATA,__common) external _gIOServiceStateNotificationDispatchSourceMetaClass
00007ffb40307f20 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceStateNotificationDispatchSource_Declaration
00007ffb40307f10 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
00007ffb428602d8 (__DATA,__common) external _gIOSimpleReporterMetaClass
00007ffb40307ef0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOSimpleReporter_Declaration
00007ffb428602e0 (__DATA,__common) external _gIOStateReporterMetaClass
00007ffb40307ef8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOStateReporter_Declaration
00007ffb428603c0 (__DATA,__common) external _gIOThreadMetaClass
00007ffb40307fd8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOThread_Declaration
00007ffb42860310 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
00007ffb40307f28 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
00007ffb42860318 (__DATA,__common) external _gIOUserClientMetaClass
00007ffb40307f30 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
00007ffb42860328 (__DATA,__common) external _gIOUserServerMetaClass
00007ffb40307f40 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
00007ffb42860330 (__DATA,__common) external _gIOWorkGroupMetaClass
00007ffb40307f48 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOWorkGroup_Declaration
00007ffb42860338 (__DATA,__common) external _gOSActionMetaClass
00007ffb40307f50 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
00007ffb42860320 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
00007ffb40307f38 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
00007ffb428603b8 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
00007ffb40307fd0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
00007ffb42860340 (__DATA,__common) external _gOSArrayMetaClass
00007ffb40307f58 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
00007ffb42860348 (__DATA,__common) external _gOSBooleanMetaClass
00007ffb40307f60 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
00007ffb42860350 (__DATA,__common) external _gOSBundleMetaClass
00007ffb40307f68 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBundle_Declaration
00007ffb42860358 (__DATA,__common) external _gOSCollectionMetaClass
00007ffb40307f70 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
00007ffb42860360 (__DATA,__common) external _gOSContainerMetaClass
00007ffb40307f78 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
00007ffb42860368 (__DATA,__common) external _gOSDataMetaClass
00007ffb40307f80 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
00007ffb42860370 (__DATA,__common) external _gOSDictionaryMetaClass
00007ffb40307f88 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
00007ffb42860378 (__DATA,__common) external _gOSMappedFileMetaClass
00007ffb40307f90 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSMappedFile_Declaration
00007ffb42860158 (__DATA,__common) non-external (was a private external) _gOSMetaClassBasePrivateLayout
00007ffb40307e80 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBasePrivateLayout_Declaration
00007ffb4285ff78 (__DATA,__common) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout
00007ffb40307e78 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout_Declaration
00007ffb42860380 (__DATA,__common) external _gOSNumberMetaClass
00007ffb40307f98 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
00007ffb42860388 (__DATA,__common) external _gOSObjectMetaClass
00007ffb40307fa0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
00007ffb42860390 (__DATA,__common) external _gOSOrderedSetMetaClass
00007ffb40307fa8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSOrderedSet_Declaration
00007ffb42860398 (__DATA,__common) external _gOSSerializationMetaClass
00007ffb40307fb0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
00007ffb428603a0 (__DATA,__common) external _gOSSetMetaClass
00007ffb40307fb8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSet_Declaration
00007ffb428603a8 (__DATA,__common) external _gOSStringMetaClass
00007ffb40307fc0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSString_Declaration
00007ffb428603b0 (__DATA,__common) external _g_IOBlockStorageDeviceMetaClass
00007ffb40307fc8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _g_IOBlockStorageDevice_Declaration
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getsectiondata (from libSystem)
                 (undefined) external _host_get_io_main (from libSystem)
00007ffb025a173a (__TEXT,__text) non-external (was a private external) _io_catalog_get_data
00007ffb025a18a2 (__TEXT,__text) non-external (was a private external) _io_catalog_get_gen_count
00007ffb025a19a6 (__TEXT,__text) non-external (was a private external) _io_catalog_module_loaded
00007ffb025a1b23 (__TEXT,__text) non-external (was a private external) _io_catalog_reset
00007ffb025a144b (__TEXT,__text) non-external (was a private external) _io_catalog_send_data
00007ffb025a15b7 (__TEXT,__text) non-external (was a private external) _io_catalog_terminate
00007ffb025a05d4 (__TEXT,__text) non-external (was a private external) _io_connect_add_client
00007ffb025a360f (__TEXT,__text) non-external (was a private external) _io_connect_async_method
00007ffb025a20e1 (__TEXT,__text) non-external (was a private external) _io_connect_get_notification_semaphore
00007ffb025a04c4 (__TEXT,__text) non-external (was a private external) _io_connect_get_service
00007ffb025a2fe9 (__TEXT,__text) non-external (was a private external) _io_connect_map_memory_into_task
00007ffb025a3278 (__TEXT,__text) non-external (was a private external) _io_connect_method
00007ffb025a4341 (__TEXT,__text) non-external (was a private external) _io_connect_method_var_output
00007ffb025a39ff (__TEXT,__text) non-external (was a private external) _io_connect_set_notification_port
00007ffb025a06c7 (__TEXT,__text) non-external (was a private external) _io_connect_set_properties
00007ffb025a314c (__TEXT,__text) non-external (was a private external) _io_connect_unmap_memory_from_task
00007ffb025a5d62 (__TEXT,__text) non-external (was a private external) _io_device_tree_entry_exists_with_name
00007ffb025a1347 (__TEXT,__text) non-external (was a private external) _io_iterator_is_valid
00007ffb0259eff3 (__TEXT,__text) non-external (was a private external) _io_iterator_next
00007ffb0259f103 (__TEXT,__text) non-external (was a private external) _io_iterator_reset
00007ffb0259ee26 (__TEXT,__text) non-external (was a private external) _io_object_conforms_to
00007ffb025a2c80 (__TEXT,__text) non-external (was a private external) _io_object_get_bundle_identifier
00007ffb0259ec80 (__TEXT,__text) non-external (was a private external) _io_object_get_class
00007ffb025a0e6b (__TEXT,__text) non-external (was a private external) _io_object_get_retain_count
00007ffb025a2a6f (__TEXT,__text) non-external (was a private external) _io_object_get_superclass
00007ffb0259f598 (__TEXT,__text) non-external (was a private external) _io_registry_create_iterator
00007ffb025a1163 (__TEXT,__text) non-external (was a private external) _io_registry_entry_create_iterator
00007ffb0259f926 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path
00007ffb025a5b51 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path_ool
00007ffb025a0041 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_child_iterator
00007ffb025a220c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_location_in_plane
00007ffb0259fafd (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name
00007ffb025a1d03 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name_in_plane
00007ffb025a0218 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_parent_iterator
00007ffb025a0822 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path
00007ffb025a58f2 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path_ool
00007ffb0259fca3 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties
00007ffb025a4d69 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin
00007ffb025a5f2f (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin_buf
00007ffb0259f3af (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property
00007ffb025a4eaf (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin
00007ffb025a60a7 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin_buf
00007ffb0259fde9 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bytes
00007ffb025a241d (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_recursively
00007ffb025a4219 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_registry_entry_id
00007ffb025a0c9e (__TEXT,__text) non-external (was a private external) _io_registry_entry_in_plane
00007ffb025a0b43 (__TEXT,__text) non-external (was a private external) _io_registry_entry_set_properties
00007ffb025a0a33 (__TEXT,__text) non-external (was a private external) _io_registry_get_root_entry
00007ffb0259f77c (__TEXT,__text) non-external (was a private external) _io_registry_iterator_enter_entry
00007ffb0259f851 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_exit_entry
00007ffb025a4c41 (__TEXT,__text) non-external (was a private external) _io_server_version
00007ffb025a3db1 (__TEXT,__text) non-external (was a private external) _io_service_add_interest_notification
00007ffb025a3b2b (__TEXT,__text) non-external (was a private external) _io_service_add_notification
00007ffb025a5676 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_bin
00007ffb025a3fd8 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_ool
00007ffb025a03ef (__TEXT,__text) non-external (was a private external) _io_service_close
00007ffb025a4a29 (__TEXT,__text) non-external (was a private external) _io_service_get_authorization_id
00007ffb025a0f6f (__TEXT,__text) non-external (was a private external) _io_service_get_busy_state
00007ffb025a46f6 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service
00007ffb025a5104 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_bin
00007ffb025a48cd (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_ool
00007ffb0259f1d8 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services
00007ffb025a52d8 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_bin
00007ffb025a27b6 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_ool
00007ffb025a2672 (__TEXT,__text) non-external (was a private external) _io_service_get_state
00007ffb025a1f14 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table
00007ffb025a54ac (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_bin
00007ffb025a2912 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_ool
00007ffb025a2e91 (__TEXT,__text) non-external (was a private external) _io_service_open_extended
00007ffb025a1c13 (__TEXT,__text) non-external (was a private external) _io_service_request_probe
00007ffb025a4b51 (__TEXT,__text) non-external (was a private external) _io_service_set_authorization_id
00007ffb025a1073 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet
00007ffb025a6321 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet_with_options
00007ffb0259ec68 (__TEXT,__text) non-external (was a private external) _iokit_user_client_trap
00007ffb4285ff70 (__DATA,__common) external _kOSBooleanFalse
00007ffb4285ff68 (__DATA,__common) external _kOSBooleanTrue
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_continuous_time (from libSystem)
                 (undefined) external _mach_error (from libSystem)
                 (undefined) external _mach_error_string (from libSystem)
                 (undefined) external _mach_host_self (from libSystem)
                 (undefined) external _mach_msg2_internal (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_allocate (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_port_mod_refs (from libSystem)
                 (undefined) external _mach_ports_lookup (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_deallocate (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
00007ffb0258fdbf (__TEXT,__text) external _nanoseconds_to_absolutetime
00007ffb025ba074 (__TEXT,__text) non-external _nanoseconds_to_absolutetime.cold.1
