00007ff80366f6a1 (__TEXT,__text) external _CreateLSTMBreakEngine
00007ff84065dee8 (__DATA_CONST,__const) external __ZTIN3icu22UIterCollationIteratorE
00007ff84065e308 (__DATA_CONST,__const) external __ZTIN3icu22UTF16CollationIteratorE
00007ff8406561c0 (__DATA_CONST,__const) external __ZTIN3icu23IslamicUmalquraCalendarE
00007ff840654140 (__DATA_CONST,__const) external __ZTIN3icu23SharedDateFormatSymbolsE
00007ff840641830 (__DATA_CONST,__const) external __ZTIN3icu23StringCharacterIteratorE
00007ff84063cc78 (__DATA_CONST,__const) external __ZTIN3icu23UCharsDictionaryMatcherE
00007ff84064cc38 (__DATA_CONST,__const) external __ZTIN3icu23UnicodeStringAppendableE
00007ff840650c70 (__DATA_CONST,__const) external __ZTIN3icu24CollationElementIteratorE
00007ff8406546f0 (__DATA_CONST,__const) external __ZTIN3icu24DateTimePatternGeneratorE
00007ff84065e470 (__DATA_CONST,__const) external __ZTIN3icu24FCDUTF8CollationIteratorE
00007ff84063c960 (__DATA_CONST,__const) external __ZTIN3icu24ForwardCharacterIteratorE
00007ff8406412e8 (__DATA_CONST,__const) external __ZTIN3icu24RuleBasedBreakIterator57E
00007ff840651268 (__DATA_CONST,__const) external __ZTIN3icu25CollationFastLatinBuilderE
00007ff84065df00 (__DATA_CONST,__const) external __ZTIN3icu25FCDUIterCollationIteratorE
00007ff84065e320 (__DATA_CONST,__const) external __ZTIN3icu25FCDUTF16CollationIteratorE
00007ff84065b690 (__DATA_CONST,__const) external __ZTIN3icu25FormattedRelativeDateTimeE
00007ff84065b738 (__DATA_CONST,__const) external __ZTIN3icu25RelativeDateTimeFormatterE
00007ff84065c1a0 (__DATA_CONST,__const) external __ZTIN3icu25ScientificNumberFormatter11MarkupStyleE
00007ff84065c1f0 (__DATA_CONST,__const) external __ZTIN3icu25ScientificNumberFormatter16SuperscriptStyleE
00007ff84065c188 (__DATA_CONST,__const) weak external __ZTIN3icu25ScientificNumberFormatter5StyleE
00007ff84065c208 (__DATA_CONST,__const) external __ZTIN3icu25ScientificNumberFormatterE
00007ff840655078 (__DATA_CONST,__const) external __ZTIN3icu28FieldPositionIteratorHandlerE
00007ff84063cf10 (__DATA_CONST,__const) external __ZTIN3icu28FilteredBreakIteratorBuilderE
00007ff840654f18 (__DATA_CONST,__const) external __ZTIN3icu31FormattedValueStringBuilderImplE
00007ff84065ae98 (__DATA_CONST,__const) external __ZTIN3icu33PluralAvailableLocalesEnumerationE
00007ff84064dd88 (__DATA_CONST,__const) external __ZTIN3icu4IDNAE
00007ff840654e48 (__DATA_CONST,__const) external __ZTIN3icu6FormatE
00007ff84063da88 (__DATA_CONST,__const) external __ZTIN3icu6Locale8IteratorE
00007ff84063d9a8 (__DATA_CONST,__const) external __ZTIN3icu6LocaleE
00007ff84065b5d0 (__DATA_CONST,__const) external __ZTIN3icu6RegionE
00007ff84064d700 (__DATA_CONST,__const) external __ZTIN3icu6UStackE
00007ff8406592d0 (__DATA_CONST,__const) external __ZTIN3icu6number15FormattedNumberE
00007ff840659320 (__DATA_CONST,__const) external __ZTIN3icu6number20FormattedNumberRangeE
00007ff840658a58 (__DATA_CONST,__const) weak external __ZTIN3icu6number4impl13EmptyModifierE
00007ff840659148 (__DATA_CONST,__const) external __ZTIN3icu6number4impl13ModifierStoreE
00007ff840658f10 (__DATA_CONST,__const) external __ZTIN3icu6number4impl14SimpleModifierE
00007ff840658788 (__DATA_CONST,__const) external __ZTIN3icu6number4impl14SymbolProviderE
00007ff840658988 (__DATA_CONST,__const) external __ZTIN3icu6number4impl15DecimalQuantityE
00007ff840659660 (__DATA_CONST,__const) external __ZTIN3icu6number4impl17ParsedPatternInfoE
00007ff840659828 (__DATA_CONST,__const) external __ZTIN3icu6number4impl17UsagePrefsHandlerE
00007ff840659700 (__DATA_CONST,__const) external __ZTIN3icu6number4impl18ScientificModifierE
00007ff8406588b0 (__DATA_CONST,__const) weak external __ZTIN3icu6number4impl19MicroPropsGeneratorE
00007ff8406594f0 (__DATA_CONST,__const) external __ZTIN3icu6number4impl20AffixPatternProviderE
00007ff840659308 (__DATA_CONST,__const) external __ZTIN3icu6number4impl20UFormattedNumberDataE
00007ff8406595b8 (__DATA_CONST,__const) weak external __ZTIN3icu6number4impl21AdoptingModifierStoreE
00007ff840658e80 (__DATA_CONST,__const) external __ZTIN3icu6number4impl21ConstantAffixModifierE
00007ff840659860 (__DATA_CONST,__const) external __ZTIN3icu6number4impl21UnitConversionHandlerE
00007ff840659500 (__DATA_CONST,__const) external __ZTIN3icu6number4impl22MutablePatternModifierE
00007ff840659198 (__DATA_CONST,__const) external __ZTIN3icu6number4impl23MultiplierFormatHandlerE
00007ff840659558 (__DATA_CONST,__const) external __ZTIN3icu6number4impl24ImmutablePatternModifierE
00007ff840658f48 (__DATA_CONST,__const) external __ZTIN3icu6number4impl26ConstantMultiFieldModifierE
00007ff840659108 (__DATA_CONST,__const) external __ZTIN3icu6number4impl27AdoptingSignumModifierStoreE
00007ff840659158 (__DATA_CONST,__const) external __ZTIN3icu6number4impl30CurrencySpacingEnabledModifierE
00007ff8406587e8 (__DATA_CONST,__const) external __ZTIN3icu6number4impl32LocalizedNumberFormatterAsFormatE
00007ff840658e70 (__DATA_CONST,__const) external __ZTIN3icu6number4impl8ModifierE
00007ff840657cc0 (__DATA_CONST,__const) external __ZTIN3icu7MeasureE
00007ff84063c360 (__DATA_CONST,__const) weak external __ZTIN3icu7UMemoryE
00007ff84064cd10 (__DATA_CONST,__const) external __ZTIN3icu7UObjectE
00007ff84064e278 (__DATA_CONST,__const) external __ZTIN3icu7UVectorE
00007ff84063c698 (__DATA_CONST,__const) external __ZTIN3icu8ByteSinkE
00007ff8406503c0 (__DATA_CONST,__const) external __ZTIN3icu8CalendarE
00007ff840650e18 (__DATA_CONST,__const) external __ZTIN3icu8CollatorE
00007ff84065ccd8 (__DATA_CONST,__const) external __ZTIN3icu8TimeUnitE
00007ff84065cbc0 (__DATA_CONST,__const) external __ZTIN3icu8TimeZoneE
00007ff840659da0 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl13SeriesMatcherE
00007ff84065a320 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl13SymbolMatcherE
00007ff84065a3d0 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl14PercentMatcherE
00007ff84065a3e8 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl15PermilleMatcherE
00007ff84065a400 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl15PlusSignMatcherE
00007ff840659c40 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl16CodePointMatcherE
00007ff84065a388 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl16MinusSignMatcherE
00007ff840659f50 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl16NumberParserImplE
00007ff84065a358 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl17IgnorablesMatcherE
00007ff840659db8 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl18ArraySeriesMatcherE
00007ff840659d88 (__DATA_CONST,__const) weak external __ZTIN3icu8numparse4impl18CompositionMatcherE
00007ff840659f40 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl18NumberParseMatcherE
00007ff840659cb0 (__DATA_CONST,__const) weak external __ZTIN3icu8numparse4impl19AffixPatternMatcherE
00007ff840659e18 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl23CombinedCurrencyMatcherE
00007ff840659bf8 (__DATA_CONST,__const) weak external __ZTIN3icu8numparse4impl24MutableMatcherCollectionE
00007ff84063cd20 (__DATA_CONST,__const) external __ZTIN3icu9ErrorCodeE
00007ff84064e2b8 (__DATA_CONST,__const) external __ZTIN3icu9UVector32E
00007ff84064e2f8 (__DATA_CONST,__const) external __ZTIN3icu9UVector64E
00007ff84065e600 (__DATA_CONST,__const) external __ZTIN3icu9VTimeZoneE
00007ff803870a10 (__TEXT,__const) external __ZTSN3icu10AppendableE
00007ff8038c52f0 (__TEXT,__const) external __ZTSN3icu10CECalendarE
00007ff8038c9f35 (__TEXT,__const) external __ZTSN3icu10DateFormatE
00007ff8038cbb2d (__TEXT,__const) external __ZTSN3icu10GenderInfoE
00007ff803879e39 (__TEXT,__const) external __ZTSN3icu10NormalizerE
00007ff8038ba023 (__TEXT,__const) external __ZTSN3icu10UnicodeSetE
00007ff8038cb9c8 (__TEXT,__const) external __ZTSN3icu11FormattableE
00007ff8038ccfcc (__TEXT,__const) external __ZTSN3icu11MeasureUnitE
00007ff803875110 (__TEXT,__const) external __ZTSN3icu11Normalizer2E
00007ff8038ce67e (__TEXT,__const) external __ZTSN3icu11PluralRulesE
00007ff8038ba0e0 (__TEXT,__const) external __ZTSN3icu11ReplaceableE
00007ff8038ba00f (__TEXT,__const) external __ZTSN3icu11SymbolTableE
00007ff8038d073e (__TEXT,__const) external __ZTSN3icu11TextTrieMapE
00007ff8038b9f90 (__TEXT,__const) external __ZTSN3icu12CacheKeyBaseE
00007ff8038c5a61 (__TEXT,__const) external __ZTSN3icu12ChoiceFormatE
00007ff8038cff20 (__TEXT,__const) external __ZTSN3icu12CollationKeyE
00007ff8038c9e76 (__TEXT,__const) external __ZTSN3icu12CurrencyUnitE
00007ff803870d80 (__TEXT,__const) external __ZTSN3icu12DateIntervalE
00007ff8038cb90e (__TEXT,__const) external __ZTSN3icu12DateTimeRuleE
00007ff8038ce717 (__TEXT,__const) external __ZTSN3icu12FixedDecimalE
00007ff8038cdd79 (__TEXT,__const) external __ZTSN3icu12NumberFormatE
00007ff8038ce538 (__TEXT,__const) external __ZTSN3icu12PluralFormat14PluralSelectorE
00007ff8038ce55e (__TEXT,__const) external __ZTSN3icu12PluralFormat21PluralSelectorAdapterE
00007ff8038ce58a (__TEXT,__const) external __ZTSN3icu12PluralFormatE
00007ff8038cf224 (__TEXT,__const) external __ZTSN3icu12RegexCompileE
00007ff8038cf502 (__TEXT,__const) external __ZTSN3icu12RegexMatcherE
00007ff8038cf553 (__TEXT,__const) external __ZTSN3icu12RegexPatternE
00007ff803885894 (__TEXT,__const) external __ZTSN3icu12ResourceSinkE
00007ff8038cf808 (__TEXT,__const) external __ZTSN3icu12SelectFormatE
00007ff8038858e2 (__TEXT,__const) external __ZTSN3icu12SharedObjectE
00007ff8038cffe1 (__TEXT,__const) external __ZTSN3icu12StringSearchE
00007ff8038d08a8 (__TEXT,__const) external __ZTSN3icu12TimeZoneRuleE
00007ff8038b9fa5 (__TEXT,__const) external __ZTSN3icu12UnifiedCacheE
00007ff8038c4110 (__TEXT,__const) external __ZTSN3icu13BasicTimeZoneE
00007ff803870b0a (__TEXT,__const) external __ZTSN3icu13BreakIteratorE
00007ff8038c76d8 (__TEXT,__const) external __ZTSN3icu13CollationKeys13LevelCallbackE
00007ff8038ca258 (__TEXT,__const) external __ZTSN3icu13DecimalFormatE
00007ff8038cb9dc (__TEXT,__const) external __ZTSN3icu13FieldPositionE
00007ff8038ccaa0 (__TEXT,__const) external __ZTSN3icu13FormattedListE
00007ff8038cd653 (__TEXT,__const) external __ZTSN3icu13IFixedDecimalE
00007ff8038ccadf (__TEXT,__const) external __ZTSN3icu13ListFormatterE
00007ff803870ec1 (__TEXT,__const) external __ZTSN3icu13LocaleBuilderE
00007ff8038ccbf7 (__TEXT,__const) external __ZTSN3icu13MeasureFormatE
00007ff8038cd050 (__TEXT,__const) external __ZTSN3icu13MessageFormat11DummyFormatE
00007ff8038cd0d8 (__TEXT,__const) external __ZTSN3icu13MessageFormat22PluralSelectorProviderE
00007ff8038cd0a4 (__TEXT,__const) external __ZTSN3icu13MessageFormatE
00007ff8038ce310 (__TEXT,__const) external __ZTSN3icu13OlsonTimeZoneE
00007ff803879e4c (__TEXT,__const) external __ZTSN3icu13ParsePositionE
00007ff80388587e (__TEXT,__const) external __ZTSN3icu13ResourceValueE
00007ff8038d0687 (__TEXT,__const) external __ZTSN3icu13TimeZoneNames19MatchInfoCollectionE
00007ff8038d0653 (__TEXT,__const) external __ZTSN3icu13TimeZoneNamesE
00007ff8038b9fd1 (__TEXT,__const) external __ZTSN3icu13UnicodeFilterE
00007ff8038ba0f4 (__TEXT,__const) external __ZTSN3icu13UnicodeStringE
00007ff8038c9da1 (__TEXT,__const) external __ZTSN3icu14CurrencyAmountE
00007ff8038cba6f (__TEXT,__const) external __ZTSN3icu14FormattedValueE
00007ff8038cc074 (__TEXT,__const) external __ZTSN3icu14HebrewCalendarE
00007ff8038cc220 (__TEXT,__const) external __ZTSN3icu14IndianCalendarE
00007ff803871338 (__TEXT,__const) external __ZTSN3icu14MessagePatternE
00007ff803885867 (__TEXT,__const) external __ZTSN3icu14ResourceBundleE
00007ff8038cf7e4 (__TEXT,__const) external __ZTSN3icu14SearchIteratorE
00007ff8038c50db (__TEXT,__const) external __ZTSN3icu14SharedCalendarE
00007ff8038cf85e (__TEXT,__const) external __ZTSN3icu14SimpleTimeZoneE
00007ff8038d00ac (__TEXT,__const) external __ZTSN3icu14TimeUnitAmountE
00007ff8038d0183 (__TEXT,__const) external __ZTSN3icu14TimeUnitFormatE
00007ff8038d0516 (__TEXT,__const) external __ZTSN3icu14TimeZoneFormatE
00007ff8038d023a (__TEXT,__const) external __ZTSN3icu14TransliteratorE
00007ff8038b9fe7 (__TEXT,__const) external __ZTSN3icu14UnicodeFunctorE
00007ff8038b9fba (__TEXT,__const) external __ZTSN3icu14UnicodeMatcherE
00007ff8038bfc3c (__TEXT,__const) external __ZTSN3icu15AlphabeticIndex14ImmutableIndexE
00007ff8038bfc8f (__TEXT,__const) external __ZTSN3icu15AlphabeticIndex6BucketE
00007ff8038bfc77 (__TEXT,__const) external __ZTSN3icu15AlphabeticIndexE
00007ff8038c5a49 (__TEXT,__const) external __ZTSN3icu15ChineseCalendarE
00007ff8038cc9dd (__TEXT,__const) external __ZTSN3icu15IslamicCalendarE
00007ff803879e21 (__TEXT,__const) external __ZTSN3icu15Normalizer2ImplE
00007ff8038ce2d1 (__TEXT,__const) external __ZTSN3icu15NumberingSystemE
00007ff8038cffb2 (__TEXT,__const) external __ZTSN3icu15UnicodeReplacerE
00007ff803870b81 (__TEXT,__const) external __ZTSN3icu16BytesTrieBuilder17BTLinearMatchNodeE
00007ff803870b68 (__TEXT,__const) external __ZTSN3icu16BytesTrieBuilderE
00007ff8038c5b52 (__TEXT,__const) external __ZTSN3icu16CollationBuilderE
00007ff8038cafc9 (__TEXT,__const) external __ZTSN3icu16DateIntervalInfoE
00007ff8038cfef8 (__TEXT,__const) external __ZTSN3icu16SimpleDateFormatE
00007ff8038858c9 (__TEXT,__const) external __ZTSN3icu16UnifiedCacheBaseE
00007ff803870bad (__TEXT,__const) external __ZTSN3icu17CanonicalIteratorE
00007ff803870be8 (__TEXT,__const) external __ZTSN3icu17CharacterIteratorE
00007ff8038c765c (__TEXT,__const) external __ZTSN3icu17CollationIteratorE
00007ff8038c7810 (__TEXT,__const) external __ZTSN3icu17CollationSettingsE
00007ff8038cac50 (__TEXT,__const) external __ZTSN3icu17DateFormatSymbolsE
00007ff803870d24 (__TEXT,__const) external __ZTSN3icu17DictionaryMatcherE
00007ff8038cbd50 (__TEXT,__const) external __ZTSN3icu17GregorianCalendarE
00007ff8038cf57a (__TEXT,__const) external __ZTSN3icu17RuleBasedCollatorE
00007ff8038cea4f (__TEXT,__const) external __ZTSN3icu17RuleBasedTimeZoneE
00007ff8038ce664 (__TEXT,__const) external __ZTSN3icu17SharedPluralRulesE
00007ff8038bf730 (__TEXT,__const) external __ZTSN3icu17StringEnumerationE
00007ff803885a0f (__TEXT,__const) weak external __ZTSN3icu17StringTrieBuilder10BranchNodeE
00007ff803885a60 (__TEXT,__const) external __ZTSN3icu17StringTrieBuilder14BranchHeadNodeE
00007ff80388593b (__TEXT,__const) external __ZTSN3icu17StringTrieBuilder14FinalValueNodeE
00007ff8038859e5 (__TEXT,__const) external __ZTSN3icu17StringTrieBuilder14ListBranchNodeE
00007ff8038859ba (__TEXT,__const) external __ZTSN3icu17StringTrieBuilder15LinearMatchNodeE
00007ff803885a35 (__TEXT,__const) external __ZTSN3icu17StringTrieBuilder15SplitBranchNodeE
00007ff803885989 (__TEXT,__const) external __ZTSN3icu17StringTrieBuilder21IntermediateValueNodeE
00007ff80388591c (__TEXT,__const) external __ZTSN3icu17StringTrieBuilder4NodeE
00007ff803885965 (__TEXT,__const) external __ZTSN3icu17StringTrieBuilder9ValueNodeE
00007ff803885a8a (__TEXT,__const) external __ZTSN3icu17StringTrieBuilderE
00007ff8038b76fa (__TEXT,__const) external __ZTSN3icu17UCharsTrieBuilder18UCTLinearMatchNodeE
00007ff8038b76e0 (__TEXT,__const) external __ZTSN3icu17UCharsTrieBuilderE
00007ff8038d08d9 (__TEXT,__const) external __ZTSN3icu18AnnualTimeZoneRuleE
00007ff8038c4030 (__TEXT,__const) external __ZTSN3icu18CalendarAstronomer9AngleFuncE
00007ff8038c407d (__TEXT,__const) external __ZTSN3icu18CalendarAstronomer9CoordFuncE
00007ff803870b20 (__TEXT,__const) external __ZTSN3icu18CharStringByteSinkE
00007ff8038c7846 (__TEXT,__const) external __ZTSN3icu18CollationTailoringE
00007ff8038c9e4e (__TEXT,__const) external __ZTSN3icu18CurrencyPluralInfoE
00007ff8038caeef (__TEXT,__const) external __ZTSN3icu18DateIntervalFormatE
00007ff803871086 (__TEXT,__const) external __ZTSN3icu18LocaleDisplayNamesE
00007ff803870ee8 (__TEXT,__const) weak external __ZTSN3icu18LocalePriorityList8IteratorE
00007ff80388584c (__TEXT,__const) external __ZTSN3icu18RuleBasedTokenizerE
00007ff8038cdd5e (__TEXT,__const) external __ZTSN3icu18SharedNumberFormatE
00007ff8038d0912 (__TEXT,__const) external __ZTSN3icu18TimeZoneTransitionE
00007ff8038bf74a (__TEXT,__const) external __ZTSN3icu18UStringEnumerationE
00007ff8038bed40 (__TEXT,__const) external __ZTSN3icu18UnicodeSetIteratorE
00007ff8038c782a (__TEXT,__const) external __ZTSN3icu19CollationCacheEntryE
00007ff8038c775e (__TEXT,__const) external __ZTSN3icu19CollationRuleParser4SinkE
00007ff8038c777f (__TEXT,__const) external __ZTSN3icu19CollationRuleParser8ImporterE
00007ff803870e87 (__TEXT,__const) external __ZTSN3icu19FilteredNormalizer2E
00007ff8038d08bd (__TEXT,__const) external __ZTSN3icu19InitialTimeZoneRuleE
00007ff8038cca4e (__TEXT,__const) external __ZTSN3icu19IslamicRGSACalendarE
00007ff8038cca12 (__TEXT,__const) external __ZTSN3icu19IslamicTBLACalendarE
00007ff8038cf81d (__TEXT,__const) external __ZTSN3icu19SharedBreakIteratorE
00007ff803870b4b (__TEXT,__const) external __ZTSN3icu20CheckedArrayByteSinkE
00007ff8038c5bf0 (__TEXT,__const) external __ZTSN3icu20CollationDataBuilder10CEModifierE
00007ff8038c5c3e (__TEXT,__const) external __ZTSN3icu20CollationDataBuilderE
00007ff8038c78b0 (__TEXT,__const) external __ZTSN3icu20CompactDecimalFormatE
00007ff8038c9fe6 (__TEXT,__const) external __ZTSN3icu20DecimalFormatSymbolsE
00007ff8038cba86 (__TEXT,__const) external __ZTSN3icu20FieldPositionHandlerE
00007ff8038cc9f5 (__TEXT,__const) external __ZTSN3icu20IslamicCivilCalendarE
00007ff8038d0636 (__TEXT,__const) external __ZTSN3icu20TimeZoneGenericNamesE
00007ff8038cbae9 (__TEXT,__const) external __ZTSN3icu21FieldPositionIteratorE
00007ff8038caea0 (__TEXT,__const) external __ZTSN3icu21FormattedDateIntervalE
00007ff8038ce86f (__TEXT,__const) external __ZTSN3icu21RuleBasedNumberFormatE
00007ff8038d08f4 (__TEXT,__const) external __ZTSN3icu21TimeArrayTimeZoneRuleE
00007ff8038d0f4b (__TEXT,__const) external __ZTSN3icu21UTF8CollationIteratorE
00007ff803870d61 (__TEXT,__const) external __ZTSN3icu22BytesDictionaryMatcherE
00007ff8038c78f6 (__TEXT,__const) external __ZTSN3icu22CompoundTransliteratorE
00007ff803884f73 (__TEXT,__const) external __ZTSN3icu22RuleBasedBreakIterator10BreakCacheE
00007ff803884f30 (__TEXT,__const) external __ZTSN3icu22RuleBasedBreakIteratorE
00007ff8038b7728 (__TEXT,__const) external __ZTSN3icu22UCharCharacterIteratorE
00007ff8038d0b92 (__TEXT,__const) external __ZTSN3icu22UIterCollationIteratorE
00007ff8038d0ef9 (__TEXT,__const) external __ZTSN3icu22UTF16CollationIteratorE
00007ff8038cca2e (__TEXT,__const) external __ZTSN3icu23IslamicUmalquraCalendarE
00007ff8038cac30 (__TEXT,__const) external __ZTSN3icu23SharedDateFormatSymbolsE
00007ff8038858a9 (__TEXT,__const) external __ZTSN3icu23StringCharacterIteratorE
00007ff803870d41 (__TEXT,__const) external __ZTSN3icu23UCharsDictionaryMatcherE
00007ff8038ba0c0 (__TEXT,__const) external __ZTSN3icu23UnicodeStringAppendableE
00007ff8038c5a76 (__TEXT,__const) external __ZTSN3icu24CollationElementIteratorE
00007ff8038cb734 (__TEXT,__const) external __ZTSN3icu24DateTimePatternGeneratorE
00007ff8038d0f69 (__TEXT,__const) external __ZTSN3icu24FCDUTF8CollationIteratorE
00007ff803870bc7 (__TEXT,__const) external __ZTSN3icu24ForwardCharacterIteratorE
00007ff803884f52 (__TEXT,__const) external __ZTSN3icu24RuleBasedBreakIterator57E
00007ff8038c6318 (__TEXT,__const) external __ZTSN3icu25CollationFastLatinBuilderE
00007ff8038d0bb1 (__TEXT,__const) external __ZTSN3icu25FCDUIterCollationIteratorE
00007ff8038d0f18 (__TEXT,__const) external __ZTSN3icu25FCDUTF16CollationIteratorE
00007ff8038cf2a0 (__TEXT,__const) external __ZTSN3icu25FormattedRelativeDateTimeE
00007ff8038cf311 (__TEXT,__const) external __ZTSN3icu25RelativeDateTimeFormatterE
