00007ffa19628b5b (__TEXT,__text) non-external _DiToMD5
00007ffa430ba490 (__DATA,__common) external _gIOStateReporterMetaClass
00007ffa41e6ac88 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOStateReporter_Declaration
00007ffa430ba570 (__DATA,__common) external _gIOThreadMetaClass
00007ffa41e6ad68 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOThread_Declaration
00007ffa430ba4c0 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
00007ffa41e6acb8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
00007ffa430ba4c8 (__DATA,__common) external _gIOUserClientMetaClass
00007ffa41e6acc0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
00007ffa430ba4d8 (__DATA,__common) external _gIOUserServerMetaClass
00007ffa41e6acd0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
00007ffa430ba4e0 (__DATA,__common) external _gIOWorkGroupMetaClass
00007ffa41e6acd8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOWorkGroup_Declaration
00007ffa430ba4e8 (__DATA,__common) external _gOSActionMetaClass
00007ffa41e6ace0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
00007ffa430ba4d0 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
00007ffa41e6acc8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
00007ffa430ba568 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
00007ffa41e6ad60 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
00007ffa430ba4f0 (__DATA,__common) external _gOSArrayMetaClass
00007ffa41e6ace8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
00007ffa430ba4f8 (__DATA,__common) external _gOSBooleanMetaClass
00007ffa41e6acf0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
00007ffa430ba500 (__DATA,__common) external _gOSBundleMetaClass
00007ffa41e6acf8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBundle_Declaration
00007ffa430ba508 (__DATA,__common) external _gOSCollectionMetaClass
00007ffa41e6ad00 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
00007ffa430ba510 (__DATA,__common) external _gOSContainerMetaClass
00007ffa41e6ad08 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
00007ffa430ba518 (__DATA,__common) external _gOSDataMetaClass
00007ffa41e6ad10 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
00007ffa430ba520 (__DATA,__common) external _gOSDictionaryMetaClass
00007ffa41e6ad18 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
00007ffa430ba528 (__DATA,__common) external _gOSMappedFileMetaClass
00007ffa41e6ad20 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSMappedFile_Declaration
00007ffa430ba310 (__DATA,__common) non-external (was a private external) _gOSMetaClassBasePrivateLayout
00007ffa41e6ac18 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBasePrivateLayout_Declaration
00007ffa430ba130 (__DATA,__common) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout
00007ffa41e6ac10 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout_Declaration
00007ffa430ba530 (__DATA,__common) external _gOSNumberMetaClass
00007ffa41e6ad28 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
00007ffa430ba538 (__DATA,__common) external _gOSObjectMetaClass
00007ffa41e6ad30 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
00007ffa430ba540 (__DATA,__common) external _gOSOrderedSetMetaClass
00007ffa41e6ad38 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSOrderedSet_Declaration
00007ffa430ba548 (__DATA,__common) external _gOSSerializationMetaClass
00007ffa41e6ad40 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
00007ffa430ba550 (__DATA,__common) external _gOSSetMetaClass
00007ffa41e6ad48 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSet_Declaration
00007ffa430ba558 (__DATA,__common) external _gOSStringMetaClass
00007ffa41e6ad50 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSString_Declaration
00007ffa430ba560 (__DATA,__common) external _g_IOBlockStorageDeviceMetaClass
00007ffa41e6ad58 (__DATA_CONST,__osclassinfo) non-external (was a private external) _g_IOBlockStorageDevice_Declaration
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getsectiondata (from libSystem)
                 (undefined) external _host_get_io_main (from libSystem)
00007ffa1962011f (__TEXT,__text) non-external (was a private external) _io_catalog_get_data
00007ffa19620290 (__TEXT,__text) non-external (was a private external) _io_catalog_get_gen_count
00007ffa196203b8 (__TEXT,__text) non-external (was a private external) _io_catalog_module_loaded
00007ffa1962056e (__TEXT,__text) non-external (was a private external) _io_catalog_reset
00007ffa1961fe0e (__TEXT,__text) non-external (was a private external) _io_catalog_send_data
00007ffa1961ff6d (__TEXT,__text) non-external (was a private external) _io_catalog_terminate
00007ffa1961ee9c (__TEXT,__text) non-external (was a private external) _io_connect_add_client
00007ffa19622159 (__TEXT,__text) non-external (was a private external) _io_connect_async_method
00007ffa19620b73 (__TEXT,__text) non-external (was a private external) _io_connect_get_notification_semaphore
00007ffa1961ed68 (__TEXT,__text) non-external (was a private external) _io_connect_get_service
00007ffa19621b1b (__TEXT,__text) non-external (was a private external) _io_connect_map_memory_into_task
00007ffa19621dac (__TEXT,__text) non-external (was a private external) _io_connect_method
00007ffa19622f97 (__TEXT,__text) non-external (was a private external) _io_connect_method_var_output
00007ffa19622553 (__TEXT,__text) non-external (was a private external) _io_connect_set_notification_port
00007ffa1961efa6 (__TEXT,__text) non-external (was a private external) _io_connect_set_properties
00007ffa19621c78 (__TEXT,__text) non-external (was a private external) _io_connect_unmap_memory_from_task
00007ffa19624b0f (__TEXT,__text) non-external (was a private external) _io_device_tree_entry_exists_with_name
00007ffa1961fce6 (__TEXT,__text) non-external (was a private external) _io_iterator_is_valid
00007ffa1961d6d4 (__TEXT,__text) non-external (was a private external) _io_iterator_next
00007ffa1961d808 (__TEXT,__text) non-external (was a private external) _io_iterator_reset
00007ffa1961d4df (__TEXT,__text) non-external (was a private external) _io_object_conforms_to
00007ffa19621787 (__TEXT,__text) non-external (was a private external) _io_object_get_bundle_identifier
00007ffa1961d310 (__TEXT,__text) non-external (was a private external) _io_object_get_class
00007ffa1961f799 (__TEXT,__text) non-external (was a private external) _io_object_get_retain_count
00007ffa19621557 (__TEXT,__text) non-external (was a private external) _io_object_get_superclass
00007ffa1961dcf7 (__TEXT,__text) non-external (was a private external) _io_registry_create_iterator
00007ffa1961fae2 (__TEXT,__text) non-external (was a private external) _io_registry_entry_create_iterator
00007ffa1961e0df (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path
00007ffa196248d8 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path_ool
00007ffa1961e86e (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_child_iterator
00007ffa19620cb4 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_location_in_plane
00007ffa1961e2c5 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name
00007ffa1962076c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name_in_plane
00007ffa1961ea72 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_parent_iterator
00007ffa1961f102 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path
00007ffa19624667 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path_ool
00007ffa1961e494 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties
00007ffa19623a1b (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin
00007ffa19624d04 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin_buf
00007ffa1961dae0 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property
00007ffa19623b89 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin
00007ffa19624e96 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin_buf
00007ffa1961e602 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bytes
00007ffa19620ee4 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_recursively
00007ffa19622e55 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_registry_entry_id
00007ffa1961f5a4 (__TEXT,__text) non-external (was a private external) _io_registry_entry_in_plane
00007ffa1961f448 (__TEXT,__text) non-external (was a private external) _io_registry_entry_set_properties
00007ffa1961f314 (__TEXT,__text) non-external (was a private external) _io_registry_get_root_entry
00007ffa1961defb (__TEXT,__text) non-external (was a private external) _io_registry_iterator_enter_entry
00007ffa1961dfed (__TEXT,__text) non-external (was a private external) _io_registry_iterator_exit_entry
00007ffa196238d9 (__TEXT,__text) non-external (was a private external) _io_server_version
00007ffa19622939 (__TEXT,__text) non-external (was a private external) _io_service_add_interest_notification
00007ffa19622687 (__TEXT,__text) non-external (was a private external) _io_service_add_notification
00007ffa196243bd (__TEXT,__text) non-external (was a private external) _io_service_add_notification_bin
00007ffa19622bcd (__TEXT,__text) non-external (was a private external) _io_service_add_notification_ool
00007ffa1961ec76 (__TEXT,__text) non-external (was a private external) _io_service_close
00007ffa1962369e (__TEXT,__text) non-external (was a private external) _io_service_get_authorization_id
00007ffa1961f8c1 (__TEXT,__text) non-external (was a private external) _io_service_get_busy_state
00007ffa1962335f (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service
00007ffa19623df1 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_bin
00007ffa19623545 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_ool
00007ffa1961d8fa (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services
00007ffa19623fe3 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_bin
00007ffa196212b8 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_ool
00007ffa1962114c (__TEXT,__text) non-external (was a private external) _io_service_get_state
00007ffa1962099c (__TEXT,__text) non-external (was a private external) _io_service_match_property_table
00007ffa196241d5 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_bin
00007ffa19621411 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_ool
00007ffa196219b7 (__TEXT,__text) non-external (was a private external) _io_service_open_extended
00007ffa1962066d (__TEXT,__text) non-external (was a private external) _io_service_request_probe
00007ffa196237e0 (__TEXT,__text) non-external (was a private external) _io_service_set_authorization_id
00007ffa1961f9e9 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet
00007ffa19625126 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet_with_options
00007ffa1961d304 (__TEXT,__text) non-external (was a private external) _iokit_user_client_trap
00007ffa430ba120 (__DATA,__common) external _kOSBooleanFalse
00007ffa430ba118 (__DATA,__common) external _kOSBooleanTrue
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_continuous_time (from libSystem)
                 (undefined) external _mach_error (from libSystem)
                 (undefined) external _mach_error_string (from libSystem)
                 (undefined) external _mach_host_self (from libSystem)
                 (undefined) external _mach_msg2_internal (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_allocate (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_port_mod_refs (from libSystem)
                 (undefined) external _mach_ports_lookup (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_deallocate (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
00007ffa1960ef88 (__TEXT,__text) external _nanoseconds_to_absolutetime
00007ffa19637d8f (__TEXT,__text) non-external _nanoseconds_to_absolutetime.cold.1
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_eventlink_activate (from libSystem)
                 (undefined) external _os_eventlink_associate (from libSystem)
                 (undefined) external _os_eventlink_cancel (from libSystem)
                 (undefined) external _os_eventlink_create_with_port (from libSystem)
                 (undefined) external _os_eventlink_disassociate (from libSystem)
                 (undefined) external _os_eventlink_signal (from libSystem)
                 (undefined) external _os_eventlink_signal_and_wait (from libSystem)
                 (undefined) external _os_eventlink_signal_and_wait_until (from libSystem)
                 (undefined) external _os_eventlink_wait (from libSystem)
                 (undefined) external _os_eventlink_wait_until (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_release (from libSystem)
                 (undefined) external _os_unfair_lock_assert_not_owner (from libSystem)
                 (undefined) external _os_unfair_lock_assert_owner (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_trylock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_lock_with_options (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_owned (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_trylock (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_unlock (from libSystem)
