00007ffb43609d98 (__DATA,__data) non-external _.compoundliteral
                 (undefined) external _memset_pattern16 (from libSystem)
00007ffb083967ec (__TEXT,__text) non-external _mergeTypes
00007ffb4360e580 (__DATA,__bss) non-external _message
00007ffb4360e570 (__DATA,__bss) non-external _message_lock
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _mprotect (from libSystem)
                 (undefined) external _munmap (from libSystem)
00007ffb42ee89e0 (__DATA_DIRTY,__data) non-external _mutex
00007ffb083d79f8 (__TEXT,__text) non-external _nameTablePush
00007ffb42eea6d0 (__DATA_DIRTY,__bss) non-external _nameTableSets
00007ffb083f34fc (__TEXT,__text) non-external _noop
00007ffb083f5171 (__TEXT,__text) non-external _noop
00007ffb083cf4b8 (__TEXT,__text) non-external _offsetLayout
00007ffb083f10db (__TEXT,__text) non-external _op_add
00007ffb083f106b (__TEXT,__text) non-external _op_and
00007ffb083f1139 (__TEXT,__text) non-external _op_cmpl
00007ffb083f10f9 (__TEXT,__text) non-external _op_div
00007ffb083f1075 (__TEXT,__text) non-external _op_eq
00007ffb083f109c (__TEXT,__text) non-external _op_ge
00007ffb083f108f (__TEXT,__text) non-external _op_gt
00007ffb083f10b6 (__TEXT,__text) non-external _op_le
00007ffb083f1042 (__TEXT,__text) non-external _op_logand
00007ffb083f1035 (__TEXT,__text) non-external _op_logor
00007ffb083f10a9 (__TEXT,__text) non-external _op_lt
00007ffb083f110f (__TEXT,__text) non-external _op_mod
00007ffb083f10ee (__TEXT,__text) non-external _op_mul
00007ffb083f1082 (__TEXT,__text) non-external _op_ne
00007ffb083f112f (__TEXT,__text) non-external _op_neg
00007ffb083f1143 (__TEXT,__text) non-external _op_not
00007ffb083f1057 (__TEXT,__text) non-external _op_or
00007ffb083f1127 (__TEXT,__text) non-external _op_pos
00007ffb083f10c3 (__TEXT,__text) non-external _op_shl
00007ffb083f10cf (__TEXT,__text) non-external _op_shr
00007ffb083f10e4 (__TEXT,__text) non-external _op_sub
00007ffb083f1061 (__TEXT,__text) non-external _op_xor
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
00007ffb083d6736 (__TEXT,__text) non-external _outputForInput
00007ffb083c2a03 (__TEXT,__text) non-external _packInto
00007ffb083de325 (__TEXT,__text) non-external _parseInterpolationQualifiers
00007ffb083de17c (__TEXT,__text) non-external _parseLayout
00007ffb0839672b (__TEXT,__text) non-external _phase1ProcessFunctionPrototype
00007ffb0839642c (__TEXT,__text) non-external _phase1ProcessVariableDeclaration
00007ffb08415af0 (__TEXT,__text) non-external (was a private external) _phase2AddDef
00007ffb08415cd7 (__TEXT,__text) non-external _phase2Process
00007ffb08415f64 (__TEXT,__text) non-external _phase2ProcessConstant
00007ffb08416011 (__TEXT,__text) non-external _phase2ProcessFunctionPrototype
00007ffb08416087 (__TEXT,__text) non-external _phase2ProcessInterfaceBlock
00007ffb08416565 (__TEXT,__text) non-external _phase2ProcessLValue
00007ffb08415fbb (__TEXT,__text) non-external _phase2ProcessParameterDeclaration
00007ffb08416122 (__TEXT,__text) non-external _phase2ProcessRawCall
00007ffb08416304 (__TEXT,__text) non-external _phase2ProcessSubroutineRawCall
00007ffb08416a8a (__TEXT,__text) non-external _phase2ProcessSubroutineUniform
00007ffb08416048 (__TEXT,__text) non-external _phase2ProcessVariableDeclaration
00007ffb083951a9 (__TEXT,__text) non-external _poolAlloc
00007ffb42eea6f0 (__DATA_DIRTY,__bss) non-external _poolAllocators
00007ffb08395225 (__TEXT,__text) non-external _poolFree
00007ffb0839521d (__TEXT,__text) non-external _poolRealloc
00007ffb08469eb0 (__TEXT,__const) non-external _pow_10.down
00007ffb08469db0 (__TEXT,__const) non-external _pow_10.up
                 (undefined) external _powf (from libSystem)
00007ffb413a23a0 (__DATA_CONST,__const) non-external (was a private external) _ppstreamOpString
00007ffb0839a79e (__TEXT,__text) non-external _primitiveTypeOfDeref
                 (undefined) external _printf (from libSystem)
00007ffb083d64fc (__TEXT,__text) non-external _propagateCopyBindings
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00007ffb083e48c0 (__TEXT,__text) non-external (was a private external) _pushdownPrecisionInternal
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_b (from libSystem)
00007ffb083de99e (__TEXT,__text) non-external _qualifierContextToString
00007ffb083dd3b3 (__TEXT,__text) non-external _qualifierMaskToSAFlags
00007ffb083de4fc (__TEXT,__text) non-external _qualifierMaskToStringBuffer
00007ffb083f1150 (__TEXT,__text) non-external (was a private external) _readCPPline
00007ffb0839539d (__TEXT,__text) non-external _readTOC
00007ffb0840647c (__TEXT,__text) non-external (was a private external) _real_serialize_GLPValue
00007ffb08443ceb (__TEXT,__text) non-external _regEqualsFunction
00007ffb08443ce3 (__TEXT,__text) non-external _regHashFunction
00007ffb083f6109 (__TEXT,__text) non-external _reget_token
00007ffb083d7ba3 (__TEXT,__text) non-external _remap
00007ffb0846bc20 (__TEXT,__const) non-external (was a private external) _remapSlotToCode
00007ffb084399a1 (__TEXT,__text) non-external _renumberTargets
                 (undefined) external _round (from libSystem)
                 (undefined) external _roundf (from libSystem)
00007ffb083dc6a6 (__TEXT,__text) non-external _saInliningNodeReplacement
00007ffb083f6009 (__TEXT,__text) non-external _scan_token
00007ffb084101a9 (__TEXT,__text) non-external _serializeASTFields
00007ffb0840ae8a (__TEXT,__text) non-external _serializeAssignFields
00007ffb0840d9d8 (__TEXT,__text) non-external _serializeBlockFields
00007ffb08410fd0 (__TEXT,__text) non-external _serializeCallFields
00007ffb0840ddd4 (__TEXT,__text) non-external _serializeCaseStatementFields
00007ffb0840afb0 (__TEXT,__text) non-external _serializeCommaExprFields
00007ffb0840ac0e (__TEXT,__text) non-external _serializeConstantFields
00007ffb0840de8d (__TEXT,__text) non-external _serializeDefaultStatementFields
00007ffb0840ad18 (__TEXT,__text) non-external _serializeEqualFields
00007ffb0840ac61 (__TEXT,__text) non-external _serializeFieldAccessFields
00007ffb0840c2a8 (__TEXT,__text) non-external _serializeFieldDeclarationFields
00007ffb0840ac8a (__TEXT,__text) non-external _serializeFunctionCallFields
00007ffb0840b3e8 (__TEXT,__text) non-external _serializeFunctionPrototypeFields
00007ffb0840d580 (__TEXT,__text) non-external _serializeGlobalTypeQualifierFields
00007ffb0840f0f0 (__TEXT,__text) non-external _serializeIBPartialDerefFields
00007ffb0840c2fa (__TEXT,__text) non-external _serializeInterfaceBlockFields
00007ffb0840c7f0 (__TEXT,__text) non-external _serializeKeywordQualifierFields
00007ffb0840ed68 (__TEXT,__text) non-external _serializeLValueFields
00007ffb0840d5a9 (__TEXT,__text) non-external _serializeLayoutPairFields
00007ffb0840cb54 (__TEXT,__text) non-external _serializeLayoutQualifierFields
00007ffb0840c48c (__TEXT,__text) non-external _serializeLayoutTypeFields
00007ffb0840acef (__TEXT,__text) non-external _serializeMethodCallFields
00007ffb0840add1 (__TEXT,__text) non-external _serializeNotEqualFields
00007ffb0840e335 (__TEXT,__text) non-external _serializeOffsetFields
00007ffb0840af43 (__TEXT,__text) non-external _serializeOpAssignFields
00007ffb0840f119 (__TEXT,__text) non-external _serializePPStreamOpFields
00007ffb0840b3ac (__TEXT,__text) non-external _serializeParameterDeclarationFields
00007ffb0840bf44 (__TEXT,__text) non-external _serializePrimitiveTypeFields
00007ffb0840bbb8 (__TEXT,__text) non-external _serializeQualifiedDeclarationFields
00007ffb0840bbe1 (__TEXT,__text) non-external _serializeQualifiedDeclarationGroupFields
00007ffb0840d21c (__TEXT,__text) non-external _serializeQualifierListFields
00007ffb0840e2d0 (__TEXT,__text) non-external _serializeRawCallFields
00007ffb0840af5e (__TEXT,__text) non-external _serializeReadInputFields
00007ffb0840df46 (__TEXT,__text) non-external _serializeReturnStatementFields
00007ffb0840c2d1 (__TEXT,__text) non-external _serializeStructTypeFields
00007ffb08411334 (__TEXT,__text) non-external _serializeStructureFields
00007ffb0840acc6 (__TEXT,__text) non-external _serializeSubroutineArrayCallFields
00007ffb0840e30c (__TEXT,__text) non-external _serializeSubroutineRawCallFields
00007ffb0840ceb8 (__TEXT,__text) non-external _serializeSubroutineTypeListFields
00007ffb08410180 (__TEXT,__text) non-external _serializeSubroutineUniformFields
00007ffb0840df6f (__TEXT,__text) non-external _serializeTopLevelFields
00007ffb0840a434 (__TEXT,__text) non-external _serializeTypeConversionFields
00007ffb0840abe5 (__TEXT,__text) non-external _serializeTypeIdentifierFields
00007ffb0840b770 (__TEXT,__text) non-external _serializeVariableDeclarationFields
00007ffb0840b856 (__TEXT,__text) non-external _serializeVariableDeclarationGroupFields
00007ffb0840abbc (__TEXT,__text) non-external _serializeVariableIdentifierFields
00007ffb0840af87 (__TEXT,__text) non-external _serializeWriteOutputFields
00007ffb08407378 (__TEXT,__text) non-external _serialize_GLPASTNode
00007ffb08409d68 (__TEXT,__text) non-external _serialize_GLPBufferObject
00007ffb0840526a (__TEXT,__text) non-external _serialize_GLPFunctionObject
00007ffb084094cc (__TEXT,__text) non-external _serialize_GLPInterfaceBlockObject
00007ffb08405234 (__TEXT,__text) non-external _serialize_GLPLayoutObject
00007ffb08407b84 (__TEXT,__text) non-external _serialize_GLPLayoutPair
00007ffb083e55ac (__TEXT,__text) non-external (was a private external) _serialize_GLPString
00007ffb08411698 (__TEXT,__text) non-external _serialize_GLPSubroutineUniformObject
00007ffb08402940 (__TEXT,__text) non-external (was a private external) _serialize_GLPType
00007ffb084085ac (__TEXT,__text) non-external _serialize_GLPVariableObject
00007ffb083e50b0 (__TEXT,__text) non-external (was a private external) _serialize_pointer
00007ffb0839a7dc (__TEXT,__text) non-external _setArrayUsed
                 (undefined) external _setjmp (from libSystem)
00007ffb083f4b91 (__TEXT,__text) non-external _simple_str_getch
00007ffb083f4c60 (__TEXT,__text) non-external _simple_str_ungetch
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _sinhf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _snprintf_l (from libSystem)
                 (undefined) external _sprintf_l (from libSystem)
                 (undefined) external _sqrt (from libSystem)
                 (undefined) external _sqrtf (from libSystem)
00007ffb08394ebe (__TEXT,__text) non-external _std140ArrayStrideForElementType
00007ffb08394e99 (__TEXT,__text) non-external _std140MatrixStride
00007ffb08394ed7 (__TEXT,__text) non-external _std140MinimumStructAlignment
00007ffb08394fac (__TEXT,__text) non-external _std140PrimitiveTypeAlign
00007ffb08394ee2 (__TEXT,__text) non-external _std140PrimitiveTypeSize
00007ffb08394ecf (__TEXT,__text) non-external _std140SizeToBytes
00007ffb08394e0c (__TEXT,__text) non-external _std140TypeAlign
00007ffb08394d38 (__TEXT,__text) non-external _std140TypeSize
00007ffb083f4810 (__TEXT,__text) non-external _str_getch
00007ffb083f48f8 (__TEXT,__text) non-external _str_ungetch
                 (undefined) external _strcat (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strndup (from libSystem)
                 (undefined) external _strtod_l (from libSystem)
                 (undefined) external _strtof_l (from libSystem)
                 (undefined) external _strtol_l (from libSystem)
                 (undefined) external _strtoll_l (from libSystem)
                 (undefined) external _strtoul_l (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _tanf (from libSystem)
                 (undefined) external _tanhf (from libSystem)
00007ffb083f4dcf (__TEXT,__text) non-external _token_pasted_str_getch
00007ffb083f4d4a (__TEXT,__text) non-external _token_pasted_str_scan
00007ffb083f4e53 (__TEXT,__text) non-external _token_pasted_str_ungetch
00007ffb4139f950 (__DATA_CONST,__const) non-external _tokens
00007ffb083e8134 (__TEXT,__text) non-external _topLevelLookUpGLPBindingTypeFromStringHash
00007ffb083d685e (__TEXT,__text) non-external _topLevelLookUpObjectTypeFromStringHash
00007ffb083e7a61 (__TEXT,__text) non-external _topLevelLookUpUniformBindingTypeFromStringHash
00007ffb0841a715 (__TEXT,__text) non-external _transformKids
                 (undefined) external _trunc (from libSystem)
                 (undefined) external _truncf (from libSystem)
00007ffb083e733d (__TEXT,__text) non-external _typeFromGLPBinding
00007ffb083e8750 (__TEXT,__text) non-external _typeFromGLPUniformBinding
00007ffb083e8208 (__TEXT,__text) non-external _typeFromGLPUniformBlockBinding
00007ffb083c28d8 (__TEXT,__text) non-external _uniqueComponentCount
00007ffb083f5530 (__TEXT,__text) non-external _unlinkScope
00007ffb4139fc70 (__DATA_CONST,__const) non-external (was a private external) _unop
00007ffb4139eff0 (__DATA_CONST,__const) non-external (was a private external) _vpDclList
                 (undefined) external _vsnprintf_l (from libSystem)
00007ffb08412e18 (__TEXT,__text) non-external _writeASTNode
00007ffb08413f10 (__TEXT,__text) non-external _writeAdd
00007ffb084139e5 (__TEXT,__text) non-external _writeArrayAccess
00007ffb08414ab0 (__TEXT,__text) non-external _writeArrayType
00007ffb084142fb (__TEXT,__text) non-external _writeAssign
00007ffb084153f9 (__TEXT,__text) non-external _writeAvailabilityDeclaration
00007ffb0841420f (__TEXT,__text) non-external _writeBitwiseAnd
00007ffb08413e24 (__TEXT,__text) non-external _writeBitwiseNot
00007ffb0841424a (__TEXT,__text) non-external _writeBitwiseOr
00007ffb08414285 (__TEXT,__text) non-external _writeBitwiseXor
00007ffb0841511f (__TEXT,__text) non-external _writeBlock
00007ffb084152d2 (__TEXT,__text) non-external _writeBreakStatement
00007ffb0841525c (__TEXT,__text) non-external _writeCaseStatement
00007ffb084143e7 (__TEXT,__text) non-external _writeCommaExpr
00007ffb0841395c (__TEXT,__text) non-external _writeConstant
00007ffb08413c4c (__TEXT,__text) non-external _writeConstructorCall
00007ffb0841530d (__TEXT,__text) non-external _writeContinueStatement
00007ffb08415297 (__TEXT,__text) non-external _writeDefaultStatement
00007ffb08415348 (__TEXT,__text) non-external _writeDiscardStatement
00007ffb08413e9a (__TEXT,__text) non-external _writeDivide
00007ffb084140e8 (__TEXT,__text) non-external _writeEqual
00007ffb084150e4 (__TEXT,__text) non-external _writeExpressionStatement
