00000001db862fe4 (__TEXT,__text) non-external _DiToMD5
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat (from libSystem)
00000001e7d9c1e8 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00000001e7d9c548 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
00000001e4e3a668 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
00000001e7d9c550 (__DATA,__common) external _gIOCommandMetaClass
00000001e7d9c558 (__DATA,__common) external _gIOCommandPoolMetaClass
00000001e4e3a678 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommandPool_Declaration
00000001e4e3a670 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommand_Declaration
00000001e7d9c230 (__DATA,__common) external _gIODKDebug
00000001e7d9c560 (__DATA,__common) external _gIODMACommandMetaClass
00000001e4e3a680 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
00000001e7d9c568 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
00000001e4e3a688 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODataQueueDispatchSource_Declaration
00000001e7d9c570 (__DATA,__common) external _gIODispatchQueueMetaClass
00000001e4e3a690 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchQueue_Declaration
00000001e7d9c578 (__DATA,__common) external _gIODispatchSourceMetaClass
00000001e4e3a698 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchSource_Declaration
00000001e7d9c580 (__DATA,__common) external _gIOEventLinkMetaClass
00000001e4e3a6a0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOEventLink_Declaration
00000001e7d9c588 (__DATA,__common) external _gIOExtensiblePaniclogMetaClass
00000001e4e3a6a8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOExtensiblePaniclog_Declaration
00000001e7d9c5c0 (__DATA,__common) external _gIOHistogramReporterMetaClass
00000001e4e3a6e0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOHistogramReporter_Declaration
00000001e7d9c590 (__DATA,__common) external _gIOInterruptDispatchSourceMetaClass
00000001e4e3a6b0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
00000001e7d9c598 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
00000001e4e3a6b8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
00000001e7d9c5a0 (__DATA,__common) external _gIOMemoryMapMetaClass
00000001e4e3a6c0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
00000001e7d9c5c8 (__DATA,__common) external _gIOReportLegendMetaClass
00000001e4e3a6e8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReportLegend_Declaration
00000001e7d9c5a8 (__DATA,__common) external _gIOReporterMetaClass
00000001e4e3a6c8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReporter_Declaration
00000001e7d9c5d0 (__DATA,__common) external _gIOServiceMetaClass
00000001e7d9c5d8 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
00000001e4e3a6f8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
00000001e7d9c5e0 (__DATA,__common) external _gIOServiceStateNotificationDispatchSourceMetaClass
00000001e4e3a700 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceStateNotificationDispatchSource_Declaration
00000001e4e3a6f0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
00000001e7d9c5b0 (__DATA,__common) external _gIOSimpleReporterMetaClass
00000001e4e3a6d0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOSimpleReporter_Declaration
00000001e7d9c5b8 (__DATA,__common) external _gIOStateReporterMetaClass
00000001e4e3a6d8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOStateReporter_Declaration
00000001e7d9c698 (__DATA,__common) external _gIOThreadMetaClass
00000001e4e3a7b8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOThread_Declaration
00000001e7d9c5e8 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
00000001e4e3a708 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
00000001e7d9c5f0 (__DATA,__common) external _gIOUserClientMetaClass
00000001e4e3a710 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
00000001e7d9c600 (__DATA,__common) external _gIOUserServerMetaClass
00000001e4e3a720 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
00000001e7d9c608 (__DATA,__common) external _gIOWorkGroupMetaClass
00000001e4e3a728 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOWorkGroup_Declaration
00000001e7d9c610 (__DATA,__common) external _gOSActionMetaClass
00000001e4e3a730 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
00000001e7d9c5f8 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
00000001e4e3a718 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
00000001e7d9c690 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
00000001e4e3a7b0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
00000001e7d9c618 (__DATA,__common) external _gOSArrayMetaClass
00000001e4e3a738 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
00000001e7d9c620 (__DATA,__common) external _gOSBooleanMetaClass
00000001e4e3a740 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
00000001e7d9c628 (__DATA,__common) external _gOSBundleMetaClass
00000001e4e3a748 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBundle_Declaration
00000001e7d9c630 (__DATA,__common) external _gOSCollectionMetaClass
00000001e4e3a750 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
00000001e7d9c638 (__DATA,__common) external _gOSContainerMetaClass
00000001e4e3a758 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
00000001e7d9c640 (__DATA,__common) external _gOSDataMetaClass
00000001e4e3a760 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
00000001e7d9c648 (__DATA,__common) external _gOSDictionaryMetaClass
00000001e4e3a768 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
00000001e7d9c650 (__DATA,__common) external _gOSMappedFileMetaClass
00000001e4e3a770 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSMappedFile_Declaration
00000001e7d9c430 (__DATA,__common) non-external (was a private external) _gOSMetaClassBasePrivateLayout
00000001e4e3a660 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBasePrivateLayout_Declaration
00000001e7d9c250 (__DATA,__common) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout
00000001e4e3a658 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout_Declaration
00000001e7d9c658 (__DATA,__common) external _gOSNumberMetaClass
00000001e4e3a778 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
00000001e7d9c660 (__DATA,__common) external _gOSObjectMetaClass
00000001e4e3a780 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
00000001e7d9c668 (__DATA,__common) external _gOSOrderedSetMetaClass
00000001e4e3a788 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSOrderedSet_Declaration
00000001e7d9c670 (__DATA,__common) external _gOSSerializationMetaClass
00000001e4e3a790 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
00000001e7d9c678 (__DATA,__common) external _gOSSetMetaClass
00000001e4e3a798 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSet_Declaration
00000001e7d9c680 (__DATA,__common) external _gOSStringMetaClass
00000001e4e3a7a0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSString_Declaration
00000001e7d9c688 (__DATA,__common) external _g_IOBlockStorageDeviceMetaClass
00000001e4e3a7a8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _g_IOBlockStorageDevice_Declaration
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getsectiondata (from libSystem)
                 (undefined) external _host_get_io_main (from libSystem)
00000001db858d5c (__TEXT,__text) non-external (was a private external) _io_catalog_get_data
00000001db858f2c (__TEXT,__text) non-external (was a private external) _io_catalog_get_gen_count
00000001db859080 (__TEXT,__text) non-external (was a private external) _io_catalog_module_loaded
00000001db859224 (__TEXT,__text) non-external (was a private external) _io_catalog_reset
00000001db858a00 (__TEXT,__text) non-external (was a private external) _io_catalog_send_data
00000001db858bac (__TEXT,__text) non-external (was a private external) _io_catalog_terminate
00000001db8578b0 (__TEXT,__text) non-external (was a private external) _io_connect_add_client
00000001db85b0b4 (__TEXT,__text) non-external (was a private external) _io_connect_async_method
00000001db8598b4 (__TEXT,__text) non-external (was a private external) _io_connect_get_notification_semaphore
00000001db857744 (__TEXT,__text) non-external (was a private external) _io_connect_get_service
00000001db85a9bc (__TEXT,__text) non-external (was a private external) _io_connect_map_memory_into_task
00000001db85acd0 (__TEXT,__text) non-external (was a private external) _io_connect_method
00000001db85bf90 (__TEXT,__text) non-external (was a private external) _io_connect_method_var_output
00000001db85b4e8 (__TEXT,__text) non-external (was a private external) _io_connect_set_notification_port
00000001db8579e0 (__TEXT,__text) non-external (was a private external) _io_connect_set_properties
00000001db85ab5c (__TEXT,__text) non-external (was a private external) _io_connect_unmap_memory_from_task
00000001db85de3c (__TEXT,__text) non-external (was a private external) _io_device_tree_entry_exists_with_name
00000001db8588ac (__TEXT,__text) non-external (was a private external) _io_iterator_is_valid
00000001db855eb8 (__TEXT,__text) non-external (was a private external) _io_iterator_next
00000001db856024 (__TEXT,__text) non-external (was a private external) _io_iterator_reset
00000001db855cd8 (__TEXT,__text) non-external (was a private external) _io_object_conforms_to
00000001db85a5d8 (__TEXT,__text) non-external (was a private external) _io_object_get_bundle_identifier
00000001db855aec (__TEXT,__text) non-external (was a private external) _io_object_get_class
00000001db8582d0 (__TEXT,__text) non-external (was a private external) _io_object_get_retain_count
00000001db85a3b0 (__TEXT,__text) non-external (was a private external) _io_object_get_superclass
00000001db856570 (__TEXT,__text) non-external (was a private external) _io_registry_create_iterator
00000001db8586a4 (__TEXT,__text) non-external (was a private external) _io_registry_entry_create_iterator
00000001db8569b8 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path
00000001db85dbc0 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path_ool
00000001db857234 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_child_iterator
00000001db859a34 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_location_in_plane
00000001db856bd8 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name
00000001db859484 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name_in_plane
00000001db85742c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_parent_iterator
00000001db857b8c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path
00000001db85d90c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path_ool
00000001db856dc4 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties
00000001db85cb5c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin
00000001db85e01c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin_buf
00000001db856364 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property
00000001db85cd14 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin
00000001db85e1f0 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin_buf
00000001db856f7c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bytes
00000001db859c5c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_recursively
00000001db85be0c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_registry_entry_id
00000001db8580f0 (__TEXT,__text) non-external (was a private external) _io_registry_entry_in_plane
00000001db857f44 (__TEXT,__text) non-external (was a private external) _io_registry_entry_set_properties
00000001db857dd8 (__TEXT,__text) non-external (was a private external) _io_registry_get_root_entry
00000001db856778 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_enter_entry
00000001db856898 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_exit_entry
00000001db85c9d8 (__TEXT,__text) non-external (was a private external) _io_server_version
00000001db85b920 (__TEXT,__text) non-external (was a private external) _io_service_add_interest_notification
00000001db85b65c (__TEXT,__text) non-external (was a private external) _io_service_add_notification
00000001db85d634 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_bin
00000001db85bb84 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_ool
00000001db857624 (__TEXT,__text) non-external (was a private external) _io_service_close
00000001db85c728 (__TEXT,__text) non-external (was a private external) _io_service_get_authorization_id
00000001db858424 (__TEXT,__text) non-external (was a private external) _io_service_get_busy_state
00000001db85c364 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service
00000001db85cf98 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_bin
00000001db85c584 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_ool
00000001db856144 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services
00000001db85d1d4 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_bin
00000001db85a084 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_ool
00000001db859ee0 (__TEXT,__text) non-external (was a private external) _io_service_get_state
00000001db8596ac (__TEXT,__text) non-external (was a private external) _io_service_match_property_table
00000001db85d410 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_bin
00000001db85a228 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_ool
00000001db85a800 (__TEXT,__text) non-external (was a private external) _io_service_open_extended
