00007fff85bc4f60 (__DATA,__data) non-external _.compoundliteral
00007fff6ba89f42 (__TEXT,__text) external _glvmUpdateTextureStructure
00007fff6bafef10 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformEP
00007fff6bb03fe0 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformGP
00007fff6baf70a0 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformVP
00007fff800b9d10 (__DATA_DIRTY,__bss) non-external _glvm_constants
00007fff800b9d00 (__DATA_DIRTY,__bss) non-external _glvm_constants_init
00007fff6bb5f13c (__TEXT,__text) non-external _handleResetPost
00007fff6bb5f0df (__TEXT,__text) non-external _handleResetPre
00007fff6bb6491c (__TEXT,__text) non-external _humanReadableDescriptionToBuffer
00007fff6bb6ce11 (__TEXT,__text) non-external _include_str_getch
00007fff6bb6cee5 (__TEXT,__text) non-external _include_str_ungetch
00007fff6bb64156 (__TEXT,__text) non-external _initAggregateType
00007fff6bb72201 (__TEXT,__text) non-external _initBinaryOperatorNode
00007fff6bb72254 (__TEXT,__text) non-external _initDerefNode
00007fff6bb14576 (__TEXT,__text) non-external _initTypeWithGLPPrimitiveType
00007fff6bb721be (__TEXT,__text) non-external _initUnaryOperatorNode
00007fff6bb8f66d (__TEXT,__text) non-external _inliningNodeReplacement
00007fff6bb4e001 (__TEXT,__text) non-external _inputForOutput
00007fff6bbce6cd (__TEXT,__text) non-external _instructionIndexEqualsFunction
00007fff6bbce6c4 (__TEXT,__text) non-external _instructionIndexHashFunction
00007fff6bb47fad (__TEXT,__text) non-external _isBuiltinName
00007fff6bbbc86f (__TEXT,__text) non-external _iterateQualifiers
00007fff6bb6dcf6 (__TEXT,__text) non-external _lAddByte
00007fff6bb6d583 (__TEXT,__text) non-external _lFloatConst
00007fff6bb6dbba (__TEXT,__text) non-external _lNewBlock
00007fff6bb6e25c (__TEXT,__text) non-external _lReadByte
00007fff6bb692f0 (__TEXT,__text) non-external (was a private external) _lazyCPPSetup
00007fff6bb8bdb5 (__TEXT,__text) non-external _lazyPrepareVariableObject
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
00007fff6ba7c63d (__TEXT,__text) non-external _llvmir_PPStreamAddAddressUsage
00007fff6ba7c6ab (__TEXT,__text) non-external _llvmir_PPStreamAddAttribBinding
00007fff6ba7c7ad (__TEXT,__text) non-external _llvmir_PPStreamAddConstant
00007fff6ba7c814 (__TEXT,__text) non-external _llvmir_PPStreamAddLabel
00007fff6ba7c60a (__TEXT,__text) non-external _llvmir_PPStreamAddOperation
00007fff6ba7c79b (__TEXT,__text) non-external _llvmir_PPStreamAddOption
00007fff6ba7c713 (__TEXT,__text) non-external _llvmir_PPStreamAddOutputBinding
00007fff6ba7c643 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBinding
00007fff6ba7c6a5 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBindingArray
00007fff6ba7c637 (__TEXT,__text) non-external _llvmir_PPStreamAddTempUsage
00007fff6ba7c825 (__TEXT,__text) non-external _llvmir_PPStreamResolveBranches
00007fff6ba7c601 (__TEXT,__text) non-external _llvmir_PPStreamSetTarget
                 (undefined) external _log2f (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _longjmp (from libSystem)
                 (undefined) external _lroundf (from libSystem)
00007fff6bb6b2d8 (__TEXT,__text) non-external _macro_scan
00007fff6bb45c7e (__TEXT,__text) non-external _makeCopyFunction
00007fff6bb8c120 (__TEXT,__text) non-external _makeIntConstantNode
00007fff6bb107c0 (__TEXT,__text) non-external _makePoolNode
                 (undefined) external _malloc (from libSystem)
00007fff6bb6bbb1 (__TEXT,__text) non-external (was a private external) _mem_AddCleanup
00007fff6bb6bb05 (__TEXT,__text) non-external (was a private external) _mem_Alloc
00007fff6bb6ba17 (__TEXT,__text) non-external (was a private external) _mem_CreatePool
00007fff6bb6bac6 (__TEXT,__text) non-external (was a private external) _mem_FreePool
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00007fff6bb11e18 (__TEXT,__text) non-external _mergeTypes
00007fff85bc9640 (__DATA,__bss) non-external _message
00007fff85bc9630 (__DATA,__bss) non-external _message_lock
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _mprotect (from libSystem)
                 (undefined) external _munmap (from libSystem)
00007fff85bc4ee8 (__DATA,__data) non-external _mutex
00007fff6bb50261 (__TEXT,__text) non-external _nameTablePush
00007fff85bc9a70 (__DATA,__bss) non-external _nameTableSets
00007fff6bb6b977 (__TEXT,__text) non-external _noop
00007fff6bb6d57d (__TEXT,__text) non-external _noop
00007fff6bb47e40 (__TEXT,__text) non-external _offsetLayout
00007fff6bb695ea (__TEXT,__text) non-external _op_add
00007fff6bb6957a (__TEXT,__text) non-external _op_and
00007fff6bb69648 (__TEXT,__text) non-external _op_cmpl
00007fff6bb69608 (__TEXT,__text) non-external _op_div
00007fff6bb69584 (__TEXT,__text) non-external _op_eq
00007fff6bb695ab (__TEXT,__text) non-external _op_ge
00007fff6bb6959e (__TEXT,__text) non-external _op_gt
00007fff6bb695c5 (__TEXT,__text) non-external _op_le
00007fff6bb69551 (__TEXT,__text) non-external _op_logand
00007fff6bb69544 (__TEXT,__text) non-external _op_logor
00007fff6bb695b8 (__TEXT,__text) non-external _op_lt
00007fff6bb6961e (__TEXT,__text) non-external _op_mod
00007fff6bb695fd (__TEXT,__text) non-external _op_mul
00007fff6bb69591 (__TEXT,__text) non-external _op_ne
00007fff6bb6963e (__TEXT,__text) non-external _op_neg
00007fff6bb69652 (__TEXT,__text) non-external _op_not
00007fff6bb69566 (__TEXT,__text) non-external _op_or
00007fff6bb69636 (__TEXT,__text) non-external _op_pos
00007fff6bb695d2 (__TEXT,__text) non-external _op_shl
00007fff6bb695de (__TEXT,__text) non-external _op_shr
00007fff6bb695f3 (__TEXT,__text) non-external _op_sub
00007fff6bb69570 (__TEXT,__text) non-external _op_xor
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
00007fff6bb4efe2 (__TEXT,__text) non-external _outputForInput
00007fff6bb3b3ef (__TEXT,__text) non-external _packInto
00007fff6bb56c72 (__TEXT,__text) non-external _parseInterpolationQualifiers
00007fff6bb56ac0 (__TEXT,__text) non-external _parseLayout
00007fff6bb11d4f (__TEXT,__text) non-external _phase1ProcessFunctionPrototype
00007fff6bb11a3b (__TEXT,__text) non-external _phase1ProcessVariableDeclaration
00007fff6bb8acd0 (__TEXT,__text) non-external (was a private external) _phase2AddDef
00007fff6bb8aeee (__TEXT,__text) non-external _phase2Process
00007fff6bb8b178 (__TEXT,__text) non-external _phase2ProcessConstant
00007fff6bb8b225 (__TEXT,__text) non-external _phase2ProcessFunctionPrototype
00007fff6bb8b29b (__TEXT,__text) non-external _phase2ProcessInterfaceBlock
00007fff6bb8b7a4 (__TEXT,__text) non-external _phase2ProcessLValue
00007fff6bb8b1cf (__TEXT,__text) non-external _phase2ProcessParameterDeclaration
00007fff6bb8b341 (__TEXT,__text) non-external _phase2ProcessRawCall
00007fff6bb8b533 (__TEXT,__text) non-external _phase2ProcessSubroutineRawCall
00007fff6bb8bcc5 (__TEXT,__text) non-external _phase2ProcessSubroutineUniform
00007fff6bb8b25c (__TEXT,__text) non-external _phase2ProcessVariableDeclaration
00007fff6bb10828 (__TEXT,__text) non-external _poolAlloc
00007fff85bc9a90 (__DATA,__bss) non-external _poolAllocators
00007fff6bb1089e (__TEXT,__text) non-external _poolFree
00007fff6bb10896 (__TEXT,__text) non-external _poolRealloc
00007fff6bbf34d0 (__TEXT,__const) non-external _pow_10.down
00007fff6bbf33d0 (__TEXT,__const) non-external _pow_10.up
                 (undefined) external _powf (from libSystem)
00007fff8cff1c60 (__DATA_CONST,__const) non-external (was a private external) _ppstreamOpString
00007fff6bb1504d (__TEXT,__text) non-external _primitiveTypeOfDeref
                 (undefined) external _printf (from libSystem)
00007fff6bb4ed95 (__TEXT,__text) non-external _propagateCopyBindings
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00007fff6bb5d1c0 (__TEXT,__text) non-external (was a private external) _pushdownPrecisionInternal
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_b (from libSystem)
00007fff6bb572b8 (__TEXT,__text) non-external _qualifierContextToString
00007fff6bb55d3f (__TEXT,__text) non-external _qualifierMaskToSAFlags
00007fff6bb56e48 (__TEXT,__text) non-external _qualifierMaskToStringBuffer
00007fff6bb6965f (__TEXT,__text) non-external (was a private external) _readCPPline
00007fff6bb109ce (__TEXT,__text) non-external _readTOC
00007fff6bb7e078 (__TEXT,__text) non-external (was a private external) _real_serialize_GLPValue
                 (undefined) external _realloc (from libSystem)
00007fff6bbca303 (__TEXT,__text) non-external _regEqualsFunction
00007fff6bbca2fb (__TEXT,__text) non-external _regHashFunction
00007fff6bb6e4e1 (__TEXT,__text) non-external _reget_token
00007fff6bb5040e (__TEXT,__text) non-external _remap
00007fff6bbf4c80 (__TEXT,__const) non-external (was a private external) _remapSlotToCode
00007fff6bbbff60 (__TEXT,__text) non-external _renumberTargets
                 (undefined) external _round (from libSystem)
                 (undefined) external _roundf (from libSystem)
00007fff6bb54fa8 (__TEXT,__text) non-external _saInliningNodeReplacement
00007fff6bb6e3df (__TEXT,__text) non-external _scan_token
00007fff6bb862f4 (__TEXT,__text) non-external _serializeASTFields
00007fff6bb8771c (__TEXT,__text) non-external _serializeBinaryOperatorFields
00007fff6bb87398 (__TEXT,__text) non-external _serializeCallFields
00007fff6bb8772f (__TEXT,__text) non-external _serializeStructureFields
00007fff6bb7f07c (__TEXT,__text) non-external _serialize_GLPASTNode
00007fff6bb85b60 (__TEXT,__text) non-external _serialize_GLPBufferObject
00007fff6bb7cb62 (__TEXT,__text) non-external _serialize_GLPFunctionObject
00007fff6bb85288 (__TEXT,__text) non-external _serialize_GLPInterfaceBlockObject
00007fff6bb7cb2c (__TEXT,__text) non-external _serialize_GLPLayoutObject
00007fff6bb8365c (__TEXT,__text) non-external _serialize_GLPLayoutPair
00007fff6bb87726 (__TEXT,__text) non-external _serialize_GLPNodeCreationFunc
00007fff6bb5df48 (__TEXT,__text) non-external (was a private external) _serialize_GLPString
00007fff6bb87ab4 (__TEXT,__text) non-external _serialize_GLPSubroutineUniformObject
00007fff6bb79e50 (__TEXT,__text) non-external (was a private external) _serialize_GLPType
00007fff6bb841d4 (__TEXT,__text) non-external _serialize_GLPVariableObject
00007fff6bb5d9a1 (__TEXT,__text) non-external (was a private external) _serialize_pointer
00007fff6bb1508b (__TEXT,__text) non-external _setArrayUsed
                 (undefined) external _setjmp (from libSystem)
00007fff6bb6cfac (__TEXT,__text) non-external _simple_str_getch
00007fff6bb6d074 (__TEXT,__text) non-external _simple_str_ungetch
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _sinhf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _snprintf_l (from libSystem)
                 (undefined) external _sprintf_l (from libSystem)
                 (undefined) external _sqrt (from libSystem)
                 (undefined) external _sqrtf (from libSystem)
00007fff6bb10550 (__TEXT,__text) non-external _std140ArrayStrideForElementType
00007fff6bb1052b (__TEXT,__text) non-external _std140MatrixStride
00007fff6bb10569 (__TEXT,__text) non-external _std140MinimumStructAlignment
00007fff6bb1063c (__TEXT,__text) non-external _std140PrimitiveTypeAlign
00007fff6bb10574 (__TEXT,__text) non-external _std140PrimitiveTypeSize
00007fff6bb10561 (__TEXT,__text) non-external _std140SizeToBytes
00007fff6bb104a5 (__TEXT,__text) non-external _std140TypeAlign
00007fff6bb103dc (__TEXT,__text) non-external _std140TypeSize
00007fff6bb6cc3c (__TEXT,__text) non-external _str_getch
00007fff6bb6cd32 (__TEXT,__text) non-external _str_ungetch
                 (undefined) external _strcat (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strndup (from libSystem)
                 (undefined) external _strtod_l (from libSystem)
                 (undefined) external _strtof_l (from libSystem)
                 (undefined) external _strtol_l (from libSystem)
                 (undefined) external _strtoll_l (from libSystem)
                 (undefined) external _strtoul_l (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _tanf (from libSystem)
                 (undefined) external _tanhf (from libSystem)
00007fff6bb6d1e7 (__TEXT,__text) non-external _token_pasted_str_getch
00007fff6bb6d163 (__TEXT,__text) non-external _token_pasted_str_scan
00007fff6bb6d264 (__TEXT,__text) non-external _token_pasted_str_ungetch
00007fff8cfef210 (__DATA_CONST,__const) non-external _tokens
00007fff6bb60aa9 (__TEXT,__text) non-external _topLevelLookUpGLPBindingTypeFromStringHash
00007fff6bb4f0e0 (__TEXT,__text) non-external _topLevelLookUpObjectTypeFromStringHash
00007fff6bb60383 (__TEXT,__text) non-external _topLevelLookUpUniformBindingTypeFromStringHash
00007fff6bb8f614 (__TEXT,__text) non-external _transformKids
                 (undefined) external _trunc (from libSystem)
                 (undefined) external _truncf (from libSystem)
00007fff6bb5fc95 (__TEXT,__text) non-external _typeFromGLPBinding
00007fff6bb60f5c (__TEXT,__text) non-external _typeFromGLPUniformBinding
00007fff6bb60b81 (__TEXT,__text) non-external _typeFromGLPUniformBlockBinding
00007fff6bb3b2ee (__TEXT,__text) non-external _uniqueComponentCount
00007fff6bb6d8fb (__TEXT,__text) non-external _unlinkScope
00007fff8cfef530 (__DATA_CONST,__const) non-external (was a private external) _unop
00007fff8cfedb70 (__DATA_CONST,__const) non-external (was a private external) _vpDclList
                 (undefined) external _vsnprintf_l (from libSystem)
00007fff6bb8940c (__TEXT,__text) non-external _writeASTNode
00007fff6bb8ac4e (__TEXT,__text) non-external _writeLayoutObject
00007fff6bb8abf4 (__TEXT,__text) non-external _writeSAInfo
00007fff6bbc521c (__TEXT,__text) non-external _writefn
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
00007fff6bba183d (__TEXT,__text) non-external _yyFail
00007fff6bba1b81 (__TEXT,__text) non-external _yyMemoryExhausted
00007fff6bbf7ed0 (__TEXT,__const) non-external _yy_accept
00007fff6bbf85b0 (__TEXT,__const) non-external _yy_acclist
00007fff6bbf6650 (__TEXT,__const) non-external _yy_base
