00007ffa438436b0 (__DATA,__data) non-external _.compoundliteral
00007ffa191e0660 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputCP
00007ffa191e5460 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputEP
00007ffa191ea8d0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputFP
00007ffa191e7980 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputGP
00007ffa191db450 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputVP
00007ffa191e1df0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskCP
00007ffa191e6370 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskEP
00007ffa191ebd10 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskFP
00007ffa191e8000 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskGP
00007ffa191dc6a0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskVP
00007ffa191d3700 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTemp
00007ffa191d5f00 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTempWithMask
00007ffa1919f820 (__TEXT,__text) non-external _glvmTextureFilterEnumToPPStreamEnum
00007ffa1919f880 (__TEXT,__text) non-external _glvmTextureWrapEnumToPPStreamEnum
00007ffa191cabd0 (__TEXT,__text) non-external (was a private external) _glvmTypeConvertCF
00007ffa1919ebc5 (__TEXT,__text) external _glvmUpdateTextureStructure
00007ffa19211130 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformEP
00007ffa19215ef0 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformGP
00007ffa19209880 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformVP
00007ffa41a3e270 (__DATA_DIRTY,__bss) non-external _glvm_constants
00007ffa41a3e260 (__DATA_DIRTY,__bss) non-external _glvm_constants_init
00007ffa19272d75 (__TEXT,__text) non-external _handleResetPost
00007ffa19272d15 (__TEXT,__text) non-external _handleResetPre
00007ffa1927861c (__TEXT,__text) non-external _humanReadableDescriptionToBuffer
00007ffa19280c55 (__TEXT,__text) non-external _include_str_getch
00007ffa19280d29 (__TEXT,__text) non-external _include_str_ungetch
00007ffa19277e33 (__TEXT,__text) non-external _initAggregateType
00007ffa19285e1b (__TEXT,__text) non-external _initBinaryOperatorNode
00007ffa19285e66 (__TEXT,__text) non-external _initDerefNode
00007ffa19226363 (__TEXT,__text) non-external _initTypeWithGLPPrimitiveType
00007ffa19285de0 (__TEXT,__text) non-external _initUnaryOperatorNode
00007ffa192a330d (__TEXT,__text) non-external _inliningNodeReplacement
00007ffa19261d32 (__TEXT,__text) non-external _inputForOutput
00007ffa192df098 (__TEXT,__text) non-external _instructionIndexEqualsFunction
00007ffa192df08f (__TEXT,__text) non-external _instructionIndexHashFunction
00007ffa1925c033 (__TEXT,__text) non-external _isBuiltinName
00007ffa192cd5bf (__TEXT,__text) non-external _iterateQualifiers
00007ffa19281b08 (__TEXT,__text) non-external _lAddByte
00007ffa192813a7 (__TEXT,__text) non-external _lFloatConst
00007ffa192819cc (__TEXT,__text) non-external _lNewBlock
00007ffa19282070 (__TEXT,__text) non-external _lReadByte
00007ffa1927d110 (__TEXT,__text) non-external (was a private external) _lazyCPPSetup
00007ffa1929fa6e (__TEXT,__text) non-external _lazyPrepareVariableObject
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
00007ffa19191327 (__TEXT,__text) non-external _llvmir_PPStreamAddAddressUsage
00007ffa19191395 (__TEXT,__text) non-external _llvmir_PPStreamAddAttribBinding
00007ffa19191497 (__TEXT,__text) non-external _llvmir_PPStreamAddConstant
00007ffa1919150d (__TEXT,__text) non-external _llvmir_PPStreamAddLabel
00007ffa191912f4 (__TEXT,__text) non-external _llvmir_PPStreamAddOperation
00007ffa19191485 (__TEXT,__text) non-external _llvmir_PPStreamAddOption
00007ffa191913fd (__TEXT,__text) non-external _llvmir_PPStreamAddOutputBinding
00007ffa1919132d (__TEXT,__text) non-external _llvmir_PPStreamAddParamBinding
00007ffa1919138f (__TEXT,__text) non-external _llvmir_PPStreamAddParamBindingArray
00007ffa19191321 (__TEXT,__text) non-external _llvmir_PPStreamAddTempUsage
00007ffa1919151e (__TEXT,__text) non-external _llvmir_PPStreamResolveBranches
00007ffa191912eb (__TEXT,__text) non-external _llvmir_PPStreamSetTarget
                 (undefined) external _log2f (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _longjmp (from libSystem)
                 (undefined) external _lroundf (from libSystem)
00007ffa1927f06b (__TEXT,__text) non-external _macro_scan
00007ffa19259ec4 (__TEXT,__text) non-external _makeCopyFunction
00007ffa1929fdd9 (__TEXT,__text) non-external _makeIntConstantNode
00007ffa1922234c (__TEXT,__text) non-external _makePoolNode
                 (undefined) external _malloc (from libSystem)
00007ffa1927f960 (__TEXT,__text) non-external (was a private external) _mem_AddCleanup
00007ffa1927f8af (__TEXT,__text) non-external (was a private external) _mem_Alloc
00007ffa1927f7f3 (__TEXT,__text) non-external (was a private external) _mem_CreatePool
00007ffa1927f870 (__TEXT,__text) non-external (was a private external) _mem_FreePool
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00007ffa192239c9 (__TEXT,__text) non-external _mergeTypes
00007ffa43847d90 (__DATA,__bss) non-external _message
00007ffa43847d80 (__DATA,__bss) non-external _message_lock
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _mprotect (from libSystem)
                 (undefined) external _munmap (from libSystem)
00007ffa43843638 (__DATA,__data) non-external _mutex
00007ffa19263f41 (__TEXT,__text) non-external _nameTablePush
00007ffa438481c0 (__DATA,__bss) non-external _nameTableSets
00007ffa1927f74b (__TEXT,__text) non-external _noop
00007ffa192813a1 (__TEXT,__text) non-external _noop
00007ffa1925bec6 (__TEXT,__text) non-external _offsetLayout
00007ffa1927d40a (__TEXT,__text) non-external _op_add
00007ffa1927d39a (__TEXT,__text) non-external _op_and
00007ffa1927d468 (__TEXT,__text) non-external _op_cmpl
00007ffa1927d428 (__TEXT,__text) non-external _op_div
00007ffa1927d3a4 (__TEXT,__text) non-external _op_eq
00007ffa1927d3cb (__TEXT,__text) non-external _op_ge
00007ffa1927d3be (__TEXT,__text) non-external _op_gt
00007ffa1927d3e5 (__TEXT,__text) non-external _op_le
00007ffa1927d371 (__TEXT,__text) non-external _op_logand
00007ffa1927d364 (__TEXT,__text) non-external _op_logor
00007ffa1927d3d8 (__TEXT,__text) non-external _op_lt
00007ffa1927d43e (__TEXT,__text) non-external _op_mod
00007ffa1927d41d (__TEXT,__text) non-external _op_mul
00007ffa1927d3b1 (__TEXT,__text) non-external _op_ne
00007ffa1927d45e (__TEXT,__text) non-external _op_neg
00007ffa1927d472 (__TEXT,__text) non-external _op_not
00007ffa1927d386 (__TEXT,__text) non-external _op_or
00007ffa1927d456 (__TEXT,__text) non-external _op_pos
00007ffa1927d3f2 (__TEXT,__text) non-external _op_shl
00007ffa1927d3fe (__TEXT,__text) non-external _op_shr
00007ffa1927d413 (__TEXT,__text) non-external _op_sub
00007ffa1927d390 (__TEXT,__text) non-external _op_xor
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
00007ffa19262ce0 (__TEXT,__text) non-external _outputForInput
00007ffa1924f82c (__TEXT,__text) non-external _packInto
00007ffa1926a8a0 (__TEXT,__text) non-external _parseInterpolationQualifiers
00007ffa1926a704 (__TEXT,__text) non-external _parseLayout
00007ffa19223900 (__TEXT,__text) non-external _phase1ProcessFunctionPrototype
00007ffa192235f9 (__TEXT,__text) non-external _phase1ProcessVariableDeclaration
00007ffa1929e9c0 (__TEXT,__text) non-external (was a private external) _phase2AddDef
00007ffa1929ebde (__TEXT,__text) non-external _phase2Process
00007ffa1929ee68 (__TEXT,__text) non-external _phase2ProcessConstant
00007ffa1929ef15 (__TEXT,__text) non-external _phase2ProcessFunctionPrototype
00007ffa1929ef8b (__TEXT,__text) non-external _phase2ProcessInterfaceBlock
00007ffa1929f475 (__TEXT,__text) non-external _phase2ProcessLValue
00007ffa1929eebf (__TEXT,__text) non-external _phase2ProcessParameterDeclaration
00007ffa1929f031 (__TEXT,__text) non-external _phase2ProcessRawCall
00007ffa1929f212 (__TEXT,__text) non-external _phase2ProcessSubroutineRawCall
00007ffa1929f986 (__TEXT,__text) non-external _phase2ProcessSubroutineUniform
00007ffa1929ef4c (__TEXT,__text) non-external _phase2ProcessVariableDeclaration
00007ffa192223b1 (__TEXT,__text) non-external _poolAlloc
00007ffa438481e0 (__DATA,__bss) non-external _poolAllocators
00007ffa1922242d (__TEXT,__text) non-external _poolFree
00007ffa19222425 (__TEXT,__text) non-external _poolRealloc
00007ffa19303040 (__TEXT,__const) non-external _pow_10.down
00007ffa19302f40 (__TEXT,__const) non-external _pow_10.up
                 (undefined) external _powf (from libSystem)
00007ffa41728700 (__DATA_CONST,__const) non-external (was a private external) _ppstreamOpString
00007ffa19227105 (__TEXT,__text) non-external _primitiveTypeOfDeref
                 (undefined) external _printf (from libSystem)
00007ffa19262a96 (__TEXT,__text) non-external _propagateCopyBindings
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00007ffa19270e30 (__TEXT,__text) non-external (was a private external) _pushdownPrecisionInternal
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_b (from libSystem)
00007ffa1926aee4 (__TEXT,__text) non-external _qualifierContextToString
00007ffa1926997c (__TEXT,__text) non-external _qualifierMaskToSAFlags
00007ffa1926aa74 (__TEXT,__text) non-external _qualifierMaskToStringBuffer
00007ffa1927d47f (__TEXT,__text) non-external (was a private external) _readCPPline
00007ffa1922259e (__TEXT,__text) non-external _readTOC
00007ffa19291d44 (__TEXT,__text) non-external (was a private external) _real_serialize_GLPValue
                 (undefined) external _realloc (from libSystem)
00007ffa192daf13 (__TEXT,__text) non-external _regEqualsFunction
00007ffa192daf0b (__TEXT,__text) non-external _regHashFunction
00007ffa192822eb (__TEXT,__text) non-external _reget_token
00007ffa192640ee (__TEXT,__text) non-external _remap
00007ffa19304980 (__TEXT,__const) non-external (was a private external) _remapSlotToCode
00007ffa192d0cf7 (__TEXT,__text) non-external _renumberTargets
                 (undefined) external _round (from libSystem)
                 (undefined) external _roundf (from libSystem)
00007ffa19268c2c (__TEXT,__text) non-external _saInliningNodeReplacement
00007ffa192821ec (__TEXT,__text) non-external _scan_token
00007ffa1929a15c (__TEXT,__text) non-external _serializeASTFields
00007ffa1929b5bc (__TEXT,__text) non-external _serializeBinaryOperatorFields
00007ffa1929b22c (__TEXT,__text) non-external _serializeCallFields
00007ffa1929b5cf (__TEXT,__text) non-external _serializeStructureFields
00007ffa19292d6c (__TEXT,__text) non-external _serialize_GLPASTNode
00007ffa192999b4 (__TEXT,__text) non-external _serialize_GLPBufferObject
00007ffa192907fa (__TEXT,__text) non-external _serialize_GLPFunctionObject
00007ffa192990c4 (__TEXT,__text) non-external _serialize_GLPInterfaceBlockObject
00007ffa192907c4 (__TEXT,__text) non-external _serialize_GLPLayoutObject
00007ffa1929744c (__TEXT,__text) non-external _serialize_GLPLayoutPair
00007ffa1929b5c6 (__TEXT,__text) non-external _serialize_GLPNodeCreationFunc
00007ffa19271bbc (__TEXT,__text) non-external (was a private external) _serialize_GLPString
00007ffa1929b960 (__TEXT,__text) non-external _serialize_GLPSubroutineUniformObject
00007ffa1928da30 (__TEXT,__text) non-external (was a private external) _serialize_GLPType
00007ffa19297fe4 (__TEXT,__text) non-external _serialize_GLPVariableObject
00007ffa19271609 (__TEXT,__text) non-external (was a private external) _serialize_pointer
00007ffa19227143 (__TEXT,__text) non-external _setArrayUsed
                 (undefined) external _setjmp (from libSystem)
00007ffa19280de2 (__TEXT,__text) non-external _simple_str_getch
00007ffa19280eaa (__TEXT,__text) non-external _simple_str_ungetch
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _sinhf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _snprintf_l (from libSystem)
                 (undefined) external _sprintf_l (from libSystem)
                 (undefined) external _sqrt (from libSystem)
                 (undefined) external _sqrtf (from libSystem)
00007ffa192220bc (__TEXT,__text) non-external _std140ArrayStrideForElementType
00007ffa19222097 (__TEXT,__text) non-external _std140MatrixStride
00007ffa192220d5 (__TEXT,__text) non-external _std140MinimumStructAlignment
00007ffa192221a4 (__TEXT,__text) non-external _std140PrimitiveTypeAlign
00007ffa192220e0 (__TEXT,__text) non-external _std140PrimitiveTypeSize
00007ffa192220cd (__TEXT,__text) non-external _std140SizeToBytes
00007ffa19222011 (__TEXT,__text) non-external _std140TypeAlign
00007ffa19221f44 (__TEXT,__text) non-external _std140TypeSize
00007ffa19280a80 (__TEXT,__text) non-external _str_getch
00007ffa19280b76 (__TEXT,__text) non-external _str_ungetch
                 (undefined) external _strcat (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strndup (from libSystem)
                 (undefined) external _strtod_l (from libSystem)
                 (undefined) external _strtof_l (from libSystem)
                 (undefined) external _strtol_l (from libSystem)
                 (undefined) external _strtoll_l (from libSystem)
                 (undefined) external _strtoul_l (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _tanf (from libSystem)
                 (undefined) external _tanhf (from libSystem)
00007ffa1928100a (__TEXT,__text) non-external _token_pasted_str_getch
00007ffa19280f86 (__TEXT,__text) non-external _token_pasted_str_scan
00007ffa19281087 (__TEXT,__text) non-external _token_pasted_str_ungetch
