000000018030b3e4 (__TEXT,__text) external _NSAddImage
00000001eed74320 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001eed74730 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001eed74f80 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001eed73db0 (__AUTH_CONST,__const) non-external ___block_literal_global.148
00000001eed73dd0 (__AUTH_CONST,__const) non-external ___block_literal_global.155
00000001eed74ab0 (__AUTH_CONST,__const) non-external ___block_literal_global.170
00000001eed73b40 (__AUTH_CONST,__const) non-external ___block_literal_global.48
00000001eed73b90 (__AUTH_CONST,__const) non-external ___block_literal_global.81
                 (undefined) external ___chkstk_darwin (from libcompiler_rt)
00000001803095c4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
0000000180322f44 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b48r
0000000180322770 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b48r56r64r72r80r
00000001803096a8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
000000018030a2ec (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r48r
0000000180314c6c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r48r56r
000000018031e84c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r48r56r64r72r80r
000000018030973c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
000000018030ddfc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
0000000180313a5c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
000000018031ab84 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r
000000018030f24c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___cxa_atexit (from libsystem_c)
                 (undefined) external ___cxa_finalize (from libsystem_c)
                 (undefined) external ___cxa_finalize_ranges (from libsystem_c)
00000001803095d4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
0000000180322fa4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b48r
0000000180322810 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b48r56r64r72r80r
00000001803096f8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
000000018030a34c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r48r
0000000180314cdc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r48r56r
000000018031e8ec (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r48r56r64r72r80r
000000018030974c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
000000018030de4c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
0000000180313abc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
000000018031abf4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r
000000018030f2cc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___error (from libsystem_kernel)
00000001eb7414e8 (__DATA_DIRTY,__common) external ___progname
                 (undefined) external ___stack_chk_fail (from libsystem_c)
                 (undefined) external ___stack_chk_guard (from libsystem_c)
                 (undefined) external ___stderrp (from libsystem_c)
                 (undefined) external __dispatch_source_type_mach_recv (from libdispatch)
000000018030c7bc (__TEXT,__text) external __dyld_all_twolevel_modules_prebound
0000000180306abc (__TEXT,__text) external __dyld_atfork_parent
0000000180306a70 (__TEXT,__text) external __dyld_atfork_prepare
000000018030c2e4 (__TEXT,__text) external __dyld_bind_fully_image_containing_address
000000018030587c (__TEXT,__text) external __dyld_find_unwind_sections
00000001802f770c (__TEXT,__text) external __dyld_for_each_objc_class
00000001802f4900 (__TEXT,__text) external __dyld_for_each_objc_protocol
000000018030ce60 (__TEXT,__text) external __dyld_fork_child
0000000180307a6c (__TEXT,__text) non-external (was a private external) __dyld_func_lookup
000000018030797c (__TEXT,__text) non-external (was a private external) __dyld_get_all_image_infos
00000001802f5bb0 (__TEXT,__text) external __dyld_get_image_header
000000018030c5e0 (__TEXT,__text) external __dyld_get_image_header_containing_address
00000001802f598c (__TEXT,__text) external __dyld_get_image_name
00000001802feacc (__TEXT,__text) external __dyld_get_image_slide
00000001803067d0 (__TEXT,__text) external __dyld_get_image_uuid
0000000180306edc (__TEXT,__text) external __dyld_get_image_vmaddr_slide
00000001802f3d8c (__TEXT,__text) external __dyld_get_objc_selector
000000018030c3b8 (__TEXT,__text) external __dyld_get_prog_image_header
00000001802f3b68 (__TEXT,__text) external __dyld_get_shared_cache_range
00000001802f5f3c (__TEXT,__text) external __dyld_get_shared_cache_uuid
00000001df33c158 (__DATA,__common) non-external (was a private external) __dyld_global_lock_held
000000018030cd1c (__TEXT,__text) external __dyld_has_fix_for_radar
000000018030c4c0 (__TEXT,__text) external __dyld_image_containing_address
00000001802f585c (__TEXT,__text) external __dyld_image_count
00000001802feb54 (__TEXT,__text) external __dyld_images_for_addresses
000000018030777c (__TEXT,__text) external __dyld_initializer
00000001802f55c8 (__TEXT,__text) external __dyld_is_memory_immutable
000000018030d538 (__TEXT,__text) external __dyld_is_objc_constant
0000000180328848 (__TEXT,__text) non-external __dyld_is_objc_constant.cold.1
000000018030cbf0 (__TEXT,__text) external __dyld_launch_mode
000000018030c700 (__TEXT,__text) external __dyld_launched_prebound
000000018030bfe8 (__TEXT,__text) external __dyld_lookup_and_bind
000000018030c208 (__TEXT,__text) external __dyld_lookup_and_bind_fully
000000018030c124 (__TEXT,__text) external __dyld_lookup_and_bind_with_hint
000000018030d42c (__TEXT,__text) external __dyld_missing_symbol_abort
00000001802f3118 (__TEXT,__text) external __dyld_objc_notify_register
000000018030c3b0 (__TEXT,__text) external __dyld_present
000000018030e138 (__TEXT,__text) external __dyld_process_info_create
000000018030e8f8 (__TEXT,__text) external __dyld_process_info_for_each_aot_image
000000018030e898 (__TEXT,__text) external __dyld_process_info_for_each_image
000000018030e8fc (__TEXT,__text) external __dyld_process_info_for_each_segment
000000018030e850 (__TEXT,__text) external __dyld_process_info_get_aot_cache
000000018030e83c (__TEXT,__text) external __dyld_process_info_get_cache
000000018030e878 (__TEXT,__text) external __dyld_process_info_get_platform
000000018030e820 (__TEXT,__text) external __dyld_process_info_get_state
0000000180310460 (__TEXT,__text) external __dyld_process_info_notify
00000001803104ec (__TEXT,__text) external __dyld_process_info_notify_main
0000000180310540 (__TEXT,__text) external __dyld_process_info_notify_release
0000000180310530 (__TEXT,__text) external __dyld_process_info_notify_retain
000000018030e880 (__TEXT,__text) external __dyld_process_info_release
000000018030e86c (__TEXT,__text) external __dyld_process_info_retain
000000018030d430 (__TEXT,__text) external __dyld_register_driverkit_main
00000001802f4e94 (__TEXT,__text) external __dyld_register_for_bulk_image_loads
0000000180307ed8 (__TEXT,__text) external __dyld_register_for_image_loads
00000001802f24fc (__TEXT,__text) external __dyld_register_func_for_add_image
00000001802f6820 (__TEXT,__text) external __dyld_register_func_for_remove_image
000000018030cbd0 (__TEXT,__text) external __dyld_shared_cache_contains_path
000000018030cb04 (__TEXT,__text) external __dyld_shared_cache_is_locally_built
000000018030ca88 (__TEXT,__text) external __dyld_shared_cache_optimized
000000018030cb7c (__TEXT,__text) external __dyld_shared_cache_real_path
                 (undefined) external __os_once (from libsystem_platform)
                 (undefined) external __simple_asl_log (from libsystem_platform)
                 (undefined) external __simple_getenv (from libsystem_platform)
                 (undefined) external __simple_salloc (from libsystem_platform)
                 (undefined) external __simple_sfree (from libsystem_platform)
                 (undefined) external __simple_string (from libsystem_platform)
                 (undefined) external __simple_vdprintf (from libsystem_platform)
                 (undefined) external __simple_vsprintf (from libsystem_platform)
0000000180305dbc (__TEXT,__text) external __tlv_atexit
000000018030d67c (__TEXT,__text) external __tlv_bootstrap
0000000180307050 (__TEXT,__text) external __tlv_exit
                 (undefined) external _abort (from libsystem_c)
000000018032877c (__TEXT,__text) non-external (was a private external) _abort_report_np
00000001eb741578 (__DATA_DIRTY,__common) non-external (was a private external) _appleParams
                 (undefined) external _bzero (from libsystem_c)
                 (undefined) external _calloc (from libsystem_malloc)
                 (undefined) external _cc_clear (from libcorecrypto)
                 (undefined) external _ccdigest_init (from libcorecrypto)
                 (undefined) external _ccdigest_update (from libcorecrypto)
                 (undefined) external _ccsha1_di (from libcorecrypto)
                 (undefined) external _ccsha256_di (from libcorecrypto)
                 (undefined) external _ccsha384_di (from libcorecrypto)
                 (undefined) external _close (from libsystem_kernel)
                 (undefined) external _closedir (from libsystem_c)
                 (undefined) external _csops (from libsystem_kernel)
                 (undefined) external _dispatch_activate (from libdispatch)
                 (undefined) external _dispatch_async (from libdispatch)
                 (undefined) external _dispatch_release (from libdispatch)
                 (undefined) external _dispatch_retain (from libdispatch)
                 (undefined) external _dispatch_source_cancel (from libdispatch)
                 (undefined) external _dispatch_source_create (from libdispatch)
                 (undefined) external _dispatch_source_set_cancel_handler (from libdispatch)
                 (undefined) external _dispatch_source_set_event_handler (from libdispatch)
000000018030614c (__TEXT,__text) external _dladdr
0000000180305b14 (__TEXT,__text) external _dlclose
00000001803074b0 (__TEXT,__text) external _dlerror
00000001802f7f6c (__TEXT,__text) external _dlopen
000000018030ca7c (__TEXT,__text) external _dlopen_audited
000000018030ca74 (__TEXT,__text) external _dlopen_from
0000000180305ed0 (__TEXT,__text) external _dlopen_preflight
00000001802f860c (__TEXT,__text) external _dlsym
000000018032a8e8 (__TEXT,__const) external _dyldVersionNumber
000000018032a8c0 (__TEXT,__const) external _dyldVersionString
000000018030cd24 (__TEXT,__text) external _dyld_dynamic_interpose
00000001802f4758 (__TEXT,__text) external _dyld_get_active_platform
0000000180307638 (__TEXT,__text) external _dyld_get_base_platform
000000018030b520 (__TEXT,__text) external _dyld_get_image_versions
0000000180309428 (__TEXT,__text) external _dyld_get_min_os_version
00000001802fe914 (__TEXT,__text) external _dyld_get_program_min_os_version
00000001802f41d4 (__TEXT,__text) external _dyld_get_program_sdk_version
0000000180305b10 (__TEXT,__text) external _dyld_get_sdk_version
00000001802f7c00 (__TEXT,__text) external _dyld_has_inserted_or_interposing_libraries
00000001802fc74c (__TEXT,__text) external _dyld_image_header_containing_address
00000001802f609c (__TEXT,__text) external _dyld_image_path_containing_address
000000018030b510 (__TEXT,__text) external _dyld_is_simulator_platform
000000018030b518 (__TEXT,__text) external _dyld_minos_at_least
000000018030cc28 (__TEXT,__text) external _dyld_need_closure
00000001802f5e04 (__TEXT,__text) external _dyld_process_is_restricted
000000018030b51c (__TEXT,__text) external _dyld_program_minos_at_least
00000001802fea14 (__TEXT,__text) external _dyld_program_sdk_at_least
000000018030b514 (__TEXT,__text) external _dyld_sdk_at_least
000000018030cc2c (__TEXT,__text) external _dyld_shared_cache_file_path
000000018030cf50 (__TEXT,__text) external _dyld_shared_cache_find_iterate_text
000000018030d370 (__TEXT,__text) external _dyld_shared_cache_iterate_text
00000001802f47d0 (__TEXT,__text) external _dyld_shared_cache_some_image_overridden
00000001eb7414e0 (__DATA_DIRTY,__common) external _environ
                 (undefined) external _exit (from libsystem_c)
                 (undefined) external _fcntl (from libsystem_kernel)
                 (undefined) external _fprintf (from libsystem_c)
                 (undefined) external _free (from libsystem_malloc)
                 (undefined) external _fstat (from libsystem_kernel)
                 (undefined) external _fwrite (from libsystem_c)
00000001df33c118 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00000001df33c15c (__DATA,__common) non-external (was a private external) _gEnableSharedCacheDataConst
00000001eb7414f0 (__DATA_DIRTY,__common) non-external (was a private external) _gUseDyld3
                 (undefined) external _getenv (from libsystem_c)
                 (undefined) external _getpid (from libsystem_kernel)
                 (undefined) external _ioctl (from libsystem_kernel)
                 (undefined) external _kdebug_is_enabled (from libsystem_kernel)
                 (undefined) external _kdebug_trace (from libsystem_kernel)
                 (undefined) external _kdebug_trace_string (from libsystem_kernel)
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_msg (from libsystem_kernel)
                 (undefined) external _mach_msg_destroy (from libsystem_kernel)
                 (undefined) external _mach_port_construct (from libsystem_kernel)
                 (undefined) external _mach_port_destruct (from libsystem_kernel)
                 (undefined) external _mach_port_request_notification (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_vm_region (from libsystem_kernel)
                 (undefined) external _mach_vm_remap_new (from libsystem_kernel)
                 (undefined) external _malloc (from libsystem_malloc)
                 (undefined) external _malloc_size (from libsystem_malloc)
                 (undefined) external _memcpy (from libsystem_c)
                 (undefined) external _mkdir (from libsystem_kernel)
                 (undefined) external _mkstemp (from libsystem_c)
                 (undefined) external _mmap (from libsystem_kernel)
                 (undefined) external _mprotect (from libsystem_kernel)
                 (undefined) external _mremap_encrypted (from libsystem_kernel)
                 (undefined) external _munmap (from libsystem_kernel)
00000001eb741060 (__DATA_DIRTY,__dyld) non-external _myDyldSection
                 (undefined) external _open (from libsystem_kernel)
                 (undefined) external _open_with_subsystem (from libsystem_c)
                 (undefined) external _opendir (from libsystem_c)
                 (undefined) external _os_unfair_recursive_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_recursive_lock_unlock (from libsystem_platform)
                 (undefined) external _os_unfair_recursive_lock_unlock_forked_child (from libsystem_platform)
                 (undefined) external _pid_for_task (from libsystem_kernel)
                 (undefined) external _pread (from libsystem_kernel)
                 (undefined) external _proc_regionfilename (from libsystem_kernel)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_mutex_lock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_unlock (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _pwrite (from libsystem_kernel)
                 (undefined) external _qsort (from libsystem_c)
                 (undefined) external _readdir_r (from libsystem_c)
                 (undefined) external _realpath$DARWIN_EXTSN (from libsystem_c)
                 (undefined) external _sandbox_check (from libsystem_sandbox)
                 (undefined) external _snprintf (from libsystem_c)
000000018030942c (__TEXT,__text) non-external (was a private external) _start
                 (undefined) external _stat_with_subsystem (from libsystem_c)
                 (undefined) external _strcat (from libsystem_c)
                 (undefined) external _strchr (from libsystem_c)
                 (undefined) external _strcmp (from libsystem_c)
                 (undefined) external _strcpy (from libsystem_c)
                 (undefined) external _strdup (from libsystem_c)
                 (undefined) external _strlcat (from libsystem_c)
                 (undefined) external _strlcpy (from libsystem_c)
                 (undefined) external _strlen (from libsystem_c)
