00007ff8084543d0 (__TEXT,__const) non-external _A1_Table
00007ff84210e610 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_4x4
00007ff84210d790 (__DATA,__data) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_Generic
00007ff807a729e0 (__TEXT,__text) external _vImageMatrixMultiply_Planar8
00007ff80787b990 (__TEXT,__text) external _vImageMatrixMultiply_PlanarF
00007ff807a62e70 (__TEXT,__text) external _vImageMax_ARGB8888
00007ff84210e558 (__DATA,__bss) non-external _vImageMax_ARGB8888.vMaxH_Interleaved_CV
00007ff84210e550 (__DATA,__bss) non-external _vImageMax_ARGB8888.vMaxV_Interleaved_CV
00007ff84210e548 (__DATA,__bss) non-external _vImageMax_ARGB8888.vMax_Interleaved_CV
00007ff807a64ed0 (__TEXT,__text) external _vImageMax_ARGBFFFF
00007ff84210e588 (__DATA,__bss) non-external _vImageMax_ARGBFFFF.vMaxFP_Interleaved_CV
00007ff84210e598 (__DATA,__bss) non-external _vImageMax_ARGBFFFF.vMaxH_FPInterleaved_CV
00007ff84210e590 (__DATA,__bss) non-external _vImageMax_ARGBFFFF.vMaxV_FPInterleaved_CV
00007ff80789ee00 (__TEXT,__text) external _vImageMax_Planar8
00007ff84210d768 (__DATA,__data) non-external _vImageMax_Planar8.vMaxH_CV
00007ff84210d760 (__DATA,__data) non-external _vImageMax_Planar8.vMaxV_CV
00007ff84210d758 (__DATA,__data) non-external _vImageMax_Planar8.vMax_CV
00007ff807a60e10 (__TEXT,__text) external _vImageMax_PlanarF
00007ff84210e508 (__DATA,__bss) non-external _vImageMax_PlanarF.vMaxFP_CV
00007ff84210e518 (__DATA,__bss) non-external _vImageMax_PlanarF.vMaxH_FP_CV
00007ff84210e510 (__DATA,__bss) non-external _vImageMax_PlanarF.vMaxV_FP_CV
00007ff807a63980 (__TEXT,__text) external _vImageMin_ARGB8888
00007ff84210e570 (__DATA,__bss) non-external _vImageMin_ARGB8888.vMinH_Interleaved_CV
00007ff84210e568 (__DATA,__bss) non-external _vImageMin_ARGB8888.vMinV_Interleaved_CV
00007ff84210e560 (__DATA,__bss) non-external _vImageMin_ARGB8888.vMin_Interleaved_CV
00007ff807a659f0 (__TEXT,__text) external _vImageMin_ARGBFFFF
00007ff84210e5a0 (__DATA,__bss) non-external _vImageMin_ARGBFFFF.vMinFP_Interleaved_CV
00007ff84210e5b0 (__DATA,__bss) non-external _vImageMin_ARGBFFFF.vMinH_FPInterleaved_CV
00007ff84210e5a8 (__DATA,__bss) non-external _vImageMin_ARGBFFFF.vMinV_FPInterleaved_CV
00007ff8078a0fc0 (__TEXT,__text) external _vImageMin_Planar8
00007ff84210d780 (__DATA,__data) non-external _vImageMin_Planar8.vMinH_CV
00007ff84210d778 (__DATA,__data) non-external _vImageMin_Planar8.vMinV_CV
00007ff84210d770 (__DATA,__data) non-external _vImageMin_Planar8.vMin_CV
00007ff807a61920 (__TEXT,__text) external _vImageMin_PlanarF
00007ff84210e520 (__DATA,__bss) non-external _vImageMin_PlanarF.vMinFP_CV
00007ff84210e530 (__DATA,__bss) non-external _vImageMin_PlanarF.vMinH_FP_CV
00007ff84210e528 (__DATA,__bss) non-external _vImageMin_PlanarF.vMinV_FP_CV
00007ff807a785b0 (__TEXT,__text) external _vImageMultiDimensionalInterpolatedLookupTable_Planar16Q12
00007ff80788f920 (__TEXT,__text) external _vImageMultiDimensionalInterpolatedLookupTable_PlanarF
00007ff80788bc20 (__TEXT,__text) external _vImageMultidimensionalTable_Create
00007ff8078977a0 (__TEXT,__text) external _vImageMultidimensionalTable_Release
00007ff807a783d0 (__TEXT,__text) external _vImageMultidimensionalTable_Retain
00007ff807b0df10 (__TEXT,__text) external _vImageNewResamplingFilter
00007ff8078b07c0 (__TEXT,__text) external _vImageNewResamplingFilterForFunctionUsingBuffer
00007ff8083c5f60 (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGB16U
00007ff84210ef60 (__DATA,__bss) non-external _vImageOverwriteChannelsWithPixel_ARGB16U.vConvert_OverwriteChannelsWithPixel_ARGB16U_CV
00007ff8078aef20 (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGB8888
00007ff84210ef58 (__DATA,__bss) non-external _vImageOverwriteChannelsWithPixel_ARGB8888.vConvert_OverwriteChannelsWithPixel_ARGB8888_CV
00007ff8083c6260 (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGBFFFF
00007ff84210ef68 (__DATA,__bss) non-external _vImageOverwriteChannelsWithPixel_ARGBFFFF.vConvert_OverwriteChannelsWithPixel_ARGBFFFF_CV
00007ff8078aef00 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_ARGB8888
00007ff8083c65a0 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_ARGBFFFF
00007ff807ab66c0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U
00007ff80799fbc0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_AVX
00007ff807ad9c30 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_AVX2
00007ff807b61560 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_SSE4_1
00007ff807ab66e0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_resolver
00007ff807abdcc0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_scalar
00007ff84210da18 (__DATA,__data) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_vec
00007ff807ab6660 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8
00007ff80799f9c0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_AVX
00007ff807ad9a30 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_AVX2
00007ff807b61360 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_SSE4_1
00007ff807ab6680 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_resolver
00007ff807abdac0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_scalar
00007ff84210da10 (__DATA,__data) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_vec
00007ff807ab6720 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF
00007ff80799fe20 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_AVX
00007ff807ad9e90 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_AVX2
00007ff807b617c0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_SSE4_1
00007ff807ab6740 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_resolver
00007ff807abdf20 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_scalar
00007ff84210da20 (__DATA,__data) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_vec
00007ff8083c6790 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16F
00007ff8083c6670 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16S
00007ff8083c66c0 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16U
00007ff8083c65d0 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar8
00007ff8083c6710 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_PlanarF
00007ff8083c5ac0 (__TEXT,__text) external _vImageOverwriteChannels_ARGB16U
00007ff84210ef48 (__DATA,__bss) non-external _vImageOverwriteChannels_ARGB16U.vConvert_OverwriteChannels_ARGB16U_CV
00007ff8083c57f0 (__TEXT,__text) external _vImageOverwriteChannels_ARGB8888
00007ff84210ef40 (__DATA,__bss) non-external _vImageOverwriteChannels_ARGB8888.vConvert_OverwriteChannels_ARGB8888_CV
00007ff8083c5cc0 (__TEXT,__text) external _vImageOverwriteChannels_ARGBFFFF
00007ff84210ef50 (__DATA,__bss) non-external _vImageOverwriteChannels_ARGBFFFF.vConvert_OverwriteChannels_ARGBFFFF_CV
00007ff807a70ab0 (__TEXT,__text) external _vImagePNGDecompressionFilter
00007ff8079484f0 (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGB16U
00007ff84210e2a0 (__DATA,__bss) non-external _vImagePermuteChannelsWithMaskedInsert_ARGB16U.vConvert_PermuteChannelsWithMaskedInsert_ARGB16U_CV
00007ff8078b85b0 (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGB8888
00007ff84210e298 (__DATA,__bss) non-external _vImagePermuteChannelsWithMaskedInsert_ARGB8888.vConvert_PermuteChannelsWithMaskedInsert_ARGB8888_CV
00007ff807948850 (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGBFFFF
00007ff84210e2a8 (__DATA,__bss) non-external _vImagePermuteChannelsWithMaskedInsert_ARGBFFFF.vConvert_PermuteChannelsWithMaskedInsert_ARGBFFFF_CV
00007ff8079482b0 (__TEXT,__text) external _vImagePermuteChannels_ARGB16F
00007ff8078bba60 (__TEXT,__text) external _vImagePermuteChannels_ARGB16U
00007ff84210e288 (__DATA,__bss) non-external _vImagePermuteChannels_ARGB16U.vConvert_PermuteChannels_ARGB16U_CV
00007ff807895f80 (__TEXT,__text) external _vImagePermuteChannels_ARGB8888
00007ff84210e280 (__DATA,__bss) non-external _vImagePermuteChannels_ARGB8888.vConvert_PermuteChannels_ARGB8888_CV
00007ff8079482c0 (__TEXT,__text) external _vImagePermuteChannels_ARGBFFFF
00007ff84210e290 (__DATA,__bss) non-external _vImagePermuteChannels_ARGBFFFF.vConvert_PermuteChannels_ARGBFFFF_CV
00007ff807ab6c60 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U
00007ff8079a69b0 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U_AVX
00007ff807ae1b30 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U_AVX2
00007ff807b68250 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U_SSE4_1
00007ff807ab6c80 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U_resolver
00007ff807ac4860 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U_scalar
00007ff84210da90 (__DATA,__data) non-external (was a private external) _vImagePermuteChannels_Chunky16U_vec
00007ff807ab6c00 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8
00007ff8079a5c00 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8_AVX
00007ff807adfc70 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8_AVX2
00007ff807b674e0 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8_SSE4_1
00007ff807ab6c20 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8_resolver
00007ff807ac3c40 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8_scalar
00007ff84210da88 (__DATA,__data) non-external (was a private external) _vImagePermuteChannels_Chunky8_vec
00007ff807ab6cc0 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF
00007ff8079a77b0 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF_AVX
00007ff807ae3220 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF_AVX2
00007ff807b69030 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF_SSE4_1
00007ff807ab6ce0 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF_resolver
00007ff807ac5500 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF_scalar
00007ff84210da98 (__DATA,__data) non-external (was a private external) _vImagePermuteChannels_ChunkyF_vec
00007ff807948bc0 (__TEXT,__text) external _vImagePermuteChannels_RGB888
00007ff84210e2b0 (__DATA,__bss) non-external _vImagePermuteChannels_RGB888.vConvert_PermuteChannels_RGB888_CV
00007ff807a26890 (__TEXT,__text) external _vImagePerspectiveWarp_ARGB16F
00007ff84210e490 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB16F.vPerspectiveWarp_ARGB16F_Linear_bgf
00007ff84210e498 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB16F.vPerspectiveWarp_ARGB16F_Linear_ext
00007ff84210e480 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB16F.vPerspectiveWarp_ARGB16F_Nearest_bgf
00007ff84210e488 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB16F.vPerspectiveWarp_ARGB16F_Nearest_ext
00007ff807a25c30 (__TEXT,__text) external _vImagePerspectiveWarp_ARGB16U
00007ff84210e450 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB16U.vPerspectiveWarp_ARGB16U_Linear_bgf
00007ff84210e458 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB16U.vPerspectiveWarp_ARGB16U_Linear_ext
00007ff84210e440 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB16U.vPerspectiveWarp_ARGB16U_Nearest_bgf
00007ff84210e448 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB16U.vPerspectiveWarp_ARGB16U_Nearest_ext
00007ff807a24fd0 (__TEXT,__text) external _vImagePerspectiveWarp_ARGB8888
00007ff84210e410 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB8888.vPerspectiveWarp_ARGB8888_Linear_bgf
00007ff84210e418 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB8888.vPerspectiveWarp_ARGB8888_Linear_ext
00007ff84210e400 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB8888.vPerspectiveWarp_ARGB8888_Nearest_bgf
00007ff84210e408 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB8888.vPerspectiveWarp_ARGB8888_Nearest_ext
00007ff807a26240 (__TEXT,__text) external _vImagePerspectiveWarp_Planar16F
00007ff84210e470 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar16F.vPerspectiveWarp_Planar16F_Linear_bgf
00007ff84210e478 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar16F.vPerspectiveWarp_Planar16F_Linear_ext
00007ff84210e460 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar16F.vPerspectiveWarp_Planar16F_Nearest_bgf
00007ff84210e468 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar16F.vPerspectiveWarp_Planar16F_Nearest_ext
00007ff807a255e0 (__TEXT,__text) external _vImagePerspectiveWarp_Planar16U
00007ff84210e430 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar16U.vPerspectiveWarp_Planar16U_Linear_bgf
00007ff84210e438 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar16U.vPerspectiveWarp_Planar16U_Linear_ext
00007ff84210e420 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar16U.vPerspectiveWarp_Planar16U_Nearest_bgf
00007ff84210e428 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar16U.vPerspectiveWarp_Planar16U_Nearest_ext
00007ff807a24980 (__TEXT,__text) external _vImagePerspectiveWarp_Planar8
00007ff84210e3f0 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar8.vPerspectiveWarp_Planar8_Linear_bgf
00007ff84210e3f8 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar8.vPerspectiveWarp_Planar8_Linear_ext
00007ff84210e3e0 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar8.vPerspectiveWarp_Planar8_Nearest_bgf
00007ff84210e3e8 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar8.vPerspectiveWarp_Planar8_Nearest_ext
00007ff807a75fb0 (__TEXT,__text) external _vImagePiecewiseGamma_Planar16Q12
00007ff807a761a0 (__TEXT,__text) external _vImagePiecewiseGamma_Planar16Q12toPlanar8
00007ff807a75d40 (__TEXT,__text) external _vImagePiecewiseGamma_Planar8
00007ff807a75ea0 (__TEXT,__text) external _vImagePiecewiseGamma_Planar8toPlanar16Q12
00007ff807a76210 (__TEXT,__text) external _vImagePiecewiseGamma_Planar8toPlanarF
00007ff80787b1d0 (__TEXT,__text) external _vImagePiecewiseGamma_PlanarF
00007ff807a76510 (__TEXT,__text) external _vImagePiecewiseGamma_PlanarFtoPlanar8
00007ff84210e638 (__DATA,__bss) non-external _vImagePiecewiseGamma_PlanarFtoPlanar8.vPiecewiseGamma_PlanarFto8
00007ff807a740c0 (__TEXT,__text) external _vImagePiecewisePolynomial_Planar8toPlanarF
00007ff807892d20 (__TEXT,__text) external _vImagePiecewisePolynomial_PlanarF
00007ff807a75110 (__TEXT,__text) external _vImagePiecewisePolynomial_PlanarFtoPlanar8
00007ff807a77e50 (__TEXT,__text) external _vImagePiecewiseRational_PlanarF
00007ff80790bfc0 (__TEXT,__text) external _vImagePremultipliedAlphaBlendDarken_RGBA8888
00007ff84210deb8 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlendDarken_RGBA8888.vPremultipliedAlphaBlendDarken_RGBA8888_CV
00007ff80790bd30 (__TEXT,__text) external _vImagePremultipliedAlphaBlendLighten_RGBA8888
00007ff84210deb0 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlendLighten_RGBA8888.vPremultipliedAlphaBlendLighten_RGBA8888_CV
00007ff80790b810 (__TEXT,__text) external _vImagePremultipliedAlphaBlendMultiply_RGBA8888
00007ff84210dea0 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlendMultiply_RGBA8888.vPremultipliedAlphaBlendMultiply_RGBA8888_CV
00007ff80790baa0 (__TEXT,__text) external _vImagePremultipliedAlphaBlendScreen_RGBA8888
00007ff84210dea8 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlendScreen_RGBA8888.vPremultipliedAlphaBlendScreen_RGBA8888_CV
00007ff807894f90 (__TEXT,__text) external _vImagePremultipliedAlphaBlendWithPermute_ARGB8888
00007ff84210d6f8 (__DATA,__data) non-external _vImagePremultipliedAlphaBlendWithPermute_ARGB8888.vPremultipliedAlphaBlendWithPermute_ARGB8888_CV
00007ff807884650 (__TEXT,__text) external _vImagePremultipliedAlphaBlendWithPermute_RGBA8888
00007ff84210d700 (__DATA,__data) non-external _vImagePremultipliedAlphaBlendWithPermute_RGBA8888.vPremultipliedAlphaBlendWithPermute_RGBA8888_CV
00007ff80790ac90 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_ARGB8888
00007ff84210de88 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlend_ARGB8888.vAlpha_Blend_Premultiplied_ARGB_8888_CV
00007ff80790b190 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_ARGBFFFF
00007ff84210de90 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlend_ARGBFFFF.vAlpha_Blend_Premultiplied_ARGB_FFFF_CV
00007ff80790af10 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_BGRA8888
00007ff84210d6f0 (__DATA,__data) non-external _vImagePremultipliedAlphaBlend_BGRA8888.vAlpha_Blend_Premultiplied_BGRA_8888_CV
00007ff80790b410 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_BGRAFFFF
00007ff84210de98 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlend_BGRAFFFF.vAlpha_Blend_Premultiplied_BGRA_FFFF_CV
00007ff80790a670 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_Planar8
00007ff84210de78 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlend_Planar8.vAlpha_Blend_Premultiplied_Planar_UInt8_CV
00007ff80790a980 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_PlanarF
00007ff84210de80 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlend_PlanarF.vAlpha_Blend_Premultiplied_Planar_Float_CV
00007ff80790c870 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_ARGB8888
00007ff84210ded0 (__DATA,__bss) non-external _vImagePremultipliedConstAlphaBlend_ARGB8888.vConst_Alpha_Blend_Premultiplied_ARGB_8888_CV_new
00007ff80790cb00 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_ARGBFFFF
00007ff84210ded8 (__DATA,__bss) non-external _vImagePremultipliedConstAlphaBlend_ARGBFFFF.vConst_Alpha_Blend_Premultiplied_ARGB_FFFF_CV
00007ff80790c250 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_Planar8
