00007fff85bc0f60 (__DATA,__data) non-external _.compoundliteral
00007fff6bdf0576 (__TEXT,__text) non-external _initTypeWithGLPPrimitiveType
00007fff6be4e1be (__TEXT,__text) non-external _initUnaryOperatorNode
00007fff6be6b66d (__TEXT,__text) non-external _inliningNodeReplacement
00007fff6be2a001 (__TEXT,__text) non-external _inputForOutput
00007fff6beaa6cd (__TEXT,__text) non-external _instructionIndexEqualsFunction
00007fff6beaa6c4 (__TEXT,__text) non-external _instructionIndexHashFunction
00007fff6be23fad (__TEXT,__text) non-external _isBuiltinName
00007fff6be9886f (__TEXT,__text) non-external _iterateQualifiers
00007fff6be49cf6 (__TEXT,__text) non-external _lAddByte
00007fff6be49583 (__TEXT,__text) non-external _lFloatConst
00007fff6be49bba (__TEXT,__text) non-external _lNewBlock
00007fff6be4a25c (__TEXT,__text) non-external _lReadByte
00007fff6be452f0 (__TEXT,__text) non-external (was a private external) _lazyCPPSetup
00007fff6be67db5 (__TEXT,__text) non-external _lazyPrepareVariableObject
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
00007fff6bd5863d (__TEXT,__text) non-external _llvmir_PPStreamAddAddressUsage
00007fff6bd586ab (__TEXT,__text) non-external _llvmir_PPStreamAddAttribBinding
00007fff6bd587ad (__TEXT,__text) non-external _llvmir_PPStreamAddConstant
00007fff6bd58814 (__TEXT,__text) non-external _llvmir_PPStreamAddLabel
00007fff6bd5860a (__TEXT,__text) non-external _llvmir_PPStreamAddOperation
00007fff6bd5879b (__TEXT,__text) non-external _llvmir_PPStreamAddOption
00007fff6bd58713 (__TEXT,__text) non-external _llvmir_PPStreamAddOutputBinding
00007fff6bd58643 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBinding
00007fff6bd586a5 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBindingArray
00007fff6bd58637 (__TEXT,__text) non-external _llvmir_PPStreamAddTempUsage
00007fff6bd58825 (__TEXT,__text) non-external _llvmir_PPStreamResolveBranches
00007fff6bd58601 (__TEXT,__text) non-external _llvmir_PPStreamSetTarget
                 (undefined) external _log2f (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _longjmp (from libSystem)
                 (undefined) external _lroundf (from libSystem)
00007fff6be472d8 (__TEXT,__text) non-external _macro_scan
00007fff6be21c7e (__TEXT,__text) non-external _makeCopyFunction
00007fff6be68120 (__TEXT,__text) non-external _makeIntConstantNode
00007fff6bdec7c0 (__TEXT,__text) non-external _makePoolNode
                 (undefined) external _malloc (from libSystem)
00007fff6be47bb1 (__TEXT,__text) non-external (was a private external) _mem_AddCleanup
00007fff6be47b05 (__TEXT,__text) non-external (was a private external) _mem_Alloc
00007fff6be47a17 (__TEXT,__text) non-external (was a private external) _mem_CreatePool
00007fff6be47ac6 (__TEXT,__text) non-external (was a private external) _mem_FreePool
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00007fff6bdede18 (__TEXT,__text) non-external _mergeTypes
00007fff85bc5640 (__DATA,__bss) non-external _message
00007fff85bc5630 (__DATA,__bss) non-external _message_lock
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _mprotect (from libSystem)
                 (undefined) external _munmap (from libSystem)
00007fff85bc0ee8 (__DATA,__data) non-external _mutex
00007fff6be2c261 (__TEXT,__text) non-external _nameTablePush
00007fff85bc5a70 (__DATA,__bss) non-external _nameTableSets
00007fff6be47977 (__TEXT,__text) non-external _noop
00007fff6be4957d (__TEXT,__text) non-external _noop
00007fff6be23e40 (__TEXT,__text) non-external _offsetLayout
00007fff6be455ea (__TEXT,__text) non-external _op_add
00007fff6be4557a (__TEXT,__text) non-external _op_and
00007fff6be45648 (__TEXT,__text) non-external _op_cmpl
00007fff6be45608 (__TEXT,__text) non-external _op_div
00007fff6be45584 (__TEXT,__text) non-external _op_eq
00007fff6be455ab (__TEXT,__text) non-external _op_ge
00007fff6be4559e (__TEXT,__text) non-external _op_gt
00007fff6be455c5 (__TEXT,__text) non-external _op_le
00007fff6be45551 (__TEXT,__text) non-external _op_logand
00007fff6be45544 (__TEXT,__text) non-external _op_logor
00007fff6be455b8 (__TEXT,__text) non-external _op_lt
00007fff6be4561e (__TEXT,__text) non-external _op_mod
00007fff6be455fd (__TEXT,__text) non-external _op_mul
00007fff6be45591 (__TEXT,__text) non-external _op_ne
00007fff6be4563e (__TEXT,__text) non-external _op_neg
00007fff6be45652 (__TEXT,__text) non-external _op_not
00007fff6be45566 (__TEXT,__text) non-external _op_or
00007fff6be45636 (__TEXT,__text) non-external _op_pos
00007fff6be455d2 (__TEXT,__text) non-external _op_shl
00007fff6be455de (__TEXT,__text) non-external _op_shr
00007fff6be455f3 (__TEXT,__text) non-external _op_sub
00007fff6be45570 (__TEXT,__text) non-external _op_xor
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
00007fff6be2afe2 (__TEXT,__text) non-external _outputForInput
00007fff6be173ef (__TEXT,__text) non-external _packInto
00007fff6be32c72 (__TEXT,__text) non-external _parseInterpolationQualifiers
00007fff6be32ac0 (__TEXT,__text) non-external _parseLayout
00007fff6bdedd4f (__TEXT,__text) non-external _phase1ProcessFunctionPrototype
00007fff6bdeda3b (__TEXT,__text) non-external _phase1ProcessVariableDeclaration
00007fff6be66cd0 (__TEXT,__text) non-external (was a private external) _phase2AddDef
00007fff6be66eee (__TEXT,__text) non-external _phase2Process
00007fff6be67178 (__TEXT,__text) non-external _phase2ProcessConstant
00007fff6be67225 (__TEXT,__text) non-external _phase2ProcessFunctionPrototype
00007fff6be6729b (__TEXT,__text) non-external _phase2ProcessInterfaceBlock
00007fff6be677a4 (__TEXT,__text) non-external _phase2ProcessLValue
00007fff6be671cf (__TEXT,__text) non-external _phase2ProcessParameterDeclaration
00007fff6be67341 (__TEXT,__text) non-external _phase2ProcessRawCall
00007fff6be67533 (__TEXT,__text) non-external _phase2ProcessSubroutineRawCall
00007fff6be67cc5 (__TEXT,__text) non-external _phase2ProcessSubroutineUniform
00007fff6be6725c (__TEXT,__text) non-external _phase2ProcessVariableDeclaration
00007fff6bdec828 (__TEXT,__text) non-external _poolAlloc
00007fff85bc5a90 (__DATA,__bss) non-external _poolAllocators
00007fff6bdec89e (__TEXT,__text) non-external _poolFree
00007fff6bdec896 (__TEXT,__text) non-external _poolRealloc
00007fff6becf4d0 (__TEXT,__const) non-external _pow_10.down
00007fff6becf3d0 (__TEXT,__const) non-external _pow_10.up
                 (undefined) external _powf (from libSystem)
00007fff8cf56e90 (__DATA_CONST,__const) non-external (was a private external) _ppstreamOpString
00007fff6bdf104d (__TEXT,__text) non-external _primitiveTypeOfDeref
                 (undefined) external _printf (from libSystem)
00007fff6be2ad95 (__TEXT,__text) non-external _propagateCopyBindings
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00007fff6be391c0 (__TEXT,__text) non-external (was a private external) _pushdownPrecisionInternal
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_b (from libSystem)
00007fff6be332b8 (__TEXT,__text) non-external _qualifierContextToString
00007fff6be31d3f (__TEXT,__text) non-external _qualifierMaskToSAFlags
00007fff6be32e48 (__TEXT,__text) non-external _qualifierMaskToStringBuffer
00007fff6be4565f (__TEXT,__text) non-external (was a private external) _readCPPline
00007fff6bdec9ce (__TEXT,__text) non-external _readTOC
00007fff6be5a078 (__TEXT,__text) non-external (was a private external) _real_serialize_GLPValue
                 (undefined) external _realloc (from libSystem)
00007fff6bea6303 (__TEXT,__text) non-external _regEqualsFunction
00007fff6bea62fb (__TEXT,__text) non-external _regHashFunction
00007fff6be4a4e1 (__TEXT,__text) non-external _reget_token
00007fff6be2c40e (__TEXT,__text) non-external _remap
00007fff6bed0c80 (__TEXT,__const) non-external (was a private external) _remapSlotToCode
00007fff6be9bf60 (__TEXT,__text) non-external _renumberTargets
                 (undefined) external _round (from libSystem)
                 (undefined) external _roundf (from libSystem)
00007fff6be30fa8 (__TEXT,__text) non-external _saInliningNodeReplacement
00007fff6be4a3df (__TEXT,__text) non-external _scan_token
00007fff6be622f4 (__TEXT,__text) non-external _serializeASTFields
00007fff6be6371c (__TEXT,__text) non-external _serializeBinaryOperatorFields
00007fff6be63398 (__TEXT,__text) non-external _serializeCallFields
00007fff6be6372f (__TEXT,__text) non-external _serializeStructureFields
00007fff6be5b07c (__TEXT,__text) non-external _serialize_GLPASTNode
00007fff6be61b60 (__TEXT,__text) non-external _serialize_GLPBufferObject
00007fff6be58b62 (__TEXT,__text) non-external _serialize_GLPFunctionObject
00007fff6be61288 (__TEXT,__text) non-external _serialize_GLPInterfaceBlockObject
00007fff6be58b2c (__TEXT,__text) non-external _serialize_GLPLayoutObject
00007fff6be5f65c (__TEXT,__text) non-external _serialize_GLPLayoutPair
00007fff6be63726 (__TEXT,__text) non-external _serialize_GLPNodeCreationFunc
00007fff6be39f48 (__TEXT,__text) non-external (was a private external) _serialize_GLPString
00007fff6be63ab4 (__TEXT,__text) non-external _serialize_GLPSubroutineUniformObject
00007fff6be55e50 (__TEXT,__text) non-external (was a private external) _serialize_GLPType
00007fff6be601d4 (__TEXT,__text) non-external _serialize_GLPVariableObject
00007fff6be399a1 (__TEXT,__text) non-external (was a private external) _serialize_pointer
00007fff6bdf108b (__TEXT,__text) non-external _setArrayUsed
                 (undefined) external _setjmp (from libSystem)
00007fff6be48fac (__TEXT,__text) non-external _simple_str_getch
00007fff6be49074 (__TEXT,__text) non-external _simple_str_ungetch
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _sinhf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _snprintf_l (from libSystem)
                 (undefined) external _sprintf_l (from libSystem)
                 (undefined) external _sqrt (from libSystem)
                 (undefined) external _sqrtf (from libSystem)
00007fff6bdec550 (__TEXT,__text) non-external _std140ArrayStrideForElementType
00007fff6bdec52b (__TEXT,__text) non-external _std140MatrixStride
00007fff6bdec569 (__TEXT,__text) non-external _std140MinimumStructAlignment
00007fff6bdec63c (__TEXT,__text) non-external _std140PrimitiveTypeAlign
00007fff6bdec574 (__TEXT,__text) non-external _std140PrimitiveTypeSize
00007fff6bdec561 (__TEXT,__text) non-external _std140SizeToBytes
00007fff6bdec4a5 (__TEXT,__text) non-external _std140TypeAlign
00007fff6bdec3dc (__TEXT,__text) non-external _std140TypeSize
00007fff6be48c3c (__TEXT,__text) non-external _str_getch
00007fff6be48d32 (__TEXT,__text) non-external _str_ungetch
                 (undefined) external _strcat (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strndup (from libSystem)
                 (undefined) external _strtod_l (from libSystem)
                 (undefined) external _strtof_l (from libSystem)
                 (undefined) external _strtol_l (from libSystem)
                 (undefined) external _strtoll_l (from libSystem)
                 (undefined) external _strtoul_l (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _tanf (from libSystem)
                 (undefined) external _tanhf (from libSystem)
00007fff6be491e7 (__TEXT,__text) non-external _token_pasted_str_getch
00007fff6be49163 (__TEXT,__text) non-external _token_pasted_str_scan
00007fff6be49264 (__TEXT,__text) non-external _token_pasted_str_ungetch
00007fff8cf54440 (__DATA_CONST,__const) non-external _tokens
00007fff6be3caa9 (__TEXT,__text) non-external _topLevelLookUpGLPBindingTypeFromStringHash
00007fff6be2b0e0 (__TEXT,__text) non-external _topLevelLookUpObjectTypeFromStringHash
00007fff6be3c383 (__TEXT,__text) non-external _topLevelLookUpUniformBindingTypeFromStringHash
00007fff6be6b614 (__TEXT,__text) non-external _transformKids
                 (undefined) external _trunc (from libSystem)
                 (undefined) external _truncf (from libSystem)
00007fff6be3bc95 (__TEXT,__text) non-external _typeFromGLPBinding
00007fff6be3cf5c (__TEXT,__text) non-external _typeFromGLPUniformBinding
00007fff6be3cb81 (__TEXT,__text) non-external _typeFromGLPUniformBlockBinding
00007fff6be172ee (__TEXT,__text) non-external _uniqueComponentCount
00007fff6be498fb (__TEXT,__text) non-external _unlinkScope
00007fff8cf54760 (__DATA_CONST,__const) non-external (was a private external) _unop
00007fff8cf52da0 (__DATA_CONST,__const) non-external (was a private external) _vpDclList
                 (undefined) external _vsnprintf_l (from libSystem)
00007fff6be6540c (__TEXT,__text) non-external _writeASTNode
00007fff6be66c4e (__TEXT,__text) non-external _writeLayoutObject
00007fff6be66bf4 (__TEXT,__text) non-external _writeSAInfo
00007fff6bea121c (__TEXT,__text) non-external _writefn
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
00007fff6be7d83d (__TEXT,__text) non-external _yyFail
00007fff6be7db81 (__TEXT,__text) non-external _yyMemoryExhausted
00007fff6bed3ed0 (__TEXT,__const) non-external _yy_accept
00007fff6bed45b0 (__TEXT,__const) non-external _yy_acclist
00007fff6bed2650 (__TEXT,__const) non-external _yy_base
00007fff6bed1ce0 (__TEXT,__const) non-external _yy_chk
00007fff6be7af35 (__TEXT,__text) non-external (was a private external) _yy_create_buffer
00007fff6bed2d40 (__TEXT,__const) non-external _yy_def
00007fff6be7b21d (__TEXT,__text) non-external (was a private external) _yy_delete_buffer
00007fff6bed18e0 (__TEXT,__const) non-external _yy_ec
00007fff6be7b64c (__TEXT,__text) non-external (was a private external) _yy_flush_buffer
00007fff6be7b349 (__TEXT,__text) non-external _yy_get_next_buffer
00007fff6be7b26f (__TEXT,__text) non-external _yy_get_previous_state
00007fff6be7b5e1 (__TEXT,__text) non-external _yy_init_buffer
00007fff6bed3430 (__TEXT,__const) non-external _yy_meta
00007fff6bed3560 (__TEXT,__const) non-external _yy_nxt
00007fff6be7db96 (__TEXT,__text) non-external _yyaddDeferredAction
00007fff6bed5860 (__TEXT,__const) non-external _yycheck
00007fff6be7d8b2 (__TEXT,__text) non-external _yycompressStack
00007fff6bed9db0 (__TEXT,__const) non-external _yyconfl
00007fff6bed9f10 (__TEXT,__const) non-external _yyconflp
00007fff6bed5420 (__TEXT,__const) non-external _yydefact
00007fff6bed9940 (__TEXT,__const) non-external _yydefgoto
00007fff6bedb090 (__TEXT,__const) non-external _yydprec
00007fff6be7ae98 (__TEXT,__text) non-external _yyensure_buffer_stack
00007fff6be7b9f9 (__TEXT,__text) non-external (was a private external) _yyerror
00007fff6be7d9ee (__TEXT,__text) non-external _yyexpandGLRStack
00007fff6be7d19c (__TEXT,__text) non-external _yyglrReduce
