00007ffb0fc58a24 (__TEXT,__text) non-external +[GKBrush brush]
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreAudio (from libswiftCoreAudio)
00007ffb435bee60 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreAudio_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreFoundation (from libswiftCoreFoundation)
00007ffb435bee00 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreFoundation_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreGraphics (from libswiftCoreFoundation)
00007ffb435bee30 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreGraphics_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreImage (from libswiftCoreImage)
00007ffb435bee38 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreImage_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreLocation (from libswiftCoreLocation)
00007ffb435bee48 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreLocation_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreMIDI (from libswiftCoreMIDI)
00007ffb435bee70 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreMIDI_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreMedia (from libswiftCoreMedia)
00007ffb435bee58 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreMedia_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftDarwin (from libswiftDarwin)
00007ffb435bedf8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftDarwin_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftDispatch (from libswiftDispatch)
00007ffb435bee08 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftDispatch_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftFoundation (from BiomePubSub)
00007ffb435bede8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftFoundation_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftIOKit (from libswiftIOKit)
00007ffb435bee18 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftIOKit_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftIntents (from libswiftIntents)
00007ffb435bee80 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftIntents_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftMetal (from libswiftMetal)
00007ffb435bee40 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftMetal_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftObjectiveC (from libswiftObjectiveC)
00007ffb435bedf0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftObjectiveC_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftQuartzCore (from libswiftQuartzCore)
00007ffb435bee68 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftQuartzCore_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftUniformTypeIdentifiers (from libswiftUniformTypeIdentifiers)
00007ffb435bee28 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftUniformTypeIdentifiers_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftXPC (from libswiftXPC)
00007ffb435bee10 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftXPC_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftos (from libswiftos)
00007ffb435bee20 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftos_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftsimd (from libswiftsimd)
00007ffb435bee78 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftsimd_$_GameCenterUICore
00007ffb435d0f30 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00007ffb435d0f48 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
                 (undefined) external _abort (from libSystem)
00007ffb41db5558 (__DATA,__bss) non-external _annotateOnceToken
00007ffb0fc95d32 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 10Foundation15AttributeScopesO16GameCenterUICoreE26ExtendedMarkdownAttributesVAA0B5ScopeAdA30DecodingConfigurationProviding
00007ffb0fc95d3a (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 10Foundation15AttributeScopesO16GameCenterUICoreE26ExtendedMarkdownAttributesVAA0B5ScopeAdA30EncodingConfigurationProviding
00007ffb0fc95cce (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 10Foundation15AttributeScopesO16GameCenterUICoreE31ExtendedMarkdownStyleAttributesV5ColorO5ValueOSHADSQ
00007ffb0fc95cf6 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 10Foundation15AttributeScopesO16GameCenterUICoreE31ExtendedMarkdownStyleAttributesV5ColorOAA0H28DecodableAttributedStringKeyAdA0mnO0
00007ffb0fc95cfe (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 10Foundation15AttributeScopesO16GameCenterUICoreE31ExtendedMarkdownStyleAttributesV5ColorOAA19AttributedStringKeyAD5ValueAaIP_SH
00007ffb0fc95ce6 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 10Foundation15AttributeScopesO16GameCenterUICoreE31ExtendedMarkdownStyleAttributesV5ColorOAA28DecodableAttributedStringKeyAdA0mnO0
00007ffb0fc95cee (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 10Foundation15AttributeScopesO16GameCenterUICoreE31ExtendedMarkdownStyleAttributesV5ColorOAA28EncodableAttributedStringKeyAdA0mnO0
00007ffb0fc959d0 (__TEXT,__dlopen_cstrs) non-external _audit_stringAuthKitUI
00007ffb0fc95a20 (__TEXT,__dlopen_cstrs) non-external _audit_stringAuthKitUI
00007ffb0fc95a70 (__TEXT,__dlopen_cstrs) non-external _audit_stringOnBoardingKit
00007ffb0fc95ad0 (__TEXT,__dlopen_cstrs) non-external _audit_stringWebKit
00007ffb0fc95b20 (__TEXT,__dlopen_cstrs) non-external _audit_stringWebKit
00007ffb0fc95b70 (__TEXT,__dlopen_cstrs) non-external _audit_stringWebKit
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _class_getName (from libobjc)
00007ffb41db54c8 (__DATA,__bss) non-external _currentLocalPlayer.sCurrentLocalPlayer
00007ffb41db54d0 (__DATA,__bss) non-external _currentLocalPlayer.sDispatchOnceToken
                 (undefined) external _dispatch_after (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_get_current_queue (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_group_notify (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ffb41db5568 (__DATA,__bss) non-external _drawInRect:withContext:input:.onceToken
00007ffb41db5570 (__DATA,__bss) non-external _drawInRect:withContext:input:.sTemplateContext
00007ffb41db5578 (__DATA,__bss) non-external _drawInRect:withContext:input:.sTemplatePix
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fflush (from libSystem)
00007ffb0fc602d5 (__TEXT,__text) external _findClipViewAncestorForView
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _free (from libSystem)
00007ffb41db5450 (__DATA,__bss) non-external _getAKAppleIDAuthenticationInAppContextClass.softClass
00007ffb41db54d8 (__DATA,__bss) non-external _getAKAppleIDAuthenticationInAppContextClass.softClass
00007ffb41db5600 (__DATA,__bss) non-external _getOBBundleClass.softClass
00007ffb41db5618 (__DATA,__bss) non-external _getOBPrivacyFlowClass.softClass
00007ffb41db5610 (__DATA,__bss) non-external _getOBPrivacyGameCenterIdentifierSymbolLoc.ptr
00007ffb0fc7664a (__TEXT,__text) non-external _getWebScriptObjectClass
00007ffb0fc77b84 (__TEXT,__text) non-external _getWebScriptObjectClass
00007ffb0fc7ec23 (__TEXT,__text) non-external _getWebScriptObjectClass
00007ffb41db5620 (__DATA,__bss) non-external _getWebScriptObjectClass.softClass
00007ffb41db5630 (__DATA,__bss) non-external _getWebScriptObjectClass.softClass
00007ffb41db5650 (__DATA,__bss) non-external _getWebScriptObjectClass.softClass
00007ffb41db5640 (__DATA,__bss) non-external _getWebViewClass.softClass
                 (undefined) external _getxattr (from libSystem)
00007ffb41db55d0 (__DATA,__bss) non-external _gkHostViewControllerInterface.hostInterface
00007ffb41db55d8 (__DATA,__bss) non-external _gkHostViewControllerInterface.onceToken
00007ffb41db55e8 (__DATA,__bss) non-external _gkServiceViewControllerInterface.onceToken
00007ffb41db55e0 (__DATA,__bss) non-external _gkServiceViewControllerInterface.serviceInterface
                 (undefined) external _gk_dispatch_as_group (from GameCenterFoundation)
                 (undefined) external _gk_dispatch_group_do (from GameCenterFoundation)
                 (undefined) external _kCAContentsScalingStretch (from QuartzCore)
                 (undefined) external _kCAFilterPlusL (from QuartzCore)
                 (undefined) external _kCAMediaTimingFunctionEaseInEaseOut (from QuartzCore)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFNull (from CoreFoundation)
                 (undefined) external _kCFRunLoopCommonModes (from CoreFoundation)
                 (undefined) external _kCGColorClear (from CoreGraphics)
                 (undefined) external _kCGImageSourceTypeIdentifierHint (from ImageIO)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_begin_catch (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_end_catch (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_getAssociatedObject (from libobjc)
                 (undefined) external _objc_getClass (from libobjc)
                 (undefined) external _objc_getProperty (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_msgSendSuper2_stret (from libobjc)
                 (undefined) external _objc_msgSend_stret (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_opt_respondsToSelector (from libobjc)
                 (undefined) external _objc_opt_self (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_setAssociatedObject (from libobjc)
                 (undefined) external _objc_setProperty_atomic (from libobjc)
                 (undefined) external _objc_setProperty_atomic_copy (from libobjc)
                 (undefined) external _objc_setProperty_nonatomic_copy (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _objc_storeWeak (from libobjc)
                 (undefined) external _objc_unsafeClaimAutoreleasedReturnValue (from libobjc)
                 (undefined) external _os_log_GKLogAccount (from GameCenterFoundation)
                 (undefined) external _os_log_GKLogAccountError (from GameCenterFoundation)
                 (undefined) external _os_log_GKLogCache (from GameCenterFoundation)
                 (undefined) external _os_log_GKLogDaemon (from GameCenterFoundation)
                 (undefined) external _os_log_GKLogError (from GameCenterFoundation)
                 (undefined) external _os_log_GKLogGeneral (from GameCenterFoundation)
                 (undefined) external _os_log_GKLogOnboarding (from GameCenterFoundation)
                 (undefined) external _os_log_GKLogPerf (from GameCenterFoundation)
                 (undefined) external _os_log_GKLogTrace (from GameCenterFoundation)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _printf (from libSystem)
00007ffb41db5540 (__DATA,__bss) non-external _registerListener:.onceToken
00007ffb41db55c0 (__DATA,__bss) non-external _resourceCache.onceToken
00007ffb41db55c8 (__DATA,__bss) non-external _resourceCache.sResourceCache
00007ffb41db54a0 (__DATA,__bss) non-external _sAuthenticationPersonality
00007ffb41db54b8 (__DATA,__bss) non-external _sCursorIsVisible
00007ffb41db54c0 (__DATA,__bss) non-external _sCursorTimer
00007ffb41db5490 (__DATA,__bss) non-external _sPanelWindow
00007ffb41db5488 (__DATA,__bss) non-external _sParentWindow
00007ffb41db5498 (__DATA,__bss) non-external _sRemoteSigninController
00007ffb41db5548 (__DATA,__bss) non-external _scaleForInput:.defaultScale
00007ffb41db5550 (__DATA,__bss) non-external _scaleForInput:.onceToken
                 (undefined) external _setxattr (from libSystem)
00007ffb41db55f8 (__DATA,__bss) non-external _shared.onceToken
00007ffb41db55f0 (__DATA,__bss) non-external _shared.sharedInstance
00007ffb41db5500 (__DATA,__bss) non-external _sharedCache.onceToken
00007ffb41db54f8 (__DATA,__bss) non-external _sharedCache.sCache
00007ffb41db5538 (__DATA,__bss) non-external _sharedController.onceToken
00007ffb41db5530 (__DATA,__bss) non-external _sharedController.sharedController
00007ffb41db54a8 (__DATA,__bss) non-external _sharedLocalPlayerAuthenticator.authenticator
00007ffb41db54b0 (__DATA,__bss) non-external _sharedLocalPlayerAuthenticator.onceToken
00007ffb41db5528 (__DATA,__bss) non-external _sharedPalette.onceToken
00007ffb41db5520 (__DATA,__bss) non-external _sharedPalette.standardColors
00007ffb41db55b0 (__DATA,__bss) non-external _sharedTheme.onceToken
00007ffb41db55b8 (__DATA,__bss) non-external _sharedTheme.sSharedTheme
00007ffb41db5560 (__DATA,__bss) non-external _shouldAnnotateImageUsage
