00000001e790d40c (__TEXT,__text) non-external _DiToMD5
000000021776d508 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
000000021a9fcf30 (__DATA,__common) external _gIOReportLegendMetaClass
000000021776d530 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReportLegend_Declaration
000000021a9fcf10 (__DATA,__common) external _gIOReporterMetaClass
000000021776d510 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReporter_Declaration
000000021a9fcf38 (__DATA,__common) external _gIOServiceMetaClass
000000021a9fcf40 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
000000021776d540 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
000000021a9fcf48 (__DATA,__common) external _gIOServiceStateNotificationDispatchSourceMetaClass
000000021776d548 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceStateNotificationDispatchSource_Declaration
000000021776d538 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
000000021a9fcf18 (__DATA,__common) external _gIOSimpleReporterMetaClass
000000021776d518 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOSimpleReporter_Declaration
000000021a9fcf20 (__DATA,__common) external _gIOStateReporterMetaClass
000000021776d520 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOStateReporter_Declaration
000000021a9fd000 (__DATA,__common) external _gIOThreadMetaClass
000000021776d600 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOThread_Declaration
000000021a9fcf50 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
000000021776d550 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
000000021a9fcf58 (__DATA,__common) external _gIOUserClientMetaClass
000000021776d558 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
000000021a9fcf68 (__DATA,__common) external _gIOUserServerMetaClass
000000021776d568 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
000000021a9fcf70 (__DATA,__common) external _gIOWorkGroupMetaClass
000000021776d570 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOWorkGroup_Declaration
000000021a9fcf78 (__DATA,__common) external _gOSActionMetaClass
000000021776d578 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
000000021a9fcf60 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
000000021776d560 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
000000021a9fcff8 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
000000021776d5f8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
000000021a9fcf80 (__DATA,__common) external _gOSArrayMetaClass
000000021776d580 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
000000021a9fcf88 (__DATA,__common) external _gOSBooleanMetaClass
000000021776d588 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
000000021a9fcf90 (__DATA,__common) external _gOSBundleMetaClass
000000021776d590 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBundle_Declaration
000000021a9fcf98 (__DATA,__common) external _gOSCollectionMetaClass
000000021776d598 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
000000021a9fcfa0 (__DATA,__common) external _gOSContainerMetaClass
000000021776d5a0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
000000021a9fcfa8 (__DATA,__common) external _gOSDataMetaClass
000000021776d5a8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
000000021a9fcfb0 (__DATA,__common) external _gOSDictionaryMetaClass
000000021776d5b0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
000000021a9fcfb8 (__DATA,__common) external _gOSMappedFileMetaClass
000000021776d5b8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSMappedFile_Declaration
000000021a9fcda0 (__DATA,__common) non-external (was a private external) _gOSMetaClassBasePrivateLayout
000000021776d4b0 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBasePrivateLayout_Declaration
000000021a9fcbc0 (__DATA,__common) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout
000000021776d4a8 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout_Declaration
000000021a9fcfc0 (__DATA,__common) external _gOSNumberMetaClass
000000021776d5c0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
000000021a9fcfc8 (__DATA,__common) external _gOSObjectMetaClass
000000021776d5c8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
000000021a9fcfd0 (__DATA,__common) external _gOSOrderedSetMetaClass
000000021776d5d0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSOrderedSet_Declaration
000000021a9fcfd8 (__DATA,__common) external _gOSSerializationMetaClass
000000021776d5d8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
000000021a9fcfe0 (__DATA,__common) external _gOSSetMetaClass
000000021776d5e0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSet_Declaration
000000021a9fcfe8 (__DATA,__common) external _gOSStringMetaClass
000000021776d5e8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSString_Declaration
000000021a9fcff0 (__DATA,__common) external _g_IOBlockStorageDeviceMetaClass
000000021776d5f0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _g_IOBlockStorageDevice_Declaration
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getsectiondata (from libSystem)
                 (undefined) external _host_get_io_main (from libSystem)
00000001e7903274 (__TEXT,__text) non-external (was a private external) _io_catalog_get_data
00000001e7903448 (__TEXT,__text) non-external (was a private external) _io_catalog_get_gen_count
00000001e79035a0 (__TEXT,__text) non-external (was a private external) _io_catalog_module_loaded
00000001e7903744 (__TEXT,__text) non-external (was a private external) _io_catalog_reset
00000001e7902f18 (__TEXT,__text) non-external (was a private external) _io_catalog_send_data
00000001e79030c8 (__TEXT,__text) non-external (was a private external) _io_catalog_terminate
00000001e7901dd4 (__TEXT,__text) non-external (was a private external) _io_connect_add_client
00000001e7905588 (__TEXT,__text) non-external (was a private external) _io_connect_async_method
00000001e7903db4 (__TEXT,__text) non-external (was a private external) _io_connect_get_notification_semaphore
00000001e7901c64 (__TEXT,__text) non-external (was a private external) _io_connect_get_service
00000001e7904ec0 (__TEXT,__text) non-external (was a private external) _io_connect_map_memory_into_task
00000001e79051d4 (__TEXT,__text) non-external (was a private external) _io_connect_method
00000001e790642c (__TEXT,__text) non-external (was a private external) _io_connect_method_var_output
00000001e7905990 (__TEXT,__text) non-external (was a private external) _io_connect_set_notification_port
00000001e7901f0c (__TEXT,__text) non-external (was a private external) _io_connect_set_properties
00000001e7905060 (__TEXT,__text) non-external (was a private external) _io_connect_unmap_memory_from_task
00000001e79081b4 (__TEXT,__text) non-external (was a private external) _io_device_tree_entry_exists_with_name
00000001e7902dc0 (__TEXT,__text) non-external (was a private external) _io_iterator_is_valid
00000001e7900438 (__TEXT,__text) non-external (was a private external) _io_iterator_next
00000001e79005a8 (__TEXT,__text) non-external (was a private external) _io_iterator_reset
00000001e7900258 (__TEXT,__text) non-external (was a private external) _io_object_conforms_to
00000001e7904ae0 (__TEXT,__text) non-external (was a private external) _io_object_get_bundle_identifier
00000001e7900070 (__TEXT,__text) non-external (was a private external) _io_object_get_class
00000001e79027d8 (__TEXT,__text) non-external (was a private external) _io_object_get_retain_count
00000001e79048bc (__TEXT,__text) non-external (was a private external) _io_object_get_superclass
00000001e7900ad4 (__TEXT,__text) non-external (was a private external) _io_registry_create_iterator
00000001e7902bb8 (__TEXT,__text) non-external (was a private external) _io_registry_entry_create_iterator
00000001e7900f24 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path
00000001e7907f58 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path_ool
00000001e7901750 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_child_iterator
00000001e7903f38 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_location_in_plane
00000001e7901120 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name
00000001e79039ac (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name_in_plane
00000001e7901948 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_parent_iterator
00000001e79020b8 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path
00000001e7907ccc (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path_ool
00000001e7901308 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties
00000001e7906fbc (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin
00000001e7908394 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin_buf
00000001e79008c8 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property
00000001e7907178 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin
00000001e790856c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin_buf
00000001e79014c4 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bytes
00000001e790415c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_recursively
00000001e79062a4 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_registry_entry_id
00000001e79025f8 (__TEXT,__text) non-external (was a private external) _io_registry_entry_in_plane
00000001e790244c (__TEXT,__text) non-external (was a private external) _io_registry_entry_set_properties
00000001e79022dc (__TEXT,__text) non-external (was a private external) _io_registry_get_root_entry
00000001e7900cdc (__TEXT,__text) non-external (was a private external) _io_registry_iterator_enter_entry
00000001e7900e00 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_exit_entry
00000001e7906e34 (__TEXT,__text) non-external (was a private external) _io_server_version
00000001e7905db0 (__TEXT,__text) non-external (was a private external) _io_service_add_interest_notification
00000001e7905b04 (__TEXT,__text) non-external (was a private external) _io_service_add_notification
00000001e7907a18 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_bin
00000001e7906018 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_ool
00000001e7901b40 (__TEXT,__text) non-external (was a private external) _io_service_close
00000001e7906b7c (__TEXT,__text) non-external (was a private external) _io_service_get_authorization_id
00000001e7902930 (__TEXT,__text) non-external (was a private external) _io_service_get_busy_state
00000001e79067d8 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service
00000001e7907400 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_bin
00000001e79069d4 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_ool
00000001e79006cc (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services
00000001e7907610 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_bin
00000001e790458c (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_ool
00000001e79043e4 (__TEXT,__text) non-external (was a private external) _io_service_get_state
00000001e7903bd0 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table
00000001e7907820 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_bin
00000001e7904734 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_ool
00000001e7904d04 (__TEXT,__text) non-external (was a private external) _io_service_open_extended
00000001e7903878 (__TEXT,__text) non-external (was a private external) _io_service_request_probe
00000001e7906d04 (__TEXT,__text) non-external (was a private external) _io_service_set_authorization_id
00000001e7902a88 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet
00000001e7908818 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet_with_options
00000001e7900064 (__TEXT,__text) non-external (was a private external) _iokit_user_client_trap
000000021a9fcbb0 (__DATA,__common) external _kOSBooleanFalse
000000021a9fcba8 (__DATA,__common) external _kOSBooleanTrue
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_continuous_time (from libSystem)
                 (undefined) external _mach_error (from libSystem)
                 (undefined) external _mach_error_string (from libSystem)
                 (undefined) external _mach_host_self (from libSystem)
                 (undefined) external _mach_msg2_internal (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_allocate (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_port_mod_refs (from libSystem)
                 (undefined) external _mach_ports_lookup (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _mach_timebase_info (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_deallocate (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
00000001e78ee434 (__TEXT,__text) external _nanoseconds_to_absolutetime
00000001e791eaec (__TEXT,__text) non-external _nanoseconds_to_absolutetime.cold.1
00000001e791eb18 (__TEXT,__text) non-external _nanoseconds_to_absolutetime.cold.2
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_eventlink_activate (from libSystem)
                 (undefined) external _os_eventlink_associate (from libSystem)
