00007ffa1bd92a9b (__TEXT,__text) non-external _DiToMD5
                 (undefined) external _dispatch_mach_cancel (from libSystem)
                 (undefined) external _dispatch_mach_connect (from libSystem)
                 (undefined) external _dispatch_mach_create_f (from libSystem)
                 (undefined) external _dispatch_mach_msg_get_msg (from libSystem)
                 (undefined) external _dispatch_main (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
00007ffa4304fe80 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ffa430501d8 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
00007ffa41e7be08 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
00007ffa430501e0 (__DATA,__common) external _gIOCommandMetaClass
00007ffa430501e8 (__DATA,__common) external _gIOCommandPoolMetaClass
00007ffa41e7be18 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommandPool_Declaration
00007ffa41e7be10 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommand_Declaration
00007ffa4304fec0 (__DATA,__common) external _gIODKDebug
00007ffa430501f0 (__DATA,__common) external _gIODMACommandMetaClass
00007ffa41e7be20 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
00007ffa430501f8 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
00007ffa41e7be28 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODataQueueDispatchSource_Declaration
00007ffa43050200 (__DATA,__common) external _gIODispatchQueueMetaClass
00007ffa41e7be30 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchQueue_Declaration
00007ffa43050208 (__DATA,__common) external _gIODispatchSourceMetaClass
00007ffa41e7be38 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchSource_Declaration
00007ffa43050210 (__DATA,__common) external _gIOEventLinkMetaClass
00007ffa41e7be40 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOEventLink_Declaration
00007ffa43050248 (__DATA,__common) external _gIOHistogramReporterMetaClass
00007ffa41e7be78 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOHistogramReporter_Declaration
00007ffa43050218 (__DATA,__common) external _gIOInterruptDispatchSourceMetaClass
00007ffa41e7be48 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
00007ffa43050220 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
00007ffa41e7be50 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
00007ffa43050228 (__DATA,__common) external _gIOMemoryMapMetaClass
00007ffa41e7be58 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
00007ffa43050250 (__DATA,__common) external _gIOReportLegendMetaClass
00007ffa41e7be80 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReportLegend_Declaration
00007ffa43050230 (__DATA,__common) external _gIOReporterMetaClass
00007ffa41e7be60 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReporter_Declaration
00007ffa43050258 (__DATA,__common) external _gIOServiceMetaClass
00007ffa43050260 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
00007ffa41e7be90 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
00007ffa43050268 (__DATA,__common) external _gIOServiceStateNotificationDispatchSourceMetaClass
00007ffa41e7be98 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceStateNotificationDispatchSource_Declaration
00007ffa41e7be88 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
00007ffa43050238 (__DATA,__common) external _gIOSimpleReporterMetaClass
00007ffa41e7be68 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOSimpleReporter_Declaration
00007ffa43050240 (__DATA,__common) external _gIOStateReporterMetaClass
00007ffa41e7be70 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOStateReporter_Declaration
00007ffa43050320 (__DATA,__common) external _gIOThreadMetaClass
00007ffa41e7bf50 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOThread_Declaration
00007ffa43050270 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
00007ffa41e7bea0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
00007ffa43050278 (__DATA,__common) external _gIOUserClientMetaClass
00007ffa41e7bea8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
00007ffa43050288 (__DATA,__common) external _gIOUserServerMetaClass
00007ffa41e7beb8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
00007ffa43050290 (__DATA,__common) external _gIOWorkGroupMetaClass
00007ffa41e7bec0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOWorkGroup_Declaration
00007ffa43050298 (__DATA,__common) external _gOSActionMetaClass
00007ffa41e7bec8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
00007ffa43050280 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
00007ffa41e7beb0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
00007ffa43050318 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
00007ffa41e7bf48 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
00007ffa430502a0 (__DATA,__common) external _gOSArrayMetaClass
00007ffa41e7bed0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
00007ffa430502a8 (__DATA,__common) external _gOSBooleanMetaClass
00007ffa41e7bed8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
00007ffa430502b0 (__DATA,__common) external _gOSBundleMetaClass
00007ffa41e7bee0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBundle_Declaration
00007ffa430502b8 (__DATA,__common) external _gOSCollectionMetaClass
00007ffa41e7bee8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
00007ffa430502c0 (__DATA,__common) external _gOSContainerMetaClass
00007ffa41e7bef0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
00007ffa430502c8 (__DATA,__common) external _gOSDataMetaClass
00007ffa41e7bef8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
00007ffa430502d0 (__DATA,__common) external _gOSDictionaryMetaClass
00007ffa41e7bf00 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
00007ffa430502d8 (__DATA,__common) external _gOSMappedFileMetaClass
00007ffa41e7bf08 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSMappedFile_Declaration
00007ffa430500c0 (__DATA,__common) non-external (was a private external) _gOSMetaClassBasePrivateLayout
00007ffa41e7be00 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBasePrivateLayout_Declaration
00007ffa4304fee0 (__DATA,__common) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout
00007ffa41e7bdf8 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout_Declaration
00007ffa430502e0 (__DATA,__common) external _gOSNumberMetaClass
00007ffa41e7bf10 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
00007ffa430502e8 (__DATA,__common) external _gOSObjectMetaClass
00007ffa41e7bf18 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
00007ffa430502f0 (__DATA,__common) external _gOSOrderedSetMetaClass
00007ffa41e7bf20 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSOrderedSet_Declaration
00007ffa430502f8 (__DATA,__common) external _gOSSerializationMetaClass
00007ffa41e7bf28 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
00007ffa43050300 (__DATA,__common) external _gOSSetMetaClass
00007ffa41e7bf30 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSet_Declaration
00007ffa43050308 (__DATA,__common) external _gOSStringMetaClass
00007ffa41e7bf38 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSString_Declaration
00007ffa43050310 (__DATA,__common) external _g_IOBlockStorageDeviceMetaClass
00007ffa41e7bf40 (__DATA_CONST,__osclassinfo) non-external (was a private external) _g_IOBlockStorageDevice_Declaration
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getsectiondata (from libSystem)
                 (undefined) external _host_get_io_main (from libSystem)
00007ffa1bd89fe3 (__TEXT,__text) non-external (was a private external) _io_catalog_get_data
00007ffa1bd8a154 (__TEXT,__text) non-external (was a private external) _io_catalog_get_gen_count
00007ffa1bd8a27c (__TEXT,__text) non-external (was a private external) _io_catalog_module_loaded
00007ffa1bd8a432 (__TEXT,__text) non-external (was a private external) _io_catalog_reset
00007ffa1bd89cd5 (__TEXT,__text) non-external (was a private external) _io_catalog_send_data
00007ffa1bd89e31 (__TEXT,__text) non-external (was a private external) _io_catalog_terminate
00007ffa1bd88d66 (__TEXT,__text) non-external (was a private external) _io_connect_add_client
00007ffa1bd8c02c (__TEXT,__text) non-external (was a private external) _io_connect_async_method
00007ffa1bd8aa3d (__TEXT,__text) non-external (was a private external) _io_connect_get_notification_semaphore
00007ffa1bd88c32 (__TEXT,__text) non-external (was a private external) _io_connect_get_service
00007ffa1bd8b9ee (__TEXT,__text) non-external (was a private external) _io_connect_map_memory_into_task
00007ffa1bd8bc79 (__TEXT,__text) non-external (was a private external) _io_connect_method
00007ffa1bd8ce4e (__TEXT,__text) non-external (was a private external) _io_connect_method_var_output
00007ffa1bd8c421 (__TEXT,__text) non-external (was a private external) _io_connect_set_notification_port
00007ffa1bd88e6d (__TEXT,__text) non-external (was a private external) _io_connect_set_properties
00007ffa1bd8bb48 (__TEXT,__text) non-external (was a private external) _io_connect_unmap_memory_from_task
00007ffa1bd8e9c8 (__TEXT,__text) non-external (was a private external) _io_device_tree_entry_exists_with_name
00007ffa1bd89bad (__TEXT,__text) non-external (was a private external) _io_iterator_is_valid
00007ffa1bd8759a (__TEXT,__text) non-external (was a private external) _io_iterator_next
00007ffa1bd876ce (__TEXT,__text) non-external (was a private external) _io_iterator_reset
00007ffa1bd873a5 (__TEXT,__text) non-external (was a private external) _io_object_conforms_to
00007ffa1bd8b657 (__TEXT,__text) non-external (was a private external) _io_object_get_bundle_identifier
00007ffa1bd871d0 (__TEXT,__text) non-external (was a private external) _io_object_get_class
00007ffa1bd89660 (__TEXT,__text) non-external (was a private external) _io_object_get_retain_count
00007ffa1bd8b421 (__TEXT,__text) non-external (was a private external) _io_object_get_superclass
00007ffa1bd87bbd (__TEXT,__text) non-external (was a private external) _io_registry_create_iterator
00007ffa1bd899a9 (__TEXT,__text) non-external (was a private external) _io_registry_entry_create_iterator
00007ffa1bd87fa5 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path
00007ffa1bd8e794 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path_ool
00007ffa1bd88738 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_child_iterator
00007ffa1bd8ab7e (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_location_in_plane
00007ffa1bd8818b (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name
00007ffa1bd8a630 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name_in_plane
00007ffa1bd8893c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_parent_iterator
00007ffa1bd88fc6 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path
00007ffa1bd8e523 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path_ool
00007ffa1bd88360 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties
00007ffa1bd8d8dc (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin
00007ffa1bd8ebbd (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin_buf
00007ffa1bd879a6 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property
00007ffa1bd8da4a (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin
00007ffa1bd8ed4f (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin_buf
00007ffa1bd884ce (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bytes
00007ffa1bd8adb4 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_recursively
00007ffa1bd8cd0c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_registry_entry_id
00007ffa1bd8946b (__TEXT,__text) non-external (was a private external) _io_registry_entry_in_plane
00007ffa1bd89312 (__TEXT,__text) non-external (was a private external) _io_registry_entry_set_properties
00007ffa1bd891de (__TEXT,__text) non-external (was a private external) _io_registry_get_root_entry
00007ffa1bd87dc1 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_enter_entry
00007ffa1bd87eb3 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_exit_entry
00007ffa1bd8d79a (__TEXT,__text) non-external (was a private external) _io_server_version
00007ffa1bd8c7fb (__TEXT,__text) non-external (was a private external) _io_service_add_interest_notification
00007ffa1bd8c552 (__TEXT,__text) non-external (was a private external) _io_service_add_notification
00007ffa1bd8e27e (__TEXT,__text) non-external (was a private external) _io_service_add_notification_bin
00007ffa1bd8ca86 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_ool
00007ffa1bd88b40 (__TEXT,__text) non-external (was a private external) _io_service_close
00007ffa1bd8d55f (__TEXT,__text) non-external (was a private external) _io_service_get_authorization_id
00007ffa1bd89788 (__TEXT,__text) non-external (was a private external) _io_service_get_busy_state
00007ffa1bd8d223 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service
00007ffa1bd8dcb2 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_bin
00007ffa1bd8d409 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_ool
00007ffa1bd877c0 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services
00007ffa1bd8dea4 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_bin
00007ffa1bd8b188 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_ool
00007ffa1bd8b01c (__TEXT,__text) non-external (was a private external) _io_service_get_state
00007ffa1bd8a866 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table
00007ffa1bd8e096 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_bin
00007ffa1bd8b2de (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_ool
00007ffa1bd8b88d (__TEXT,__text) non-external (was a private external) _io_service_open_extended
00007ffa1bd8a531 (__TEXT,__text) non-external (was a private external) _io_service_request_probe
00007ffa1bd8d6a1 (__TEXT,__text) non-external (was a private external) _io_service_set_authorization_id
00007ffa1bd898b0 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet
00007ffa1bd8efdf (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet_with_options
00007ffa1bd871c0 (__TEXT,__text) non-external (was a private external) _iokit_user_client_trap
