00007ffb005712f2 (__TEXT,__text) non-external _DiToMD5
00007ffb40dfb290 (__DATA,__common) external _gIODKDebug
00007ffb40dfb5b8 (__DATA,__common) external _gIODMACommandMetaClass
00007ffb400261e8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
00007ffb40dfb5c0 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
00007ffb400261f0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODataQueueDispatchSource_Declaration
00007ffb40dfb5c8 (__DATA,__common) external _gIODispatchQueueMetaClass
00007ffb400261f8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchQueue_Declaration
00007ffb40dfb5d0 (__DATA,__common) external _gIODispatchSourceMetaClass
00007ffb40026200 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchSource_Declaration
00007ffb40dfb5d8 (__DATA,__common) external _gIOEventLinkMetaClass
00007ffb40026208 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOEventLink_Declaration
00007ffb40dfb5e0 (__DATA,__common) external _gIOExtensiblePaniclogMetaClass
00007ffb40026210 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOExtensiblePaniclog_Declaration
00007ffb40dfb618 (__DATA,__common) external _gIOHistogramReporterMetaClass
00007ffb40026248 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOHistogramReporter_Declaration
00007ffb40dfb5e8 (__DATA,__common) external _gIOInterruptDispatchSourceMetaClass
00007ffb40026218 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
00007ffb40dfb5f0 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
00007ffb40026220 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
00007ffb40dfb5f8 (__DATA,__common) external _gIOMemoryMapMetaClass
00007ffb40026228 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
00007ffb40dfb620 (__DATA,__common) external _gIOReportLegendMetaClass
00007ffb40026250 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReportLegend_Declaration
00007ffb40dfb600 (__DATA,__common) external _gIOReporterMetaClass
00007ffb40026230 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReporter_Declaration
00007ffb40dfb628 (__DATA,__common) external _gIOServiceMetaClass
00007ffb40dfb630 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
00007ffb40026260 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
00007ffb40dfb638 (__DATA,__common) external _gIOServiceStateNotificationDispatchSourceMetaClass
00007ffb40026268 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceStateNotificationDispatchSource_Declaration
00007ffb40026258 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
00007ffb40dfb608 (__DATA,__common) external _gIOSimpleReporterMetaClass
00007ffb40026238 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOSimpleReporter_Declaration
00007ffb40dfb610 (__DATA,__common) external _gIOStateReporterMetaClass
00007ffb40026240 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOStateReporter_Declaration
00007ffb40dfb6f0 (__DATA,__common) external _gIOThreadMetaClass
00007ffb40026320 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOThread_Declaration
00007ffb40dfb640 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
00007ffb40026270 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
00007ffb40dfb648 (__DATA,__common) external _gIOUserClientMetaClass
00007ffb40026278 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
00007ffb40dfb658 (__DATA,__common) external _gIOUserServerMetaClass
00007ffb40026288 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
00007ffb40dfb660 (__DATA,__common) external _gIOWorkGroupMetaClass
00007ffb40026290 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOWorkGroup_Declaration
00007ffb40dfb668 (__DATA,__common) external _gOSActionMetaClass
00007ffb40026298 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
00007ffb40dfb650 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
00007ffb40026280 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
00007ffb40dfb6e8 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
00007ffb40026318 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
00007ffb40dfb670 (__DATA,__common) external _gOSArrayMetaClass
00007ffb400262a0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
00007ffb40dfb678 (__DATA,__common) external _gOSBooleanMetaClass
00007ffb400262a8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
00007ffb40dfb680 (__DATA,__common) external _gOSBundleMetaClass
00007ffb400262b0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBundle_Declaration
00007ffb40dfb688 (__DATA,__common) external _gOSCollectionMetaClass
00007ffb400262b8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
00007ffb40dfb690 (__DATA,__common) external _gOSContainerMetaClass
00007ffb400262c0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
00007ffb40dfb698 (__DATA,__common) external _gOSDataMetaClass
00007ffb400262c8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
00007ffb40dfb6a0 (__DATA,__common) external _gOSDictionaryMetaClass
00007ffb400262d0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
00007ffb40dfb6a8 (__DATA,__common) external _gOSMappedFileMetaClass
00007ffb400262d8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSMappedFile_Declaration
00007ffb40dfb488 (__DATA,__common) non-external (was a private external) _gOSMetaClassBasePrivateLayout
00007ffb400261c8 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBasePrivateLayout_Declaration
00007ffb40dfb2a8 (__DATA,__common) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout
00007ffb400261c0 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout_Declaration
00007ffb40dfb6b0 (__DATA,__common) external _gOSNumberMetaClass
00007ffb400262e0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
00007ffb40dfb6b8 (__DATA,__common) external _gOSObjectMetaClass
00007ffb400262e8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
00007ffb40dfb6c0 (__DATA,__common) external _gOSOrderedSetMetaClass
00007ffb400262f0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSOrderedSet_Declaration
00007ffb40dfb6c8 (__DATA,__common) external _gOSSerializationMetaClass
00007ffb400262f8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
00007ffb40dfb6d0 (__DATA,__common) external _gOSSetMetaClass
00007ffb40026300 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSet_Declaration
00007ffb40dfb6d8 (__DATA,__common) external _gOSStringMetaClass
00007ffb40026308 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSString_Declaration
00007ffb40dfb6e0 (__DATA,__common) external _g_IOBlockStorageDeviceMetaClass
00007ffb40026310 (__DATA_CONST,__osclassinfo) non-external (was a private external) _g_IOBlockStorageDevice_Declaration
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getsectiondata (from libSystem)
                 (undefined) external _host_get_io_main (from libSystem)
00007ffb00568dbf (__TEXT,__text) non-external (was a private external) _io_catalog_get_data
00007ffb00568f27 (__TEXT,__text) non-external (was a private external) _io_catalog_get_gen_count
00007ffb0056902c (__TEXT,__text) non-external (was a private external) _io_catalog_module_loaded
00007ffb005691aa (__TEXT,__text) non-external (was a private external) _io_catalog_reset
00007ffb00568acd (__TEXT,__text) non-external (was a private external) _io_catalog_send_data
00007ffb00568c3b (__TEXT,__text) non-external (was a private external) _io_catalog_terminate
00007ffb00567c32 (__TEXT,__text) non-external (was a private external) _io_connect_add_client
00007ffb0056ac9a (__TEXT,__text) non-external (was a private external) _io_connect_async_method
00007ffb0056976c (__TEXT,__text) non-external (was a private external) _io_connect_get_notification_semaphore
00007ffb00567b21 (__TEXT,__text) non-external (was a private external) _io_connect_get_service
00007ffb0056a676 (__TEXT,__text) non-external (was a private external) _io_connect_map_memory_into_task
00007ffb0056a905 (__TEXT,__text) non-external (was a private external) _io_connect_method
00007ffb0056b9d2 (__TEXT,__text) non-external (was a private external) _io_connect_method_var_output
00007ffb0056b08b (__TEXT,__text) non-external (was a private external) _io_connect_set_notification_port
00007ffb00567d26 (__TEXT,__text) non-external (was a private external) _io_connect_set_properties
00007ffb0056a7db (__TEXT,__text) non-external (was a private external) _io_connect_unmap_memory_from_task
00007ffb0056d403 (__TEXT,__text) non-external (was a private external) _io_device_tree_entry_exists_with_name
00007ffb005689c8 (__TEXT,__text) non-external (was a private external) _io_iterator_is_valid
00007ffb00566646 (__TEXT,__text) non-external (was a private external) _io_iterator_next
00007ffb00566757 (__TEXT,__text) non-external (was a private external) _io_iterator_reset
00007ffb00566478 (__TEXT,__text) non-external (was a private external) _io_object_conforms_to
00007ffb0056a30a (__TEXT,__text) non-external (was a private external) _io_object_get_bundle_identifier
00007ffb005662d0 (__TEXT,__text) non-external (was a private external) _io_object_get_class
00007ffb005684eb (__TEXT,__text) non-external (was a private external) _io_object_get_retain_count
00007ffb0056a0f8 (__TEXT,__text) non-external (was a private external) _io_object_get_superclass
00007ffb00566bf0 (__TEXT,__text) non-external (was a private external) _io_registry_create_iterator
00007ffb005687e6 (__TEXT,__text) non-external (was a private external) _io_registry_entry_create_iterator
00007ffb00566f7e (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path
00007ffb0056d1f2 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path_ool
00007ffb0056769b (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_child_iterator
00007ffb00569898 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_location_in_plane
00007ffb00567156 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name
00007ffb0056938c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name_in_plane
00007ffb00567873 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_parent_iterator
00007ffb00567e90 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path
00007ffb0056cf91 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path_ool
00007ffb005672fe (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties
00007ffb0056c3fe (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin
00007ffb0056d5d1 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin_buf
00007ffb00566a05 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property
00007ffb0056c545 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin
00007ffb0056d74a (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin_buf
00007ffb00567445 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bytes
00007ffb00569aaa (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_recursively
00007ffb0056b8a9 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_registry_entry_id
00007ffb0056831d (__TEXT,__text) non-external (was a private external) _io_registry_entry_in_plane
00007ffb005681b3 (__TEXT,__text) non-external (was a private external) _io_registry_entry_set_properties
00007ffb005680a2 (__TEXT,__text) non-external (was a private external) _io_registry_get_root_entry
00007ffb00566dd2 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_enter_entry
00007ffb00566ea8 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_exit_entry
00007ffb0056c2d5 (__TEXT,__text) non-external (was a private external) _io_server_version
00007ffb0056b43d (__TEXT,__text) non-external (was a private external) _io_service_add_interest_notification
00007ffb0056b1b5 (__TEXT,__text) non-external (was a private external) _io_service_add_notification
00007ffb0056cd14 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_bin
00007ffb0056b666 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_ool
00007ffb00567a4b (__TEXT,__text) non-external (was a private external) _io_service_close
00007ffb0056c0bb (__TEXT,__text) non-external (was a private external) _io_service_get_authorization_id
00007ffb005685f0 (__TEXT,__text) non-external (was a private external) _io_service_get_busy_state
00007ffb0056bd85 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service
00007ffb0056c79c (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_bin
00007ffb0056bf5d (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_ool
00007ffb0056682d (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services
00007ffb0056c972 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_bin
00007ffb00569e46 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_ool
00007ffb00569d01 (__TEXT,__text) non-external (was a private external) _io_service_get_state
00007ffb0056959e (__TEXT,__text) non-external (was a private external) _io_service_match_property_table
00007ffb0056cb48 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_bin
00007ffb00569fa4 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_ool
00007ffb0056a51c (__TEXT,__text) non-external (was a private external) _io_service_open_extended
00007ffb0056929b (__TEXT,__text) non-external (was a private external) _io_service_request_probe
00007ffb0056c1e4 (__TEXT,__text) non-external (was a private external) _io_service_set_authorization_id
00007ffb005686f5 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet
00007ffb0056d9c9 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet_with_options
00007ffb005662bc (__TEXT,__text) non-external (was a private external) _iokit_user_client_trap
00007ffb40dfb2a0 (__DATA,__common) external _kOSBooleanFalse
00007ffb40dfb298 (__DATA,__common) external _kOSBooleanTrue
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_continuous_time (from libSystem)
                 (undefined) external _mach_error (from libSystem)
                 (undefined) external _mach_error_string (from libSystem)
                 (undefined) external _mach_host_self (from libSystem)
                 (undefined) external _mach_msg2_internal (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_allocate (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_port_mod_refs (from libSystem)
                 (undefined) external _mach_ports_lookup (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
