000000020ccdbd60 (__DATA,__data) non-external _.compoundliteral
00000001e1b3d89c (__TEXT,__text) non-external _llvmir_PPStreamAddTempUsage
00000001e1b3dac0 (__TEXT,__text) non-external _llvmir_PPStreamResolveBranches
00000001e1b3d84c (__TEXT,__text) non-external _llvmir_PPStreamSetTarget
                 (undefined) external _log2f (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _longjmp (from libSystem)
                 (undefined) external _lroundf (from libSystem)
00000001e1c0dee8 (__TEXT,__text) non-external _macro_scan
00000001e1be9abc (__TEXT,__text) non-external _makeCopyFunction
00000001e1c2f8f0 (__TEXT,__text) non-external _makeIntConstantNode
00000001e1bb760c (__TEXT,__text) non-external _makePoolNode
                 (undefined) external _malloc (from libSystem)
00000001e1c0e8e0 (__TEXT,__text) non-external (was a private external) _mem_AddCleanup
00000001e1c0e818 (__TEXT,__text) non-external (was a private external) _mem_Alloc
00000001e1c0e72c (__TEXT,__text) non-external (was a private external) _mem_CreatePool
00000001e1c0e7c8 (__TEXT,__text) non-external (was a private external) _mem_FreePool
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00000001e1bb8be4 (__TEXT,__text) non-external _mergeTypes
000000020cce042c (__DATA,__bss) non-external _message
000000020cce0428 (__DATA,__bss) non-external _message_lock
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _mprotect (from libSystem)
                 (undefined) external _munmap (from libSystem)
000000020ccdbd20 (__DATA,__data) non-external _mutex
00000001e1bf2fa4 (__TEXT,__text) non-external _nameTablePush
000000020cce0850 (__DATA,__bss) non-external _nameTableSets
00000001e1c0e688 (__TEXT,__text) non-external _noop
00000001e1c105f0 (__TEXT,__text) non-external _noop
00000001e1beb4f0 (__TEXT,__text) non-external _offsetLayout
00000001e1c0c150 (__TEXT,__text) non-external _op_add
00000001e1c0c0f0 (__TEXT,__text) non-external _op_and
00000001e1c0c1a0 (__TEXT,__text) non-external _op_cmpl
00000001e1c0c168 (__TEXT,__text) non-external _op_div
00000001e1c0c0f8 (__TEXT,__text) non-external _op_eq
00000001e1c0c11c (__TEXT,__text) non-external _op_ge
00000001e1c0c110 (__TEXT,__text) non-external _op_gt
00000001e1c0c134 (__TEXT,__text) non-external _op_le
00000001e1c0c0c8 (__TEXT,__text) non-external _op_logand
00000001e1c0c0b8 (__TEXT,__text) non-external _op_logor
00000001e1c0c128 (__TEXT,__text) non-external _op_lt
00000001e1c0c17c (__TEXT,__text) non-external _op_mod
00000001e1c0c160 (__TEXT,__text) non-external _op_mul
00000001e1c0c104 (__TEXT,__text) non-external _op_ne
00000001e1c0c198 (__TEXT,__text) non-external _op_neg
00000001e1c0c1a8 (__TEXT,__text) non-external _op_not
00000001e1c0c0e0 (__TEXT,__text) non-external _op_or
00000001e1c0c194 (__TEXT,__text) non-external _op_pos
00000001e1c0c140 (__TEXT,__text) non-external _op_shl
00000001e1c0c148 (__TEXT,__text) non-external _op_shr
00000001e1c0c158 (__TEXT,__text) non-external _op_sub
00000001e1c0c0e8 (__TEXT,__text) non-external _op_xor
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
00000001e1bf1d68 (__TEXT,__text) non-external _outputForInput
00000001e1be0184 (__TEXT,__text) non-external _packInto
00000001e1bf9364 (__TEXT,__text) non-external _parseInterpolationQualifiers
00000001e1bf91b4 (__TEXT,__text) non-external _parseLayout
00000001e1bb8b18 (__TEXT,__text) non-external _phase1ProcessFunctionPrototype
00000001e1bb88a4 (__TEXT,__text) non-external _phase1ProcessVariableDeclaration
00000001e1c2e4b4 (__TEXT,__text) non-external (was a private external) _phase2AddDef
00000001e1c2e67c (__TEXT,__text) non-external _phase2Process
00000001e1c2e988 (__TEXT,__text) non-external _phase2ProcessConstant
00000001e1c2ea64 (__TEXT,__text) non-external _phase2ProcessFunctionPrototype
00000001e1c2eb00 (__TEXT,__text) non-external _phase2ProcessInterfaceBlock
00000001e1c2ef7c (__TEXT,__text) non-external _phase2ProcessLValue
00000001e1c2e9f8 (__TEXT,__text) non-external _phase2ProcessParameterDeclaration
00000001e1c2ebb4 (__TEXT,__text) non-external _phase2ProcessRawCall
00000001e1c2ed50 (__TEXT,__text) non-external _phase2ProcessSubroutineRawCall
00000001e1c2f450 (__TEXT,__text) non-external _phase2ProcessSubroutineUniform
00000001e1c2eaac (__TEXT,__text) non-external _phase2ProcessVariableDeclaration
00000001e1bb7678 (__TEXT,__text) non-external _poolAlloc
000000020cce0870 (__DATA,__bss) non-external _poolAllocators
00000001e1bb770c (__TEXT,__text) non-external _poolFree
00000001e1bb7704 (__TEXT,__text) non-external _poolRealloc
00000001e1c8e010 (__TEXT,__const) non-external _pow_10.down
00000001e1c8df10 (__TEXT,__const) non-external _pow_10.up
                 (undefined) external _powf (from libSystem)
0000000209f6df40 (__DATA_CONST,__const) non-external (was a private external) _ppstreamOpString
00000001e1bbbd0c (__TEXT,__text) non-external _primitiveTypeOfDeref
                 (undefined) external _printf (from libSystem)
00000001e1bf1b20 (__TEXT,__text) non-external _propagateCopyBindings
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00000001e1bff630 (__TEXT,__text) non-external (was a private external) _pushdownPrecisionInternal
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_b (from libSystem)
00000001e1bf99a4 (__TEXT,__text) non-external _qualifierContextToString
00000001e1bf8738 (__TEXT,__text) non-external _qualifierMaskToSAFlags
00000001e1bf9534 (__TEXT,__text) non-external _qualifierMaskToStringBuffer
00000001e1c0c1b4 (__TEXT,__text) non-external (was a private external) _readCPPline
00000001e1bb78ec (__TEXT,__text) non-external _readTOC
00000001e1c21cec (__TEXT,__text) non-external (was a private external) _real_serialize_GLPValue
                 (undefined) external _realloc (from libSystem)
00000001e1c6adec (__TEXT,__text) non-external _regEqualsFunction
00000001e1c6ade4 (__TEXT,__text) non-external _regHashFunction
00000001e1c1177c (__TEXT,__text) non-external _reget_token
00000001e1bf316c (__TEXT,__text) non-external _remap
00000001e1c8f1b4 (__TEXT,__const) non-external (was a private external) _remapSlotToCode
00000001e1c60ce0 (__TEXT,__text) non-external _renumberTargets
                 (undefined) external _round (from libSystem)
                 (undefined) external _roundf (from libSystem)
00000001e1bf7a4c (__TEXT,__text) non-external _saInliningNodeReplacement
00000001e1c11638 (__TEXT,__text) non-external _scan_token
00000001e1c297f0 (__TEXT,__text) non-external _serializeASTFields
00000001e1c2aaa4 (__TEXT,__text) non-external _serializeBinaryOperatorFields
00000001e1c2a6f8 (__TEXT,__text) non-external _serializeCallFields
00000001e1c2aab8 (__TEXT,__text) non-external _serializeStructureFields
00000001e1c22c8c (__TEXT,__text) non-external _serialize_GLPASTNode
00000001e1c290c8 (__TEXT,__text) non-external _serialize_GLPBufferObject
00000001e1c20a00 (__TEXT,__text) non-external _serialize_GLPFunctionObject
00000001e1c287c8 (__TEXT,__text) non-external _serialize_GLPInterfaceBlockObject
00000001e1c209a4 (__TEXT,__text) non-external _serialize_GLPLayoutObject
00000001e1c26d34 (__TEXT,__text) non-external _serialize_GLPLayoutPair
00000001e1c2aaa8 (__TEXT,__text) non-external _serialize_GLPNodeCreationFunc
00000001e1c003d0 (__TEXT,__text) non-external (was a private external) _serialize_GLPString
00000001e1c2ae64 (__TEXT,__text) non-external _serialize_GLPSubroutineUniformObject
00000001e1c1e048 (__TEXT,__text) non-external (was a private external) _serialize_GLPType
00000001e1c277e4 (__TEXT,__text) non-external _serialize_GLPVariableObject
00000001e1bffe78 (__TEXT,__text) non-external (was a private external) _serialize_pointer
00000001e1bbbd74 (__TEXT,__text) non-external _setArrayUsed
                 (undefined) external _setjmp (from libSystem)
00000001e1c0ff1c (__TEXT,__text) non-external _simple_str_getch
00000001e1c1002c (__TEXT,__text) non-external _simple_str_ungetch
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _sinhf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _snprintf_l (from libSystem)
                 (undefined) external _sprintf_l (from libSystem)
                 (undefined) external _sqrt (from libSystem)
                 (undefined) external _sqrtf (from libSystem)
00000001e1bb730c (__TEXT,__text) non-external _std140ArrayStrideForElementType
00000001e1bb72dc (__TEXT,__text) non-external _std140MatrixStride
00000001e1bb7330 (__TEXT,__text) non-external _std140MinimumStructAlignment
00000001e1bb7424 (__TEXT,__text) non-external _std140PrimitiveTypeAlign
00000001e1bb7338 (__TEXT,__text) non-external _std140PrimitiveTypeSize
00000001e1bb732c (__TEXT,__text) non-external _std140SizeToBytes
00000001e1bb7230 (__TEXT,__text) non-external _std140TypeAlign
00000001e1bb7154 (__TEXT,__text) non-external _std140TypeSize
00000001e1c0fae0 (__TEXT,__text) non-external _str_getch
00000001e1c0fc0c (__TEXT,__text) non-external _str_ungetch
                 (undefined) external _strcat (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strndup (from libSystem)
                 (undefined) external _strtod_l (from libSystem)
                 (undefined) external _strtof_l (from libSystem)
                 (undefined) external _strtol_l (from libSystem)
                 (undefined) external _strtoll_l (from libSystem)
                 (undefined) external _strtoul_l (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _tanf (from libSystem)
                 (undefined) external _tanhf (from libSystem)
00000001e1c101d4 (__TEXT,__text) non-external _token_pasted_str_getch
00000001e1c1011c (__TEXT,__text) non-external _token_pasted_str_scan
00000001e1c1029c (__TEXT,__text) non-external _token_pasted_str_ungetch
0000000209f6ba68 (__DATA_CONST,__const) non-external _tokens
00000001e1c02fd8 (__TEXT,__text) non-external _topLevelLookUpGLPBindingTypeFromStringHash
00000001e1bf1eec (__TEXT,__text) non-external _topLevelLookUpObjectTypeFromStringHash
00000001e1c02830 (__TEXT,__text) non-external _topLevelLookUpUniformBindingTypeFromStringHash
00000001e1c32aac (__TEXT,__text) non-external _transformKids
                 (undefined) external _trunc (from libSystem)
                 (undefined) external _truncf (from libSystem)
00000001e1c020a0 (__TEXT,__text) non-external _typeFromGLPBinding
00000001e1c03454 (__TEXT,__text) non-external _typeFromGLPUniformBinding
00000001e1c03084 (__TEXT,__text) non-external _typeFromGLPUniformBlockBinding
00000001e1be0024 (__TEXT,__text) non-external _uniqueComponentCount
00000001e1c10a24 (__TEXT,__text) non-external _unlinkScope
00000002103e41d8 (__AUTH_CONST,__const) non-external (was a private external) _unop
0000000209f6a850 (__DATA_CONST,__const) non-external (was a private external) _vpDclList
                 (undefined) external _vsnprintf_l (from libSystem)
00000001e1c2cafc (__TEXT,__text) non-external _writeASTNode
00000001e1c2e410 (__TEXT,__text) non-external _writeLayoutObject
00000001e1c2e390 (__TEXT,__text) non-external _writeSAInfo
00000001e1c65fb8 (__TEXT,__text) non-external _writefn
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
00000001e1c44880 (__TEXT,__text) non-external _yyFail
00000001e1c44c20 (__TEXT,__text) non-external _yyMemoryExhausted
00000001e1c8fec8 (__TEXT,__const) non-external _yy_accept
00000001e1c90f02 (__TEXT,__const) non-external _yy_base
00000001e1c905a0 (__TEXT,__const) non-external _yy_chk
00000001e1c41df0 (__TEXT,__text) non-external (was a private external) _yy_create_buffer
00000001e1c915ee (__TEXT,__const) non-external _yy_def
00000001e1c42130 (__TEXT,__text) non-external (was a private external) _yy_delete_buffer
00000001e1c8fdc8 (__TEXT,__const) non-external _yy_ec
00000001e1c42624 (__TEXT,__text) non-external (was a private external) _yy_flush_buffer
00000001e1c42270 (__TEXT,__text) non-external _yy_get_next_buffer
00000001e1c421a4 (__TEXT,__text) non-external _yy_get_previous_state
00000001e1c425a4 (__TEXT,__text) non-external _yy_init_buffer
00000001e1c91cda (__TEXT,__const) non-external _yy_meta
00000001e1c91d24 (__TEXT,__const) non-external _yy_nxt
00000001e1c44c38 (__TEXT,__text) non-external _yyaddDeferredAction
00000001e1c9301c (__TEXT,__const) non-external _yycheck
00000001e1c44914 (__TEXT,__text) non-external _yycompressStack
00000001e1c97558 (__TEXT,__const) non-external _yyconfl
00000001e1c976aa (__TEXT,__const) non-external _yyconflp
00000001e1c92be0 (__TEXT,__const) non-external _yydefact
00000001e1c970f4 (__TEXT,__const) non-external _yydefgoto
00000001e1c449f4 (__TEXT,__text) non-external _yydestroyGLRState
00000001e1c9881d (__TEXT,__const) non-external _yydprec
00000001e1c41d68 (__TEXT,__text) non-external _yyensure_buffer_stack
00000001e1c429e8 (__TEXT,__text) non-external (was a private external) _yyerror
00000001e1c44a6c (__TEXT,__text) non-external _yyexpandGLRStack
00000001e1c44228 (__TEXT,__text) non-external _yyglrReduce
00000001e1c3ef00 (__TEXT,__text) non-external (was a private external) _yylex
00000001e1c102c8 (__TEXT,__text) non-external (was a private external) _yylex_CPP
00000001e1c427ac (__TEXT,__text) non-external (was a private external) _yylex_destroy
00000001e1c4273c (__TEXT,__text) non-external (was a private external) _yylex_init
00000001e1c986e0 (__TEXT,__const) non-external _yymerger
00000001e1c92850 (__TEXT,__const) non-external _yypact
00000001e1c43674 (__TEXT,__text) non-external (was a private external) _yyparse
00000001e1c92f70 (__TEXT,__const) non-external _yypgoto
00000001e1c426a8 (__TEXT,__text) non-external (was a private external) _yypop_buffer_state
00000001e1c445d4 (__TEXT,__text) non-external _yyprocessOneStack
00000001e1c971a0 (__TEXT,__const) non-external _yyr1
00000001e1c9741a (__TEXT,__const) non-external _yyr2
00000001e1c5da14 (__TEXT,__text) non-external _yyresolveAction
00000001e1c5d89c (__TEXT,__text) non-external _yyresolveLocations
00000001e1c448b4 (__TEXT,__text) non-external _yyresolveStack
00000001e1c5d570 (__TEXT,__text) non-external _yyresolveStates
