00000001ed8e6e80 (__TEXT,__text) non-external _DiToMD5
000000022ddba4c0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
000000023060f2b8 (__DATA,__common) external _gOSDictionaryMetaClass
000000022ddba4c8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
000000023060f2c0 (__DATA,__common) external _gOSMappedFileMetaClass
000000022ddba4d0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSMappedFile_Declaration
000000023060f0a0 (__DATA,__common) non-external (was a private external) _gOSMetaClassBasePrivateLayout
000000022ddba3c0 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBasePrivateLayout_Declaration
000000023060eec0 (__DATA,__common) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout
000000022ddba3b8 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout_Declaration
000000023060f2c8 (__DATA,__common) external _gOSNumberMetaClass
000000022ddba4d8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
000000023060f2d0 (__DATA,__common) external _gOSObjectMetaClass
000000022ddba4e0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
000000023060f2d8 (__DATA,__common) external _gOSOrderedSetMetaClass
000000022ddba4e8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSOrderedSet_Declaration
000000023060f2e0 (__DATA,__common) external _gOSSerializationMetaClass
000000022ddba4f0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
000000023060f2e8 (__DATA,__common) external _gOSSetMetaClass
000000022ddba4f8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSet_Declaration
000000023060f2f0 (__DATA,__common) external _gOSStringMetaClass
000000022ddba500 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSString_Declaration
000000023060f2f8 (__DATA,__common) external _g_IOBlockStorageDeviceMetaClass
000000022ddba508 (__DATA_CONST,__osclassinfo) non-external (was a private external) _g_IOBlockStorageDevice_Declaration
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getsectiondata (from libSystem)
                 (undefined) external _host_get_io_main (from libSystem)
00000001ed8dcc1c (__TEXT,__text) non-external (was a private external) _io_catalog_get_data
00000001ed8dcdec (__TEXT,__text) non-external (was a private external) _io_catalog_get_gen_count
00000001ed8dcf40 (__TEXT,__text) non-external (was a private external) _io_catalog_module_loaded
00000001ed8dd0e4 (__TEXT,__text) non-external (was a private external) _io_catalog_reset
00000001ed8dc8c0 (__TEXT,__text) non-external (was a private external) _io_catalog_send_data
00000001ed8dca6c (__TEXT,__text) non-external (was a private external) _io_catalog_terminate
00000001ed8db770 (__TEXT,__text) non-external (was a private external) _io_connect_add_client
00000001ed8def70 (__TEXT,__text) non-external (was a private external) _io_connect_async_method
00000001ed8dd774 (__TEXT,__text) non-external (was a private external) _io_connect_get_notification_semaphore
00000001ed8db604 (__TEXT,__text) non-external (was a private external) _io_connect_get_service
00000001ed8de87c (__TEXT,__text) non-external (was a private external) _io_connect_map_memory_into_task
00000001ed8deb90 (__TEXT,__text) non-external (was a private external) _io_connect_method
00000001ed8dfe48 (__TEXT,__text) non-external (was a private external) _io_connect_method_var_output
00000001ed8df3a0 (__TEXT,__text) non-external (was a private external) _io_connect_set_notification_port
00000001ed8db8a0 (__TEXT,__text) non-external (was a private external) _io_connect_set_properties
00000001ed8dea1c (__TEXT,__text) non-external (was a private external) _io_connect_unmap_memory_from_task
00000001ed8e1cd8 (__TEXT,__text) non-external (was a private external) _io_device_tree_entry_exists_with_name
00000001ed8dc76c (__TEXT,__text) non-external (was a private external) _io_iterator_is_valid
00000001ed8d9d7c (__TEXT,__text) non-external (was a private external) _io_iterator_next
00000001ed8d9ee8 (__TEXT,__text) non-external (was a private external) _io_iterator_reset
00000001ed8d9b9c (__TEXT,__text) non-external (was a private external) _io_object_conforms_to
00000001ed8de498 (__TEXT,__text) non-external (was a private external) _io_object_get_bundle_identifier
00000001ed8d99b0 (__TEXT,__text) non-external (was a private external) _io_object_get_class
00000001ed8dc190 (__TEXT,__text) non-external (was a private external) _io_object_get_retain_count
00000001ed8de270 (__TEXT,__text) non-external (was a private external) _io_object_get_superclass
00000001ed8da434 (__TEXT,__text) non-external (was a private external) _io_registry_create_iterator
00000001ed8dc564 (__TEXT,__text) non-external (was a private external) _io_registry_entry_create_iterator
00000001ed8da87c (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path
00000001ed8e1a60 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path_ool
00000001ed8db0f4 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_child_iterator
00000001ed8dd8f4 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_location_in_plane
00000001ed8daa9c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name
00000001ed8dd344 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name_in_plane
00000001ed8db2ec (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_parent_iterator
00000001ed8dba4c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path
00000001ed8e17b0 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path_ool
00000001ed8dac88 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties
00000001ed8e0a10 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin
00000001ed8e1eb8 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin_buf
00000001ed8da228 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property
00000001ed8e0bc8 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin
00000001ed8e208c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin_buf
00000001ed8dae40 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bytes
00000001ed8ddb1c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_recursively
00000001ed8dfcc4 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_registry_entry_id
00000001ed8dbfb0 (__TEXT,__text) non-external (was a private external) _io_registry_entry_in_plane
00000001ed8dbe04 (__TEXT,__text) non-external (was a private external) _io_registry_entry_set_properties
00000001ed8dbc98 (__TEXT,__text) non-external (was a private external) _io_registry_get_root_entry
00000001ed8da63c (__TEXT,__text) non-external (was a private external) _io_registry_iterator_enter_entry
00000001ed8da75c (__TEXT,__text) non-external (was a private external) _io_registry_iterator_exit_entry
00000001ed8e088c (__TEXT,__text) non-external (was a private external) _io_server_version
00000001ed8df7d8 (__TEXT,__text) non-external (was a private external) _io_service_add_interest_notification
00000001ed8df514 (__TEXT,__text) non-external (was a private external) _io_service_add_notification
00000001ed8e14dc (__TEXT,__text) non-external (was a private external) _io_service_add_notification_bin
00000001ed8dfa3c (__TEXT,__text) non-external (was a private external) _io_service_add_notification_ool
00000001ed8db4e4 (__TEXT,__text) non-external (was a private external) _io_service_close
00000001ed8e05dc (__TEXT,__text) non-external (was a private external) _io_service_get_authorization_id
00000001ed8dc2e4 (__TEXT,__text) non-external (was a private external) _io_service_get_busy_state
00000001ed8e0218 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service
00000001ed8e0e4c (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_bin
00000001ed8e0438 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_ool
00000001ed8da008 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services
00000001ed8e1084 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_bin
00000001ed8ddf44 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_ool
00000001ed8ddda0 (__TEXT,__text) non-external (was a private external) _io_service_get_state
00000001ed8dd56c (__TEXT,__text) non-external (was a private external) _io_service_match_property_table
00000001ed8e12bc (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_bin
00000001ed8de0e8 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_ool
00000001ed8de6c0 (__TEXT,__text) non-external (was a private external) _io_service_open_extended
00000001ed8dd214 (__TEXT,__text) non-external (was a private external) _io_service_request_probe
00000001ed8e0760 (__TEXT,__text) non-external (was a private external) _io_service_set_authorization_id
00000001ed8dc438 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet
00000001ed8e2334 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet_with_options
00000001ed8d99a4 (__TEXT,__text) non-external (was a private external) _iokit_user_client_trap
000000023060eeb0 (__DATA,__common) external _kOSBooleanFalse
000000023060eea8 (__DATA,__common) external _kOSBooleanTrue
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_continuous_time (from libSystem)
                 (undefined) external _mach_error (from libSystem)
                 (undefined) external _mach_error_string (from libSystem)
                 (undefined) external _mach_host_self (from libSystem)
                 (undefined) external _mach_msg2_internal (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_allocate (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_port_mod_refs (from libSystem)
                 (undefined) external _mach_ports_lookup (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _mach_timebase_info (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_deallocate (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
00000001ed8c7c90 (__TEXT,__text) external _nanoseconds_to_absolutetime
00000001ed8f889c (__TEXT,__text) non-external _nanoseconds_to_absolutetime.cold.1
00000001ed8f88c8 (__TEXT,__text) non-external _nanoseconds_to_absolutetime.cold.2
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_eventlink_activate (from libSystem)
                 (undefined) external _os_eventlink_associate (from libSystem)
                 (undefined) external _os_eventlink_cancel (from libSystem)
                 (undefined) external _os_eventlink_create_with_port (from libSystem)
                 (undefined) external _os_eventlink_disassociate (from libSystem)
                 (undefined) external _os_eventlink_signal (from libSystem)
                 (undefined) external _os_eventlink_signal_and_wait (from libSystem)
                 (undefined) external _os_eventlink_signal_and_wait_until (from libSystem)
                 (undefined) external _os_eventlink_wait (from libSystem)
                 (undefined) external _os_eventlink_wait_until (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_release (from libSystem)
                 (undefined) external _os_unfair_lock_assert_not_owner (from libSystem)
                 (undefined) external _os_unfair_lock_assert_owner (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_trylock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_lock_with_options (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_owned (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_trylock (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_unlock (from libSystem)
                 (undefined) external _os_workgroup_create_with_port (from libSystem)
                 (undefined) external _os_workgroup_join (from libSystem)
                 (undefined) external _os_workgroup_leave (from libSystem)
00000001ed8f879c (__TEXT,__text) external _panic
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_getschedparam (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_setdetachstate (from libSystem)
                 (undefined) external _pthread_attr_setschedparam (from libSystem)
                 (undefined) external _pthread_attr_setschedpolicy (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_signal (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_key_delete (from libSystem)
                 (undefined) external _pthread_mach_thread_np (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
