00000001ac803988 (__TEXT,__text) non-external +[AMFI isAvailable]
00000001ac8132a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectAtIndexedSubscript:
00000001ac8132c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectForKey:
00000001ac8132e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectForKeyedSubscript:
00000001ac813300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectID
00000001ac813320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$path
00000001ac813340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$pathComponents
00000001ac813360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$pathExtension
00000001ac813380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$performGatekeeperScan:withScanOptions:withShouldOverridePolicy:withPolicy:withProgressHandler:error:
00000001ac8133a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$performGatekeeperScan:withScanOptions:withShouldOverridePolicy:withPolicy:withUserID:withProgress:withReply:
00000001ac8133c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$performMigrationScan
00000001ac8133e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$preflightBinary:withPlatform:error:
00000001ac813400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$redactedDescription
00000001ac813420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$reloadIfNecessary
00000001ac813440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeItemAtURL:error:
00000001ac813460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeMDMPayload:withContext:withReply:
00000001ac813480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$reportEvent:withData:withReply:
00000001ac8134a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$reportMalwareBlock:withPath:withReply:
00000001ac8134c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$requestKernelExtensionApprovals:withReply:
00000001ac8134e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$responsiblePath
00000001ac813500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$resume
00000001ac813520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$reverseObjectEnumerator
00000001ac813540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$rootID
00000001ac813560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$sendBundleProtectionMetricFromTCC:withPID:withReply:
00000001ac813580 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$sendShellFallbackExecutionMetric:withReply:
00000001ac8135a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$set
00000001ac8135c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setApprovalRequiresAdministrator:withReply:
00000001ac8135e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setBlockedSoftwareOverride:isEnabled:withReply:
00000001ac813600 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setBundleID:
00000001ac813620 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCdhash:
00000001ac813640 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCheckValidity:
00000001ac813660 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setClasses:forSelector:argumentIndex:ofReply:
00000001ac813680 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setDeveloperModeEnabled:withReply:
00000001ac8136a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setExportedInterface:
00000001ac8136c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setExportedObject:
00000001ac8136e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setFlags:
00000001ac813700 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setGatekeeperInsightEnabled:error:
00000001ac813720 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setGatekeeperInsightEnabled:withReply:
00000001ac813740 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setGatekeeperPolicy:withReply:
00000001ac813760 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setIdentifier:
00000001ac813780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setObject:forKey:
00000001ac8137a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setObject:forKeyedSubscript:
00000001ac8137c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setProgressHandler:
00000001ac8137e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setRemoteObjectInterface:
00000001ac813800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setResourceValue:forKey:error:
00000001ac813820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setRootID:
00000001ac813840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setSigningID:
00000001ac813860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setStrictGatekeeperEnabled:forDomain:withReply:
00000001ac813880 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setTeamID:
00000001ac8138a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setUniqueID:
00000001ac8138c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setUrl:
00000001ac8138e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setUserApprovalAllowed:withReply:
00000001ac813900 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setWithArray:
00000001ac813920 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setWithObjects:
00000001ac813940 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setupFSStream
00000001ac813960 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$sharedLookupContext
00000001ac813980 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$showGatekeeperPreflightError:forApp:forUser:withReply:
00000001ac8139a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$showXProtectBlockedPrompt:forUser:withReply:
00000001ac8139c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$signingID
00000001ac8139e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$signingInfo
00000001ac813a00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$signposts
00000001ac813a20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$skipDescendants
00000001ac813a40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stageSampleAt:forTasking:withReply:
00000001ac813a60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$staticCodeRef
00000001ac813a80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithCString:
00000001ac813aa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithCapacity:
00000001ac813ac0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithFormat:
00000001ac813ae0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithUTF8String:
00000001ac813b00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$subarrayWithRange:
00000001ac813b20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$substringFromIndex:
00000001ac813b40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$substringToIndex:
00000001ac813b60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$synchronousRemoteObjectProxyWithErrorHandler:
00000001ac813b80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$teamID
00000001ac813ba0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$teamIdentifierIsAllowed:withReply:
00000001ac813bc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$timeIntervalSince1970
00000001ac813be0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$timestamp
00000001ac813c00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$trashedURL
00000001ac813c20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerKernelCollectionRebuildFlow:withKernelExtensions:withReply:
00000001ac813c40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerKernelCollectionRebuildForMDM:withContext:withReply:
00000001ac813c60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerPanicMedic:
00000001ac813c80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerRecoveryJumpToSecurityStartupUtility:
00000001ac813ca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:afterPreInstallScript:error:
00000001ac813cc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:afterPreInstallScript:withReply:
00000001ac813ce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:error:
00000001ac813d00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$uniqueID
00000001ac813d20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unlock
00000001ac813d40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unsignedIntegerValue
00000001ac813d60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unsignedLongLongValue
00000001ac813d80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unsignedShortValue
00000001ac813da0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$updateLastUsedTimes:withReply:
00000001ac813dc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$updatePolicyItems:withContext:withReply:
00000001ac813de0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$url
00000001ac813e00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$urlHasGatekeeperException:withReply:
00000001ac813e20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$valueForEntitlement:
00000001ac813e40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$version
00000001ac813e60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$volumeRequiresGatekeeperMigration:
00000001ac813e80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$volumeRequiresKernelExtensionMigration:
00000001ac813ea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$volumeUUID
00000001ac813ec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$wrappedAppURL:
00000001ac813ee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$writeToURL:error:
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _objc_storeWeak (from libobjc)
00000001ac802e1c (__TEXT,__text) external _opaqueSignCode
00000001ac806c5c (__TEXT,__text) non-external _opaqueSignCode.cold.1
00000001ac806ca0 (__TEXT,__text) non-external _opaqueSignCode.cold.2
00000001ac806ce4 (__TEXT,__text) non-external _opaqueSignCode.cold.3
00000001ac806d28 (__TEXT,__text) non-external _opaqueSignCode.cold.4
00000001ac806d6c (__TEXT,__text) non-external _opaqueSignCode.cold.5
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_signpost_id_generate (from libSystem)
                 (undefined) external _os_variant_allows_internal_security_policies (from libSystem)
                 (undefined) external _os_variant_is_darwinos (from libSystem)
                 (undefined) external _read (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
00000001ac7f8998 (__TEXT,__text) external _removePrefixPath
00000001ac805e1c (__TEXT,__text) non-external _removePrefixPath.cold.1
00000001ac805e70 (__TEXT,__text) non-external _removePrefixPath.cold.2
00000001ea856d00 (__DATA,__data) external _sSystemPolicySubsystem
00000001ea856eb0 (__DATA,__bss) non-external _sVerboseLogging
00000001ea856e90 (__DATA,__bss) non-external _sampling.sLog
00000001ea856e88 (__DATA,__bss) non-external _sampling.sLogInit
00000001ac7f3178 (__TEXT,__text) external _scanForBundledKernelExtensions
00000001ac7f2ca4 (__TEXT,__text) external _scanForBundles
00000001ac7f30d8 (__TEXT,__text) external _scanForKernelExtensions
00000001ac7f3de4 (__TEXT,__text) external _setQuarantineFlagsForURL
00000001ac805434 (__TEXT,__text) non-external _setQuarantineFlagsForURL.cold.1
00000001ac80549c (__TEXT,__text) non-external _setQuarantineFlagsForURL.cold.2
00000001ac805510 (__TEXT,__text) non-external _setQuarantineFlagsForURL.cold.3
00000001ac7fb41c (__TEXT,__text) external _shouldFilterOutScanTarget
00000001ea856e80 (__DATA,__bss) non-external _signposts.sLog
00000001ea856e78 (__DATA,__bss) non-external _signposts.sLogInit
                 (undefined) external _stat (from libSystem)
                 (undefined) external _statfs (from libSystem)
                 (undefined) external _strerror (from libSystem)
00000001ac7eee5c (__TEXT,__text) non-external _stringHasAnyPrefix
