00007ff914aea6c0 (__TEXT,__text) non-external K256
00007ff914afd0ac (__TEXT,__text) external _i2d_PBKDF2PARAM
00007ff914b6b99f (__TEXT,__text) external _i2d_PKCS12
00007ff914b6ba27 (__TEXT,__text) external _i2d_PKCS12_BAGS
00007ff914b6b9e3 (__TEXT,__text) external _i2d_PKCS12_MAC_DATA
00007ff914b6ba6b (__TEXT,__text) external _i2d_PKCS12_SAFEBAG
00007ff914b6e353 (__TEXT,__text) external _i2d_PKCS12_bio
00007ff914b6e36a (__TEXT,__text) external _i2d_PKCS12_fp
00007ff914b6e4d9 (__TEXT,__text) external _i2d_PKCS7
00007ff914b6e762 (__TEXT,__text) external _i2d_PKCS7_DIGEST
00007ff914b6e71e (__TEXT,__text) external _i2d_PKCS7_ENCRYPT
00007ff914b6e696 (__TEXT,__text) external _i2d_PKCS7_ENC_CONTENT
00007ff914b6e60e (__TEXT,__text) external _i2d_PKCS7_ENVELOPE
00007ff914b6e5ca (__TEXT,__text) external _i2d_PKCS7_ISSUER_AND_SERIAL
00007ff914b6e50c (__TEXT,__text) external _i2d_PKCS7_NDEF
00007ff914b6e652 (__TEXT,__text) external _i2d_PKCS7_RECIP_INFO
00007ff914b6e542 (__TEXT,__text) external _i2d_PKCS7_SIGNED
00007ff914b6e586 (__TEXT,__text) external _i2d_PKCS7_SIGNER_INFO
00007ff914b6e6da (__TEXT,__text) external _i2d_PKCS7_SIGN_ENVELOPE
00007ff914b8e05d (__TEXT,__text) external _i2d_PKCS7_bio
00007ff914b71c14 (__TEXT,__text) external _i2d_PKCS7_bio_stream
00007ff914b8e02f (__TEXT,__text) external _i2d_PKCS7_fp
00007ff914b8e5e9 (__TEXT,__text) external _i2d_PKCS8PrivateKeyInfo_bio
00007ff914b8e507 (__TEXT,__text) external _i2d_PKCS8PrivateKeyInfo_fp
00007ff914b68a2d (__TEXT,__text) external _i2d_PKCS8PrivateKey_bio
00007ff914b68b8e (__TEXT,__text) external _i2d_PKCS8PrivateKey_fp
00007ff914b68a5c (__TEXT,__text) external _i2d_PKCS8PrivateKey_nid_bio
00007ff914b68c54 (__TEXT,__text) external _i2d_PKCS8PrivateKey_nid_fp
00007ff914afd5f8 (__TEXT,__text) external _i2d_PKCS8_PRIV_KEY_INFO
00007ff914b8e5d2 (__TEXT,__text) external _i2d_PKCS8_PRIV_KEY_INFO_bio
00007ff914b8e4f0 (__TEXT,__text) external _i2d_PKCS8_PRIV_KEY_INFO_fp
00007ff914b8e4bb (__TEXT,__text) external _i2d_PKCS8_bio
00007ff914b8e486 (__TEXT,__text) external _i2d_PKCS8_fp
00007ff914b966eb (__TEXT,__text) external _i2d_PKEY_USAGE_PERIOD
00007ff914b92add (__TEXT,__text) external _i2d_POLICYINFO
00007ff914b92b21 (__TEXT,__text) external _i2d_POLICYQUALINFO
00007ff914b9641d (__TEXT,__text) external _i2d_PROXY_CERT_INFO_EXTENSION
00007ff914b963d9 (__TEXT,__text) external _i2d_PROXY_POLICY
00007ff914b05bc7 (__TEXT,__text) external _i2d_PUBKEY
00007ff914b8e661 (__TEXT,__text) external _i2d_PUBKEY_bio
00007ff914b8e57f (__TEXT,__text) external _i2d_PUBKEY_fp
00007ff914afc337 (__TEXT,__text) external _i2d_PrivateKey
00007ff914b8e62c (__TEXT,__text) external _i2d_PrivateKey_bio
00007ff914b8e54a (__TEXT,__text) external _i2d_PrivateKey_fp
00007ff914afc3b2 (__TEXT,__text) external _i2d_PublicKey
00007ff914b76829 (__TEXT,__text) external _i2d_RSAPrivateKey
00007ff914b8e178 (__TEXT,__text) external _i2d_RSAPrivateKey_bio
00007ff914b8e0e7 (__TEXT,__text) external _i2d_RSAPrivateKey_fp
00007ff914b7684b (__TEXT,__text) external _i2d_RSAPublicKey
00007ff914b8e1c4 (__TEXT,__text) external _i2d_RSAPublicKey_bio
00007ff914b8e133 (__TEXT,__text) external _i2d_RSAPublicKey_fp
00007ff914afc4a0 (__TEXT,__text) external _i2d_RSA_NET
00007ff914b767e5 (__TEXT,__text) external _i2d_RSA_PSS_PARAMS
00007ff914b05ce0 (__TEXT,__text) external _i2d_RSA_PUBKEY
00007ff914b8e1db (__TEXT,__text) external _i2d_RSA_PUBKEY_bio
00007ff914b8e14a (__TEXT,__text) external _i2d_RSA_PUBKEY_fp
00007ff914b98251 (__TEXT,__text) external _i2d_SXNET
00007ff914b9820d (__TEXT,__text) external _i2d_SXNETID
00007ff914b7e641 (__TEXT,__text) external _i2d_TS_ACCURACY
00007ff914b7e4bd (__TEXT,__text) external _i2d_TS_MSG_IMPRINT
00007ff914b7e522 (__TEXT,__text) external _i2d_TS_MSG_IMPRINT_bio
00007ff914b7e557 (__TEXT,__text) external _i2d_TS_MSG_IMPRINT_fp
00007ff914b7e57f (__TEXT,__text) external _i2d_TS_REQ
00007ff914b7e5e4 (__TEXT,__text) external _i2d_TS_REQ_bio
00007ff914b7e619 (__TEXT,__text) external _i2d_TS_REQ_fp
00007ff914b7e7b3 (__TEXT,__text) external _i2d_TS_RESP
00007ff914b7e818 (__TEXT,__text) external _i2d_TS_RESP_bio
00007ff914b7e84d (__TEXT,__text) external _i2d_TS_RESP_fp
00007ff914b7e75b (__TEXT,__text) external _i2d_TS_STATUS_INFO
00007ff914b7e699 (__TEXT,__text) external _i2d_TS_TST_INFO
00007ff914b7e6fe (__TEXT,__text) external _i2d_TS_TST_INFO_bio
00007ff914b7e733 (__TEXT,__text) external _i2d_TS_TST_INFO_fp
00007ff914b92b65 (__TEXT,__text) external _i2d_USERNOTICE
00007ff914b06256 (__TEXT,__text) external _i2d_X509
00007ff914b03dde (__TEXT,__text) external _i2d_X509_ALGOR
00007ff914b03e22 (__TEXT,__text) external _i2d_X509_ALGORS
00007ff914b03f99 (__TEXT,__text) external _i2d_X509_ATTRIBUTE
00007ff914b06374 (__TEXT,__text) external _i2d_X509_AUX
00007ff914b064bc (__TEXT,__text) external _i2d_X509_CERT_AUX
00007ff914b0688e (__TEXT,__text) external _i2d_X509_CERT_PAIR
00007ff914b06212 (__TEXT,__text) external _i2d_X509_CINF
00007ff914b04242 (__TEXT,__text) external _i2d_X509_CRL
00007ff914b041fe (__TEXT,__text) external _i2d_X509_CRL_INFO
00007ff914b8e001 (__TEXT,__text) external _i2d_X509_CRL_bio
00007ff914b8dfd3 (__TEXT,__text) external _i2d_X509_CRL_fp
00007ff914b04a60 (__TEXT,__text) external _i2d_X509_EXTENSION
00007ff914b04aa4 (__TEXT,__text) external _i2d_X509_EXTENSIONS
00007ff914b05235 (__TEXT,__text) external _i2d_X509_NAME
00007ff914b04d15 (__TEXT,__text) external _i2d_X509_NAME_ENTRY
00007ff914b0587d (__TEXT,__text) external _i2d_X509_PUBKEY
00007ff914b0607e (__TEXT,__text) external _i2d_X509_REQ
00007ff914b0603a (__TEXT,__text) external _i2d_X509_REQ_INFO
00007ff914b8e0b9 (__TEXT,__text) external _i2d_X509_REQ_bio
00007ff914b8e08b (__TEXT,__text) external _i2d_X509_REQ_fp
00007ff914b041ba (__TEXT,__text) external _i2d_X509_REVOKED
00007ff914b06102 (__TEXT,__text) external _i2d_X509_SIG
00007ff914b061ce (__TEXT,__text) external _i2d_X509_VAL
00007ff914b8dfa5 (__TEXT,__text) external _i2d_X509_bio
00007ff914b8df77 (__TEXT,__text) external _i2d_X509_fp
00007ff914b05610 (__TEXT,__text) non-external _i2d_name_canon
00007ff914b958a4 (__TEXT,__text) non-external _i2d_ocsp_nonce
00007ff914b3475d (__TEXT,__text) external _i2o_ECPublicKey
00007ff914b94f39 (__TEXT,__text) non-external _i2r_NAME_CONSTRAINTS
00007ff914b9663f (__TEXT,__text) non-external _i2r_PKEY_USAGE_PERIOD
00007ff914b92024 (__TEXT,__text) non-external _i2r_certpol
00007ff914b93158 (__TEXT,__text) non-external _i2r_crldp
00007ff914b93513 (__TEXT,__text) non-external _i2r_idp
00007ff914b957ac (__TEXT,__text) non-external _i2r_object
00007ff914b9575a (__TEXT,__text) non-external _i2r_ocsp_acutoff
00007ff914b95634 (__TEXT,__text) non-external _i2r_ocsp_crlid
00007ff914b95933 (__TEXT,__text) non-external _i2r_ocsp_nocheck
00007ff914b958d2 (__TEXT,__text) non-external _i2r_ocsp_nonce
00007ff914b9593e (__TEXT,__text) non-external _i2r_ocsp_serviceloc
00007ff914b95a43 (__TEXT,__text) non-external _i2r_pci
00007ff914b987dc (__TEXT,__text) external _i2s_ASN1_ENUMERATED
00007ff914b93cb6 (__TEXT,__text) external _i2s_ASN1_ENUMERATED_TABLE
00007ff914b9420b (__TEXT,__text) non-external _i2s_ASN1_IA5STRING
00007ff914b98843 (__TEXT,__text) external _i2s_ASN1_INTEGER
00007ff914b97e54 (__TEXT,__text) external _i2s_ASN1_OCTET_STRING
00007ff914af2892 (__TEXT,__text) external _i2t_ASN1_OBJECT
00007ff914b91129 (__TEXT,__text) external _i2v_ASN1_BIT_STRING
00007ff914b94307 (__TEXT,__text) non-external _i2v_AUTHORITY_INFO_ACCESS
00007ff914b8fb5d (__TEXT,__text) non-external _i2v_AUTHORITY_KEYID
00007ff914b90f5c (__TEXT,__text) non-external _i2v_BASIC_CONSTRAINTS
00007ff914b93d11 (__TEXT,__text) non-external _i2v_EXTENDED_KEY_USAGE
00007ff914b903bc (__TEXT,__text) external _i2v_GENERAL_NAME
00007ff914b8ffd4 (__TEXT,__text) external _i2v_GENERAL_NAMES
00007ff914b96450 (__TEXT,__text) non-external _i2v_POLICY_CONSTRAINTS
00007ff914b9671e (__TEXT,__text) non-external _i2v_POLICY_MAPPINGS
00007ff9434894f8 (__DATA_DIRTY,__bss) non-external _id_callback
00007ff914b5ac7c (__TEXT,__text) external _idea_cbc_encrypt
00007ff914b5b93e (__TEXT,__text) external _idea_cfb64_encrypt
00007ff914b5ba83 (__TEXT,__text) external _idea_ecb_encrypt
00007ff914b5b054 (__TEXT,__text) external _idea_encrypt
00007ff914b5baec (__TEXT,__text) external _idea_ofb64_encrypt
00007ff914b5ba76 (__TEXT,__text) external _idea_options
00007ff914b5bde3 (__TEXT,__text) external _idea_set_decrypt_key
00007ff914b5bc5c (__TEXT,__text) external _idea_set_encrypt_key
00007ff943489500 (__DATA_DIRTY,__bss) non-external _impl
00007ff914aee11f (__TEXT,__text) non-external _impl_check
00007ff943c6b110 (__DATA,__data) non-external _impl_default
                 (undefined) external _inet_pton (from libSystem)
00007ff914b4f393 (__TEXT,__text) non-external _init
00007ff914b4f3d0 (__TEXT,__text) non-external _init
00007ff914b4f40d (__TEXT,__text) non-external _init
00007ff914b4f500 (__TEXT,__text) non-external _init
00007ff914b4f53d (__TEXT,__text) non-external _init
00007ff914b4f57a (__TEXT,__text) non-external _init
00007ff914b4f5a8 (__TEXT,__text) non-external _init
00007ff914b4f5e5 (__TEXT,__text) non-external _init
00007ff914b4f656 (__TEXT,__text) non-external _init
00007ff914b4fb54 (__TEXT,__text) non-external _init
00007ff914b4f686 (__TEXT,__text) non-external _init224
00007ff914b4f6b6 (__TEXT,__text) non-external _init256
00007ff914b4f6c4 (__TEXT,__text) non-external _init384
00007ff914b4f6f4 (__TEXT,__text) non-external _init512
00007ff943c74020 (__DATA,__bss) non-external _initialized_engines
00007ff943c73f80 (__DATA,__bss) non-external _initialized_modules
00007ff914b826e6 (__TEXT,__text) non-external _int_TS_RESP_verify_token
00007ff914b419e6 (__TEXT,__text) non-external _int_cb_LHASH_DOALL_ARG
00007ff914aee46f (__TEXT,__text) non-external _int_cleanup
00007ff914b417fd (__TEXT,__text) non-external _int_cleanup_cb_LHASH_DOALL
00007ff943c6c1c8 (__DATA,__data) non-external _int_crl_meth
00007ff914b52913 (__TEXT,__text) non-external _int_ctx_new
00007ff914b3fe45 (__TEXT,__text) non-external _int_def_cb
00007ff914b2a4ee (__TEXT,__text) non-external _int_dh_free
00007ff914b2a36d (__TEXT,__text) non-external _int_dh_size
00007ff914b2c225 (__TEXT,__text) non-external _int_dsa_free
00007ff914b2bead (__TEXT,__text) non-external _int_dsa_size
00007ff914aee761 (__TEXT,__text) non-external _int_dup_ex_data
00007ff914b320eb (__TEXT,__text) non-external _int_ec_free
00007ff914b31f91 (__TEXT,__text) non-external _int_ec_size
00007ff914b3f470 (__TEXT,__text) non-external _int_engine_init
00007ff914b3f438 (__TEXT,__text) non-external _int_engine_module_finish
00007ff914b3efc5 (__TEXT,__text) non-external _int_engine_module_init
00007ff914b43f77 (__TEXT,__text) non-external _int_err_del
00007ff914b440c5 (__TEXT,__text) non-external _int_err_del_item
00007ff914b43eda (__TEXT,__text) non-external _int_err_get
00007ff914b43fce (__TEXT,__text) non-external _int_err_get_item
00007ff914b444b2 (__TEXT,__text) non-external _int_err_get_next_lib
00007ff943c6f730 (__DATA,__data) non-external _int_err_library_number
00007ff914b44048 (__TEXT,__text) non-external _int_err_set_item
00007ff943489d28 (__DATA_DIRTY,__bss) non-external _int_error_hash
00007ff914aee906 (__TEXT,__text) non-external _int_free_ex_data
00007ff914aee4b9 (__TEXT,__text) non-external _int_get_new_index
00007ff914aee41a (__TEXT,__text) non-external _int_new_class
00007ff914aee609 (__TEXT,__text) non-external _int_new_ex_data
00007ff914b75c65 (__TEXT,__text) non-external _int_rsa_free
00007ff914b75931 (__TEXT,__text) non-external _int_rsa_size
00007ff914b7b8be (__TEXT,__text) external _int_rsa_verify
00007ff914b443b9 (__TEXT,__text) non-external _int_thread_del_item
00007ff914b4413f (__TEXT,__text) non-external _int_thread_get
00007ff914b44230 (__TEXT,__text) non-external _int_thread_get_item
00007ff943c74410 (__DATA,__bss) non-external _int_thread_hash
00007ff943c74418 (__DATA,__bss) non-external _int_thread_hash_references
00007ff914b441e7 (__TEXT,__text) non-external _int_thread_release
00007ff914b442f3 (__TEXT,__text) non-external _int_thread_set_item
00007ff914b41743 (__TEXT,__text) non-external _int_unregister_cb_LHASH_DOALL_ARG
00007ff914b1ffda (__TEXT,__text) non-external _int_update
00007ff914b5a66f (__TEXT,__text) non-external _int_update
00007ff914b7e263 (__TEXT,__text) non-external _internal_find
00007ff943c74030 (__DATA,__bss) non-external _internal_static_hack
00007ff914b8abab (__TEXT,__text) non-external _internal_verify
00007ff943c746f4 (__DATA,__bss) non-external _intr_signal
                 (undefined) external _ioctl (from libSystem)
00007ff914b9971a (__TEXT,__text) non-external _ipv4_from_asc
00007ff914b998a4 (__TEXT,__text) non-external _ipv6_cb
00007ff943c74690 (__DATA,__bss) non-external _is_a_tty
00007ff914b54e36 (__TEXT,__text) non-external _key_diversify_crypto_pro
00007ff914bcb010 (__TEXT,__const) non-external _key_table
00007ff943c730d0 (__DATA,__data) non-external _key_usage_type_table
00007ff914b8eee3 (__TEXT,__text) external _level_add_node
00007ff914b8ee6e (__TEXT,__text) external _level_find_node
00007ff914b5c9f6 (__TEXT,__text) external _lh_delete
00007ff914b5cb95 (__TEXT,__text) external _lh_doall
00007ff914b5cbe3 (__TEXT,__text) external _lh_doall_arg
00007ff914b5c74f (__TEXT,__text) external _lh_free
00007ff914b5c7b0 (__TEXT,__text) external _lh_insert
00007ff914b5c5fc (__TEXT,__text) external _lh_new
00007ff914b5c3fc (__TEXT,__text) external _lh_node_stats
00007ff914b5c45b (__TEXT,__text) external _lh_node_stats_bio
00007ff914b5c4bf (__TEXT,__text) external _lh_node_usage_stats
00007ff914b5c51e (__TEXT,__text) external _lh_node_usage_stats_bio
00007ff914b5cc41 (__TEXT,__text) external _lh_num_items
00007ff914b5cb2f (__TEXT,__text) external _lh_retrieve
00007ff914b5c22d (__TEXT,__text) external _lh_stats
00007ff914b5c28c (__TEXT,__text) external _lh_stats_bio
00007ff914b5c6e5 (__TEXT,__text) external _lh_strhash
                 (undefined) external _listen (from libSystem)
00007ff914bc78d0 (__TEXT,__const) non-external _ln_objs
00007ff914b68498 (__TEXT,__text) non-external _load_iv
00007ff914b056cd (__TEXT,__text) non-external _local_sk_X509_NAME_ENTRY_free
00007ff914b056bc (__TEXT,__text) non-external _local_sk_X509_NAME_ENTRY_pop_free
00007ff914bb7060 (__TEXT,__const) non-external _lock_names.rel
00007ff9434894f0 (__DATA_DIRTY,__bss) non-external _locking_callback
00007ff914b04bd0 (__TEXT,__text) non-external _long_c2i
00007ff914b04bc3 (__TEXT,__text) non-external _long_free
00007ff914b04c73 (__TEXT,__text) non-external _long_i2c
00007ff914b04bb1 (__TEXT,__text) non-external _long_new
00007ff943c6c1f8 (__DATA,__data) non-external _long_pf
00007ff914b04cee (__TEXT,__text) non-external _long_print
00007ff914b41e15 (__TEXT,__text) non-external _look_str_cb
                 (undefined) external _lseek (from libSystem)
00007ff914bc9650 (__TEXT,__const) non-external _lvalues
00007ff914b55216 (__TEXT,__text) non-external _mac_ctrl_gost
00007ff914b55208 (__TEXT,__text) non-external _mackey_free_gost
00007ff914b20322 (__TEXT,__text) non-external _make_kn
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
00007ff914b5cd87 (__TEXT,__text) external _md4_block_data_order
00007ff94224c3e0 (__DATA_CONST,__const) non-external _md4_md
00007ff914ae4200 (__TEXT,__text) external _md5_block_asm_data_order
00007ff94224c458 (__DATA_CONST,__const) non-external _md5_md
00007ff914b45ee3 (__TEXT,__text) non-external _md_callback_ctrl
00007ff914b45d47 (__TEXT,__text) non-external _md_ctrl
00007ff914b45ead (__TEXT,__text) non-external _md_free
00007ff914b45cf1 (__TEXT,__text) non-external _md_gets
00007ff914b45e7e (__TEXT,__text) non-external _md_new
00007ff914b45c74 (__TEXT,__text) non-external _md_read
00007ff914b45bd4 (__TEXT,__text) non-external _md_write
00007ff914b0d775 (__TEXT,__text) non-external _mem_ctrl
00007ff914b0d8dc (__TEXT,__text) non-external _mem_free
00007ff914b0d6fa (__TEXT,__text) non-external _mem_gets
00007ff943c6c970 (__DATA,__data) non-external _mem_method
00007ff914b0d8a0 (__TEXT,__text) non-external _mem_new
00007ff914b0d6d4 (__TEXT,__text) non-external _mem_puts
00007ff914b0d61d (__TEXT,__text) non-external _mem_read
00007ff914b0d567 (__TEXT,__text) non-external _mem_write
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
00007ff943c6c740 (__DATA,__data) non-external _methods_acceptp
00007ff943c6c0f0 (__DATA,__data) non-external _methods_asn1
00007ff943c6f738 (__DATA,__data) non-external _methods_b64
00007ff943c6c790 (__DATA,__data) non-external _methods_biop
00007ff943c6c238 (__DATA,__data) non-external _methods_buffer
00007ff943c6c7e0 (__DATA,__data) non-external _methods_connectp
00007ff943c6c830 (__DATA,__data) non-external _methods_dgramp
00007ff943c6f788 (__DATA,__data) non-external _methods_enc
00007ff943c6c880 (__DATA,__data) non-external _methods_fdp
00007ff943c6c8d0 (__DATA,__data) non-external _methods_filep
00007ff943c6f7d8 (__DATA,__data) non-external _methods_md
00007ff943c6c288 (__DATA,__data) non-external _methods_nbiof
00007ff943c6c2d8 (__DATA,__data) non-external _methods_nullf
00007ff943c6c920 (__DATA,__data) non-external _methods_slg
00007ff943c6ca10 (__DATA,__data) non-external _methods_sockp
00007ff914af9bdc (__TEXT,__text) non-external _mime_hdr_addparam
00007ff914af99e3 (__TEXT,__text) non-external _mime_hdr_cmp
00007ff914af9708 (__TEXT,__text) non-external _mime_hdr_find
00007ff914af9763 (__TEXT,__text) non-external _mime_hdr_free
00007ff914af9aef (__TEXT,__text) non-external _mime_hdr_new
00007ff914af9cab (__TEXT,__text) non-external _mime_param_cmp
00007ff914af9ce5 (__TEXT,__text) non-external _mime_param_free
00007ff914af93f3 (__TEXT,__text) non-external _mime_parse_hdr
                 (undefined) external _mmap (from libSystem)
00007ff914adfa0c (__TEXT,__text) external _mod_exp_512
00007ff914b2299f (__TEXT,__text) non-external _module_add
00007ff9422454d0 (__DATA_CONST,__const) non-external _mon
00007ff914ae1b60 (__TEXT,__text) non-external _mul_1x1
                 (undefined) external _munmap (from libSystem)
00007ff94224bc20 (__DATA_CONST,__const) non-external _n_cipher
00007ff914b99103 (__TEXT,__text) external _name_cmp
00007ff914b60bb5 (__TEXT,__text) non-external _name_funcs_free
00007ff943c74560 (__DATA,__bss) non-external _name_funcs_stack
00007ff94348ad18 (__DATA_DIRTY,__bss) non-external _names_lh
00007ff914b60b88 (__TEXT,__text) non-external _names_lh_free_LHASH_DOALL
00007ff943c707c0 (__DATA,__data) non-external _names_type_num
00007ff914b097d9 (__TEXT,__text) non-external _nbiof_callback_ctrl
00007ff914b096df (__TEXT,__text) non-external _nbiof_ctrl
00007ff914b097a3 (__TEXT,__text) non-external _nbiof_free
00007ff914b096c8 (__TEXT,__text) non-external _nbiof_gets
00007ff914b09758 (__TEXT,__text) non-external _nbiof_new
