00000001cb9f3880 (__TEXT,__text) non-external +[Cube initialize]
00000001d6367b28 (__DATA,__data) external _kMPDocumentCacheAbsolutePaths
00000001d6367af0 (__DATA,__data) external _kMPDocumentEnforceSafeTiming
00000001d6367ad0 (__DATA,__data) external _kMPDocumentNameAttribute
00000001d6367b30 (__DATA,__data) external _kMPDocumentNeedsReAuthorForPanoramas
00000001d6367ad8 (__DATA,__data) external _kMPDocumentPosterFrameAttribute
00000001d6367b10 (__DATA,__data) external _kMPDocumentPreparedForExport
00000001d6367b18 (__DATA,__data) external _kMPDocumentRandomTransitionList
00000001d6367ae0 (__DATA,__data) external _kMPDocumentSaveForAutomaticMode
00000001d6367b20 (__DATA,__data) external _kMPDocumentSupportsRandomTransition
00000001d6367af8 (__DATA,__data) external _kMPDocumentTimingMode
00000001d6367b00 (__DATA,__data) external _kMPDocumentVersion
00000001d6367eb8 (__DATA,__data) external _kMPDummyDefaultEffectPresetID
00000001d6367eb0 (__DATA,__data) external _kMPEffectUIControlAllowsFloatParameterKey
00000001d6367e48 (__DATA,__data) external _kMPEffectUIControlAttributeKey
00000001d6367e80 (__DATA,__data) external _kMPEffectUIControlCheckBoxType
00000001d6367e88 (__DATA,__data) external _kMPEffectUIControlImageParameterKey
00000001d6367e78 (__DATA,__data) external _kMPEffectUIControlImagePopUpType
00000001d6367e50 (__DATA,__data) external _kMPEffectUIControlItemsKey
00000001d6367ea0 (__DATA,__data) external _kMPEffectUIControlMaxParameterKey
00000001d6367ea8 (__DATA,__data) external _kMPEffectUIControlMinParameterKey
00000001d6367e68 (__DATA,__data) external _kMPEffectUIControlSliderType
00000001d6367e70 (__DATA,__data) external _kMPEffectUIControlTextPopUpType
00000001d6367e58 (__DATA,__data) external _kMPEffectUIControlTitleKey
00000001d6367e90 (__DATA,__data) external _kMPEffectUIControlTitleParameterKey
00000001d6367e60 (__DATA,__data) external _kMPEffectUIControlTypeKey
00000001d6367e98 (__DATA,__data) external _kMPEffectUIControlValueParameterKey
00000001d63682e0 (__DATA,__data) external _kMPFadeInEffect
00000001d63682e8 (__DATA,__data) external _kMPFadeNone
00000001d63682d8 (__DATA,__data) external _kMPFadeOutEffect
00000001d6368360 (__DATA,__data) external _kMPMetaDataAlbum
00000001d63683c0 (__DATA,__data) external _kMPMetaDataAltitude
00000001d6368410 (__DATA,__data) external _kMPMetaDataArea
00000001d63683a8 (__DATA,__data) external _kMPMetaDataCameraMake
00000001d63683b0 (__DATA,__data) external _kMPMetaDataCameraModel
00000001d6368328 (__DATA,__data) external _kMPMetaDataCaption
00000001d63683b8 (__DATA,__data) external _kMPMetaDataCity
00000001d6368330 (__DATA,__data) external _kMPMetaDataComment
00000001d63683c8 (__DATA,__data) external _kMPMetaDataCountry
00000001d6368300 (__DATA,__data) external _kMPMetaDataCreationDate
00000001d6368398 (__DATA,__data) external _kMPMetaDataDateTimeDigitized
00000001d6368390 (__DATA,__data) external _kMPMetaDataDateTimeOriginal
00000001d6368400 (__DATA,__data) external _kMPMetaDataDefinedPlaceName
00000001d6368310 (__DATA,__data) external _kMPMetaDataDuration
00000001d63683a0 (__DATA,__data) external _kMPMetaDataImageOrientation
00000001d6368348 (__DATA,__data) external _kMPMetaDataKeywords
00000001d6368308 (__DATA,__data) external _kMPMetaDataLastModificationDate
00000001d63683d8 (__DATA,__data) external _kMPMetaDataLatitude
00000001d6368408 (__DATA,__data) external _kMPMetaDataLocationHierarchy
00000001d63683e0 (__DATA,__data) external _kMPMetaDataLongitude
00000001d6368350 (__DATA,__data) external _kMPMetaDataMediaType
00000001d6368338 (__DATA,__data) external _kMPMetaDataName
00000001d63683f8 (__DATA,__data) external _kMPMetaDataNeighborhood
00000001d63683d0 (__DATA,__data) external _kMPMetaDataOcean
00000001d63683f0 (__DATA,__data) external _kMPMetaDataPlace
00000001d6368420 (__DATA,__data) external _kMPMetaDataPosterTime
00000001d6368340 (__DATA,__data) external _kMPMetaDataRating
00000001d6368370 (__DATA,__data) external _kMPMetaDataRegionOfInterestBounds
00000001d6368378 (__DATA,__data) external _kMPMetaDataRegionOfInterestID
00000001d6368368 (__DATA,__data) external _kMPMetaDataRegionOfInterestRectangles
00000001d6368380 (__DATA,__data) external _kMPMetaDataRegionsOfInterest
00000001d6368388 (__DATA,__data) external _kMPMetaDataRegionsOfInterestContainerBounds
00000001d63682f8 (__DATA,__data) external _kMPMetaDataResolution
00000001d6368358 (__DATA,__data) external _kMPMetaDataSizeInBytes
00000001d6368318 (__DATA,__data) external _kMPMetaDataStartTime
00000001d63683e8 (__DATA,__data) external _kMPMetaDataStateOrProvince
00000001d6368320 (__DATA,__data) external _kMPMetaDataStopTime
00000001d63682f0 (__DATA,__data) external _kMPMetaDataUTI
00000001d6368418 (__DATA,__data) external _kMPMetaDataVolume
00000001d6367b80 (__DATA,__data) external _kMPSaveOptionExternalPrefix
00000001df3b4c88 (__DATA_CONST,__const) external _kMPSlideAnimatedCropCenterKey
00000001df3b4c98 (__DATA_CONST,__const) external _kMPSlideAnimatedCropRotationKey
00000001df3b4c90 (__DATA_CONST,__const) external _kMPSlideAnimatedCropZoomKey
00000001df3b4cb8 (__DATA_CONST,__const) external _kMPSlideSizingModeBestFit
00000001df3b4ca0 (__DATA_CONST,__const) external _kMPSlideSizingModeCrop
00000001df3b4ca8 (__DATA_CONST,__const) external _kMPSlideSizingModeFit
00000001df3b4cb0 (__DATA_CONST,__const) external _kMPSlideSizingModeLinear
00000001df3b4cc0 (__DATA_CONST,__const) external _kMPSlideUserInfoHasSubtitle
00000001d6368210 (__DATA,__data) external _kMPStyleAutomaticKenBurnsModeCropAndZoom
00000001d6368220 (__DATA,__data) external _kMPStyleAutomaticKenBurnsModeCropLandscape_ScalePortraitAndZoom
00000001d6368218 (__DATA,__data) external _kMPStyleAutomaticKenBurnsModeScaleAndZoom
00000001d6368200 (__DATA,__data) external _kMPStyleMediaPresentationOrderByKeyword
00000001d63681f8 (__DATA,__data) external _kMPStyleMediaPresentationOrderByLocation
00000001d63681f0 (__DATA,__data) external _kMPStyleMediaPresentationOrderByPerson
00000001d63681e8 (__DATA,__data) external _kMPStyleMediaPresentationOrderChronological
00000001d63681e0 (__DATA,__data) external _kMPStyleMediaPresentationOrderClusters
00000001d6368208 (__DATA,__data) external _kMPStyleMediaPresentationOrderUserDefined
00000001df3b4cc8 (__DATA_CONST,__const) external _kMPTransitionRandomID
00000001d63682d0 (__DATA,__data) external _kMPTransitionUIControlAllowsFloatParameterKey
00000001d6368228 (__DATA,__data) external _kMPTransitionUIControlAttributeKey
00000001d6368268 (__DATA,__data) external _kMPTransitionUIControlCheckBoxType
00000001d6368278 (__DATA,__data) external _kMPTransitionUIControlColorWellType
00000001d63682b8 (__DATA,__data) external _kMPTransitionUIControlDirectionDownKey
00000001d6368238 (__DATA,__data) external _kMPTransitionUIControlDirectionItemsKey
00000001d63682c0 (__DATA,__data) external _kMPTransitionUIControlDirectionLeftKey
00000001d63682c8 (__DATA,__data) external _kMPTransitionUIControlDirectionRightKey
00000001d6368270 (__DATA,__data) external _kMPTransitionUIControlDirectionType
00000001d63682b0 (__DATA,__data) external _kMPTransitionUIControlDirectionUpKey
00000001d6368280 (__DATA,__data) external _kMPTransitionUIControlImageParameterKey
00000001d6368260 (__DATA,__data) external _kMPTransitionUIControlImagePopUpType
00000001d63682a8 (__DATA,__data) external _kMPTransitionUIControlIsEnabledKey
00000001d6368230 (__DATA,__data) external _kMPTransitionUIControlItemsKey
00000001d6368298 (__DATA,__data) external _kMPTransitionUIControlMaxParameterKey
00000001d63682a0 (__DATA,__data) external _kMPTransitionUIControlMinParameterKey
00000001d6368250 (__DATA,__data) external _kMPTransitionUIControlSliderType
00000001d6368258 (__DATA,__data) external _kMPTransitionUIControlTextPopUpType
00000001d6368240 (__DATA,__data) external _kMPTransitionUIControlTitleKey
00000001d6368288 (__DATA,__data) external _kMPTransitionUIControlTitleParameterKey
00000001d6368248 (__DATA,__data) external _kMPTransitionUIControlTypeKey
00000001d6368290 (__DATA,__data) external _kMPTransitionUIControlValueParameterKey
00000001cba319b0 (__TEXT,__const) external _kMRContextFieldOfView
00000001d6368ab8 (__DATA,__data) external _kMRFreezeSizeOfImageRequests
00000001cba34450 (__TEXT,__const) external _kMRLayerNavigatorInteractiveTransitionFactor
00000001d6368968 (__DATA,__data) external _kMRLayerTransitionIDPhaseInOut
00000001df3b52a0 (__DATA_CONST,__const) external _kMRMarimbaViewExit
00000001d6368aa8 (__DATA,__data) external _kMRNotificationEnteredSlideFocusMode
00000001d6368ab0 (__DATA,__data) external _kMRNotificationExitedSlideFocusMode
00000001d6368950 (__DATA,__data) external _kMRNotificationLayerIsIn
00000001d6368958 (__DATA,__data) external _kMRNotificationLayerIsOut
00000001d6368960 (__DATA,__data) external _kMRNotificationLayerLooped
00000001d6368aa0 (__DATA,__data) external _kMRNotificationPlaybackOver
00000001d6368970 (__DATA,__data) external _kMRNotificationSlideDidChange
00000001d6368ac0 (__DATA,__data) external _kMRNotificationSlideIsOn
00000001df3b5538 (__DATA_CONST,__const) external _kMUMathParserErrorCodeKey
00000001df3b5530 (__DATA_CONST,__const) external _kMUMathParserErrorDomainKey
00000001df3b5548 (__DATA_CONST,__const) external _kMUMathParserErrorEndOffsetKey
00000001df3b5540 (__DATA_CONST,__const) external _kMUMathParserErrorStartOffsetKey
00000001cba342b0 (__TEXT,__const) external _kMaxNumberOfCoeffs
00000001cba34788 (__TEXT,__const) external _kModeChangeDuration
                 (undefined) external _kOKDocumentGuidelineAuthoringSynopsisCollectionGroups (from OpusKit)
                 (undefined) external _kOKDocumentGuidelineAuthoringSynopsisCollectionName (from OpusKit)
                 (undefined) external _kOKDocumentGuidelineAuthoringSynopsisGroupItems (from OpusKit)
                 (undefined) external _kOKDocumentGuidelineAuthoringSynopsisGroupName (from OpusKit)
                 (undefined) external _kOKDocumentGuidelineAuthoringSynopsisItemAttachments (from OpusKit)
                 (undefined) external _kOKDocumentGuidelineAuthoringSynopsisItemName (from OpusKit)
                 (undefined) external _kOKDocumentGuidelineAuthoringSynopsisItemNavigationKeyPath (from OpusKit)
                 (undefined) external _kOKDocumentGuidelineAuthoringSynopsisItemType (from OpusKit)
                 (undefined) external _kOKDocumentGuidelineAuthoringSynopsisItemValue (from OpusKit)
                 (undefined) external _kOKDocumentGuidelineAuthoringUserAudioURLStrings (from OpusKit)
                 (undefined) external _kOKMediaItemQualityBest (from OpusKit)
                 (undefined) external _kOKMediaItemQualityGood (from OpusKit)
                 (undefined) external _kOKMediaItemThumbnailResolutionLow (from OpusKit)
00000001df3b4b50 (__DATA_CONST,__const) external _kOMSlideshowExport60FPSKey
00000001df3b4b48 (__DATA_CONST,__const) external _kOMSlideshowExportHeightKey
00000001df3b4b38 (__DATA_CONST,__const) external _kOMSlideshowExportPresetKey
00000001df3b4b40 (__DATA_CONST,__const) external _kOMSlideshowExportWidthKey
00000001d6369888 (__DATA,__common) external _kOMSlideshowSynopsisCollectionGroups
00000001d6369890 (__DATA,__common) external _kOMSlideshowSynopsisCollectionName
00000001d6369898 (__DATA,__common) external _kOMSlideshowSynopsisGroupItems
00000001d63698a0 (__DATA,__common) external _kOMSlideshowSynopsisGroupName
00000001d63698a8 (__DATA,__common) external _kOMSlideshowSynopsisItemAttachments
00000001d63698b0 (__DATA,__common) external _kOMSlideshowSynopsisItemName
00000001d63698b8 (__DATA,__common) external _kOMSlideshowSynopsisItemNavigationKeyPath
00000001d63698c0 (__DATA,__common) external _kOMSlideshowSynopsisItemType
00000001d63698c8 (__DATA,__common) external _kOMSlideshowSynopsisItemValue
                 (undefined) external _kOSThermalNotificationPressureLevelName (from libSystem)
00000001d6369290 (__DATA,__data) non-external (was a private external) _kOperatorTypeNames
00000001cba37ea0 (__TEXT,__const) external _kPanningThreshold
00000001cba37fb8 (__TEXT,__const) external _kPinchToZoomDissolveTimeFactor
00000001cba35578 (__TEXT,__const) non-external (was a private external) _kPredefinedConstantValues
00000001d6369470 (__DATA,__data) non-external (was a private external) _kPredefinedConstants
00000001cba35542 (__TEXT,__const) non-external (was a private external) _kPriorityArray
00000001cba37eb0 (__TEXT,__const) external _kRotationChangeThreshold
00000001cba37ea8 (__TEXT,__const) external _kScaleChangeThreshold
00000001cba37eb8 (__TEXT,__const) external _kTapAbortionThreshold
                 (undefined) external _kUTTagClassFilenameExtension (from CoreServices)
                 (undefined) external _kUTTypeHTML (from CoreServices)
                 (undefined) external _kUTTypeImage (from CoreServices)
                 (undefined) external _kUTTypeJPEG (from CoreServices)
                 (undefined) external _kUTTypeMovie (from CoreServices)
                 (undefined) external _kUTTypePDF (from CoreServices)
                 (undefined) external _kUTTypePNG (from CoreServices)
                 (undefined) external _log (from libSystem)
                 (undefined) external _log10 (from libSystem)
                 (undefined) external _log10f (from libSystem)
                 (undefined) external _log2 (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_error (from libSystem)
                 (undefined) external _mach_host_self (from libSystem)
                 (undefined) external _mach_timebase_info (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00000001d63699d0 (__DATA,__bss) non-external _monochromaticColorSpace.sMonochromaticColorSpace
00000001df3b5650 (__DATA_CONST,__const) non-external _monthKeys
                 (undefined) external _notify_cancel (from libSystem)
                 (undefined) external _notify_get_state (from libSystem)
                 (undefined) external _notify_register_check (from libSystem)
                 (undefined) external _notify_register_dispatch (from libSystem)
                 (undefined) external _notify_resume (from libSystem)
                 (undefined) external _notify_suspend (from libSystem)
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_begin_catch (from libobjc)
                 (undefined) external _objc_copyStruct (from libobjc)
                 (undefined) external _objc_end_catch (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_exception_throw (from libobjc)
                 (undefined) external _objc_getAssociatedObject (from libobjc)
                 (undefined) external _objc_getProperty (from libobjc)
                 (undefined) external _objc_loadWeak (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
00000001cba9a100 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$AMSymbol
00000001cba9a120 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$CGColorFromColor:
00000001cba9a140 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$CGColorFromString:
00000001cba9a160 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$CGColorWithRed:green:blue:alpha:
00000001cba9a180 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$CGImageForAssetAtPath:andSize:
00000001cba9a1a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$CGImageForAssetAtPath:andSize:orientation:thumbnailIfPossible:now:
00000001cba9a1c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$CGImageForProposedRect:context:hints:
00000001cba9a1e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$CGImageSnapshotAtTime:
00000001cba9a200 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$CGImageWithData:withOriginalSize:forSize:orientation:
00000001cba9a220 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$CGImageWithMoviePath:withOriginalSize:forSize:atTime:orientation:
00000001cba9a240 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$CGImageWithPath:withOriginalSize:forSize:orientation:
00000001cba9a260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$CGLContextObj
00000001cba9a280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$CGLPixelFormatObj
00000001cba9a2a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$CGPointValue
00000001cba9a2c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$CGRectValue
00000001cba9a2e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$CGSizeValue
00000001cba9a300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$CIColorString
00000001cba9a320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$IOSurfaceForAssetAtPath:andSize:orientation:
00000001cba9a340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$IOSurfaceWithData:withOriginalSize:forSize:orientation:
00000001cba9a360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$IOSurfaceWithMoviePath:withOriginalSize:forSize:atTime:orientation:
00000001cba9a380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$IOSurfaceWithPath:withOriginalSize:forSize:orientation:
00000001cba9a3a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$JSONObjectWithData:options:error:
