000000018017fc60 (__TEXT,__text) non-external K256
00000001ee4d1d20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00000001ee4d18b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00000001ee4d6d38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00000001ee4d1650 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00000001ee4d3550 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00000001ee4d6d58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00000001ee4cfc00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00000001ee4d0840 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00000001ee4d2a50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00000001ee4d3840 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00000001ee4d4ef8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00000001ee4d6d78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00000001ee4cf728 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00000001ee4cfc30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00000001ee4d0870 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00000001ee4d0e60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00000001ee4d2f00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00000001ee4d6d98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00000001ee4d2a80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00000001ee4d3580 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00000001ee4d6db8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00000001ee4d0e90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00000001ee4d18e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00000001ee4d1d50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00000001ee4d2f30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00000001ee4d6dd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00000001ee4d0ec0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.95
00000001ee4d2ab0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.95
00000001ee4d6df8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.95
00000001ee4d2f60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
00000001ee4d3870 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
00000001ee4d4f28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
00000001ee4cfc50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.97
00000001ee4d0890 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.97
00000001ee4d0ee0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.97
00000001ee4d1910 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.98
00000001ee4d6e28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.98
00000001ee4cfc70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.99
00000001ee4d0f00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.99
00000001ee4d2ae0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.99
00000001ee4d2f90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.99
00000001ee4d0820 (__DATA_CONST,__const) non-external ___block_literal_global
00000001ee4d1700 (__DATA_CONST,__const) non-external ___block_literal_global
00000001ee4d2dc0 (__DATA_CONST,__const) non-external ___block_literal_global
00000001ee4d3530 (__DATA_CONST,__const) non-external ___block_literal_global
00000001ee4d3680 (__DATA_CONST,__const) non-external ___block_literal_global
00000001ee4d3c50 (__DATA_CONST,__const) non-external ___block_literal_global.350
00000001ece76a48 (__DATA_DIRTY,__data) non-external ___boot
000000018010a964 (__TEXT,__text) non-external (was a private external) ___bsdthread_create
000000018010a990 (__TEXT,__text) non-external (was a private external) ___bsdthread_ctl
000000018010a9bc (__TEXT,__text) non-external (was a private external) ___bsdthread_register
000000018010a9e8 (__TEXT,__text) non-external (was a private external) ___bsdthread_terminate
0000000180106f80 (__TEXT,__text) non-external (was a private external) ___bzero
000000018018d088 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
000000018018d0a0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_probe
000000018010aa14 (__TEXT,__text) non-external (was a private external) ___chmod
00000001ece76a80 (__DATA_DIRTY,__data) non-external ___config
000000018010aa40 (__TEXT,__text) non-external (was a private external) ___connect
00000001801414a0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
000000018012bfe0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b48b
00000001801254e8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b48r
0000000180115664 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
000000018012d4c4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r48r
0000000180165bbc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r48r56r64r72r80r
0000000180168410 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40rc
000000018012d6fc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c34_ZTSN6mach_o19PlatformAndVersionsE
000000018010e11c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
000000018018588c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c22_ZTSN6mach_o8PlatformE
0000000180110f98 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
000000018015dfc0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
000000018015dc54 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r
000000018011a7c4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48rc
00000001801850a0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48rc56r64rc
0000000180129b44 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48rc56rc
00000001801296c4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48rc56rc64r
0000000180144a70 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc
0000000180171efc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r
0000000180185454 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r56r
000000018018b548 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r56r64r
000000018011b754 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48rc
000000018013874c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r48c22_ZTSN6mach_o8PlatformE
000000018010e028 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc
000000018011428c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40r
0000000180145500 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40r48r
000000018011b9d0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40r48rc
0000000180132588 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40rc
000000018011b7b4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40rc48r
000000018011b4b4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40rc48rc56rc
0000000180115400 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_64c22_ZTSN6mach_o8PlatformE
0000000180109e00 (__TEXT,__text) non-external (was a private external) ___csrctl
00000001edb42918 (__DATA,__data) non-external (was a private external) ___darwin_build_inc_version
0000000180192a80 (__TEXT,__const) non-external (was a private external) ___darwin_builder_build
0000000180192a78 (__TEXT,__const) non-external (was a private external) ___darwin_builder_version
00000001edb42938 (__DATA,__data) non-external (was a private external) ___darwin_debug_binary
00000001801a35f0 (__TEXT,__info_plist) non-external ___darwin_info_plist
00000001edb42928 (__DATA,__data) non-external (was a private external) ___darwin_variant
00000001edb42920 (__DATA,__data) non-external (was a private external) ___darwin_version_string
00000001edb42930 (__DATA,__data) non-external (was a private external) ___darwin_version_string_heywhat
000000018012d718 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32
00000001801414b0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
000000018012c040 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b48b
0000000180125548 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b48r
00000001801156b4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
000000018012d524 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r48r
0000000180165c5c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r48r56r64r72r80r
000000018010e038 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00000001801858d0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40
0000000180110fe8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
0000000180145560 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
000000018011b524 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r
0000000180129744 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
0000000180138790 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r48
0000000180115414 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_64
000000018010aa6c (__TEXT,__text) non-external (was a private external) ___disable_threadsignal
0000000180107dcc (__TEXT,__text) non-external (was a private external) ___error
000000018010aa98 (__TEXT,__text) non-external (was a private external) ___execve
000000018010aac4 (__TEXT,__text) non-external (was a private external) ___exit
000000018010aaf0 (__TEXT,__text) non-external (was a private external) ___fchmod
00000001801090cc (__TEXT,__text) non-external (was a private external) ___fcntl
00000001ece76a28 (__DATA_DIRTY,__data) non-external ___g
0000000180107e88 (__TEXT,__text) non-external (was a private external) ___getattrlist
000000018010ab1c (__TEXT,__text) non-external (was a private external) ___getdirentries64
0000000180109f28 (__TEXT,__text) non-external (was a private external) ___getpid
000000018010ab48 (__TEXT,__text) non-external (was a private external) ___getrlimit
000000018010aba0 (__TEXT,__text) non-external (was a private external) ___gettimeofday
000000018010ab74 (__TEXT,__text) non-external (was a private external) ___gettimeofday_with_mach
0000000180109b38 (__TEXT,__text) non-external (was a private external) ___guard_setup
000000018010771c (__TEXT,__text) non-external (was a private external) ___ioctl
000000018010936c (__TEXT,__text) non-external (was a private external) ___kdebug_trace64
000000018010abd0 (__TEXT,__text) non-external (was a private external) ___kdebug_trace_string
000000018010abfc (__TEXT,__text) non-external (was a private external) ___kdebug_typefilter
000000018010ac28 (__TEXT,__text) non-external (was a private external) ___kqueue_workloop_ctl
000000018010ac54 (__TEXT,__text) non-external (was a private external) ___lseek
000000018010ac80 (__TEXT,__text) non-external (was a private external) ___mac_syscall
000000018010acac (__TEXT,__text) non-external (was a private external) ___map_with_linking_np
000000018010a188 (__TEXT,__text) non-external (was a private external) ___mmap
000000018010acd8 (__TEXT,__text) non-external (was a private external) ___mprotect
0000000180109234 (__TEXT,__text) non-external (was a private external) ___munmap
000000018010ad04 (__TEXT,__text) non-external (was a private external) ___open
000000018010ad30 (__TEXT,__text) non-external (was a private external) ___openat
000000018017c668 (__TEXT,__text) non-external (was a private external) ___os_log_simple_offset
000000018010ad5c (__TEXT,__text) non-external (was a private external) ___pipe
000000018010ad94 (__TEXT,__text) non-external (was a private external) ___posix_spawn
000000018010adc0 (__TEXT,__text) non-external (was a private external) ___proc_info
000000018010adec (__TEXT,__text) non-external (was a private external) ___proc_info_extended_id
000000018010ae18 (__TEXT,__text) non-external (was a private external) ___process_policy
000000018010ae44 (__TEXT,__text) non-external (was a private external) ___psynch_cvbroad
000000018010ae70 (__TEXT,__text) non-external (was a private external) ___psynch_cvclrprepost
000000018010ae9c (__TEXT,__text) non-external (was a private external) ___psynch_cvsignal
000000018010aec8 (__TEXT,__text) non-external (was a private external) ___psynch_cvwait
000000018010aef4 (__TEXT,__text) non-external (was a private external) ___psynch_mutexdrop
000000018010af20 (__TEXT,__text) non-external (was a private external) ___psynch_mutexwait
000000018010af4c (__TEXT,__text) non-external (was a private external) ___pthread_canceled
00000001edb42940 (__DATA,__data) non-external (was a private external) ___pthread_head
000000018010af78 (__TEXT,__text) non-external (was a private external) ___pthread_kill
000000018010afa4 (__TEXT,__text) non-external (was a private external) ___pthread_markcancel
000000018010afd0 (__TEXT,__text) non-external (was a private external) ___pthread_sigmask
000000018010affc (__TEXT,__text) non-external (was a private external) ___reboot
00000001ece787f0 (__DATA_DIRTY,__bss) non-external ___remove_counter
000000018010b028 (__TEXT,__text) non-external (was a private external) ___rename
00000001ee4d4948 (__DATA_CONST,__const) non-external ___roots
000000018010ac80 (__TEXT,__text) non-external (was a private external) ___sandbox_ms
000000018010b054 (__TEXT,__text) non-external (was a private external) ___semwait_signal_nocancel
000000018010b080 (__TEXT,__text) non-external (was a private external) ___sendto
000000018010b0ac (__TEXT,__text) non-external (was a private external) ___shared_region_check_np
000000018010b0d8 (__TEXT,__text) non-external (was a private external) ___shared_region_map_and_slide_2_np
000000018010b104 (__TEXT,__text) non-external (was a private external) ___sigwait
00000001801080fc (__TEXT,__text) non-external ___simple_bprintf
00000001ee4d4120 (__DATA_CONST,__const) non-external ___specs
0000000180158124 (__TEXT,__text) non-external (was a private external) ___stack_chk_fail
00000001ece76a20 (__DATA_DIRTY,__data) non-external (was a private external) ___stack_chk_guard
00000001edb42bd0 (__DATA,__common) non-external (was a private external) ___stderrp
00000001edb42bd8 (__DATA,__common) non-external (was a private external) ___stdoutp
0000000180109eec (__TEXT,__text) non-external (was a private external) ___syscall
000000018010b130 (__TEXT,__text) non-external (was a private external) ___sysctl
00000001edb43980 (__DATA,__bss) non-external ___tbi
000000018010b15c (__TEXT,__text) non-external (was a private external) ___terminate_with_payload
0000000180109b0c (__TEXT,__text) non-external (was a private external) ___thread_selfid
0000000180109398 (__TEXT,__text) non-external (was a private external) ___ulock_wait
000000018010b188 (__TEXT,__text) non-external (was a private external) ___ulock_wait2
00000001801093c4 (__TEXT,__text) non-external (was a private external) ___ulock_wake
000000018010b1b4 (__TEXT,__text) non-external (was a private external) ___unlink
000000018017a030 (__TEXT,__text) non-external ___wait_4isc
000000018010b1e0 (__TEXT,__text) non-external (was a private external) ___workq_kernreturn
000000018010b20c (__TEXT,__text) non-external (was a private external) ___workq_open
00000001ece787d0 (__DATA_DIRTY,__bss) non-external __args
00000001ee4d4908 (__DATA_CONST,__const) non-external (was a private external) __boot_root_canonical_app
00000001ee4d48e8 (__DATA_CONST,__const) non-external (was a private external) __boot_root_canonical_os
00000001ee4d48a8 (__DATA_CONST,__const) non-external (was a private external) __boot_root_cryptex_app
00000001ee4d4888 (__DATA_CONST,__const) non-external (was a private external) __boot_root_cryptex_os
00000001ee4d48c8 (__DATA_CONST,__const) non-external (was a private external) __boot_root_cryptex_prereboot_os
00000001ee4d4928 (__DATA_CONST,__const) non-external (was a private external) __boot_root_dylib_cache
00000001ee4d4808 (__DATA_CONST,__const) non-external (was a private external) __boot_root_fs
00000001ee4d4828 (__DATA_CONST,__const) non-external (was a private external) __boot_root_preboot
00000001ee4d4848 (__DATA_CONST,__const) non-external (was a private external) __boot_root_preboot_groupdir
00000001ee4d4868 (__DATA_CONST,__const) non-external (was a private external) __boot_root_xart
00000001ee4d4628 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_local
00000001ee4d45c8 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_null
00000001ee4d4688 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_post_initproc
00000001ee4d4748 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_remote_dmg
00000001ee4d47a8 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_remote_nerd
00000001ee4d46e8 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_remote_ramdisk
