000000018a1fe690 (__TEXT,__const) non-external _A1_Table
0000000189e2c018 (__TEXT,__text) external _vImageSepConvolve_Planar8to16U
0000000189e2a0f8 (__TEXT,__text) external _vImageSepConvolve_PlanarF
0000000189e2d5b0 (__TEXT,__text) external _vImageSquareBoxConvolve_ARGB8888
0000000189e2d250 (__TEXT,__text) external _vImageSquareBoxConvolve_Planar8
0000000189f4e2b0 (__TEXT,__text) external _vImageSymmetricPiecewiseGamma_Planar16Q12
0000000189dee440 (__TEXT,__text) external _vImageSymmetricPiecewiseGamma_PlanarF
0000000189f4f570 (__TEXT,__text) external _vImageSymmetricPiecewisePolynomial_PlanarF
0000000189e48bdc (__TEXT,__text) external _vImageTableLookUp_ARGB8888
0000000189e48eb4 (__TEXT,__text) external _vImageTableLookUp_Planar8
0000000189e984f0 (__TEXT,__text) external _vImageTentConvolve_ARGB8888
0000000189e978a8 (__TEXT,__text) external _vImageTentConvolve_Planar8
0000000189e46a50 (__TEXT,__text) external _vImageTransformHLGLuminanceScaling_Planar16Q12
0000000189e46674 (__TEXT,__text) external _vImageTransformHLGLuminanceScaling_PlanarF
0000000189e47110 (__TEXT,__text) external _vImageTransformHLGSceneReferredMapping_Planar16Q12
0000000189e46d34 (__TEXT,__text) external _vImageTransformHLGSceneReferredMapping_PlanarF
0000000189e477d0 (__TEXT,__text) external _vImageTransformPQToneMapping_Planar16Q12
0000000189e473f4 (__TEXT,__text) external _vImageTransformPQToneMapping_PlanarF
0000000189e45788 (__TEXT,__text) external _vImageTransformTRCParametric_Planar16Q12
0000000189e45414 (__TEXT,__text) external _vImageTransformTRCParametric_PlanarF
0000000189e461a0 (__TEXT,__text) external _vImageTransformTRC_HLG_EOTF_Planar16Q12
0000000189e46004 (__TEXT,__text) external _vImageTransformTRC_HLG_EOTF_PlanarF
0000000189e464d8 (__TEXT,__text) external _vImageTransformTRC_HLG_OETF_Planar16Q12
0000000189e4633c (__TEXT,__text) external _vImageTransformTRC_HLG_OETF_PlanarF
0000000189e45b30 (__TEXT,__text) external _vImageTransformTRC_PQ_EOTF_Planar16Q12
0000000189e45994 (__TEXT,__text) external _vImageTransformTRC_PQ_EOTF_PlanarF
0000000189e45e68 (__TEXT,__text) external _vImageTransformTRC_PQ_OETF_Planar16Q12
0000000189e45ccc (__TEXT,__text) external _vImageTransformTRC_PQ_OETF_PlanarF
0000000189e427e8 (__TEXT,__text) external _vImageUnpremultiplyData_ARGB16Q12
0000000189e420e0 (__TEXT,__text) external _vImageUnpremultiplyData_ARGB16U
0000000189dfb838 (__TEXT,__text) external _vImageUnpremultiplyData_ARGB8888
0000000189e42308 (__TEXT,__text) external _vImageUnpremultiplyData_ARGBFFFF
0000000189f77f58 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst
0000000189f77afc (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast
0000000189f78a2c (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst
0000000189f783fc (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast
0000000189f77604 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst
0000000189def3d0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast
0000000189f7949c (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst
0000000189f79050 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast
0000000189e41b78 (__TEXT,__text) external _vImageUnpremultiplyData_Planar8
0000000189e41de4 (__TEXT,__text) external _vImageUnpremultiplyData_PlanarF
0000000189e42e60 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA16F
0000000189e42a10 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA16Q12
0000000189e425c0 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA16U
0000000189df3898 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA8888
0000000189e42c38 (__TEXT,__text) external _vImageUnpremultiplyData_RGBAFFFF
0000000189f0305c (__TEXT,__text) external _vImageVerticalReflect_ARGB16F
0000000189f028a4 (__TEXT,__text) external _vImageVerticalReflect_ARGB16S
0000000189f024bc (__TEXT,__text) external _vImageVerticalReflect_ARGB16U
0000000189f020d4 (__TEXT,__text) external _vImageVerticalReflect_ARGB8888
0000000189f02c8c (__TEXT,__text) external _vImageVerticalReflect_ARGBFFFF
0000000189f03058 (__TEXT,__text) external _vImageVerticalReflect_CbCr16F
0000000189f03008 (__TEXT,__text) external _vImageVerticalReflect_Planar16F
0000000189f02fb8 (__TEXT,__text) external _vImageVerticalReflect_Planar16U
0000000189f019b4 (__TEXT,__text) external _vImageVerticalReflect_Planar8
0000000189f01da8 (__TEXT,__text) external _vImageVerticalReflect_PlanarF
0000000189feeb6c (__TEXT,__text) external _vImageVerticalShearD_ARGB16F
0000000189ef513c (__TEXT,__text) external _vImageVerticalShearD_ARGB16S
0000000189ef47d8 (__TEXT,__text) external _vImageVerticalShearD_ARGB16U
0000000189e23968 (__TEXT,__text) external _vImageVerticalShearD_ARGB8888
0000000189efe78c (__TEXT,__text) external _vImageVerticalShearD_ARGBFFFF
0000000189fee6a0 (__TEXT,__text) external _vImageVerticalShearD_CbCr16F
0000000189efc6a4 (__TEXT,__text) external _vImageVerticalShearD_CbCr16S
0000000189efc368 (__TEXT,__text) external _vImageVerticalShearD_CbCr16U
0000000189fef088 (__TEXT,__text) external _vImageVerticalShearD_CbCrF
0000000189fee1dc (__TEXT,__text) external _vImageVerticalShearD_Planar16F
0000000189ef25ac (__TEXT,__text) external _vImageVerticalShearD_Planar8
0000000189ef2f28 (__TEXT,__text) external _vImageVerticalShearD_PlanarF
0000000189feedc0 (__TEXT,__text) external _vImageVerticalShear_ARGB16F
0000000189ef85d8 (__TEXT,__text) external _vImageVerticalShear_ARGB16S
0000000189e14e2c (__TEXT,__text) external _vImageVerticalShear_ARGB16U
0000000189e0759c (__TEXT,__text) external _vImageVerticalShear_ARGB8888
0000000189ef5a74 (__TEXT,__text) external _vImageVerticalShear_ARGBFFFF
0000000189fee8f4 (__TEXT,__text) external _vImageVerticalShear_CbCr16F
0000000189efc780 (__TEXT,__text) external _vImageVerticalShear_CbCr16S
0000000189ef7eb8 (__TEXT,__text) external _vImageVerticalShear_CbCr16U
0000000189e1d100 (__TEXT,__text) external _vImageVerticalShear_CbCr8
0000000189fef294 (__TEXT,__text) external _vImageVerticalShear_CbCrF
0000000189fee428 (__TEXT,__text) external _vImageVerticalShear_Planar16F
0000000189ef6408 (__TEXT,__text) external _vImageVerticalShear_Planar16S
0000000189ef6d94 (__TEXT,__text) external _vImageVerticalShear_Planar16U
0000000189e19958 (__TEXT,__text) external _vImageVerticalShear_Planar8
0000000189ef7778 (__TEXT,__text) external _vImageVerticalShear_PlanarF
0000000189ef9234 (__TEXT,__text) external _vImageVerticalShear_XRGB2101010W
000000018a02a444 (__TEXT,__text) non-external _vImage_CGImageFormat_Print
0000000189f05a1c (__TEXT,__text) external _vImage_SILBuffer_Allocate_RGBAFFFF
0000000189f06a20 (__TEXT,__text) external _vImage_SILBuffer_Free_RGBAFFFF
0000000189f05a8c (__TEXT,__text) external _vImage_SILBuffer_Init_RGBAFFFF
000000018a047af8 (__TEXT,__text) non-external (was a private external) _vImage_free
000000018a047aec (__TEXT,__text) non-external (was a private external) _vImage_malloc
000000018a047b04 (__TEXT,__text) non-external (was a private external) _vImage_posix_memalign
0000000189f84728 (__TEXT,__text) non-external (was a private external) _vImage_vramp
000000018a061a20 (__TEXT,__text) non-external (was a private external) _vInterpolatedLookupTable_PlanarF_vec
000000018a054108 (__TEXT,__text) non-external (was a private external) _vInvert_16U_vec
000000018a053534 (__TEXT,__text) non-external (was a private external) _vInvert_8_vec
000000018a054eb4 (__TEXT,__text) non-external (was a private external) _vInvert_F_vec
000000018a04e508 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Q12to8_vec
000000018a04a94c (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Uto8_vec
000000018a04d588 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16UtoF_vec
000000018a04842c (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16Q12_vec
000000018a04c3b0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16U_vec
000000018a049628 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8toF_vec
000000018a0521dc (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto16U_vec
000000018a04ff6c (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto8_vec
000000018a066488 (__TEXT,__text) non-external (was a private external) _vLookupTable_2to8_vec
000000018a066694 (__TEXT,__text) non-external (was a private external) _vLookupTable_4to8_vec
0000000189f66efc (__TEXT,__text) non-external (was a private external) _vLookupTable_8to64U
0000000189df401c (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16
0000000189f671c4 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16WithClipping
000000018a0662e0 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16toPlanar16_vec
0000000189f66ef8 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar128
0000000189e20b70 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar16
0000000189e22194 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar24
0000000189f66ef0 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar48
0000000189f66ef4 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar96
0000000189e0320c (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanarF
0000000189f80588 (__TEXT,__text) non-external (was a private external) _vLookupTable_PlanarFtoPlanar8
0000000189e17e80 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGB8888
0000000189f64fac (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGB8888ToPlanar8
0000000189f66080 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGBFFFF
0000000189f6636c (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGBFFFFToPlanarF
000000018a06eb68 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_0_vec
000000018a07346c (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_10_vec
000000018a073fe0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_11_vec
000000018a074808 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_12_vec
000000018a074ec0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_13_vec
000000018a07578c (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_14_vec
000000018a0760dc (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_15_vec
000000018a076c4c (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_16_vec
000000018a077488 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_17_vec
000000018a077dd8 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_18_vec
000000018a07888c (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_19_vec
000000018a06efb0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_1_vec
000000018a080114 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_1x4_vec
000000018a0793fc (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_20_vec
000000018a079c38 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_21_vec
000000018a07a60c (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_22_vec
000000018a07ae48 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_23_vec
000000018a07b684 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_24_vec
000000018a07bf14 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_25_vec
000000018a07c730 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_26_vec
000000018a07cfc0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_27_vec
000000018a07d51c (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_28_vec
000000018a07dfac (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_29_vec
0000000189e21400 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_2_vec
000000018a080964 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_2x4_vec
000000018a07e83c (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_30_vec
000000018a07eda0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_31_vec
000000018a07f630 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_32_vec
000000018a07fb8c (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_33_vec
0000000189e20e44 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_34_vec
000000018a06f668 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_3_vec
000000018a080f54 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_3x4_vec
000000018a06fbc4 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_4_vec
000000018a082d48 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_4x1_vec
000000018a0824f0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_4x2_vec
000000018a081e6c (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_4x3_vec
000000018a081654 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_4x4_vec
000000018a07034c (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_5_vec
000000018a070b90 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_6_vec
000000018a0715c4 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_7_vec
000000018a0720b4 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_8_vec
000000018a07297c (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_9_vec
000000018a083504 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_Generic_vec
0000000189deedf8 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF
000000018a06ce00 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_1dest_vec
000000018a06b984 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_2dest_vec
000000018a069e54 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_3dest_vec
000000018a067c18 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_4dest_vec
000000018a067478 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_many_src_planes_vec
000000018a0f684c (__TEXT,__text) non-external (was a private external) _vMaxH_CV_vec
0000000189f425ac (__TEXT,__text) non-external (was a private external) _vMaxH_FPInterleaved
0000000189f425ac (__TEXT,__text) non-external (was a private external) _vMaxH_FPInterleaved_CV_vec
000000018a0f82a0 (__TEXT,__text) non-external (was a private external) _vMaxH_FP_CV_vec
000000018a0fb704 (__TEXT,__text) non-external (was a private external) _vMaxH_Interleaved_CV_vec
000000018a0f6b64 (__TEXT,__text) non-external (was a private external) _vMaxV_CV_vec
000000018a0fdb20 (__TEXT,__text) non-external (was a private external) _vMaxV_FPInterleaved_CV_vec
000000018a0f8624 (__TEXT,__text) non-external (was a private external) _vMaxV_FP_CV_vec
000000018a0fba84 (__TEXT,__text) non-external (was a private external) _vMaxV_Interleaved_CV_vec
000000018a0f5db8 (__TEXT,__text) non-external (was a private external) _vMax_CV_vec
000000018a0f709c (__TEXT,__text) non-external (was a private external) _vMinH_CV_vec
000000018a0fdebc (__TEXT,__text) non-external (was a private external) _vMinH_FPInterleaved_CV_vec
000000018a0f8eac (__TEXT,__text) non-external (was a private external) _vMinH_FP_CV_vec
000000018a0fc3a4 (__TEXT,__text) non-external (was a private external) _vMinH_Interleaved_CV_vec
000000018a0f73b4 (__TEXT,__text) non-external (was a private external) _vMinV_CV_vec
000000018a0fe02c (__TEXT,__text) non-external (was a private external) _vMinV_FPInterleaved_CV_vec
000000018a0f91d0 (__TEXT,__text) non-external (was a private external) _vMinV_FP_CV_vec
000000018a0fc7c0 (__TEXT,__text) non-external (was a private external) _vMinV_Interleaved_CV_vec
000000018a0640e4 (__TEXT,__text) non-external (was a private external) _vMultiDimensionalInterpolatedLookupTable_Planar16Q12_vec
000000018a062008 (__TEXT,__text) non-external (was a private external) _vMultiDimensionalInterpolatedLookupTable_PlanarF_vec
0000000189e27958 (__TEXT,__text) non-external (was a private external) _vOverwriteChannelsWithScalar_ARGB8888
0000000189e5fff4 (__TEXT,__text) non-external (was a private external) _vOverwriteChannelsWithScalar_ARGBFFFF
0000000189e603d4 (__TEXT,__text) non-external (was a private external) _vOverwriteChannels_ARGB8888
0000000189e60cd0 (__TEXT,__text) non-external (was a private external) _vOverwriteChannels_ARGBFFFF
0000000189e0c1a4 (__TEXT,__text) non-external (was a private external) _vPermuteChannels_ARGB8888
000000018a0f034c (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Linear_bgf_vec
000000018a0f0ccc (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Linear_ext_vec
000000018a0f0344 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Nearest_bgf_vec
000000018a0f0348 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Nearest_ext_vec
000000018a0ee698 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Linear_bgf_vec
000000018a0ef0bc (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Linear_ext_vec
000000018a0ee0b4 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Nearest_bgf_vec
