000000018a5ae000 (__TEXT,__const) non-external _A1_Table
000000018a3012cc (__TEXT,__text) external _vImagePiecewiseGamma_PlanarFtoPlanar8
000000018a2ff3b4 (__TEXT,__text) external _vImagePiecewisePolynomial_Planar8toPlanarF
000000018a1ba174 (__TEXT,__text) external _vImagePiecewisePolynomial_PlanarF
000000018a3000c4 (__TEXT,__text) external _vImagePiecewisePolynomial_PlanarFtoPlanar8
000000018a302a28 (__TEXT,__text) external _vImagePiecewiseRational_PlanarF
000000018a2005c8 (__TEXT,__text) external _vImagePremultipliedAlphaBlendDarken_RGBA8888
000000018a200378 (__TEXT,__text) external _vImagePremultipliedAlphaBlendLighten_RGBA8888
000000018a1ffed8 (__TEXT,__text) external _vImagePremultipliedAlphaBlendMultiply_RGBA8888
000000018a200128 (__TEXT,__text) external _vImagePremultipliedAlphaBlendScreen_RGBA8888
000000018a1bb5c0 (__TEXT,__text) external _vImagePremultipliedAlphaBlendWithPermute_ARGB8888
000000018a1b2aac (__TEXT,__text) external _vImagePremultipliedAlphaBlendWithPermute_RGBA8888
000000018a1ff3ac (__TEXT,__text) external _vImagePremultipliedAlphaBlend_ARGB8888
000000018a1ff884 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_ARGBFFFF
000000018a1ff618 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_BGRA8888
000000018a1ffaf4 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_BGRAFFFF
000000018a1fef14 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_Planar8
000000018a1ff160 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_PlanarF
000000018a200c94 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_ARGB8888
000000018a200efc (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_ARGBFFFF
000000018a200818 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_Planar8
000000018a200a58 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_PlanarF
000000018a202320 (__TEXT,__text) external _vImagePremultiplyData_ARGB16Q12
000000018a2020f4 (__TEXT,__text) external _vImagePremultiplyData_ARGB16U
000000018a1b2c50 (__TEXT,__text) external _vImagePremultiplyData_ARGB8888
000000018a201738 (__TEXT,__text) external _vImagePremultiplyData_ARGBFFFF
000000018a32c04c (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst
000000018a32bd40 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaLast
000000018a32c800 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaFirst
000000018a32c46c (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaLast
000000018a32b8c0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaFirst
000000018a1bfb60 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaLast
000000018a32cebc (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaFirst
000000018a32cbe4 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaLast
000000018a201160 (__TEXT,__text) external _vImagePremultiplyData_Planar8
000000018a201400 (__TEXT,__text) external _vImagePremultiplyData_PlanarF
000000018a201c24 (__TEXT,__text) external _vImagePremultiplyData_RGBA16F
000000018a1ce6b8 (__TEXT,__text) external _vImagePremultiplyData_RGBA16Q12
000000018a201ec8 (__TEXT,__text) external _vImagePremultiplyData_RGBA16U
000000018a1b2914 (__TEXT,__text) external _vImagePremultiplyData_RGBA8888
000000018a2019f8 (__TEXT,__text) external _vImagePremultiplyData_RGBAFFFF
000000018a2c1180 (__TEXT,__text) external _vImagePrepareTemplate_RGBAFFFF
000000018a2fc78c (__TEXT,__text) non-external _vImageRLD_Float
000000018a2fc020 (__TEXT,__text) non-external _vImageRLD_Int
000000018a333bac (__TEXT,__text) external _vImageRemap_Image8U
000000018a32fb3c (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaFirst
000000018a32f758 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaLast
000000018a32f368 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaFirst
000000018a32ef84 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaLast
000000018a3302a0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaFirst
000000018a32ff30 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast
000000018a2fc6fc (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_ARGB8888
000000018a2fd320 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_ARGBFFFF
000000018a2fc00c (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_Planar8
000000018a2fc710 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_PlanarF
000000018a2b0554 (__TEXT,__text) external _vImageRotate90_ARGB16F
000000018a2b164c (__TEXT,__text) external _vImageRotate90_ARGB16S
000000018a2b0d44 (__TEXT,__text) external _vImageRotate90_ARGB16U
000000018a2b099c (__TEXT,__text) external _vImageRotate90_ARGB8888
000000018a2b1fe0 (__TEXT,__text) external _vImageRotate90_ARGBFFFF
000000018a2b018c (__TEXT,__text) external _vImageRotate90_CbCr16F
000000018a2bfa9c (__TEXT,__text) external _vImageRotate90_CbCr16S
000000018a2bfa2c (__TEXT,__text) external _vImageRotate90_CbCr16U
000000018a2bf9ec (__TEXT,__text) external _vImageRotate90_CbCr8
000000018a2bfb0c (__TEXT,__text) external _vImageRotate90_CbCrF
000000018a2afe10 (__TEXT,__text) external _vImageRotate90_Planar16F
000000018a2bf9c4 (__TEXT,__text) external _vImageRotate90_Planar16S
000000018a2bf9a0 (__TEXT,__text) external _vImageRotate90_Planar16U
000000018a2aeaec (__TEXT,__text) external _vImageRotate90_Planar8
000000018a2af440 (__TEXT,__text) external _vImageRotate90_PlanarF
000000018a2b01fc (__TEXT,__text) external _vImageRotate_ARGB16F
000000018a2b12f4 (__TEXT,__text) external _vImageRotate_ARGB16S
000000018a2b09c0 (__TEXT,__text) external _vImageRotate_ARGB16U
000000018a2b0618 (__TEXT,__text) external _vImageRotate_ARGB8888
000000018a2b1c58 (__TEXT,__text) external _vImageRotate_ARGBFFFF
000000018a2afe34 (__TEXT,__text) external _vImageRotate_CbCr16F
000000018a2afa8c (__TEXT,__text) external _vImageRotate_Planar16F
000000018a2ae774 (__TEXT,__text) external _vImageRotate_Planar8
000000018a2af0bc (__TEXT,__text) external _vImageRotate_PlanarF
000000018a2b69f4 (__TEXT,__text) external _vImageScale_ARGB16F
000000018a2b4734 (__TEXT,__text) external _vImageScale_ARGB16S
000000018a1d2464 (__TEXT,__text) external _vImageScale_ARGB16U
000000018a1c4020 (__TEXT,__text) external _vImageScale_ARGB8888
000000018a2b5d70 (__TEXT,__text) external _vImageScale_ARGBFFFF
000000018a2b65d4 (__TEXT,__text) external _vImageScale_CbCr16F
000000018a2b42f0 (__TEXT,__text) external _vImageScale_CbCr16U
000000018a1dcce0 (__TEXT,__text) external _vImageScale_CbCr8
000000018a2b6e40 (__TEXT,__text) non-external (was a private external) _vImageScale_Downsample2x
000000018a2b7120 (__TEXT,__text) non-external (was a private external) _vImageScale_Downsample2xCbCr
000000018a2b61c4 (__TEXT,__text) external _vImageScale_Planar16F
000000018a2b2590 (__TEXT,__text) external _vImageScale_Planar16S
000000018a2b2f24 (__TEXT,__text) external _vImageScale_Planar16U
000000018a1d951c (__TEXT,__text) external _vImageScale_Planar8
000000018a2b38b8 (__TEXT,__text) external _vImageScale_PlanarF
000000018a2b510c (__TEXT,__text) external _vImageScale_XRGB2101010W
000000018a20cbf8 (__TEXT,__text) external _vImageSelectChannels_ARGB8888
000000018a20cc20 (__TEXT,__text) external _vImageSelectChannels_ARGBFFFF
000000018a1ecc48 (__TEXT,__text) external _vImageSepConvolve_ARGB8888
000000018a1ea61c (__TEXT,__text) external _vImageSepConvolve_Planar16F
000000018a1eb5d8 (__TEXT,__text) external _vImageSepConvolve_Planar16U
000000018a1eae34 (__TEXT,__text) external _vImageSepConvolve_Planar8
000000018a1ec528 (__TEXT,__text) external _vImageSepConvolve_Planar8to16S
000000018a1ebd70 (__TEXT,__text) external _vImageSepConvolve_Planar8to16U
000000018a1e9e54 (__TEXT,__text) external _vImageSepConvolve_PlanarF
000000018a1ed2d4 (__TEXT,__text) external _vImageSquareBoxConvolve_ARGB8888
000000018a1ecf78 (__TEXT,__text) external _vImageSquareBoxConvolve_Planar8
000000018a300fa8 (__TEXT,__text) external _vImageSymmetricPiecewiseGamma_Planar16Q12
000000018a1b046c (__TEXT,__text) external _vImageSymmetricPiecewiseGamma_PlanarF
000000018a3022a0 (__TEXT,__text) external _vImageSymmetricPiecewisePolynomial_PlanarF
000000018a2095ec (__TEXT,__text) external _vImageTableLookUp_ARGB8888
000000018a2098bc (__TEXT,__text) external _vImageTableLookUp_Planar8
000000018a259080 (__TEXT,__text) external _vImageTentConvolve_ARGB8888
000000018a258430 (__TEXT,__text) external _vImageTentConvolve_Planar8
000000018a207460 (__TEXT,__text) external _vImageTransformHLGLuminanceScaling_Planar16Q12
000000018a207088 (__TEXT,__text) external _vImageTransformHLGLuminanceScaling_PlanarF
000000018a207b1c (__TEXT,__text) external _vImageTransformHLGSceneReferredMapping_Planar16Q12
000000018a207744 (__TEXT,__text) external _vImageTransformHLGSceneReferredMapping_PlanarF
000000018a2081d8 (__TEXT,__text) external _vImageTransformPQToneMapping_Planar16Q12
000000018a207e00 (__TEXT,__text) external _vImageTransformPQToneMapping_PlanarF
000000018a20619c (__TEXT,__text) external _vImageTransformTRCParametric_Planar16Q12
000000018a205e2c (__TEXT,__text) external _vImageTransformTRCParametric_PlanarF
000000018a206bb4 (__TEXT,__text) external _vImageTransformTRC_HLG_EOTF_Planar16Q12
000000018a206a18 (__TEXT,__text) external _vImageTransformTRC_HLG_EOTF_PlanarF
000000018a206eec (__TEXT,__text) external _vImageTransformTRC_HLG_OETF_Planar16Q12
000000018a206d50 (__TEXT,__text) external _vImageTransformTRC_HLG_OETF_PlanarF
000000018a206544 (__TEXT,__text) external _vImageTransformTRC_PQ_EOTF_Planar16Q12
000000018a2063a8 (__TEXT,__text) external _vImageTransformTRC_PQ_EOTF_PlanarF
000000018a20687c (__TEXT,__text) external _vImageTransformTRC_PQ_OETF_Planar16Q12
000000018a2066e0 (__TEXT,__text) external _vImageTransformTRC_PQ_OETF_PlanarF
000000018a203264 (__TEXT,__text) external _vImageUnpremultiplyData_ARGB16Q12
000000018a202b4c (__TEXT,__text) external _vImageUnpremultiplyData_ARGB16U
000000018a1bbe14 (__TEXT,__text) external _vImageUnpremultiplyData_ARGB8888
000000018a202d78 (__TEXT,__text) external _vImageUnpremultiplyData_ARGBFFFF
000000018a329e54 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst
000000018a3299e8 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast
000000018a32a960 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst
000000018a32a2f8 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast
000000018a3294e8 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst
000000018a1b13cc (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast
000000018a32b418 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst
000000018a32afbc (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast
000000018a2025e0 (__TEXT,__text) external _vImageUnpremultiplyData_Planar8
000000018a20284c (__TEXT,__text) external _vImageUnpremultiplyData_PlanarF
000000018a2038e8 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA16F
000000018a203490 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA16Q12
000000018a203038 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA16U
000000018a1b5364 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA8888
000000018a2036bc (__TEXT,__text) external _vImageUnpremultiplyData_RGBAFFFF
000000018a2bf99c (__TEXT,__text) external _vImageVerticalReflect_ARGB16F
000000018a2bf1d8 (__TEXT,__text) external _vImageVerticalReflect_ARGB16S
000000018a2bede8 (__TEXT,__text) external _vImageVerticalReflect_ARGB16U
000000018a2be9f8 (__TEXT,__text) external _vImageVerticalReflect_ARGB8888
000000018a2bf5c8 (__TEXT,__text) external _vImageVerticalReflect_ARGBFFFF
000000018a2bf998 (__TEXT,__text) external _vImageVerticalReflect_CbCr16F
000000018a2bf948 (__TEXT,__text) external _vImageVerticalReflect_Planar16F
000000018a2bf8f8 (__TEXT,__text) external _vImageVerticalReflect_Planar16U
000000018a2be2c8 (__TEXT,__text) external _vImageVerticalReflect_Planar8
000000018a2be6c4 (__TEXT,__text) external _vImageVerticalReflect_PlanarF
000000018a39e85c (__TEXT,__text) external _vImageVerticalShearD_ARGB16F
000000018a2b1994 (__TEXT,__text) external _vImageVerticalShearD_ARGB16S
000000018a2b1030 (__TEXT,__text) external _vImageVerticalShearD_ARGB16U
000000018a1e3738 (__TEXT,__text) external _vImageVerticalShearD_ARGB8888
000000018a2bb030 (__TEXT,__text) external _vImageVerticalShearD_ARGBFFFF
000000018a39e390 (__TEXT,__text) external _vImageVerticalShearD_CbCr16F
000000018a2b8f3c (__TEXT,__text) external _vImageVerticalShearD_CbCr16S
000000018a2b8c00 (__TEXT,__text) external _vImageVerticalShearD_CbCr16U
000000018a39ed78 (__TEXT,__text) external _vImageVerticalShearD_CbCrF
000000018a39deb4 (__TEXT,__text) external _vImageVerticalShearD_Planar16F
000000018a2aee00 (__TEXT,__text) external _vImageVerticalShearD_Planar8
000000018a2af77c (__TEXT,__text) external _vImageVerticalShearD_PlanarF
000000018a39eab0 (__TEXT,__text) external _vImageVerticalShear_ARGB16F
000000018a2b4e48 (__TEXT,__text) external _vImageVerticalShear_ARGB16S
000000018a1d4ee8 (__TEXT,__text) external _vImageVerticalShear_ARGB16U
000000018a1c763c (__TEXT,__text) external _vImageVerticalShear_ARGB8888
000000018a2b22cc (__TEXT,__text) external _vImageVerticalShear_ARGBFFFF
000000018a39e5e4 (__TEXT,__text) external _vImageVerticalShear_CbCr16F
000000018a2b9018 (__TEXT,__text) external _vImageVerticalShear_CbCr16S
000000018a2b4728 (__TEXT,__text) external _vImageVerticalShear_CbCr16U
000000018a1dd230 (__TEXT,__text) external _vImageVerticalShear_CbCr8
000000018a39ef84 (__TEXT,__text) external _vImageVerticalShear_CbCrF
000000018a39e100 (__TEXT,__text) external _vImageVerticalShear_Planar16F
000000018a2b2c64 (__TEXT,__text) external _vImageVerticalShear_Planar16S
000000018a2b35f8 (__TEXT,__text) external _vImageVerticalShear_Planar16U
000000018a1d9a50 (__TEXT,__text) external _vImageVerticalShear_Planar8
000000018a2b3fe4 (__TEXT,__text) external _vImageVerticalShear_PlanarF
000000018a2b5aa8 (__TEXT,__text) external _vImageVerticalShear_XRGB2101010W
000000018a3dce3c (__TEXT,__text) non-external _vImage_CGImageFormat_Print
000000018a2c2134 (__TEXT,__text) external _vImage_SILBuffer_Allocate_RGBAFFFF
000000018a2c3120 (__TEXT,__text) external _vImage_SILBuffer_Free_RGBAFFFF
000000018a2c21a4 (__TEXT,__text) external _vImage_SILBuffer_Init_RGBAFFFF
000000018a3fa4b4 (__TEXT,__text) non-external (was a private external) _vImage_free
000000018a3fa4a8 (__TEXT,__text) non-external (was a private external) _vImage_malloc
000000018a3fa4c0 (__TEXT,__text) non-external (was a private external) _vImage_posix_memalign
000000018a3366b4 (__TEXT,__text) non-external (was a private external) _vImage_vramp
000000018a415004 (__TEXT,__text) non-external (was a private external) _vInterpolatedLookupTable_PlanarF_vec
000000018a406c30 (__TEXT,__text) non-external (was a private external) _vInvert_16U_vec
000000018a406050 (__TEXT,__text) non-external (was a private external) _vInvert_8_vec
000000018a407a48 (__TEXT,__text) non-external (was a private external) _vInvert_F_vec
000000018a401174 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Q12to8_vec
000000018a3fd228 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Uto8_vec
000000018a40026c (__TEXT,__text) non-external (was a private external) _vLinearTransform_16UtoF_vec
000000018a3fad24 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16Q12_vec
000000018a3feea4 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16U_vec
000000018a3fc0cc (__TEXT,__text) non-external (was a private external) _vLinearTransform_8toF_vec
000000018a404d28 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto16U_vec
000000018a402df0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto8_vec
000000018a419d10 (__TEXT,__text) non-external (was a private external) _vLookupTable_2to8_vec
000000018a419f24 (__TEXT,__text) non-external (was a private external) _vLookupTable_4to8_vec
000000018a318ea4 (__TEXT,__text) non-external (was a private external) _vLookupTable_8to64U
000000018a1b5b00 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16
000000018a31915c (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16WithClipping
000000018a419b4c (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16toPlanar16_vec
000000018a318ea0 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar128
000000018a1e0970 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar16
000000018a1e1f88 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar24
000000018a318e98 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar48
000000018a318e9c (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar96
000000018a1c3634 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanarF
000000018a332480 (__TEXT,__text) non-external (was a private external) _vLookupTable_PlanarFtoPlanar8
000000018a1d8138 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGB8888
000000018a316fe4 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGB8888ToPlanar8
000000018a3180ac (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGBFFFF
000000018a318328 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGBFFFFToPlanarF
000000018a425880 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_0_vec
000000018a42a184 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_10_vec
000000018a42acf8 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_11_vec
