00007ffb43be0fe8 (__DATA,__data) non-external _.compoundliteral
00007ffb0b1dbf67 (__TEXT,__text) non-external _phase2ProcessInterfaceBlock
00007ffb0b1dc445 (__TEXT,__text) non-external _phase2ProcessLValue
00007ffb0b1dbe9b (__TEXT,__text) non-external _phase2ProcessParameterDeclaration
00007ffb0b1dc002 (__TEXT,__text) non-external _phase2ProcessRawCall
00007ffb0b1dc1e4 (__TEXT,__text) non-external _phase2ProcessSubroutineRawCall
00007ffb0b1dc96a (__TEXT,__text) non-external _phase2ProcessSubroutineUniform
00007ffb0b1dbf28 (__TEXT,__text) non-external _phase2ProcessVariableDeclaration
00007ffb0b15bcb9 (__TEXT,__text) non-external _poolAlloc
00007ffb4322eeb0 (__DATA_DIRTY,__bss) non-external _poolAllocators
00007ffb0b15bd35 (__TEXT,__text) non-external _poolFree
00007ffb0b15bd2d (__TEXT,__text) non-external _poolRealloc
00007ffb0b22fcf0 (__TEXT,__const) non-external _pow_10.down
00007ffb0b22fbf0 (__TEXT,__const) non-external _pow_10.up
                 (undefined) external _powf (from libSystem)
00007ffb41749610 (__DATA_CONST,__const) non-external (was a private external) _ppstreamOpString
00007ffb0b16129a (__TEXT,__text) non-external _primitiveTypeOfDeref
                 (undefined) external _printf (from libSystem)
00007ffb0b19c789 (__TEXT,__text) non-external _propagateCopyBindings
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00007ffb0b1aaad0 (__TEXT,__text) non-external (was a private external) _pushdownPrecisionInternal
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_b (from libSystem)
00007ffb0b1a4b56 (__TEXT,__text) non-external _qualifierContextToString
00007ffb0b1a35c2 (__TEXT,__text) non-external _qualifierMaskToSAFlags
00007ffb0b1a46b4 (__TEXT,__text) non-external _qualifierMaskToStringBuffer
00007ffb0b1b70b0 (__TEXT,__text) non-external (was a private external) _readCPPline
00007ffb0b15bead (__TEXT,__text) non-external _readTOC
00007ffb0b1cc36c (__TEXT,__text) non-external (was a private external) _real_serialize_GLPValue
00007ffb0b2092eb (__TEXT,__text) non-external _regEqualsFunction
00007ffb0b2092e3 (__TEXT,__text) non-external _regHashFunction
00007ffb0b1bbff9 (__TEXT,__text) non-external _reget_token
00007ffb0b19de25 (__TEXT,__text) non-external _remap
00007ffb0b232ab0 (__TEXT,__const) non-external (was a private external) _remapSlotToCode
00007ffb0b1ff28b (__TEXT,__text) non-external _renumberTargets
                 (undefined) external _round (from libSystem)
                 (undefined) external _roundf (from libSystem)
00007ffb0b1a2899 (__TEXT,__text) non-external _saInliningNodeReplacement
00007ffb0b1bbef9 (__TEXT,__text) non-external _scan_token
00007ffb0b1d6089 (__TEXT,__text) non-external _serializeASTFields
00007ffb0b1d0d7a (__TEXT,__text) non-external _serializeAssignFields
00007ffb0b1d38b8 (__TEXT,__text) non-external _serializeBlockFields
00007ffb0b1d6eb0 (__TEXT,__text) non-external _serializeCallFields
00007ffb0b1d3cb4 (__TEXT,__text) non-external _serializeCaseStatementFields
00007ffb0b1d0e90 (__TEXT,__text) non-external _serializeCommaExprFields
00007ffb0b1d0afe (__TEXT,__text) non-external _serializeConstantFields
00007ffb0b1d3d6d (__TEXT,__text) non-external _serializeDefaultStatementFields
00007ffb0b1d0c08 (__TEXT,__text) non-external _serializeEqualFields
00007ffb0b1d0b51 (__TEXT,__text) non-external _serializeFieldAccessFields
00007ffb0b1d2188 (__TEXT,__text) non-external _serializeFieldDeclarationFields
00007ffb0b1d0b7a (__TEXT,__text) non-external _serializeFunctionCallFields
00007ffb0b1d12c8 (__TEXT,__text) non-external _serializeFunctionPrototypeFields
00007ffb0b1d3460 (__TEXT,__text) non-external _serializeGlobalTypeQualifierFields
00007ffb0b1d4fd0 (__TEXT,__text) non-external _serializeIBPartialDerefFields
00007ffb0b1d21da (__TEXT,__text) non-external _serializeInterfaceBlockFields
00007ffb0b1d26d0 (__TEXT,__text) non-external _serializeKeywordQualifierFields
00007ffb0b1d4c48 (__TEXT,__text) non-external _serializeLValueFields
00007ffb0b1d3489 (__TEXT,__text) non-external _serializeLayoutPairFields
00007ffb0b1d2a34 (__TEXT,__text) non-external _serializeLayoutQualifierFields
00007ffb0b1d236c (__TEXT,__text) non-external _serializeLayoutTypeFields
00007ffb0b1d0bdf (__TEXT,__text) non-external _serializeMethodCallFields
00007ffb0b1d0cc1 (__TEXT,__text) non-external _serializeNotEqualFields
00007ffb0b1d4215 (__TEXT,__text) non-external _serializeOffsetFields
00007ffb0b22efa3 (__TEXT,__text) non-external _serializeOpAssignFields
00007ffb0b1d4ff9 (__TEXT,__text) non-external _serializePPStreamOpFields
00007ffb0b1d128c (__TEXT,__text) non-external _serializeParameterDeclarationFields
00007ffb0b1d1e24 (__TEXT,__text) non-external _serializePrimitiveTypeFields
00007ffb0b1d1a98 (__TEXT,__text) non-external _serializeQualifiedDeclarationFields
00007ffb0b1d1ac1 (__TEXT,__text) non-external _serializeQualifiedDeclarationGroupFields
00007ffb0b1d30fc (__TEXT,__text) non-external _serializeQualifierListFields
00007ffb0b1d41b0 (__TEXT,__text) non-external _serializeRawCallFields
00007ffb0b1d0e3e (__TEXT,__text) non-external _serializeReadInputFields
00007ffb0b1d3e26 (__TEXT,__text) non-external _serializeReturnStatementFields
00007ffb0b1d21b1 (__TEXT,__text) non-external _serializeStructTypeFields
00007ffb0b1d7214 (__TEXT,__text) non-external _serializeStructureFields
00007ffb0b1d0bb6 (__TEXT,__text) non-external _serializeSubroutineArrayCallFields
00007ffb0b1d41ec (__TEXT,__text) non-external _serializeSubroutineRawCallFields
00007ffb0b1d2d98 (__TEXT,__text) non-external _serializeSubroutineTypeListFields
00007ffb0b1d6060 (__TEXT,__text) non-external _serializeSubroutineUniformFields
00007ffb0b1d3e4f (__TEXT,__text) non-external _serializeTopLevelFields
00007ffb0b1d0324 (__TEXT,__text) non-external _serializeTypeConversionFields
00007ffb0b1d0ad5 (__TEXT,__text) non-external _serializeTypeIdentifierFields
00007ffb0b1d1650 (__TEXT,__text) non-external _serializeVariableDeclarationFields
00007ffb0b1d1736 (__TEXT,__text) non-external _serializeVariableDeclarationGroupFields
00007ffb0b1d0aac (__TEXT,__text) non-external _serializeVariableIdentifierFields
00007ffb0b1d0e67 (__TEXT,__text) non-external _serializeWriteOutputFields
00007ffb0b1cd268 (__TEXT,__text) non-external _serialize_GLPASTNode
00007ffb0b1cfc58 (__TEXT,__text) non-external _serialize_GLPBufferObject
00007ffb0b1cb15a (__TEXT,__text) non-external _serialize_GLPFunctionObject
00007ffb0b1cf3bc (__TEXT,__text) non-external _serialize_GLPInterfaceBlockObject
00007ffb0b1cb124 (__TEXT,__text) non-external _serialize_GLPLayoutObject
00007ffb0b1cda74 (__TEXT,__text) non-external _serialize_GLPLayoutPair
00007ffb0b1ab7bc (__TEXT,__text) non-external (was a private external) _serialize_GLPString
00007ffb0b1d7578 (__TEXT,__text) non-external _serialize_GLPSubroutineUniformObject
00007ffb0b1c8830 (__TEXT,__text) non-external (was a private external) _serialize_GLPType
00007ffb0b1ce49c (__TEXT,__text) non-external _serialize_GLPVariableObject
00007ffb0b1ab2c0 (__TEXT,__text) non-external (was a private external) _serialize_pointer
00007ffb0b1612d8 (__TEXT,__text) non-external _setArrayUsed
                 (undefined) external _setjmp (from libSystem)
00007ffb0b1baa81 (__TEXT,__text) non-external _simple_str_getch
00007ffb0b1bab50 (__TEXT,__text) non-external _simple_str_ungetch
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _sinhf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _snprintf_l (from libSystem)
                 (undefined) external _sprintf_l (from libSystem)
                 (undefined) external _sqrt (from libSystem)
                 (undefined) external _sqrtf (from libSystem)
00007ffb0b15b9ce (__TEXT,__text) non-external _std140ArrayStrideForElementType
00007ffb0b15b9a9 (__TEXT,__text) non-external _std140MatrixStride
00007ffb0b15b9e7 (__TEXT,__text) non-external _std140MinimumStructAlignment
00007ffb0b15babc (__TEXT,__text) non-external _std140PrimitiveTypeAlign
00007ffb0b15b9f2 (__TEXT,__text) non-external _std140PrimitiveTypeSize
00007ffb0b15b9df (__TEXT,__text) non-external _std140SizeToBytes
00007ffb0b15b91c (__TEXT,__text) non-external _std140TypeAlign
00007ffb0b15b848 (__TEXT,__text) non-external _std140TypeSize
00007ffb0b1ba700 (__TEXT,__text) non-external _str_getch
00007ffb0b1ba7e8 (__TEXT,__text) non-external _str_ungetch
                 (undefined) external _strcat (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strndup (from libSystem)
                 (undefined) external _strtod_l (from libSystem)
                 (undefined) external _strtof_l (from libSystem)
                 (undefined) external _strtol_l (from libSystem)
                 (undefined) external _strtoll_l (from libSystem)
                 (undefined) external _strtoul_l (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _tanf (from libSystem)
                 (undefined) external _tanhf (from libSystem)
00007ffb0b1bacbf (__TEXT,__text) non-external _token_pasted_str_getch
00007ffb0b1bac3a (__TEXT,__text) non-external _token_pasted_str_scan
00007ffb0b1bad43 (__TEXT,__text) non-external _token_pasted_str_ungetch
00007ffb41746bc0 (__DATA_CONST,__const) non-external _tokens
00007ffb0b1ae342 (__TEXT,__text) non-external _topLevelLookUpGLPBindingTypeFromStringHash
00007ffb0b19caeb (__TEXT,__text) non-external _topLevelLookUpObjectTypeFromStringHash
00007ffb0b1adc6f (__TEXT,__text) non-external _topLevelLookUpUniformBindingTypeFromStringHash
00007ffb0b1e05d5 (__TEXT,__text) non-external _transformKids
                 (undefined) external _trunc (from libSystem)
                 (undefined) external _truncf (from libSystem)
00007ffb0b1ad54b (__TEXT,__text) non-external _typeFromGLPBinding
00007ffb0b1ae840 (__TEXT,__text) non-external _typeFromGLPUniformBinding
00007ffb0b1ae416 (__TEXT,__text) non-external _typeFromGLPUniformBlockBinding
00007ffb0b188bc8 (__TEXT,__text) non-external _uniqueComponentCount
00007ffb0b1bb421 (__TEXT,__text) non-external _unlinkScope
00007ffb41746ee0 (__DATA_CONST,__const) non-external (was a private external) _unop
00007ffb41746260 (__DATA_CONST,__const) non-external (was a private external) _vpDclList
                 (undefined) external _vsnprintf_l (from libSystem)
00007ffb0b1d8cf8 (__TEXT,__text) non-external _writeASTNode
00007ffb0b1d9df0 (__TEXT,__text) non-external _writeAdd
00007ffb0b1d98c5 (__TEXT,__text) non-external _writeArrayAccess
00007ffb0b1da990 (__TEXT,__text) non-external _writeArrayType
00007ffb0b1da1db (__TEXT,__text) non-external _writeAssign
00007ffb0b1db2d9 (__TEXT,__text) non-external _writeAvailabilityDeclaration
00007ffb0b1da0ef (__TEXT,__text) non-external _writeBitwiseAnd
00007ffb0b1d9d04 (__TEXT,__text) non-external _writeBitwiseNot
00007ffb0b1da12a (__TEXT,__text) non-external _writeBitwiseOr
00007ffb0b1da165 (__TEXT,__text) non-external _writeBitwiseXor
00007ffb0b1dafff (__TEXT,__text) non-external _writeBlock
00007ffb0b1db1b2 (__TEXT,__text) non-external _writeBreakStatement
00007ffb0b1db13c (__TEXT,__text) non-external _writeCaseStatement
00007ffb0b1da2c7 (__TEXT,__text) non-external _writeCommaExpr
00007ffb0b1d983c (__TEXT,__text) non-external _writeConstant
00007ffb0b1d9b2c (__TEXT,__text) non-external _writeConstructorCall
00007ffb0b1db1ed (__TEXT,__text) non-external _writeContinueStatement
00007ffb0b1db177 (__TEXT,__text) non-external _writeDefaultStatement
00007ffb0b1db228 (__TEXT,__text) non-external _writeDiscardStatement
00007ffb0b1d9d7a (__TEXT,__text) non-external _writeDivide
00007ffb0b1d9fc8 (__TEXT,__text) non-external _writeEqual
00007ffb0b1dafc4 (__TEXT,__text) non-external _writeExpressionStatement
00007ffb0b1d9900 (__TEXT,__text) non-external _writeFieldAccess
00007ffb0b1da9cb (__TEXT,__text) non-external _writeFieldDeclaration
00007ffb0b1d99cd (__TEXT,__text) non-external _writeFunctionCall
00007ffb0b1da88f (__TEXT,__text) non-external _writeFunctionDefinition
00007ffb0b1da3b6 (__TEXT,__text) non-external _writeFunctionPrototype
00007ffb0b1dae1d (__TEXT,__text) non-external _writeGlobalTypeQualifier
00007ffb0b1d9f52 (__TEXT,__text) non-external _writeGreater
00007ffb0b1d9f8d (__TEXT,__text) non-external _writeGreaterEqual
00007ffb0b1db642 (__TEXT,__text) non-external _writeIBPartialDeref
00007ffb0b1da1a0 (__TEXT,__text) non-external _writeIfExpr
00007ffb0b1db08b (__TEXT,__text) non-external _writeIfStatement
00007ffb0b1daaef (__TEXT,__text) non-external _writeInterfaceBlock
00007ffb0b1dacea (__TEXT,__text) non-external _writeKeywordQualifier
00007ffb0b1db553 (__TEXT,__text) non-external _writeLValue
00007ffb0b1db942 (__TEXT,__text) non-external _writeLayoutObject
00007ffb0b1daebf (__TEXT,__text) non-external _writeLayoutPair
00007ffb0b1dad6c (__TEXT,__text) non-external _writeLayoutQualifier
00007ffb0b1dacaf (__TEXT,__text) non-external _writeLayoutType
00007ffb0b1d9edc (__TEXT,__text) non-external _writeLess
00007ffb0b1d9f17 (__TEXT,__text) non-external _writeLessEqual
00007ffb0b1da03e (__TEXT,__text) non-external _writeLogicalAnd
00007ffb0b1d9cc9 (__TEXT,__text) non-external _writeLogicalNot
00007ffb0b1da079 (__TEXT,__text) non-external _writeLogicalOr
00007ffb0b1da0b4 (__TEXT,__text) non-external _writeLogicalXor
00007ffb0b1db0c6 (__TEXT,__text) non-external _writeLoopStatement
00007ffb0b1d9a9a (__TEXT,__text) non-external _writeMethodCall
00007ffb0b1d9db5 (__TEXT,__text) non-external _writeModulo
00007ffb0b1d9d3f (__TEXT,__text) non-external _writeMultiply
00007ffb0b1d9c8e (__TEXT,__text) non-external _writeNegate
00007ffb0b1da003 (__TEXT,__text) non-external _writeNotEqual
00007ffb0b1db42c (__TEXT,__text) non-external _writeOffset
00007ffb0b1da216 (__TEXT,__text) non-external _writeOpAssign
00007ffb0b1db67d (__TEXT,__text) non-external _writePPStreamOp
00007ffb0b1da302 (__TEXT,__text) non-external _writeParameterDeclaration
00007ffb0b1d9ba2 (__TEXT,__text) non-external _writePostdecrement
00007ffb0b1d9b67 (__TEXT,__text) non-external _writePostincrement
00007ffb0b1da7de (__TEXT,__text) non-external _writePrecisionDeclaration
00007ffb0b1d9c18 (__TEXT,__text) non-external _writePredecrement
00007ffb0b1d9bdd (__TEXT,__text) non-external _writePreincrement
00007ffb0b1da905 (__TEXT,__text) non-external _writePrimitiveType
00007ffb0b1da819 (__TEXT,__text) non-external _writeQualifiedDeclaration
00007ffb0b1da854 (__TEXT,__text) non-external _writeQualifiedDeclarationGroup
00007ffb0b1da8ca (__TEXT,__text) non-external _writeQualifiedType
00007ffb0b1dade2 (__TEXT,__text) non-external _writeQualifierList
00007ffb0b1db607 (__TEXT,__text) non-external _writeRValue
00007ffb0b1db314 (__TEXT,__text) non-external _writeRawCall
00007ffb0b1da251 (__TEXT,__text) non-external _writeReadInput
00007ffb0b1db263 (__TEXT,__text) non-external _writeReturnStatement
00007ffb0b1db8e8 (__TEXT,__text) non-external _writeSAInfo
00007ffb0b1d9e66 (__TEXT,__text) non-external _writeShiftLeft
00007ffb0b1d9ea1 (__TEXT,__text) non-external _writeShiftRight
00007ffb0b1daa5d (__TEXT,__text) non-external _writeStructType
00007ffb0b1d9a5f (__TEXT,__text) non-external _writeSubroutineArrayCall
00007ffb0b1db39e (__TEXT,__text) non-external _writeSubroutineRawCall
00007ffb0b1dada7 (__TEXT,__text) non-external _writeSubroutineTypeList
00007ffb0b1db85a (__TEXT,__text) non-external _writeSubroutineUniform
00007ffb0b1d9e2b (__TEXT,__text) non-external _writeSubtract
00007ffb0b1db101 (__TEXT,__text) non-external _writeSwitchStatement
00007ffb0b1db29e (__TEXT,__text) non-external _writeTopLevel
00007ffb0b1d966c (__TEXT,__text) non-external _writeTypeConversion
00007ffb0b1d97aa (__TEXT,__text) non-external _writeTypeIdentifier
00007ffb0b1d9c53 (__TEXT,__text) non-external _writeUnaryPlus
