00000001827d78e8 (__TEXT,__text) external _CreateLSTMBreakEngine
00000001829f614c (__TEXT,__text) external _u_fclose
00000001829f6044 (__TEXT,__text) external _u_feof
00000001829f609c (__TEXT,__text) external _u_fflush
00000001829f62bc (__TEXT,__text) external _u_fgetConverter
00000001829f62c4 (__TEXT,__text) external _u_fgetNumberFormat
00000001829fa9a0 (__TEXT,__text) external _u_fgetc
00000001829f6204 (__TEXT,__text) external _u_fgetcodepage
00000001829faaac (__TEXT,__text) external _u_fgetcx
00000001829f61b4 (__TEXT,__text) external _u_fgetfile
00000001829f61bc (__TEXT,__text) external _u_fgetlocale
00000001829fa7cc (__TEXT,__text) external _u_fgets
00000001829fab58 (__TEXT,__text) external _u_file_read
00000001829fa5ac (__TEXT,__text) external _u_file_write
00000001829f5cf8 (__TEXT,__text) external _u_finit
0000000182875748 (__TEXT,__text) external _u_flushDefaultConverter
000000018281168c (__TEXT,__text) external _u_foldCase
00000001829f5de8 (__TEXT,__text) external _u_fopen
00000001829f5e40 (__TEXT,__text) external _u_fopen_u
00000001828153d8 (__TEXT,__text) external _u_forDigit
00000001829d329c (__TEXT,__text) external _u_formatMessage
00000001829d3874 (__TEXT,__text) external _u_formatMessageWithError
00000001829f6914 (__TEXT,__text) external _u_fprintf
00000001829f6a98 (__TEXT,__text) external _u_fprintf_u
00000001829fa5b8 (__TEXT,__text) external _u_fputc
00000001829fa548 (__TEXT,__text) external _u_fputs
00000001829f6100 (__TEXT,__text) external _u_frewind
00000001829f8ab0 (__TEXT,__text) external _u_fscanf
00000001829f8bdc (__TEXT,__text) external _u_fscanf_u
00000001829f6244 (__TEXT,__text) external _u_fsetcodepage
00000001829f61c4 (__TEXT,__text) external _u_fsetlocale
00000001829fa09c (__TEXT,__text) external _u_fsettransliterator
00000001829f5fc8 (__TEXT,__text) external _u_fstropen
00000001829faad8 (__TEXT,__text) external _u_fungetc
000000018280bf9c (__TEXT,__text) external _u_getBidiPairedBracket
00000001827b4cfc (__TEXT,__text) external _u_getBinaryPropertySet
00000001827dc640 (__TEXT,__text) external _u_getCombiningClass
00000001827e8fa0 (__TEXT,__text) external _u_getDataDirectory
00000001827bfc38 (__TEXT,__text) external _u_getDataVersion
000000018287563c (__TEXT,__text) external _u_getDefaultConverter
0000000182866c8c (__TEXT,__text) external _u_getFC_NFKC_Closure
00000001828524ec (__TEXT,__text) external _u_getISOComment
00000001827b4f3c (__TEXT,__text) external _u_getIntPropertyMap
0000000182866a14 (__TEXT,__text) external _u_getIntPropertyMaxValue
0000000182866a0c (__TEXT,__text) external _u_getIntPropertyMinValue
0000000182866970 (__TEXT,__text) external _u_getIntPropertyValue
0000000182815154 (__TEXT,__text) external _u_getNumericValue
00000001827e6d18 (__TEXT,__text) external _u_getPropertyEnum
00000001827e6d14 (__TEXT,__text) external _u_getPropertyName
00000001827e6d28 (__TEXT,__text) external _u_getPropertyValueEnum
00000001827e6d24 (__TEXT,__text) external _u_getPropertyValueName
00000001827e9048 (__TEXT,__text) external _u_getTimeZoneFilesDirectory
00000001828153fc (__TEXT,__text) external _u_getUnicodeVersion
00000001827e98fc (__TEXT,__text) external _u_getVersion
00000001829f688c (__TEXT,__text) external _u_get_stdout
0000000182866830 (__TEXT,__text) external _u_hasBinaryProperty
000000018284394c (__TEXT,__text) external _u_init
000000018286685c (__TEXT,__text) external _u_isEmoji
0000000182814eec (__TEXT,__text) external _u_isIDIgnorable
0000000182814e44 (__TEXT,__text) external _u_isIDPart
0000000182814dc0 (__TEXT,__text) external _u_isIDStart
0000000182814834 (__TEXT,__text) external _u_isISOControl
000000018281502c (__TEXT,__text) external _u_isJavaIDPart
0000000182814fa4 (__TEXT,__text) external _u_isJavaIDStart
000000018281490c (__TEXT,__text) external _u_isJavaSpaceChar
000000018280bf94 (__TEXT,__text) external _u_isMirrored
0000000182814540 (__TEXT,__text) external _u_isUAlphabetic
0000000182811640 (__TEXT,__text) external _u_isULowercase
0000000182811660 (__TEXT,__text) external _u_isUUppercase
0000000182814ae4 (__TEXT,__text) external _u_isUWhiteSpace
000000018281498c (__TEXT,__text) external _u_isWhitespace
00000001828145f0 (__TEXT,__text) external _u_isalnum
00000001828144c0 (__TEXT,__text) external _u_isalpha
0000000182814730 (__TEXT,__text) external _u_isbase
0000000182814a48 (__TEXT,__text) external _u_isblank
00000001828147b4 (__TEXT,__text) external _u_iscntrl
00000001828146b8 (__TEXT,__text) external _u_isdefined
0000000182814388 (__TEXT,__text) external _u_isdigit
0000000182814cb4 (__TEXT,__text) external _u_isgraph
0000000182814214 (__TEXT,__text) external _u_islower
0000000182814b04 (__TEXT,__text) external _u_isprint
0000000182814d3c (__TEXT,__text) external _u_ispunct
0000000182814850 (__TEXT,__text) external _u_isspace
000000018281430c (__TEXT,__text) external _u_istitle
0000000182814290 (__TEXT,__text) external _u_isupper
0000000182814404 (__TEXT,__text) external _u_isxdigit
00000001829f5408 (__TEXT,__text) external _u_locbund_close
00000001829f545c (__TEXT,__text) external _u_locbund_getNumberFormat
00000001829f537c (__TEXT,__text) external _u_locbund_init
0000000182878588 (__TEXT,__text) external _u_memcasecmp
000000018287985c (__TEXT,__text) external _u_memchr
000000018287993c (__TEXT,__text) external _u_memchr32
000000018287abe4 (__TEXT,__text) external _u_memcmp
000000018287ac1c (__TEXT,__text) external _u_memcmpCodePointOrder
000000018287ab4c (__TEXT,__text) external _u_memcpy
000000018287ab88 (__TEXT,__text) external _u_memmove
0000000182879b90 (__TEXT,__text) external _u_memrchr
0000000182879c88 (__TEXT,__text) external _u_memrchr32
000000018287abc4 (__TEXT,__text) external _u_memset
00000001829d3948 (__TEXT,__text) external _u_parseMessage
00000001829d3d00 (__TEXT,__text) external _u_parseMessageWithError
00000001829f6a58 (__TEXT,__text) external _u_printf
00000001829f6b28 (__TEXT,__text) external _u_printf_u
00000001828756c4 (__TEXT,__text) external _u_releaseDefaultConverter
0000000182851e68 (__TEXT,__text) external _u_setAtomicIncDecFunctions
00000001827e8e18 (__TEXT,__text) external _u_setDataDirectory
00000001827b64d0 (__TEXT,__text) external _u_setMemoryFunctions
0000000182851e4c (__TEXT,__text) external _u_setMutexFunctions
00000001827e92a0 (__TEXT,__text) external _u_setTimeZoneFilesDirectory
000000018287236c (__TEXT,__text) external _u_shapeArabic
00000001829f5830 (__TEXT,__text) external _u_snprintf
00000001829f585c (__TEXT,__text) external _u_snprintf_u
00000001829f55d8 (__TEXT,__text) external _u_sprintf
00000001829f571c (__TEXT,__text) external _u_sprintf_u
00000001829f5a34 (__TEXT,__text) external _u_sscanf
00000001829f5b60 (__TEXT,__text) external _u_sscanf_u
00000001828784f8 (__TEXT,__text) external _u_strCaseCompare
000000018287a404 (__TEXT,__text) external _u_strCompare
000000018287a288 (__TEXT,__text) external _u_strCompareIter
0000000182879514 (__TEXT,__text) external _u_strFindFirst
00000001828799b4 (__TEXT,__text) external _u_strFindLast
0000000182877e20 (__TEXT,__text) external _u_strFoldCase
000000018287cd10 (__TEXT,__text) external _u_strFromJavaModifiedUTF8WithSub
00000001827e7de8 (__TEXT,__text) external _u_strFromPunycode
000000018287b680 (__TEXT,__text) external _u_strFromUTF32
000000018287b45c (__TEXT,__text) external _u_strFromUTF32WithSub
000000018287c020 (__TEXT,__text) external _u_strFromUTF8
000000018287c030 (__TEXT,__text) external _u_strFromUTF8Lenient
000000018287b8bc (__TEXT,__text) external _u_strFromUTF8WithSub
00000001828762f4 (__TEXT,__text) external _u_strFromWCS
000000018287a5c8 (__TEXT,__text) external _u_strHasMoreChar32Than
000000018287a6b4 (__TEXT,__text) external _u_strIsWellFormed
000000018287d29c (__TEXT,__text) external _u_strToJavaModifiedUTF8
000000018287865c (__TEXT,__text) external _u_strToLower
00000001827e788c (__TEXT,__text) external _u_strToPunycode
0000000182875f90 (__TEXT,__text) external _u_strToTitle
000000018287b8ac (__TEXT,__text) external _u_strToUTF32
000000018287b690 (__TEXT,__text) external _u_strToUTF32WithSub
000000018287cd00 (__TEXT,__text) external _u_strToUTF8
000000018287c498 (__TEXT,__text) external _u_strToUTF8WithSub
00000001828786dc (__TEXT,__text) external _u_strToUpper
00000001828762a0 (__TEXT,__text) external _u_strToWCS
0000000182878544 (__TEXT,__text) external _u_strcasecmp
0000000182879fdc (__TEXT,__text) external _u_strcat
00000001828797e0 (__TEXT,__text) external _u_strchr
00000001828798dc (__TEXT,__text) external _u_strchr32
000000018287a050 (__TEXT,__text) external _u_strcmp
000000018287a430 (__TEXT,__text) external _u_strcmpCodePointOrder
000000018287a4c0 (__TEXT,__text) external _u_strcpy
0000000182879ef8 (__TEXT,__text) external _u_strcspn
0000000182866864 (__TEXT,__text) external _u_stringHasBinaryProperty
0000000182879840 (__TEXT,__text) external _u_strlen
00000001828785cc (__TEXT,__text) external _u_strncasecmp
000000018287a000 (__TEXT,__text) external _u_strncat
000000018287a448 (__TEXT,__text) external _u_strncmp
000000018287a4a8 (__TEXT,__text) external _u_strncmpCodePointOrder
000000018287a4d8 (__TEXT,__text) external _u_strncpy
0000000182879d04 (__TEXT,__text) external _u_strpbrk
0000000182879b2c (__TEXT,__text) external _u_strrchr
0000000182879c1c (__TEXT,__text) external _u_strrchr32
0000000182879c0c (__TEXT,__text) external _u_strrstr
0000000182879f18 (__TEXT,__text) external _u_strspn
00000001828798cc (__TEXT,__text) external _u_strstr
0000000182879f38 (__TEXT,__text) external _u_strtok_r
000000018287b244 (__TEXT,__text) external _u_terminateChars
000000018287b290 (__TEXT,__text) external _u_terminateUChar32s
000000018287b1fc (__TEXT,__text) external _u_terminateUChars
000000018287b2d8 (__TEXT,__text) external _u_terminateWChars
0000000182811680 (__TEXT,__text) external _u_tolower
0000000182811688 (__TEXT,__text) external _u_totitle
0000000182811684 (__TEXT,__text) external _u_toupper
00000001828758c8 (__TEXT,__text) external _u_uastrcpy
00000001828757cc (__TEXT,__text) external _u_uastrncpy
000000018287b020 (__TEXT,__text) external _u_unescape
000000018287ac34 (__TEXT,__text) external _u_unescapeAt
00000001827e9654 (__TEXT,__text) external _u_versionFromString
00000001827e9724 (__TEXT,__text) external _u_versionFromUString
00000001827e97cc (__TEXT,__text) external _u_versionToString
00000001829d32cc (__TEXT,__text) external _u_vformatMessage
00000001829d38a4 (__TEXT,__text) external _u_vformatMessageWithError
00000001829f6940 (__TEXT,__text) external _u_vfprintf
00000001829f6ae4 (__TEXT,__text) external _u_vfprintf_u
00000001829f8adc (__TEXT,__text) external _u_vfscanf
00000001829f8c08 (__TEXT,__text) external _u_vfscanf_u
00000001829d3978 (__TEXT,__text) external _u_vparseMessage
00000001829d3d34 (__TEXT,__text) external _u_vparseMessageWithError
00000001829f560c (__TEXT,__text) external _u_vsnprintf
00000001829f5750 (__TEXT,__text) external _u_vsnprintf_u
00000001829f5820 (__TEXT,__text) external _u_vsprintf
00000001829f5888 (__TEXT,__text) external _u_vsprintf_u
00000001829f5a60 (__TEXT,__text) external _u_vsscanf
00000001829f5b8c (__TEXT,__text) external _u_vsscanf_u
00000001829c8180 (__TEXT,__text) external _uacal_getDayPeriod
00000001829d0e70 (__TEXT,__text) external _uadatpg_remapPatternWithOptions
0000000182848b90 (__TEXT,__text) external _ualoc_canonicalForm
00000001828049d0 (__TEXT,__text) external _ualoc_getAppleParent
0000000182804078 (__TEXT,__text) external _ualoc_getLanguagesForRegion
0000000182804520 (__TEXT,__text) external _ualoc_getRegionsForLanguage
0000000182805464 (__TEXT,__text) external _ualoc_localizationsToUse
00000001829c49ec (__TEXT,__text) external _uameasfmt_close
00000001829c4a18 (__TEXT,__text) external _uameasfmt_format
00000001829c4a24 (__TEXT,__text) external _uameasfmt_formatGetPosition
00000001829c4cec (__TEXT,__text) external _uameasfmt_formatMultiple
00000001829c4cf8 (__TEXT,__text) external _uameasfmt_formatMultipleForFields
00000001829c521c (__TEXT,__text) external _uameasfmt_getMultipleUnitNames
00000001829c5a6c (__TEXT,__text) external _uameasfmt_getUnitCategory
00000001829c5084 (__TEXT,__text) external _uameasfmt_getUnitName
00000001829c547c (__TEXT,__text) external _uameasfmt_getUnitsForUsage
00000001829c48b4 (__TEXT,__text) external _uameasfmt_open
00000001829c5db0 (__TEXT,__text) external _uatmufmt_close
00000001829c5e5c (__TEXT,__text) external _uatmufmt_format
00000001829c62a8 (__TEXT,__text) external _uatmufmt_getListPattern
00000001829c61a4 (__TEXT,__text) external _uatmufmt_getTimePattern
00000001829c5c6c (__TEXT,__text) external _uatmufmt_open
00000001829c5c78 (__TEXT,__text) external _uatmufmt_openWithNumberFormat
00000001829c6188 (__TEXT,__text) external _uatmufmt_parse
00000001829c5ddc (__TEXT,__text) external _uatmufmt_setNumberFormat
0000000182807520 (__TEXT,__text) external _ubidi_close
000000018280a044 (__TEXT,__text) external _ubidi_countParagraphs
000000018280c5a8 (__TEXT,__text) external _ubidi_countRuns
0000000182807648 (__TEXT,__text) external _ubidi_getBaseDirection
000000018280bb44 (__TEXT,__text) external _ubidi_getClass
000000018280a26c (__TEXT,__text) external _ubidi_getClassCallback
000000018280a28c (__TEXT,__text) external _ubidi_getCustomizedClass
0000000182809f24 (__TEXT,__text) external _ubidi_getDirection
0000000182809f84 (__TEXT,__text) external _ubidi_getLength
000000018280c2b8 (__TEXT,__text) external _ubidi_getLevelAt
000000018280c348 (__TEXT,__text) external _ubidi_getLevels
000000018280d1d4 (__TEXT,__text) external _ubidi_getLogicalIndex
000000018280d4f4 (__TEXT,__text) external _ubidi_getLogicalMap
000000018280c460 (__TEXT,__text) external _ubidi_getLogicalRun
000000018280a014 (__TEXT,__text) external _ubidi_getParaLevel
000000018280a18c (__TEXT,__text) external _ubidi_getParagraph
000000018280a074 (__TEXT,__text) external _ubidi_getParagraphByIndex
0000000182809fb4 (__TEXT,__text) external _ubidi_getProcessedLength
0000000182807618 (__TEXT,__text) external _ubidi_getReorderingMode
000000018280763c (__TEXT,__text) external _ubidi_getReorderingOptions
0000000182809fe4 (__TEXT,__text) external _ubidi_getResultLength
0000000182809f54 (__TEXT,__text) external _ubidi_getText
000000018280cf50 (__TEXT,__text) external _ubidi_getVisualIndex
000000018280d78c (__TEXT,__text) external _ubidi_getVisualMap
000000018280cb08 (__TEXT,__text) external _ubidi_getVisualRun
000000018280da94 (__TEXT,__text) external _ubidi_invertMap
00000001828075dc (__TEXT,__text) external _ubidi_isInverse
0000000182809f0c (__TEXT,__text) external _ubidi_isOrderParagraphsLTR
0000000182807304 (__TEXT,__text) external _ubidi_open
0000000182807334 (__TEXT,__text) external _ubidi_openSized
0000000182809f00 (__TEXT,__text) external _ubidi_orderParagraphsLTR
000000018280cc3c (__TEXT,__text) external _ubidi_reorderLogical
000000018280ce18 (__TEXT,__text) external _ubidi_reorderVisual
000000018280a228 (__TEXT,__text) external _ubidi_setClassCallback
00000001828077a0 (__TEXT,__text) external _ubidi_setContext
00000001828075c0 (__TEXT,__text) external _ubidi_setInverse
000000018280bfa0 (__TEXT,__text) external _ubidi_setLine
000000018280784c (__TEXT,__text) external _ubidi_setPara
0000000182809e98 (__TEXT,__text) external _ubidi_setParaWithControls
00000001828075f4 (__TEXT,__text) external _ubidi_setReorderingMode
0000000182807624 (__TEXT,__text) external _ubidi_setReorderingOptions
000000018280e808 (__TEXT,__text) external _ubidi_writeReordered
000000018280e36c (__TEXT,__text) external _ubidi_writeReverse
000000018280db94 (__TEXT,__text) external _ubiditransform_close
000000018280db48 (__TEXT,__text) external _ubiditransform_open
000000018280dbe8 (__TEXT,__text) external _ubiditransform_transform
00000001828156f8 (__TEXT,__text) external _ublock_getCode
000000018280f748 (__TEXT,__text) external _ubrk_clone
000000018280f7ac (__TEXT,__text) external _ubrk_close
000000018280f904 (__TEXT,__text) external _ubrk_countAvailable
000000018280f804 (__TEXT,__text) external _ubrk_current
000000018280f870 (__TEXT,__text) external _ubrk_first
000000018280f8dc (__TEXT,__text) external _ubrk_following
000000018280f900 (__TEXT,__text) external _ubrk_getAvailable
000000018280f9bc (__TEXT,__text) external _ubrk_getBinaryRules
000000018280f974 (__TEXT,__text) external _ubrk_getLocaleByType
000000018280f92c (__TEXT,__text) external _ubrk_getRuleStatus
000000018280f950 (__TEXT,__text) external _ubrk_getRuleStatusVec
000000018280f908 (__TEXT,__text) external _ubrk_isBoundary
000000018280f894 (__TEXT,__text) external _ubrk_last
000000018280f828 (__TEXT,__text) external _ubrk_next
000000018280f15c (__TEXT,__text) external _ubrk_open
000000018280f558 (__TEXT,__text) external _ubrk_openBinaryRules
000000018280f40c (__TEXT,__text) external _ubrk_openRules
000000018280f8b8 (__TEXT,__text) external _ubrk_preceding
000000018280f84c (__TEXT,__text) external _ubrk_previous
000000018280f998 (__TEXT,__text) external _ubrk_refreshUText
000000018280f6b8 (__TEXT,__text) external _ubrk_safeClone
000000018280f7d8 (__TEXT,__text) external _ubrk_setLineWordOpts
000000018280f378 (__TEXT,__text) external _ubrk_setText
000000018280f7e0 (__TEXT,__text) external _ubrk_setUText
00000001827f20bc (__TEXT,__text) external _ubrk_swap
