                 (undefined) external _APP_SANDBOX_READ (from libSystem)
                 (undefined) external _NSTemporaryDirectory (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSURLComponents (from Foundation)
0000000218893808 (__DATA,__data) external _PXR_WORK_THREAD_LIMIT
000000020a4f8568 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoIdEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f8038 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoIfEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f6118 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoIhEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f6648 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoIiEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f6b78 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoIjEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f70a8 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoIxEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f75d8 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoIyEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a529830 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_ValueMightBeTimeVaryingERKNS_12UsdAttributeE
000000020a5292a0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage25_GetBracketingTimeSamplesERKNS_12UsdAttributeEdbPdS4_Pb
000000020a516600 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage25_GetInstancesForPrototypeERKNS_7UsdPrimE
000000020a5288d8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage25_GetTimeSamplesInIntervalERKNS_12UsdAttributeERKNS_10GfIntervalEPNSt3__16vectorIdNS7_9allocatorIdEEEE
000000020a52ac44 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage26HasAuthoredMetadataDictKeyERKNS_7TfTokenES3_
000000020a50ea50 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage26_GetSchemaRelationshipSpecERKNS_15UsdRelationshipE
000000020a507b60 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage27_GetLayerWithStrongestValueENS_11UsdTimeCodeERKNS_12UsdAttributeE
000000020a51a20c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage27_IsValidPathForCreatingPrimERKNS_7SdfPathE
000000020a508700 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage27_MakeResolvedAttributeValueENS_11UsdTimeCodeERKNS_12UsdAttributeEPNS_7VtValueE
000000020a508358 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage28_MakeResolvedAssetPathsValueENS_11UsdTimeCodeERKNS_12UsdAttributeEPNS_7VtValueEb
000000020a52d014 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage29ResolveIdentifierToEditTargetERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
000000020a523a2c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage29_GetStrongestResolvedMetadataERKNS_9UsdObjectERKNS_7TfTokenES6_bPNS_20SdfAbstractDataValueE
000000020a50ed34 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage29_IsObjectDescendantOfInstanceERKNS_7SdfPathE
000000020a5125c0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage31_GetPrimDataAtPathOrInPrototypeERKNS_7SdfPathE
000000020a515918 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage32_GetPrimPathUsingPrimIndexAtPathERKNS_7SdfPathE
000000020a502430 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage32_GetTypeSpecificResolvedMetadataINS_11SdfTimeCodeEEEbRKNS_9UsdObjectERKNS_7TfTokenES8_bPT_
000000020a4ffcc8 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage32_GetTypeSpecificResolvedMetadataINS_12SdfAssetPathEEEbRKNS_9UsdObjectERKNS_7TfTokenES8_bPT_
000000020a504f64 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage32_GetTypeSpecificResolvedMetadataINS_12VtDictionaryEEEbRKNS_9UsdObjectERKNS_7TfTokenES8_bPT_
000000020a5038dc (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage32_GetTypeSpecificResolvedMetadataINS_7VtArrayINS_11SdfTimeCodeEEEEEbRKNS_9UsdObjectERKNS_7TfTokenESA_bPT_
000000020a50107c (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage32_GetTypeSpecificResolvedMetadataINS_7VtArrayINS_12SdfAssetPathEEEEEbRKNS_9UsdObjectERKNS_7TfTokenESA_bPT_
000000020a524db8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage32_GetTypeSpecificResolvedMetadataINSt3__13mapIdNS_7VtValueENS2_4lessIdEENS2_9allocatorINS2_4pairIKdS4_EEEEEEEEbRKNS_9UsdObjectERKNS_7TfTokenESI_bPT_
000000020a529180 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage33_GetNumTimeSamplesFromResolveInfoERKNS_14UsdResolveInfoERKNS_12UsdAttributeE
000000020a529a0c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage39_ValueMightBeTimeVaryingFromResolveInfoERKNS_14UsdResolveInfoERKNS_12UsdAttributeE
000000020a52949c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage40_GetBracketingTimeSamplesFromResolveInfoERKNS_14UsdResolveInfoERKNS_12UsdAttributeEdbPdS7_Pb
000000020a528a18 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage40_GetTimeSamplesInIntervalFromResolveInfoERKNS_14UsdResolveInfoERKNS_12UsdAttributeERKNS_10GfIntervalEPNSt3__16vectorIdNSA_9allocatorIdEEEE
000000020a51f51c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage6ExportERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEEbRKNS1_3mapIS7_S7_NS1_4lessIS7_EENS5_INS1_4pairIS8_S7_EEEEEE
000000020a51e604 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage7FlattenEb
000000020a5280e4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueENS_11UsdTimeCodeERKNS_12UsdAttributeEPNS_7VtValueE
000000020a4f9f18 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_10GfMatrix2dEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fa448 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_10GfMatrix3dEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fa978 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_10GfMatrix4dEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f8860 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_11SdfTimeCodeEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f99d8 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_12SdfAssetPathEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fb908 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7GfQuatdEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fb3d8 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7GfQuatfEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4faea8 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7GfQuathEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fcdc8 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7GfVec2dEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fc898 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7GfVec2fEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fc368 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7GfVec2hEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fbe38 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7GfVec2iEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fe288 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7GfVec3dEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fdd58 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7GfVec3fEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fd828 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7GfVec3hEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fd2f8 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7GfVec3iEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4ff748 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7GfVec4dEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4ff218 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7GfVec4fEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fece8 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7GfVec4hEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fe7b8 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7GfVec4iEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f94a8 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7TfTokenEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fa034 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7VtArrayINS_10GfMatrix2dEEEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fa564 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7VtArrayINS_10GfMatrix3dEEEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4faa94 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7VtArrayINS_10GfMatrix4dEEEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f8980 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7VtArrayINS_11SdfTimeCodeEEEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f9af8 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7VtArrayINS_12SdfAssetPathEEEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fba24 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7VtArrayINS_7GfQuatdEEEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fb4f4 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7VtArrayINS_7GfQuatfEEEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fafc4 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7VtArrayINS_7GfQuathEEEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fcee4 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7VtArrayINS_7GfVec2dEEEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fc9b4 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7VtArrayINS_7GfVec2fEEEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fc484 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7VtArrayINS_7GfVec2hEEEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fbf54 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7VtArrayINS_7GfVec2iEEEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fe3a4 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7VtArrayINS_7GfVec3dEEEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fde74 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7VtArrayINS_7GfVec3fEEEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fd944 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7VtArrayINS_7GfVec3hEEEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fd414 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7VtArrayINS_7GfVec3iEEEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4ff864 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7VtArrayINS_7GfVec4dEEEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4ff334 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7VtArrayINS_7GfVec4fEEEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fee04 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7VtArrayINS_7GfVec4hEEEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fe8d4 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7VtArrayINS_7GfVec4iEEEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f95c4 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7VtArrayINS_7TfTokenEEEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f79ec (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7VtArrayINS_8pxr_half4halfEEEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f9094 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7VtArrayINSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEEEEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f5290 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7VtArrayIbEEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f844c (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7VtArrayIdEEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f7f1c (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7VtArrayIfEEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f5ffc (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7VtArrayIhEEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f652c (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7VtArrayIiEEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f6a5c (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7VtArrayIjEEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f6f8c (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7VtArrayIxEEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f74bc (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_7VtArrayIyEEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f78d0 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINS_8pxr_half4halfEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f8f78 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueINSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEEEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f5174 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueIbEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f8330 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueIdEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f7e00 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueIfEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f5ee0 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueIhEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f6410 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueIiEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f6940 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueIjEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f6e70 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueIxEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f73a0 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_GetValueIyEEbNS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a5219b8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_IsCustomERKNS_11UsdPropertyE
000000020a62a868 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdTyped10_GetTfTypeEv
000000020a62a774 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdTyped13_IsCompatibleEv
000000020a3c0bc0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Usd_Clip14GetLayerIfOpenEv
000000020a3b9758 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Usd_Clip15QueryTimeSampleINS_10GfMatrix2dEEEbRKNS_7SdfPathEdPNS_20Usd_InterpolatorBaseEPT_
000000020a3b9b70 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Usd_Clip15QueryTimeSampleINS_10GfMatrix3dEEEbRKNS_7SdfPathEdPNS_20Usd_InterpolatorBaseEPT_
000000020a3b9f88 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Usd_Clip15QueryTimeSampleINS_10GfMatrix4dEEEbRKNS_7SdfPathEdPNS_20Usd_InterpolatorBaseEPT_
000000020a3b869c (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Usd_Clip15QueryTimeSampleINS_11SdfTimeCodeEEEbRKNS_7SdfPathEdPNS_20Usd_InterpolatorBaseEPT_
000000020a3b9340 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Usd_Clip15QueryTimeSampleINS_12SdfAssetPathEEEbRKNS_7SdfPathEdPNS_20Usd_InterpolatorBaseEPT_
000000020a3be108 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Usd_Clip15QueryTimeSampleINS_20SdfAbstractDataValueEEEbRKNS_7SdfPathEdPNS_20Usd_InterpolatorBaseEPT_
000000020a3babd0 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Usd_Clip15QueryTimeSampleINS_7GfQuatdEEEbRKNS_7SdfPathEdPNS_20Usd_InterpolatorBaseEPT_
000000020a3ba7b8 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Usd_Clip15QueryTimeSampleINS_7GfQuatfEEEbRKNS_7SdfPathEdPNS_20Usd_InterpolatorBaseEPT_
000000020a3ba3a0 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Usd_Clip15QueryTimeSampleINS_7GfQuathEEEbRKNS_7SdfPathEdPNS_20Usd_InterpolatorBaseEPT_
000000020a3bbc30 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Usd_Clip15QueryTimeSampleINS_7GfVec2dEEEbRKNS_7SdfPathEdPNS_20Usd_InterpolatorBaseEPT_
000000020a3bb818 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Usd_Clip15QueryTimeSampleINS_7GfVec2fEEEbRKNS_7SdfPathEdPNS_20Usd_InterpolatorBaseEPT_
000000020a3bb400 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Usd_Clip15QueryTimeSampleINS_7GfVec2hEEEbRKNS_7SdfPathEdPNS_20Usd_InterpolatorBaseEPT_
000000020a3bafe8 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Usd_Clip15QueryTimeSampleINS_7GfVec2iEEEbRKNS_7SdfPathEdPNS_20Usd_InterpolatorBaseEPT_
000000020a3bcc90 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Usd_Clip15QueryTimeSampleINS_7GfVec3dEEEbRKNS_7SdfPathEdPNS_20Usd_InterpolatorBaseEPT_
000000020a3bc878 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Usd_Clip15QueryTimeSampleINS_7GfVec3fEEEbRKNS_7SdfPathEdPNS_20Usd_InterpolatorBaseEPT_
000000020a3bc460 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Usd_Clip15QueryTimeSampleINS_7GfVec3hEEEbRKNS_7SdfPathEdPNS_20Usd_InterpolatorBaseEPT_
000000020a3bc048 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Usd_Clip15QueryTimeSampleINS_7GfVec3iEEEbRKNS_7SdfPathEdPNS_20Usd_InterpolatorBaseEPT_
000000020a3bdcf0 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Usd_Clip15QueryTimeSampleINS_7GfVec4dEEEbRKNS_7SdfPathEdPNS_20Usd_InterpolatorBaseEPT_
000000020a3bd8d8 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Usd_Clip15QueryTimeSampleINS_7GfVec4fEEEbRKNS_7SdfPathEdPNS_20Usd_InterpolatorBaseEPT_
000000020a3bd4c0 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Usd_Clip15QueryTimeSampleINS_7GfVec4hEEEbRKNS_7SdfPathEdPNS_20Usd_InterpolatorBaseEPT_
000000020a3bd0a8 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Usd_Clip15QueryTimeSampleINS_7GfVec4iEEEbRKNS_7SdfPathEdPNS_20Usd_InterpolatorBaseEPT_
