0000000298c0f830 (__DATA_DIRTY,__common) external _AfterColour
000000029bf9f798 (__AUTH_CONST,__const) external __ZTVN4llvm3vfs17OverlayFileSystemE
000000029bf9f840 (__AUTH_CONST,__const) external __ZTVN4llvm3vfs18InMemoryFileSystemE
000000029bfa04e8 (__AUTH_CONST,__const) external __ZTVN4llvm3vfs18NullOutputFileImplE
000000029bfa00b0 (__AUTH_CONST,__const) external __ZTVN4llvm3vfs18ProxyOutputBackendE
000000029bfa00e8 (__AUTH_CONST,__const) external __ZTVN4llvm3vfs19OnDiskOutputBackendE
000000029bf9f940 (__AUTH_CONST,__const) external __ZTVN4llvm3vfs19StatCacheFileSystemE
000000029bfa0448 (__AUTH_CONST,__const) external __ZTVN4llvm3vfs19TempFileOutputErrorE
000000029bf9f8c0 (__AUTH_CONST,__const) external __ZTVN4llvm3vfs21RedirectingFileSystemE
000000029bf9fad0 (__AUTH_CONST,__const) external __ZTVN4llvm3vfs4FileE
000000029bf9f818 (__AUTH_CONST,__const) external __ZTVN4llvm3vfs6detail11DirIterImplE
000000029bf70568 (__AUTH_CONST,__const) external __ZTVN4llvm42DiagnosticInfoIgnoringInvalidDebugMetadataE
000000029bf71c38 (__AUTH_CONST,__const) external __ZTVN4llvm4PassE
000000029bfa0678 (__AUTH_CONST,__const) external __ZTVN4llvm4yaml10ScalarNodeE
000000029bfa06d8 (__AUTH_CONST,__const) external __ZTVN4llvm4yaml11MappingNodeE
000000029bfa06b8 (__AUTH_CONST,__const) external __ZTVN4llvm4yaml12KeyValueNodeE
000000029bfa06f8 (__AUTH_CONST,__const) external __ZTVN4llvm4yaml12SequenceNodeE
000000029bfa0698 (__AUTH_CONST,__const) external __ZTVN4llvm4yaml15BlockScalarNodeE
000000029bfa0738 (__AUTH_CONST,__const) external __ZTVN4llvm4yaml2IOE
000000029bfa0638 (__AUTH_CONST,__const) external __ZTVN4llvm4yaml4NodeE
000000029bfa0aa8 (__AUTH_CONST,__const) external __ZTVN4llvm4yaml5Input10EmptyHNodeE
000000029bfa0ad0 (__AUTH_CONST,__const) external __ZTVN4llvm4yaml5Input11ScalarHNodeE
000000029bfa0b20 (__AUTH_CONST,__const) external __ZTVN4llvm4yaml5Input13SequenceHNodeE
000000029bfa0a80 (__AUTH_CONST,__const) external __ZTVN4llvm4yaml5Input5HNodeE
000000029bfa0af8 (__AUTH_CONST,__const) external __ZTVN4llvm4yaml5Input8MapHNodeE
000000029bfa0850 (__AUTH_CONST,__const) external __ZTVN4llvm4yaml5InputE
000000029bfa0968 (__AUTH_CONST,__const) external __ZTVN4llvm4yaml6OutputE
000000029bfa0658 (__AUTH_CONST,__const) external __ZTVN4llvm4yaml8NullNodeE
000000029bfa0718 (__AUTH_CONST,__const) external __ZTVN4llvm4yaml9AliasNodeE
000000029bf8b430 (__AUTH_CONST,__const) external __ZTVN4llvm5WinEH13UnwindEmitterE
000000029bf72bd8 (__AUTH_CONST,__const) external __ZTVN4llvm5dwarf3CIEE
000000029bf72c00 (__AUTH_CONST,__const) external __ZTVN4llvm5dwarf3FDEE
000000029bf9ed08 (__AUTH_CONST,__const) external __ZTVN4llvm6detail14format_adapterE
000000029bf712e8 (__AUTH_CONST,__const) external __ZTVN4llvm6legacy11PassManagerE
000000029bf71668 (__AUTH_CONST,__const) external __ZTVN4llvm6legacy15PassManagerBaseE
000000029bf71548 (__AUTH_CONST,__const) external __ZTVN4llvm6legacy15PassManagerImplE
000000029bf712c0 (__AUTH_CONST,__const) external __ZTVN4llvm6legacy19FunctionPassManagerE
000000029bf71428 (__AUTH_CONST,__const) external __ZTVN4llvm6legacy23FunctionPassManagerImplE
000000029bf8db58 (__AUTH_CONST,__const) external __ZTVN4llvm6object10ObjectFileE
000000029bf8d660 (__AUTH_CONST,__const) external __ZTVN4llvm6object11BinaryErrorE
000000029bf8d6f8 (__AUTH_CONST,__const) external __ZTVN4llvm6object12IRObjectFileE
000000029bf8e248 (__AUTH_CONST,__const) external __ZTVN4llvm6object12SymbolicFileE
000000029bf8e338 (__AUTH_CONST,__const) external __ZTVN4llvm6object13TapiUniversalE
000000029bf8c8f8 (__AUTH_CONST,__const) external __ZTVN4llvm6object14COFFObjectFileE
000000029bf8e360 (__AUTH_CONST,__const) external __ZTVN4llvm6object14WasmObjectFileE
000000029bf8d748 (__AUTH_CONST,__const) external __ZTVN4llvm6object15MachOObjectFileE
000000029bf8e598 (__AUTH_CONST,__const) external __ZTVN4llvm6object15XCOFFObjectFileE
000000029bf8cb20 (__AUTH_CONST,__const) external __ZTVN4llvm6object17ELFObjectFileBaseE
000000029bf8d610 (__AUTH_CONST,__const) external __ZTVN4llvm6object18GenericBinaryErrorE
000000029bf8d938 (__AUTH_CONST,__const) external __ZTVN4llvm6object18MetalLibObjectFileE
000000029bf8c760 (__AUTH_CONST,__const) external __ZTVN4llvm6object19ArchiveMemberHeaderE
000000029bf8d908 (__AUTH_CONST,__const) external __ZTVN4llvm6object20MachOUniversalBinaryE
000000029bf8c7e0 (__AUTH_CONST,__const) external __ZTVN4llvm6object22BigArchiveMemberHeaderE
000000029bf8c6e0 (__AUTH_CONST,__const) weak external __ZTVN4llvm6object25CommonArchiveMemberHeaderINS0_15BigArMemHdrTypeEEE
000000029bf8c660 (__AUTH_CONST,__const) weak external __ZTVN4llvm6object25CommonArchiveMemberHeaderINS0_16UnixArMemHdrTypeEEE
000000029bf8c8d0 (__AUTH_CONST,__const) external __ZTVN4llvm6object6BinaryE
000000029bf8c860 (__AUTH_CONST,__const) external __ZTVN4llvm6object7ArchiveE
000000029bf8e2e8 (__AUTH_CONST,__const) external __ZTVN4llvm6object8TapiFileE
000000029bf9e8d0 (__AUTH_CONST,__const) external __ZTVN4llvm7ECErrorE
000000029bf66218 (__AUTH_CONST,__const) external __ZTVN4llvm7SpillerE
000000029bfa5f58 (__AUTH_CONST,__const) external __ZTVN4llvm7VPValueE
000000029bf8ae88 (__AUTH_CONST,__const) external __ZTVN4llvm7Win64EH13UnwindEmitterE
000000029bf8aeb8 (__AUTH_CONST,__const) external __ZTVN4llvm7Win64EH18ARM64UnwindEmitterE
000000029bf60428 (__AUTH_CONST,__const) external __ZTVN4llvm7objcarc20ObjCARCAAWrapperPassE
000000029bf97280 (__AUTH_CONST,__const) external __ZTVN4llvm7remarks16YAMLRemarkParserE
000000029bf97310 (__AUTH_CONST,__const) external __ZTVN4llvm7remarks18YAMLMetaSerializerE
000000029bf972e0 (__AUTH_CONST,__const) external __ZTVN4llvm7remarks20YAMLRemarkSerializerE
000000029bf97180 (__AUTH_CONST,__const) external __ZTVN4llvm7remarks21BitstreamRemarkParserE
000000029bf972b0 (__AUTH_CONST,__const) external __ZTVN4llvm7remarks22YAMLStrTabRemarkParserE
000000029bf971d8 (__AUTH_CONST,__const) external __ZTVN4llvm7remarks23BitstreamMetaSerializerE
000000029bf97368 (__AUTH_CONST,__const) external __ZTVN4llvm7remarks24YAMLStrTabMetaSerializerE
000000029bf971a8 (__AUTH_CONST,__const) external __ZTVN4llvm7remarks25BitstreamRemarkSerializerE
000000029bf97338 (__AUTH_CONST,__const) external __ZTVN4llvm7remarks26YAMLStrTabRemarkSerializerE
000000029bfa62e8 (__AUTH_CONST,__const) external __ZTVN4llvm8AsmLexerE
000000029bf63928 (__AUTH_CONST,__const) external __ZTVN4llvm8CFIFixupE
000000029bf5f230 (__AUTH_CONST,__const) external __ZTVN4llvm8LoopPassE
000000029bf70b30 (__AUTH_CONST,__const) external __ZTVN4llvm8NoFolderE
000000029bf9ea08 (__AUTH_CONST,__const) external __ZTVN4llvm8RTTIRootE
000000029bf71fc8 (__AUTH_CONST,__const) external __ZTVN4llvm8coverage16CoverageMapErrorE
000000029bf72060 (__AUTH_CONST,__const) external __ZTVN4llvm8coverage20BinaryCoverageReaderE
000000029bf73290 (__AUTH_CONST,__const) external __ZTVN4llvm9DWARFUnitE
000000029bf9e968 (__AUTH_CONST,__const) external __ZTVN4llvm9ErrorListE
000000029bf9e9b8 (__AUTH_CONST,__const) external __ZTVN4llvm9FileErrorE
000000029bf774d0 (__AUTH_CONST,__const) external __ZTVN4llvm9GPUSDISelE
000000029bfa2e30 (__AUTH_CONST,__const) external __ZTVN4llvm9IVVisitorE
000000029bf876c8 (__AUTH_CONST,__const) external __ZTVN4llvm9MCAsmInfoE
000000029bf89b20 (__AUTH_CONST,__const) external __ZTVN4llvm9MCSectionE
000000029bf718e0 (__AUTH_CONST,__const) external __ZTVN4llvm9OptBisectE
000000029bf60610 (__AUTH_CONST,__const) external __ZTVN4llvm9PhiValues19PhiValuesCallbackVHE
                 (undefined) external __ZTVNSt3__114basic_ifstreamIcNS_11char_traitsIcEEEE (from libc++)
                 (undefined) external __ZTVNSt3__114basic_ofstreamIcNS_11char_traitsIcEEEE (from libc++)
                 (undefined) external __ZTVNSt3__115basic_streambufIcNS_11char_traitsIcEEEE (from libc++)
                 (undefined) external __ZTVNSt3__115basic_stringbufIcNS_11char_traitsIcEENS_9allocatorIcEEEE (from libc++)
                 (undefined) external __ZTVNSt3__118basic_stringstreamIcNS_11char_traitsIcEENS_9allocatorIcEEEE (from libc++)
                 (undefined) external __ZTVNSt3__119basic_ostringstreamIcNS_11char_traitsIcEENS_9allocatorIcEEEE (from libc++)
0000000244e21f58 (__TEXT,__text) external __ZTWN4llvm24ThisThreadsStreamIDTokenE
000000024456da38 (__TEXT,__text) external __ZThn8_N4llvm14PassNameParserD0Ev
000000024456d988 (__TEXT,__text) external __ZThn8_N4llvm14PassNameParserD1Ev
0000000295833046 (__DATA,__data) weak external __ZZN11flatbuffers4dataINS_6OffsetIN16AGCCodeGenerator11ShaderPhaseEEENSt3__19allocatorIS4_EEEEPKT_RKNS5_6vectorIS8_T0_EEE1t
0000000295833042 (__DATA,__data) weak external __ZZN11flatbuffers4dataINS_6OffsetIN16AGCCodeGenerator13BufferBindingEEENSt3__19allocatorIS4_EEEEPKT_RKNS5_6vectorIS8_T0_EEE1t
0000000295833043 (__DATA,__data) weak external __ZZN11flatbuffers4dataINS_6OffsetIN16AGCCodeGenerator14TextureBindingEEENSt3__19allocatorIS4_EEEEPKT_RKNS5_6vectorIS8_T0_EEE1t
0000000295833044 (__DATA,__data) weak external __ZZN11flatbuffers4dataINS_6OffsetIN16AGCCodeGenerator15ConstantBindingEEENSt3__19allocatorIS4_EEEEPKT_RKNS5_6vectorIS8_T0_EEE1t
0000000295833047 (__DATA,__data) weak external __ZZN11flatbuffers4dataINS_6OffsetIN16AGCCodeGenerator23FragmentShaderIterationEEENSt3__19allocatorIS4_EEEEPKT_RKNS5_6vectorIS8_T0_EEE1t
0000000295833041 (__DATA,__data) weak external __ZZN11flatbuffers4dataINS_6OffsetIN16AGCCodeGenerator7DMAInfoEEENSt3__19allocatorIS4_EEEEPKT_RKNS5_6vectorIS8_T0_EEE1t
0000000295833048 (__DATA,__data) weak external __ZZN11flatbuffers4dataINS_6OffsetIN16AGCCodeGenerator9VIDMAInfoEEENSt3__19allocatorIS4_EEEEPKT_RKNS5_6vectorIS8_T0_EEE1t
0000000295832ed8 (__DATA,__data) weak external __ZZN11flatbuffers4dataINS_6OffsetINS_6StringEEENSt3__19allocatorIS3_EEEEPKT_RKNS4_6vectorIS7_T0_EEE1t
0000000295833045 (__DATA,__data) weak external __ZZN11flatbuffers4dataIhNSt3__19allocatorIhEEEEPKT_RKNS1_6vectorIS4_T0_EEE1t
0000000295833040 (__DATA,__data) weak external __ZZN11flatbuffers4dataIjNSt3__19allocatorIjEEEEPKT_RKNS1_6vectorIS4_T0_EEE1t
                 (undefined) external __ZdaPvSt19__type_descriptor_t (from libc++)
                 (undefined) external __ZdlPv (from libc++)
                 (undefined) external __ZdlPvSt11align_val_t (from libc++)
                 (undefined) external __ZdlPvSt19__type_descriptor_t (from libc++)
                 (undefined) external __ZnamSt19__type_descriptor_t (from libc++)
                 (undefined) external __Znwm (from libc++)
                 (undefined) external __ZnwmRKSt9nothrow_t (from libc++)
                 (undefined) external __ZnwmSt11align_val_t (from libc++)
                 (undefined) external __ZnwmSt19__type_descriptor_t (from libc++)
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___chkstk_darwin (from libSystem)
                 (undefined) external ___cxa_atexit (from libSystem)
                 (undefined) external ___cxa_guard_acquire (from libc++)
                 (undefined) external ___cxa_guard_release (from libc++)
                 (undefined) external ___cxa_pure_virtual (from libc++)
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___exp10 (from libSystem)
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
                 (undefined) external __exit (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __tlv_bootstrap (from libSystem)
                 (undefined) external _abort (from libSystem)
                 (undefined) external _access (from libSystem)
                 (undefined) external _acos (from libSystem)
                 (undefined) external _alarm (from libSystem)
                 (undefined) external _arc4random (from libSystem)
                 (undefined) external _asin (from libSystem)
                 (undefined) external _atan (from libSystem)
                 (undefined) external _atan2 (from libSystem)
                 (undefined) external _atoi (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _ceil (from libSystem)
                 (undefined) external _chdir (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
                 (undefined) external _closedir (from libSystem)
                 (undefined) external _confstr (from libSystem)
                 (undefined) external _connect (from libSystem)
                 (undefined) external _copyfile (from libSystem)
                 (undefined) external _cos (from libSystem)
                 (undefined) external _cosh (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
                 (undefined) external _dup2 (from libSystem)
                 (undefined) external _execv (from libSystem)
                 (undefined) external _execve (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _exp (from libSystem)
                 (undefined) external _exp2 (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feclearexcept (from libSystem)
                 (undefined) external _fetestexcept (from libSystem)
                 (undefined) external _floor (from libSystem)
                 (undefined) external _fork (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _fstatfs (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _getaddrinfo (from libSystem)
                 (undefined) external _getcwd (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _gethostuuid (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getpriority (from libSystem)
                 (undefined) external _getpwnam (from libSystem)
                 (undefined) external _getpwuid (from libSystem)
                 (undefined) external _getrlimit (from libSystem)
                 (undefined) external _getsid (from libSystem)
                 (undefined) external _getuid (from libSystem)
0000000298c03da0 (__DATA_DIRTY,__common) external _init_flag
                 (undefined) external _isatty (from libSystem)
                 (undefined) external _kCFAllocatorNull (from CoreFoundation)
                 (undefined) external _kill (from libSystem)
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _link (from libSystem)
000000024564e128 (__TEXT,__text) external _llvm_blake3_hasher_finalize
000000024564e180 (__TEXT,__text) external _llvm_blake3_hasher_finalize_seek
000000024564d39c (__TEXT,__text) external _llvm_blake3_hasher_init
000000024564e138 (__TEXT,__text) external _llvm_blake3_hasher_init_derive_key
000000024564d3d8 (__TEXT,__text) external _llvm_blake3_hasher_init_derive_key_raw
0000000244df1f94 (__TEXT,__text) external _llvm_blake3_hasher_init_keyed
0000000244df1fcc (__TEXT,__text) external _llvm_blake3_hasher_reset
000000024564d4f4 (__TEXT,__text) external _llvm_blake3_hasher_update
0000000244df1f88 (__TEXT,__text) external _llvm_blake3_version
0000000244e8e430 (__TEXT,__text) external _llvm_regcomp
00000002456add9c (__TEXT,__text) external _llvm_regerror
0000000244e9103c (__TEXT,__text) external _llvm_regexec
00000002456adee8 (__TEXT,__text) external _llvm_regfree
00000002456adf84 (__TEXT,__text) external _llvm_strlcpy
                 (undefined) external _localtime_r (from libSystem)
                 (undefined) external _log (from libSystem)
                 (undefined) external _log10 (from libSystem)
                 (undefined) external _log2 (from libSystem)
                 (undefined) external _log2f (from libSystem)
                 (undefined) external _longjmp (from libSystem)
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _mach_thread_self (from libSystem)
                 (undefined) external _malloc_default_zone (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
                 (undefined) external _malloc_zone_statistics (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _modf (from libSystem)
                 (undefined) external _mprotect (from libSystem)
                 (undefined) external _msync (from libSystem)
                 (undefined) external _munmap (from libSystem)
                 (undefined) external _open (from libSystem)
                 (undefined) external _opendir (from libSystem)
                 (undefined) external _os_fault_with_payload (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_variant_has_internal_diagnostics (from libSystem)
                 (undefined) external _posix_madvise (from libSystem)
                 (undefined) external _posix_spawn (from libSystem)
                 (undefined) external _posix_spawn_file_actions_adddup2 (from libSystem)
                 (undefined) external _posix_spawn_file_actions_addopen (from libSystem)
                 (undefined) external _posix_spawn_file_actions_destroy (from libSystem)
                 (undefined) external _posix_spawn_file_actions_init (from libSystem)
                 (undefined) external _pow (from libSystem)
                 (undefined) external _pread (from libSystem)
                 (undefined) external _printf (from libSystem)
                 (undefined) external _proc_pid_rusage (from libSystem)
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_detach (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_key_delete (from libSystem)
                 (undefined) external _pthread_rwlock_destroy (from libSystem)
                 (undefined) external _pthread_rwlock_init (from libSystem)
                 (undefined) external _pthread_rwlock_rdlock (from libSystem)
                 (undefined) external _pthread_rwlock_unlock (from libSystem)
                 (undefined) external _pthread_rwlock_wrlock (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setname_np (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_sigmask (from libSystem)
                 (undefined) external _putchar (from libSystem)
