000000018429a390 (__TEXT,__text) external _CreateLSTMBreakEngine
00000001842f7d1c (__TEXT,__text) external _uidna_compare
00000001843308f8 (__TEXT,__text) external _uidna_labelToASCII
0000000184330e1c (__TEXT,__text) external _uidna_labelToASCII_UTF8
0000000184330b0c (__TEXT,__text) external _uidna_labelToUnicode
0000000184330f74 (__TEXT,__text) external _uidna_labelToUnicodeUTF8
0000000184330c94 (__TEXT,__text) external _uidna_nameToASCII
00000001843310cc (__TEXT,__text) external _uidna_nameToASCII_UTF8
00000001842428f0 (__TEXT,__text) external _uidna_nameToUnicode
0000000184331224 (__TEXT,__text) external _uidna_nameToUnicodeUTF8
00000001842422b8 (__TEXT,__text) external _uidna_openUTS46
00000001842f718c (__TEXT,__text) external _uidna_toASCII
00000001842f7788 (__TEXT,__text) external _uidna_toUnicode
00000001842f8c14 (__TEXT,__text) external _uiter_current32
00000001842f8de0 (__TEXT,__text) external _uiter_getState
00000001842f8ce0 (__TEXT,__text) external _uiter_next32
00000001842f8d60 (__TEXT,__text) external _uiter_previous32
00000001842f8a60 (__TEXT,__text) external _uiter_setCharacterIterator
00000001842f8ac4 (__TEXT,__text) external _uiter_setReplaceable
00000001842f8df8 (__TEXT,__text) external _uiter_setState
00000001842f88bc (__TEXT,__text) external _uiter_setString
00000001842f895c (__TEXT,__text) external _uiter_setUTF16BE
00000001842f8b6c (__TEXT,__text) external _uiter_setUTF8
000000018428c510 (__TEXT,__text) external _uldn_close
000000018428c5a0 (__TEXT,__text) external _uldn_getContext
000000018428c57c (__TEXT,__text) external _uldn_getDialectHandling
000000018428c534 (__TEXT,__text) external _uldn_getLocale
000000018428cc38 (__TEXT,__text) external _uldn_keyDisplayName
000000018428cd68 (__TEXT,__text) external _uldn_keyValueDisplayName
000000018428c718 (__TEXT,__text) external _uldn_languageDisplayName
000000018428c5d0 (__TEXT,__text) external _uldn_localeDisplayName
000000018428c398 (__TEXT,__text) external _uldn_open
000000018428c448 (__TEXT,__text) external _uldn_openForContext
000000018428c9d8 (__TEXT,__text) external _uldn_regionDisplayName
000000018428c978 (__TEXT,__text) external _uldn_scriptCodeDisplayName
000000018428c848 (__TEXT,__text) external _uldn_scriptDisplayName
000000018428cb08 (__TEXT,__text) external _uldn_variantDisplayName
00000001842fa1fc (__TEXT,__text) external _ulist_addItemBeginList
00000001842250c4 (__TEXT,__text) external _ulist_addItemEndList
0000000184225200 (__TEXT,__text) external _ulist_close_keyword_values_iterator
00000001842fa2c4 (__TEXT,__text) external _ulist_containsString
00000001842fa430 (__TEXT,__text) external _ulist_count_keyword_values
000000018422506c (__TEXT,__text) external _ulist_createEmptyList
0000000184225244 (__TEXT,__text) external _ulist_deleteList
00000001842fa478 (__TEXT,__text) external _ulist_getListFromEnum
00000001842fa41c (__TEXT,__text) external _ulist_getListSize
00000001842fa3f8 (__TEXT,__text) external _ulist_getNext
000000018422519c (__TEXT,__text) external _ulist_next_keyword_value
00000001842fa348 (__TEXT,__text) external _ulist_removeString
000000018422518c (__TEXT,__text) external _ulist_resetList
00000001842fa454 (__TEXT,__text) external _ulist_reset_keyword_values_iterator
000000018443f62c (__TEXT,__text) external _ulistfmt_close
000000018443f714 (__TEXT,__text) external _ulistfmt_closeResult
000000018443f774 (__TEXT,__text) external _ulistfmt_format
000000018443fb1c (__TEXT,__text) external _ulistfmt_formatStringsToResult
000000018443f288 (__TEXT,__text) external _ulistfmt_open
000000018443f354 (__TEXT,__text) external _ulistfmt_openForType
000000018443f650 (__TEXT,__text) external _ulistfmt_openResult
000000018443f438 (__TEXT,__text) external _ulistfmt_openWithPatterns
000000018443f6c8 (__TEXT,__text) external _ulistfmt_resultAsValue
00000001842865d4 (__TEXT,__text) external _uloc_acceptLanguage
0000000184286a1c (__TEXT,__text) external _uloc_acceptLanguageFromHTTP
0000000184208ff8 (__TEXT,__text) external _uloc_addLikelySubtags
00000001842090e8 (__TEXT,__text) external _uloc_canonicalize
00000001842697a8 (__TEXT,__text) external _uloc_countAvailable
0000000184301078 (__TEXT,__text) external _uloc_forLanguageTag
0000000184269874 (__TEXT,__text) external _uloc_getAvailable
0000000184208e18 (__TEXT,__text) external _uloc_getBaseName
00000001842614c8 (__TEXT,__text) external _uloc_getCharacterOrientation
0000000184209528 (__TEXT,__text) external _uloc_getCountry
0000000184209e24 (__TEXT,__text) external _uloc_getDefault
000000018426246c (__TEXT,__text) external _uloc_getDisplayCountry
00000001842888ec (__TEXT,__text) external _uloc_getDisplayKeyword
0000000184288960 (__TEXT,__text) external _uloc_getDisplayKeywordValue
0000000184209a7c (__TEXT,__text) external _uloc_getDisplayLanguage
0000000184261b68 (__TEXT,__text) external _uloc_getDisplayName
0000000184288064 (__TEXT,__text) external _uloc_getDisplayScript
00000001842625b4 (__TEXT,__text) external _uloc_getDisplayVariant
00000001842fd6ec (__TEXT,__text) external _uloc_getISO3Country
00000001842fd60c (__TEXT,__text) external _uloc_getISO3Language
00000001842fd9dc (__TEXT,__text) external _uloc_getISOCountries
0000000184269954 (__TEXT,__text) external _uloc_getISOLanguages
000000018420dec0 (__TEXT,__text) external _uloc_getKeywordValue
00000001842fd7cc (__TEXT,__text) external _uloc_getLCID
0000000184209294 (__TEXT,__text) external _uloc_getLanguage
0000000184297508 (__TEXT,__text) external _uloc_getLineOrientation
0000000184233598 (__TEXT,__text) external _uloc_getLocaleForLCID
000000018420a1a0 (__TEXT,__text) external _uloc_getName
0000000184208f2c (__TEXT,__text) external _uloc_getParent
0000000184209384 (__TEXT,__text) external _uloc_getScript
0000000184209a9c (__TEXT,__text) external _uloc_getTableStringWithFallback
0000000184209618 (__TEXT,__text) external _uloc_getVariant
000000018429385c (__TEXT,__text) external _uloc_isRightToLeft
000000018423369c (__TEXT,__text) external _uloc_minimizeSubtags
0000000184287718 (__TEXT,__text) external _uloc_openAvailableByType
0000000184260720 (__TEXT,__text) external _uloc_openKeywordList
0000000184209708 (__TEXT,__text) external _uloc_openKeywords
00000001842fd9c8 (__TEXT,__text) external _uloc_setDefault
0000000184213b74 (__TEXT,__text) external _uloc_setKeywordValue
000000018426273c (__TEXT,__text) external _uloc_toLanguageTag
00000001842fdbf0 (__TEXT,__text) external _uloc_toLegacyKey
00000001842fdd0c (__TEXT,__text) external _uloc_toLegacyType
00000001842fd9e8 (__TEXT,__text) external _uloc_toUnicodeLocaleKey
00000001842fdad4 (__TEXT,__text) external _uloc_toUnicodeLocaleType
0000000184302f8c (__TEXT,__text) external _ulocale_close
0000000184302fec (__TEXT,__text) external _ulocale_getBaseName
0000000184302ff8 (__TEXT,__text) external _ulocale_getKeywordValue
0000000184303218 (__TEXT,__text) external _ulocale_getKeywords
0000000184302fb0 (__TEXT,__text) external _ulocale_getLanguage
0000000184302fe0 (__TEXT,__text) external _ulocale_getLocaleID
0000000184302fc8 (__TEXT,__text) external _ulocale_getRegion
0000000184302fbc (__TEXT,__text) external _ulocale_getScript
0000000184303108 (__TEXT,__text) external _ulocale_getUnicodeKeywordValue
0000000184303280 (__TEXT,__text) external _ulocale_getUnicodeKeywords
0000000184302fd4 (__TEXT,__text) external _ulocale_getVariant
00000001843032e8 (__TEXT,__text) external _ulocale_isBogus
0000000184302eb4 (__TEXT,__text) external _ulocale_openForLanguageTag
0000000184302e1c (__TEXT,__text) external _ulocale_openForLocaleID
000000018430368c (__TEXT,__text) external _ulocbld_addUnicodeLocaleAttribute
0000000184303494 (__TEXT,__text) external _ulocbld_adoptULocale
0000000184303a0c (__TEXT,__text) external _ulocbld_buildLanguageTag
00000001843038f8 (__TEXT,__text) external _ulocbld_buildLocaleID
0000000184303844 (__TEXT,__text) external _ulocbld_buildULocale
000000018430382c (__TEXT,__text) external _ulocbld_clear
0000000184303838 (__TEXT,__text) external _ulocbld_clearExtensions
0000000184303328 (__TEXT,__text) external _ulocbld_close
0000000184303b44 (__TEXT,__text) external _ulocbld_copyErrorTo
00000001843032fc (__TEXT,__text) external _ulocbld_open
00000001843036e4 (__TEXT,__text) external _ulocbld_removeUnicodeLocaleAttribute
000000018430373c (__TEXT,__text) external _ulocbld_setExtension
000000018430352c (__TEXT,__text) external _ulocbld_setLanguage
00000001843034d4 (__TEXT,__text) external _ulocbld_setLanguageTag
000000018430334c (__TEXT,__text) external _ulocbld_setLocale
00000001843035dc (__TEXT,__text) external _ulocbld_setRegion
0000000184303584 (__TEXT,__text) external _ulocbld_setScript
00000001843037a0 (__TEXT,__text) external _ulocbld_setUnicodeLocaleKeyword
0000000184303634 (__TEXT,__text) external _ulocbld_setVariant
0000000184260d64 (__TEXT,__text) external _ulocdata_close
0000000184303ed0 (__TEXT,__text) external _ulocdata_getCLDRVersion
0000000184303b6c (__TEXT,__text) external _ulocdata_getDelimiter
0000000184260b9c (__TEXT,__text) external _ulocdata_getExemplarSet
0000000184303f4c (__TEXT,__text) external _ulocdata_getLocaleDisplayPattern
0000000184304090 (__TEXT,__text) external _ulocdata_getLocaleSeparator
00000001842625d4 (__TEXT,__text) external _ulocdata_getMeasurementSystem
0000000184303b64 (__TEXT,__text) external _ulocdata_getNoSubstitute
0000000184303e28 (__TEXT,__text) external _ulocdata_getPaperSize
0000000184260ae0 (__TEXT,__text) external _ulocdata_open
0000000184303b5c (__TEXT,__text) external _ulocdata_setNoSubstitute
0000000184293e18 (__TEXT,__text) external _ulocimp_setRegionToSupplementalRegion
00000001843a9ac0 (__TEXT,__text) external _umeas_getPrefixBase
00000001843a9aa4 (__TEXT,__text) external _umeas_getPrefixPower
0000000184440a7c (__TEXT,__text) external _umsg_applyPattern
0000000184440d10 (__TEXT,__text) external _umsg_autoQuoteApostrophe
0000000184440918 (__TEXT,__text) external _umsg_clone
000000018444039c (__TEXT,__text) external _umsg_close
0000000184440cb0 (__TEXT,__text) external _umsg_format
0000000184440a2c (__TEXT,__text) external _umsg_getLocale
000000018443fed8 (__TEXT,__text) external _umsg_open
0000000184440ce0 (__TEXT,__text) external _umsg_parse
0000000184440994 (__TEXT,__text) external _umsg_setLocale
0000000184440b6c (__TEXT,__text) external _umsg_toPattern
0000000184440050 (__TEXT,__text) external _umsg_vformat
0000000184440560 (__TEXT,__text) external _umsg_vparse
0000000184207054 (__TEXT,__text) external _umtx_lock
0000000184207068 (__TEXT,__text) external _umtx_unlock
0000000184304e9c (__TEXT,__text) external _umutablecptrie_buildImmutable
0000000184304490 (__TEXT,__text) external _umutablecptrie_clone
00000001843045c0 (__TEXT,__text) external _umutablecptrie_close
000000018430462c (__TEXT,__text) external _umutablecptrie_fromUCPMap
000000018430478c (__TEXT,__text) external _umutablecptrie_fromUCPTrie
0000000184304928 (__TEXT,__text) external _umutablecptrie_get
000000018430498c (__TEXT,__text) external _umutablecptrie_getRange
0000000184304374 (__TEXT,__text) external _umutablecptrie_open
0000000184304c64 (__TEXT,__text) external _umutablecptrie_set
0000000184304d08 (__TEXT,__text) external _umutablecptrie_setRange
000000018429e49c (__TEXT,__text) external _unorm2_append
000000018429e0d8 (__TEXT,__text) external _unorm2_close
000000018429e700 (__TEXT,__text) external _unorm2_composePair
000000018429e71c (__TEXT,__text) external _unorm2_getCombiningClass
000000018429e4a8 (__TEXT,__text) external _unorm2_getDecomposition
000000018424ca60 (__TEXT,__text) external _unorm2_getInstance
00000001842591c8 (__TEXT,__text) external _unorm2_getNFCInstance
000000018429e0b4 (__TEXT,__text) external _unorm2_getNFDInstance
0000000184282d80 (__TEXT,__text) external _unorm2_getNFKCCasefoldInstance
0000000184282cb0 (__TEXT,__text) external _unorm2_getNFKCInstance
0000000184282de8 (__TEXT,__text) external _unorm2_getNFKCSimpleCasefoldInstance
0000000184282d18 (__TEXT,__text) external _unorm2_getNFKDInstance
000000018429e5d4 (__TEXT,__text) external _unorm2_getRawDecomposition
000000018429e838 (__TEXT,__text) external _unorm2_hasBoundaryAfter
000000018426a660 (__TEXT,__text) external _unorm2_hasBoundaryBefore
000000018429e854 (__TEXT,__text) external _unorm2_isInert
00000001842591ec (__TEXT,__text) external _unorm2_isNormalized
000000018426a318 (__TEXT,__text) external _unorm2_normalize
000000018429e0fc (__TEXT,__text) external _unorm2_normalizeSecondAndAppend
0000000184282438 (__TEXT,__text) external _unorm2_openFiltered
000000018424ca64 (__TEXT,__text) external _unorm2_quickCheck
000000018429e738 (__TEXT,__text) external _unorm2_spanQuickCheckYes
00000001842a54c0 (__TEXT,__text) external _unorm2_swap
00000001843117b0 (__TEXT,__text) external _unorm_compare
00000001843110dc (__TEXT,__text) external _unorm_concatenate
0000000184310cdc (__TEXT,__text) external _unorm_isNormalized
0000000184310d34 (__TEXT,__text) external _unorm_isNormalizedWithOptions
0000000184311098 (__TEXT,__text) external _unorm_next
0000000184310e14 (__TEXT,__text) external _unorm_normalize
0000000184310f18 (__TEXT,__text) external _unorm_previous
000000018426b4a4 (__TEXT,__text) external _unorm_quickCheck
0000000184310bfc (__TEXT,__text) external _unorm_quickCheckWithOptions
0000000184233288 (__TEXT,__text) external _unum_applyPattern
0000000184447478 (__TEXT,__text) external _unum_clone
000000018424089c (__TEXT,__text) external _unum_close
0000000184448020 (__TEXT,__text) external _unum_countAvailable
000000018444755c (__TEXT,__text) external _unum_format
0000000184230544 (__TEXT,__text) external _unum_formatDecimal
0000000184240934 (__TEXT,__text) external _unum_formatDouble
00000001844478c8 (__TEXT,__text) external _unum_formatDoubleCurrency
000000018444776c (__TEXT,__text) external _unum_formatDoubleForFields
0000000184447564 (__TEXT,__text) external _unum_formatInt64
00000001844486b4 (__TEXT,__text) external _unum_formatUFormattable
000000018422efd8 (__TEXT,__text) external _unum_getAttribute
000000018444801c (__TEXT,__text) external _unum_getAvailable
00000001844485b4 (__TEXT,__text) external _unum_getContext
00000001844480bc (__TEXT,__text) external _unum_getDoubleAttribute
0000000184448590 (__TEXT,__text) external _unum_getLocaleByType
0000000184269280 (__TEXT,__text) external _unum_getSymbol
000000018444822c (__TEXT,__text) external _unum_getTextAttribute
0000000184448024 (__TEXT,__text) external _unum_hasAttribute
00000001842275bc (__TEXT,__text) external _unum_open
0000000184447acc (__TEXT,__text) external _unum_parse
000000018426151c (__TEXT,__text) external _unum_parseDecimal
0000000184447d98 (__TEXT,__text) external _unum_parseDouble
0000000184447e68 (__TEXT,__text) external _unum_parseDoubleCurrency
0000000184447cd0 (__TEXT,__text) external _unum_parseInt64
00000001844485ec (__TEXT,__text) external _unum_parseToUFormattable
000000018422f57c (__TEXT,__text) external _unum_setAttribute
000000018422f9d4 (__TEXT,__text) external _unum_setContext
000000018444816c (__TEXT,__text) external _unum_setDoubleAttribute
000000018426b714 (__TEXT,__text) external _unum_setSymbol
00000001842300f0 (__TEXT,__text) external _unum_setTextAttribute
000000018422dd3c (__TEXT,__text) external _unum_toPattern
00000001843bc320 (__TEXT,__text) external _unumf_close
00000001843bb75c (__TEXT,__text) external _unumf_closeResult
00000001843bbe54 (__TEXT,__text) external _unumf_formatDecimal
00000001843bbd80 (__TEXT,__text) external _unumf_formatDouble
00000001843bbcb8 (__TEXT,__text) external _unumf_formatInt
00000001843bb818 (__TEXT,__text) external _unumf_openForSkeletonAndLocale
00000001843bba54 (__TEXT,__text) external _unumf_openForSkeletonAndLocaleWithError
00000001843bb684 (__TEXT,__text) external _unumf_openResult
00000001843bb710 (__TEXT,__text) external _unumf_resultAsValue
00000001843bc11c (__TEXT,__text) external _unumf_resultGetAllFieldPositions
00000001843bc044 (__TEXT,__text) external _unumf_resultNextFieldPosition
00000001843bc1bc (__TEXT,__text) external _unumf_resultToDecimalNumber
00000001843bbf40 (__TEXT,__text) external _unumf_resultToString
00000001843e4bd8 (__TEXT,__text) external _unumrf_close
00000001843e43f4 (__TEXT,__text) external _unumrf_closeResult
00000001843e47b4 (__TEXT,__text) external _unumrf_formatDecimalRange
00000001843e46c0 (__TEXT,__text) external _unumrf_formatDoubleRange
00000001843e44b0 (__TEXT,__text) external _unumrf_openForSkeletonWithCollapseAndIdentityFallback
00000001843e431c (__TEXT,__text) external _unumrf_openResult
00000001843e43a8 (__TEXT,__text) external _unumrf_resultAsValue
00000001843e4910 (__TEXT,__text) external _unumrf_resultGetFirstDecimalNumber
00000001843e48cc (__TEXT,__text) external _unumrf_resultGetIdentityResult
00000001843e4a74 (__TEXT,__text) external _unumrf_resultGetSecondDecimalNumber
0000000184269020 (__TEXT,__text) external _unumsys_close
000000018444888c (__TEXT,__text) external _unumsys_getDescription
000000018426901c (__TEXT,__text) external _unumsys_getName
0000000184448884 (__TEXT,__text) external _unumsys_getRadix
0000000184448888 (__TEXT,__text) external _unumsys_isAlgorithmic
0000000184268f94 (__TEXT,__text) external _unumsys_open
