00000001886ff710 (__TEXT,__const) non-external _A1_Table
000000018844dab0 (__TEXT,__text) external _vImageRotate_ARGBFFFF
000000018844bcc4 (__TEXT,__text) external _vImageRotate_CbCr16F
000000018844b934 (__TEXT,__text) external _vImageRotate_Planar16F
000000018844a650 (__TEXT,__text) external _vImageRotate_Planar8
000000018844af90 (__TEXT,__text) external _vImageRotate_PlanarF
00000001884528b8 (__TEXT,__text) external _vImageScale_ARGB16F
000000018845062c (__TEXT,__text) external _vImageScale_ARGB16S
00000001883606a4 (__TEXT,__text) external _vImageScale_ARGB16U
000000018834fdc0 (__TEXT,__text) external _vImageScale_ARGB8888
0000000188451b8c (__TEXT,__text) external _vImageScale_ARGBFFFF
0000000188452460 (__TEXT,__text) external _vImageScale_CbCr16F
00000001884501b0 (__TEXT,__text) external _vImageScale_CbCr16U
000000018836af6c (__TEXT,__text) external _vImageScale_CbCr8
0000000188452d3c (__TEXT,__text) non-external (was a private external) _vImageScale_Downsample2x
0000000188453000 (__TEXT,__text) non-external (was a private external) _vImageScale_Downsample2xCbCr
0000000188452018 (__TEXT,__text) external _vImageScale_Planar16F
000000018844e3c8 (__TEXT,__text) external _vImageScale_Planar16S
000000018844ed8c (__TEXT,__text) external _vImageScale_Planar16U
0000000188367128 (__TEXT,__text) external _vImageScale_Planar8
000000018844f750 (__TEXT,__text) external _vImageScale_PlanarF
0000000188451034 (__TEXT,__text) external _vImageScale_XRGB2101010W
00000001883987d0 (__TEXT,__text) external _vImageSelectChannels_ARGB8888
00000001883987f8 (__TEXT,__text) external _vImageSelectChannels_ARGBFFFF
000000018837acdc (__TEXT,__text) external _vImageSepConvolve_ARGB8888
0000000188378d60 (__TEXT,__text) external _vImageSepConvolve_Planar16F
0000000188379a40 (__TEXT,__text) external _vImageSepConvolve_Planar16U
00000001883793f8 (__TEXT,__text) external _vImageSepConvolve_Planar8
000000018837a6d4 (__TEXT,__text) external _vImageSepConvolve_Planar8to16S
000000018837a080 (__TEXT,__text) external _vImageSepConvolve_Planar8to16U
0000000188378730 (__TEXT,__text) external _vImageSepConvolve_PlanarF
000000018837b394 (__TEXT,__text) external _vImageSquareBoxConvolve_ARGB8888
000000018837b068 (__TEXT,__text) external _vImageSquareBoxConvolve_Planar8
0000000188497fdc (__TEXT,__text) external _vImageSymmetricPiecewiseGamma_Planar16Q12
000000018833cecc (__TEXT,__text) external _vImageSymmetricPiecewiseGamma_PlanarF
00000001884993b8 (__TEXT,__text) external _vImageSymmetricPiecewisePolynomial_PlanarF
0000000188395370 (__TEXT,__text) external _vImageTableLookUp_ARGB8888
0000000188395658 (__TEXT,__text) external _vImageTableLookUp_Planar8
00000001883e2b50 (__TEXT,__text) external _vImageTentConvolve_ARGB8888
00000001883e1f64 (__TEXT,__text) external _vImageTentConvolve_Planar8
0000000188393174 (__TEXT,__text) external _vImageTransformHLGLuminanceScaling_Planar16Q12
0000000188392d84 (__TEXT,__text) external _vImageTransformHLGLuminanceScaling_PlanarF
000000018839385c (__TEXT,__text) external _vImageTransformHLGSceneReferredMapping_Planar16Q12
000000018839346c (__TEXT,__text) external _vImageTransformHLGSceneReferredMapping_PlanarF
0000000188393f44 (__TEXT,__text) external _vImageTransformPQToneMapping_Planar16Q12
0000000188393b54 (__TEXT,__text) external _vImageTransformPQToneMapping_PlanarF
0000000188391b48 (__TEXT,__text) external _vImageTransformTRCParametric_Planar16Q12
0000000188391788 (__TEXT,__text) external _vImageTransformTRCParametric_PlanarF
0000000188392790 (__TEXT,__text) external _vImageTransformTRC_HLG_EOTF_Planar16Q12
0000000188392594 (__TEXT,__text) external _vImageTransformTRC_HLG_EOTF_PlanarF
0000000188392b88 (__TEXT,__text) external _vImageTransformTRC_HLG_OETF_Planar16Q12
000000018839298c (__TEXT,__text) external _vImageTransformTRC_HLG_OETF_PlanarF
0000000188391fa0 (__TEXT,__text) external _vImageTransformTRC_PQ_EOTF_Planar16Q12
0000000188391da4 (__TEXT,__text) external _vImageTransformTRC_PQ_EOTF_PlanarF
0000000188392398 (__TEXT,__text) external _vImageTransformTRC_PQ_OETF_Planar16Q12
000000018839219c (__TEXT,__text) external _vImageTransformTRC_PQ_OETF_PlanarF
000000018838dc3c (__TEXT,__text) external _vImageUnpremultiplyData_ARGB16Q12
000000018838d54c (__TEXT,__text) external _vImageUnpremultiplyData_ARGB16U
000000018834803c (__TEXT,__text) external _vImageUnpremultiplyData_ARGB8888
000000018838d76c (__TEXT,__text) external _vImageUnpremultiplyData_ARGBFFFF
00000001884b0a98 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst
00000001884b05a0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast
00000001884b14c0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst
00000001884b0fa4 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast
00000001884affd0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst
000000018833dec8 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast
00000001884b1e1c (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst
00000001884b1a08 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast
000000018838d00c (__TEXT,__text) external _vImageUnpremultiplyData_Planar8
000000018838d264 (__TEXT,__text) external _vImageUnpremultiplyData_PlanarF
000000018838e29c (__TEXT,__text) external _vImageUnpremultiplyData_RGBA16F
000000018838de5c (__TEXT,__text) external _vImageUnpremultiplyData_RGBA16Q12
000000018838da1c (__TEXT,__text) external _vImageUnpremultiplyData_RGBA16U
0000000188341ec0 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA8888
000000018838e07c (__TEXT,__text) external _vImageUnpremultiplyData_RGBAFFFF
000000018845b378 (__TEXT,__text) external _vImageVerticalReflect_ARGB16F
000000018845ac6c (__TEXT,__text) external _vImageVerticalReflect_ARGB16S
000000018845a8e8 (__TEXT,__text) external _vImageVerticalReflect_ARGB16U
000000018845a564 (__TEXT,__text) external _vImageVerticalReflect_ARGB8888
000000018845aff0 (__TEXT,__text) external _vImageVerticalReflect_ARGBFFFF
000000018845b374 (__TEXT,__text) external _vImageVerticalReflect_CbCr16F
000000018845b370 (__TEXT,__text) external _vImageVerticalReflect_Planar16F
000000018845b320 (__TEXT,__text) external _vImageVerticalReflect_Planar16U
0000000188459ea4 (__TEXT,__text) external _vImageVerticalReflect_Planar8
000000018845a234 (__TEXT,__text) external _vImageVerticalReflect_PlanarF
0000000188514b80 (__TEXT,__text) external _vImageVerticalShearD_ARGB16F
000000018844d7f4 (__TEXT,__text) external _vImageVerticalShearD_ARGB16S
000000018844ce90 (__TEXT,__text) external _vImageVerticalShearD_ARGB16U
00000001883722d8 (__TEXT,__text) external _vImageVerticalShearD_ARGB8888
0000000188456f74 (__TEXT,__text) external _vImageVerticalShearD_ARGBFFFF
0000000188514688 (__TEXT,__text) external _vImageVerticalShearD_CbCr16F
0000000188454e04 (__TEXT,__text) external _vImageVerticalShearD_CbCr16S
0000000188454ad0 (__TEXT,__text) external _vImageVerticalShearD_CbCr16U
00000001885150bc (__TEXT,__text) external _vImageVerticalShearD_CbCrF
000000018851419c (__TEXT,__text) external _vImageVerticalShearD_Planar16F
000000018844acd4 (__TEXT,__text) external _vImageVerticalShearD_Planar8
000000018844b630 (__TEXT,__text) external _vImageVerticalShearD_PlanarF
0000000188514dec (__TEXT,__text) external _vImageVerticalShear_ARGB16F
0000000188450d74 (__TEXT,__text) external _vImageVerticalShear_ARGB16S
0000000188362c20 (__TEXT,__text) external _vImageVerticalShear_ARGB16U
0000000188355254 (__TEXT,__text) external _vImageVerticalShear_ARGB8888
000000018844e108 (__TEXT,__text) external _vImageVerticalShear_ARGBFFFF
00000001885148f4 (__TEXT,__text) external _vImageVerticalShear_CbCr16F
0000000188454f00 (__TEXT,__text) external _vImageVerticalShear_CbCr16S
0000000188450620 (__TEXT,__text) external _vImageVerticalShear_CbCr16U
000000018836b474 (__TEXT,__text) external _vImageVerticalShear_CbCr8
00000001885152e0 (__TEXT,__text) external _vImageVerticalShear_CbCrF
00000001885143fc (__TEXT,__text) external _vImageVerticalShear_Planar16F
000000018844ead0 (__TEXT,__text) external _vImageVerticalShear_Planar16S
000000018844f494 (__TEXT,__text) external _vImageVerticalShear_Planar16U
000000018836761c (__TEXT,__text) external _vImageVerticalShear_Planar8
000000018844feac (__TEXT,__text) external _vImageVerticalShear_PlanarF
00000001884518cc (__TEXT,__text) external _vImageVerticalShear_XRGB2101010W
0000000188550b64 (__TEXT,__text) non-external _vImage_CGImageFormat_Print
000000018856e61c (__TEXT,__text) non-external (was a private external) _vImage_free
000000018856e618 (__TEXT,__text) non-external (was a private external) _vImage_malloc
000000018856e628 (__TEXT,__text) non-external (was a private external) _vImage_posix_memalign
00000001884ba46c (__TEXT,__text) non-external (was a private external) _vImage_vramp
00000001e70f5ff0 (__DATA,__bss) non-external _vImage_vvpowf
00000001885860d8 (__TEXT,__text) non-external (was a private external) _vInterpolatedLookupTable_PlanarF_vec
0000000188577e88 (__TEXT,__text) non-external (was a private external) _vInvert_16U_vec
0000000188577260 (__TEXT,__text) non-external (was a private external) _vInvert_8_vec
0000000188578c10 (__TEXT,__text) non-external (was a private external) _vInvert_F_vec
00000001885746b4 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Q12to8_vec
0000000188571078 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Uto8_vec
0000000188573910 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16UtoF_vec
000000018856ef9c (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16Q12_vec
00000001885726f4 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16U_vec
000000018857026c (__TEXT,__text) non-external (was a private external) _vLinearTransform_8toF_vec
00000001885767f4 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto16U_vec
0000000188575d30 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto8_vec
000000018858b034 (__TEXT,__text) non-external (was a private external) _vLookupTable_2to8_vec
000000018858b284 (__TEXT,__text) non-external (was a private external) _vLookupTable_4to8_vec
000000018849d1ac (__TEXT,__text) non-external (was a private external) _vLookupTable_8to64U
000000018834265c (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16
000000018849d3f4 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16WithClipping
000000018858ae88 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16toPlanar16_vec
000000018849d1a8 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar128
000000018836f6a0 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar16
0000000188370bc4 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar24
000000018849d1a0 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar48
000000018849d1a4 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar96
000000018834f470 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanarF
00000001884b786c (__TEXT,__text) non-external (was a private external) _vLookupTable_PlanarFtoPlanar8
0000000188365d04 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGB8888
000000018849b12c (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGB8888ToPlanar8
000000018849c284 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGBFFFF
000000018849c578 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGBFFFFToPlanarF
0000000188593ee4 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_0_vec
0000000188598618 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_10_vec
0000000188599134 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_11_vec
000000018859990c (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_12_vec
0000000188599f7c (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_13_vec
000000018859a7e8 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_14_vec
000000018859b0e0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_15_vec
000000018859bbe0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_16_vec
000000018859c3b4 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_17_vec
000000018859ccac (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_18_vec
000000018859d6f0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_19_vec
000000018859432c (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_1_vec
00000001885a4980 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_1x4_vec
000000018859e1f8 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_20_vec
000000018859e9cc (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_21_vec
000000018859f348 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_22_vec
000000018859fb1c (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_23_vec
00000001885a02f0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_24_vec
00000001885a0b18 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_25_vec
00000001885a12cc (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_26_vec
00000001885a1af4 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_27_vec
00000001885a1fe8 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_28_vec
00000001885a2a20 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_29_vec
000000018836fe44 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_2_vec
00000001885a5180 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_2x4_vec
00000001885a3248 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_30_vec
00000001885a3744 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_31_vec
00000001885a3f6c (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_32_vec
00000001885a4460 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_33_vec
000000018836f8f0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_34_vec
00000001885949e4 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_3_vec
00000001885a5710 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_3x4_vec
0000000188594f40 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_4_vec
00000001885a72e0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_4x1_vec
00000001885a6af0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_4x2_vec
00000001885a64f0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_4x3_vec
00000001885a5d94 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_4x4_vec
0000000188595680 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_5_vec
0000000188595e84 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_6_vec
0000000188596860 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_7_vec
00000001885972f8 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_8_vec
0000000188597b80 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_9_vec
00000001885a7a3c (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_Generic_vec
000000018833d908 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF
00000001885920a0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_1dest_vec
0000000188590adc (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_2dest_vec
000000018858edec (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_3dest_vec
000000018858c984 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_4dest_vec
000000018858c1c4 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_many_src_planes_vec
000000018860b90c (__TEXT,__text) non-external (was a private external) _vMaxH_CV_vec
000000018848d464 (__TEXT,__text) non-external (was a private external) _vMaxH_FPInterleaved
00000001886120f0 (__TEXT,__text) non-external (was a private external) _vMaxH_FPInterleaved_CV_vec
000000018860d394 (__TEXT,__text) non-external (was a private external) _vMaxH_FP_CV_vec
0000000188610008 (__TEXT,__text) non-external (was a private external) _vMaxH_Interleaved_CV_vec
000000018860bc08 (__TEXT,__text) non-external (was a private external) _vMaxV_CV_vec
