00007ffa42e92020 (__DATA,__data) non-external _.compoundliteral
00007ffa179d9140 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputVP
00007ffa179dfb90 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskCP
00007ffa179e4170 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskEP
00007ffa179e9ae0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskFP
00007ffa179e5e20 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskGP
00007ffa179da3f0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskVP
00007ffa179d15c0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTemp
00007ffa179d3d70 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTempWithMask
00007ffa1799e060 (__TEXT,__text) non-external _glvmTextureFilterEnumToPPStreamEnum
00007ffa1799e0c0 (__TEXT,__text) non-external _glvmTextureWrapEnumToPPStreamEnum
00007ffa179c92d0 (__TEXT,__text) non-external (was a private external) _glvmTypeConvertCF
00007ffa1799d405 (__TEXT,__text) external _glvmUpdateTextureStructure
00007ffa17a0eeb0 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformEP
00007ffa17a13bd0 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformGP
00007ffa17a07640 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformVP
00007ffa441184a0 (__DATA_DIRTY,__bss) non-external _glvm_constants
00007ffa44118490 (__DATA_DIRTY,__bss) non-external _glvm_constants_init
00007ffa17a6e295 (__TEXT,__text) non-external _handleResetPost
00007ffa17a6e235 (__TEXT,__text) non-external _handleResetPre
00007ffa17a73b40 (__TEXT,__text) non-external _humanReadableDescriptionToBuffer
00007ffa17a7c1d1 (__TEXT,__text) non-external _include_str_getch
00007ffa17a7c2a5 (__TEXT,__text) non-external _include_str_ungetch
00007ffa17a73357 (__TEXT,__text) non-external _initAggregateType
00007ffa17a811c2 (__TEXT,__text) non-external _initBinaryOperatorNode
00007ffa17a81205 (__TEXT,__text) non-external _initDerefNode
00007ffa17a246bc (__TEXT,__text) non-external _initTypeWithGLPPrimitiveType
00007ffa17a8118d (__TEXT,__text) non-external _initUnaryOperatorNode
00007ffa17aa4552 (__TEXT,__text) non-external _inliningNodeReplacement
00007ffa17a5d10d (__TEXT,__text) non-external _inputForOutput
00007ffa17ad2100 (__TEXT,__text) non-external _instructionIndexEqualsFunction
00007ffa17ad20f7 (__TEXT,__text) non-external _instructionIndexHashFunction
00007ffa17ac0244 (__TEXT,__text) non-external _iterateQualifiers
00007ffa17a7d08c (__TEXT,__text) non-external _lAddByte
00007ffa17a7c939 (__TEXT,__text) non-external _lFloatConst
00007ffa17a7cf50 (__TEXT,__text) non-external _lNewBlock
00007ffa17a7d634 (__TEXT,__text) non-external _lReadByte
00007ffa17a78610 (__TEXT,__text) non-external (was a private external) _lazyCPPSetup
00007ffa17a9faff (__TEXT,__text) non-external _lazyPrepareVariableObject
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
00007ffa1798fc2c (__TEXT,__text) non-external _llvmir_PPStreamAddAddressUsage
00007ffa1798fc84 (__TEXT,__text) non-external _llvmir_PPStreamAddAttribBinding
00007ffa1798fd86 (__TEXT,__text) non-external _llvmir_PPStreamAddConstant
00007ffa1798fdfc (__TEXT,__text) non-external _llvmir_PPStreamAddLabel
00007ffa1798fbf9 (__TEXT,__text) non-external _llvmir_PPStreamAddOperation
00007ffa1798fd74 (__TEXT,__text) non-external _llvmir_PPStreamAddOption
00007ffa1798fcec (__TEXT,__text) non-external _llvmir_PPStreamAddOutputBinding
00007ffa1798fc32 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBinding
00007ffa1798fc7e (__TEXT,__text) non-external _llvmir_PPStreamAddParamBindingArray
00007ffa1798fc26 (__TEXT,__text) non-external _llvmir_PPStreamAddTempUsage
00007ffa1798fe0d (__TEXT,__text) non-external _llvmir_PPStreamResolveBranches
00007ffa1798fbf0 (__TEXT,__text) non-external _llvmir_PPStreamSetTarget
                 (undefined) external _log2f (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _longjmp (from libSystem)
                 (undefined) external _lroundf (from libSystem)
00007ffa17a7a5cd (__TEXT,__text) non-external _macro_scan
00007ffa17a551ed (__TEXT,__text) non-external _makeCopyFunction
00007ffa17a9fe6a (__TEXT,__text) non-external _makeIntConstantNode
00007ffa17a2026c (__TEXT,__text) non-external _makePoolNode
                 (undefined) external _malloc (from libSystem)
00007ffa17a7aecc (__TEXT,__text) non-external (was a private external) _mem_AddCleanup
00007ffa17a7ae1b (__TEXT,__text) non-external (was a private external) _mem_Alloc
00007ffa17a7ad23 (__TEXT,__text) non-external (was a private external) _mem_CreatePool
00007ffa17a7addc (__TEXT,__text) non-external (was a private external) _mem_FreePool
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00007ffa17a218e2 (__TEXT,__text) non-external _mergeTypes
00007ffa42e96700 (__DATA,__bss) non-external _message
00007ffa42e966f0 (__DATA,__bss) non-external _message_lock
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _mprotect (from libSystem)
                 (undefined) external _munmap (from libSystem)
00007ffa42e91fa8 (__DATA,__data) non-external _mutex
00007ffa17a5f3b5 (__TEXT,__text) non-external _nameTablePush
00007ffa42e96b30 (__DATA,__bss) non-external _nameTableSets
00007ffa17a7ac83 (__TEXT,__text) non-external _noop
00007ffa17a7c933 (__TEXT,__text) non-external _noop
00007ffa17a5726f (__TEXT,__text) non-external _offsetLayout
00007ffa17a7890a (__TEXT,__text) non-external _op_add
00007ffa17a7889a (__TEXT,__text) non-external _op_and
00007ffa17a78968 (__TEXT,__text) non-external _op_cmpl
00007ffa17a78928 (__TEXT,__text) non-external _op_div
00007ffa17a788a4 (__TEXT,__text) non-external _op_eq
00007ffa17a788cb (__TEXT,__text) non-external _op_ge
00007ffa17a788be (__TEXT,__text) non-external _op_gt
00007ffa17a788e5 (__TEXT,__text) non-external _op_le
00007ffa17a78871 (__TEXT,__text) non-external _op_logand
00007ffa17a78864 (__TEXT,__text) non-external _op_logor
00007ffa17a788d8 (__TEXT,__text) non-external _op_lt
00007ffa17a7893e (__TEXT,__text) non-external _op_mod
00007ffa17a7891d (__TEXT,__text) non-external _op_mul
00007ffa17a788b1 (__TEXT,__text) non-external _op_ne
00007ffa17a7895e (__TEXT,__text) non-external _op_neg
00007ffa17a78972 (__TEXT,__text) non-external _op_not
00007ffa17a78886 (__TEXT,__text) non-external _op_or
00007ffa17a78956 (__TEXT,__text) non-external _op_pos
00007ffa17a788f2 (__TEXT,__text) non-external _op_shl
00007ffa17a788fe (__TEXT,__text) non-external _op_shr
00007ffa17a78913 (__TEXT,__text) non-external _op_sub
00007ffa17a78890 (__TEXT,__text) non-external _op_xor
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
00007ffa17a5e153 (__TEXT,__text) non-external _outputForInput
00007ffa17a4ab61 (__TEXT,__text) non-external _packInto
00007ffa17a65d9c (__TEXT,__text) non-external _parseInterpolationQualifiers
00007ffa17a65c00 (__TEXT,__text) non-external _parseLayout
00007ffa17a21819 (__TEXT,__text) non-external _phase1ProcessFunctionPrototype
00007ffa17a21512 (__TEXT,__text) non-external _phase1ProcessVariableDeclaration
00007ffa17a9ea50 (__TEXT,__text) non-external (was a private external) _phase2AddDef
00007ffa17a9ec6e (__TEXT,__text) non-external _phase2Process
00007ffa17a9eef8 (__TEXT,__text) non-external _phase2ProcessConstant
00007ffa17a9efa5 (__TEXT,__text) non-external _phase2ProcessFunctionPrototype
00007ffa17a9f01b (__TEXT,__text) non-external _phase2ProcessInterfaceBlock
00007ffa17a9f506 (__TEXT,__text) non-external _phase2ProcessLValue
00007ffa17a9ef4f (__TEXT,__text) non-external _phase2ProcessParameterDeclaration
00007ffa17a9f0c1 (__TEXT,__text) non-external _phase2ProcessRawCall
00007ffa17a9f2a2 (__TEXT,__text) non-external _phase2ProcessSubroutineRawCall
00007ffa17a9fa17 (__TEXT,__text) non-external _phase2ProcessSubroutineUniform
00007ffa17a9efdc (__TEXT,__text) non-external _phase2ProcessVariableDeclaration
00007ffa17a202d1 (__TEXT,__text) non-external _poolAlloc
00007ffa42e96b50 (__DATA,__bss) non-external _poolAllocators
00007ffa17a2034d (__TEXT,__text) non-external _poolFree
00007ffa17a20345 (__TEXT,__text) non-external _poolRealloc
00007ffa17af6730 (__TEXT,__const) non-external _pow_10.down
00007ffa17af6630 (__TEXT,__const) non-external _pow_10.up
                 (undefined) external _powf (from libSystem)
00007ffa41d332d0 (__DATA_CONST,__const) non-external (was a private external) _ppstreamOpString
00007ffa17a25475 (__TEXT,__text) non-external _primitiveTypeOfDeref
                 (undefined) external _printf (from libSystem)
00007ffa17a5df04 (__TEXT,__text) non-external _propagateCopyBindings
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00007ffa17a6c340 (__TEXT,__text) non-external (was a private external) _pushdownPrecisionInternal
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_b (from libSystem)
00007ffa17a663e4 (__TEXT,__text) non-external _qualifierContextToString
00007ffa17a64e3f (__TEXT,__text) non-external _qualifierMaskToSAFlags
00007ffa17a65f70 (__TEXT,__text) non-external _qualifierMaskToStringBuffer
00007ffa17a7897f (__TEXT,__text) non-external (was a private external) _readCPPline
00007ffa17a204be (__TEXT,__text) non-external _readTOC
00007ffa17a8e1dc (__TEXT,__text) non-external (was a private external) _real_serialize_GLPValue
                 (undefined) external _realloc (from libSystem)
00007ffa17acdf5e (__TEXT,__text) non-external _regEqualsFunction
00007ffa17acdf56 (__TEXT,__text) non-external _regHashFunction
00007ffa17a7d8af (__TEXT,__text) non-external _reget_token
00007ffa17af7f00 (__TEXT,__const) non-external _reltable.glpGetBIArchiveData
00007ffa17b01dd4 (__TEXT,__const) non-external _reltable.glpPPDisassemble
00007ffa17a5f560 (__TEXT,__text) non-external _remap
00007ffa17af83f0 (__TEXT,__const) non-external (was a private external) _remapSlotToCode
00007ffa17ac3aaa (__TEXT,__text) non-external _renumberTargets
                 (undefined) external _round (from libSystem)
                 (undefined) external _roundf (from libSystem)
00007ffa17a640f5 (__TEXT,__text) non-external _saInliningNodeReplacement
00007ffa17a7d7b0 (__TEXT,__text) non-external _scan_token
00007ffa17a98d9d (__TEXT,__text) non-external _serializeASTFields
00007ffa17a93278 (__TEXT,__text) non-external _serializeAssignFields
00007ffa17a9603c (__TEXT,__text) non-external _serializeBlockFields
00007ffa17a99e84 (__TEXT,__text) non-external _serializeCallFields
00007ffa17a964c0 (__TEXT,__text) non-external _serializeCaseStatementFields
00007ffa17a933a1 (__TEXT,__text) non-external _serializeCommaExprFields
00007ffa17a92ff6 (__TEXT,__text) non-external _serializeConstantFields
00007ffa17a9657c (__TEXT,__text) non-external _serializeDefaultStatementFields
00007ffa17a93100 (__TEXT,__text) non-external _serializeEqualFields
00007ffa17a93049 (__TEXT,__text) non-external _serializeFieldAccessFields
00007ffa17a947e4 (__TEXT,__text) non-external _serializeFieldDeclarationFields
00007ffa17a93072 (__TEXT,__text) non-external _serializeFunctionCallFields
00007ffa17a93864 (__TEXT,__text) non-external _serializeFunctionPrototypeFields
00007ffa17a95ba4 (__TEXT,__text) non-external _serializeGlobalTypeQualifierFields
00007ffa17a979cc (__TEXT,__text) non-external _serializeIBPartialDerefFields
00007ffa17a94836 (__TEXT,__text) non-external _serializeInterfaceBlockFields
00007ffa17a94d54 (__TEXT,__text) non-external _serializeKeywordQualifierFields
00007ffa17a97610 (__TEXT,__text) non-external _serializeLValueFields
00007ffa17a95bcd (__TEXT,__text) non-external _serializeLayoutPairFields
00007ffa17a950e8 (__TEXT,__text) non-external _serializeLayoutQualifierFields
00007ffa17a949be (__TEXT,__text) non-external _serializeLayoutTypeFields
00007ffa17a930d7 (__TEXT,__text) non-external _serializeMethodCallFields
00007ffa17a931bc (__TEXT,__text) non-external _serializeNotEqualFields
00007ffa17a96a59 (__TEXT,__text) non-external _serializeOffsetFields
00007ffa17a93334 (__TEXT,__text) non-external _serializeOpAssignFields
00007ffa17a979f5 (__TEXT,__text) non-external _serializePPStreamOpFields
00007ffa17a93828 (__TEXT,__text) non-external _serializeParameterDeclarationFields
00007ffa17a94450 (__TEXT,__text) non-external _serializePrimitiveTypeFields
00007ffa17a94094 (__TEXT,__text) non-external _serializeQualifiedDeclarationFields
00007ffa17a940bd (__TEXT,__text) non-external _serializeQualifiedDeclarationGroupFields
00007ffa17a95810 (__TEXT,__text) non-external _serializeQualifierListFields
00007ffa17a969f4 (__TEXT,__text) non-external _serializeRawCallFields
00007ffa17a9334f (__TEXT,__text) non-external _serializeReadInputFields
00007ffa17a96638 (__TEXT,__text) non-external _serializeReturnStatementFields
00007ffa17a9480d (__TEXT,__text) non-external _serializeStructTypeFields
00007ffa17a9a218 (__TEXT,__text) non-external _serializeStructureFields
00007ffa17a930ae (__TEXT,__text) non-external _serializeSubroutineArrayCallFields
00007ffa17a96a30 (__TEXT,__text) non-external _serializeSubroutineRawCallFields
00007ffa17a9547c (__TEXT,__text) non-external _serializeSubroutineTypeListFields
00007ffa17a98d74 (__TEXT,__text) non-external _serializeSubroutineUniformFields
00007ffa17a96661 (__TEXT,__text) non-external _serializeTopLevelFields
00007ffa17a92790 (__TEXT,__text) non-external _serializeTypeConversionFields
00007ffa17a92fcd (__TEXT,__text) non-external _serializeTypeIdentifierFields
00007ffa17a93c20 (__TEXT,__text) non-external _serializeVariableDeclarationFields
00007ffa17a93d01 (__TEXT,__text) non-external _serializeVariableDeclarationGroupFields
00007ffa17a92fa4 (__TEXT,__text) non-external _serializeVariableIdentifierFields
00007ffa17a93378 (__TEXT,__text) non-external _serializeWriteOutputFields
00007ffa17a8f214 (__TEXT,__text) non-external _serialize_GLPASTNode
00007ffa17a91fdc (__TEXT,__text) non-external _serialize_GLPBufferObject
00007ffa17a8cc76 (__TEXT,__text) non-external _serialize_GLPFunctionObject
00007ffa17a916d0 (__TEXT,__text) non-external _serialize_GLPInterfaceBlockObject
00007ffa17a8cc40 (__TEXT,__text) non-external _serialize_GLPLayoutObject
00007ffa17a8fa34 (__TEXT,__text) non-external _serialize_GLPLayoutPair
00007ffa17a6d0d4 (__TEXT,__text) non-external (was a private external) _serialize_GLPString
00007ffa17a9a5ac (__TEXT,__text) non-external _serialize_GLPSubroutineUniformObject
00007ffa17a89fa0 (__TEXT,__text) non-external (was a private external) _serialize_GLPType
00007ffa17a905dc (__TEXT,__text) non-external _serialize_GLPVariableObject
00007ffa17a6cb19 (__TEXT,__text) non-external (was a private external) _serialize_pointer
00007ffa17a254b3 (__TEXT,__text) non-external _setArrayUsed
                 (undefined) external _setjmp (from libSystem)
00007ffa17a7c35e (__TEXT,__text) non-external _simple_str_getch
00007ffa17a7c426 (__TEXT,__text) non-external _simple_str_ungetch
