0000000187998a00 (__TEXT,__const) non-external _A1_Table
00000001876389b8 (__TEXT,__text) external _vImageVerticalShear_ARGB16U
000000018762c03c (__TEXT,__text) external _vImageVerticalShear_ARGB8888
0000000187707a40 (__TEXT,__text) external _vImageVerticalShear_ARGBFFFF
00000001877bf1c0 (__TEXT,__text) external _vImageVerticalShear_CbCr16F
000000018770e924 (__TEXT,__text) external _vImageVerticalShear_CbCr16S
0000000187709fcc (__TEXT,__text) external _vImageVerticalShear_CbCr16U
0000000187640c88 (__TEXT,__text) external _vImageVerticalShear_CbCr8
00000001877bfbac (__TEXT,__text) external _vImageVerticalShear_CbCrF
00000001877becc8 (__TEXT,__text) external _vImageVerticalShear_Planar16F
0000000187708424 (__TEXT,__text) external _vImageVerticalShear_Planar16S
0000000187708e04 (__TEXT,__text) external _vImageVerticalShear_Planar16U
000000018763d258 (__TEXT,__text) external _vImageVerticalShear_Planar8
0000000187709838 (__TEXT,__text) external _vImageVerticalShear_PlanarF
000000018770b264 (__TEXT,__text) external _vImageVerticalShear_XRGB2101010W
0000000187800984 (__TEXT,__text) non-external _vImage_CGImageFormat_Print
000000018781c924 (__TEXT,__text) non-external (was a private external) _vImage_free
000000018781c920 (__TEXT,__text) non-external (was a private external) _vImage_malloc
000000018781c930 (__TEXT,__text) non-external (was a private external) _vImage_posix_memalign
000000018776acf8 (__TEXT,__text) non-external (was a private external) _vImage_vramp
00000001d9123058 (__DATA,__bss) non-external _vImage_vvpowf
00000001878334d4 (__TEXT,__text) non-external (was a private external) _vInterpolatedLookupTable_PlanarF_vec
0000000187825f04 (__TEXT,__text) non-external (was a private external) _vInvert_16U_vec
00000001878252c8 (__TEXT,__text) non-external (was a private external) _vInvert_8_vec
0000000187826c7c (__TEXT,__text) non-external (was a private external) _vInvert_F_vec
0000000187822540 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Q12to8_vec
000000018781f084 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Uto8_vec
00000001878218d4 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16UtoF_vec
000000018781d2a4 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16Q12_vec
00000001878208a8 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16U_vec
000000018781e30c (__TEXT,__text) non-external (was a private external) _vLinearTransform_8toF_vec
0000000187824838 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto16U_vec
0000000187823d64 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto8_vec
0000000187837a4c (__TEXT,__text) non-external (was a private external) _vLookupTable_2to8_vec
0000000187837c84 (__TEXT,__text) non-external (was a private external) _vLookupTable_4to8_vec
00000001877518a8 (__TEXT,__text) non-external (was a private external) _vLookupTable_8to64U
000000018761a680 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16
0000000187751afc (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16WithClipping
0000000187837890 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16toPlanar16_vec
00000001877518a4 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar128
0000000187644fa0 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar16
0000000187646574 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar24
000000018775189c (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar48
00000001877518a0 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar96
0000000187626570 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanarF
00000001877681e4 (__TEXT,__text) non-external (was a private external) _vLookupTable_PlanarFtoPlanar8
000000018763b8dc (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGB8888
000000018774fa50 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGB8888ToPlanar8
0000000187750918 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGBFFFF
0000000187750c70 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGBFFFFToPlanarF
0000000187840568 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_0_vec
0000000187844e90 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_10_vec
0000000187845a08 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_11_vec
0000000187846234 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_12_vec
00000001878468f0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_13_vec
00000001878471c0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_14_vec
0000000187847b14 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_15_vec
0000000187848688 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_16_vec
0000000187848ec8 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_17_vec
000000018784981c (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_18_vec
000000018784a2d4 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_19_vec
00000001878409b4 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_1_vec
0000000187851b98 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_1x4_vec
000000018784ae48 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_20_vec
000000018784b688 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_21_vec
000000018784c060 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_22_vec
000000018784c8a0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_23_vec
000000018784d0e0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_24_vec
000000018784d974 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_25_vec
000000018784e194 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_26_vec
000000018784ea28 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_27_vec
000000018784ef88 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_28_vec
000000018784fa1c (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_29_vec
00000001876457b0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_2_vec
00000001878523ec (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_2x4_vec
00000001878502b0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_30_vec
0000000187850818 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_31_vec
00000001878510ac (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_32_vec
000000018785160c (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_33_vec
00000001876451f0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_34_vec
0000000187841070 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_3_vec
00000001878529e0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_3x4_vec
00000001878415d0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_4_vec
00000001878547e4 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_4x1_vec
0000000187853f88 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_4x2_vec
0000000187853900 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_4x3_vec
00000001878530e4 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_4x4_vec
0000000187841d5c (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_5_vec
00000001878425a4 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_6_vec
0000000187842fdc (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_7_vec
0000000187843ad0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_8_vec
000000018784439c (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_9_vec
0000000187854fa4 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_Generic_vec
0000000187615bf8 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF
000000018783e764 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_1dest_vec
000000018783d258 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_2dest_vec
000000018783b680 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_3dest_vec
000000018783937c (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_4dest_vec
0000000187838bc4 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_many_src_planes_vec
00000001878b66a0 (__TEXT,__text) non-external (was a private external) _vMaxH_CV_vec
00000001877441a8 (__TEXT,__text) non-external (was a private external) _vMaxH_FPInterleaved
00000001878bce74 (__TEXT,__text) non-external (was a private external) _vMaxH_FPInterleaved_CV_vec
00000001878b8158 (__TEXT,__text) non-external (was a private external) _vMaxH_FP_CV_vec
00000001878badd0 (__TEXT,__text) non-external (was a private external) _vMaxH_Interleaved_CV_vec
00000001878b69b0 (__TEXT,__text) non-external (was a private external) _vMaxV_CV_vec
00000001878bcff8 (__TEXT,__text) non-external (was a private external) _vMaxV_FPInterleaved_CV_vec
00000001878b83cc (__TEXT,__text) non-external (was a private external) _vMaxV_FP_CV_vec
00000001878bb0cc (__TEXT,__text) non-external (was a private external) _vMaxV_Interleaved_CV_vec
00000001878b5d44 (__TEXT,__text) non-external (was a private external) _vMax_CV_vec
00000001878b6f14 (__TEXT,__text) non-external (was a private external) _vMinH_CV_vec
00000001878bd39c (__TEXT,__text) non-external (was a private external) _vMinH_FPInterleaved_CV_vec
00000001878b8aa8 (__TEXT,__text) non-external (was a private external) _vMinH_FP_CV_vec
00000001878bb8a0 (__TEXT,__text) non-external (was a private external) _vMinH_Interleaved_CV_vec
00000001878b7224 (__TEXT,__text) non-external (was a private external) _vMinV_CV_vec
00000001878bd520 (__TEXT,__text) non-external (was a private external) _vMinV_FPInterleaved_CV_vec
00000001878b8d24 (__TEXT,__text) non-external (was a private external) _vMinV_FP_CV_vec
00000001878bbc00 (__TEXT,__text) non-external (was a private external) _vMinV_Interleaved_CV_vec
0000000187835728 (__TEXT,__text) non-external (was a private external) _vMultiDimensionalInterpolatedLookupTable_Planar16Q12_vec
0000000187833b18 (__TEXT,__text) non-external (was a private external) _vMultiDimensionalInterpolatedLookupTable_PlanarF_vec
000000018764c9f8 (__TEXT,__text) non-external (was a private external) _vOverwriteChannelsWithScalar_ARGB8888
000000018767e634 (__TEXT,__text) non-external (was a private external) _vOverwriteChannelsWithScalar_ARGBFFFF
000000018767ea08 (__TEXT,__text) non-external (was a private external) _vOverwriteChannels_ARGB8888
000000018767f2f0 (__TEXT,__text) non-external (was a private external) _vOverwriteChannels_ARGBFFFF
00000001876315c0 (__TEXT,__text) non-external (was a private external) _vPermuteChannels_ARGB8888
00000001878af204 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Linear_bgf_vec
00000001878afc50 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Linear_ext_vec
00000001878af1ec (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Nearest_bgf_vec
00000001878af1f8 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Nearest_ext_vec
00000001878ad398 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Linear_bgf_vec
00000001878aded0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Linear_ext_vec
00000001878acdb0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Nearest_bgf_vec
00000001878ad0ec (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Nearest_ext_vec
00000001878aab20 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Linear_bgf_vec
00000001878ab570 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Linear_ext_vec
00000001878aa558 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Nearest_bgf_vec
00000001878aa88c (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Nearest_ext_vec
00000001878ae51c (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Linear_bgf_vec
00000001878aecb4 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Linear_ext_vec
00000001878ae504 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Nearest_bgf_vec
00000001878ae510 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Nearest_ext_vec
00000001878ac08c (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Linear_bgf_vec
00000001878ac840 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Linear_ext_vec
00000001878ab9c8 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Nearest_bgf_vec
00000001878abd74 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Nearest_ext_vec
00000001878a980c (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Linear_bgf_vec
00000001878a9fc8 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Linear_ext_vec
00000001878a928c (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Nearest_bgf_vec
00000001878a9584 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Nearest_ext_vec
0000000187837df0 (__TEXT,__text) non-external (was a private external) _vPiecewiseGamma_PlanarF_vec
000000018783830c (__TEXT,__text) non-external (was a private external) _vPiecewiseGamma_PlanarFto8_vec
0000000187751898 (__TEXT,__text) non-external (was a private external) _vPiecewisePolynomial_Planar8toPlanarF
000000018761d788 (__TEXT,__text) non-external (was a private external) _vPiecewisePolynomial_PlanarF
0000000187753c7c (__TEXT,__text) non-external (was a private external) _vPiecewisePolynomial_PlanarFtoPlanar8
0000000187754ee0 (__TEXT,__text) non-external (was a private external) _vPiecewiseRational_PlanarF
0000000187678d90 (__TEXT,__text) non-external (was a private external) _vPlanar8toARGB1555
000000018767a98c (__TEXT,__text) non-external (was a private external) _vPlanar8toRGB565
0000000187880c68 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendDarken_RGBA8888_CV_vec
0000000187880c64 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendLighten_RGBA8888_CV_vec
0000000187880c5c (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendMultiply_RGBA8888_CV_vec
0000000187880c60 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendScreen_RGBA8888_CV_vec
0000000187880474 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendWithPermute_ARGB8888_CV_vec
0000000187880864 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendWithPermute_RGBA8888_CV_vec
0000000187830a74 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_ARGB16Q12_vec
0000000187881530 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_ARGB16U_CV_vec
00000001878810e8 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_ARGB8888_CV_vec
0000000187881730 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_ARGBFFFF_CV_vec
000000018771af58 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_Planar8_Accelerate3
00000001879980c0 (__TEXT,__const) non-external _vPremultiplyData_Planar8_Accelerate3.c_128
0000000187880c6c (__TEXT,__text) non-external (was a private external) _vPremultiplyData_Planar8_CV_vec
000000018771aa98 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_PlanarF_Accelerate3
0000000187880efc (__TEXT,__text) non-external (was a private external) _vPremultiplyData_PlanarF_CV_vec
0000000187881ad4 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_RGBA16F_CV_vec
000000018790bfe8 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_RGBA16F_CV_vec_fp16
0000000187830d98 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_RGBA16Q12_vec
