00007ffa17b1ca80 (__TEXT,__text) external _ARMCompilationCallback
00007ffa185c43a0 (__TEXT,__const) non-external __ZZL21getExclusiveOperationjN4llvm14AtomicOrderingEbRjS1_E8LoadAcqs
00007ffa185c4380 (__TEXT,__const) non-external __ZZL21getExclusiveOperationjN4llvm14AtomicOrderingEbRjS1_E9LoadBares
00007ffa185c43e0 (__TEXT,__const) non-external __ZZL21getExclusiveOperationjN4llvm14AtomicOrderingEbRjS1_E9StoreRels
00007ffa184eef40 (__TEXT,__const) non-external __ZZL22Compact8x32ShuffleNodePN4llvm19ShuffleVectorSDNodeERNS_12SelectionDAGEE13ShiftLeftMask
00007ffa184eef20 (__TEXT,__const) non-external __ZZL22Compact8x32ShuffleNodePN4llvm19ShuffleVectorSDNodeERNS_12SelectionDAGEE14ShiftRightMask
00007ffa184eef60 (__TEXT,__const) non-external __ZZL22Compact8x32ShuffleNodePN4llvm19ShuffleVectorSDNodeERNS_12SelectionDAGEE9BlendMask
00007ffa18653830 (__TEXT,__ustring) non-external __ZZL22findDeadCallerSavedRegRN4llvm17MachineBasicBlockERNS0_15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS3_EEEERKNS_18TargetRegisterInfoEbE20CallerSavedRegs32Bit
00007ffa18653840 (__TEXT,__ustring) non-external __ZZL22findDeadCallerSavedRegRN4llvm17MachineBasicBlockERNS0_15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS3_EEEERKNS_18TargetRegisterInfoEbE20CallerSavedRegs64Bit
00007ffa184eefb0 (__TEXT,__const) non-external __ZZL8LowerMULN4llvm7SDValueEPKNS_12X86SubtargetERNS_12SelectionDAGEE10UnpackMask
00007ffa184eefc0 (__TEXT,__const) non-external __ZZL8LowerMULN4llvm7SDValueEPKNS_12X86SubtargetERNS_12SelectionDAGEE8ShufMask
00007ffa18650540 (__TEXT,__const) non-external __ZZL8powerOf5PyjE16firstEightPowers
00007ffa437ec8e8 (__DATA,__bss) non-external __ZZN12_GLOBAL__N_110TimingInfo17createTheTimeInfoEvE3TTI
00007ffa185ab430 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_111ARMFastISel13ARMEmitIntExtEN4llvm3MVTEjS2_bE16isSingleInstrTbl
00007ffa185ab450 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_111ARMFastISel13ARMEmitIntExtEN4llvm3MVTEjS2_bE2IT
00007ffa4168bfb0 (__DATA_CONST,__const) non-external __ZZN12_GLOBAL__N_111ARMFastISel13ARMEmitIntExtEN4llvm3MVTEjS2_bE5RCTbl
00007ffa185ab4b8 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_111ARMFastISel18FastLowerArgumentsEvE10GPRArgRegs
00007ffa416981f0 (__DATA_CONST,__const) non-external __ZZN12_GLOBAL__N_111MetaRenamer11runOnModuleERN4llvm6ModuleEE9metaNames
00007ffa41600350 (__DATA_CONST,__const) non-external __ZZN12_GLOBAL__N_111X86FastISel15X86SelectDivRemEPKN4llvm11InstructionEE7OpTable
00007ffa184c88fc (__TEXT,__const) non-external __ZZN12_GLOBAL__N_111X86FastISel18FastLowerArgumentsEvE12GPR32ArgRegs
00007ffa184c8908 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_111X86FastISel18FastLowerArgumentsEvE12GPR64ArgRegs
00007ffa185ab930 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel10SelectCodeEPN4llvm6SDNodeEE12MatcherTable
00007ffa185ab782 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE7Opcodes
00007ffa185ab788 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE7Opcodes_0
00007ffa185ab78e (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE7Opcodes_1
00007ffa185ab794 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE7Opcodes_2
00007ffa185ab79a (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE7Opcodes_3
00007ffa185ab7a0 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE7Opcodes_4
00007ffa185ab7a6 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8DOpcodes
00007ffa185ab7b6 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8DOpcodes_0
00007ffa185ab7c4 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8DOpcodes_1
00007ffa185ab7d8 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8DOpcodes_2
00007ffa185ab7ec (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8DOpcodes_3
00007ffa185ab7f6 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8DOpcodes_4
00007ffa185ab800 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8DOpcodes_5
00007ffa185ab80a (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8DOpcodes_6
00007ffa185ab81a (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8DOpcodes_7
00007ffa185ab828 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8DOpcodes_8
00007ffa185ab83c (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8DOpcodes_9
00007ffa185ab850 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8DOpcodes__10_
00007ffa185ab85a (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8DOpcodes__11_
00007ffa185ab864 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8DOpcodes__12_
00007ffa185ab86e (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8DOpcodes__13_
00007ffa185ab87e (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8DOpcodes__14_
00007ffa185ab88c (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8DOpcodes__15_
00007ffa185ab8a0 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8DOpcodes__16_
00007ffa185ab8b4 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8DOpcodes__17_
00007ffa185ab8be (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8DOpcodes__18_
00007ffa185ab8c8 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8DOpcodes__19_
00007ffa185ab8d2 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8DOpcodes__20_
00007ffa185ab8e2 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8DOpcodes__21_
00007ffa185ab8ea (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8DOpcodes__22_
00007ffa185ab8fe (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8DOpcodes__23_
00007ffa185ab912 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8DOpcodes__24_
00007ffa185ab91c (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8DOpcodes__25_
00007ffa185ab926 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8DOpcodes__26_
00007ffa185ab7ae (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8QOpcodes
00007ffa185ab7be (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8QOpcodes_0
00007ffa185ab7f2 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8QOpcodes_1
00007ffa185ab7fc (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8QOpcodes_2
00007ffa185ab806 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8QOpcodes_3
00007ffa185ab812 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8QOpcodes_4
00007ffa185ab822 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8QOpcodes_5
00007ffa185ab856 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8QOpcodes_6
00007ffa185ab860 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8QOpcodes_7
00007ffa185ab86a (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8QOpcodes_8
00007ffa185ab876 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8QOpcodes_9
00007ffa185ab886 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8QOpcodes__10_
00007ffa185ab8ba (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8QOpcodes__11_
00007ffa185ab8c4 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8QOpcodes__12_
00007ffa185ab8ce (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8QOpcodes__13_
00007ffa185ab8da (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8QOpcodes__14_
00007ffa437dfb90 (__DATA,__data) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8QOpcodes__15_
00007ffa185ab918 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8QOpcodes__16_
00007ffa185ab922 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8QOpcodes__17_
00007ffa185ab92c (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE8QOpcodes__18_
00007ffa185ab7cc (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE9QOpcodes0
00007ffa185ab7e0 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE9QOpcodes0_0
00007ffa185ab830 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE9QOpcodes0_1
00007ffa185ab844 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE9QOpcodes0_2
00007ffa185ab894 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE9QOpcodes0_3
00007ffa185ab8a8 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE9QOpcodes0_4
00007ffa185ab8f2 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE9QOpcodes0_5
00007ffa185ab906 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE9QOpcodes0_6
00007ffa185ab7d2 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE9QOpcodes1
00007ffa185ab7e6 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE9QOpcodes1_0
00007ffa185ab836 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE9QOpcodes1_1
00007ffa185ab84a (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE9QOpcodes1_2
00007ffa185ab89a (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE9QOpcodes1_3
00007ffa185ab8ae (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE9QOpcodes1_4
00007ffa185ab8f8 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE9QOpcodes1_5
00007ffa185ab90c (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115ARMDAGToDAGISel6SelectEPN4llvm6SDNodeEE9QOpcodes1_6
00007ffa184c92b0 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_115X86DAGToDAGISel10SelectCodeEPN4llvm6SDNodeEE12MatcherTable
00007ffa185c5af8 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_116Thumb2SizeReduce13ReduceSpecialERN4llvm17MachineBasicBlockEPNS1_12MachineInstrERKNS_11ReduceEntryEbbE11NarrowEntry
00007ffa1853c460 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_117ARM64DAGToDAGISel10SelectCodeEPN4llvm6SDNodeEE12MatcherTable
00007ffa437dfb70 (__DATA,__data) non-external __ZZN12_GLOBAL__N_117ARM64DAGToDAGISel12createDTupleEN4llvm8ArrayRefINS1_7SDValueEEEE11RegClassIDs
00007ffa437dfb80 (__DATA,__data) non-external __ZZN12_GLOBAL__N_117ARM64DAGToDAGISel12createDTupleEN4llvm8ArrayRefINS1_7SDValueEEEE7SubRegs
00007ffa437dfb50 (__DATA,__data) non-external __ZZN12_GLOBAL__N_117ARM64DAGToDAGISel12createQTupleEN4llvm8ArrayRefINS1_7SDValueEEEE11RegClassIDs
00007ffa437dfb60 (__DATA,__data) non-external __ZZN12_GLOBAL__N_117ARM64DAGToDAGISel12createQTupleEN4llvm8ArrayRefINS1_7SDValueEEEE7SubRegs
00007ffa185cdb80 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_118BasicAliasAnalysis17getModRefBehaviorEPKN4llvm8FunctionEE23IntrinsicModRefBehavior
00007ffa185c6830 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_120SelectionDAGLegalize10ExpandNodeEPN4llvm6SDNodeEE3Ops
00007ffa18308200 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_122MemorySanitizerVisitor16getIntrinsicKindEN4llvm9Intrinsic2IDEE23IntrinsicModRefBehavior
00007ffa184c8830 (__TEXT,__const) non-external __ZZN12_GLOBAL__N_17EmitterIN4llvm14JITCodeEmitterEE16emitMemModRMByteERKNS1_12MachineInstrEjjlE7SSTable
00007ffa186530c0 (__TEXT,__const) non-external __ZZN4llvm11raw_ostream6indentEjE6Spaces
00007ffa437e39c8 (__DATA,__bss) non-external __ZZN4llvm12JITRegistrar15getGDBRegistrarEvE10sRegistrar
00007ffa184eff70 (__TEXT,__const) non-external __ZZN4llvm12X86InstrInfoC1ERNS_16X86TargetMachineEE10OpTbl2Addr
00007ffa184f0350 (__TEXT,__const) non-external __ZZN4llvm12X86InstrInfoC1ERNS_16X86TargetMachineEE6OpTbl0
00007ffa184f0580 (__TEXT,__const) non-external __ZZN4llvm12X86InstrInfoC1ERNS_16X86TargetMachineEE6OpTbl1
00007ffa184f0a70 (__TEXT,__const) non-external __ZZN4llvm12X86InstrInfoC1ERNS_16X86TargetMachineEE6OpTbl2
00007ffa184f18e0 (__TEXT,__const) non-external __ZZN4llvm12X86InstrInfoC1ERNS_16X86TargetMachineEE6OpTbl3
00007ffa437e39a8 (__DATA,__bss) non-external __ZZN4llvm13BitcodeReader20BitcodeErrorCategoryEvE1O
00007ffa1864e780 (__TEXT,__const) non-external __ZZN4llvm14ARMInstPrinter15getRegisterNameEjE12RegAsmOffset
00007ffa1864e1c0 (__TEXT,__const) non-external __ZZN4llvm14ARMInstPrinter15getRegisterNameEjE7AsmStrs
00007ffa18647d20 (__TEXT,__const) non-external __ZZN4llvm14ARMInstPrinter16printInstructionEPKNS_6MCInstERNS_11raw_ostreamEE6OpInfo
00007ffa1864a980 (__TEXT,__const) non-external __ZZN4llvm14ARMInstPrinter16printInstructionEPKNS_6MCInstERNS_11raw_ostreamEE7OpInfo2
00007ffa182991d0 (__TEXT,__text) non-external __ZZN4llvm14TargetRegistry32printRegisteredTargetsForVersionEvEN3$_08__invokeEPKNSt3__14pairINS_9StringRefEPKNS_6TargetEEESA_
00007ffa437ede48 (__DATA,__bss) non-external __ZZN4llvm15system_categoryEvE1s
00007ffa1858cce0 (__TEXT,__const) non-external __ZZN4llvm16ARM64InstPrinter15getRegisterNameEjjE11AsmStrsvreg
00007ffa1858c5e0 (__TEXT,__const) non-external __ZZN4llvm16ARM64InstPrinter15getRegisterNameEjjE19AsmStrsNoRegAltName
00007ffa185880d0 (__TEXT,__const) non-external __ZZN4llvm16ARM64InstPrinter16printInstructionEPKNS_6MCInstERNS_11raw_ostreamEE6OpInfo
00007ffa1858a7b0 (__TEXT,__const) non-external __ZZN4llvm16ARM64InstPrinter16printInstructionEPKNS_6MCInstERNS_11raw_ostreamEE7OpInfo2
00007ffa185c6dd0 (__TEXT,__const) non-external __ZZN4llvm16DAGTypeLegalizer25ExpandFloatRes_XINT_TO_FPEPNS_6SDNodeERNS_7SDValueES4_E6TwoE32
00007ffa185c6de0 (__TEXT,__const) non-external __ZZN4llvm16DAGTypeLegalizer25ExpandFloatRes_XINT_TO_FPEPNS_6SDNodeERNS_7SDValueES4_E6TwoE64
00007ffa185c6df0 (__TEXT,__const) non-external __ZZN4llvm16DAGTypeLegalizer25ExpandFloatRes_XINT_TO_FPEPNS_6SDNodeERNS_7SDValueES4_E7TwoE128
00007ffa437ede38 (__DATA,__bss) non-external __ZZN4llvm16generic_categoryEvE1s
00007ffa18527de0 (__TEXT,__const) non-external __ZZN4llvm17X86ATTInstPrinter15getRegisterNameEjE12RegAsmOffset
00007ffa185279f0 (__TEXT,__const) non-external __ZZN4llvm17X86ATTInstPrinter15getRegisterNameEjE7AsmStrs
00007ffa1851dca0 (__TEXT,__const) non-external __ZZN4llvm17X86ATTInstPrinter16printInstructionEPKNS_6MCInstERNS_11raw_ostreamEE6OpInfo
00007ffa18523070 (__TEXT,__const) non-external __ZZN4llvm17X86ATTInstPrinter16printInstructionEPKNS_6MCInstERNS_11raw_ostreamEE7OpInfo2
00007ffa437e3a20 (__DATA,__bss) non-external __ZZN4llvm17X86TargetLowering21resetOperationActionsEvE6IntVTs
00007ffa437e26c0 (__DATA,__bss) non-external __ZZN4llvm17initializeDAEPassERNS_12PassRegistryEE11initialized
00007ffa437e26c4 (__DATA,__bss) non-external __ZZN4llvm17initializeDAHPassERNS_12PassRegistryEE11initialized
00007ffa437e9efc (__DATA,__bss) non-external __ZZN4llvm17initializeDCEPassERNS_12PassRegistryEE11initialized
00007ffa437e9f04 (__DATA,__bss) non-external __ZZN4llvm17initializeDSEPassERNS_12PassRegistryEE11initialized
00007ffa437ea190 (__DATA,__bss) non-external __ZZN4llvm17initializeGVNPassERNS_12PassRegistryEE11initialized
00007ffa437e9108 (__DATA,__bss) non-external __ZZN4llvm17initializePEIPassERNS_12PassRegistryEE11initialized
00007ffa437e9ed8 (__DATA,__bss) non-external __ZZN4llvm18initializeADCEPassERNS_12PassRegistryEE11initialized
00007ffa437e26e4 (__DATA,__bss) non-external __ZZN4llvm18initializeIPCPPassERNS_12PassRegistryEE11initialized
00007ffa437ea340 (__DATA,__bss) non-external __ZZN4llvm18initializeLICMPassERNS_12PassRegistryEE11initialized
00007ffa437ebbb0 (__DATA,__bss) non-external __ZZN4llvm18initializeLintPassERNS_12PassRegistryEE11initialized
00007ffa437ebc40 (__DATA,__bss) non-external __ZZN4llvm18initializeNoAAPassERNS_12PassRegistryEE11initialized
00007ffa437ea758 (__DATA,__bss) non-external __ZZN4llvm18initializeSCCPPassERNS_12PassRegistryEE11initialized
00007ffa437ea7d0 (__DATA,__bss) non-external __ZZN4llvm18initializeSROAPassERNS_12PassRegistryEE11initialized
00007ffa18532e70 (__TEXT,__const) non-external __ZZN4llvm19X86IntelInstPrinter15getRegisterNameEjE12RegAsmOffset
00007ffa18532a80 (__TEXT,__const) non-external __ZZN4llvm19X86IntelInstPrinter15getRegisterNameEjE7AsmStrs
00007ffa185281a0 (__TEXT,__const) non-external __ZZN4llvm19X86IntelInstPrinter16printInstructionEPKNS_6MCInstERNS_11raw_ostreamEE6OpInfo
00007ffa1852d570 (__TEXT,__const) non-external __ZZN4llvm19X86IntelInstPrinter16printInstructionEPKNS_6MCInstERNS_11raw_ostreamEE7OpInfo2
00007ffa437ea8f8 (__DATA,__bss) non-external __ZZN4llvm19initializeLCSSAPassERNS_12PassRegistryEE11initialized
00007ffa437ebfa0 (__DATA,__bss) non-external __ZZN4llvm19initializeNoTTIPassERNS_12PassRegistryEE11initialized
00007ffa437eba48 (__DATA,__bss) non-external __ZZN4llvm20initializeAAEvalPassERNS_12PassRegistryEE11initialized
00007ffa437e5720 (__DATA,__bss) non-external __ZZN4llvm20initializeARMTTIPassERNS_12PassRegistryEE11initialized
00007ffa437ea75c (__DATA,__bss) non-external __ZZN4llvm20initializeIPSCCPPassERNS_12PassRegistryEE11initialized
00007ffa437e3cc0 (__DATA,__bss) non-external __ZZN4llvm20initializeX86TTIPassERNS_12PassRegistryEE11initialized
00007ffa18594770 (__TEXT,__const) non-external __ZZN4llvm21ARM64AppleInstPrinter15getRegisterNameEjjE11AsmStrsvreg
00007ffa185940dc (__TEXT,__const) non-external __ZZN4llvm21ARM64AppleInstPrinter15getRegisterNameEjjE13AsmStrsvlist1
00007ffa185947f0 (__TEXT,__const) non-external __ZZN4llvm21ARM64AppleInstPrinter15getRegisterNameEjjE16RegAsmOffsetvreg
00007ffa185940e0 (__TEXT,__const) non-external __ZZN4llvm21ARM64AppleInstPrinter15getRegisterNameEjjE18RegAsmOffsetvlist1
00007ffa18593350 (__TEXT,__const) non-external __ZZN4llvm21ARM64AppleInstPrinter15getRegisterNameEjjE19AsmStrsNoRegAltName
00007ffa18593a50 (__TEXT,__const) non-external __ZZN4llvm21ARM64AppleInstPrinter15getRegisterNameEjjE24RegAsmOffsetNoRegAltName
00007ffa1858cd60 (__TEXT,__const) non-external __ZZN4llvm21ARM64AppleInstPrinter16printInstructionEPKNS_6MCInstERNS_11raw_ostreamEE6OpInfo
00007ffa1858f440 (__TEXT,__const) non-external __ZZN4llvm21ARM64AppleInstPrinter16printInstructionEPKNS_6MCInstERNS_11raw_ostreamEE7OpInfo2
00007ffa437e1df0 (__DATA,__bss) non-external __ZZN4llvm21initializeDebugIRPassERNS_12PassRegistryEE11initialized
00007ffa437ebb98 (__DATA,__bss) non-external __ZZN4llvm21initializeIVUsersPassERNS_12PassRegistryEE11initialized
00007ffa437e2c58 (__DATA,__bss) non-external __ZZN4llvm21initializePruneEHPassERNS_12PassRegistryEE11initialized
00007ffa437ea7d8 (__DATA,__bss) non-external __ZZN4llvm21initializeSROA_DTPassERNS_12PassRegistryEE11initialized
00007ffa437ea7f4 (__DATA,__bss) non-external __ZZN4llvm21initializeSinkingPassERNS_12PassRegistryEE11initialized
00007ffa437e49e0 (__DATA,__bss) non-external __ZZN4llvm22initializeARM64TTIPassERNS_12PassRegistryEE11initialized
00007ffa437e6ea0 (__DATA,__bss) non-external __ZZN4llvm22initializeBasicTTIPassERNS_12PassRegistryEE11initialized
00007ffa437e9f80 (__DATA,__bss) non-external __ZZN4llvm22initializeEarlyCSEPassERNS_12PassRegistryEE11initialized
00007ffa437ebc24 (__DATA,__bss) non-external __ZZN4llvm22initializeLoopInfoPassERNS_12PassRegistryEE11initialized
00007ffa437ea660 (__DATA,__bss) non-external __ZZN4llvm22initializeRegToMemPassERNS_12PassRegistryEE11initialized
00007ffa437eba70 (__DATA,__bss) non-external __ZZN4llvm23initializeCFGViewerPassERNS_12PassRegistryEE11initialized
00007ffa437ebb6c (__DATA,__bss) non-external __ZZN4llvm23initializeDomViewerPassERNS_12PassRegistryEE11initialized
00007ffa437e26d4 (__DATA,__bss) non-external __ZZN4llvm23initializeGlobalDCEPassERNS_12PassRegistryEE11initialized
00007ffa437e26dc (__DATA,__bss) non-external __ZZN4llvm23initializeGlobalOptPassERNS_12PassRegistryEE11initialized
00007ffa437ebb9c (__DATA,__bss) non-external __ZZN4llvm23initializeInstCountPassERNS_12PassRegistryEE11initialized
00007ffa437ea8f0 (__DATA,__bss) non-external __ZZN4llvm23initializeInstNamerPassERNS_12PassRegistryEE11initialized
00007ffa437ea648 (__DATA,__bss) non-external __ZZN4llvm23initializeMemCpyOptPassERNS_12PassRegistryEE11initialized
00007ffa437eba78 (__DATA,__bss) non-external __ZZN4llvm24initializeCFGPrinterPassERNS_12PassRegistryEE11initialized
00007ffa437ec15c (__DATA,__bss) non-external __ZZN4llvm24initializeDataLayoutPassERNS_12PassRegistryEE11initialized
00007ffa437ebb7c (__DATA,__bss) non-external __ZZN4llvm24initializeDomPrinterPassERNS_12PassRegistryEE11initialized
00007ffa437e79f4 (__DATA,__bss) non-external __ZZN4llvm24initializeLiveStacksPassERNS_12PassRegistryEE11initialized
00007ffa437ea438 (__DATA,__bss) non-external __ZZN4llvm24initializeLoopRerollPassERNS_12PassRegistryEE11initialized
00007ffa437ea360 (__DATA,__bss) non-external __ZZN4llvm24initializeLoopRotatePassERNS_12PassRegistryEE11initialized
00007ffa437ea5d0 (__DATA,__bss) non-external __ZZN4llvm24initializeLoopUnrollPassERNS_12PassRegistryEE11initialized
