00000001e1a09830 (__DATA,__data) non-external _.compoundliteral
00000001c247a140 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTemp
00000001c247c138 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTempWithMask
00000001c244c2f8 (__TEXT,__text) non-external _glvmTextureFilterEnumToPPStreamEnum
00000001c244c378 (__TEXT,__text) non-external _glvmTextureWrapEnumToPPStreamEnum
00000001c2473628 (__TEXT,__text) non-external (was a private external) _glvmTypeConvertCF
00000001c244b648 (__TEXT,__text) external _glvmUpdateTextureStructure
00000001c24ab3c0 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformEP
00000001c24af16c (__TEXT,__text) non-external (was a private external) _glvmWindowTransformGP
00000001c24a5c14 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformVP
00000001eb18f180 (__DATA_DIRTY,__bss) non-external _glvm_constants
00000001eb18f170 (__DATA_DIRTY,__bss) non-external _glvm_constants_init
00000001c25012ec (__TEXT,__text) non-external _handleResetPost
00000001c250128c (__TEXT,__text) non-external _handleResetPre
00000001c2506e94 (__TEXT,__text) non-external _humanReadableDescriptionToBuffer
00000001c250f8c8 (__TEXT,__text) non-external _include_str_getch
00000001c250f9e4 (__TEXT,__text) non-external _include_str_ungetch
00000001c2506640 (__TEXT,__text) non-external _initAggregateType
00000001c2515c98 (__TEXT,__text) non-external _initBinaryOperatorNode
00000001c2515cfc (__TEXT,__text) non-external _initDerefNode
00000001c24bcc50 (__TEXT,__text) non-external _initTypeWithGLPPrimitiveType
00000001c2515c48 (__TEXT,__text) non-external _initUnaryOperatorNode
00000001c2532860 (__TEXT,__text) non-external _inliningNodeReplacement
00000001c24f0d1c (__TEXT,__text) non-external _inputForOutput
00000001c256de44 (__TEXT,__text) non-external _instructionIndexEqualsFunction
00000001c256de40 (__TEXT,__text) non-external _instructionIndexHashFunction
00000001c24eb73c (__TEXT,__text) non-external _isBuiltinName
00000001c255c5e0 (__TEXT,__text) non-external _iterateQualifiers
00000001c25109e4 (__TEXT,__text) non-external _lAddByte
00000001c2510158 (__TEXT,__text) non-external _lFloatConst
00000001c2510880 (__TEXT,__text) non-external _lNewBlock
00000001c251100c (__TEXT,__text) non-external _lReadByte
00000001c250ba98 (__TEXT,__text) non-external (was a private external) _lazyCPPSetup
00000001c252f2c0 (__TEXT,__text) non-external _lazyPrepareVariableObject
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
00000001c243e4bc (__TEXT,__text) non-external _llvmir_PPStreamAddAddressUsage
00000001c243e534 (__TEXT,__text) non-external _llvmir_PPStreamAddAttribBinding
00000001c243e65c (__TEXT,__text) non-external _llvmir_PPStreamAddConstant
00000001c243e6d4 (__TEXT,__text) non-external _llvmir_PPStreamAddLabel
00000001c243e470 (__TEXT,__text) non-external _llvmir_PPStreamAddOperation
00000001c243e644 (__TEXT,__text) non-external _llvmir_PPStreamAddOption
00000001c243e5cc (__TEXT,__text) non-external _llvmir_PPStreamAddOutputBinding
00000001c243e4c0 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBinding
00000001c243e530 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBindingArray
00000001c243e4b8 (__TEXT,__text) non-external _llvmir_PPStreamAddTempUsage
00000001c243e6dc (__TEXT,__text) non-external _llvmir_PPStreamResolveBranches
00000001c243e468 (__TEXT,__text) non-external _llvmir_PPStreamSetTarget
                 (undefined) external _log2f (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _longjmp (from libSystem)
                 (undefined) external _lroundf (from libSystem)
00000001c250db28 (__TEXT,__text) non-external _macro_scan
00000001c24e9ac4 (__TEXT,__text) non-external _makeCopyFunction
00000001c252f670 (__TEXT,__text) non-external _makeIntConstantNode
00000001c24b9334 (__TEXT,__text) non-external _makePoolNode
                 (undefined) external _malloc (from libSystem)
00000001c250e500 (__TEXT,__text) non-external (was a private external) _mem_AddCleanup
00000001c250e438 (__TEXT,__text) non-external (was a private external) _mem_Alloc
00000001c250e348 (__TEXT,__text) non-external (was a private external) _mem_CreatePool
00000001c250e3e8 (__TEXT,__text) non-external (was a private external) _mem_FreePool
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00000001c24ba868 (__TEXT,__text) non-external _mergeTypes
00000001e1a0defc (__DATA,__bss) non-external _message
00000001e1a0def8 (__DATA,__bss) non-external _message_lock
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _mprotect (from libSystem)
                 (undefined) external _munmap (from libSystem)
00000001e1a097f0 (__DATA,__data) non-external _mutex
00000001c24f2ef4 (__TEXT,__text) non-external _nameTablePush
00000001e1a0e320 (__DATA,__bss) non-external _nameTableSets
00000001c250e2a4 (__TEXT,__text) non-external _noop
00000001c2510154 (__TEXT,__text) non-external _noop
00000001c24eb57c (__TEXT,__text) non-external _offsetLayout
00000001c250bd84 (__TEXT,__text) non-external _op_add
00000001c250bd24 (__TEXT,__text) non-external _op_and
00000001c250bdd4 (__TEXT,__text) non-external _op_cmpl
00000001c250bd9c (__TEXT,__text) non-external _op_div
00000001c250bd2c (__TEXT,__text) non-external _op_eq
00000001c250bd50 (__TEXT,__text) non-external _op_ge
00000001c250bd44 (__TEXT,__text) non-external _op_gt
00000001c250bd68 (__TEXT,__text) non-external _op_le
00000001c250bcfc (__TEXT,__text) non-external _op_logand
00000001c250bcec (__TEXT,__text) non-external _op_logor
00000001c250bd5c (__TEXT,__text) non-external _op_lt
00000001c250bdb0 (__TEXT,__text) non-external _op_mod
00000001c250bd94 (__TEXT,__text) non-external _op_mul
00000001c250bd38 (__TEXT,__text) non-external _op_ne
00000001c250bdcc (__TEXT,__text) non-external _op_neg
00000001c250bddc (__TEXT,__text) non-external _op_not
00000001c250bd14 (__TEXT,__text) non-external _op_or
00000001c250bdc8 (__TEXT,__text) non-external _op_pos
00000001c250bd74 (__TEXT,__text) non-external _op_shl
00000001c250bd7c (__TEXT,__text) non-external _op_shr
00000001c250bd8c (__TEXT,__text) non-external _op_sub
00000001c250bd1c (__TEXT,__text) non-external _op_xor
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
00000001c24f1cc0 (__TEXT,__text) non-external _outputForInput
00000001c24e02ac (__TEXT,__text) non-external _packInto
00000001c24f921c (__TEXT,__text) non-external _parseInterpolationQualifiers
00000001c24f9078 (__TEXT,__text) non-external _parseLayout
00000001c24ba79c (__TEXT,__text) non-external _phase1ProcessFunctionPrototype
00000001c24ba528 (__TEXT,__text) non-external _phase1ProcessVariableDeclaration
00000001c252e234 (__TEXT,__text) non-external (was a private external) _phase2AddDef
00000001c252e3fc (__TEXT,__text) non-external _phase2Process
00000001c252e708 (__TEXT,__text) non-external _phase2ProcessConstant
00000001c252e7e4 (__TEXT,__text) non-external _phase2ProcessFunctionPrototype
00000001c252e880 (__TEXT,__text) non-external _phase2ProcessInterfaceBlock
00000001c252ecfc (__TEXT,__text) non-external _phase2ProcessLValue
00000001c252e778 (__TEXT,__text) non-external _phase2ProcessParameterDeclaration
00000001c252e934 (__TEXT,__text) non-external _phase2ProcessRawCall
00000001c252ead0 (__TEXT,__text) non-external _phase2ProcessSubroutineRawCall
00000001c252f1d0 (__TEXT,__text) non-external _phase2ProcessSubroutineUniform
00000001c252e82c (__TEXT,__text) non-external _phase2ProcessVariableDeclaration
00000001c24b93a0 (__TEXT,__text) non-external _poolAlloc
00000001e1a0e340 (__DATA,__bss) non-external _poolAllocators
00000001c24b9430 (__TEXT,__text) non-external _poolFree
00000001c24b9428 (__TEXT,__text) non-external _poolRealloc
00000001c258d4e8 (__TEXT,__const) non-external _pow_10.down
00000001c258d3e8 (__TEXT,__const) non-external _pow_10.up
                 (undefined) external _powf (from libSystem)
00000001e867b100 (__DATA_CONST,__const) non-external (was a private external) _ppstreamOpString
00000001c24bd8bc (__TEXT,__text) non-external _primitiveTypeOfDeref
                 (undefined) external _printf (from libSystem)
00000001c24f1a78 (__TEXT,__text) non-external _propagateCopyBindings
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00000001c24ff3c0 (__TEXT,__text) non-external (was a private external) _pushdownPrecisionInternal
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_b (from libSystem)
00000001c24f985c (__TEXT,__text) non-external _qualifierContextToString
00000001c24f8638 (__TEXT,__text) non-external _qualifierMaskToSAFlags
00000001c24f93ec (__TEXT,__text) non-external _qualifierMaskToStringBuffer
00000001c250bde8 (__TEXT,__text) non-external (was a private external) _readCPPline
00000001c24b95ac (__TEXT,__text) non-external _readTOC
00000001c2521aa4 (__TEXT,__text) non-external (was a private external) _real_serialize_GLPValue
                 (undefined) external _realloc (from libSystem)
00000001c256a4b4 (__TEXT,__text) non-external _regEqualsFunction
00000001c256a4ac (__TEXT,__text) non-external _regHashFunction
00000001c25112dc (__TEXT,__text) non-external _reget_token
00000001c24f30bc (__TEXT,__text) non-external _remap
00000001c258e504 (__TEXT,__const) non-external (was a private external) _remapSlotToCode
00000001c256023c (__TEXT,__text) non-external _renumberTargets
                 (undefined) external _round (from libSystem)
                 (undefined) external _roundf (from libSystem)
00000001c24f794c (__TEXT,__text) non-external _saInliningNodeReplacement
00000001c2511198 (__TEXT,__text) non-external _scan_token
00000001c2529578 (__TEXT,__text) non-external _serializeASTFields
00000001c252a82c (__TEXT,__text) non-external _serializeBinaryOperatorFields
00000001c252a480 (__TEXT,__text) non-external _serializeCallFields
00000001c252a840 (__TEXT,__text) non-external _serializeStructureFields
00000001c2522a08 (__TEXT,__text) non-external _serialize_GLPASTNode
00000001c2528e50 (__TEXT,__text) non-external _serialize_GLPBufferObject
00000001c25207b8 (__TEXT,__text) non-external _serialize_GLPFunctionObject
00000001c2528544 (__TEXT,__text) non-external _serialize_GLPInterfaceBlockObject
00000001c252075c (__TEXT,__text) non-external _serialize_GLPLayoutObject
00000001c2526ab0 (__TEXT,__text) non-external _serialize_GLPLayoutPair
00000001c252a830 (__TEXT,__text) non-external _serialize_GLPNodeCreationFunc
00000001c2500170 (__TEXT,__text) non-external (was a private external) _serialize_GLPString
00000001c252abec (__TEXT,__text) non-external _serialize_GLPSubroutineUniformObject
00000001c251de90 (__TEXT,__text) non-external (was a private external) _serialize_GLPType
00000001c2527560 (__TEXT,__text) non-external _serialize_GLPVariableObject
00000001c24ffc14 (__TEXT,__text) non-external (was a private external) _serialize_pointer
00000001c24bd924 (__TEXT,__text) non-external _setArrayUsed
                 (undefined) external _setjmp (from libSystem)
00000001c250facc (__TEXT,__text) non-external _simple_str_getch
00000001c250fbdc (__TEXT,__text) non-external _simple_str_ungetch
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _sinhf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _snprintf_l (from libSystem)
                 (undefined) external _sprintf_l (from libSystem)
                 (undefined) external _sqrt (from libSystem)
                 (undefined) external _sqrtf (from libSystem)
00000001c24b9040 (__TEXT,__text) non-external _std140ArrayStrideForElementType
00000001c24b9010 (__TEXT,__text) non-external _std140MatrixStride
00000001c24b9064 (__TEXT,__text) non-external _std140MinimumStructAlignment
00000001c24b9158 (__TEXT,__text) non-external _std140PrimitiveTypeAlign
00000001c24b906c (__TEXT,__text) non-external _std140PrimitiveTypeSize
00000001c24b9060 (__TEXT,__text) non-external _std140SizeToBytes
00000001c24b8f68 (__TEXT,__text) non-external _std140TypeAlign
00000001c24b8e90 (__TEXT,__text) non-external _std140TypeSize
00000001c250f690 (__TEXT,__text) non-external _str_getch
00000001c250f7bc (__TEXT,__text) non-external _str_ungetch
                 (undefined) external _strcat (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strndup (from libSystem)
                 (undefined) external _strtod_l (from libSystem)
                 (undefined) external _strtof_l (from libSystem)
                 (undefined) external _strtol_l (from libSystem)
                 (undefined) external _strtoll_l (from libSystem)
                 (undefined) external _strtoul_l (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _tanf (from libSystem)
                 (undefined) external _tanhf (from libSystem)
00000001c250fd84 (__TEXT,__text) non-external _token_pasted_str_getch
00000001c250fccc (__TEXT,__text) non-external _token_pasted_str_scan
00000001c250fe4c (__TEXT,__text) non-external _token_pasted_str_ungetch
