00007ffa447c0ae0 (__DATA,__data) non-external _.compoundliteral
00007ffa1e83f6c2 (__TEXT,__text) non-external _op_not
00007ffa1e83f5d6 (__TEXT,__text) non-external _op_or
00007ffa1e83f6a6 (__TEXT,__text) non-external _op_pos
00007ffa1e83f642 (__TEXT,__text) non-external _op_shl
00007ffa1e83f64e (__TEXT,__text) non-external _op_shr
00007ffa1e83f663 (__TEXT,__text) non-external _op_sub
00007ffa1e83f5e0 (__TEXT,__text) non-external _op_xor
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
00007ffa1e825049 (__TEXT,__text) non-external _outputForInput
00007ffa1e811957 (__TEXT,__text) non-external _packInto
00007ffa1e82cc98 (__TEXT,__text) non-external _parseInterpolationQualifiers
00007ffa1e82cb04 (__TEXT,__text) non-external _parseLayout
00007ffa1e7e9073 (__TEXT,__text) non-external _phase1ProcessFunctionPrototype
00007ffa1e7e8d74 (__TEXT,__text) non-external _phase1ProcessVariableDeclaration
00007ffa1e864100 (__TEXT,__text) non-external (was a private external) _phase2AddDef
00007ffa1e8642ea (__TEXT,__text) non-external _phase2Process
00007ffa1e864578 (__TEXT,__text) non-external _phase2ProcessConstant
00007ffa1e864625 (__TEXT,__text) non-external _phase2ProcessFunctionPrototype
00007ffa1e86469b (__TEXT,__text) non-external _phase2ProcessInterfaceBlock
00007ffa1e864b85 (__TEXT,__text) non-external _phase2ProcessLValue
00007ffa1e8645cf (__TEXT,__text) non-external _phase2ProcessParameterDeclaration
00007ffa1e86473f (__TEXT,__text) non-external _phase2ProcessRawCall
00007ffa1e864921 (__TEXT,__text) non-external _phase2ProcessSubroutineRawCall
00007ffa1e86508a (__TEXT,__text) non-external _phase2ProcessSubroutineUniform
00007ffa1e86465c (__TEXT,__text) non-external _phase2ProcessVariableDeclaration
00007ffa1e7e7b49 (__TEXT,__text) non-external _poolAlloc
00007ffa447c5610 (__DATA,__bss) non-external _poolAllocators
00007ffa1e7e7bc5 (__TEXT,__text) non-external _poolFree
00007ffa1e7e7bbd (__TEXT,__text) non-external _poolRealloc
00007ffa1e8b9570 (__TEXT,__const) non-external _pow_10.down
00007ffa1e8b9470 (__TEXT,__const) non-external _pow_10.up
                 (undefined) external _powf (from libSystem)
00007ffa4331e010 (__DATA_CONST,__const) non-external (was a private external) _ppstreamOpString
00007ffa1e7ecd4a (__TEXT,__text) non-external _primitiveTypeOfDeref
                 (undefined) external _printf (from libSystem)
00007ffa1e824e0c (__TEXT,__text) non-external _propagateCopyBindings
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00007ffa1e833220 (__TEXT,__text) non-external (was a private external) _pushdownPrecisionInternal
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_b (from libSystem)
00007ffa1e82d312 (__TEXT,__text) non-external _qualifierContextToString
00007ffa1e82bc9e (__TEXT,__text) non-external _qualifierMaskToSAFlags
00007ffa1e82ce70 (__TEXT,__text) non-external _qualifierMaskToStringBuffer
00007ffa1e83f6cf (__TEXT,__text) non-external (was a private external) _readCPPline
00007ffa1e7e7d2d (__TEXT,__text) non-external _readTOC
00007ffa1e854a6c (__TEXT,__text) non-external (was a private external) _real_serialize_GLPValue
00007ffa1e8924af (__TEXT,__text) non-external _regEqualsFunction
00007ffa1e8924a7 (__TEXT,__text) non-external _regHashFunction
00007ffa1e844616 (__TEXT,__text) non-external _reget_token
00007ffa1e8bafd0 (__TEXT,__const) non-external _reltable.glpGetBIArchiveData
00007ffa1e8c4e94 (__TEXT,__const) non-external _reltable.glpPPDisassemble
00007ffa1e82646a (__TEXT,__text) non-external _remap
00007ffa1e8bb480 (__TEXT,__const) non-external (was a private external) _remapSlotToCode
00007ffa1e8880df (__TEXT,__text) non-external _renumberTargets
                 (undefined) external _round (from libSystem)
                 (undefined) external _roundf (from libSystem)
00007ffa1e82af8c (__TEXT,__text) non-external _saInliningNodeReplacement
00007ffa1e844516 (__TEXT,__text) non-external _scan_token
00007ffa1e85e7b5 (__TEXT,__text) non-external _serializeASTFields
00007ffa1e85949a (__TEXT,__text) non-external _serializeAssignFields
00007ffa1e85bfd0 (__TEXT,__text) non-external _serializeBlockFields
00007ffa1e85f5f4 (__TEXT,__text) non-external _serializeCallFields
00007ffa1e85c3cc (__TEXT,__text) non-external _serializeCaseStatementFields
00007ffa1e8595c0 (__TEXT,__text) non-external _serializeCommaExprFields
00007ffa1e85921e (__TEXT,__text) non-external _serializeConstantFields
00007ffa1e85c485 (__TEXT,__text) non-external _serializeDefaultStatementFields
00007ffa1e859328 (__TEXT,__text) non-external _serializeEqualFields
00007ffa1e859271 (__TEXT,__text) non-external _serializeFieldAccessFields
00007ffa1e85a8b4 (__TEXT,__text) non-external _serializeFieldDeclarationFields
00007ffa1e85929a (__TEXT,__text) non-external _serializeFunctionCallFields
00007ffa1e8599f8 (__TEXT,__text) non-external _serializeFunctionPrototypeFields
00007ffa1e85bb78 (__TEXT,__text) non-external _serializeGlobalTypeQualifierFields
00007ffa1e85d6f0 (__TEXT,__text) non-external _serializeIBPartialDerefFields
00007ffa1e85a906 (__TEXT,__text) non-external _serializeInterfaceBlockFields
00007ffa1e85adf8 (__TEXT,__text) non-external _serializeKeywordQualifierFields
00007ffa1e85d368 (__TEXT,__text) non-external _serializeLValueFields
00007ffa1e85bba1 (__TEXT,__text) non-external _serializeLayoutPairFields
00007ffa1e85b158 (__TEXT,__text) non-external _serializeLayoutQualifierFields
00007ffa1e85aa98 (__TEXT,__text) non-external _serializeLayoutTypeFields
00007ffa1e8592ff (__TEXT,__text) non-external _serializeMethodCallFields
00007ffa1e8593e1 (__TEXT,__text) non-external _serializeNotEqualFields
00007ffa1e85c92d (__TEXT,__text) non-external _serializeOffsetFields
00007ffa1e859553 (__TEXT,__text) non-external _serializeOpAssignFields
00007ffa1e85d719 (__TEXT,__text) non-external _serializePPStreamOpFields
00007ffa1e8599bc (__TEXT,__text) non-external _serializeParameterDeclarationFields
00007ffa1e85a554 (__TEXT,__text) non-external _serializePrimitiveTypeFields
00007ffa1e85a1c8 (__TEXT,__text) non-external _serializeQualifiedDeclarationFields
00007ffa1e85a1f1 (__TEXT,__text) non-external _serializeQualifiedDeclarationGroupFields
00007ffa1e85b818 (__TEXT,__text) non-external _serializeQualifierListFields
00007ffa1e85c8c8 (__TEXT,__text) non-external _serializeRawCallFields
00007ffa1e85956e (__TEXT,__text) non-external _serializeReadInputFields
00007ffa1e85c53e (__TEXT,__text) non-external _serializeReturnStatementFields
00007ffa1e85a8dd (__TEXT,__text) non-external _serializeStructTypeFields
00007ffa1e85f954 (__TEXT,__text) non-external _serializeStructureFields
00007ffa1e8592d6 (__TEXT,__text) non-external _serializeSubroutineArrayCallFields
00007ffa1e85c904 (__TEXT,__text) non-external _serializeSubroutineRawCallFields
00007ffa1e85b4b8 (__TEXT,__text) non-external _serializeSubroutineTypeListFields
00007ffa1e85e78c (__TEXT,__text) non-external _serializeSubroutineUniformFields
00007ffa1e85c567 (__TEXT,__text) non-external _serializeTopLevelFields
00007ffa1e858a30 (__TEXT,__text) non-external _serializeTypeConversionFields
00007ffa1e8591f5 (__TEXT,__text) non-external _serializeTypeIdentifierFields
00007ffa1e859d80 (__TEXT,__text) non-external _serializeVariableDeclarationFields
00007ffa1e859e66 (__TEXT,__text) non-external _serializeVariableDeclarationGroupFields
00007ffa1e8591cc (__TEXT,__text) non-external _serializeVariableIdentifierFields
00007ffa1e859597 (__TEXT,__text) non-external _serializeWriteOutputFields
00007ffa1e855934 (__TEXT,__text) non-external _serialize_GLPASTNode
00007ffa1e85835c (__TEXT,__text) non-external _serialize_GLPBufferObject
00007ffa1e85384e (__TEXT,__text) non-external _serialize_GLPFunctionObject
00007ffa1e857aa8 (__TEXT,__text) non-external _serialize_GLPInterfaceBlockObject
00007ffa1e853818 (__TEXT,__text) non-external _serialize_GLPLayoutObject
00007ffa1e856140 (__TEXT,__text) non-external _serialize_GLPLayoutPair
00007ffa1e833f14 (__TEXT,__text) non-external (was a private external) _serialize_GLPString
00007ffa1e85fcb4 (__TEXT,__text) non-external _serialize_GLPSubroutineUniformObject
00007ffa1e850ee0 (__TEXT,__text) non-external (was a private external) _serialize_GLPType
00007ffa1e856b6c (__TEXT,__text) non-external _serialize_GLPVariableObject
00007ffa1e833a10 (__TEXT,__text) non-external (was a private external) _serialize_pointer
00007ffa1e7ecd88 (__TEXT,__text) non-external _setArrayUsed
                 (undefined) external _setjmp (from libSystem)
00007ffa1e8430bd (__TEXT,__text) non-external _simple_str_getch
00007ffa1e84318c (__TEXT,__text) non-external _simple_str_ungetch
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _sinhf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _snprintf_l (from libSystem)
                 (undefined) external _sprintf_l (from libSystem)
                 (undefined) external _sqrt (from libSystem)
                 (undefined) external _sqrtf (from libSystem)
00007ffa1e7e7858 (__TEXT,__text) non-external _std140ArrayStrideForElementType
00007ffa1e7e7833 (__TEXT,__text) non-external _std140MatrixStride
00007ffa1e7e7871 (__TEXT,__text) non-external _std140MinimumStructAlignment
00007ffa1e7e7944 (__TEXT,__text) non-external _std140PrimitiveTypeAlign
00007ffa1e7e787c (__TEXT,__text) non-external _std140PrimitiveTypeSize
00007ffa1e7e7869 (__TEXT,__text) non-external _std140SizeToBytes
00007ffa1e7e77ad (__TEXT,__text) non-external _std140TypeAlign
00007ffa1e7e76e0 (__TEXT,__text) non-external _std140TypeSize
00007ffa1e842d3c (__TEXT,__text) non-external _str_getch
00007ffa1e842e24 (__TEXT,__text) non-external _str_ungetch
                 (undefined) external _strcat (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strndup (from libSystem)
                 (undefined) external _strtod_l (from libSystem)
                 (undefined) external _strtof_l (from libSystem)
                 (undefined) external _strtol_l (from libSystem)
                 (undefined) external _strtoll_l (from libSystem)
                 (undefined) external _strtoul_l (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _tanf (from libSystem)
                 (undefined) external _tanhf (from libSystem)
00007ffa1e8432fb (__TEXT,__text) non-external _token_pasted_str_getch
00007ffa1e843276 (__TEXT,__text) non-external _token_pasted_str_scan
00007ffa1e84337f (__TEXT,__text) non-external _token_pasted_str_ungetch
00007ffa4331b5c0 (__DATA_CONST,__const) non-external _tokens
00007ffa1e836a44 (__TEXT,__text) non-external _topLevelLookUpGLPBindingTypeFromStringHash
00007ffa1e825148 (__TEXT,__text) non-external _topLevelLookUpObjectTypeFromStringHash
00007ffa1e83636e (__TEXT,__text) non-external _topLevelLookUpUniformBindingTypeFromStringHash
00007ffa1e868bc1 (__TEXT,__text) non-external _transformKids
                 (undefined) external _trunc (from libSystem)
                 (undefined) external _truncf (from libSystem)
00007ffa1e835c77 (__TEXT,__text) non-external _typeFromGLPBinding
00007ffa1e836fdc (__TEXT,__text) non-external _typeFromGLPUniformBinding
00007ffa1e836b12 (__TEXT,__text) non-external _typeFromGLPUniformBlockBinding
00007ffa1e811838 (__TEXT,__text) non-external _uniqueComponentCount
00007ffa1e843a55 (__TEXT,__text) non-external _unlinkScope
00007ffa4331b8e0 (__DATA_CONST,__const) non-external (was a private external) _unop
00007ffa4331ac60 (__DATA_CONST,__const) non-external (was a private external) _vpDclList
                 (undefined) external _vsnprintf_l (from libSystem)
00007ffa1e861428 (__TEXT,__text) non-external _writeASTNode
00007ffa1e862520 (__TEXT,__text) non-external _writeAdd
00007ffa1e861ff5 (__TEXT,__text) non-external _writeArrayAccess
00007ffa1e8630c2 (__TEXT,__text) non-external _writeArrayType
00007ffa1e86290b (__TEXT,__text) non-external _writeAssign
00007ffa1e863a0d (__TEXT,__text) non-external _writeAvailabilityDeclaration
00007ffa1e86281f (__TEXT,__text) non-external _writeBitwiseAnd
00007ffa1e862434 (__TEXT,__text) non-external _writeBitwiseNot
00007ffa1e86285a (__TEXT,__text) non-external _writeBitwiseOr
00007ffa1e862895 (__TEXT,__text) non-external _writeBitwiseXor
00007ffa1e863733 (__TEXT,__text) non-external _writeBlock
00007ffa1e8638e6 (__TEXT,__text) non-external _writeBreakStatement
00007ffa1e863870 (__TEXT,__text) non-external _writeCaseStatement
00007ffa1e8629f7 (__TEXT,__text) non-external _writeCommaExpr
00007ffa1e861f6c (__TEXT,__text) non-external _writeConstant
00007ffa1e86225c (__TEXT,__text) non-external _writeConstructorCall
00007ffa1e863921 (__TEXT,__text) non-external _writeContinueStatement
00007ffa1e8638ab (__TEXT,__text) non-external _writeDefaultStatement
00007ffa1e86395c (__TEXT,__text) non-external _writeDiscardStatement
00007ffa1e8624aa (__TEXT,__text) non-external _writeDivide
00007ffa1e8626f8 (__TEXT,__text) non-external _writeEqual
00007ffa1e8636f8 (__TEXT,__text) non-external _writeExpressionStatement
00007ffa1e862030 (__TEXT,__text) non-external _writeFieldAccess
00007ffa1e8630fd (__TEXT,__text) non-external _writeFieldDeclaration
00007ffa1e8620fd (__TEXT,__text) non-external _writeFunctionCall
00007ffa1e862fc1 (__TEXT,__text) non-external _writeFunctionDefinition
00007ffa1e862ae6 (__TEXT,__text) non-external _writeFunctionPrototype
00007ffa1e86354f (__TEXT,__text) non-external _writeGlobalTypeQualifier
00007ffa1e862682 (__TEXT,__text) non-external _writeGreater
00007ffa1e8626bd (__TEXT,__text) non-external _writeGreaterEqual
00007ffa1e863d6b (__TEXT,__text) non-external _writeIBPartialDeref
00007ffa1e8628d0 (__TEXT,__text) non-external _writeIfExpr
00007ffa1e8637bf (__TEXT,__text) non-external _writeIfStatement
00007ffa1e863221 (__TEXT,__text) non-external _writeInterfaceBlock
00007ffa1e86341c (__TEXT,__text) non-external _writeKeywordQualifier
00007ffa1e863c7c (__TEXT,__text) non-external _writeLValue
00007ffa1e86406b (__TEXT,__text) non-external _writeLayoutObject
00007ffa1e8635f1 (__TEXT,__text) non-external _writeLayoutPair
00007ffa1e86349e (__TEXT,__text) non-external _writeLayoutQualifier
00007ffa1e8633e1 (__TEXT,__text) non-external _writeLayoutType
00007ffa1e86260c (__TEXT,__text) non-external _writeLess
00007ffa1e862647 (__TEXT,__text) non-external _writeLessEqual
00007ffa1e86276e (__TEXT,__text) non-external _writeLogicalAnd
00007ffa1e8623f9 (__TEXT,__text) non-external _writeLogicalNot
00007ffa1e8627a9 (__TEXT,__text) non-external _writeLogicalOr
00007ffa1e8627e4 (__TEXT,__text) non-external _writeLogicalXor
00007ffa1e8637fa (__TEXT,__text) non-external _writeLoopStatement
00007ffa1e8621ca (__TEXT,__text) non-external _writeMethodCall
00007ffa1e8624e5 (__TEXT,__text) non-external _writeModulo
00007ffa1e86246f (__TEXT,__text) non-external _writeMultiply
00007ffa1e8623be (__TEXT,__text) non-external _writeNegate
00007ffa1e862733 (__TEXT,__text) non-external _writeNotEqual
00007ffa1e863b60 (__TEXT,__text) non-external _writeOffset
00007ffa1e862946 (__TEXT,__text) non-external _writeOpAssign
00007ffa1e863da6 (__TEXT,__text) non-external _writePPStreamOp
00007ffa1e862a32 (__TEXT,__text) non-external _writeParameterDeclaration
00007ffa1e8622d2 (__TEXT,__text) non-external _writePostdecrement
00007ffa1e862297 (__TEXT,__text) non-external _writePostincrement
00007ffa1e862f10 (__TEXT,__text) non-external _writePrecisionDeclaration
00007ffa1e862348 (__TEXT,__text) non-external _writePredecrement
00007ffa1e86230d (__TEXT,__text) non-external _writePreincrement
00007ffa1e863037 (__TEXT,__text) non-external _writePrimitiveType
00007ffa1e862f4b (__TEXT,__text) non-external _writeQualifiedDeclaration
00007ffa1e862f86 (__TEXT,__text) non-external _writeQualifiedDeclarationGroup
00007ffa1e862ffc (__TEXT,__text) non-external _writeQualifiedType
00007ffa1e863514 (__TEXT,__text) non-external _writeQualifierList
