00000001e6f3b40c (__TEXT,__text) non-external _DiToMD5
0000000216c8de40 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
0000000219f17d90 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
0000000216c8de48 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
0000000219f17d98 (__DATA,__common) external _gIOMemoryMapMetaClass
0000000216c8de50 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
0000000219f17dc0 (__DATA,__common) external _gIOReportLegendMetaClass
0000000216c8de78 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReportLegend_Declaration
0000000219f17da0 (__DATA,__common) external _gIOReporterMetaClass
0000000216c8de58 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReporter_Declaration
0000000219f17dc8 (__DATA,__common) external _gIOServiceMetaClass
0000000219f17dd0 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
0000000216c8de88 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
0000000219f17dd8 (__DATA,__common) external _gIOServiceStateNotificationDispatchSourceMetaClass
0000000216c8de90 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceStateNotificationDispatchSource_Declaration
0000000216c8de80 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
0000000219f17da8 (__DATA,__common) external _gIOSimpleReporterMetaClass
0000000216c8de60 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOSimpleReporter_Declaration
0000000219f17db0 (__DATA,__common) external _gIOStateReporterMetaClass
0000000216c8de68 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOStateReporter_Declaration
0000000219f17e90 (__DATA,__common) external _gIOThreadMetaClass
0000000216c8df48 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOThread_Declaration
0000000219f17de0 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
0000000216c8de98 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
0000000219f17de8 (__DATA,__common) external _gIOUserClientMetaClass
0000000216c8dea0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
0000000219f17df8 (__DATA,__common) external _gIOUserServerMetaClass
0000000216c8deb0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
0000000219f17e00 (__DATA,__common) external _gIOWorkGroupMetaClass
0000000216c8deb8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOWorkGroup_Declaration
0000000219f17e08 (__DATA,__common) external _gOSActionMetaClass
0000000216c8dec0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
0000000219f17df0 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
0000000216c8dea8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
0000000219f17e88 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
0000000216c8df40 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
0000000219f17e10 (__DATA,__common) external _gOSArrayMetaClass
0000000216c8dec8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
0000000219f17e18 (__DATA,__common) external _gOSBooleanMetaClass
0000000216c8ded0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
0000000219f17e20 (__DATA,__common) external _gOSBundleMetaClass
0000000216c8ded8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBundle_Declaration
0000000219f17e28 (__DATA,__common) external _gOSCollectionMetaClass
0000000216c8dee0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
0000000219f17e30 (__DATA,__common) external _gOSContainerMetaClass
0000000216c8dee8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
0000000219f17e38 (__DATA,__common) external _gOSDataMetaClass
0000000216c8def0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
0000000219f17e40 (__DATA,__common) external _gOSDictionaryMetaClass
0000000216c8def8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
0000000219f17e48 (__DATA,__common) external _gOSMappedFileMetaClass
0000000216c8df00 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSMappedFile_Declaration
0000000219f17c30 (__DATA,__common) non-external (was a private external) _gOSMetaClassBasePrivateLayout
0000000216c8ddf8 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBasePrivateLayout_Declaration
0000000219f17a50 (__DATA,__common) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout
0000000216c8ddf0 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout_Declaration
0000000219f17e50 (__DATA,__common) external _gOSNumberMetaClass
0000000216c8df08 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
0000000219f17e58 (__DATA,__common) external _gOSObjectMetaClass
0000000216c8df10 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
0000000219f17e60 (__DATA,__common) external _gOSOrderedSetMetaClass
0000000216c8df18 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSOrderedSet_Declaration
0000000219f17e68 (__DATA,__common) external _gOSSerializationMetaClass
0000000216c8df20 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
0000000219f17e70 (__DATA,__common) external _gOSSetMetaClass
0000000216c8df28 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSet_Declaration
0000000219f17e78 (__DATA,__common) external _gOSStringMetaClass
0000000216c8df30 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSString_Declaration
0000000219f17e80 (__DATA,__common) external _g_IOBlockStorageDeviceMetaClass
0000000216c8df38 (__DATA_CONST,__osclassinfo) non-external (was a private external) _g_IOBlockStorageDevice_Declaration
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getsectiondata (from libSystem)
                 (undefined) external _host_get_io_main (from libSystem)
00000001e6f31274 (__TEXT,__text) non-external (was a private external) _io_catalog_get_data
00000001e6f31448 (__TEXT,__text) non-external (was a private external) _io_catalog_get_gen_count
00000001e6f315a0 (__TEXT,__text) non-external (was a private external) _io_catalog_module_loaded
00000001e6f31744 (__TEXT,__text) non-external (was a private external) _io_catalog_reset
00000001e6f30f18 (__TEXT,__text) non-external (was a private external) _io_catalog_send_data
00000001e6f310c8 (__TEXT,__text) non-external (was a private external) _io_catalog_terminate
00000001e6f2fdd4 (__TEXT,__text) non-external (was a private external) _io_connect_add_client
00000001e6f33588 (__TEXT,__text) non-external (was a private external) _io_connect_async_method
00000001e6f31db4 (__TEXT,__text) non-external (was a private external) _io_connect_get_notification_semaphore
00000001e6f2fc64 (__TEXT,__text) non-external (was a private external) _io_connect_get_service
00000001e6f32ec0 (__TEXT,__text) non-external (was a private external) _io_connect_map_memory_into_task
00000001e6f331d4 (__TEXT,__text) non-external (was a private external) _io_connect_method
00000001e6f3442c (__TEXT,__text) non-external (was a private external) _io_connect_method_var_output
00000001e6f33990 (__TEXT,__text) non-external (was a private external) _io_connect_set_notification_port
00000001e6f2ff0c (__TEXT,__text) non-external (was a private external) _io_connect_set_properties
00000001e6f33060 (__TEXT,__text) non-external (was a private external) _io_connect_unmap_memory_from_task
00000001e6f361b4 (__TEXT,__text) non-external (was a private external) _io_device_tree_entry_exists_with_name
00000001e6f30dc0 (__TEXT,__text) non-external (was a private external) _io_iterator_is_valid
00000001e6f2e438 (__TEXT,__text) non-external (was a private external) _io_iterator_next
00000001e6f2e5a8 (__TEXT,__text) non-external (was a private external) _io_iterator_reset
00000001e6f2e258 (__TEXT,__text) non-external (was a private external) _io_object_conforms_to
00000001e6f32ae0 (__TEXT,__text) non-external (was a private external) _io_object_get_bundle_identifier
00000001e6f2e070 (__TEXT,__text) non-external (was a private external) _io_object_get_class
00000001e6f307d8 (__TEXT,__text) non-external (was a private external) _io_object_get_retain_count
00000001e6f328bc (__TEXT,__text) non-external (was a private external) _io_object_get_superclass
00000001e6f2ead4 (__TEXT,__text) non-external (was a private external) _io_registry_create_iterator
00000001e6f30bb8 (__TEXT,__text) non-external (was a private external) _io_registry_entry_create_iterator
00000001e6f2ef24 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path
00000001e6f35f58 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path_ool
00000001e6f2f750 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_child_iterator
00000001e6f31f38 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_location_in_plane
00000001e6f2f120 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name
00000001e6f319ac (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name_in_plane
00000001e6f2f948 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_parent_iterator
00000001e6f300b8 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path
00000001e6f35ccc (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path_ool
00000001e6f2f308 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties
00000001e6f34fbc (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin
00000001e6f36394 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin_buf
00000001e6f2e8c8 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property
00000001e6f35178 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin
00000001e6f3656c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin_buf
00000001e6f2f4c4 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bytes
00000001e6f3215c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_recursively
00000001e6f342a4 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_registry_entry_id
00000001e6f305f8 (__TEXT,__text) non-external (was a private external) _io_registry_entry_in_plane
00000001e6f3044c (__TEXT,__text) non-external (was a private external) _io_registry_entry_set_properties
00000001e6f302dc (__TEXT,__text) non-external (was a private external) _io_registry_get_root_entry
00000001e6f2ecdc (__TEXT,__text) non-external (was a private external) _io_registry_iterator_enter_entry
00000001e6f2ee00 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_exit_entry
00000001e6f34e34 (__TEXT,__text) non-external (was a private external) _io_server_version
00000001e6f33db0 (__TEXT,__text) non-external (was a private external) _io_service_add_interest_notification
00000001e6f33b04 (__TEXT,__text) non-external (was a private external) _io_service_add_notification
00000001e6f35a18 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_bin
00000001e6f34018 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_ool
00000001e6f2fb40 (__TEXT,__text) non-external (was a private external) _io_service_close
00000001e6f34b7c (__TEXT,__text) non-external (was a private external) _io_service_get_authorization_id
00000001e6f30930 (__TEXT,__text) non-external (was a private external) _io_service_get_busy_state
00000001e6f347d8 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service
00000001e6f35400 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_bin
00000001e6f349d4 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_ool
00000001e6f2e6cc (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services
00000001e6f35610 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_bin
00000001e6f3258c (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_ool
00000001e6f323e4 (__TEXT,__text) non-external (was a private external) _io_service_get_state
00000001e6f31bd0 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table
00000001e6f35820 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_bin
00000001e6f32734 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_ool
00000001e6f32d04 (__TEXT,__text) non-external (was a private external) _io_service_open_extended
00000001e6f31878 (__TEXT,__text) non-external (was a private external) _io_service_request_probe
00000001e6f34d04 (__TEXT,__text) non-external (was a private external) _io_service_set_authorization_id
00000001e6f30a88 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet
00000001e6f36818 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet_with_options
00000001e6f2e064 (__TEXT,__text) non-external (was a private external) _iokit_user_client_trap
0000000219f17a40 (__DATA,__common) external _kOSBooleanFalse
0000000219f17a38 (__DATA,__common) external _kOSBooleanTrue
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_continuous_time (from libSystem)
                 (undefined) external _mach_error (from libSystem)
                 (undefined) external _mach_error_string (from libSystem)
                 (undefined) external _mach_host_self (from libSystem)
                 (undefined) external _mach_msg2_internal (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_allocate (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_port_mod_refs (from libSystem)
                 (undefined) external _mach_ports_lookup (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _mach_timebase_info (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_deallocate (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
00000001e6f1c434 (__TEXT,__text) external _nanoseconds_to_absolutetime
00000001e6f4caec (__TEXT,__text) non-external _nanoseconds_to_absolutetime.cold.1
00000001e6f4cb18 (__TEXT,__text) non-external _nanoseconds_to_absolutetime.cold.2
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_eventlink_activate (from libSystem)
