000000020ccd3d60 (__DATA,__data) non-external _.compoundliteral
00000001e1b6bffc (__TEXT,__text) non-external (was a private external) _glvmRasterOpMask
00000001e1b68470 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaCoverage
00000001e1b685ac (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaOne
00000001e1b685f4 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleCoverageMask
00000001e1b68778 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleSampleMask
00000001e1b6a3d8 (__TEXT,__text) non-external (was a private external) _glvmRasterOpPack
00000001e1b6c330 (__TEXT,__text) non-external (was a private external) _glvmRasterOpRead
00000001e1b6c500 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWrite
00000001e1b6c7b0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWriteFallback
00000001e1b67118 (__TEXT,__text) non-external (was a private external) _glvmSamplerFetch
00000001e1b66fbc (__TEXT,__text) non-external (was a private external) _glvmSamplerInvalid
00000001e1b474e8 (__TEXT,__text) non-external (was a private external) _glvmSamplerLoadTexels
00000001e1b4cf3c (__TEXT,__text) non-external (was a private external) _glvmSamplerQueryLOD
00000001e1b4e244 (__TEXT,__text) non-external (was a private external) _glvmSamplerSample
00000001e1b67008 (__TEXT,__text) non-external (was a private external) _glvmSamplerSize
00000001e1b9ff70 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001e1ba2828 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001e1ba5530 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001e1ba950c (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001e1baeb38 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001e1b45808 (__TEXT,__text) external _glvmSetTextureFormat
00000001e1b6d2b4 (__TEXT,__text) non-external (was a private external) _glvmSourceNegateCF
00000001e1b75c3c (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddress
00000001e1b78d68 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddressWithMask
00000001e1b7e5c0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputCP
00000001e1b82404 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputEP
00000001e1b86c10 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputFP
00000001e1b841c0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputGP
00000001e1b7a5e8 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputVP
00000001e1b7f7e0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskCP
00000001e1b82ff0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskEP
00000001e1b87c34 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskFP
00000001e1b846cc (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskGP
00000001e1b7b2e4 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskVP
00000001e1b74280 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTemp
00000001e1b76388 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTempWithMask
00000001e1b473e0 (__TEXT,__text) non-external _glvmTextureFilterEnumToPPStreamEnum
00000001e1b47460 (__TEXT,__text) non-external _glvmTextureWrapEnumToPPStreamEnum
00000001e1b6d354 (__TEXT,__text) non-external (was a private external) _glvmTypeConvertCF
00000001e1b467c8 (__TEXT,__text) external _glvmUpdateTextureStructure
00000001e1ba4fe8 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformEP
00000001e1ba8dbc (__TEXT,__text) non-external (was a private external) _glvmWindowTransformGP
00000001e1b9f798 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformVP
000000020f560750 (__DATA_DIRTY,__bss) non-external _glvm_constants
000000020f560740 (__DATA_DIRTY,__bss) non-external _glvm_constants_init
00000001e1bfd554 (__TEXT,__text) non-external _handleResetPost
00000001e1bfd4f4 (__TEXT,__text) non-external _handleResetPre
00000001e1c031a8 (__TEXT,__text) non-external _humanReadableDescriptionToBuffer
00000001e1c0bd18 (__TEXT,__text) non-external _include_str_getch
00000001e1c0be34 (__TEXT,__text) non-external _include_str_ungetch
00000001e1c02904 (__TEXT,__text) non-external _initAggregateType
00000001e1c11d58 (__TEXT,__text) non-external _initBinaryOperatorNode
00000001e1c11dac (__TEXT,__text) non-external _initDerefNode
00000001e1bb704c (__TEXT,__text) non-external _initTypeWithGLPPrimitiveType
00000001e1c11d18 (__TEXT,__text) non-external _initUnaryOperatorNode
00000001e1c2eb24 (__TEXT,__text) non-external _inliningNodeReplacement
00000001e1bece10 (__TEXT,__text) non-external _inputForOutput
00000001e1c6a7e8 (__TEXT,__text) non-external _instructionIndexEqualsFunction
00000001e1c6a7e4 (__TEXT,__text) non-external _instructionIndexHashFunction
00000001e1be76b0 (__TEXT,__text) non-external _isBuiltinName
00000001e1c58fdc (__TEXT,__text) non-external _iterateQualifiers
00000001e1c0ce80 (__TEXT,__text) non-external _lAddByte
00000001e1c0c5f4 (__TEXT,__text) non-external _lFloatConst
00000001e1c0cd18 (__TEXT,__text) non-external _lNewBlock
00000001e1c0d4ac (__TEXT,__text) non-external _lReadByte
00000001e1c07e64 (__TEXT,__text) non-external (was a private external) _lazyCPPSetup
00000001e1c2b540 (__TEXT,__text) non-external _lazyPrepareVariableObject
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
00000001e1b398a0 (__TEXT,__text) non-external _llvmir_PPStreamAddAddressUsage
00000001e1b39918 (__TEXT,__text) non-external _llvmir_PPStreamAddAttribBinding
00000001e1b39a40 (__TEXT,__text) non-external _llvmir_PPStreamAddConstant
00000001e1b39ab8 (__TEXT,__text) non-external _llvmir_PPStreamAddLabel
00000001e1b39854 (__TEXT,__text) non-external _llvmir_PPStreamAddOperation
00000001e1b39a28 (__TEXT,__text) non-external _llvmir_PPStreamAddOption
00000001e1b399b0 (__TEXT,__text) non-external _llvmir_PPStreamAddOutputBinding
00000001e1b398a4 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBinding
00000001e1b39914 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBindingArray
00000001e1b3989c (__TEXT,__text) non-external _llvmir_PPStreamAddTempUsage
00000001e1b39ac0 (__TEXT,__text) non-external _llvmir_PPStreamResolveBranches
00000001e1b3984c (__TEXT,__text) non-external _llvmir_PPStreamSetTarget
                 (undefined) external _log2f (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _longjmp (from libSystem)
                 (undefined) external _lroundf (from libSystem)
00000001e1c09ee8 (__TEXT,__text) non-external _macro_scan
00000001e1be5abc (__TEXT,__text) non-external _makeCopyFunction
00000001e1c2b8f0 (__TEXT,__text) non-external _makeIntConstantNode
00000001e1bb360c (__TEXT,__text) non-external _makePoolNode
                 (undefined) external _malloc (from libSystem)
00000001e1c0a8e0 (__TEXT,__text) non-external (was a private external) _mem_AddCleanup
00000001e1c0a818 (__TEXT,__text) non-external (was a private external) _mem_Alloc
00000001e1c0a72c (__TEXT,__text) non-external (was a private external) _mem_CreatePool
00000001e1c0a7c8 (__TEXT,__text) non-external (was a private external) _mem_FreePool
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00000001e1bb4be4 (__TEXT,__text) non-external _mergeTypes
000000020ccd842c (__DATA,__bss) non-external _message
000000020ccd8428 (__DATA,__bss) non-external _message_lock
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _mprotect (from libSystem)
                 (undefined) external _munmap (from libSystem)
000000020ccd3d20 (__DATA,__data) non-external _mutex
00000001e1beefa4 (__TEXT,__text) non-external _nameTablePush
000000020ccd8850 (__DATA,__bss) non-external _nameTableSets
00000001e1c0a688 (__TEXT,__text) non-external _noop
00000001e1c0c5f0 (__TEXT,__text) non-external _noop
00000001e1be74f0 (__TEXT,__text) non-external _offsetLayout
00000001e1c08150 (__TEXT,__text) non-external _op_add
00000001e1c080f0 (__TEXT,__text) non-external _op_and
00000001e1c081a0 (__TEXT,__text) non-external _op_cmpl
00000001e1c08168 (__TEXT,__text) non-external _op_div
00000001e1c080f8 (__TEXT,__text) non-external _op_eq
00000001e1c0811c (__TEXT,__text) non-external _op_ge
00000001e1c08110 (__TEXT,__text) non-external _op_gt
00000001e1c08134 (__TEXT,__text) non-external _op_le
00000001e1c080c8 (__TEXT,__text) non-external _op_logand
00000001e1c080b8 (__TEXT,__text) non-external _op_logor
00000001e1c08128 (__TEXT,__text) non-external _op_lt
00000001e1c0817c (__TEXT,__text) non-external _op_mod
00000001e1c08160 (__TEXT,__text) non-external _op_mul
00000001e1c08104 (__TEXT,__text) non-external _op_ne
00000001e1c08198 (__TEXT,__text) non-external _op_neg
00000001e1c081a8 (__TEXT,__text) non-external _op_not
00000001e1c080e0 (__TEXT,__text) non-external _op_or
00000001e1c08194 (__TEXT,__text) non-external _op_pos
00000001e1c08140 (__TEXT,__text) non-external _op_shl
00000001e1c08148 (__TEXT,__text) non-external _op_shr
00000001e1c08158 (__TEXT,__text) non-external _op_sub
00000001e1c080e8 (__TEXT,__text) non-external _op_xor
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
00000001e1bedd68 (__TEXT,__text) non-external _outputForInput
00000001e1bdc184 (__TEXT,__text) non-external _packInto
00000001e1bf5364 (__TEXT,__text) non-external _parseInterpolationQualifiers
00000001e1bf51b4 (__TEXT,__text) non-external _parseLayout
00000001e1bb4b18 (__TEXT,__text) non-external _phase1ProcessFunctionPrototype
00000001e1bb48a4 (__TEXT,__text) non-external _phase1ProcessVariableDeclaration
00000001e1c2a4b4 (__TEXT,__text) non-external (was a private external) _phase2AddDef
00000001e1c2a67c (__TEXT,__text) non-external _phase2Process
00000001e1c2a988 (__TEXT,__text) non-external _phase2ProcessConstant
00000001e1c2aa64 (__TEXT,__text) non-external _phase2ProcessFunctionPrototype
00000001e1c2ab00 (__TEXT,__text) non-external _phase2ProcessInterfaceBlock
00000001e1c2af7c (__TEXT,__text) non-external _phase2ProcessLValue
00000001e1c2a9f8 (__TEXT,__text) non-external _phase2ProcessParameterDeclaration
00000001e1c2abb4 (__TEXT,__text) non-external _phase2ProcessRawCall
00000001e1c2ad50 (__TEXT,__text) non-external _phase2ProcessSubroutineRawCall
00000001e1c2b450 (__TEXT,__text) non-external _phase2ProcessSubroutineUniform
00000001e1c2aaac (__TEXT,__text) non-external _phase2ProcessVariableDeclaration
00000001e1bb3678 (__TEXT,__text) non-external _poolAlloc
000000020ccd8870 (__DATA,__bss) non-external _poolAllocators
00000001e1bb370c (__TEXT,__text) non-external _poolFree
00000001e1bb3704 (__TEXT,__text) non-external _poolRealloc
00000001e1c8a010 (__TEXT,__const) non-external _pow_10.down
00000001e1c89f10 (__TEXT,__const) non-external _pow_10.up
                 (undefined) external _powf (from libSystem)
0000000209f65f40 (__DATA_CONST,__const) non-external (was a private external) _ppstreamOpString
00000001e1bb7d0c (__TEXT,__text) non-external _primitiveTypeOfDeref
                 (undefined) external _printf (from libSystem)
00000001e1bedb20 (__TEXT,__text) non-external _propagateCopyBindings
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00000001e1bfb630 (__TEXT,__text) non-external (was a private external) _pushdownPrecisionInternal
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_b (from libSystem)
00000001e1bf59a4 (__TEXT,__text) non-external _qualifierContextToString
00000001e1bf4738 (__TEXT,__text) non-external _qualifierMaskToSAFlags
00000001e1bf5534 (__TEXT,__text) non-external _qualifierMaskToStringBuffer
00000001e1c081b4 (__TEXT,__text) non-external (was a private external) _readCPPline
00000001e1bb38ec (__TEXT,__text) non-external _readTOC
00000001e1c1dcec (__TEXT,__text) non-external (was a private external) _real_serialize_GLPValue
                 (undefined) external _realloc (from libSystem)
00000001e1c66dec (__TEXT,__text) non-external _regEqualsFunction
00000001e1c66de4 (__TEXT,__text) non-external _regHashFunction
00000001e1c0d77c (__TEXT,__text) non-external _reget_token
00000001e1bef16c (__TEXT,__text) non-external _remap
00000001e1c8b1b4 (__TEXT,__const) non-external (was a private external) _remapSlotToCode
00000001e1c5cce0 (__TEXT,__text) non-external _renumberTargets
                 (undefined) external _round (from libSystem)
                 (undefined) external _roundf (from libSystem)
00000001e1bf3a4c (__TEXT,__text) non-external _saInliningNodeReplacement
00000001e1c0d638 (__TEXT,__text) non-external _scan_token
00000001e1c257f0 (__TEXT,__text) non-external _serializeASTFields
00000001e1c26aa4 (__TEXT,__text) non-external _serializeBinaryOperatorFields
00000001e1c266f8 (__TEXT,__text) non-external _serializeCallFields
00000001e1c26ab8 (__TEXT,__text) non-external _serializeStructureFields
00000001e1c1ec8c (__TEXT,__text) non-external _serialize_GLPASTNode
00000001e1c250c8 (__TEXT,__text) non-external _serialize_GLPBufferObject
00000001e1c1ca00 (__TEXT,__text) non-external _serialize_GLPFunctionObject
00000001e1c247c8 (__TEXT,__text) non-external _serialize_GLPInterfaceBlockObject
00000001e1c1c9a4 (__TEXT,__text) non-external _serialize_GLPLayoutObject
00000001e1c22d34 (__TEXT,__text) non-external _serialize_GLPLayoutPair
00000001e1c26aa8 (__TEXT,__text) non-external _serialize_GLPNodeCreationFunc
00000001e1bfc3d0 (__TEXT,__text) non-external (was a private external) _serialize_GLPString
00000001e1c26e64 (__TEXT,__text) non-external _serialize_GLPSubroutineUniformObject
00000001e1c1a048 (__TEXT,__text) non-external (was a private external) _serialize_GLPType
00000001e1c237e4 (__TEXT,__text) non-external _serialize_GLPVariableObject
00000001e1bfbe78 (__TEXT,__text) non-external (was a private external) _serialize_pointer
00000001e1bb7d74 (__TEXT,__text) non-external _setArrayUsed
                 (undefined) external _setjmp (from libSystem)
00000001e1c0bf1c (__TEXT,__text) non-external _simple_str_getch
00000001e1c0c02c (__TEXT,__text) non-external _simple_str_ungetch
