00007ffc0ff5d540 (__TEXT,__text) non-external K256
00007ffc0ffbc4b4 (__TEXT,__text) non-external (was a private external) _ec_GFp_simple_invert
00007ffc0ffbc4f4 (__TEXT,__text) non-external (was a private external) _ec_GFp_simple_is_at_infinity
00007ffc0ffbc503 (__TEXT,__text) non-external (was a private external) _ec_GFp_simple_is_on_curve
00007ffc0ffbcab2 (__TEXT,__text) non-external (was a private external) _ec_GFp_simple_make_affine
00007ffc0ffbd2cb (__TEXT,__text) non-external _ec_GFp_simple_mul_ct
00007ffc0ffbd0ec (__TEXT,__text) non-external (was a private external) _ec_GFp_simple_mul_double_nonct
00007ffc0ffbd0d3 (__TEXT,__text) non-external (was a private external) _ec_GFp_simple_mul_generator_ct
00007ffc0ffbd0e2 (__TEXT,__text) non-external (was a private external) _ec_GFp_simple_mul_single_ct
00007ffc0ffba994 (__TEXT,__text) non-external (was a private external) _ec_GFp_simple_oct2point
00007ffc0ffba674 (__TEXT,__text) non-external (was a private external) _ec_GFp_simple_point2oct
00007ffc0ffbb35d (__TEXT,__text) non-external (was a private external) _ec_GFp_simple_point_clear_finish
00007ffc0ffbb38f (__TEXT,__text) non-external (was a private external) _ec_GFp_simple_point_copy
00007ffc0ffbb330 (__TEXT,__text) non-external (was a private external) _ec_GFp_simple_point_finish
00007ffc0ffbb7a1 (__TEXT,__text) non-external (was a private external) _ec_GFp_simple_point_get_affine_coordinates
00007ffc0ffbb2f9 (__TEXT,__text) non-external (was a private external) _ec_GFp_simple_point_init
00007ffc0ffbb71e (__TEXT,__text) non-external (was a private external) _ec_GFp_simple_point_set_affine_coordinates
00007ffc0ffbb3f3 (__TEXT,__text) non-external (was a private external) _ec_GFp_simple_point_set_to_infinity
00007ffc0ffbcbc1 (__TEXT,__text) non-external (was a private external) _ec_GFp_simple_points_make_affine
00007ffc0ffbb410 (__TEXT,__text) non-external (was a private external) _ec_GFp_simple_set_Jprojective_coordinates_GFp
00007ffc0ffba27e (__TEXT,__text) non-external (was a private external) _ec_GFp_simple_set_compressed_coordinates
00007ffc0ffb1fcb (__TEXT,__text) non-external _ec_asn1_group2pkparameters
00007ffc0ffb168e (__TEXT,__text) non-external _ec_asn1_pkparameters2group
00007ffc0ffb032b (__TEXT,__text) non-external _ec_bits
00007ffc0ffb042d (__TEXT,__text) non-external _ec_cmp_parameters
00007ffc0ffb0409 (__TEXT,__text) non-external _ec_copy_parameters
00007ffc0ffb55c5 (__TEXT,__text) non-external _ec_guess_cofactor
00007ffc0ffb03f0 (__TEXT,__text) non-external _ec_missing_parameters
00007ffc0ffb0485 (__TEXT,__text) non-external _ec_pkey_ctrl
00007ffc41439868 (__DATA,__const) non-external (was a private external) _ec_pkey_meth
00007ffc0ffb5c53 (__TEXT,__text) non-external (was a private external) _ec_point_blind_coordinates
00007ffc0ffb771e (__TEXT,__text) non-external _ec_pre_comp_clear_free
00007ffc0ffb7675 (__TEXT,__text) non-external _ec_pre_comp_dup
00007ffc0ffb76a8 (__TEXT,__text) non-external _ec_pre_comp_free
00007ffc41453288 (__DATA,__bss) non-external _ec_table
00007ffc0ffb7fd4 (__TEXT,__text) non-external (was a private external) _ec_wNAF_have_precompute_mult
00007ffc0ffb68bc (__TEXT,__text) non-external (was a private external) _ec_wNAF_mul
00007ffc0ffb7a6f (__TEXT,__text) non-external (was a private external) _ec_wNAF_precompute_mult
00007ffc0ffbddf8 (__TEXT,__text) non-external (was a private external) _ecdh_KDF_X9_63
00007ffc0ffbe564 (__TEXT,__text) non-external (was a private external) _ecdh_check
00007ffc0ffbe0e8 (__TEXT,__text) non-external _ecdh_compute_key
00007ffc0ffbd783 (__TEXT,__text) non-external (was a private external) _ecdh_compute_key_new
00007ffc0ffbe5d6 (__TEXT,__text) non-external _ecdh_data_dup
00007ffc0ffbe5e9 (__TEXT,__text) non-external _ecdh_data_free
00007ffc0ffbe61f (__TEXT,__text) non-external _ecdh_data_new
00007ffc41453278 (__DATA,__bss) non-external _ecdh_table
00007ffc0ffbe8ea (__TEXT,__text) non-external (was a private external) _ecdsa_check
00007ffc0ffbe95c (__TEXT,__text) non-external _ecdsa_data_dup
00007ffc0ffbe96f (__TEXT,__text) non-external _ecdsa_data_free
00007ffc0ffbe9a5 (__TEXT,__text) non-external _ecdsa_data_new
00007ffc0ffbee58 (__TEXT,__text) non-external _ecdsa_do_sign
00007ffc0ffbf9a9 (__TEXT,__text) non-external _ecdsa_do_verify
00007ffc4143cca8 (__DATA,__const) non-external _ecdsa_md
00007ffc0ffbfe08 (__TEXT,__text) non-external _ecdsa_prepare_digest
00007ffc0ffbf537 (__TEXT,__text) non-external _ecdsa_sign_setup
00007ffc41453280 (__DATA,__bss) non-external _ecdsa_table
00007ffc41438318 (__DATA,__const) non-external (was a private external) _eckey_asn1_meth
00007ffc0ffb0fb6 (__TEXT,__text) non-external _eckey_param2type
00007ffc0ffb0388 (__TEXT,__text) non-external _eckey_param_decode
00007ffc0ffb03e2 (__TEXT,__text) non-external _eckey_param_encode
00007ffc0ffb0467 (__TEXT,__text) non-external _eckey_param_print
00007ffc0ffaff81 (__TEXT,__text) non-external _eckey_priv_decode
00007ffc0ffb0164 (__TEXT,__text) non-external _eckey_priv_encode
00007ffc0ffb030a (__TEXT,__text) non-external _eckey_priv_print
00007ffc0ffaff0b (__TEXT,__text) non-external _eckey_pub_cmp
00007ffc0ffafcdc (__TEXT,__text) non-external _eckey_pub_decode
00007ffc0ffafdf9 (__TEXT,__text) non-external _eckey_pub_encode
00007ffc0ffaff6e (__TEXT,__text) non-external _eckey_pub_print
00007ffc0ffb0e90 (__TEXT,__text) non-external _eckey_type2param
00007ffc0ffc6f09 (__TEXT,__text) non-external _enc_callback_ctrl
00007ffc0ffc6c2e (__TEXT,__text) non-external _enc_ctrl
00007ffc0ffc6ec1 (__TEXT,__text) non-external _enc_free
00007ffc0ffc6e6c (__TEXT,__text) non-external _enc_new
00007ffc0ffc6a61 (__TEXT,__text) non-external _enc_read
00007ffc0ffc68ef (__TEXT,__text) non-external _enc_write
00007ffc0ffd95ab (__TEXT,__text) non-external _encode_gost01_algor_params
00007ffc0ffffd18 (__TEXT,__text) non-external _encode_pkcs1
00007ffc0ffc1657 (__TEXT,__text) non-external (was a private external) _engine_cleanup_add_first
00007ffc0ffc16a9 (__TEXT,__text) non-external (was a private external) _engine_cleanup_add_last
00007ffc0ffc1728 (__TEXT,__text) non-external _engine_cleanup_cb_free
00007ffc0ffc15bb (__TEXT,__text) non-external (was a private external) _engine_free_util
00007ffc0ffc1fe7 (__TEXT,__text) non-external _engine_list_cleanup
00007ffc41453238 (__DATA,__bss) non-external _engine_list_head
00007ffc41453240 (__DATA,__bss) non-external _engine_list_tail
00007ffc0ffc2ba4 (__TEXT,__text) non-external _engine_pile_LHASH_COMP
00007ffc0ffc2b9b (__TEXT,__text) non-external _engine_pile_LHASH_HASH
00007ffc0ffc2d99 (__TEXT,__text) non-external (was a private external) _engine_pkey_asn1_meths_free
00007ffc0ffc3c32 (__TEXT,__text) non-external (was a private external) _engine_pkey_meths_free
00007ffc0ffc157a (__TEXT,__text) non-external (was a private external) _engine_set_all_null
00007ffc0ffc294c (__TEXT,__text) non-external (was a private external) _engine_table_cleanup
00007ffc0ffc2b32 (__TEXT,__text) non-external (was a private external) _engine_table_doall
00007ffc0ffc26c4 (__TEXT,__text) non-external (was a private external) _engine_table_register
00007ffc0ffc29e4 (__TEXT,__text) non-external (was a private external) _engine_table_select
00007ffc0ffc289c (__TEXT,__text) non-external (was a private external) _engine_table_unregister
00007ffc0ffc12b0 (__TEXT,__text) non-external (was a private external) _engine_unlocked_finish
00007ffc0ffc1261 (__TEXT,__text) non-external (was a private external) _engine_unlocked_init
00007ffc0ffc32b9 (__TEXT,__text) non-external _engine_unregister_all_DH
00007ffc0ffc35d4 (__TEXT,__text) non-external _engine_unregister_all_DSA
00007ffc0ffc3964 (__TEXT,__text) non-external _engine_unregister_all_EC
00007ffc0ffc3704 (__TEXT,__text) non-external _engine_unregister_all_ECDH
00007ffc0ffc3834 (__TEXT,__text) non-external _engine_unregister_all_ECDSA
00007ffc0ffc3d0a (__TEXT,__text) non-external _engine_unregister_all_RAND
00007ffc0ffc3e3a (__TEXT,__text) non-external _engine_unregister_all_RSA
00007ffc0ffc3f6a (__TEXT,__text) non-external _engine_unregister_all_STORE
00007ffc0ffc310f (__TEXT,__text) non-external _engine_unregister_all_ciphers
00007ffc0ffc342a (__TEXT,__text) non-external _engine_unregister_all_digests
00007ffc0ffc2c3c (__TEXT,__text) non-external _engine_unregister_all_pkey_asn1_meths
00007ffc0ffc3ad5 (__TEXT,__text) non-external _engine_unregister_all_pkey_meths
00007ffc1001ed78 (__TEXT,__text) non-external _equal_case
00007ffc1001e8b0 (__TEXT,__text) non-external _equal_email
00007ffc1001e950 (__TEXT,__text) non-external _equal_nocase
00007ffc1001ea3a (__TEXT,__text) non-external _equal_wildcard
00007ffc0ffc51c4 (__TEXT,__text) non-external (was a private external) _err_clear_last_constant_time
00007ffc41439ec0 (__DATA,__const) non-external _err_defaults
00007ffc414532b0 (__DATA,__bss) non-external _err_fns
00007ffc0ffc400d (__TEXT,__text) non-external _err_fns_check
00007ffc414532b8 (__DATA,__bss) non-external _err_init_thread
00007ffc0ffc58a7 (__TEXT,__text) non-external _err_state_LHASH_COMP
00007ffc0ffc5894 (__TEXT,__text) non-external _err_state_LHASH_HASH
00007ffc0ffc588a (__TEXT,__text) non-external _err_string_data_LHASH_COMP
00007ffc0ffc583f (__TEXT,__text) non-external _err_string_data_LHASH_HASH
00007ffc0ffd4635 (__TEXT,__text) non-external (was a private external) _evp_pkey_set_cb_translate
00007ffc4144dcd0 (__DATA,__data) non-external _ex_class
00007ffc0ff61490 (__TEXT,__text) non-external _ex_class_item_LHASH_COMP
00007ffc0ff61487 (__TEXT,__text) non-external _ex_class_item_LHASH_HASH
00007ffc414530e8 (__DATA,__bss) non-external _ex_data
00007ffc0ff613ea (__TEXT,__text) non-external _ex_data_check
                 (undefined) external _exit (from libSystem)
00007ffc1000dc33 (__TEXT,__text) non-external _exnode_free
00007ffc10026687 (__TEXT,__text) external _explicit_bzero
00007ffc10016cdd (__TEXT,__text) non-external _ext_cmp
00007ffc1001720f (__TEXT,__text) non-external _ext_cmp_BSEARCH_CMP_FN
00007ffc41455320 (__DATA,__bss) non-external _ext_list
00007ffc10016ee3 (__TEXT,__text) non-external _ext_list_free
00007ffc41452f48 (__DATA,__data) non-external _ext_nid_list
00007ffc41452f40 (__DATA,__data) non-external _ext_nids
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
00007ffc0ffa58ff (__TEXT,__text) non-external (was a private external) _fcrypt_body
00007ffc0ff7e23b (__TEXT,__text) non-external _fd_ctrl
00007ffc0ff7e35e (__TEXT,__text) non-external _fd_free
00007ffc0ff7e1c6 (__TEXT,__text) non-external _fd_gets
00007ffc0ff7e33c (__TEXT,__text) non-external _fd_new
00007ffc0ff7e1a0 (__TEXT,__text) non-external _fd_puts
00007ffc0ff7e11b (__TEXT,__text) non-external _fd_read
00007ffc0ff7e09e (__TEXT,__text) non-external _fd_write
                 (undefined) external _fdopen (from libSystem)
00007ffc0ff9d9a7 (__TEXT,__text) non-external _fe_frombytes
00007ffc0ff9c8b9 (__TEXT,__text) non-external _fe_invert
00007ffc10046310 (__TEXT,__const) non-external _fe_isnonzero.zero
00007ffc0ff9cb32 (__TEXT,__text) non-external _fe_mul
00007ffc0ff9dbfe (__TEXT,__text) non-external _fe_sq
00007ffc0ff9d322 (__TEXT,__text) non-external _fe_tobytes
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fflush (from libSystem)
                 (undefined) external _fgets (from libSystem)
00007ffc41438ad0 (__DATA,__const) non-external _fieldID_def_tt
00007ffc0ff7e60f (__TEXT,__text) non-external _file_ctrl
00007ffc0ff7e89e (__TEXT,__text) non-external _file_free
00007ffc0ff7e5d4 (__TEXT,__text) non-external _file_gets
00007ffc0ff7e880 (__TEXT,__text) non-external _file_new
00007ffc0ff7e599 (__TEXT,__text) non-external _file_puts
00007ffc0ff7e501 (__TEXT,__text) non-external _file_read
00007ffc0ff7e4d7 (__TEXT,__text) non-external _file_write
                 (undefined) external _fileno (from libSystem)
00007ffc0ffd0f68 (__TEXT,__text) non-external _final
00007ffc0ffd0fa5 (__TEXT,__text) non-external _final
00007ffc0ffd0fe2 (__TEXT,__text) non-external _final
00007ffc0ffd10d5 (__TEXT,__text) non-external _final
00007ffc0ffd1112 (__TEXT,__text) non-external _final
00007ffc0ffd1218 (__TEXT,__text) non-external _final
00007ffc0ffd124c (__TEXT,__text) non-external _final
00007ffc0ffd12bd (__TEXT,__text) non-external _final
00007ffc0ffd18cb (__TEXT,__text) non-external _final
00007ffc0ffd12ed (__TEXT,__text) non-external _final256
00007ffc0ffd132b (__TEXT,__text) non-external _final512
00007ffc100237eb (__TEXT,__text) non-external _find_issuer
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ffc1000c318 (__TEXT,__text) non-external _free_dir
00007ffc0ffd0c58 (__TEXT,__text) non-external _free_evp_pbe_ctl
00007ffc1000a8f9 (__TEXT,__text) non-external _free_string
00007ffc41454f70 (__DATA,__bss) non-external _free_type
                 (undefined) external _freeaddrinfo (from libSystem)
00007ffc100263ec (__TEXT,__text) external _freezero
                 (undefined) external _fseek (from libSystem)
                 (undefined) external _ftell (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ffc0ffdb865 (__TEXT,__text) non-external _gN
                 (undefined) external _gai_strerror (from libSystem)
00007ffc0ff57a90 (__TEXT,__text) non-external (was a private external) _gcm_ghash_4bit
00007ffc0ff58440 (__TEXT,__text) non-external (was a private external) _gcm_ghash_clmul
00007ffc0ff57980 (__TEXT,__text) non-external (was a private external) _gcm_gmult_4bit
00007ffc0ff58380 (__TEXT,__text) non-external (was a private external) _gcm_gmult_clmul
00007ffc0ff58290 (__TEXT,__text) non-external (was a private external) _gcm_init_clmul
00007ffc0ff9f573 (__TEXT,__text) non-external _ge_cached_0
00007ffc0ff9e70f (__TEXT,__text) non-external _ge_madd
00007ffc0ff9ebf3 (__TEXT,__text) non-external _ge_p2_dbl
00007ffc0ff9e621 (__TEXT,__text) non-external _ge_p3_0
00007ffc0ff9f5c0 (__TEXT,__text) non-external _ge_p3_to_p2
00007ffc0ff9e66c (__TEXT,__text) non-external _ge_precomp_0
00007ffc1000aa78 (__TEXT,__text) non-external _general_allocate_boolean
00007ffc1000b431 (__TEXT,__text) non-external _general_allocate_prompt
00007ffc1000a970 (__TEXT,__text) non-external _general_allocate_string
00007ffc0ffa8898 (__TEXT,__text) non-external _generate_key
00007ffc0ff663c4 (__TEXT,__text) non-external (was a private external) _gentime_string_from_tm
00007ffc0fff354f (__TEXT,__text) non-external _get_attribute
00007ffc1000c3c3 (__TEXT,__text) non-external _get_cert_by_subject
00007ffc10023881 (__TEXT,__text) non-external _get_crl_sk
00007ffc1001dd9b (__TEXT,__text) non-external _get_email
00007ffc0ffc46cf (__TEXT,__text) non-external _get_error_values
00007ffc10021e7f (__TEXT,__text) non-external _get_issuer_sk
00007ffc0ff815ec (__TEXT,__text) external _get_rfc2409_prime_1024
00007ffc10041ff0 (__TEXT,__const) non-external _get_rfc2409_prime_1024.RFC2409_PRIME_1024
00007ffc0ff815ba (__TEXT,__text) external _get_rfc2409_prime_768
00007ffc10041f90 (__TEXT,__const) non-external _get_rfc2409_prime_768.RFC2409_PRIME_768
00007ffc0ff8161e (__TEXT,__text) external _get_rfc3526_prime_1536
00007ffc10042070 (__TEXT,__const) non-external _get_rfc3526_prime_1536.RFC3526_PRIME_1536
00007ffc0ff81650 (__TEXT,__text) external _get_rfc3526_prime_2048
00007ffc10042130 (__TEXT,__const) non-external _get_rfc3526_prime_2048.RFC3526_PRIME_2048
00007ffc0ff81682 (__TEXT,__text) external _get_rfc3526_prime_3072
00007ffc10042230 (__TEXT,__const) non-external _get_rfc3526_prime_3072.RFC3526_PRIME_3072
00007ffc0ff816b4 (__TEXT,__text) external _get_rfc3526_prime_4096
00007ffc100423b0 (__TEXT,__const) non-external _get_rfc3526_prime_4096.RFC3526_PRIME_4096
00007ffc0ff816e6 (__TEXT,__text) external _get_rfc3526_prime_6144
00007ffc100425b0 (__TEXT,__const) non-external _get_rfc3526_prime_6144.RFC3526_PRIME_6144
00007ffc0ff81718 (__TEXT,__text) external _get_rfc3526_prime_8192
00007ffc100428b0 (__TEXT,__const) non-external _get_rfc3526_prime_8192.RFC3526_PRIME_8192
                 (undefined) external _getaddrinfo (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _gethostbyname (from libSystem)
                 (undefined) external _getnameinfo (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getprogname (from libSystem)
00007ffc0ffdef3d (__TEXT,__text) non-external _getrn
                 (undefined) external _getsockopt (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
                 (undefined) external _getuid (from libSystem)
00007ffc0ffadcb3 (__TEXT,__text) non-external _gf2m_Madd
00007ffc0ffade1c (__TEXT,__text) non-external _gf2m_Mdouble
00007ffc0ffadf3c (__TEXT,__text) non-external _gf2m_Mxy
00007ffc4144dcd8 (__DATA,__data) non-external _global_mask
                 (undefined) external _gmtime (from libSystem)
                 (undefined) external _gmtime_r (from libSystem)
00007ffc10014eb8 (__TEXT,__text) non-external _gnames_from_sectname
00007ffc0ffda049 (__TEXT,__text) non-external _gost01_VKO_key
00007ffc0ffd7927 (__TEXT,__text) non-external (was a private external) _gost2001_compute_public
00007ffc0ffd7a4b (__TEXT,__text) non-external (was a private external) _gost2001_do_sign
00007ffc0ffd7e19 (__TEXT,__text) non-external (was a private external) _gost2001_do_verify
00007ffc0ffd828e (__TEXT,__text) non-external (was a private external) _gost2001_keygen
00007ffc4143c3b8 (__DATA,__const) non-external _gost2814789_cfb64
00007ffc0ffcd882 (__TEXT,__text) non-external _gost2814789_cfb64_cipher
00007ffc4143c410 (__DATA,__const) non-external _gost2814789_cnt
00007ffc0ffcd911 (__TEXT,__text) non-external _gost2814789_cnt_cipher
00007ffc0ffcd838 (__TEXT,__text) non-external _gost2814789_ctl
00007ffc4143c360 (__DATA,__const) non-external _gost2814789_ecb
00007ffc0ffcd7d6 (__TEXT,__text) non-external _gost2814789_ecb_cipher
00007ffc0ffd1024 (__TEXT,__text) non-external _gost2814789_final
00007ffc0ffcd675 (__TEXT,__text) non-external (was a private external) _gost2814789_get_asn1_params
00007ffc0ffd1003 (__TEXT,__text) non-external _gost2814789_init
00007ffc0ffcd7bf (__TEXT,__text) non-external _gost2814789_init_key
00007ffc0ffd1038 (__TEXT,__text) non-external _gost2814789_md_ctrl
00007ffc0ffcd48b (__TEXT,__text) non-external (was a private external) _gost2814789_set_asn1_params
00007ffc0ffd1016 (__TEXT,__text) non-external _gost2814789_update
00007ffc4143cd20 (__DATA,__const) non-external _gost2814789imit_md
00007ffc4143d4a0 (__DATA,__const) non-external _gost_cipher_list
00007ffc0ffd6f9e (__TEXT,__text) non-external (was a private external) _gost_key_unwrap_crypto_pro
00007ffc0ffd6db0 (__TEXT,__text) non-external (was a private external) _gost_key_wrap_crypto_pro
00007ffc4143d578 (__DATA,__const) non-external (was a private external) _gostimit_asn1_meth
00007ffc4143d648 (__DATA,__const) non-external (was a private external) _gostimit_pkey_meth
00007ffc4143da30 (__DATA,__const) non-external (was a private external) _gostr01_asn1_meths
00007ffc4143dd40 (__DATA,__const) non-external (was a private external) _gostr01_pkey_meth
00007ffc0ffd1098 (__TEXT,__text) non-external _gostr341194_final
00007ffc0ffd1077 (__TEXT,__text) non-external _gostr341194_init
00007ffc4143cd98 (__DATA,__const) non-external _gostr341194_md
00007ffc0ffd108a (__TEXT,__text) non-external _gostr341194_update
00007ffc0ffdb1b6 (__TEXT,__text) non-external _hash_step
00007ffc1001dae6 (__TEXT,__text) external _hex_to_string
00007ffc100402d0 (__TEXT,__cstring) non-external _hex_to_string.hexdig
00007ffc4143de10 (__DATA,__const) non-external (was a private external) _hmac_asn1_meth
