00000001e429db74 (__TEXT,__text) non-external _DiToMD5
000000020cd3a640 (__DATA,__common) external _gIOMemoryMapMetaClass
000000020a006b48 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
000000020cd3a668 (__DATA,__common) external _gIOReportLegendMetaClass
000000020a006b70 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReportLegend_Declaration
000000020cd3a648 (__DATA,__common) external _gIOReporterMetaClass
000000020a006b50 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReporter_Declaration
000000020cd3a670 (__DATA,__common) external _gIOServiceMetaClass
000000020cd3a678 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
000000020a006b80 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
000000020cd3a680 (__DATA,__common) external _gIOServiceStateNotificationDispatchSourceMetaClass
000000020a006b88 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceStateNotificationDispatchSource_Declaration
000000020a006b78 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
000000020cd3a650 (__DATA,__common) external _gIOSimpleReporterMetaClass
000000020a006b58 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOSimpleReporter_Declaration
000000020cd3a658 (__DATA,__common) external _gIOStateReporterMetaClass
000000020a006b60 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOStateReporter_Declaration
000000020cd3a738 (__DATA,__common) external _gIOThreadMetaClass
000000020a006c40 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOThread_Declaration
000000020cd3a688 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
000000020a006b90 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
000000020cd3a690 (__DATA,__common) external _gIOUserClientMetaClass
000000020a006b98 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
000000020cd3a6a0 (__DATA,__common) external _gIOUserServerMetaClass
000000020a006ba8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
000000020cd3a6a8 (__DATA,__common) external _gIOWorkGroupMetaClass
000000020a006bb0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOWorkGroup_Declaration
000000020cd3a6b0 (__DATA,__common) external _gOSActionMetaClass
000000020a006bb8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
000000020cd3a698 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
000000020a006ba0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
000000020cd3a730 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
000000020a006c38 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
000000020cd3a6b8 (__DATA,__common) external _gOSArrayMetaClass
000000020a006bc0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
000000020cd3a6c0 (__DATA,__common) external _gOSBooleanMetaClass
000000020a006bc8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
000000020cd3a6c8 (__DATA,__common) external _gOSBundleMetaClass
000000020a006bd0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBundle_Declaration
000000020cd3a6d0 (__DATA,__common) external _gOSCollectionMetaClass
000000020a006bd8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
000000020cd3a6d8 (__DATA,__common) external _gOSContainerMetaClass
000000020a006be0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
000000020cd3a6e0 (__DATA,__common) external _gOSDataMetaClass
000000020a006be8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
000000020cd3a6e8 (__DATA,__common) external _gOSDictionaryMetaClass
000000020a006bf0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
000000020cd3a6f0 (__DATA,__common) external _gOSMappedFileMetaClass
000000020a006bf8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSMappedFile_Declaration
000000020cd3a6f8 (__DATA,__common) external _gOSNumberMetaClass
000000020a006c00 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
000000020cd3a700 (__DATA,__common) external _gOSObjectMetaClass
000000020a006c08 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
000000020cd3a708 (__DATA,__common) external _gOSOrderedSetMetaClass
000000020a006c10 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSOrderedSet_Declaration
000000020cd3a710 (__DATA,__common) external _gOSSerializationMetaClass
000000020a006c18 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
000000020cd3a718 (__DATA,__common) external _gOSSetMetaClass
000000020a006c20 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSet_Declaration
000000020cd3a720 (__DATA,__common) external _gOSStringMetaClass
000000020a006c28 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSString_Declaration
000000020cd3a728 (__DATA,__common) external _g_IOBlockStorageDeviceMetaClass
000000020a006c30 (__DATA_CONST,__osclassinfo) non-external (was a private external) _g_IOBlockStorageDevice_Declaration
                 (undefined) external _getsectiondata (from libSystem)
                 (undefined) external _host_get_io_master (from libSystem)
00000001e4293eec (__TEXT,__text) non-external (was a private external) _io_catalog_get_data
00000001e42940b0 (__TEXT,__text) non-external (was a private external) _io_catalog_get_gen_count
00000001e42941e4 (__TEXT,__text) non-external (was a private external) _io_catalog_module_loaded
00000001e4294384 (__TEXT,__text) non-external (was a private external) _io_catalog_reset
00000001e4293bc0 (__TEXT,__text) non-external (was a private external) _io_catalog_send_data
00000001e4293d44 (__TEXT,__text) non-external (was a private external) _io_catalog_terminate
00000001e4292b9c (__TEXT,__text) non-external (was a private external) _io_connect_add_client
00000001e4296074 (__TEXT,__text) non-external (was a private external) _io_connect_async_method
00000001e42949b4 (__TEXT,__text) non-external (was a private external) _io_connect_get_notification_semaphore
00000001e4292a3c (__TEXT,__text) non-external (was a private external) _io_connect_get_service
00000001e42959f0 (__TEXT,__text) non-external (was a private external) _io_connect_map_memory_into_task
00000001e4295ce0 (__TEXT,__text) non-external (was a private external) _io_connect_method
00000001e4296eb0 (__TEXT,__text) non-external (was a private external) _io_connect_method_var_output
00000001e4296460 (__TEXT,__text) non-external (was a private external) _io_connect_set_notification_port
00000001e4292cd0 (__TEXT,__text) non-external (was a private external) _io_connect_set_properties
00000001e4295b70 (__TEXT,__text) non-external (was a private external) _io_connect_unmap_memory_from_task
00000001e4298b78 (__TEXT,__text) non-external (was a private external) _io_device_tree_entry_exists_with_name
00000001e4293a8c (__TEXT,__text) non-external (was a private external) _io_iterator_is_valid
00000001e42912b8 (__TEXT,__text) non-external (was a private external) _io_iterator_next
00000001e4291418 (__TEXT,__text) non-external (was a private external) _io_iterator_reset
00000001e42910f8 (__TEXT,__text) non-external (was a private external) _io_object_conforms_to
00000001e429563c (__TEXT,__text) non-external (was a private external) _io_object_get_bundle_identifier
00000001e4290f38 (__TEXT,__text) non-external (was a private external) _io_object_get_class
00000001e42934f4 (__TEXT,__text) non-external (was a private external) _io_object_get_retain_count
00000001e4295438 (__TEXT,__text) non-external (was a private external) _io_object_get_superclass
00000001e4291930 (__TEXT,__text) non-external (was a private external) _io_registry_create_iterator
00000001e429388c (__TEXT,__text) non-external (was a private external) _io_registry_entry_create_iterator
00000001e4291d70 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path
00000001e429892c (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path_ool
00000001e429253c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_child_iterator
00000001e4294b2c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_location_in_plane
00000001e4291f64 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name
00000001e42945ec (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name_in_plane
00000001e429272c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_parent_iterator
00000001e4292e50 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path
00000001e42986a8 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path_ool
00000001e4292124 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties
00000001e42979e0 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin
00000001e4298d38 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin_buf
00000001e429172c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property
00000001e4297b8c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin
00000001e4298f10 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin_buf
00000001e42922d0 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bytes
00000001e4294d30 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_recursively
00000001e4296d50 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_registry_entry_id
00000001e4293334 (__TEXT,__text) non-external (was a private external) _io_registry_entry_in_plane
00000001e42931b4 (__TEXT,__text) non-external (was a private external) _io_registry_entry_set_properties
00000001e4293054 (__TEXT,__text) non-external (was a private external) _io_registry_get_root_entry
00000001e4291b30 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_enter_entry
00000001e4291c50 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_exit_entry
00000001e4297880 (__TEXT,__text) non-external (was a private external) _io_server_version
00000001e4296874 (__TEXT,__text) non-external (was a private external) _io_service_add_interest_notification
00000001e42965d0 (__TEXT,__text) non-external (was a private external) _io_service_add_notification
00000001e42983f8 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_bin
00000001e4296ad0 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_ool
00000001e429291c (__TEXT,__text) non-external (was a private external) _io_service_close
00000001e42975f0 (__TEXT,__text) non-external (was a private external) _io_service_get_authorization_id
00000001e4293628 (__TEXT,__text) non-external (was a private external) _io_service_get_busy_state
00000001e4297258 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service
00000001e4297e10 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_bin
00000001e429744c (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_ool
00000001e4291538 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services
00000001e4298018 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_bin
00000001e4295138 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_ool
00000001e4294fb4 (__TEXT,__text) non-external (was a private external) _io_service_get_state
00000001e42947f0 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table
00000001e4298220 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_bin
00000001e42952dc (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_ool
00000001e4295840 (__TEXT,__text) non-external (was a private external) _io_service_open_extended
00000001e42944b8 (__TEXT,__text) non-external (was a private external) _io_service_request_probe
00000001e4297750 (__TEXT,__text) non-external (was a private external) _io_service_set_authorization_id
00000001e429375c (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet
00000001e4290f2c (__TEXT,__text) non-external (was a private external) _iokit_user_client_trap
000000020cd3a5e8 (__DATA,__common) external _kOSBooleanFalse
000000020cd3a5e0 (__DATA,__common) external _kOSBooleanTrue
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_continuous_time (from libSystem)
                 (undefined) external _mach_error (from libSystem)
                 (undefined) external _mach_error_string (from libSystem)
                 (undefined) external _mach_host_self (from libSystem)
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_allocate (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_port_mod_refs (from libSystem)
                 (undefined) external _mach_ports_lookup (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _mach_timebase_info (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_deallocate (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
00000001e4280364 (__TEXT,__text) external _nanoseconds_to_absolutetime
00000001e42ad5e0 (__TEXT,__text) non-external _nanoseconds_to_absolutetime.cold.1
00000001e42ad60c (__TEXT,__text) non-external _nanoseconds_to_absolutetime.cold.2
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_eventlink_activate (from libSystem)
                 (undefined) external _os_eventlink_associate (from libSystem)
                 (undefined) external _os_eventlink_cancel (from libSystem)
                 (undefined) external _os_eventlink_create_with_port (from libSystem)
                 (undefined) external _os_eventlink_disassociate (from libSystem)
                 (undefined) external _os_eventlink_signal (from libSystem)
                 (undefined) external _os_eventlink_signal_and_wait (from libSystem)
                 (undefined) external _os_eventlink_signal_and_wait_until (from libSystem)
