00000001e9817368 (__DATA,__data) non-external _.compoundliteral
00000001dd4a6e28 (__TEXT,__text) non-external _phase2ProcessInterfaceBlock
00000001dd4a72a0 (__TEXT,__text) non-external _phase2ProcessLValue
00000001dd4a6d20 (__TEXT,__text) non-external _phase2ProcessParameterDeclaration
00000001dd4a6ed8 (__TEXT,__text) non-external _phase2ProcessRawCall
00000001dd4a7074 (__TEXT,__text) non-external _phase2ProcessSubroutineRawCall
00000001dd4a7774 (__TEXT,__text) non-external _phase2ProcessSubroutineUniform
00000001dd4a6dd4 (__TEXT,__text) non-external _phase2ProcessVariableDeclaration
00000001dd42c230 (__TEXT,__text) non-external _poolAlloc
00000001e981be78 (__DATA,__bss) non-external _poolAllocators
00000001dd42c2c4 (__TEXT,__text) non-external _poolFree
00000001dd42c2bc (__TEXT,__text) non-external _poolRealloc
00000001dd4f3da0 (__TEXT,__const) non-external _pow_10.down
00000001dd4f3ca0 (__TEXT,__const) non-external _pow_10.up
                 (undefined) external _powf (from libSystem)
00000001e58529a8 (__DATA_CONST,__const) non-external (was a private external) _ppstreamOpString
00000001dd4311c8 (__TEXT,__text) non-external _primitiveTypeOfDeref
                 (undefined) external _printf (from libSystem)
00000001dd464cc4 (__TEXT,__text) non-external _propagateCopyBindings
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00000001dd4726b0 (__TEXT,__text) non-external (was a private external) _pushdownPrecisionInternal
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_b (from libSystem)
00000001dd46ca54 (__TEXT,__text) non-external _qualifierContextToString
00000001dd46b7f0 (__TEXT,__text) non-external _qualifierMaskToSAFlags
00000001dd46c5e4 (__TEXT,__text) non-external _qualifierMaskToStringBuffer
00000001dd47f1bc (__TEXT,__text) non-external (was a private external) _readCPPline
00000001dd42c4a4 (__TEXT,__text) non-external _readTOC
00000001dd495cbc (__TEXT,__text) non-external (was a private external) _real_serialize_GLPValue
00000001dd4d2edc (__TEXT,__text) non-external _regEqualsFunction
00000001dd4d2ed4 (__TEXT,__text) non-external _regHashFunction
00000001dd48497c (__TEXT,__text) non-external _reget_token
00000001dd466304 (__TEXT,__text) non-external _remap
00000001dd4f4f9c (__TEXT,__const) non-external (was a private external) _remapSlotToCode
00000001dd4c8b08 (__TEXT,__text) non-external _renumberTargets
                 (undefined) external _round (from libSystem)
                 (undefined) external _roundf (from libSystem)
00000001dd46ab14 (__TEXT,__text) non-external _saInliningNodeReplacement
00000001dd484838 (__TEXT,__text) non-external _scan_token
00000001dd49fde0 (__TEXT,__text) non-external _serializeASTFields
00000001dd49a718 (__TEXT,__text) non-external _serializeAssignFields
00000001dd49d504 (__TEXT,__text) non-external _serializeBlockFields
00000001dd4a0bd4 (__TEXT,__text) non-external _serializeCallFields
00000001dd49d918 (__TEXT,__text) non-external _serializeCaseStatementFields
00000001dd49a8a4 (__TEXT,__text) non-external _serializeCommaExprFields
00000001dd49a390 (__TEXT,__text) non-external _serializeConstantFields
00000001dd49d9f0 (__TEXT,__text) non-external _serializeDefaultStatementFields
00000001dd49a568 (__TEXT,__text) non-external _serializeEqualFields
00000001dd49a404 (__TEXT,__text) non-external _serializeFieldAccessFields
00000001dd49bc90 (__TEXT,__text) non-external _serializeFieldDeclarationFields
00000001dd49a458 (__TEXT,__text) non-external _serializeFunctionCallFields
00000001dd49ad20 (__TEXT,__text) non-external _serializeFunctionPrototypeFields
00000001dd49d054 (__TEXT,__text) non-external _serializeGlobalTypeQualifierFields
00000001dd49ece4 (__TEXT,__text) non-external _serializeIBPartialDerefFields
00000001dd49bd38 (__TEXT,__text) non-external _serializeInterfaceBlockFields
00000001dd49c284 (__TEXT,__text) non-external _serializeKeywordQualifierFields
00000001dd49e93c (__TEXT,__text) non-external _serializeLValueFields
00000001dd49d09c (__TEXT,__text) non-external _serializeLayoutPairFields
00000001dd49c5f8 (__TEXT,__text) non-external _serializeLayoutQualifierFields
00000001dd49bf10 (__TEXT,__text) non-external _serializeLayoutTypeFields
00000001dd49a514 (__TEXT,__text) non-external _serializeMethodCallFields
00000001dd49a640 (__TEXT,__text) non-external _serializeNotEqualFields
00000001dd49df34 (__TEXT,__text) non-external _serializeOffsetFields
00000001dd49a7f0 (__TEXT,__text) non-external _serializeOpAssignFields
00000001dd49ed2c (__TEXT,__text) non-external _serializePPStreamOpFields
00000001dd49acb8 (__TEXT,__text) non-external _serializeParameterDeclarationFields
00000001dd49b91c (__TEXT,__text) non-external _serializePrimitiveTypeFields
00000001dd49b554 (__TEXT,__text) non-external _serializeQualifiedDeclarationFields
00000001dd49b5a8 (__TEXT,__text) non-external _serializeQualifiedDeclarationGroupFields
00000001dd49cce0 (__TEXT,__text) non-external _serializeQualifierListFields
00000001dd49de84 (__TEXT,__text) non-external _serializeRawCallFields
00000001dd49a814 (__TEXT,__text) non-external _serializeReadInputFields
00000001dd49dac8 (__TEXT,__text) non-external _serializeReturnStatementFields
00000001dd49bce4 (__TEXT,__text) non-external _serializeStructTypeFields
00000001dd4a0f48 (__TEXT,__text) non-external _serializeStructureFields
00000001dd49a4c0 (__TEXT,__text) non-external _serializeSubroutineArrayCallFields
00000001dd49deec (__TEXT,__text) non-external _serializeSubroutineRawCallFields
00000001dd49c96c (__TEXT,__text) non-external _serializeSubroutineTypeListFields
00000001dd49fd98 (__TEXT,__text) non-external _serializeSubroutineUniformFields
00000001dd49db10 (__TEXT,__text) non-external _serializeTopLevelFields
00000001dd499b8c (__TEXT,__text) non-external _serializeTypeConversionFields
00000001dd49a33c (__TEXT,__text) non-external _serializeTypeIdentifierFields
00000001dd49b0c8 (__TEXT,__text) non-external _serializeVariableDeclarationFields
00000001dd49b1e0 (__TEXT,__text) non-external _serializeVariableDeclarationGroupFields
00000001dd49a2e8 (__TEXT,__text) non-external _serializeVariableIdentifierFields
00000001dd49a85c (__TEXT,__text) non-external _serializeWriteOutputFields
00000001dd496b70 (__TEXT,__text) non-external _serialize_GLPASTNode
00000001dd4994cc (__TEXT,__text) non-external _serialize_GLPBufferObject
00000001dd494b20 (__TEXT,__text) non-external _serialize_GLPFunctionObject
00000001dd498c48 (__TEXT,__text) non-external _serialize_GLPInterfaceBlockObject
00000001dd494ac4 (__TEXT,__text) non-external _serialize_GLPLayoutObject
00000001dd497384 (__TEXT,__text) non-external _serialize_GLPLayoutPair
00000001dd473418 (__TEXT,__text) non-external (was a private external) _serialize_GLPString
00000001dd4a12bc (__TEXT,__text) non-external _serialize_GLPSubroutineUniformObject
00000001dd492588 (__TEXT,__text) non-external (was a private external) _serialize_GLPType
00000001dd497d88 (__TEXT,__text) non-external _serialize_GLPVariableObject
00000001dd472ef4 (__TEXT,__text) non-external (was a private external) _serialize_pointer
00000001dd431230 (__TEXT,__text) non-external _setArrayUsed
                 (undefined) external _setjmp (from libSystem)
00000001dd483178 (__TEXT,__text) non-external _simple_str_getch
00000001dd483288 (__TEXT,__text) non-external _simple_str_ungetch
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _sinhf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _snprintf_l (from libSystem)
                 (undefined) external _sprintf_l (from libSystem)
                 (undefined) external _sqrt (from libSystem)
                 (undefined) external _sqrtf (from libSystem)
00000001dd42bebc (__TEXT,__text) non-external _std140ArrayStrideForElementType
00000001dd42be8c (__TEXT,__text) non-external _std140MatrixStride
00000001dd42bee0 (__TEXT,__text) non-external _std140MinimumStructAlignment
00000001dd42bfd4 (__TEXT,__text) non-external _std140PrimitiveTypeAlign
00000001dd42bee8 (__TEXT,__text) non-external _std140PrimitiveTypeSize
00000001dd42bedc (__TEXT,__text) non-external _std140SizeToBytes
00000001dd42bde0 (__TEXT,__text) non-external _std140TypeAlign
00000001dd42bce8 (__TEXT,__text) non-external _std140TypeSize
00000001dd482d18 (__TEXT,__text) non-external _str_getch
00000001dd482e44 (__TEXT,__text) non-external _str_ungetch
                 (undefined) external _strcat (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strndup (from libSystem)
                 (undefined) external _strtod_l (from libSystem)
                 (undefined) external _strtof_l (from libSystem)
                 (undefined) external _strtol_l (from libSystem)
                 (undefined) external _strtoll_l (from libSystem)
                 (undefined) external _strtoul_l (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _tanf (from libSystem)
                 (undefined) external _tanhf (from libSystem)
00000001dd483444 (__TEXT,__text) non-external _token_pasted_str_getch
00000001dd48338c (__TEXT,__text) non-external _token_pasted_str_scan
00000001dd48350c (__TEXT,__text) non-external _token_pasted_str_ungetch
00000001e58504d0 (__DATA_CONST,__const) non-external _tokens
00000001dd475fec (__TEXT,__text) non-external _topLevelLookUpGLPBindingTypeFromStringHash
00000001dd465088 (__TEXT,__text) non-external _topLevelLookUpObjectTypeFromStringHash
00000001dd475884 (__TEXT,__text) non-external _topLevelLookUpUniformBindingTypeFromStringHash
00000001dd4ab290 (__TEXT,__text) non-external _transformKids
                 (undefined) external _trunc (from libSystem)
                 (undefined) external _truncf (from libSystem)
00000001dd4750dc (__TEXT,__text) non-external _typeFromGLPBinding
00000001dd476468 (__TEXT,__text) non-external _typeFromGLPUniformBinding
00000001dd476098 (__TEXT,__text) non-external _typeFromGLPUniformBlockBinding
00000001dd4532e0 (__TEXT,__text) non-external _uniqueComponentCount
00000001dd483c6c (__TEXT,__text) non-external _unlinkScope
00000001f1e15eb0 (__AUTH_CONST,__const) non-external (was a private external) _unop
00000001e584f290 (__DATA_CONST,__const) non-external (was a private external) _vpDclList
                 (undefined) external _vsnprintf_l (from libSystem)
00000001dd4a2f54 (__TEXT,__text) non-external _writeASTNode
00000001dd4a4378 (__TEXT,__text) non-external _writeAdd
00000001dd4a3c40 (__TEXT,__text) non-external _writeArrayAccess
00000001dd4a5314 (__TEXT,__text) non-external _writeArrayType
00000001dd4a4950 (__TEXT,__text) non-external _writeAssign
00000001dd4a5f64 (__TEXT,__text) non-external _writeAvailabilityDeclaration
00000001dd4a47f0 (__TEXT,__text) non-external _writeBitwiseAnd
00000001dd4a4218 (__TEXT,__text) non-external _writeBitwiseNot
00000001dd4a4848 (__TEXT,__text) non-external _writeBitwiseOr
00000001dd4a48a0 (__TEXT,__text) non-external _writeBitwiseXor
00000001dd4a5b40 (__TEXT,__text) non-external _writeBlock
00000001dd4a5dac (__TEXT,__text) non-external _writeBreakStatement
00000001dd4a5cfc (__TEXT,__text) non-external _writeCaseStatement
00000001dd4a4ab0 (__TEXT,__text) non-external _writeCommaExpr
00000001dd4a3b90 (__TEXT,__text) non-external _writeConstant
00000001dd4a3f58 (__TEXT,__text) non-external _writeConstructorCall
00000001dd4a5e04 (__TEXT,__text) non-external _writeContinueStatement
00000001dd4a5d54 (__TEXT,__text) non-external _writeDefaultStatement
00000001dd4a5e5c (__TEXT,__text) non-external _writeDiscardStatement
00000001dd4a42c8 (__TEXT,__text) non-external _writeDivide
00000001dd4a4638 (__TEXT,__text) non-external _writeEqual
00000001dd4a5ae8 (__TEXT,__text) non-external _writeExpressionStatement
00000001dd4a3c98 (__TEXT,__text) non-external _writeFieldAccess
00000001dd4a536c (__TEXT,__text) non-external _writeFieldDeclaration
00000001dd4a3da0 (__TEXT,__text) non-external _writeFunctionCall
00000001dd4a51bc (__TEXT,__text) non-external _writeFunctionDefinition
00000001dd4a4be8 (__TEXT,__text) non-external _writeFunctionPrototype
00000001dd4a58ec (__TEXT,__text) non-external _writeGlobalTypeQualifier
00000001dd4a4588 (__TEXT,__text) non-external _writeGreater
00000001dd4a45e0 (__TEXT,__text) non-external _writeGreaterEqual
00000001dd4a63a8 (__TEXT,__text) non-external _writeIBPartialDeref
00000001dd4a48f8 (__TEXT,__text) non-external _writeIfExpr
00000001dd4a5bf4 (__TEXT,__text) non-external _writeIfStatement
00000001dd4a54cc (__TEXT,__text) non-external _writeInterfaceBlock
00000001dd4a5740 (__TEXT,__text) non-external _writeKeywordQualifier
00000001dd4a6270 (__TEXT,__text) non-external _writeLValue
00000001dd4a6738 (__TEXT,__text) non-external _writeLayoutObject
00000001dd4a59b8 (__TEXT,__text) non-external _writeLayoutPair
00000001dd4a57e4 (__TEXT,__text) non-external _writeLayoutQualifier
00000001dd4a56e8 (__TEXT,__text) non-external _writeLayoutType
00000001dd4a44d8 (__TEXT,__text) non-external _writeLess
00000001dd4a4530 (__TEXT,__text) non-external _writeLessEqual
00000001dd4a46e8 (__TEXT,__text) non-external _writeLogicalAnd
00000001dd4a41c0 (__TEXT,__text) non-external _writeLogicalNot
00000001dd4a4740 (__TEXT,__text) non-external _writeLogicalOr
00000001dd4a4798 (__TEXT,__text) non-external _writeLogicalXor
00000001dd4a5c4c (__TEXT,__text) non-external _writeLoopStatement
00000001dd4a3ea8 (__TEXT,__text) non-external _writeMethodCall
00000001dd4a4320 (__TEXT,__text) non-external _writeModulo
00000001dd4a4270 (__TEXT,__text) non-external _writeMultiply
00000001dd4a4168 (__TEXT,__text) non-external _writeNegate
00000001dd4a4690 (__TEXT,__text) non-external _writeNotEqual
00000001dd4a6128 (__TEXT,__text) non-external _writeOffset
00000001dd4a49a8 (__TEXT,__text) non-external _writeOpAssign
00000001dd4a6400 (__TEXT,__text) non-external _writePPStreamOp
00000001dd4a4b08 (__TEXT,__text) non-external _writeParameterDeclaration
00000001dd4a4008 (__TEXT,__text) non-external _writePostdecrement
00000001dd4a3fb0 (__TEXT,__text) non-external _writePostincrement
00000001dd4a50b4 (__TEXT,__text) non-external _writePrecisionDeclaration
00000001dd4a40b8 (__TEXT,__text) non-external _writePredecrement
00000001dd4a4060 (__TEXT,__text) non-external _writePreincrement
00000001dd4a526c (__TEXT,__text) non-external _writePrimitiveType
