00007ffb1fd72940 (__TEXT,__text) non-external K256
00007ffb1fe3b58a (__TEXT,__text) non-external (was a private external) _syslog_r
00007ffb1fd7b763 (__TEXT,__text) non-external _table_cmp_BSEARCH_CMP_FN
00007ffb42d95f08 (__DATA,__bss) non-external _table_flags
00007ffb1fdb3e15 (__TEXT,__text) non-external _table_select
00007ffb1fe55bd0 (__TEXT,__const) non-external _tag2bit
00007ffb1fe557c0 (__TEXT,__const) non-external _tag2nbyte
00007ffb1fe55860 (__TEXT,__const) non-external _tbl_standard
                 (undefined) external _tcgetattr (from libSystem)
                 (undefined) external _tcsetattr (from libSystem)
00007ffb42d95d70 (__DATA,__data) non-external _tea_enabled
00007ffb42d92ea0 (__DATA,__data) non-external _test_cipher_nids
00007ffb42d92ea8 (__DATA,__data) non-external _test_digest_nids
00007ffb42d7cab0 (__DATA,__const) non-external _test_r4_40_cipher
00007ffb42d7ca58 (__DATA,__const) non-external _test_r4_cipher
00007ffb1fdd733e (__TEXT,__text) non-external _test_rc4_cipher
00007ffb1fdd72c4 (__TEXT,__text) non-external _test_rc4_init_key
00007ffb1fdd737b (__TEXT,__text) non-external _test_sha1_final
00007ffb1fdd735f (__TEXT,__text) non-external _test_sha1_init
00007ffb1fdd736d (__TEXT,__text) non-external _test_sha1_update
00007ffb42d7cb08 (__DATA,__const) non-external _test_sha_md
                 (undefined) external _time (from libSystem)
                 (undefined) external _timegm (from libSystem)
                 (undefined) external _timingsafe_bcmp (from libSystem)
00007ffb1fe3b637 (__TEXT,__text) external _timingsafe_memcmp
00007ffb1fe31fae (__TEXT,__text) non-external _tr_cmp
00007ffb1fde9738 (__TEXT,__text) non-external _trans_cb
00007ffb1fdf0c50 (__TEXT,__text) non-external _transform
00007ffb1fdf05c1 (__TEXT,__text) non-external _transform_3
00007ffb1fd794d8 (__TEXT,__text) non-external _traverse_string
00007ffb1fe234d2 (__TEXT,__text) non-external _tree_add_auth_node
00007ffb1fe23444 (__TEXT,__text) non-external _tree_add_unmatched
00007ffb1fe2281b (__TEXT,__text) non-external (was a private external) _tree_find_sk
00007ffb42d95c30 (__DATA,__data) non-external _trstandard
00007ffb42d97ff0 (__DATA,__bss) non-external _trtable
00007ffb1fe32007 (__TEXT,__text) non-external _trtable_free
00007ffb1fe320af (__TEXT,__text) non-external _trust_1oid
00007ffb1fe32059 (__TEXT,__text) non-external _trust_1oidany
00007ffb1fe31cbe (__TEXT,__text) non-external _trust_compat
00007ffb1fe1a91c (__TEXT,__text) non-external _ts_resp_cb
00007ffb42d97d28 (__DATA,__bss) non-external _tty_in
00007ffb42d97d38 (__DATA,__bss) non-external _tty_orig
00007ffb42d97d30 (__DATA,__bss) non-external _tty_out
00007ffb1fd79631 (__TEXT,__text) non-external _type_str
00007ffb42d94e20 (__DATA,__data) non-external _ui_openssl
00007ffb1fe2f754 (__TEXT,__text) non-external _unknown_ext_print
00007ffb1fde82d3 (__TEXT,__text) non-external _unsup_alg
00007ffb1fde6035 (__TEXT,__text) non-external _update
00007ffb1fde6072 (__TEXT,__text) non-external _update
00007ffb1fde60af (__TEXT,__text) non-external _update
00007ffb1fde61a2 (__TEXT,__text) non-external _update
00007ffb1fde61df (__TEXT,__text) non-external _update
00007ffb1fde62e8 (__TEXT,__text) non-external _update
00007ffb1fde6319 (__TEXT,__text) non-external _update
00007ffb1fde638a (__TEXT,__text) non-external _update
00007ffb1fde69a2 (__TEXT,__text) non-external _update
00007ffb1fde63ba (__TEXT,__text) non-external _update256
00007ffb1fde63f8 (__TEXT,__text) non-external _update512
00007ffb1fd7b89c (__TEXT,__text) non-external (was a private external) _utctime_string_from_tm
00007ffb1fe25468 (__TEXT,__text) external _v2i_ASN1_BIT_STRING
00007ffb1fe2adc8 (__TEXT,__text) non-external _v2i_AUTHORITY_INFO_ACCESS
00007ffb1fe23653 (__TEXT,__text) non-external _v2i_AUTHORITY_KEYID
00007ffb1fe2523e (__TEXT,__text) non-external _v2i_BASIC_CONSTRAINTS
00007ffb1fe2a694 (__TEXT,__text) non-external _v2i_EXTENDED_KEY_USAGE
00007ffb1fe2433f (__TEXT,__text) external _v2i_GENERAL_NAME
00007ffb1fe24274 (__TEXT,__text) external _v2i_GENERAL_NAMES
00007ffb1fe24357 (__TEXT,__text) external _v2i_GENERAL_NAME_ex
00007ffb1fe2d3c4 (__TEXT,__text) non-external _v2i_NAME_CONSTRAINTS
00007ffb1fe2eece (__TEXT,__text) non-external _v2i_POLICY_CONSTRAINTS
00007ffb1fe2f24e (__TEXT,__text) non-external _v2i_POLICY_MAPPINGS
00007ffb1fe292e3 (__TEXT,__text) non-external _v2i_crld
00007ffb1fe29797 (__TEXT,__text) non-external _v2i_idp
00007ffb1fe23bdc (__TEXT,__text) non-external _v2i_issuer_alt
00007ffb1fe23a6d (__TEXT,__text) non-external _v2i_subject_alt
00007ffb42d8d990 (__DATA,__const) non-external (was a private external) _v3_akey_id
00007ffb42d8dab0 (__DATA,__const) non-external (was a private external) _v3_alt
00007ffb42d8dc28 (__DATA,__const) non-external (was a private external) _v3_bcons
00007ffb1fe25d4c (__TEXT,__text) non-external _v3_check_critical
00007ffb1fe25dd0 (__TEXT,__text) non-external _v3_check_generic
00007ffb42d8dde8 (__DATA,__const) non-external (was a private external) _v3_cpols
00007ffb42d8f478 (__DATA,__const) non-external (was a private external) _v3_crl_hold
00007ffb42d8f410 (__DATA,__const) non-external (was a private external) _v3_crl_invdate
00007ffb42d8f060 (__DATA,__const) non-external (was a private external) _v3_crl_num
00007ffb42d8e6a0 (__DATA,__const) non-external (was a private external) _v3_crl_reason
00007ffb42d8e1b8 (__DATA,__const) non-external (was a private external) _v3_crld
00007ffb42d8f0c8 (__DATA,__const) non-external (was a private external) _v3_delta_crl
00007ffb42d8e740 (__DATA,__const) non-external (was a private external) _v3_ext_ku
00007ffb42d8e220 (__DATA,__const) non-external (was a private external) _v3_freshest_crl
00007ffb1fe25e99 (__TEXT,__text) non-external _v3_generic_extension
00007ffb42d8e548 (__DATA,__const) non-external (was a private external) _v3_idp
00007ffb42d8eed8 (__DATA,__const) non-external (was a private external) _v3_info
00007ffb42d8f130 (__DATA,__const) non-external (was a private external) _v3_inhibit_anyp
00007ffb42d8dd48 (__DATA,__const) non-external (was a private external) _v3_key_usage
00007ffb42d8f1d8 (__DATA,__const) non-external (was a private external) _v3_name_constraints
00007ffb42d8eb60 (__DATA,__const) non-external (was a private external) _v3_ns_ia5_list
00007ffb42d8dce0 (__DATA,__const) non-external (was a private external) _v3_nscert
00007ffb42d8e7a8 (__DATA,__const) non-external (was a private external) _v3_ocsp_accresp
00007ffb42d8f3a8 (__DATA,__const) non-external (was a private external) _v3_ocsp_acutoff
00007ffb42d8f340 (__DATA,__const) non-external (was a private external) _v3_ocsp_crlid
00007ffb42d8f548 (__DATA,__const) non-external (was a private external) _v3_ocsp_nocheck
00007ffb42d8f4e0 (__DATA,__const) non-external (was a private external) _v3_ocsp_nonce
00007ffb42d8f5b0 (__DATA,__const) non-external (was a private external) _v3_ocsp_serviceloc
00007ffb42d8f618 (__DATA,__const) non-external (was a private external) _v3_pci
00007ffb42d8f8c8 (__DATA,__const) non-external (was a private external) _v3_pkey_usage_period
00007ffb42d8f7d8 (__DATA,__const) non-external (was a private external) _v3_policy_constraints
00007ffb42d8f9b8 (__DATA,__const) non-external (was a private external) _v3_policy_mappings
00007ffb42d8ef40 (__DATA,__const) non-external (was a private external) _v3_sinfo
00007ffb42d8fad0 (__DATA,__const) non-external (was a private external) _v3_skey_id
00007ffb42d8fb78 (__DATA,__const) non-external (was a private external) _v3_sxnet
00007ffb1fdaf979 (__TEXT,__text) non-external _value_free_hash_LHASH_DOALL_ARG
00007ffb1fdaf995 (__TEXT,__text) non-external _value_free_stack_LHASH_DOALL
                 (undefined) external _vasprintf (from libSystem)
00007ffb1fd626e0 (__TEXT,__text) non-external (was a private external) _vpaes_cbc_encrypt
00007ffb1fd627c0 (__TEXT,__text) non-external _vpaes_consts
00007ffb1fd626c0 (__TEXT,__text) non-external (was a private external) _vpaes_decrypt
00007ffb1fd62120 (__TEXT,__text) non-external _vpaes_decrypt_core
00007ffb1fd626a0 (__TEXT,__text) non-external (was a private external) _vpaes_encrypt
00007ffb1fd61fc0 (__TEXT,__text) non-external _vpaes_encrypt_core
00007ffb1fd62760 (__TEXT,__text) non-external _vpaes_preheat
00007ffb1fd62420 (__TEXT,__text) non-external _vpaes_schedule_192_smear
00007ffb1fd622c0 (__TEXT,__text) non-external _vpaes_schedule_core
00007ffb1fd62461 (__TEXT,__text) non-external _vpaes_schedule_low_round
00007ffb1fd62530 (__TEXT,__text) non-external _vpaes_schedule_mangle
00007ffb1fd62440 (__TEXT,__text) non-external _vpaes_schedule_round
00007ffb1fd62500 (__TEXT,__text) non-external _vpaes_schedule_transform
00007ffb1fd62660 (__TEXT,__text) non-external (was a private external) _vpaes_set_decrypt_key
00007ffb1fd62630 (__TEXT,__text) non-external (was a private external) _vpaes_set_encrypt_key
                 (undefined) external _vsnprintf (from libSystem)
                 (undefined) external _vsyslog (from libSystem)
00007ffb1fe3b626 (__TEXT,__text) non-external (was a private external) _vsyslog_r
00007ffb1fe634a0 (__TEXT,__const) non-external _weak_keys
00007ffb1fd73f80 (__TEXT,__text) non-external (was a private external) _whirlpool_block
00007ffb42d800e8 (__DATA,__const) non-external _whirlpool_md
00007ffb1fda197e (__TEXT,__text) non-external _witness
                 (undefined) external _write (from libSystem)
00007ffb1fd8eab1 (__TEXT,__text) non-external _write_bio
00007ffb1fd8ea64 (__TEXT,__text) non-external _write_fp
00007ffb1fe02b19 (__TEXT,__text) non-external _write_lebn
00007ffb1fe20583 (__TEXT,__text) non-external _write_string
00007ffb1fdb35d2 (__TEXT,__text) non-external (was a private external) _x25519_ge_add
00007ffb1fdb2954 (__TEXT,__text) non-external (was a private external) _x25519_ge_frombytes_vartime
00007ffb1fdb3520 (__TEXT,__text) non-external (was a private external) _x25519_ge_p1p1_to_p2
00007ffb1fdb356c (__TEXT,__text) non-external (was a private external) _x25519_ge_p1p1_to_p3
00007ffb1fdb34c4 (__TEXT,__text) non-external (was a private external) _x25519_ge_p3_to_cached
00007ffb1fdb45f6 (__TEXT,__text) non-external (was a private external) _x25519_ge_scalarmult
00007ffb1fdb3c3d (__TEXT,__text) non-external (was a private external) _x25519_ge_scalarmult_base
00007ffb1fdb382a (__TEXT,__text) non-external (was a private external) _x25519_ge_scalarmult_small_precomp
00007ffb1fdb3700 (__TEXT,__text) non-external (was a private external) _x25519_ge_sub
00007ffb1fdb1c26 (__TEXT,__text) non-external (was a private external) _x25519_ge_tobytes
00007ffb1fdb5bd5 (__TEXT,__text) non-external (was a private external) _x25519_public_from_private
00007ffb1fe5b260 (__TEXT,__const) non-external _x25519_public_from_private.kMongomeryBasePoint
00007ffb1fdb49bc (__TEXT,__text) non-external (was a private external) _x25519_sc_reduce
00007ffb1fdb1c1c (__TEXT,__text) non-external (was a private external) _x25519_scalar_mult
00007ffb1fdb5633 (__TEXT,__text) non-external (was a private external) _x25519_scalar_mult_generic
00007ffb1fd8d1e2 (__TEXT,__text) non-external _x509_cb
00007ffb1fe3777b (__TEXT,__text) non-external (was a private external) _x509_check_cert_time
00007ffb1fe281cb (__TEXT,__text) non-external (was a private external) _x509_constraints_chain
00007ffb1fe280a4 (__TEXT,__text) non-external (was a private external) _x509_constraints_check
00007ffb1fe27505 (__TEXT,__text) non-external (was a private external) _x509_constraints_dirname
00007ffb1fe27395 (__TEXT,__text) non-external (was a private external) _x509_constraints_domain
00007ffb1fe27d24 (__TEXT,__text) non-external (was a private external) _x509_constraints_extract_constraints
00007ffb1fe275f0 (__TEXT,__text) non-external (was a private external) _x509_constraints_extract_names
00007ffb1fe2752c (__TEXT,__text) non-external (was a private external) _x509_constraints_general_to_bytes
00007ffb1fe274c9 (__TEXT,__text) non-external (was a private external) _x509_constraints_ipaddr
00007ffb1fe27eff (__TEXT,__text) non-external (was a private external) _x509_constraints_match
00007ffb1fe2696c (__TEXT,__text) non-external (was a private external) _x509_constraints_name_clear
00007ffb1fe269cf (__TEXT,__text) non-external (was a private external) _x509_constraints_name_dup
00007ffb1fe269ad (__TEXT,__text) non-external (was a private external) _x509_constraints_name_free
00007ffb1fe26958 (__TEXT,__text) non-external (was a private external) _x509_constraints_name_new
00007ffb1fe26b38 (__TEXT,__text) non-external (was a private external) _x509_constraints_names_add
00007ffb1fe26ab7 (__TEXT,__text) non-external (was a private external) _x509_constraints_names_clear
00007ffb1fe26b9e (__TEXT,__text) non-external (was a private external) _x509_constraints_names_dup
00007ffb1fe26b16 (__TEXT,__text) non-external (was a private external) _x509_constraints_names_free
00007ffb1fe26a8b (__TEXT,__text) non-external (was a private external) _x509_constraints_names_new
00007ffb1fe26e04 (__TEXT,__text) non-external (was a private external) _x509_constraints_parse_mailbox
00007ffb1fe27366 (__TEXT,__text) non-external (was a private external) _x509_constraints_sandns
00007ffb1fe273ed (__TEXT,__text) non-external (was a private external) _x509_constraints_uri
00007ffb1fe27280 (__TEXT,__text) non-external (was a private external) _x509_constraints_uri_host
00007ffb1fe26c4c (__TEXT,__text) non-external (was a private external) _x509_constraints_valid_domain
00007ffb1fe27256 (__TEXT,__text) non-external (was a private external) _x509_constraints_valid_domain_constraint
00007ffb1fe26c6e (__TEXT,__text) non-external _x509_constraints_valid_domain_internal
00007ffb1fe26d43 (__TEXT,__text) non-external (was a private external) _x509_constraints_valid_host
00007ffb1fe26dd1 (__TEXT,__text) non-external (was a private external) _x509_constraints_valid_sandns
00007ffb1fe27ad4 (__TEXT,__text) non-external (was a private external) _x509_constraints_validate
00007ffb42d94e58 (__DATA,__data) non-external _x509_dir_lookup
00007ffb42d94ea8 (__DATA,__data) non-external _x509_file_lookup
00007ffb42d97fd0 (__DATA,__bss) non-external _x509_issuer_cache
00007ffb1fe2b9c2 (__TEXT,__text) non-external (was a private external) _x509_issuer_cache_add
00007ffb42d97fd8 (__DATA,__bss) non-external _x509_issuer_cache_count
00007ffb1fe2b8be (__TEXT,__text) non-external (was a private external) _x509_issuer_cache_find
00007ffb42d958f0 (__DATA,__data) non-external _x509_issuer_cache_max
00007ffb1fe2b882 (__TEXT,__text) non-external (was a private external) _x509_issuer_cache_set_max
00007ffb1fe2b712 (__TEXT,__text) non-external _x509_issuer_cmp
00007ffb42d958f8 (__DATA,__data) non-external _x509_issuer_lru
00007ffb1fe2b750 (__TEXT,__text) non-external (was a private external) _x509_issuer_tree_RB_FIND
00007ffb1fe2b680 (__TEXT,__text) non-external (was a private external) _x509_issuer_tree_RB_INSERT
00007ffb1fe2b0de (__TEXT,__text) non-external (was a private external) _x509_issuer_tree_RB_INSERT_COLOR
00007ffb1fe2b85d (__TEXT,__text) non-external (was a private external) _x509_issuer_tree_RB_MINMAX
00007ffb1fe2b7db (__TEXT,__text) non-external (was a private external) _x509_issuer_tree_RB_NEXT
00007ffb1fe2b789 (__TEXT,__text) non-external (was a private external) _x509_issuer_tree_RB_NFIND
00007ffb1fe2b81c (__TEXT,__text) non-external (was a private external) _x509_issuer_tree_RB_PREV
00007ffb1fe2b581 (__TEXT,__text) non-external (was a private external) _x509_issuer_tree_RB_REMOVE
00007ffb1fe2b2a8 (__TEXT,__text) non-external (was a private external) _x509_issuer_tree_RB_REMOVE_COLOR
00007ffb42d958b0 (__DATA,__data) non-external _x509_issuer_tree_mutex
00007ffb42d94ef8 (__DATA,__data) non-external _x509_mem_lookup
00007ffb1fd8c028 (__TEXT,__text) non-external _x509_name_canon
00007ffb1fd8bb5a (__TEXT,__text) non-external _x509_name_ex_d2i
00007ffb1fd8bb0e (__TEXT,__text) non-external _x509_name_ex_free
00007ffb1fd8bd18 (__TEXT,__text) non-external _x509_name_ex_i2d
00007ffb1fd8ba2d (__TEXT,__text) non-external _x509_name_ex_new
00007ffb1fd8bf02 (__TEXT,__text) non-external _x509_name_ex_print
00007ffb42d774f8 (__DATA,__const) non-external (was a private external) _x509_name_ff
00007ffb1fe2c3a0 (__TEXT,__text) non-external _x509_object_cmp
00007ffb1fe2cba6 (__TEXT,__text) non-external _x509_object_idx_cnt
00007ffb1fe39a8f (__TEXT,__text) non-external _x509_param_set1_internal
00007ffb1fe39943 (__TEXT,__text) non-external _x509_param_set_hosts_internal
00007ffb1fe3483d (__TEXT,__text) non-external (was a private external) _x509_verify
00007ffb1fe34577 (__TEXT,__text) non-external (was a private external) _x509_verify_asn1_time_to_tm
00007ffb1fe35237 (__TEXT,__text) non-external _x509_verify_build_chains
00007ffb1fe35785 (__TEXT,__text) non-external _x509_verify_cert_time
00007ffb1fe34ba4 (__TEXT,__text) non-external _x509_verify_cert_valid
00007ffb1fe34f67 (__TEXT,__text) non-external _x509_verify_chain_append
00007ffb1fe3585e (__TEXT,__text) non-external _x509_verify_chain_dup
00007ffb1fe34518 (__TEXT,__text) non-external _x509_verify_chain_free
00007ffb1fe35752 (__TEXT,__text) non-external _x509_verify_chain_last
00007ffb1fe3455f (__TEXT,__text) non-external (was a private external) _x509_verify_chain_leaf
00007ffb1fe344af (__TEXT,__text) non-external (was a private external) _x509_verify_chain_new
00007ffb1fe3590d (__TEXT,__text) non-external _x509_verify_consider_candidate
00007ffb1fe3504c (__TEXT,__text) non-external _x509_verify_ctx_add_chain
00007ffb1fe34822 (__TEXT,__text) non-external (was a private external) _x509_verify_ctx_chain
00007ffb1fe34818 (__TEXT,__text) non-external (was a private external) _x509_verify_ctx_error_depth
00007ffb1fe3480a (__TEXT,__text) non-external (was a private external) _x509_verify_ctx_error_string
00007ffb1fe346e9 (__TEXT,__text) non-external (was a private external) _x509_verify_ctx_free
00007ffb1fe3465a (__TEXT,__text) non-external (was a private external) _x509_verify_ctx_new
00007ffb1fe345f3 (__TEXT,__text) non-external (was a private external) _x509_verify_ctx_new_from_xsc
00007ffb1fe347e4 (__TEXT,__text) non-external (was a private external) _x509_verify_ctx_set_intermediates
00007ffb1fe34790 (__TEXT,__text) non-external (was a private external) _x509_verify_ctx_set_max_chains
00007ffb1fe346ce (__TEXT,__text) non-external (was a private external) _x509_verify_ctx_set_max_depth
00007ffb1fe347ab (__TEXT,__text) non-external (was a private external) _x509_verify_ctx_set_max_signatures
00007ffb1fe347cc (__TEXT,__text) non-external (was a private external) _x509_verify_ctx_set_purpose
00007ffb1fe35621 (__TEXT,__text) non-external _x509_verify_ctx_set_xsc_chain
00007ffb1fe392a9 (__TEXT,__text) non-external _x509_verify_param_zero
00007ffb1fe36ecd (__TEXT,__text) non-external (was a private external) _x509_vfy_check_chain_extensions
00007ffb1fe35c94 (__TEXT,__text) non-external (was a private external) _x509_vfy_check_id
