00000001879a2a00 (__TEXT,__const) non-external _A1_Table
000000018771d810 (__TEXT,__text) external _vImageHorizontalReflect_CbCr16F
000000018771d80c (__TEXT,__text) external _vImageHorizontalReflect_Planar16F
000000018771c4cc (__TEXT,__text) external _vImageHorizontalReflect_Planar16U
000000018771c124 (__TEXT,__text) external _vImageHorizontalReflect_Planar8
000000018771c874 (__TEXT,__text) external _vImageHorizontalReflect_PlanarF
00000001877c91cc (__TEXT,__text) external _vImageHorizontalShearD_ARGB16F
0000000187710e78 (__TEXT,__text) external _vImageHorizontalShearD_ARGB16S
0000000187710540 (__TEXT,__text) external _vImageHorizontalShearD_ARGB16U
0000000187651eb0 (__TEXT,__text) external _vImageHorizontalShearD_ARGB8888
000000018771a380 (__TEXT,__text) external _vImageHorizontalShearD_ARGBFFFF
00000001877c8cd4 (__TEXT,__text) external _vImageHorizontalShearD_CbCr16F
0000000187717fb4 (__TEXT,__text) external _vImageHorizontalShearD_CbCr16S
0000000187717c10 (__TEXT,__text) external _vImageHorizontalShearD_CbCr16U
00000001877c974c (__TEXT,__text) external _vImageHorizontalShearD_CbCrF
00000001877c8698 (__TEXT,__text) external _vImageHorizontalShearD_Planar16F
000000018770e3a8 (__TEXT,__text) external _vImageHorizontalShearD_Planar8
000000018770ecf0 (__TEXT,__text) external _vImageHorizontalShearD_PlanarF
00000001877c9440 (__TEXT,__text) external _vImageHorizontalShear_ARGB16F
0000000187714454 (__TEXT,__text) external _vImageHorizontalShear_ARGB16S
0000000187640a34 (__TEXT,__text) external _vImageHorizontalShear_ARGB16U
0000000187631970 (__TEXT,__text) external _vImageHorizontalShear_ARGB8888
0000000187711780 (__TEXT,__text) external _vImageHorizontalShear_ARGBFFFF
00000001877c8f48 (__TEXT,__text) external _vImageHorizontalShear_CbCr16F
00000001877180b4 (__TEXT,__text) external _vImageHorizontalShear_CbCr16S
0000000187713fc0 (__TEXT,__text) external _vImageHorizontalShear_CbCr16U
000000018764b0c4 (__TEXT,__text) external _vImageHorizontalShear_CbCr8
00000001877c997c (__TEXT,__text) external _vImageHorizontalShear_CbCrF
00000001877c8a5c (__TEXT,__text) external _vImageHorizontalShear_Planar16F
0000000187712168 (__TEXT,__text) external _vImageHorizontalShear_Planar16S
0000000187712b48 (__TEXT,__text) external _vImageHorizontalShear_Planar16U
00000001876476fc (__TEXT,__text) external _vImageHorizontalShear_Planar8
0000000187713530 (__TEXT,__text) external _vImageHorizontalShear_PlanarF
0000000187714f6c (__TEXT,__text) external _vImageHorizontalShear_XRGB2101010W
0000000187758244 (__TEXT,__text) external _vImageInterpolatedLookupTable_PlanarF
00000001877591c8 (__TEXT,__text) external _vImageInvert_16U
0000000187758e58 (__TEXT,__text) external _vImageInvert_8
0000000187759534 (__TEXT,__text) external _vImageInvert_F
000000018766d4c0 (__TEXT,__text) external _vImageLinearTransform_16Q12to8
0000000187767818 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_16U
000000018766d488 (__TEXT,__text) external _vImageLinearTransform_16Uto8
000000018766d4a4 (__TEXT,__text) external _vImageLinearTransform_16UtoF
0000000187765f10 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_8
000000018766d438 (__TEXT,__text) external _vImageLinearTransform_8to16Q12
000000018766d454 (__TEXT,__text) external _vImageLinearTransform_8to16U
000000018766d470 (__TEXT,__text) external _vImageLinearTransform_8toF
0000000187767d84 (__TEXT,__text) external _vImageLinearTransform_F
000000018766d4f8 (__TEXT,__text) external _vImageLinearTransform_Fto16U
000000018766d4dc (__TEXT,__text) external _vImageLinearTransform_Fto8
00000001876668d0 (__TEXT,__text) non-external (was a private external) _vImageLogDebug
000000018766680c (__TEXT,__text) non-external (was a private external) _vImageLogError
0000000187666748 (__TEXT,__text) non-external (was a private external) _vImageLogWarning
00000001877576d8 (__TEXT,__text) external _vImageLookupTable_8to64U
00000001876244e0 (__TEXT,__text) external _vImageLookupTable_Planar16
00000001877579bc (__TEXT,__text) external _vImageLookupTable_Planar16WithClipping
0000000187757410 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar128
0000000187624324 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar16
00000001876503ec (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar24
0000000187756fd8 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar48
00000001877571f4 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar96
0000000187630290 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanarF
000000018775570c (__TEXT,__text) external _vImageLookupTable_PlanarFtoPlanar8
0000000187772648 (__TEXT,__text) external _vImageMapping_CreateFromMap_Image8U
0000000187916f9c (__TEXT,__text) non-external _vImageMapping_CreateFromMap_Image8U.cold.1
0000000187916fc8 (__TEXT,__text) non-external _vImageMapping_CreateFromMap_Image8U.cold.2
0000000187916ff4 (__TEXT,__text) non-external _vImageMapping_CreateFromMap_Image8U.cold.3
0000000187917020 (__TEXT,__text) non-external _vImageMapping_CreateFromMap_Image8U.cold.4
0000000187772ab0 (__TEXT,__text) external _vImageMapping_Release
00000001876454f8 (__TEXT,__text) external _vImageMatrixMultiply_ARGB8888
0000000187754134 (__TEXT,__text) external _vImageMatrixMultiply_ARGB8888ToPlanar8
00000001877547c8 (__TEXT,__text) external _vImageMatrixMultiply_ARGBFFFF
0000000187754270 (__TEXT,__text) external _vImageMatrixMultiply_ARGBFFFFToPlanarF
0000000187620a44 (__TEXT,__text) external _vImageMatrixMultiply_Planar16S
0000000187753a4c (__TEXT,__text) external _vImageMatrixMultiply_Planar8
000000018761f770 (__TEXT,__text) external _vImageMatrixMultiply_PlanarF
000000018774bbc0 (__TEXT,__text) external _vImageMax_ARGB8888
000000018774d2a8 (__TEXT,__text) external _vImageMax_ARGBFFFF
000000018762dde0 (__TEXT,__text) external _vImageMax_Planar8
000000018774a4d8 (__TEXT,__text) external _vImageMax_PlanarF
000000018774c314 (__TEXT,__text) external _vImageMin_ARGB8888
000000018774d9e4 (__TEXT,__text) external _vImageMin_ARGBFFFF
000000018762e398 (__TEXT,__text) external _vImageMin_Planar8
000000018774ac2c (__TEXT,__text) external _vImageMin_PlanarF
0000000187758bf8 (__TEXT,__text) external _vImageMultiDimensionalInterpolatedLookupTable_Planar16Q12
0000000187626f50 (__TEXT,__text) external _vImageMultiDimensionalInterpolatedLookupTable_PlanarF
0000000187624a18 (__TEXT,__text) external _vImageMultidimensionalTable_Create
0000000187629b5c (__TEXT,__text) external _vImageMultidimensionalTable_Release
00000001877588c0 (__TEXT,__text) external _vImageMultidimensionalTable_Retain
0000000187797fb4 (__TEXT,__text) external _vImageNewResamplingFilter
00000001876312fc (__TEXT,__text) external _vImageNewResamplingFilterForFunctionUsingBuffer
000000018791698c (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGB16U
0000000187630c70 (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGB8888
0000000187916c0c (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGBFFFF
0000000187630bd8 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_ARGB8888
0000000187916c5c (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_ARGBFFFF
000000018776df0c (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U
000000018776dddc (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8
000000018776e058 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF
0000000187916e38 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16F
0000000187916d74 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16S
0000000187916db0 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16U
0000000187916d00 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar8
0000000187916df4 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_PlanarF
00000001879166e0 (__TEXT,__text) external _vImageOverwriteChannels_ARGB16U
000000018791669c (__TEXT,__text) external _vImageOverwriteChannels_ARGB8888
0000000187916948 (__TEXT,__text) external _vImageOverwriteChannels_ARGBFFFF
0000000187752c18 (__TEXT,__text) external _vImagePNGDecompressionFilter
000000018767ea84 (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGB16U
000000018763a6b0 (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGB8888
000000018767ed78 (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGBFFFF
000000018767e88c (__TEXT,__text) external _vImagePermuteChannels_ARGB16F
000000018763bb50 (__TEXT,__text) external _vImagePermuteChannels_ARGB16U
0000000187628dbc (__TEXT,__text) external _vImagePermuteChannels_ARGB8888
000000018767e890 (__TEXT,__text) external _vImagePermuteChannels_ARGBFFFF
0000000187770e08 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U
0000000187770248 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8
000000018777181c (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF
000000018767f070 (__TEXT,__text) external _vImagePermuteChannels_RGB888
000000018771be4c (__TEXT,__text) external _vImagePerspectiveWarp_ARGB16F
000000018771b85c (__TEXT,__text) external _vImagePerspectiveWarp_ARGB16U
000000018771b260 (__TEXT,__text) external _vImagePerspectiveWarp_ARGB8888
000000018771bb34 (__TEXT,__text) external _vImagePerspectiveWarp_Planar16F
000000018771b538 (__TEXT,__text) external _vImagePerspectiveWarp_Planar16U
000000018771ae8c (__TEXT,__text) external _vImagePerspectiveWarp_Planar8
000000018775676c (__TEXT,__text) external _vImagePiecewiseGamma_Planar16Q12
0000000187756928 (__TEXT,__text) external _vImagePiecewiseGamma_Planar16Q12toPlanar8
000000018775653c (__TEXT,__text) external _vImagePiecewiseGamma_Planar8
0000000187756644 (__TEXT,__text) external _vImagePiecewiseGamma_Planar8toPlanar16Q12
0000000187756998 (__TEXT,__text) external _vImagePiecewiseGamma_Planar8toPlanarF
000000018761f1b4 (__TEXT,__text) external _vImagePiecewiseGamma_PlanarF
0000000187756c5c (__TEXT,__text) external _vImagePiecewiseGamma_PlanarFtoPlanar8
0000000187754e64 (__TEXT,__text) external _vImagePiecewisePolynomial_Planar8toPlanarF
0000000187627438 (__TEXT,__text) external _vImagePiecewisePolynomial_PlanarF
0000000187755ac8 (__TEXT,__text) external _vImagePiecewisePolynomial_PlanarFtoPlanar8
0000000187758464 (__TEXT,__text) external _vImagePiecewiseRational_PlanarF
0000000187668a68 (__TEXT,__text) external _vImagePremultipliedAlphaBlendDarken_RGBA8888
0000000187668820 (__TEXT,__text) external _vImagePremultipliedAlphaBlendLighten_RGBA8888
0000000187668390 (__TEXT,__text) external _vImagePremultipliedAlphaBlendMultiply_RGBA8888
00000001876685d8 (__TEXT,__text) external _vImagePremultipliedAlphaBlendScreen_RGBA8888
00000001876288fc (__TEXT,__text) external _vImagePremultipliedAlphaBlendWithPermute_ARGB8888
0000000187621898 (__TEXT,__text) external _vImagePremultipliedAlphaBlendWithPermute_RGBA8888
00000001876678cc (__TEXT,__text) external _vImagePremultipliedAlphaBlend_ARGB8888
0000000187667d7c (__TEXT,__text) external _vImagePremultipliedAlphaBlend_ARGBFFFF
0000000187667b24 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_BGRA8888
0000000187667fd8 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_BGRAFFFF
000000018766744c (__TEXT,__text) external _vImagePremultipliedAlphaBlend_Planar8
000000018766768c (__TEXT,__text) external _vImagePremultipliedAlphaBlend_PlanarF
0000000187669130 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_ARGB8888
0000000187669388 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_ARGBFFFF
0000000187668cb0 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_Planar8
0000000187668ef0 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_PlanarF
000000018766a764 (__TEXT,__text) external _vImagePremultiplyData_ARGB16Q12
000000018766a544 (__TEXT,__text) external _vImagePremultiplyData_ARGB16U
0000000187621a78 (__TEXT,__text) external _vImagePremultiplyData_ARGB8888
0000000187669bb4 (__TEXT,__text) external _vImagePremultiplyData_ARGBFFFF
000000018776d288 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst
000000018776d02c (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaLast
000000018776d78c (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaFirst
000000018776d4fc (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaLast
000000018776cd90 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaFirst
000000018762cb18 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaLast
000000018776dbf8 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaFirst
000000018776da34 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaLast
00000001876695e0 (__TEXT,__text) external _vImagePremultiplyData_Planar8
0000000187669880 (__TEXT,__text) external _vImagePremultiplyData_PlanarF
000000018766a084 (__TEXT,__text) external _vImagePremultiplyData_RGBA16F
000000018763ca7c (__TEXT,__text) external _vImagePremultiplyData_RGBA16Q12
000000018766a324 (__TEXT,__text) external _vImagePremultiplyData_RGBA16U
0000000187621708 (__TEXT,__text) external _vImagePremultiplyData_RGBA8888
0000000187669e64 (__TEXT,__text) external _vImagePremultiplyData_RGBAFFFF
00000001877521cc (__TEXT,__text) non-external _vImageRLD_Float
0000000187751b8c (__TEXT,__text) non-external _vImageRLD_Int
0000000187772abc (__TEXT,__text) external _vImageRemap_Image8U
000000018776fa4c (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaFirst
000000018776f7b4 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaLast
000000018776f508 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaFirst
000000018776f274 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaLast
000000018776ff94 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaFirst
000000018776fcfc (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast
0000000187752150 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_ARGB8888
0000000187752bd0 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_ARGBFFFF
0000000187751b60 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_Planar8
000000018775217c (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_PlanarF
000000018770fdb0 (__TEXT,__text) external _vImageRotate90_ARGB16F
0000000187710e10 (__TEXT,__text) external _vImageRotate90_ARGB16S
000000018771051c (__TEXT,__text) external _vImageRotate90_ARGB16U
000000018771018c (__TEXT,__text) external _vImageRotate90_ARGB8888
000000018771175c (__TEXT,__text) external _vImageRotate90_ARGBFFFF
000000018770f9e4 (__TEXT,__text) external _vImageRotate90_CbCr16F
000000018771edd4 (__TEXT,__text) external _vImageRotate90_CbCr16S
000000018771ed64 (__TEXT,__text) external _vImageRotate90_CbCr16U
000000018771ed24 (__TEXT,__text) external _vImageRotate90_CbCr8
000000018771ee44 (__TEXT,__text) external _vImageRotate90_CbCrF
000000018770f664 (__TEXT,__text) external _vImageRotate90_Planar16F
000000018771ecfc (__TEXT,__text) external _vImageRotate90_Planar16S
000000018771ecd8 (__TEXT,__text) external _vImageRotate90_Planar16U
000000018770e384 (__TEXT,__text) external _vImageRotate90_Planar8
000000018770eccc (__TEXT,__text) external _vImageRotate90_PlanarF
000000018770fa54 (__TEXT,__text) external _vImageRotate_ARGB16F
0000000187710ab4 (__TEXT,__text) external _vImageRotate_ARGB16S
00000001877101b0 (__TEXT,__text) external _vImageRotate_ARGB16U
000000018770fe20 (__TEXT,__text) external _vImageRotate_ARGB8888
00000001877113ec (__TEXT,__text) external _vImageRotate_ARGBFFFF
000000018770f688 (__TEXT,__text) external _vImageRotate_CbCr16F
000000018770f2f8 (__TEXT,__text) external _vImageRotate_Planar16F
000000018770e024 (__TEXT,__text) external _vImageRotate_Planar8
000000018770e95c (__TEXT,__text) external _vImageRotate_PlanarF
00000001877162b8 (__TEXT,__text) external _vImageScale_ARGB16F
0000000187713fd8 (__TEXT,__text) external _vImageScale_ARGB16S
00000001876404b4 (__TEXT,__text) external _vImageScale_ARGB16U
0000000187630ec4 (__TEXT,__text) external _vImageScale_ARGB8888
0000000187715520 (__TEXT,__text) external _vImageScale_ARGBFFFF
0000000187715e3c (__TEXT,__text) external _vImageScale_CbCr16F
0000000187713b38 (__TEXT,__text) external _vImageScale_CbCr16U
000000018764a768 (__TEXT,__text) external _vImageScale_CbCr8
0000000187716734 (__TEXT,__text) non-external (was a private external) _vImageScale_Downsample2x
00000001877169f8 (__TEXT,__text) non-external (was a private external) _vImageScale_Downsample2xCbCr
00000001877159d0 (__TEXT,__text) external _vImageScale_Planar16F
0000000187711cfc (__TEXT,__text) external _vImageScale_Planar16S
00000001877126dc (__TEXT,__text) external _vImageScale_Planar16U
0000000187646d4c (__TEXT,__text) external _vImageScale_Planar8
00000001877130bc (__TEXT,__text) external _vImageScale_PlanarF
00000001877149d0 (__TEXT,__text) external _vImageScale_XRGB2101010W
0000000187675e58 (__TEXT,__text) external _vImageSelectChannels_ARGB8888
0000000187675e80 (__TEXT,__text) external _vImageSelectChannels_ARGBFFFF
00000001876586cc (__TEXT,__text) external _vImageSepConvolve_Planar16F
00000001876594d8 (__TEXT,__text) external _vImageSepConvolve_Planar16U
0000000187658e68 (__TEXT,__text) external _vImageSepConvolve_Planar8
000000018765a1bc (__TEXT,__text) external _vImageSepConvolve_Planar8to16S
0000000187659b40 (__TEXT,__text) external _vImageSepConvolve_Planar8to16U
0000000187657fac (__TEXT,__text) external _vImageSepConvolve_PlanarF
000000018765a790 (__TEXT,__text) external _vImageSquareBoxConvolve_Planar8
0000000187756908 (__TEXT,__text) external _vImageSymmetricPiecewiseGamma_Planar16Q12
000000018761f198 (__TEXT,__text) external _vImageSymmetricPiecewiseGamma_PlanarF
0000000187757ce4 (__TEXT,__text) external _vImageSymmetricPiecewisePolynomial_PlanarF
00000001876729fc (__TEXT,__text) external _vImageTableLookUp_ARGB8888
