00007ff80cc9b3f0 (__TEXT,__const) non-external _A1_Table
00007ff843bbfc50 (__DATA,__bss) non-external _vSquareBoxPlanar8_vec.vSquareBoxPlanar8ext_11x11
00007ff843bbfc30 (__DATA,__bss) non-external _vSquareBoxPlanar8_vec.vSquareBoxPlanar8ext_3x3
00007ff843bbfc38 (__DATA,__bss) non-external _vSquareBoxPlanar8_vec.vSquareBoxPlanar8ext_5x5
00007ff843bbfc40 (__DATA,__bss) non-external _vSquareBoxPlanar8_vec.vSquareBoxPlanar8ext_7x7
00007ff843bbfc48 (__DATA,__bss) non-external _vSquareBoxPlanar8_vec.vSquareBoxPlanar8ext_9x9
00007ff80ca4f1c0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8bgf_11x11_avx
00007ff80cbdfba0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8bgf_11x11_avx2
00007ff80c750d80 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8bgf_11x11_avx512
00007ff80c8d3ef0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8bgf_11x11_sse4_1
00007ff80c5db4b0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8bgf_11x11_vec
00007ff80ca46740 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8bgf_3x3_avx
00007ff80cbd8000 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8bgf_3x3_avx2
00007ff80c748b30 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8bgf_3x3_avx512
00007ff80c8cc740 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8bgf_3x3_sse4_1
00007ff80c5d3d00 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8bgf_3x3_vec
00007ff80ca47c20 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8bgf_5x5_avx
00007ff80cbd9230 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8bgf_5x5_avx2
00007ff80c749de0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8bgf_5x5_avx512
00007ff80c8cd970 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8bgf_5x5_sse4_1
00007ff80c5d4f30 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8bgf_5x5_vec
00007ff80ca49a00 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8bgf_7x7_avx
00007ff80cbdac90 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8bgf_7x7_avx2
00007ff80c74b990 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8bgf_7x7_avx512
00007ff80c8cf3a0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8bgf_7x7_sse4_1
00007ff80c5d6960 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8bgf_7x7_vec
00007ff80ca4c150 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8bgf_9x9_avx
00007ff80cbdcfc0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8bgf_9x9_avx2
00007ff80c74df70 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8bgf_9x9_avx512
00007ff80c8d14e0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8bgf_9x9_sse4_1
00007ff80c5d8aa0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8bgf_9x9_vec
00007ff80ca5ba70 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8cip_11x11_avx
00007ff80cbeadb0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8cip_11x11_avx2
00007ff80c75c6d0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8cip_11x11_avx512
00007ff80c8decc0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8cip_11x11_sse4_1
00007ff80c5e6280 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8cip_11x11_vec
00007ff80ca511f0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8cip_3x3_avx
00007ff80cbe1750 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8cip_3x3_avx2
00007ff80c752b10 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8cip_3x3_avx512
00007ff80c8d59f0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8cip_3x3_sse4_1
00007ff80c5dcfb0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8cip_3x3_vec
00007ff80ca52ce0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8cip_5x5_avx
00007ff80cbe2f90 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8cip_5x5_avx2
00007ff80c754410 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8cip_5x5_avx512
00007ff80c8d71f0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8cip_5x5_sse4_1
00007ff80c5de7b0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8cip_5x5_vec
00007ff80ca55240 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8cip_7x7_avx
00007ff80cbe5110 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8cip_7x7_avx2
00007ff80c756710 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8cip_7x7_avx512
00007ff80c8d9270 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8cip_7x7_sse4_1
00007ff80c5e0830 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8cip_7x7_vec
00007ff80ca580f0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8cip_9x9_avx
00007ff80cbe7aa0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8cip_9x9_avx2
00007ff80c759200 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8cip_9x9_avx512
00007ff80c8dbb30 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8cip_9x9_sse4_1
00007ff80c5e30f0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8cip_9x9_vec
00007ff80ca444f0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8ext_11x11_avx
00007ff80cbd62d0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8ext_11x11_avx2
00007ff80c746d70 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8ext_11x11_avx512
00007ff80c8caa10 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8ext_11x11_sse4_1
00007ff80c5d1fd0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8ext_11x11_vec
00007ff80ca3b180 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8ext_3x3_avx
00007ff80cbce090 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8ext_3x3_avx2
00007ff80c73e600 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8ext_3x3_avx512
00007ff80c8c2a20 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8ext_3x3_sse4_1
00007ff80c5c9fe0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8ext_3x3_vec
00007ff80ca3c7b0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8ext_5x5_avx
00007ff80cbcf450 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8ext_5x5_avx2
00007ff80c73fa80 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8ext_5x5_avx512
00007ff80c8c3d90 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8ext_5x5_sse4_1
00007ff80c5cb350 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8ext_5x5_vec
00007ff80ca3e750 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8ext_7x7_avx
00007ff80cbd1070 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8ext_7x7_avx2
00007ff80c741780 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8ext_7x7_avx512
00007ff80c8c59b0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8ext_7x7_sse4_1
00007ff80c5ccf70 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8ext_7x7_vec
00007ff80ca410a0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8ext_9x9_avx
00007ff80cbd34b0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8ext_9x9_avx2
00007ff80c743d40 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8ext_9x9_avx512
00007ff80c8c7d10 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8ext_9x9_sse4_1
00007ff80c5cf2d0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8ext_9x9_vec
00007ff80c328310 (__TEXT,__text) non-external (was a private external) _vSymmetricOctilePolynomial_PlanarF_WithTable
00007ff80c32e140 (__TEXT,__text) non-external (was a private external) _vSymmetricPiecewisePolynomial_PlanarF
00007ff80c30de30 (__TEXT,__text) non-external (was a private external) _vSymmetricPiecewisePolynomial_PlanarF_AVX
00007ff80c319860 (__TEXT,__text) non-external (was a private external) _vSymmetricQuartilePolynomial_PlanarF_WithPerm
00007ff80c20eaf0 (__TEXT,__text) non-external (was a private external) _vTableLookUp_ARGB_8888
00007ff80c20ef40 (__TEXT,__text) non-external (was a private external) _vTableLookUp_Planar_UInt8
00007ff80c252f50 (__TEXT,__text) non-external (was a private external) _vTentConvolve
00007ff80ca724a0 (__TEXT,__text) non-external (was a private external) _vTransformHLGLuminanceScaling_Planar16Q12_avx
00007ff80cbfe2c0 (__TEXT,__text) non-external (was a private external) _vTransformHLGLuminanceScaling_Planar16Q12_avx2
00007ff80c76fcb0 (__TEXT,__text) non-external (was a private external) _vTransformHLGLuminanceScaling_Planar16Q12_avx512
00007ff80c8fbb20 (__TEXT,__text) non-external (was a private external) _vTransformHLGLuminanceScaling_Planar16Q12_sse4_1
00007ff80c6030e0 (__TEXT,__text) non-external (was a private external) _vTransformHLGLuminanceScaling_Planar16Q12_vec
00007ff80ca71c00 (__TEXT,__text) non-external (was a private external) _vTransformHLGLuminanceScaling_PlanarF_avx
00007ff80cbfda40 (__TEXT,__text) non-external (was a private external) _vTransformHLGLuminanceScaling_PlanarF_avx2
00007ff80c76f480 (__TEXT,__text) non-external (was a private external) _vTransformHLGLuminanceScaling_PlanarF_avx512
00007ff80c8fada0 (__TEXT,__text) non-external (was a private external) _vTransformHLGLuminanceScaling_PlanarF_sse4_1
00007ff80c602360 (__TEXT,__text) non-external (was a private external) _vTransformHLGLuminanceScaling_PlanarF_vec
00007ff80ca73f60 (__TEXT,__text) non-external (was a private external) _vTransformHLGSceneReferredMapping_Planar16Q12_avx
00007ff80cbffa40 (__TEXT,__text) non-external (was a private external) _vTransformHLGSceneReferredMapping_Planar16Q12_avx2
00007ff80c771350 (__TEXT,__text) non-external (was a private external) _vTransformHLGSceneReferredMapping_Planar16Q12_avx512
00007ff80c8fe570 (__TEXT,__text) non-external (was a private external) _vTransformHLGSceneReferredMapping_Planar16Q12_sse4_1
00007ff80c605b30 (__TEXT,__text) non-external (was a private external) _vTransformHLGSceneReferredMapping_Planar16Q12_vec
00007ff80ca72ea0 (__TEXT,__text) non-external (was a private external) _vTransformHLGSceneReferredMapping_PlanarF_avx
00007ff80cbfec80 (__TEXT,__text) non-external (was a private external) _vTransformHLGSceneReferredMapping_PlanarF_avx2
00007ff80c770610 (__TEXT,__text) non-external (was a private external) _vTransformHLGSceneReferredMapping_PlanarF_avx512
00007ff80c8fca10 (__TEXT,__text) non-external (was a private external) _vTransformHLGSceneReferredMapping_PlanarF_sse4_1
00007ff80c603fd0 (__TEXT,__text) non-external (was a private external) _vTransformHLGSceneReferredMapping_PlanarF_vec
00007ff80ca76760 (__TEXT,__text) non-external (was a private external) _vTransformPQToneMapping_Planar16Q12_avx
00007ff80cc01b60 (__TEXT,__text) non-external (was a private external) _vTransformPQToneMapping_Planar16Q12_avx2
00007ff80c773240 (__TEXT,__text) non-external (was a private external) _vTransformPQToneMapping_Planar16Q12_avx512
00007ff80c902530 (__TEXT,__text) non-external (was a private external) _vTransformPQToneMapping_Planar16Q12_sse4_1
00007ff80c609af0 (__TEXT,__text) non-external (was a private external) _vTransformPQToneMapping_Planar16Q12_vec
00007ff80ca75190 (__TEXT,__text) non-external (was a private external) _vTransformPQToneMapping_PlanarF_avx
00007ff80cc008c0 (__TEXT,__text) non-external (was a private external) _vTransformPQToneMapping_PlanarF_avx2
00007ff80c772220 (__TEXT,__text) non-external (was a private external) _vTransformPQToneMapping_PlanarF_avx512
00007ff80c900280 (__TEXT,__text) non-external (was a private external) _vTransformPQToneMapping_PlanarF_sse4_1
00007ff80c607840 (__TEXT,__text) non-external (was a private external) _vTransformPQToneMapping_PlanarF_vec
00007ff80ca67d90 (__TEXT,__text) non-external (was a private external) _vTransformTRCParametric_Planar16Q12_avx
00007ff80cbf55e0 (__TEXT,__text) non-external (was a private external) _vTransformTRCParametric_Planar16Q12_avx2
00007ff80c7672b0 (__TEXT,__text) non-external (was a private external) _vTransformTRCParametric_Planar16Q12_avx512
00007ff80c8eac30 (__TEXT,__text) non-external (was a private external) _vTransformTRCParametric_Planar16Q12_sse4_1
00007ff80c5f21f0 (__TEXT,__text) non-external (was a private external) _vTransformTRCParametric_Planar16Q12_vec
00007ff80ca670a0 (__TEXT,__text) non-external (was a private external) _vTransformTRCParametric_PlanarF_avx
00007ff80cbf4a10 (__TEXT,__text) non-external (was a private external) _vTransformTRCParametric_PlanarF_avx2
00007ff80c7665e0 (__TEXT,__text) non-external (was a private external) _vTransformTRCParametric_PlanarF_avx512
00007ff80c8e9730 (__TEXT,__text) non-external (was a private external) _vTransformTRCParametric_PlanarF_sse4_1
00007ff80c5f0cf0 (__TEXT,__text) non-external (was a private external) _vTransformTRCParametric_PlanarF_vec
00007ff80ca701f0 (__TEXT,__text) non-external (was a private external) _vTransformTRC_HLG_EOTF_Planar16Q12_avx
00007ff80cbfc310 (__TEXT,__text) non-external (was a private external) _vTransformTRC_HLG_EOTF_Planar16Q12_avx2
00007ff80c76ddb0 (__TEXT,__text) non-external (was a private external) _vTransformTRC_HLG_EOTF_Planar16Q12_avx512
00007ff80c8f8480 (__TEXT,__text) non-external (was a private external) _vTransformTRC_HLG_EOTF_Planar16Q12_sse4_1
00007ff80c5ffa40 (__TEXT,__text) non-external (was a private external) _vTransformTRC_HLG_EOTF_Planar16Q12_vec
00007ff80ca6fd20 (__TEXT,__text) non-external (was a private external) _vTransformTRC_HLG_EOTF_PlanarF_avx
00007ff80cbfbe20 (__TEXT,__text) non-external (was a private external) _vTransformTRC_HLG_EOTF_PlanarF_avx2
00007ff80c76d880 (__TEXT,__text) non-external (was a private external) _vTransformTRC_HLG_EOTF_PlanarF_avx512
00007ff80c8f7d70 (__TEXT,__text) non-external (was a private external) _vTransformTRC_HLG_EOTF_PlanarF_sse4_1
00007ff80c5ff330 (__TEXT,__text) non-external (was a private external) _vTransformTRC_HLG_EOTF_PlanarF_vec
00007ff80ca71160 (__TEXT,__text) non-external (was a private external) _vTransformTRC_HLG_OETF_Planar16Q12_avx
00007ff80cbfd120 (__TEXT,__text) non-external (was a private external) _vTransformTRC_HLG_OETF_Planar16Q12_avx2
00007ff80c76ebd0 (__TEXT,__text) non-external (was a private external) _vTransformTRC_HLG_OETF_Planar16Q12_avx512
00007ff80c8f9cb0 (__TEXT,__text) non-external (was a private external) _vTransformTRC_HLG_OETF_Planar16Q12_sse4_1
00007ff80c601270 (__TEXT,__text) non-external (was a private external) _vTransformTRC_HLG_OETF_Planar16Q12_vec
00007ff80ca707b0 (__TEXT,__text) non-external (was a private external) _vTransformTRC_HLG_OETF_PlanarF_avx
00007ff80cbfc8d0 (__TEXT,__text) non-external (was a private external) _vTransformTRC_HLG_OETF_PlanarF_avx2
00007ff80c76e3b0 (__TEXT,__text) non-external (was a private external) _vTransformTRC_HLG_OETF_PlanarF_avx512
00007ff80c8f8c70 (__TEXT,__text) non-external (was a private external) _vTransformTRC_HLG_OETF_PlanarF_sse4_1
00007ff80c600230 (__TEXT,__text) non-external (was a private external) _vTransformTRC_HLG_OETF_PlanarF_vec
00007ff80ca6b100 (__TEXT,__text) non-external (was a private external) _vTransformTRC_PQ_EOTF_Planar16Q12_avx
00007ff80cbf80c0 (__TEXT,__text) non-external (was a private external) _vTransformTRC_PQ_EOTF_Planar16Q12_avx2
00007ff80c769d90 (__TEXT,__text) non-external (was a private external) _vTransformTRC_PQ_EOTF_Planar16Q12_avx512
00007ff80c8effa0 (__TEXT,__text) non-external (was a private external) _vTransformTRC_PQ_EOTF_Planar16Q12_sse4_1
00007ff80c5f7560 (__TEXT,__text) non-external (was a private external) _vTransformTRC_PQ_EOTF_Planar16Q12_vec
00007ff80ca68c00 (__TEXT,__text) non-external (was a private external) _vTransformTRC_PQ_EOTF_PlanarF_avx
00007ff80cbf62f0 (__TEXT,__text) non-external (was a private external) _vTransformTRC_PQ_EOTF_PlanarF_avx2
00007ff80c7680d0 (__TEXT,__text) non-external (was a private external) _vTransformTRC_PQ_EOTF_PlanarF_avx512
00007ff80c8ec230 (__TEXT,__text) non-external (was a private external) _vTransformTRC_PQ_EOTF_PlanarF_sse4_1
00007ff80c5f37f0 (__TEXT,__text) non-external (was a private external) _vTransformTRC_PQ_EOTF_PlanarF_vec
00007ff80ca6e9e0 (__TEXT,__text) non-external (was a private external) _vTransformTRC_PQ_OETF_Planar16Q12_avx
00007ff80cbfae70 (__TEXT,__text) non-external (was a private external) _vTransformTRC_PQ_OETF_Planar16Q12_avx2
00007ff80c76c990 (__TEXT,__text) non-external (was a private external) _vTransformTRC_PQ_OETF_Planar16Q12_avx512
00007ff80c8f5da0 (__TEXT,__text) non-external (was a private external) _vTransformTRC_PQ_OETF_Planar16Q12_sse4_1
00007ff80c5fd360 (__TEXT,__text) non-external (was a private external) _vTransformTRC_PQ_OETF_Planar16Q12_vec
00007ff80ca6d730 (__TEXT,__text) non-external (was a private external) _vTransformTRC_PQ_OETF_PlanarF_avx
00007ff80cbf9f80 (__TEXT,__text) non-external (was a private external) _vTransformTRC_PQ_OETF_PlanarF_avx2
00007ff80c76bb40 (__TEXT,__text) non-external (was a private external) _vTransformTRC_PQ_OETF_PlanarF_avx512
00007ff80c8f3e30 (__TEXT,__text) non-external (was a private external) _vTransformTRC_PQ_OETF_PlanarF_sse4_1
00007ff80c5fb3f0 (__TEXT,__text) non-external (was a private external) _vTransformTRC_PQ_OETF_PlanarF_vec
00007ff80c98b620 (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_ARGB16Q12_CV_avx
00007ff80cb27bb0 (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_ARGB16Q12_CV_avx2
00007ff80c69ddb0 (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_ARGB16Q12_CV_avx512
00007ff80c814a20 (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_ARGB16Q12_CV_sse4_1
00007ff80c51bfe0 (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_ARGB16Q12_CV_vec
00007ff80c98b1f0 (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_ARGB16U_CV_avx
00007ff80cb27640 (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_ARGB16U_CV_avx2
00007ff80c69d870 (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_ARGB16U_CV_avx512
00007ff80c8145b0 (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_ARGB16U_CV_sse4_1
00007ff80c51bb70 (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_ARGB16U_CV_vec
00007ff80c98aa90 (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_ARGB8888_CV_avx
00007ff80cb26fc0 (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_ARGB8888_CV_avx2
00007ff80c140db0 (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_ARGB8888_CV_avx512
00007ff80c813e30 (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_ARGB8888_CV_sse4_1
00007ff80c51b3f0 (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_ARGB8888_CV_vec
00007ff80c98cd20 (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_ARGBFFFF_CV_avx
00007ff80cb28d70 (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_ARGBFFFF_CV_avx2
00007ff80c69fe00 (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_ARGBFFFF_CV_avx512
00007ff80c816260 (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_ARGBFFFF_CV_sse4_1
00007ff80c51d820 (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_ARGBFFFF_CV_vec
00007ff80c98a2e0 (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_Planar8_CV_avx
00007ff80cb26910 (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_Planar8_CV_avx2
00007ff80c69d040 (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_Planar8_CV_avx512
00007ff80c813680 (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_Planar8_CV_sse4_1
00007ff80c51ac40 (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_Planar8_CV_vec
