00007ffa42ae00c0 (__DATA,__data) non-external _.compoundliteral
00007ffa419ea8e0 (__DATA_CONST,__const) non-external (was a private external) _ppstreamOpString
00007ffa1804261e (__TEXT,__text) non-external _primitiveTypeOfDeref
                 (undefined) external _printf (from libSystem)
00007ffa1807a9c5 (__TEXT,__text) non-external _propagateCopyBindings
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00007ffa18088e20 (__TEXT,__text) non-external (was a private external) _pushdownPrecisionInternal
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_b (from libSystem)
00007ffa18082e6a (__TEXT,__text) non-external _qualifierContextToString
00007ffa18081899 (__TEXT,__text) non-external _qualifierMaskToSAFlags
00007ffa180829c4 (__TEXT,__text) non-external _qualifierMaskToStringBuffer
00007ffa180951bf (__TEXT,__text) non-external (was a private external) _readCPPline
00007ffa1803d63d (__TEXT,__text) non-external _readTOC
00007ffa180aa7a0 (__TEXT,__text) non-external (was a private external) _real_serialize_GLPValue
                 (undefined) external _realloc (from libSystem)
00007ffa180e8c47 (__TEXT,__text) non-external _regEqualsFunction
00007ffa180e8c3f (__TEXT,__text) non-external _regHashFunction
00007ffa1809a0ef (__TEXT,__text) non-external _reget_token
00007ffa18111d90 (__TEXT,__const) non-external _reltable.glpGetBIArchiveData
00007ffa1811bde4 (__TEXT,__const) non-external _reltable.glpPPDisassemble
00007ffa1807c02c (__TEXT,__text) non-external _remap
00007ffa18112280 (__TEXT,__const) non-external (was a private external) _remapSlotToCode
00007ffa180de848 (__TEXT,__text) non-external _renumberTargets
                 (undefined) external _round (from libSystem)
                 (undefined) external _roundf (from libSystem)
00007ffa18080b82 (__TEXT,__text) non-external _saInliningNodeReplacement
00007ffa18099fee (__TEXT,__text) non-external _scan_token
00007ffa180b4cf1 (__TEXT,__text) non-external _serializeASTFields
00007ffa180af5a8 (__TEXT,__text) non-external _serializeAssignFields
00007ffa180b221c (__TEXT,__text) non-external _serializeBlockFields
00007ffa180b5c98 (__TEXT,__text) non-external _serializeCallFields
00007ffa180b2630 (__TEXT,__text) non-external _serializeCaseStatementFields
00007ffa180af6d1 (__TEXT,__text) non-external _serializeCommaExprFields
00007ffa180af326 (__TEXT,__text) non-external _serializeConstantFields
00007ffa180b26ec (__TEXT,__text) non-external _serializeDefaultStatementFields
00007ffa180af430 (__TEXT,__text) non-external _serializeEqualFields
00007ffa180af379 (__TEXT,__text) non-external _serializeFieldAccessFields
00007ffa180b0a4c (__TEXT,__text) non-external _serializeFieldDeclarationFields
00007ffa180af3a2 (__TEXT,__text) non-external _serializeFunctionCallFields
00007ffa180afb20 (__TEXT,__text) non-external _serializeFunctionPrototypeFields
00007ffa180b1da4 (__TEXT,__text) non-external _serializeGlobalTypeQualifierFields
00007ffa180b3a38 (__TEXT,__text) non-external _serializeIBPartialDerefFields
00007ffa180b0a9e (__TEXT,__text) non-external _serializeInterfaceBlockFields
00007ffa180b0fa4 (__TEXT,__text) non-external _serializeKeywordQualifierFields
00007ffa180b3694 (__TEXT,__text) non-external _serializeLValueFields
00007ffa180b1dcd (__TEXT,__text) non-external _serializeLayoutPairFields
00007ffa180b1324 (__TEXT,__text) non-external _serializeLayoutQualifierFields
00007ffa180b0c26 (__TEXT,__text) non-external _serializeLayoutTypeFields
00007ffa180af407 (__TEXT,__text) non-external _serializeMethodCallFields
00007ffa180af4ec (__TEXT,__text) non-external _serializeNotEqualFields
00007ffa180b2bb5 (__TEXT,__text) non-external _serializeOffsetFields
00007ffa180af664 (__TEXT,__text) non-external _serializeOpAssignFields
00007ffa180b3a61 (__TEXT,__text) non-external _serializePPStreamOpFields
00007ffa180afae4 (__TEXT,__text) non-external _serializeParameterDeclarationFields
00007ffa180b06cc (__TEXT,__text) non-external _serializePrimitiveTypeFields
00007ffa180b0324 (__TEXT,__text) non-external _serializeQualifiedDeclarationFields
00007ffa180b034d (__TEXT,__text) non-external _serializeQualifiedDeclarationGroupFields
00007ffa180b1a24 (__TEXT,__text) non-external _serializeQualifierListFields
00007ffa180b2b50 (__TEXT,__text) non-external _serializeRawCallFields
00007ffa180af67f (__TEXT,__text) non-external _serializeReadInputFields
00007ffa180b27a8 (__TEXT,__text) non-external _serializeReturnStatementFields
00007ffa180b0a75 (__TEXT,__text) non-external _serializeStructTypeFields
00007ffa180b6018 (__TEXT,__text) non-external _serializeStructureFields
00007ffa180af3de (__TEXT,__text) non-external _serializeSubroutineArrayCallFields
00007ffa180b2b8c (__TEXT,__text) non-external _serializeSubroutineRawCallFields
00007ffa180b16a4 (__TEXT,__text) non-external _serializeSubroutineTypeListFields
00007ffa180b4cc8 (__TEXT,__text) non-external _serializeSubroutineUniformFields
00007ffa180b27d1 (__TEXT,__text) non-external _serializeTopLevelFields
00007ffa180aeb28 (__TEXT,__text) non-external _serializeTypeConversionFields
00007ffa180af2fd (__TEXT,__text) non-external _serializeTypeIdentifierFields
00007ffa180afec4 (__TEXT,__text) non-external _serializeVariableDeclarationFields
00007ffa180affa5 (__TEXT,__text) non-external _serializeVariableDeclarationGroupFields
00007ffa180af2d4 (__TEXT,__text) non-external _serializeVariableIdentifierFields
00007ffa180af6a8 (__TEXT,__text) non-external _serializeWriteOutputFields
00007ffa180ab79c (__TEXT,__text) non-external _serialize_GLPASTNode
00007ffa180ae438 (__TEXT,__text) non-external _serialize_GLPBufferObject
00007ffa180a9386 (__TEXT,__text) non-external _serialize_GLPFunctionObject
00007ffa180adb2c (__TEXT,__text) non-external _serialize_GLPInterfaceBlockObject
00007ffa180a9350 (__TEXT,__text) non-external _serialize_GLPLayoutObject
00007ffa180abfc8 (__TEXT,__text) non-external _serialize_GLPLayoutPair
00007ffa18089b44 (__TEXT,__text) non-external (was a private external) _serialize_GLPString
00007ffa180b6398 (__TEXT,__text) non-external _serialize_GLPSubroutineUniformObject
00007ffa180a67d0 (__TEXT,__text) non-external (was a private external) _serialize_GLPType
00007ffa180aca94 (__TEXT,__text) non-external _serialize_GLPVariableObject
00007ffa18089610 (__TEXT,__text) non-external (was a private external) _serialize_pointer
00007ffa1804265c (__TEXT,__text) non-external _setArrayUsed
                 (undefined) external _setjmp (from libSystem)
00007ffa18098b6f (__TEXT,__text) non-external _simple_str_getch
00007ffa18098c3e (__TEXT,__text) non-external _simple_str_ungetch
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _sinhf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _snprintf_l (from libSystem)
                 (undefined) external _sprintf_l (from libSystem)
                 (undefined) external _sqrt (from libSystem)
                 (undefined) external _sqrtf (from libSystem)
00007ffa1803d164 (__TEXT,__text) non-external _std140ArrayStrideForElementType
00007ffa1803d13f (__TEXT,__text) non-external _std140MatrixStride
00007ffa1803d17d (__TEXT,__text) non-external _std140MinimumStructAlignment
00007ffa1803d250 (__TEXT,__text) non-external _std140PrimitiveTypeAlign
00007ffa1803d188 (__TEXT,__text) non-external _std140PrimitiveTypeSize
00007ffa1803d175 (__TEXT,__text) non-external _std140SizeToBytes
00007ffa1803d0b9 (__TEXT,__text) non-external _std140TypeAlign
00007ffa1803cfec (__TEXT,__text) non-external _std140TypeSize
00007ffa18098814 (__TEXT,__text) non-external _str_getch
00007ffa180988fc (__TEXT,__text) non-external _str_ungetch
                 (undefined) external _strcat (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strndup (from libSystem)
                 (undefined) external _strtod_l (from libSystem)
                 (undefined) external _strtof_l (from libSystem)
                 (undefined) external _strtol_l (from libSystem)
                 (undefined) external _strtoll_l (from libSystem)
                 (undefined) external _strtoul_l (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _tanf (from libSystem)
                 (undefined) external _tanhf (from libSystem)
00007ffa18098d96 (__TEXT,__text) non-external _token_pasted_str_getch
00007ffa18098d11 (__TEXT,__text) non-external _token_pasted_str_scan
00007ffa18098e1a (__TEXT,__text) non-external _token_pasted_str_ungetch
00007ffa419e7e90 (__DATA_CONST,__const) non-external _tokens
00007ffa1808c64b (__TEXT,__text) non-external _topLevelLookUpGLPBindingTypeFromStringHash
00007ffa1807ad0b (__TEXT,__text) non-external _topLevelLookUpObjectTypeFromStringHash
00007ffa1808bf84 (__TEXT,__text) non-external _topLevelLookUpUniformBindingTypeFromStringHash
00007ffa180bf2e3 (__TEXT,__text) non-external _transformKids
                 (undefined) external _trunc (from libSystem)
                 (undefined) external _truncf (from libSystem)
00007ffa1808b892 (__TEXT,__text) non-external _typeFromGLPBinding
00007ffa1808cbe4 (__TEXT,__text) non-external _typeFromGLPUniformBinding
00007ffa1808c719 (__TEXT,__text) non-external _typeFromGLPUniformBlockBinding
00007ffa18067458 (__TEXT,__text) non-external _uniqueComponentCount
00007ffa180994eb (__TEXT,__text) non-external _unlinkScope
00007ffa419e81b0 (__DATA_CONST,__const) non-external (was a private external) _unop
00007ffa419e7530 (__DATA_CONST,__const) non-external (was a private external) _vpDclList
                 (undefined) external _vsnprintf_l (from libSystem)
00007ffa180b7b18 (__TEXT,__text) non-external _writeASTNode
00007ffa180b8c10 (__TEXT,__text) non-external _writeAdd
00007ffa180b86e5 (__TEXT,__text) non-external _writeArrayAccess
00007ffa180b97b2 (__TEXT,__text) non-external _writeArrayType
00007ffa180b8ffb (__TEXT,__text) non-external _writeAssign
00007ffa180ba0fd (__TEXT,__text) non-external _writeAvailabilityDeclaration
00007ffa180b8f0f (__TEXT,__text) non-external _writeBitwiseAnd
00007ffa180b8b24 (__TEXT,__text) non-external _writeBitwiseNot
00007ffa180b8f4a (__TEXT,__text) non-external _writeBitwiseOr
00007ffa180b8f85 (__TEXT,__text) non-external _writeBitwiseXor
00007ffa180b9e23 (__TEXT,__text) non-external _writeBlock
00007ffa180b9fd6 (__TEXT,__text) non-external _writeBreakStatement
00007ffa180b9f60 (__TEXT,__text) non-external _writeCaseStatement
00007ffa180b90e7 (__TEXT,__text) non-external _writeCommaExpr
00007ffa180b865c (__TEXT,__text) non-external _writeConstant
00007ffa180b894c (__TEXT,__text) non-external _writeConstructorCall
00007ffa180ba011 (__TEXT,__text) non-external _writeContinueStatement
00007ffa180b9f9b (__TEXT,__text) non-external _writeDefaultStatement
00007ffa180ba04c (__TEXT,__text) non-external _writeDiscardStatement
00007ffa180b8b9a (__TEXT,__text) non-external _writeDivide
00007ffa180b8de8 (__TEXT,__text) non-external _writeEqual
00007ffa180b9de8 (__TEXT,__text) non-external _writeExpressionStatement
00007ffa180b8720 (__TEXT,__text) non-external _writeFieldAccess
00007ffa180b97ed (__TEXT,__text) non-external _writeFieldDeclaration
00007ffa180b87ed (__TEXT,__text) non-external _writeFunctionCall
00007ffa180b96b1 (__TEXT,__text) non-external _writeFunctionDefinition
00007ffa180b91d6 (__TEXT,__text) non-external _writeFunctionPrototype
00007ffa180b9c3f (__TEXT,__text) non-external _writeGlobalTypeQualifier
00007ffa180b8d72 (__TEXT,__text) non-external _writeGreater
00007ffa180b8dad (__TEXT,__text) non-external _writeGreaterEqual
00007ffa180ba45b (__TEXT,__text) non-external _writeIBPartialDeref
00007ffa180b8fc0 (__TEXT,__text) non-external _writeIfExpr
00007ffa180b9eaf (__TEXT,__text) non-external _writeIfStatement
00007ffa180b9911 (__TEXT,__text) non-external _writeInterfaceBlock
00007ffa180b9b0c (__TEXT,__text) non-external _writeKeywordQualifier
00007ffa180ba36c (__TEXT,__text) non-external _writeLValue
00007ffa180ba75b (__TEXT,__text) non-external _writeLayoutObject
00007ffa180b9ce1 (__TEXT,__text) non-external _writeLayoutPair
00007ffa180b9b8e (__TEXT,__text) non-external _writeLayoutQualifier
00007ffa180b9ad1 (__TEXT,__text) non-external _writeLayoutType
00007ffa180b8cfc (__TEXT,__text) non-external _writeLess
00007ffa180b8d37 (__TEXT,__text) non-external _writeLessEqual
00007ffa180b8e5e (__TEXT,__text) non-external _writeLogicalAnd
00007ffa180b8ae9 (__TEXT,__text) non-external _writeLogicalNot
00007ffa180b8e99 (__TEXT,__text) non-external _writeLogicalOr
00007ffa180b8ed4 (__TEXT,__text) non-external _writeLogicalXor
00007ffa180b9eea (__TEXT,__text) non-external _writeLoopStatement
00007ffa180b88ba (__TEXT,__text) non-external _writeMethodCall
00007ffa180b8bd5 (__TEXT,__text) non-external _writeModulo
00007ffa180b8b5f (__TEXT,__text) non-external _writeMultiply
00007ffa180b8aae (__TEXT,__text) non-external _writeNegate
00007ffa180b8e23 (__TEXT,__text) non-external _writeNotEqual
00007ffa180ba250 (__TEXT,__text) non-external _writeOffset
00007ffa180b9036 (__TEXT,__text) non-external _writeOpAssign
00007ffa180ba496 (__TEXT,__text) non-external _writePPStreamOp
00007ffa180b9122 (__TEXT,__text) non-external _writeParameterDeclaration
00007ffa180b89c2 (__TEXT,__text) non-external _writePostdecrement
00007ffa180b8987 (__TEXT,__text) non-external _writePostincrement
00007ffa180b9600 (__TEXT,__text) non-external _writePrecisionDeclaration
00007ffa180b8a38 (__TEXT,__text) non-external _writePredecrement
00007ffa180b89fd (__TEXT,__text) non-external _writePreincrement
00007ffa180b9727 (__TEXT,__text) non-external _writePrimitiveType
00007ffa180b963b (__TEXT,__text) non-external _writeQualifiedDeclaration
00007ffa180b9676 (__TEXT,__text) non-external _writeQualifiedDeclarationGroup
00007ffa180b96ec (__TEXT,__text) non-external _writeQualifiedType
00007ffa180b9c04 (__TEXT,__text) non-external _writeQualifierList
00007ffa180ba420 (__TEXT,__text) non-external _writeRValue
00007ffa180ba138 (__TEXT,__text) non-external _writeRawCall
00007ffa180b9071 (__TEXT,__text) non-external _writeReadInput
00007ffa180ba087 (__TEXT,__text) non-external _writeReturnStatement
00007ffa180ba701 (__TEXT,__text) non-external _writeSAInfo
00007ffa180b8c86 (__TEXT,__text) non-external _writeShiftLeft
00007ffa180b8cc1 (__TEXT,__text) non-external _writeShiftRight
00007ffa180b987f (__TEXT,__text) non-external _writeStructType
00007ffa180b887f (__TEXT,__text) non-external _writeSubroutineArrayCall
00007ffa180ba1c2 (__TEXT,__text) non-external _writeSubroutineRawCall
00007ffa180b9bc9 (__TEXT,__text) non-external _writeSubroutineTypeList
00007ffa180ba673 (__TEXT,__text) non-external _writeSubroutineUniform
00007ffa180b8c4b (__TEXT,__text) non-external _writeSubtract
00007ffa180b9f25 (__TEXT,__text) non-external _writeSwitchStatement
00007ffa180ba0c2 (__TEXT,__text) non-external _writeTopLevel
00007ffa180b848c (__TEXT,__text) non-external _writeTypeConversion
00007ffa180b85ca (__TEXT,__text) non-external _writeTypeIdentifier
00007ffa180b8a73 (__TEXT,__text) non-external _writeUnaryPlus
