00007ff919bfe300 (__TEXT,__text) non-external K256
00007ff919c79b40 (__TEXT,__text) non-external _sig_cmp_BSEARCH_CMP_FN
00007ff919c79ac7 (__TEXT,__text) non-external _sig_sk_cmp
                 (undefined) external _sigaction (from libSystem)
                 (undefined) external _signal (from libSystem)
00007ff919ce54a0 (__TEXT,__const) non-external _sigoid_srt
00007ff942e120d0 (__DATA,__const) non-external _sigoid_srt_xref
00007ff942e1efb8 (__DATA,__common) non-external (was a private external) _sigx_app
00007ff919c79ad7 (__TEXT,__text) non-external _sigx_cmp
00007ff919c79b4a (__TEXT,__text) non-external _sigx_cmp_BSEARCH_CMP_FN
00007ff919c947d3 (__TEXT,__text) external _sk_delete
00007ff919c947a9 (__TEXT,__text) external _sk_delete_ptr
00007ff919c945e5 (__TEXT,__text) external _sk_dup
00007ff919c9482e (__TEXT,__text) external _sk_find
00007ff919c948f4 (__TEXT,__text) external _sk_find_ex
00007ff919c946d4 (__TEXT,__text) external _sk_free
00007ff919c94706 (__TEXT,__text) external _sk_insert
00007ff919c94a66 (__TEXT,__text) external _sk_is_sorted
00007ff919c94668 (__TEXT,__text) external _sk_new
00007ff919c946fa (__TEXT,__text) external _sk_new_null
00007ff919c949d3 (__TEXT,__text) external _sk_num
00007ff919c94934 (__TEXT,__text) external _sk_pop
00007ff919c9497c (__TEXT,__text) external _sk_pop_free
00007ff919c94903 (__TEXT,__text) external _sk_push
00007ff919c94a09 (__TEXT,__text) external _sk_set
00007ff919c945cb (__TEXT,__text) external _sk_set_cmp_func
00007ff919c9491b (__TEXT,__text) external _sk_shift
00007ff919c94a2f (__TEXT,__text) external _sk_sort
00007ff919cb0945 (__TEXT,__text) non-external _sk_strcmp
00007ff919c0803e (__TEXT,__text) non-external _sk_table_cmp
00007ff919c9490f (__TEXT,__text) external _sk_unshift
00007ff919c949e6 (__TEXT,__text) external _sk_value
00007ff919c9494e (__TEXT,__text) external _sk_zero
00007ff919c206d4 (__TEXT,__text) non-external _slg_ctrl
00007ff919c20738 (__TEXT,__text) non-external _slg_free
00007ff919c20701 (__TEXT,__text) non-external _slg_new
00007ff919c206b3 (__TEXT,__text) non-external _slg_puts
00007ff919c2060d (__TEXT,__text) non-external _slg_write
00007ff919ccb3f0 (__TEXT,__const) non-external _slg_write.mapping
00007ff919ce2d50 (__TEXT,__const) non-external _sn_objs
                 (undefined) external _snprintf (from libSystem)
00007ff919c20dff (__TEXT,__text) non-external _sock_ctrl
00007ff919c20eb2 (__TEXT,__text) non-external _sock_free
00007ff919c20e94 (__TEXT,__text) non-external _sock_new
00007ff919c20dd9 (__TEXT,__text) non-external _sock_puts
00007ff919c20d54 (__TEXT,__text) non-external _sock_read
00007ff919c20cd7 (__TEXT,__text) non-external _sock_write
                 (undefined) external _socket (from libSystem)
00007ff919ccf9a0 (__TEXT,__const) non-external _sqrtm1
                 (undefined) external _sscanf (from libSystem)
00007ff919bfc150 (__TEXT,__text) non-external _ssse3_shortcut
00007ff919c08078 (__TEXT,__text) non-external _st_free
00007ff942e1ccc0 (__DATA,__bss) non-external _stable
00007ff942e1c100 (__DATA,__data) non-external _standard_exts
00007ff942e172a0 (__DATA,__data) non-external _standard_methods
00007ff942e1a190 (__DATA,__data) non-external _standard_methods
                 (undefined) external _stat$INODE64 (from libSystem)
00007ff942e1ce70 (__DATA,__bss) non-external _store_table
00007ff919c34d8a (__TEXT,__text) non-external _str_copy
00007ff919ca38a0 (__TEXT,__text) non-external _str_free
00007ff919cb014c (__TEXT,__text) non-external _str_free
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strdup (from libSystem)
00007ff942e07e70 (__DATA,__const) non-external _streebog256_md
00007ff942e07ee8 (__DATA,__const) non-external _streebog512_md
00007ff919c675cb (__TEXT,__text) non-external _streebog_final256
00007ff919c675fb (__TEXT,__text) non-external _streebog_final512
00007ff919c675af (__TEXT,__text) non-external _streebog_init256
00007ff919c675df (__TEXT,__text) non-external _streebog_init512
00007ff919c711b5 (__TEXT,__text) non-external _streebog_single_block
00007ff919c675bd (__TEXT,__text) non-external _streebog_update256
00007ff919c675ed (__TEXT,__text) non-external _streebog_update512
                 (undefined) external _strerror (from libSystem)
00007ff919cafc82 (__TEXT,__text) external _string_to_hex
00007ff919c0d1af (__TEXT,__text) non-external _strip_ends
00007ff919cafb26 (__TEXT,__text) non-external _strip_spaces
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncasecmp (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strndup (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoul (from libSystem)
00007ff942e1cd48 (__DATA,__bss) non-external _supported_modules
00007ff919caee1e (__TEXT,__text) non-external _sxnet_i2r
00007ff919caed84 (__TEXT,__text) non-external _sxnet_v2i
                 (undefined) external _syslog$DARWIN_EXTSN (from libSystem)
00007ff919c0808a (__TEXT,__text) non-external _table_cmp_BSEARCH_CMP_FN
00007ff942e1ce18 (__DATA,__bss) non-external _table_flags
00007ff919c38612 (__TEXT,__text) non-external _table_select
00007ff919cca230 (__TEXT,__const) non-external _tag2bit
00007ff919cc9e10 (__TEXT,__const) non-external _tag2nbyte
00007ff919cc9eb0 (__TEXT,__const) non-external _tbl_standard
                 (undefined) external _tcgetattr (from libSystem)
                 (undefined) external _tcsetattr (from libSystem)
00007ff942e1bdd0 (__DATA,__data) non-external _tea_enabled
00007ff942e195f0 (__DATA,__data) non-external _test_cipher_nids
00007ff942e195f8 (__DATA,__data) non-external _test_digest_nids
00007ff942e04ca0 (__DATA,__const) non-external _test_r4_40_cipher
00007ff942e04c48 (__DATA,__const) non-external _test_r4_cipher
00007ff919c58ae1 (__TEXT,__text) non-external _test_rc4_cipher
00007ff919c58a69 (__TEXT,__text) non-external _test_rc4_init_key
00007ff919c58b1e (__TEXT,__text) non-external _test_sha1_final
00007ff919c58b02 (__TEXT,__text) non-external _test_sha1_init
00007ff919c58b10 (__TEXT,__text) non-external _test_sha1_update
00007ff942e04cf8 (__DATA,__const) non-external _test_sha_md
00007ff942e1cc98 (__DATA,__bss) non-external _threadid_callback
                 (undefined) external _time (from libSystem)
                 (undefined) external _timegm (from libSystem)
00007ff919cb1304 (__TEXT,__text) external _timingsafe_memcmp
00007ff919c9fc65 (__TEXT,__text) non-external _tr_cmp
00007ff919c6a0f8 (__TEXT,__text) non-external _trans_cb
00007ff919c716dc (__TEXT,__text) non-external _transform
00007ff919c71030 (__TEXT,__text) non-external _transform_3
00007ff919c058bc (__TEXT,__text) non-external _traverse_string
00007ff919ca6841 (__TEXT,__text) non-external _tree_add_auth_node
00007ff919ca67b5 (__TEXT,__text) non-external _tree_add_unmatched
00007ff919ca5b92 (__TEXT,__text) non-external (was a private external) _tree_find_sk
00007ff942e1bc90 (__DATA,__data) non-external _trstandard
00007ff942e1ef00 (__DATA,__bss) non-external _trtable
00007ff919c9fcbe (__TEXT,__text) non-external _trtable_free
00007ff919c9fd66 (__TEXT,__text) non-external _trust_1oid
00007ff919c9fd10 (__TEXT,__text) non-external _trust_1oidany
00007ff919c9f975 (__TEXT,__text) non-external _trust_compat
00007ff919c95026 (__TEXT,__text) non-external _ts_resp_cb
00007ff942e1ec58 (__DATA,__bss) non-external _tty_in
00007ff942e1ec68 (__DATA,__bss) non-external _tty_orig
00007ff942e1ec60 (__DATA,__bss) non-external _tty_out
00007ff919c05a23 (__TEXT,__text) non-external _type_str
00007ff942e1b960 (__DATA,__data) non-external _ui_openssl
00007ff919cad998 (__TEXT,__text) non-external _unknown_ext_print
00007ff919c68c85 (__TEXT,__text) non-external _unsup_alg
00007ff919c66dbc (__TEXT,__text) non-external _update
00007ff919c66df9 (__TEXT,__text) non-external _update
00007ff919c66e36 (__TEXT,__text) non-external _update
00007ff919c66f29 (__TEXT,__text) non-external _update
00007ff919c66f66 (__TEXT,__text) non-external _update
00007ff919c6706f (__TEXT,__text) non-external _update
00007ff919c670a0 (__TEXT,__text) non-external _update
00007ff919c67111 (__TEXT,__text) non-external _update
00007ff919c6762a (__TEXT,__text) non-external _update
00007ff919c67141 (__TEXT,__text) non-external _update256
00007ff919c6717f (__TEXT,__text) non-external _update512
00007ff919c081c3 (__TEXT,__text) non-external (was a private external) _utctime_string_from_tm
00007ff919ca7ed2 (__TEXT,__text) external _v2i_ASN1_BIT_STRING
00007ff919cab18b (__TEXT,__text) non-external _v2i_AUTHORITY_INFO_ACCESS
00007ff919ca6958 (__TEXT,__text) non-external _v2i_AUTHORITY_KEYID
00007ff919ca7cdc (__TEXT,__text) non-external _v2i_BASIC_CONSTRAINTS
00007ff919caaac8 (__TEXT,__text) non-external _v2i_EXTENDED_KEY_USAGE
00007ff919ca75de (__TEXT,__text) external _v2i_GENERAL_NAME
00007ff919ca7510 (__TEXT,__text) external _v2i_GENERAL_NAMES
00007ff919ca75f6 (__TEXT,__text) external _v2i_GENERAL_NAME_ex
00007ff919caba34 (__TEXT,__text) non-external _v2i_NAME_CONSTRAINTS
00007ff919cad15f (__TEXT,__text) non-external _v2i_POLICY_CONSTRAINTS
00007ff919cad48f (__TEXT,__text) non-external _v2i_POLICY_MAPPINGS
00007ff919ca9b7e (__TEXT,__text) non-external _v2i_crld
00007ff919caa030 (__TEXT,__text) non-external _v2i_idp
00007ff919ca6ecf (__TEXT,__text) non-external _v2i_issuer_alt
00007ff919ca6d6e (__TEXT,__text) non-external _v2i_subject_alt
00007ff942e14e50 (__DATA,__const) non-external (was a private external) _v3_akey_id
00007ff942e14f70 (__DATA,__const) non-external (was a private external) _v3_alt
00007ff942e150e8 (__DATA,__const) non-external (was a private external) _v3_bcons
00007ff919ca8155 (__TEXT,__text) non-external _v3_check_critical
00007ff919ca81da (__TEXT,__text) non-external _v3_check_generic
00007ff942e152a8 (__DATA,__const) non-external (was a private external) _v3_cpols
00007ff942e16938 (__DATA,__const) non-external (was a private external) _v3_crl_hold
00007ff942e168d0 (__DATA,__const) non-external (was a private external) _v3_crl_invdate
00007ff942e16520 (__DATA,__const) non-external (was a private external) _v3_crl_num
00007ff942e15b60 (__DATA,__const) non-external (was a private external) _v3_crl_reason
00007ff942e15678 (__DATA,__const) non-external (was a private external) _v3_crld
00007ff942e16588 (__DATA,__const) non-external (was a private external) _v3_delta_crl
00007ff942e15c00 (__DATA,__const) non-external (was a private external) _v3_ext_ku
00007ff942e156e0 (__DATA,__const) non-external (was a private external) _v3_freshest_crl
00007ff919ca829f (__TEXT,__text) non-external _v3_generic_extension
00007ff942e15a08 (__DATA,__const) non-external (was a private external) _v3_idp
00007ff942e16398 (__DATA,__const) non-external (was a private external) _v3_info
00007ff942e165f0 (__DATA,__const) non-external (was a private external) _v3_inhibit_anyp
00007ff942e15208 (__DATA,__const) non-external (was a private external) _v3_key_usage
00007ff942e16698 (__DATA,__const) non-external (was a private external) _v3_name_constraints
00007ff942e16020 (__DATA,__const) non-external (was a private external) _v3_ns_ia5_list
00007ff942e151a0 (__DATA,__const) non-external (was a private external) _v3_nscert
00007ff942e15c68 (__DATA,__const) non-external (was a private external) _v3_ocsp_accresp
00007ff942e16868 (__DATA,__const) non-external (was a private external) _v3_ocsp_acutoff
00007ff942e16800 (__DATA,__const) non-external (was a private external) _v3_ocsp_crlid
00007ff942e16a08 (__DATA,__const) non-external (was a private external) _v3_ocsp_nocheck
00007ff942e169a0 (__DATA,__const) non-external (was a private external) _v3_ocsp_nonce
00007ff942e16a70 (__DATA,__const) non-external (was a private external) _v3_ocsp_serviceloc
00007ff942e16ad8 (__DATA,__const) non-external (was a private external) _v3_pci
00007ff942e16d88 (__DATA,__const) non-external (was a private external) _v3_pkey_usage_period
00007ff942e16c98 (__DATA,__const) non-external (was a private external) _v3_policy_constraints
00007ff942e16e78 (__DATA,__const) non-external (was a private external) _v3_policy_mappings
00007ff942e16400 (__DATA,__const) non-external (was a private external) _v3_sinfo
00007ff942e16f90 (__DATA,__const) non-external (was a private external) _v3_skey_id
00007ff942e17038 (__DATA,__const) non-external (was a private external) _v3_sxnet
00007ff919c341d8 (__TEXT,__text) non-external _value_free_hash_LHASH_DOALL_ARG
00007ff919c341f4 (__TEXT,__text) non-external _value_free_stack_LHASH_DOALL
                 (undefined) external _vasprintf (from libSystem)
                 (undefined) external _vfprintf (from libSystem)
00007ff919bee060 (__TEXT,__text) non-external (was a private external) _vpaes_cbc_encrypt
00007ff919bee140 (__TEXT,__text) non-external _vpaes_consts
00007ff919bee040 (__TEXT,__text) non-external (was a private external) _vpaes_decrypt
00007ff919bedaa0 (__TEXT,__text) non-external _vpaes_decrypt_core
00007ff919bee020 (__TEXT,__text) non-external (was a private external) _vpaes_encrypt
00007ff919bed940 (__TEXT,__text) non-external _vpaes_encrypt_core
00007ff919bee0e0 (__TEXT,__text) non-external _vpaes_preheat
00007ff919bedda0 (__TEXT,__text) non-external _vpaes_schedule_192_smear
00007ff919bedc40 (__TEXT,__text) non-external _vpaes_schedule_core
00007ff919bedde1 (__TEXT,__text) non-external _vpaes_schedule_low_round
00007ff919bedeb0 (__TEXT,__text) non-external _vpaes_schedule_mangle
00007ff919beddc0 (__TEXT,__text) non-external _vpaes_schedule_round
00007ff919bede80 (__TEXT,__text) non-external _vpaes_schedule_transform
00007ff919bedfe0 (__TEXT,__text) non-external (was a private external) _vpaes_set_decrypt_key
00007ff919bedfb0 (__TEXT,__text) non-external (was a private external) _vpaes_set_encrypt_key
                 (undefined) external _vsnprintf (from libSystem)
00007ff919cd7c40 (__TEXT,__const) non-external _weak_keys
00007ff919bff940 (__TEXT,__text) non-external (was a private external) _whirlpool_block
00007ff942e07f60 (__DATA,__const) non-external _whirlpool_md
00007ff919c2e17c (__TEXT,__text) non-external _witness
                 (undefined) external _write (from libSystem)
00007ff919c1b4ff (__TEXT,__text) non-external _write_bio
00007ff919c1b4b2 (__TEXT,__text) non-external _write_fp
00007ff919c82f5d (__TEXT,__text) non-external _write_lebn
00007ff919c9ad80 (__TEXT,__text) non-external _write_string
00007ff919c37d94 (__TEXT,__text) non-external (was a private external) _x25519_ge_add
00007ff919c37131 (__TEXT,__text) non-external (was a private external) _x25519_ge_frombytes_vartime
00007ff919c37ce2 (__TEXT,__text) non-external (was a private external) _x25519_ge_p1p1_to_p2
00007ff919c37d2e (__TEXT,__text) non-external (was a private external) _x25519_ge_p1p1_to_p3
00007ff919c37c86 (__TEXT,__text) non-external (was a private external) _x25519_ge_p3_to_cached
00007ff919c38e33 (__TEXT,__text) non-external (was a private external) _x25519_ge_scalarmult
00007ff919c38438 (__TEXT,__text) non-external (was a private external) _x25519_ge_scalarmult_base
00007ff919c38015 (__TEXT,__text) non-external (was a private external) _x25519_ge_scalarmult_small_precomp
00007ff919c37ed9 (__TEXT,__text) non-external (was a private external) _x25519_ge_sub
00007ff919c36404 (__TEXT,__text) non-external (was a private external) _x25519_ge_tobytes
00007ff919c3a430 (__TEXT,__text) non-external (was a private external) _x25519_public_from_private
00007ff919ccfa00 (__TEXT,__const) non-external _x25519_public_from_private.kMongomeryBasePoint
00007ff919c39207 (__TEXT,__text) non-external (was a private external) _x25519_sc_reduce
00007ff919c363fa (__TEXT,__text) non-external (was a private external) _x25519_scalar_mult
00007ff919c39ea3 (__TEXT,__text) non-external (was a private external) _x25519_scalar_mult_generic
00007ff919c19b16 (__TEXT,__text) non-external _x509_cb
00007ff919ca17db (__TEXT,__text) non-external (was a private external) _x509_check_cert_time
00007ff942e1b998 (__DATA,__data) non-external _x509_dir_lookup
00007ff942e1b9e8 (__DATA,__data) non-external _x509_file_lookup
00007ff942e1ba38 (__DATA,__data) non-external _x509_mem_lookup
00007ff919c18a52 (__TEXT,__text) non-external _x509_name_canon
00007ff919c185df (__TEXT,__text) non-external _x509_name_ex_d2i
00007ff919c18593 (__TEXT,__text) non-external _x509_name_ex_free
00007ff919c18794 (__TEXT,__text) non-external _x509_name_ex_i2d
00007ff919c184b2 (__TEXT,__text) non-external _x509_name_ex_new
00007ff919c1897d (__TEXT,__text) non-external _x509_name_ex_print
00007ff942e019a8 (__DATA,__const) non-external (was a private external) _x509_name_ff
00007ff919c9dca0 (__TEXT,__text) non-external _x509_object_cmp
00007ff919c9e478 (__TEXT,__text) non-external _x509_object_idx_cnt
00007ff919ca342c (__TEXT,__text) non-external _x509_verify_param_zero
00007ff919cadcbc (__TEXT,__text) non-external _x509v3_cache_extensions
00007ff919be82e0 (__TEXT,__text) non-external _x86_64_AES_decrypt
00007ff919be84c0 (__TEXT,__text) non-external _x86_64_AES_decrypt_compact
00007ff919be7dc0 (__TEXT,__text) non-external _x86_64_AES_encrypt
00007ff919be7fb0 (__TEXT,__text) non-external _x86_64_AES_encrypt_compact
00007ff919be88b0 (__TEXT,__text) non-external _x86_64_AES_set_encrypt_key
00007ff919bf6050 (__TEXT,__text) non-external _x86_64_Camellia_decrypt
00007ff919bf5ce0 (__TEXT,__text) non-external _x86_64_Camellia_encrypt
00007ff919cae553 (__TEXT,__text) non-external _xp_cmp
00007ff942e1ef88 (__DATA,__bss) non-external _xptable
00007ff919cae5ac (__TEXT,__text) non-external _xptable_free
00007ff942e1c240 (__DATA,__data) non-external _xstandard
00007ff919ce5730 (__TEXT,__const) non-external _zeroes
00007ff942e183e0 (__DATA,__data) non-external _zlib_method_nozlib
00007ff919bf0b20 (__TEXT,__text) non-external aesni_cbc_sha1_enc_ssse3
