00000001e3b1db74 (__TEXT,__text) non-external _DiToMD5
000000020c554f78 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
000000020982d100 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
000000020c555010 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
000000020982d198 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
000000020c554f98 (__DATA,__common) external _gOSArrayMetaClass
000000020982d120 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
000000020c554fa0 (__DATA,__common) external _gOSBooleanMetaClass
000000020982d128 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
000000020c554fa8 (__DATA,__common) external _gOSBundleMetaClass
000000020982d130 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBundle_Declaration
000000020c554fb0 (__DATA,__common) external _gOSCollectionMetaClass
000000020982d138 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
000000020c554fb8 (__DATA,__common) external _gOSContainerMetaClass
000000020982d140 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
000000020c554fc0 (__DATA,__common) external _gOSDataMetaClass
000000020982d148 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
000000020c554fc8 (__DATA,__common) external _gOSDictionaryMetaClass
000000020982d150 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
000000020c554fd0 (__DATA,__common) external _gOSMappedFileMetaClass
000000020982d158 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSMappedFile_Declaration
000000020c554fd8 (__DATA,__common) external _gOSNumberMetaClass
000000020982d160 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
000000020c554fe0 (__DATA,__common) external _gOSObjectMetaClass
000000020982d168 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
000000020c554fe8 (__DATA,__common) external _gOSOrderedSetMetaClass
000000020982d170 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSOrderedSet_Declaration
000000020c554ff0 (__DATA,__common) external _gOSSerializationMetaClass
000000020982d178 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
000000020c554ff8 (__DATA,__common) external _gOSSetMetaClass
000000020982d180 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSet_Declaration
000000020c555000 (__DATA,__common) external _gOSStringMetaClass
000000020982d188 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSString_Declaration
000000020c555008 (__DATA,__common) external _g_IOBlockStorageDeviceMetaClass
000000020982d190 (__DATA_CONST,__osclassinfo) non-external (was a private external) _g_IOBlockStorageDevice_Declaration
                 (undefined) external _getsectiondata (from libSystem)
                 (undefined) external _host_get_io_master (from libSystem)
00000001e3b13eec (__TEXT,__text) non-external (was a private external) _io_catalog_get_data
00000001e3b140b0 (__TEXT,__text) non-external (was a private external) _io_catalog_get_gen_count
00000001e3b141e4 (__TEXT,__text) non-external (was a private external) _io_catalog_module_loaded
00000001e3b14384 (__TEXT,__text) non-external (was a private external) _io_catalog_reset
00000001e3b13bc0 (__TEXT,__text) non-external (was a private external) _io_catalog_send_data
00000001e3b13d44 (__TEXT,__text) non-external (was a private external) _io_catalog_terminate
00000001e3b12b9c (__TEXT,__text) non-external (was a private external) _io_connect_add_client
00000001e3b16074 (__TEXT,__text) non-external (was a private external) _io_connect_async_method
00000001e3b149b4 (__TEXT,__text) non-external (was a private external) _io_connect_get_notification_semaphore
00000001e3b12a3c (__TEXT,__text) non-external (was a private external) _io_connect_get_service
00000001e3b159f0 (__TEXT,__text) non-external (was a private external) _io_connect_map_memory_into_task
00000001e3b15ce0 (__TEXT,__text) non-external (was a private external) _io_connect_method
00000001e3b16eb0 (__TEXT,__text) non-external (was a private external) _io_connect_method_var_output
00000001e3b16460 (__TEXT,__text) non-external (was a private external) _io_connect_set_notification_port
00000001e3b12cd0 (__TEXT,__text) non-external (was a private external) _io_connect_set_properties
00000001e3b15b70 (__TEXT,__text) non-external (was a private external) _io_connect_unmap_memory_from_task
00000001e3b18b78 (__TEXT,__text) non-external (was a private external) _io_device_tree_entry_exists_with_name
00000001e3b13a8c (__TEXT,__text) non-external (was a private external) _io_iterator_is_valid
00000001e3b112b8 (__TEXT,__text) non-external (was a private external) _io_iterator_next
00000001e3b11418 (__TEXT,__text) non-external (was a private external) _io_iterator_reset
00000001e3b110f8 (__TEXT,__text) non-external (was a private external) _io_object_conforms_to
00000001e3b1563c (__TEXT,__text) non-external (was a private external) _io_object_get_bundle_identifier
00000001e3b10f38 (__TEXT,__text) non-external (was a private external) _io_object_get_class
00000001e3b134f4 (__TEXT,__text) non-external (was a private external) _io_object_get_retain_count
00000001e3b15438 (__TEXT,__text) non-external (was a private external) _io_object_get_superclass
00000001e3b11930 (__TEXT,__text) non-external (was a private external) _io_registry_create_iterator
00000001e3b1388c (__TEXT,__text) non-external (was a private external) _io_registry_entry_create_iterator
00000001e3b11d70 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path
00000001e3b1892c (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path_ool
00000001e3b1253c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_child_iterator
00000001e3b14b2c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_location_in_plane
00000001e3b11f64 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name
00000001e3b145ec (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name_in_plane
00000001e3b1272c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_parent_iterator
00000001e3b12e50 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path
00000001e3b186a8 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path_ool
00000001e3b12124 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties
00000001e3b179e0 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin
00000001e3b18d38 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin_buf
00000001e3b1172c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property
00000001e3b17b8c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin
00000001e3b18f10 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin_buf
00000001e3b122d0 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bytes
00000001e3b14d30 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_recursively
00000001e3b16d50 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_registry_entry_id
00000001e3b13334 (__TEXT,__text) non-external (was a private external) _io_registry_entry_in_plane
00000001e3b131b4 (__TEXT,__text) non-external (was a private external) _io_registry_entry_set_properties
00000001e3b13054 (__TEXT,__text) non-external (was a private external) _io_registry_get_root_entry
00000001e3b11b30 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_enter_entry
00000001e3b11c50 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_exit_entry
00000001e3b17880 (__TEXT,__text) non-external (was a private external) _io_server_version
00000001e3b16874 (__TEXT,__text) non-external (was a private external) _io_service_add_interest_notification
00000001e3b165d0 (__TEXT,__text) non-external (was a private external) _io_service_add_notification
00000001e3b183f8 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_bin
00000001e3b16ad0 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_ool
00000001e3b1291c (__TEXT,__text) non-external (was a private external) _io_service_close
00000001e3b175f0 (__TEXT,__text) non-external (was a private external) _io_service_get_authorization_id
00000001e3b13628 (__TEXT,__text) non-external (was a private external) _io_service_get_busy_state
00000001e3b17258 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service
00000001e3b17e10 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_bin
00000001e3b1744c (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_ool
00000001e3b11538 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services
00000001e3b18018 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_bin
00000001e3b15138 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_ool
00000001e3b14fb4 (__TEXT,__text) non-external (was a private external) _io_service_get_state
00000001e3b147f0 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table
00000001e3b18220 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_bin
00000001e3b152dc (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_ool
00000001e3b15840 (__TEXT,__text) non-external (was a private external) _io_service_open_extended
00000001e3b144b8 (__TEXT,__text) non-external (was a private external) _io_service_request_probe
00000001e3b17750 (__TEXT,__text) non-external (was a private external) _io_service_set_authorization_id
00000001e3b1375c (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet
00000001e3b10f2c (__TEXT,__text) non-external (was a private external) _iokit_user_client_trap
000000020c554ec8 (__DATA,__common) external _kOSBooleanFalse
000000020c554ec0 (__DATA,__common) external _kOSBooleanTrue
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_continuous_time (from libSystem)
                 (undefined) external _mach_error (from libSystem)
                 (undefined) external _mach_error_string (from libSystem)
                 (undefined) external _mach_host_self (from libSystem)
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_allocate (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_port_mod_refs (from libSystem)
                 (undefined) external _mach_ports_lookup (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _mach_timebase_info (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_deallocate (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
00000001e3b00364 (__TEXT,__text) external _nanoseconds_to_absolutetime
00000001e3b2d5e0 (__TEXT,__text) non-external _nanoseconds_to_absolutetime.cold.1
00000001e3b2d60c (__TEXT,__text) non-external _nanoseconds_to_absolutetime.cold.2
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_eventlink_activate (from libSystem)
                 (undefined) external _os_eventlink_associate (from libSystem)
                 (undefined) external _os_eventlink_cancel (from libSystem)
                 (undefined) external _os_eventlink_create_with_port (from libSystem)
                 (undefined) external _os_eventlink_disassociate (from libSystem)
                 (undefined) external _os_eventlink_signal (from libSystem)
                 (undefined) external _os_eventlink_signal_and_wait (from libSystem)
                 (undefined) external _os_eventlink_signal_and_wait_until (from libSystem)
                 (undefined) external _os_eventlink_wait (from libSystem)
                 (undefined) external _os_eventlink_wait_until (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_release (from libSystem)
                 (undefined) external _os_unfair_lock_assert_not_owner (from libSystem)
                 (undefined) external _os_unfair_lock_assert_owner (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_trylock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_lock_with_options (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_owned (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_trylock (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_unlock (from libSystem)
                 (undefined) external _os_workgroup_create_with_port (from libSystem)
                 (undefined) external _os_workgroup_join (from libSystem)
                 (undefined) external _os_workgroup_leave (from libSystem)
00000001e3b2d590 (__TEXT,__text) external _panic
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_getschedparam (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_setdetachstate (from libSystem)
                 (undefined) external _pthread_attr_setschedparam (from libSystem)
                 (undefined) external _pthread_attr_setschedpolicy (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_signal (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mach_thread_np (from libSystem)
