
/System/Cryptexes/OS/usr/lib/system/libsystem_kernel.dylib (for architecture x86_64):
000000000003f1c0 (__DATA,__data) external _NDR_record
000000000000fca0 (__TEXT,__text) external _proc_uuid_policy
000000000002a63c (__TEXT,__text) external _processor_assign
000000000002a4c8 (__TEXT,__text) external _processor_control
000000000002a1a8 (__TEXT,__text) external _processor_exit
000000000002a768 (__TEXT,__text) external _processor_get_assignment
000000000002a2b8 (__TEXT,__text) external _processor_info
0000000000022dc0 (__TEXT,__text) external _processor_set_create
0000000000022c64 (__TEXT,__text) external _processor_set_default
0000000000029284 (__TEXT,__text) external _processor_set_destroy
0000000000029d00 (__TEXT,__text) external _processor_set_info
0000000000029398 (__TEXT,__text) external _processor_set_max_priority
0000000000029a00 (__TEXT,__text) external _processor_set_policy_control
00000000000295d8 (__TEXT,__text) external _processor_set_policy_disable
00000000000294b8 (__TEXT,__text) external _processor_set_policy_enable
0000000000029b74 (__TEXT,__text) external _processor_set_stack_usage
00000000000290a4 (__TEXT,__text) external _processor_set_statistics
00000000000296f8 (__TEXT,__text) external _processor_set_tasks
0000000000029f04 (__TEXT,__text) external _processor_set_tasks_with_flavor
000000000002987c (__TEXT,__text) external _processor_set_threads
000000000002a098 (__TEXT,__text) external _processor_start
000000000001b6a4 (__TEXT,__text) external _pselect
0000000000007040 (__TEXT,__text) external _pselect$DARWIN_EXTSN
0000000000013ac8 (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
000000000001b830 (__TEXT,__text) external _pselect$NOCANCEL
0000000000002a30 (__TEXT,__text) external _pthread_getugid_np
000000000000a610 (__TEXT,__text) external _pthread_setugid_np
0000000000009ba0 (__TEXT,__text) external _ptrace
0000000000004608 (__TEXT,__text) external _pwrite
000000000000e8f0 (__TEXT,__text) external _pwrite$NOCANCEL
000000000000fccc (__TEXT,__text) external _pwritev
000000000000e91c (__TEXT,__text) external _pwritev$NOCANCEL
00000000000137c8 (__TEXT,__text) external _quota
00000000000071cc (__TEXT,__text) external _quotactl
0000000000001ac8 (__TEXT,__text) external _read
0000000000002e58 (__TEXT,__text) external _read$NOCANCEL
0000000000003308 (__TEXT,__text) external _readlink
000000000000fcf8 (__TEXT,__text) external _readlinkat
000000000000fd24 (__TEXT,__text) external _readv
000000000000e948 (__TEXT,__text) external _readv$NOCANCEL
000000000001046c (__TEXT,__text) non-external _reallocf
0000000000012bac (__TEXT,__text) external _reboot
0000000000012bb4 (__TEXT,__text) external _reboot_np
000000000001b6a0 (__TEXT,__text) external _record_system_event_as_kernel
0000000000005470 (__TEXT,__text) external _recvfrom
0000000000005338 (__TEXT,__text) external _recvfrom$NOCANCEL
00000000000058a0 (__TEXT,__text) external _recvmsg
000000000000e9cc (__TEXT,__text) external _recvmsg$NOCANCEL
000000000000fd50 (__TEXT,__text) external _recvmsg_x
000000000000fd7c (__TEXT,__text) external _register_uexc_handler
0000000000005dc0 (__TEXT,__text) external _removexattr
0000000000004a38 (__TEXT,__text) external _rename
0000000000015fa0 (__TEXT,__text) external _rename_ext
0000000000012c48 (__TEXT,__text) external _renameat
0000000000015f34 (__TEXT,__text) external _renameatx_np
0000000000015f60 (__TEXT,__text) external _renamex_np
000000000000fda8 (__TEXT,__text) external _revoke
0000000000004aa4 (__TEXT,__text) external _rmdir
000000000000fdd4 (__TEXT,__text) external _searchfs
0000000000005578 (__TEXT,__text) external _select
000000000000bfb4 (__TEXT,__text) external _select$DARWIN_EXTSN
000000000000530c (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00000000000052d8 (__TEXT,__text) external _select$NOCANCEL
000000000000a8b4 (__TEXT,__text) external _sem_close
000000000001b270 (__TEXT,__text) external _sem_destroy
000000000001b298 (__TEXT,__text) external _sem_getvalue
000000000001b2c0 (__TEXT,__text) external _sem_init
000000000000db70 (__TEXT,__text) external _sem_open
000000000000fe00 (__TEXT,__text) external _sem_post
000000000000fe2c (__TEXT,__text) external _sem_trywait
000000000000fe58 (__TEXT,__text) external _sem_unlink
000000000000fe84 (__TEXT,__text) external _sem_wait
000000000000ea50 (__TEXT,__text) external _sem_wait$NOCANCEL
0000000000003e24 (__TEXT,__text) external _semaphore_create
00000000000041b0 (__TEXT,__text) external _semaphore_destroy
0000000000003f90 (__TEXT,__text) external _semaphore_signal
00000000000138e8 (__TEXT,__text) external _semaphore_signal_all
0000000000000eb0 (__TEXT,__text) external _semaphore_signal_all_trap
00000000000138ec (__TEXT,__text) external _semaphore_signal_thread
0000000000000ebc (__TEXT,__text) external _semaphore_signal_thread_trap
0000000000000ea4 (__TEXT,__text) external _semaphore_signal_trap
0000000000005b2c (__TEXT,__text) external _semaphore_timedwait
00000000000138f4 (__TEXT,__text) external _semaphore_timedwait_signal
0000000000000eec (__TEXT,__text) external _semaphore_timedwait_signal_trap
0000000000000ee0 (__TEXT,__text) external _semaphore_timedwait_trap
0000000000003f8c (__TEXT,__text) external _semaphore_wait
00000000000138f0 (__TEXT,__text) external _semaphore_wait_signal
0000000000000ed4 (__TEXT,__text) external _semaphore_wait_signal_trap
0000000000000ec8 (__TEXT,__text) external _semaphore_wait_trap
000000000000dbf4 (__TEXT,__text) external _semctl
000000000000feb0 (__TEXT,__text) external _semget
000000000000fedc (__TEXT,__text) external _semop
000000000000dbd0 (__TEXT,__text) external _semsys
000000000000ff08 (__TEXT,__text) external _sendfile
0000000000006a54 (__TEXT,__text) external _sendmsg
0000000000005390 (__TEXT,__text) external _sendmsg$NOCANCEL
000000000000ff34 (__TEXT,__text) external _sendmsg_x
0000000000005444 (__TEXT,__text) external _sendto
00000000000052ac (__TEXT,__text) external _sendto$NOCANCEL
0000000000004660 (__TEXT,__text) external _setattrlist
000000000000ff60 (__TEXT,__text) external _setattrlistat
000000000001e8a4 (__TEXT,__text) external _setaudit
000000000000ff8c (__TEXT,__text) external _setaudit_addr
000000000000ffb8 (__TEXT,__text) external _setauid
000000000000a668 (__TEXT,__text) external _setegid
000000000000a63c (__TEXT,__text) external _seteuid
000000000000a39c (__TEXT,__text) external _setgid
000000000000ffe4 (__TEXT,__text) external _setgroups
0000000000008a60 (__TEXT,__text) external _setiopolicy_np
0000000000009744 (__TEXT,__text) external _setitimer
000000000000c984 (__TEXT,__text) external _setpgid
00000000000091c0 (__TEXT,__text) external _setpriority
0000000000010010 (__TEXT,__text) external _setprivexec
00000000000137f8 (__TEXT,__text) external _setquota
000000000000ead4 (__TEXT,__text) external _setregid
000000000000eb00 (__TEXT,__text) external _setreuid
0000000000003be0 (__TEXT,__text) external _setrlimit
000000000000eb2c (__TEXT,__text) external _setsgroups_np
00000000000098c0 (__TEXT,__text) external _setsid
0000000000005254 (__TEXT,__text) external _setsockopt
000000000000a3c8 (__TEXT,__text) external _setuid
000000000000ebb0 (__TEXT,__text) external _setwgroups_np
0000000000004958 (__TEXT,__text) external _setxattr
0000000000017888 (__TEXT,__text) external _sfi_get_class_offtime
00000000000178b0 (__TEXT,__text) external _sfi_process_get_flags
000000000001789c (__TEXT,__text) external _sfi_process_set_flags
000000000000a90c (__TEXT,__text) external _sfi_set_class_offtime
000000000000db90 (__TEXT,__text) external _shm_open
000000000001003c (__TEXT,__text) external _shm_unlink
0000000000010068 (__TEXT,__text) external _shmat
000000000000ec60 (__TEXT,__text) external _shmctl
0000000000010094 (__TEXT,__text) external _shmdt
00000000000100c0 (__TEXT,__text) external _shmget
000000000000dc14 (__TEXT,__text) external _shmsys
00000000000054f4 (__TEXT,__text) external _shutdown
00000000000100ec (__TEXT,__text) external _sigpending
00000000000045b0 (__TEXT,__text) external _sigprocmask
000000000001cdec (__TEXT,__text) external _sigsuspend
0000000000008670 (__TEXT,__text) external _sigsuspend$NOCANCEL
0000000000005178 (__TEXT,__text) external _socket
0000000000010118 (__TEXT,__text) external _socket_delegate
0000000000005364 (__TEXT,__text) external _socketpair
0000000000017348 (__TEXT,__text) external _stackshot_capture_with_config
000000000001728c (__TEXT,__text) external _stackshot_config_create
00000000000174b8 (__TEXT,__text) external _stackshot_config_dealloc
0000000000017460 (__TEXT,__text) external _stackshot_config_dealloc_buffer
00000000000173c8 (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
00000000000173d4 (__TEXT,__text) external _stackshot_config_get_stackshot_size
0000000000017414 (__TEXT,__text) external _stackshot_config_set_delta_timestamp
000000000001732c (__TEXT,__text) external _stackshot_config_set_flags
0000000000017438 (__TEXT,__text) external _stackshot_config_set_pagetable_mask
0000000000017310 (__TEXT,__text) external _stackshot_config_set_pid
00000000000173f0 (__TEXT,__text) external _stackshot_config_set_size_hint
000000000000c9dc (__TEXT,__text) external _stat
000000000000c9dc (__TEXT,__text) external _stat64
000000000001019c (__TEXT,__text) external _statfs
000000000001019c (__TEXT,__text) external _statfs64
0000000000044230 (__DATA,__bss) non-external _supported
00000000000101c8 (__TEXT,__text) external _swapon
0000000000000fac (__TEXT,__text) external _swtch
0000000000000fa0 (__TEXT,__text) external _swtch_pri
00000000000069fc (__TEXT,__text) external _symlink
00000000000101f4 (__TEXT,__text) external _symlinkat
0000000000010220 (__TEXT,__text) external _sync
00000000000032cc (__TEXT,__text) external _syscall
0000000000000fb8 (__TEXT,__text) external _syscall_thread_switch
0000000000017874 (__TEXT,__text) external _system_get_sfi_window
000000000001024c (__TEXT,__text) external _system_override
000000000000a94c (__TEXT,__text) external _system_set_sfi_window
0000000000044238 (__DATA,__bss) non-external _system_version_compat_check_path_suffix
0000000000044260 (__DATA,__common) external _system_version_compat_mode
000000000002cbd0 (__TEXT,__text) external _task_assign
000000000002ccfc (__TEXT,__text) external _task_assign_default
000000000002b00c (__TEXT,__text) external _task_create
000000000002f0d8 (__TEXT,__text) external _task_create_identity_token
000000000002f3a0 (__TEXT,__text) external _task_dyld_process_info_notify_deregister
0000000000000dcc (__TEXT,__text) external _task_dyld_process_info_notify_get
000000000002efbc (__TEXT,__text) external _task_dyld_process_info_notify_register
0000000000000f34 (__TEXT,__text) external _task_for_pid
000000000002de64 (__TEXT,__text) external _task_generate_corpse
000000000002ce18 (__TEXT,__text) external _task_get_assignment
000000000002e390 (__TEXT,__text) external _task_get_dyld_image_infos
000000000002c624 (__TEXT,__text) external _task_get_emulation_vector
000000000002ec18 (__TEXT,__text) external _task_get_exc_guard_behavior
000000000000c448 (__TEXT,__text) external _task_get_exception_ports
000000000002f4bc (__TEXT,__text) external _task_get_exception_ports_info
000000000002da60 (__TEXT,__text) external _task_get_mach_voucher
00000000000014a0 (__TEXT,__text) external _task_get_special_port
000000000002d134 (__TEXT,__text) external _task_get_state
000000000002f234 (__TEXT,__text) external _task_identity_token_get_task_port
0000000000001684 (__TEXT,__text) external _task_info
000000000002ea40 (__TEXT,__text) external _task_inspect
0000000000010278 (__TEXT,__text) external _task_inspect_for_pid
000000000002dfc0 (__TEXT,__text) external _task_map_corpse_info
000000000002e8d4 (__TEXT,__text) external _task_map_corpse_info_64
000000000002faf8 (__TEXT,__text) external _task_map_kcdata_object_64
0000000000000f28 (__TEXT,__text) external _task_name_for_pid
000000000002c394 (__TEXT,__text) external _task_policy
000000000002c070 (__TEXT,__text) external _task_policy_get
000000000000364c (__TEXT,__text) external _task_policy_set
000000000002d8bc (__TEXT,__text) external _task_purgable_info
00000000000102a4 (__TEXT,__text) external _task_read_for_pid
000000000002e76c (__TEXT,__text) external _task_register_dyld_get_process_state
000000000002e128 (__TEXT,__text) external _task_register_dyld_image_infos
000000000002e648 (__TEXT,__text) external _task_register_dyld_set_dyld_state
000000000002e520 (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
000000000002fc64 (__TEXT,__text) external _task_register_hardened_exception_handler
000000000000106c (__TEXT,__text) external _task_restartable_ranges_register
0000000000003c14 (__TEXT,__text) external _task_restartable_ranges_synchronize
000000000002b678 (__TEXT,__text) external _task_resume
000000000002d7ac (__TEXT,__text) external _task_resume2
000000000002c278 (__TEXT,__text) external _task_sample
0000000000013914 (__TEXT,__text) external _task_self_
0000000000000e74 (__TEXT,__text) external _task_self_trap
000000000002f8b0 (__TEXT,__text) external _task_set_corpse_forking_behavior
000000000002c50c (__TEXT,__text) external _task_set_emulation
000000000002c7b0 (__TEXT,__text) external _task_set_emulation_vector
000000000002ed5c (__TEXT,__text) external _task_set_exc_guard_behavior
000000000000b30c (__TEXT,__text) external _task_set_exception_ports
000000000000b794 (__TEXT,__text) external _task_set_info
000000000002dbcc (__TEXT,__text) external _task_set_mach_voucher
000000000002d4fc (__TEXT,__text) external _task_set_phys_footprint_limit
000000000002cf74 (__TEXT,__text) external _task_set_policy
000000000001e3a0 (__TEXT,__text) external _task_set_port_space
000000000002c8e0 (__TEXT,__text) external _task_set_ras_pc
00000000000020c8 (__TEXT,__text) external _task_set_special_port
000000000002d37c (__TEXT,__text) external _task_set_state
000000000002b568 (__TEXT,__text) external _task_suspend
000000000002d650 (__TEXT,__text) external _task_suspend2
000000000002bab8 (__TEXT,__text) external _task_swap_exception_ports
000000000002dce8 (__TEXT,__text) external _task_swap_mach_voucher
000000000002b18c (__TEXT,__text) external _task_terminate
000000000002f9cc (__TEXT,__text) external _task_test_async_upcall_propagation
000000000002f794 (__TEXT,__text) external _task_test_sync_upcall
0000000000009fd4 (__TEXT,__text) external _task_threads
000000000002e25c (__TEXT,__text) external _task_unregister_dyld_image_infos
000000000002c9f8 (__TEXT,__text) external _task_zone_info
0000000000017750 (__TEXT,__text) external _terminate_with_payload
000000000000b754 (__TEXT,__text) external _terminate_with_reason
000000000003060c (__TEXT,__text) external _thread_abort
000000000003071c (__TEXT,__text) external _thread_abort_safely
0000000000031fac (__TEXT,__text) external _thread_adopt_exception_handler
0000000000031140 (__TEXT,__text) external _thread_assign
000000000003125c (__TEXT,__text) external _thread_assign_default
0000000000031a78 (__TEXT,__text) external _thread_convert_thread_state
000000000002b788 (__TEXT,__text) external _thread_create
000000000002b8e4 (__TEXT,__text) external _thread_create_running
000000000003082c (__TEXT,__text) external _thread_depress_abort
00000000000040dc (__TEXT,__text) external _thread_destruct_special_reply_port
000000000003136c (__TEXT,__text) external _thread_get_assignment
000000000000a960 (__TEXT,__text) external _thread_get_exception_ports
0000000000031cd4 (__TEXT,__text) external _thread_get_exception_ports_info
0000000000031674 (__TEXT,__text) external _thread_get_mach_voucher
0000000000015d30 (__TEXT,__text) external _thread_get_register_pointer_values
000000000003093c (__TEXT,__text) external _thread_get_special_port
0000000000000f70 (__TEXT,__text) external _thread_get_special_reply_port
000000000000a154 (__TEXT,__text) external _thread_get_state
00000000000086d4 (__TEXT,__text) external _thread_info
